Orthogroup	AAEG.longest_only	AALB.longest_only
OG0000384	LOC110677033|XP_021703202.1|AAEG	LOC118457748|XP_035775453.1|AALB
OG0000385	LOC5570568|XP_001653236.2|AAEG	LOC118462890|XP_035784867.1|AALB
OG0000385	LOC5577771|XP_001663546.2|AAEG	LOC118463567|XP_035786098.1|AALB
OG0000386	LOC23687815|XP_021704948.1|AAEG	LOC118465564|XP_035789816.1|AALB
OG0000389	LOC5575835|XP_021694446.1|AAEG	LOC118459226|XP_035778314.1|AALB
OG0000389	LOC5574915|XP_021710502.1|AAEG	LOC118465159|XP_035788998.1|AALB
OG0000389	LOC5578678|XP_021708389.1|AAEG	LOC118467689|XP_035794365.1|AALB
OG0000390	LOC5577491|XP_021707307.1|AAEG, LOC5577490|XP_021707306.1|AAEG, LOC110680865|XP_021712346.1|AAEG, LOC5567714|XP_001657626.2|AAEG	LOC118467666|XP_035794313.1|AALB, LOC118465236|XP_035789141.1|AALB
OG0000390	LOC5578405|XP_001663870.2|AAEG, LOC5570107|XP_001653082.1|AAEG, LOC5569521|XP_001652831.1|AAEG	LOC118460007|XP_035779822.1|AALB
OG0000391	LOC5570464|XP_021701402.1|AAEG	LOC118463060|XP_035785206.1|AALB
OG0000391	LOC23687692|XP_021704615.1|AAEG	LOC118466441|XP_035791635.1|AALB
OG0000392	LOC5570445|XP_021701887.1|AAEG	LOC118458739|XP_035777402.1|AALB
OG0000392	LOC5564419|XP_021701877.1|AAEG	LOC118458866|XP_035777709.1|AALB, LOC118458600|XP_035777168.1|AALB
OG0000393	LOC110675223|XP_021695341.1|AAEG	LOC118459443|XP_035778692.1|AALB
OG0000393	LOC5569062|XP_021703018.1|AAEG	LOC118461113|XP_035781925.1|AALB
OG0000394	LOC5570039|XP_001658928.1|AAEG	LOC118460130|XP_035780079.1|AALB
OG0000399	LOC5567097|XP_001651486.2|AAEG	LOC118463656|XP_035786299.1|AALB
OG0000400	LOC5580067|XP_021694881.1|AAEG	LOC118466541|XP_035791995.1|AALB
OG0000402	LOC5569079|XP_001658308.1|AAEG	LOC118460784|XP_035781282.1|AALB
OG0000402	LOC5576656|XP_001656196.1|AAEG, LOC5576654|XP_021705495.1|AAEG, LOC5574467|XP_001655129.2|AAEG, LOC5576651|XP_001656193.1|AAEG, LOC5576652|XP_001656194.1|AAEG	LOC118460782|XP_035781280.1|AALB, LOC118460780|XP_035781278.1|AALB
OG0000403	LOC5575873|XP_021704883.1|AAEG	LOC118459444|XP_035778700.1|AALB
OG0000404	LOC5578692|XP_021711033.1|AAEG	LOC118460856|XP_035781455.1|AALB
OG0000405	LOC5576131|XP_001662477.2|AAEG	LOC118457545|XP_035775093.1|AALB
OG0000406	LOC5568131|XP_021698131.1|AAEG	LOC118465398|XP_035789490.1|AALB
OG0000406	LOC5566267|XP_001650660.1|AAEG	LOC118465771|XP_035790180.1|AALB
OG0000407	LOC5567374|XP_001657389.1|AAEG	LOC118461228|XP_035782213.1|AALB
OG0000407	LOC5571596|XP_021697332.1|AAEG	LOC118466152|XP_035791018.1|AALB
OG0000408	LOC5570724|XP_001659317.1|AAEG	LOC118466946|XP_035792740.1|AALB
OG0000409	LOC5570907|XP_021700630.1|AAEG	LOC118458368|XP_035776653.1|AALB
OG0000410	LOC5575157|XP_001655534.1|AAEG	LOC118458150|XP_035776239.1|AALB
OG0000411	LOC5566158|XP_001650539.1|AAEG	LOC118459741|XP_035779311.1|AALB
OG0000411	LOC5564918|XP_001649286.1|AAEG	LOC118459403|XP_035778606.1|AALB
OG0000412	LOC5574516|XP_021708166.1|AAEG	LOC118461997|XP_035783825.1|AALB
OG0000412	LOC5574515|XP_021708169.1|AAEG	LOC118461995|XP_035783824.1|AALB
OG0000413	LOC5567054|XP_001651429.2|AAEG	LOC118458806|XP_035777568.1|AALB
OG0000414	LOC23687918|XP_021709829.1|AAEG, LOC5567300|XP_021709833.1|AAEG, LOC5567305|XP_021709831.1|AAEG	LOC118463693|XP_035786363.1|AALB, LOC118462511|XP_035784133.1|AALB, LOC118463987|XP_035786903.1|AALB
OG0000415	LOC5574783|XP_001655340.1|AAEG	LOC118466898|XP_035792648.1|AALB
OG0000416	LOC5568416|XP_001658068.2|AAEG	LOC118459603|XP_035779047.1|AALB
OG0000416	LOC5564064|XP_001648376.1|AAEG	LOC118468795|XP_035795900.1|AALB
OG0000417	LOC5566091|XP_021708981.1|AAEG	LOC118458973|XP_035777855.1|AALB
OG0000417	LOC5567927|XP_021699404.1|AAEG	LOC118464626|XP_035787965.1|AALB
OG0000418	LOC5564390|XP_001648753.2|AAEG, LOC5575420|XP_021699880.1|AAEG, LOC5575418|XP_021699898.1|AAEG	LOC118459139|XP_035778110.1|AALB
OG0000419	LOC5570733|XP_021697362.1|AAEG	LOC118467113|XP_035793065.1|AALB
OG0000420	LOC5578258|XP_021697485.1|AAEG	LOC118466268|XP_035791228.1|AALB
OG0000420	LOC5578901|XP_021697304.1|AAEG, LOC5575709|XP_001662156.2|AAEG, LOC5571594|XP_001653712.2|AAEG, LOC5571603|XP_001653713.2|AAEG	LOC118467644|XP_035794270.1|AALB
OG0000421	LOC5569086|XP_021703057.1|AAEG	LOC118468328|XP_035794966.1|AALB
OG0000421	LOC5570822|XP_021702186.1|AAEG	LOC118461574|XP_035782957.1|AALB
OG0000422	LOC5573931|XP_001654967.2|AAEG	LOC118457072|XP_035774236.1|AALB, LOC118457071|XP_035774234.1|AALB
OG0000422	LOC5570229|XP_001659008.2|AAEG	LOC118457251|XP_035774532.1|AALB
OG0000423	LOC5563591|XP_001647935.2|AAEG, LOC5563575|XP_001647937.2|AAEG, LOC5563586|XP_001647936.2|AAEG	LOC118457840|XP_035775613.1|AALB
OG0000424	LOC23687932|XP_021710750.1|AAEG	LOC118466899|XP_035792650.1|AALB
OG0000425	LOC5571033|XP_001659462.2|AAEG	LOC118463347|XP_035785753.1|AALB
OG0000425	LOC5571023|XP_021708459.1|AAEG	LOC118465549|XP_035789768.1|AALB
OG0000426	LOC5574193|XP_001661250.1|AAEG	LOC118464358|XP_035787574.1|AALB
OG0000433	LOC5574521|XP_001655172.1|AAEG	LOC118466448|XP_035791718.1|AALB
OG0000433	LOC5564077|XP_001648404.2|AAEG	LOC118463182|XP_035785489.1|AALB
OG0000434	LOC5574590|XP_011493595.2|AAEG	LOC118457926|XP_035775829.1|AALB
OG0000434	LOC5570528|XP_001659208.2|AAEG	LOC118457928|XP_035775831.1|AALB
OG0000435	LOC5580076|XP_001654832.2|AAEG, LOC5580075|XP_021698638.1|AAEG, LOC5574934|XP_001661737.2|AAEG, LOC5565897|XP_001650275.2|AAEG, LOC5568375|XP_001658029.2|AAEG, LOC5568373|XP_001658027.2|AAEG, LOC5569828|XP_001658735.2|AAEG, LOC5574241|XP_021697225.1|AAEG	LOC118456488|XP_035773208.1|AALB
OG0000436	LOC5570943|XP_001653409.2|AAEG	LOC118462551|XP_035784211.1|AALB, LOC118463959|XP_035786836.1|AALB
OG0000437	LOC5577304|XP_001663334.1|AAEG	LOC118466743|XP_035792325.1|AALB
OG0000437	LOC5573669|XP_001660991.1|AAEG	LOC118463664|XP_035786310.1|AALB
OG0000438	LOC5578150|XP_001663721.2|AAEG	LOC118466625|XP_035792104.1|AALB, LOC118468402|XP_035795059.1|AALB
OG0000439	LOC5564327|XP_001648654.2|AAEG	LOC118468378|XP_035795030.1|AALB
OG0000439	LOC5567214|XP_001651644.2|AAEG	LOC118464880|XP_035788516.1|AALB
OG0000440	LOC110676860|XP_021701990.1|AAEG	LOC118458547|XP_035777075.1|AALB
OG0000441	LOC5573074|XP_001660703.2|AAEG	LOC118461581|XP_035782965.1|AALB
OG0000442	LOC5579172|XP_021710146.1|AAEG	LOC118459932|XP_035779686.1|AALB
OG0000443	LOC5568713|XP_021709748.1|AAEG, LOC5569780|XP_001658722.1|AAEG	LOC118466849|XP_035792569.1|AALB
OG0000444	LOC5567217|XP_001651646.3|AAEG	LOC118464884|XP_035788521.1|AALB
OG0000448	LOC23687587|XP_021694447.1|AAEG	LOC118465143|XP_035788980.1|AALB
OG0000449	LOC5572858|XP_001660618.2|AAEG	LOC118465875|XP_035790405.1|AALB
OG0000449	LOC5574532|XP_021694481.1|AAEG	LOC118468860|XP_035796015.1|AALB
OG0000450	LOC110680460|XP_021711955.1|AAEG, LOC5576465|XP_021700332.1|AAEG	LOC118468652|XP_035795576.1|AALB
OG0000450	LOC110674772|XP_021694752.1|AAEG	LOC118464184|XP_035787232.1|AALB
OG0000451	LOC5571503|XP_001659753.1|AAEG	LOC118457112|XP_035774304.1|AALB
OG0000451	LOC5571502|XP_021704118.1|AAEG	LOC118465876|XP_035790406.1|AALB
OG0000452	LOC5577785|XP_001663558.2|AAEG, LOC110676103|XP_021698336.1|AAEG	LOC118466194|XP_035791100.1|AALB
OG0000453	LOC5578274|XP_001663802.2|AAEG	LOC118458770|XP_035777455.1|AALB
OG0000453	LOC5578275|XP_001663803.2|AAEG	LOC118458815|XP_035777578.1|AALB
OG0000454	LOC5569151|XP_021700040.1|AAEG	LOC118465813|XP_035790277.1|AALB
OG0000456	LOC5572063|XP_021703567.1|AAEG	LOC118458660|XP_035777247.1|AALB
OG0000456	LOC5570893|XP_021700660.1|AAEG	LOC118457602|XP_035775201.1|AALB
OG0000457	LOC5565766|XP_001650147.2|AAEG	LOC118457563|XP_035775129.1|AALB
OG0000457	LOC5564329|XP_021700919.1|AAEG	LOC118457897|XP_035775767.1|AALB
OG0000458	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG	LOC118457431|XP_035774909.1|AALB
OG0000458	LOC5565841|XP_021703625.1|AAEG	LOC118457430|XP_035774906.1|AALB
OG0000458	LOC5565842|XP_001650218.2|AAEG	LOC118458307|XP_035776534.1|AALB
OG0000458	LOC5565387|XP_021700996.1|AAEG	LOC118461892|XP_035783639.1|AALB
OG0000459	LOC5570545|XP_001653206.1|AAEG, LOC5569825|XP_021703699.1|AAEG	LOC118467477|XP_035793911.1|AALB
OG0000460	LOC5577624|XP_001656618.2|AAEG	LOC118457528|XP_035775067.1|AALB
OG0000465	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG	LOC118456410|XP_035773015.1|AALB
OG0000466	LOC5577984|XP_021713022.1|AAEG	LOC118460911|XP_035781556.1|AALB
OG0000466	LOC5572786|XP_001654185.1|AAEG	LOC118466949|XP_035792745.1|AALB
OG0000467	LOC5568475|XP_021695985.1|AAEG	LOC118467127|XP_035793110.1|AALB
OG0000468	LOC23687721|XP_021709274.1|AAEG	LOC118458755|XP_035777438.1|AALB
OG0000468	LOC23687516|XP_011493435.1|AAEG	LOC118467881|XP_035794686.1|AALB
OG0000469	LOC5565883|XP_021703807.1|AAEG	LOC118461268|XP_035782294.1|AALB
OG0000470	LOC5578138|XP_021707709.1|AAEG	LOC118464390|XP_035787629.1|AALB
OG0000470	LOC5574556|XP_001661506.1|AAEG	LOC118464250|XP_035787346.1|AALB
OG0000471	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG	LOC118458777|XP_035777493.1|AALB
OG0000473	LOC5569934|XP_001658830.2|AAEG	LOC118460536|XP_035780820.1|AALB
OG0000474	LOC5569558|XP_001658624.2|AAEG	LOC118459736|XP_035779309.1|AALB
OG0000475	LOC5565629|XP_001649983.1|AAEG	LOC118462073|XP_035783973.1|AALB
OG0000476	LOC5575604|XP_001662086.2|AAEG	LOC118457122|XP_035774328.1|AALB
OG0000477	LOC5564209|XP_001648552.1|AAEG	LOC118458053|XP_035776071.1|AALB, LOC118458157|XP_035776247.1|AALB
OG0000478	LOC5566225|XP_021696850.1|AAEG	LOC118465346|XP_035789395.1|AALB
OG0000478	LOC5566220|XP_001650605.1|AAEG	LOC118465348|XP_035789400.1|AALB
OG0000479	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG	LOC118465496|XP_035789694.1|AALB, LOC118465360|XP_035789425.1|AALB
OG0000480	LOC5565774|XP_001650133.1|AAEG	LOC118461644|XP_035783112.1|AALB
OG0000482	LOC5564156|XP_001648504.1|AAEG, LOC5564158|XP_001648505.2|AAEG, LOC110680419|XP_021711910.1|AAEG	LOC118457534|XP_035775079.1|AALB
OG0000483	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG	LOC118456311|XP_035772843.1|AALB
OG0000484	LOC5576159|XP_001662504.2|AAEG	LOC118457307|XP_035774683.1|AALB
OG0000485	LOC5570054|XP_001658946.1|AAEG	LOC118462932|XP_035784936.1|AALB
OG0000486	LOC5565804|XP_001650170.2|AAEG	LOC118467942|XP_035794804.1|AALB
OG0000489	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG	LOC118463309|XP_035785691.1|AALB
OG0000490	LOC5564407|XP_021699908.1|AAEG	LOC118468731|XP_035795767.1|AALB
OG0000490	LOC5564043|XP_021703783.1|AAEG	LOC118460006|XP_035779825.1|AALB
OG0000491	LOC5568339|XP_021710734.1|AAEG	LOC118459356|XP_035778538.1|AALB
OG0000492	LOC5576114|XP_001662460.1|AAEG	LOC118459831|XP_035779487.1|AALB
OG0000492	LOC5577628|XP_021702254.1|AAEG	LOC118460752|XP_035781233.1|AALB
OG0000493	LOC5571043|XP_021696304.1|AAEG	LOC118466934|XP_035792717.1|AALB
OG0000494	LOC5569984|XP_001658869.1|AAEG	LOC118456835|XP_035773824.1|AALB
OG0000495	LOC5576051|XP_021701656.1|AAEG	LOC118457677|XP_035775327.1|AALB
OG0000495	LOC5576056|XP_021701652.1|AAEG	LOC118458639|XP_035777221.1|AALB
OG0000496	LOC5575526|XP_021703709.1|AAEG	LOC118461862|XP_035783558.1|AALB
OG0000496	LOC5575525|XP_021703714.1|AAEG	LOC118461863|XP_035783564.1|AALB
OG0000497	LOC5569758|XP_021704072.1|AAEG	LOC118460514|XP_035780773.1|AALB
OG0000498	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG	LOC118456312|XP_035772844.1|AALB
OG0000499	LOC5572478|XP_001660426.1|AAEG	LOC118468938|XP_035796164.1|AALB
OG0000500	LOC5576162|XP_001662510.3|AAEG	LOC118465195|XP_035789056.1|AALB
OG0000500	LOC5577003|XP_021705393.1|AAEG	LOC118466561|XP_035791997.1|AALB
OG0000504	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG	LOC118467635|XP_035794252.1|AALB, LOC118467632|XP_035794247.1|AALB
OG0000504	LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG	LOC118467633|XP_035794248.1|AALB, LOC118467634|XP_035794251.1|AALB
OG0000504	LOC5565973|XP_021698828.1|AAEG	LOC118467631|XP_035794245.1|AALB
OG0000505	LOC5575878|XP_021703710.1|AAEG	LOC118458049|XP_035776070.1|AALB
OG0000506	LOC5575876|XP_021709863.1|AAEG	LOC118457403|XP_035774860.1|AALB
OG0000506	LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG	LOC118458643|XP_035777225.1|AALB
OG0000507	LOC5565544|XP_001649911.1|AAEG	LOC118463549|XP_035786064.1|AALB
OG0000507	LOC5574054|XP_021713281.1|AAEG	LOC118460907|XP_035781550.1|AALB
OG0000508	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG	LOC118463026|XP_035785161.1|AALB
OG0000509	LOC5567324|XP_021698227.1|AAEG	LOC118467137|XP_035793145.1|AALB
OG0000510	LOC5567701|XP_021699791.1|AAEG	LOC118466910|XP_035792667.1|AALB
OG0000511	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG	LOC118461163|XP_035782053.1|AALB
OG0000512	LOC23687743|XP_021701399.1|AAEG	LOC118459691|XP_035779220.1|AALB
OG0000512	LOC23687655|XP_011493370.2|AAEG	LOC118459687|XP_035779214.1|AALB
OG0000513	LOC5575852|XP_001662263.2|AAEG	LOC118460302|XP_035780398.1|AALB
OG0000514	LOC23687865|XP_021704006.1|AAEG	LOC118468899|XP_035796089.1|AALB
OG0000515	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG	LOC118462668|XP_035784458.1|AALB, LOC118462669|XP_035784459.1|AALB
OG0000516	LOC5563958|XP_001648307.2|AAEG	LOC118457767|XP_035775484.1|AALB
OG0000516	LOC5563956|XP_001648305.2|AAEG	LOC118457766|XP_035775483.1|AALB
OG0000517	LOC5565741|XP_001650092.2|AAEG	LOC118462787|XP_035784671.1|AALB
OG0000522	LOC5578806|XP_021699844.1|AAEG	LOC118461899|XP_035783649.1|AALB
OG0000523	LOC5576121|XP_001662467.1|AAEG	LOC118457544|XP_035775092.1|AALB
OG0000523	LOC5564391|XP_001648748.1|AAEG	LOC118462262|XP_035784006.1|AALB
OG0000524	LOC5570276|XP_001659032.1|AAEG	LOC118462497|XP_035784108.1|AALB
OG0000525	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG	LOC118467117|XP_035793074.1|AALB
OG0000526	LOC5580247|XP_001662644.1|AAEG	LOC118457845|XP_035775623.1|AALB
OG0000527	LOC5564164|XP_021700512.1|AAEG	LOC118468585|XP_035795410.1|AALB
OG0000528	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG	LOC118461978|XP_035783799.1|AALB
OG0000528	LOC5574730|XP_021700710.1|AAEG	LOC118468633|XP_035795544.1|AALB
OG0000529	LOC5572655|XP_021700824.1|AAEG	LOC118468721|XP_035795744.1|AALB
OG0000530	LOC5570472|XP_021701466.1|AAEG	LOC118460710|XP_035781130.1|AALB
OG0000531	LOC5566804|XP_001651213.1|AAEG	LOC118459665|XP_035779162.1|AALB
OG0000532	LOC5577450|XP_001663376.2|AAEG	LOC118460342|XP_035780461.1|AALB
OG0000533	LOC5568210|XP_021707094.1|AAEG	LOC118458530|XP_035777001.1|AALB
OG0000534	LOC5570046|XP_021708008.1|AAEG	LOC118467664|XP_035794306.1|AALB
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	LOC118463303|XP_035785682.1|AALB
OG0000536	LOC5574260|XP_021705777.1|AAEG	LOC118465091|XP_035788890.1|AALB
OG0000536	LOC5570239|XP_001659019.2|AAEG	LOC118465658|XP_035789965.1|AALB
OG0000536	LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG	LOC118463306|XP_035785684.1|AALB
OG0000536	LOC5574263|XP_021707712.1|AAEG	LOC118463517|XP_035786012.1|AALB
OG0000537	LOC5572401|XP_001660343.2|AAEG	LOC118463772|XP_035786479.1|AALB
OG0000538	LOC5574674|XP_021709504.1|AAEG	LOC118467836|XP_035794621.1|AALB
OG0000539	LOC5564126|XP_001648447.1|AAEG	LOC118465211|XP_035789096.1|AALB
OG0000542	LOC5574746|XP_001655316.1|AAEG	LOC118456326|XP_035772875.1|AALB
OG0000543	LOC5577559|XP_021694639.1|AAEG	LOC118466100|XP_035790912.1|AALB
OG0000544	LOC5578623|XP_001657045.2|AAEG	LOC118463604|XP_035786169.1|AALB
OG0000545	LOC5564746|XP_021693658.1|AAEG	LOC118456992|XP_035774100.1|AALB
OG0000545	LOC5566409|XP_021693084.1|AAEG	LOC118456289|XP_035772796.1|AALB
OG0000546	LOC5575232|XP_021694125.1|AAEG	LOC118456580|XP_035773364.1|AALB
OG0000547	LOC5571763|XP_021695756.1|AAEG	LOC118463001|XP_035785122.1|AALB
OG0000548	LOC5575141|XP_021697915.1|AAEG	LOC118464674|XP_035788085.1|AALB
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	LOC118463968|XP_035786863.1|AALB
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC118463476|XP_035785959.1|AALB
OG0000551	LOC5569980|XP_001658864.2|AAEG	LOC118460219|XP_035780227.1|AALB
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC118457543|XP_035775089.1|AALB
OG0000553	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC118458233|XP_035776395.1|AALB
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC118458180|XP_035776301.1|AALB
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC118457196|XP_035774440.1|AALB
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC118459673|XP_035779173.1|AALB
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC118456647|XP_035773478.1|AALB
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC118468293|XP_035794913.1|AALB
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC118464460|XP_035787744.1|AALB
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC118464725|XP_035788198.1|AALB
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC118465034|XP_035788791.1|AALB
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC118467143|XP_035793164.1|AALB
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC118456333|XP_035772887.1|AALB
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC118460369|XP_035780518.1|AALB
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC118459614|XP_035779070.1|AALB
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC118461433|XP_035782635.1|AALB
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC118460155|XP_035780145.1|AALB
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC118466148|XP_035791004.1|AALB
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC118463820|XP_035786593.1|AALB
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC118466093|XP_035790895.1|AALB
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC118466277|XP_035791247.1|AALB
OG0000575	LOC5569243|XP_021699828.1|AAEG	LOC118463679|XP_035786334.1|AALB
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC118468399|XP_035795056.1|AALB
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC118456890|XP_035773904.1|AALB
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC118456432|XP_035773082.1|AALB
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC118468848|XP_035795984.1|AALB
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC118460585|XP_035780898.1|AALB
OG0000581	LOC5574667|XP_021708899.1|AAEG	LOC118457211|XP_035774472.1|AALB
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC118464258|XP_035787390.1|AALB
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC118468813|XP_035795921.1|AALB
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC118457054|XP_035774200.1|AALB
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC118458904|XP_035777758.1|AALB
OG0000591	LOC5569684|XP_021699800.1|AAEG	LOC118458001|XP_035775970.1|AALB, LOC118460324|XP_035780427.1|AALB
OG0000591	LOC5578646|XP_001663987.1|AAEG	LOC118456396|XP_035772981.1|AALB, LOC118468986|XP_035796288.1|AALB, LOC118468929|XP_035796145.1|AALB
OG0000591	LOC5569659|XP_001652922.1|AAEG	LOC118466301|XP_035791297.1|AALB
OG0000591	LOC5578025|XP_021704573.1|AAEG, LOC5573388|XP_001654558.1|AAEG	LOC118459165|XP_035778200.1|AALB
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC118461592|XP_035782989.1|AALB
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC118459626|XP_035779096.1|AALB
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC118461907|XP_035783655.1|AALB
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC118456573|XP_035773348.1|AALB
OG0000598	LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB
OG0000599	LOC5563655|XP_021709330.1|AAEG	LOC118459743|XP_035779313.1|AALB
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC118466070|XP_035790827.1|AALB
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC118458568|XP_035777108.1|AALB
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC118459242|XP_035778337.1|AALB
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC118459212|XP_035778285.1|AALB
OG0000605	LOC5568178|XP_021703896.1|AAEG	LOC118461557|XP_035782904.1|AALB
OG0000605	LOC5568172|XP_001652108.2|AAEG	LOC118462737|XP_035784586.1|AALB
OG0000605	LOC5568169|XP_021703894.1|AAEG	LOC118461550|XP_035782894.1|AALB
OG0000605	LOC5568164|XP_001652105.2|AAEG	LOC118461549|XP_035782893.1|AALB
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC118468876|XP_035796055.1|AALB
OG0000606	LOC5570004|XP_021707221.1|AAEG, LOC5565720|XP_001650099.2|AAEG, LOC5565724|XP_001650098.1|AAEG, LOC5565723|XP_001650097.1|AAEG	LOC118468875|XP_035796054.1|AALB, LOC118457490|XP_035775015.1|AALB
OG0000606	LOC5578161|XP_001663734.2|AAEG	LOC118457489|XP_035775014.1|AALB
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC118459255|XP_035778356.1|AALB
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC118468819|XP_035795943.1|AALB
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC118461320|XP_035782415.1|AALB
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC118464160|XP_035787187.1|AALB
OG0000611	LOC5572224|XP_021705793.1|AAEG	LOC118467141|XP_035793158.1|AALB
OG0000614	LOC5578387|XP_021694851.1|AAEG	LOC118461335|XP_035782440.1|AALB
OG0000616	LOC5564988|XP_001649322.2|AAEG	LOC118463975|XP_035786915.1|AALB
OG0000617	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG	LOC118468774|XP_035795857.1|AALB
OG0000618	LOC5566485|XP_001650875.1|AAEG	LOC118457060|XP_035774210.1|AALB
OG0000619	LOC5574109|XP_001661180.1|AAEG	LOC118467654|XP_035794288.1|AALB
OG0000619	LOC5566457|XP_001650838.1|AAEG	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB
OG0000620	LOC5570947|XP_001653412.2|AAEG	LOC118463555|XP_035786072.1|AALB
OG0000621	LOC5568436|XP_001652269.1|AAEG	LOC118462959|XP_035785006.1|AALB
OG0000622	LOC5569846|XP_021696307.1|AAEG	LOC118463531|XP_035786036.1|AALB
OG0000623	LOC5572347|XP_001660306.2|AAEG	LOC118466550|XP_035791957.1|AALB
