Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC120457533|XP_039501012.1|DSAN
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC120457862|XP_039501311.1|DSAN
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC120444114|XP_039479578.1|DSAN
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC120453377|XP_039493986.1|DSAN
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC120452963|XP_039493387.1|DSAN
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC120454689|XP_039496150.1|DSAN
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC120453302|XP_039493869.1|DSAN
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC120454901|XP_039496506.1|DSAN
OG0002047	LOC5574875|XP_021705084.1|AAEG	LOC120455355|XP_039497391.1|DSAN
OG0002048	LOC5568508|XP_021706823.1|AAEG	LOC120453868|XP_039494707.1|DSAN
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	LOC120452591|XP_039492816.1|DSAN
OG0002050	LOC5567603|XP_001657581.2|AAEG	LOC120453928|XP_039494796.1|DSAN
OG0002051	LOC5572308|XP_001654008.2|AAEG	LOC120444624|XP_039480363.1|DSAN
OG0002052	LOC5578479|XP_001657002.1|AAEG	LOC120448875|XP_039487024.1|DSAN
OG0002053	LOC5567154|XP_021710816.1|AAEG	LOC120451741|XP_039491583.1|DSAN
OG0002054	LOC5573603|XP_001654737.1|AAEG	LOC120450802|XP_039489904.1|DSAN
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	LOC120451784|XP_039491668.1|DSAN
OG0002056	LOC5577348|XP_001656424.1|AAEG	LOC120449402|XP_039487782.1|DSAN
OG0002057	LOC5577352|XP_001656428.1|AAEG	LOC120447827|XP_039485350.1|DSAN
OG0002058	LOC5577353|XP_001656429.1|AAEG	LOC120447985|XP_039485615.1|DSAN
OG0002059	LOC5577389|XP_021704715.1|AAEG	LOC120453533|XP_039494219.1|DSAN
OG0002060	LOC5577358|XP_021705543.1|AAEG	LOC120445879|XP_039482457.1|DSAN
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	LOC120444926|XP_039480860.1|DSAN
OG0002062	LOC5574435|XP_001661442.2|AAEG	LOC120456161|XP_039498734.1|DSAN
OG0002063	LOC5574436|XP_001661450.1|AAEG	LOC120457408|XP_039500939.1|DSAN
OG0002064	LOC5569005|XP_021710263.1|AAEG	LOC120447638|XP_039485079.1|DSAN
OG0002065	LOC5568999|XP_021710982.1|AAEG	LOC120449602|XP_039488104.1|DSAN
OG0002066	LOC5572998|XP_021708630.1|AAEG	LOC120453604|XP_039494304.1|DSAN
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	LOC120446847|XP_039483974.1|DSAN
OG0002068	LOC5572482|XP_001660430.2|AAEG	LOC120444479|XP_039480092.1|DSAN
OG0002069	LOC5568009|XP_021708297.1|AAEG	LOC120457491|XP_039500976.1|DSAN
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	LOC120454385|XP_039495562.1|DSAN
OG0002071	LOC5579855|XP_021708220.1|AAEG	LOC120452641|XP_039492890.1|DSAN
OG0002072	LOC5579835|XP_001651510.2|AAEG	LOC120444574|XP_039480269.1|DSAN
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	LOC120449195|XP_039487482.1|DSAN
OG0002074	LOC5576240|XP_001656018.1|AAEG	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN
OG0002075	LOC5574555|XP_001661504.1|AAEG	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN
OG0002076	LOC5568197|XP_021710717.1|AAEG	LOC120445624|XP_039482071.1|DSAN
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	LOC120449715|XP_039488270.1|DSAN
OG0002078	LOC5563914|XP_001648220.1|AAEG	LOC120444535|XP_039480215.1|DSAN
OG0002079	LOC5575305|XP_021704437.1|AAEG	LOC120447487|XP_039484817.1|DSAN
OG0002080	LOC5571113|XP_001659554.2|AAEG	LOC120446913|XP_039484083.1|DSAN
OG0002081	LOC5573774|XP_001654766.1|AAEG	LOC120444338|XP_039479832.1|DSAN
OG0002082	LOC5565492|XP_021709770.1|AAEG	LOC120446748|XP_039483820.1|DSAN
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	LOC120456839|XP_039499825.1|DSAN
OG0002084	LOC5569429|XP_021708673.1|AAEG	LOC120445465|XP_039481844.1|DSAN
OG0002085	LOC5564333|XP_021708440.1|AAEG	LOC120444658|XP_039480433.1|DSAN
OG0002086	LOC5568708|XP_001652532.1|AAEG	LOC120444276|XP_039479724.1|DSAN
OG0002087	LOC5567364|XP_021707763.1|AAEG	LOC120448785|XP_039486908.1|DSAN
OG0002088	LOC5576762|XP_021704245.1|AAEG	LOC120447947|XP_039485561.1|DSAN
OG0002089	LOC5567176|XP_021711063.1|AAEG	LOC120458520|XP_039502131.1|DSAN
OG0002090	LOC5571906|XP_001659999.1|AAEG	LOC120448498|XP_039486464.1|DSAN
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	LOC120445645|XP_039482119.1|DSAN
OG0002092	LOC5578091|XP_021708505.1|AAEG	LOC120447914|XP_039485497.1|DSAN
OG0002093	LOC5566861|XP_021704283.1|AAEG	LOC120445344|XP_039481615.1|DSAN
OG0002094	LOC110678270|XP_021706584.1|AAEG	LOC120446085|XP_039482807.1|DSAN
OG0002095	LOC5568456|XP_021706643.1|AAEG	LOC120455090|XP_039496897.1|DSAN
OG0002096	LOC5573267|XP_021706586.1|AAEG	LOC120444638|XP_039480382.1|DSAN
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	LOC120448200|XP_039486003.1|DSAN
OG0002098	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG	LOC120448377|XP_039486280.1|DSAN
OG0002099	LOC5563694|XP_021709597.1|AAEG	LOC120450999|XP_039490244.1|DSAN
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	LOC120449009|XP_039487219.1|DSAN
OG0002101	LOC5564119|XP_021711134.1|AAEG	LOC120443970|XP_039479373.1|DSAN
OG0002102	LOC5573221|XP_001654423.1|AAEG	LOC120445884|XP_039482464.1|DSAN
OG0002103	LOC110681058|XP_021712515.1|AAEG	LOC120452546|XP_039492755.1|DSAN
OG0002117	LOC5566213|XP_001650619.1|AAEG	LOC120444281|XP_039479730.1|DSAN
OG0002118	LOC5574523|XP_021694485.1|AAEG	LOC120457522|XP_039501000.1|DSAN
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	LOC120452304|XP_039492380.1|DSAN
OG0002120	LOC5574324|XP_021694589.1|AAEG	LOC120454895|XP_039496476.1|DSAN
OG0002121	LOC5574653|XP_001661569.2|AAEG	LOC120453511|XP_039494190.1|DSAN
OG0002123	LOC5564728|XP_021694777.1|AAEG	LOC120444097|XP_039479558.1|DSAN
OG0002124	LOC110674789|XP_021694816.1|AAEG	LOC120456721|XP_039499638.1|DSAN
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC120445278|XP_039481511.1|DSAN
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC120449334|XP_039487669.1|DSAN
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC120455844|XP_039498248.1|DSAN
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC120457265|XP_039500617.1|DSAN
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC120454508|XP_039495794.1|DSAN
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC120457360|XP_039500817.1|DSAN
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC120452536|XP_039492736.1|DSAN
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	LOC120458332|XP_039501884.1|DSAN
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC120455645|XP_039497970.1|DSAN
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC120455717|XP_039498066.1|DSAN
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC120456177|XP_039498780.1|DSAN
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC120452252|XP_039492314.1|DSAN
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC120450770|XP_039489857.1|DSAN
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC120456267|XP_039498926.1|DSAN
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC120455571|XP_039497872.1|DSAN
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC120456264|XP_039498922.1|DSAN
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC120448527|XP_039486500.1|DSAN
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC120453471|XP_039494134.1|DSAN
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC120453624|XP_039494343.1|DSAN
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC120454834|XP_039496243.1|DSAN
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC120452902|XP_039493294.1|DSAN
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC120451156|XP_039490524.1|DSAN
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC120455116|XP_039496940.1|DSAN
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC120449749|XP_039488317.1|DSAN
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC120454866|XP_039496351.1|DSAN
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC120456516|XP_039499317.1|DSAN
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC120458852|XP_039502613.1|DSAN
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC120452971|XP_039493401.1|DSAN
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC120450888|XP_039490062.1|DSAN
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC120457356|XP_039500808.1|DSAN
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC120453837|XP_039494665.1|DSAN
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC120448729|XP_039486835.1|DSAN
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC120451191|XP_039490573.1|DSAN
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC120444481|XP_039480095.1|DSAN
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC120446736|XP_039483793.1|DSAN
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC120454138|XP_039495129.1|DSAN
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC120451837|XP_039491747.1|DSAN
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC120452664|XP_039492937.1|DSAN
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC120455778|XP_039498169.1|DSAN
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC120453004|XP_039493443.1|DSAN
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC120444433|XP_039480017.1|DSAN
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC120458177|XP_039501675.1|DSAN
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC120446552|XP_039483502.1|DSAN
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC120445214|XP_039481402.1|DSAN
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC120447726|XP_039485202.1|DSAN
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC120454889|XP_039496457.1|DSAN
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC120451782|XP_039491665.1|DSAN
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC120453544|XP_039494230.1|DSAN
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC120458759|XP_039502467.1|DSAN
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC120452145|XP_039492169.1|DSAN
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC120452146|XP_039492170.1|DSAN
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC120451829|XP_039491738.1|DSAN
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC120452708|XP_039493002.1|DSAN
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC120451379|XP_039490969.1|DSAN
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC120452124|XP_039492140.1|DSAN
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC120450993|XP_039490232.1|DSAN
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC120456299|XP_039498980.1|DSAN
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC120453875|XP_039494714.1|DSAN
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC120444608|XP_039480318.1|DSAN
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC120451724|XP_039491561.1|DSAN
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC120451256|XP_039490715.1|DSAN
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC120458547|XP_039502162.1|DSAN
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC120452793|XP_039493120.1|DSAN
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC120446314|XP_039483164.1|DSAN
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC120457525|XP_039501004.1|DSAN
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC120450893|XP_039490066.1|DSAN
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC120450451|XP_039489404.1|DSAN
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC120448422|XP_039486356.1|DSAN
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC120452103|XP_039492113.1|DSAN
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC120453941|XP_039494820.1|DSAN
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC120451330|XP_039490841.1|DSAN
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC120452914|XP_039493311.1|DSAN
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC120449241|XP_039487550.1|DSAN
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC120450757|XP_039489819.1|DSAN
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC120452949|XP_039493366.1|DSAN
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC120455445|XP_039497586.1|DSAN
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC120451144|XP_039490501.1|DSAN
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC120452422|XP_039492581.1|DSAN
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC120451820|XP_039491723.1|DSAN
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC120452884|XP_039493273.1|DSAN
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC120451941|XP_039491895.1|DSAN
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC120452271|XP_039492336.1|DSAN
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC120453108|XP_039493575.1|DSAN
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC120457410|XP_039500942.1|DSAN
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC120451058|XP_039490349.1|DSAN
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC120451557|XP_039491291.1|DSAN
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC120451832|XP_039491741.1|DSAN
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC120454461|XP_039495709.1|DSAN
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC120452674|XP_039492952.1|DSAN
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC120450886|XP_039490060.1|DSAN
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC120454397|XP_039495582.1|DSAN
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC120456047|XP_039498558.1|DSAN
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC120451981|XP_039491943.1|DSAN
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC120451139|XP_039490494.1|DSAN
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC120448822|XP_039486955.1|DSAN
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC120444495|XP_039480138.1|DSAN
OG0002223	LOC110680342|XP_021711853.1|AAEG	LOC120444324|XP_039479807.1|DSAN
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC120448548|XP_039486540.1|DSAN
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC120449355|XP_039487701.1|DSAN
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC120444931|XP_039480869.1|DSAN
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC120458731|XP_039502413.1|DSAN
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC120447000|XP_039484242.1|DSAN
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC120444285|XP_039479735.1|DSAN
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC120444468|XP_039480074.1|DSAN
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC120458173|XP_039501672.1|DSAN
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC120445032|XP_039481051.1|DSAN
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC120448302|XP_039486176.1|DSAN
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC120444777|XP_039480647.1|DSAN
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC120444644|XP_039480403.1|DSAN
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC120446307|XP_039483155.1|DSAN
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC120449108|XP_039487354.1|DSAN
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC120446636|XP_039483637.1|DSAN
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC120446286|XP_039483109.1|DSAN
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC120450224|XP_039489035.1|DSAN
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC120451269|XP_039490739.1|DSAN
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC120450364|XP_039489282.1|DSAN
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC120450631|XP_039489714.1|DSAN
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC120453247|XP_039493797.1|DSAN
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC120445215|XP_039481403.1|DSAN
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC120447556|XP_039484943.1|DSAN
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC120449576|XP_039488064.1|DSAN
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC120446790|XP_039483880.1|DSAN
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC120446354|XP_039483217.1|DSAN
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC120446105|XP_039482830.1|DSAN
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC120445836|XP_039482391.1|DSAN
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC120454408|XP_039495604.1|DSAN
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC120455361|XP_039497402.1|DSAN
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC120444626|XP_039480368.1|DSAN
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC120457728|XP_039501162.1|DSAN
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC120448024|XP_039485699.1|DSAN
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC120457236|XP_039500552.1|DSAN
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC120450553|XP_039489591.1|DSAN
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC120449670|XP_039488204.1|DSAN
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC120447541|XP_039484921.1|DSAN
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC120444494|XP_039480136.1|DSAN
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC120448341|XP_039486238.1|DSAN
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC120449628|XP_039488149.1|DSAN
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC120447524|XP_039484891.1|DSAN
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC120445295|XP_039481532.1|DSAN
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC120445828|XP_039482382.1|DSAN
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC120448772|XP_039486890.1|DSAN
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC120450424|XP_039489366.1|DSAN
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC120450361|XP_039489277.1|DSAN
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC120449495|XP_039487912.1|DSAN
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC120448570|XP_039486564.1|DSAN
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC120448593|XP_039486612.1|DSAN
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC120449739|XP_039488307.1|DSAN
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC120448389|XP_039486311.1|DSAN
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC120448237|XP_039486075.1|DSAN
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC120448606|XP_039486642.1|DSAN
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC120449921|XP_039488547.1|DSAN
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC120450192|XP_039488992.1|DSAN
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC120445682|XP_039482173.1|DSAN
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC120443905|XP_039479268.1|DSAN
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC120455898|XP_039498329.1|DSAN
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC120445669|XP_039482152.1|DSAN
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC120445347|XP_039481618.1|DSAN
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC120450470|XP_039489443.1|DSAN
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC120449389|XP_039487764.1|DSAN
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC120443700|XP_039478875.1|DSAN
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC120443962|XP_039479359.1|DSAN
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC120458825|XP_039502573.1|DSAN
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC120458101|XP_039501564.1|DSAN
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC120450788|XP_039489885.1|DSAN
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC120458389|XP_039501946.1|DSAN
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC120458340|XP_039501894.1|DSAN
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC120450754|XP_039489811.1|DSAN
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC120446320|XP_039483169.1|DSAN
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC120446648|XP_039483653.1|DSAN
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC120458724|XP_039502408.1|DSAN
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC120445637|XP_039482110.1|DSAN
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC120444938|XP_039480873.1|DSAN
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC120456250|XP_039498904.1|DSAN
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC120458142|XP_039501620.1|DSAN
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC120448128|XP_039485879.1|DSAN
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC120444011|XP_039479426.1|DSAN
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC120453586|XP_039494284.1|DSAN
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC120445171|XP_039481289.1|DSAN
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC120452932|XP_039493347.1|DSAN
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC120457702|XP_039501132.1|DSAN
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC120446767|XP_039483838.1|DSAN
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC120455558|XP_039497843.1|DSAN
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC120446047|XP_039482756.1|DSAN
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC120458774|XP_039502487.1|DSAN
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC120446332|XP_039483180.1|DSAN
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC120458758|XP_039502464.1|DSAN
