Orthogroup	AAEG.longest_only	ASTE.longest_only
OG0001536	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC5572544|XP_001660468.2|AAEG	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC23687674|XP_021698454.1|AAEG	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC5570420|XP_021698756.1|AAEG	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC5570412|XP_021698827.1|AAEG	LOC118502635|XP_035890979.1|ASTE
OG0001543	LOC5572005|XP_021698953.1|AAEG	LOC118504021|XP_035893887.1|ASTE
OG0001544	LOC5569255|XP_021701409.1|AAEG	LOC118507625|XP_035902243.1|ASTE
OG0001544	LOC5569250|XP_021701420.1|AAEG	LOC118507490|XP_035901911.1|ASTE
OG0001545	LOC110677176|XP_021703744.1|AAEG	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC5571510|XP_021704100.1|AAEG	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC5575287|XP_021706174.1|AAEG	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG	LOC118511070|XP_035909580.1|ASTE
OG0001550	LOC5564415|XP_001648761.2|AAEG	LOC118502685|XP_035891091.1|ASTE
OG0001551	LOC5567762|XP_021709084.1|AAEG	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC5574592|XP_001655215.2|AAEG	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC5567406|XP_001657401.2|AAEG	LOC118504450|XP_035894835.1|ASTE
OG0001553	LOC5568864|XP_001652590.1|AAEG	LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC5567768|XP_001657668.2|AAEG	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC5565322|XP_021702534.1|AAEG	LOC118514560|XP_035917444.1|ASTE
OG0001555	LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG	LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC5568719|XP_021713154.1|AAEG	LOC118504645|XP_035895294.1|ASTE
OG0001557	LOC5567579|XP_021707137.1|AAEG	LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC5576290|XP_021713171.1|AAEG	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC5571521|XP_021692958.1|AAEG	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC5566484|XP_001650872.2|AAEG	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC5563715|XP_021693227.1|AAEG, LOC5563709|XP_021693231.1|AAEG	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG	LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC5573433|XP_021693607.1|AAEG	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC110674687|XP_021694425.1|AAEG	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC5577645|XP_021693829.1|AAEG	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC5577638|XP_001656636.2|AAEG	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC110674220|XP_021694063.1|AAEG	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC5567816|XP_021695569.1|AAEG	LOC118514415|XP_035917188.1|ASTE
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC5570664|XP_001659257.1|AAEG	LOC118508886|XP_035904608.1|ASTE
OG0001572	LOC5570661|XP_001659256.2|AAEG	LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC5565109|XP_021696153.1|AAEG	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC5577758|XP_021704696.1|AAEG	LOC118517603|XP_035919784.1|ASTE
OG0001574	LOC5572893|XP_001654247.1|AAEG	LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC5566212|XP_021696849.1|AAEG	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC5565563|XP_021697730.1|AAEG	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC5574933|XP_001661731.2|AAEG	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC5571186|XP_001653502.2|AAEG	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC5569161|XP_021698161.1|AAEG	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC5564093|XP_021698438.1|AAEG	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC5571407|XP_001653659.2|AAEG	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC5566023|XP_021698931.1|AAEG	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC5578855|XP_001664062.1|AAEG	LOC118509247|XP_035905474.1|ASTE
OG0001585	LOC110676299|XP_021699356.1|AAEG, LOC5578022|XP_021704564.1|AAEG	LOC118506651|XP_035899948.1|ASTE
OG0001586	LOC5570327|XP_021699512.1|AAEG	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC118509673|XP_035906569.1|ASTE
OG0001592	LOC5569496|XP_021700469.1|AAEG	LOC118513298|XP_035914767.1|ASTE
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC5572929|XP_001654264.1|AAEG	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC5573643|XP_021700871.1|AAEG	LOC118511577|XP_035910717.1|ASTE
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC5564850|XP_021695270.1|AAEG	LOC118513928|XP_035916189.1|ASTE
OG0001603	LOC5564834|XP_001649171.2|AAEG	LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC5563775|XP_001648054.1|AAEG	LOC118514150|XP_035916656.1|ASTE
OG0001612	LOC5563773|XP_001648053.1|AAEG	LOC118514149|XP_035916653.1|ASTE
OG0001613	LOC5570616|XP_021702082.1|AAEG	LOC118511024|XP_035909495.1|ASTE
OG0001613	LOC5567253|XP_001651695.1|AAEG	LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC5573901|XP_021703341.1|AAEG	LOC118506415|XP_035899396.1|ASTE
OG0001618	LOC5571476|XP_021706414.1|AAEG	LOC118502532|XP_035890695.1|ASTE
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC5572078|XP_021703583.1|AAEG	LOC118513207|XP_035914604.1|ASTE
OG0001622	LOC5566371|XP_021709853.1|AAEG	LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC118514678|XP_035917619.1|ASTE
OG0001629	LOC5575412|XP_001661932.1|AAEG	LOC118505793|XP_035898019.1|ASTE
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001634	LOC5573889|XP_001654921.2|AAEG	LOC118506703|XP_035900088.1|ASTE
OG0001635	LOC5570884|XP_021711607.1|AAEG	LOC118506413|XP_035899385.1|ASTE
OG0001635	LOC5570885|XP_021706429.1|AAEG	LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC110677878|XP_021705310.1|AAEG	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC118503629|XP_035893012.1|ASTE
OG0001651	LOC5565802|XP_021709626.1|AAEG	LOC118506207|XP_035898907.1|ASTE
OG0001651	LOC5565810|XP_021710986.1|AAEG	LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC118504911|XP_035895873.1|ASTE
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG	LOC118506580|XP_035899831.1|ASTE
OG0001679	LOC5564669|XP_021694873.1|AAEG	LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC5569198|XP_001658368.2|AAEG	LOC118502935|XP_035891580.1|ASTE
OG0001683	LOC5573947|XP_001654984.1|AAEG	LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC118510517|XP_035908380.1|ASTE
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC118511295|XP_035910098.1|ASTE
OG0001692	LOC5564406|XP_021694244.1|AAEG	LOC118515315|XP_035917900.1|ASTE
OG0001693	LOC5571564|XP_001653696.1|AAEG	LOC118510630|XP_035908562.1|ASTE, LOC118511352|XP_035910209.1|ASTE
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC5575091|XP_021694263.1|AAEG, LOC5575090|XP_001661813.2|AAEG	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC5578517|XP_021713311.1|AAEG	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC5578276|XP_001663804.1|AAEG	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC5575986|XP_011493660.2|AAEG	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC5564681|XP_021692980.1|AAEG	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC5573668|XP_021698214.1|AAEG	LOC118514342|XP_035917052.1|ASTE
OG0001715	LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC5579075|XP_021694078.1|AAEG	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC5576117|XP_001662463.2|AAEG	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC5565136|XP_001649519.2|AAEG	LOC118505089|XP_035896279.1|ASTE
OG0001721	LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC5571453|XP_021695480.1|AAEG	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC5571265|XP_001653563.1|AAEG	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC5579032|XP_021695970.1|AAEG	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC5568472|XP_021696007.1|AAEG	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC5577067|XP_021696347.1|AAEG	LOC118511368|XP_035910239.1|ASTE
OG0001727	LOC5576405|XP_021709876.1|AAEG	LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC5570509|XP_001659196.2|AAEG	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC5570505|XP_001659192.2|AAEG	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC5569450|XP_021696659.1|AAEG	LOC118510465|XP_035908214.1|ASTE
OG0001731	LOC23687490|XP_021696706.1|AAEG, LOC5574280|XP_021696705.1|AAEG	LOC118513610|XP_035915554.1|ASTE
OG0001732	LOC110675629|XP_021696818.1|AAEG	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC5565228|XP_021696985.1|AAEG	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC5579981|XP_001658609.2|AAEG	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC5578900|XP_001664110.1|AAEG	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC5576851|XP_021697531.1|AAEG	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC5575248|XP_001655655.1|AAEG	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC110676297|XP_021699336.1|AAEG, LOC5576170|XP_001662512.1|AAEG	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC5576166|XP_001662518.1|AAEG	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC5576175|XP_021697664.1|AAEG	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC5573987|XP_021697960.1|AAEG	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC5573042|XP_021695213.1|AAEG	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC5564250|XP_001648596.1|AAEG	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC5564305|XP_021698368.1|AAEG	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC110676122|XP_021698446.1|AAEG	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC5572527|XP_001654051.1|AAEG	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC5572528|XP_021698705.1|AAEG	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC5574043|XP_021698767.1|AAEG	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC110676202|XP_021698832.1|AAEG	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC5566011|XP_021698869.1|AAEG	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC5575704|XP_021699108.1|AAEG	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC5565278|XP_021699140.1|AAEG	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC5577289|XP_021699173.1|AAEG	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC5572865|XP_001660624.1|AAEG	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC5579195|XP_021699414.1|AAEG	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC5575922|XP_021699452.1|AAEG	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC5566072|XP_001650438.2|AAEG	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC5576993|XP_021699573.1|AAEG	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC5572235|XP_001653920.3|AAEG	LOC118505666|XP_035897685.1|ASTE
OG0001762	LOC5574685|XP_021700044.1|AAEG	LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC5574378|XP_021700079.1|AAEG	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC5569117|XP_001652716.2|AAEG	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC5570381|XP_021700177.1|AAEG	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC5567651|XP_021700353.1|AAEG	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC5569370|XP_021700467.1|AAEG	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC5572645|XP_001654144.2|AAEG	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC5572651|XP_001654151.1|AAEG	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG	LOC118511057|XP_035909559.1|ASTE
OG0001773	LOC5565350|XP_001649747.1|AAEG, LOC110675184|XP_021695272.1|AAEG	LOC118511716|XP_035911031.1|ASTE
OG0001774	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001775	LOC23687783|XP_021701209.1|AAEG	LOC118513996|XP_035916319.1|ASTE
OG0001776	LOC5575680|XP_021701220.1|AAEG	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC5573805|XP_021701314.1|AAEG	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC5565277|XP_021701490.1|AAEG	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC5569344|XP_021701612.1|AAEG	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC5564192|XP_021701622.1|AAEG	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC5576440|XP_021701742.1|AAEG	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC5569041|XP_021701853.1|AAEG	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC5569034|XP_001652680.1|AAEG	LOC118512499|XP_035912901.1|ASTE
