Orthogroup	AAEG.longest_only	HILL.longest_only
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC119651797|XP_037911508.1|HILL, LOC119652010|XP_037911870.1|HILL
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC119652707|XP_037912916.1|HILL
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC119655802|XP_037917826.1|HILL
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC5571644|XP_001653735.2|AAEG	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC5573932|XP_021703372.1|AAEG	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG	LOC119660545|XP_037925112.1|HILL
OG0002372	LOC5568083|XP_021695393.1|AAEG	LOC119646395|XP_037902770.1|HILL
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC119651132|XP_037910455.1|HILL, LOC119660770|XP_037925460.1|HILL
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC119655164|XP_037916840.1|HILL
OG0002385	LOC5567823|XP_001657729.1|AAEG	LOC119661015|XP_037926090.1|HILL
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC5572556|XP_021708614.1|AAEG	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC5574866|XP_021709482.1|AAEG	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC119659203|XP_037923099.1|HILL
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC5575813|XP_021705457.1|AAEG	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC5563968|XP_001648274.2|AAEG	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC5568659|XP_021704951.1|AAEG	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG	LOC119652081|XP_037911950.1|HILL
OG0002425	LOC5567157|XP_001651586.1|AAEG	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC5577356|XP_021705993.1|AAEG	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC5574165|XP_021709047.1|AAEG	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC5578296|XP_021706738.1|AAEG	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC5564781|XP_001649136.1|AAEG	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC5577034|XP_001663129.1|AAEG	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC5564767|XP_021710853.1|AAEG	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC5564798|XP_001649125.1|AAEG	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002435	LOC110681305|XP_021712754.1|AAEG, LOC5579840|XP_001651515.2|AAEG, LOC110679296|XP_021709304.1|AAEG	LOC119655511|XP_037917345.1|HILL
OG0002436	LOC5579830|XP_001651507.1|AAEG	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC5567948|XP_021707012.1|AAEG	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC5566444|XP_021708252.1|AAEG	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC5566442|XP_001650832.1|AAEG	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC5568397|XP_001658036.2|AAEG	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC5566599|XP_021704764.1|AAEG	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC5566586|XP_021710452.1|AAEG	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC5565208|XP_021705313.1|AAEG	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC5565211|XP_021710883.1|AAEG	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC5563904|XP_001648219.1|AAEG	LOC119654997|XP_037916592.1|HILL
OG0002446	LOC5578525|XP_001663916.1|AAEG	LOC119655351|XP_037917131.1|HILL
OG0002447	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC5567501|XP_001651796.1|AAEG	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC5573760|XP_021706771.1|AAEG	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC5573729|XP_001654759.2|AAEG	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC5579658|XP_001648132.1|AAEG	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC5579799|XP_021707640.1|AAEG	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC5579796|XP_001648109.1|AAEG	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC5577227|XP_011493181.2|AAEG	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC5564719|XP_021707805.1|AAEG	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC5565493|XP_021706486.1|AAEG	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC5570997|XP_001653425.2|AAEG	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC110679586|XP_021710431.1|AAEG	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC110678439|XP_021707020.1|AAEG	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC5573624|XP_001660944.1|AAEG	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC5565521|XP_021707602.1|AAEG	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC5574293|XP_021709612.1|AAEG	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC110679379|XP_021709520.1|AAEG	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC5574299|XP_021704242.1|AAEG	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC5571882|XP_021710824.1|AAEG	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC5574266|XP_021707016.1|AAEG	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC5577306|XP_021705874.1|AAEG	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC5567447|XP_021707985.1|AAEG	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC5567433|XP_001657447.2|AAEG	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC5578048|XP_021707095.1|AAEG	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC5580235|XP_001662421.2|AAEG	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC5576761|XP_021710836.1|AAEG	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC5572090|XP_001660169.1|AAEG	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC5578123|XP_001656820.1|AAEG	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC5568272|XP_001657969.2|AAEG	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC5568262|XP_021707414.1|AAEG	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC5566865|XP_001651293.1|AAEG	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC5568458|XP_021706708.1|AAEG	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC5574182|XP_001661240.1|AAEG	LOC119654359|XP_037915631.1|HILL
OG0002482	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG	LOC119654812|XP_037916296.1|HILL
OG0002483	LOC5571928|XP_001660024.2|AAEG	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC110679043|XP_021708664.1|AAEG	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC5563671|XP_001647964.1|AAEG	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC5563687|XP_021709603.1|AAEG	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC5565442|XP_021710513.1|AAEG	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC5566703|XP_021711356.1|AAEG	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC5569490|XP_021711673.1|AAEG	LOC119654280|XP_037915491.1|HILL
OG0002491	LOC5569131|XP_021704122.1|AAEG	LOC119647915|XP_037905165.1|HILL
OG0002492	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG	LOC119655465|XP_037917293.1|HILL
OG0002508	LOC5566229|XP_021694475.1|AAEG	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC5566227|XP_001650614.1|AAEG	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC5579813|XP_001651034.1|AAEG	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC5566531|XP_021694577.1|AAEG	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC5574331|XP_001661364.1|AAEG	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC5569471|XP_001658556.1|AAEG	LOC119657600|XP_037920516.1|HILL
OG0002515	LOC5574724|XP_021694721.1|AAEG, LOC5578674|XP_001657072.2|AAEG, LOC5565989|XP_021694961.1|AAEG, LOC5576311|XP_021702748.1|AAEG, LOC5576310|XP_001656050.2|AAEG	LOC119646492|XP_037902878.1|HILL, LOC119646493|XP_037902879.1|HILL, LOC119646650|XP_037903095.1|HILL
OG0002516	LOC5563880|XP_001648191.1|AAEG	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC5565478|XP_021692939.1|AAEG	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC5576535|XP_021694797.1|AAEG	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC5575945|XP_021694811.1|AAEG	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC5575266|XP_001661858.2|AAEG	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC5574208|XP_021694884.1|AAEG	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC5574419|XP_001661437.2|AAEG	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC5577191|XP_021695011.1|AAEG	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC5577193|XP_021695012.1|AAEG	LOC119652519|XP_037912642.1|HILL
OG0002528	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG	LOC119656514|XP_037918783.1|HILL
OG0002529	LOC5578709|XP_001664008.2|AAEG	LOC119659964|XP_037924249.1|HILL
OG0002530	LOC5578707|XP_001664006.1|AAEG	LOC119651040|XP_037910286.1|HILL
OG0002531	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG	LOC119652635|XP_037912812.1|HILL
OG0002532	LOC5576758|XP_001656254.2|AAEG	LOC119659820|XP_037924032.1|HILL
OG0002533	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL
OG0002534	LOC5578374|XP_001663840.2|AAEG	LOC119658054|XP_037921227.1|HILL
OG0002535	LOC5579017|XP_021694477.1|AAEG	LOC119648826|XP_037906614.1|HILL
OG0002536	LOC5569203|XP_001658374.1|AAEG	LOC119652491|XP_037912601.1|HILL
OG0002537	LOC5566764|XP_001651171.1|AAEG	LOC119651600|XP_037911177.1|HILL
OG0002539	LOC5573525|XP_021703231.1|AAEG	LOC119656722|XP_037919177.1|HILL
OG0002540	LOC5570653|XP_001659248.1|AAEG	LOC119657017|XP_037919693.1|HILL
OG0002541	LOC5570658|XP_001659252.2|AAEG	LOC119656743|XP_037919230.1|HILL
OG0002542	LOC5573412|XP_021712942.1|AAEG	LOC119656609|XP_037918974.1|HILL
OG0002543	LOC5580023|XP_001653905.2|AAEG	LOC119657314|XP_037920100.1|HILL
OG0002544	LOC5578311|XP_021693147.1|AAEG	LOC119656831|XP_037919408.1|HILL
OG0002545	LOC5570108|XP_001653087.2|AAEG	LOC119656994|XP_037919657.1|HILL
OG0002547	LOC5571226|XP_001653523.2|AAEG	LOC119652909|XP_037913218.1|HILL
OG0002548	LOC5579161|XP_021694174.1|AAEG	LOC119652235|XP_037912133.1|HILL
OG0002549	LOC5579160|XP_021694164.1|AAEG	LOC119654252|XP_037915430.1|HILL
OG0002550	LOC5569559|XP_021695182.1|AAEG	LOC119658490|XP_037921877.1|HILL
OG0002551	LOC5563945|XP_021695379.1|AAEG	LOC119653240|XP_037913767.1|HILL
OG0002552	LOC5563946|XP_001648269.1|AAEG	LOC119651327|XP_037910794.1|HILL
OG0002553	LOC5571311|XP_001653626.2|AAEG	LOC119657787|XP_037920799.1|HILL
OG0002554	LOC5571308|XP_021696503.1|AAEG	LOC119658056|XP_037921237.1|HILL
OG0002555	LOC5571306|XP_001653621.2|AAEG	LOC119657209|XP_037919947.1|HILL, LOC119656508|XP_037918774.1|HILL
OG0002556	LOC5576596|XP_001656180.2|AAEG	LOC119656650|XP_037919040.1|HILL
OG0002557	LOC5574995|XP_001655468.1|AAEG	LOC119656575|XP_037918889.1|HILL
OG0002558	LOC5574980|XP_001655453.1|AAEG	LOC119651994|XP_037911842.1|HILL
OG0002559	LOC5574974|XP_001655444.2|AAEG	LOC119658639|XP_037922100.1|HILL
OG0002560	LOC5570583|XP_021698478.1|AAEG	LOC119659985|XP_037924284.1|HILL
OG0002561	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG	LOC119660217|XP_037924580.1|HILL
OG0002562	LOC5572008|XP_001660114.1|AAEG	LOC119656890|XP_037919490.1|HILL
OG0002563	LOC110676248|XP_021699074.1|AAEG	LOC119656587|XP_037918922.1|HILL
OG0002564	LOC110674467|XP_021694368.1|AAEG	LOC119658086|XP_037921277.1|HILL
