Orthogroup	AAEG.longest_only	DELE.longest_only
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC108149331|XP_017132287.1|DELE
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC108145025|XP_017125699.1|DELE, LOC108141056|XP_017119695.1|DELE
OG0000817	LOC5579022|XP_001664202.1|AAEG	LOC108147314|XP_017129227.1|DELE, LOC108147315|XP_017129229.1|DELE
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC108137710|XP_017115082.1|DELE, LOC108138131|XP_017115664.1|DELE
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC108135407|XP_017111593.1|DELE, LOC108135454|XP_017111687.1|DELE
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC108134839|XP_017110790.1|DELE, LOC108143611|XP_017123624.1|DELE
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC108136740|XP_017113572.1|DELE, LOC108135387|XP_017111573.1|DELE
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC108135550|XP_017111787.1|DELE, LOC108149263|XP_017132194.1|DELE
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG	LOC108147734|XP_017129952.1|DELE
OG0000831	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG	LOC108142195|XP_017121369.1|DELE
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC108141544|XP_017120474.1|DELE
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC108145626|XP_017126651.1|DELE
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC108148443|XP_017130967.1|DELE, LOC108148531|XP_017131060.1|DELE
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC108135194|XP_017111305.1|DELE, LOC108141914|XP_017121022.1|DELE
OG0000837	LOC110681194|XP_021712664.1|AAEG	LOC108144746|XP_017125337.1|DELE
OG0000837	LOC5564880|XP_021710587.1|AAEG	LOC108137187|XP_017114259.1|DELE
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC108139072|XP_017117184.1|DELE, LOC108138661|XP_017116490.1|DELE
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC108148385|XP_017130900.1|DELE, LOC108136676|XP_017113488.1|DELE
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC108147066|XP_017128847.1|DELE, LOC108137008|XP_017113995.1|DELE
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC108144818|XP_017125438.1|DELE
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC108144642|XP_017125174.1|DELE, LOC108141033|XP_017119622.1|DELE
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC108149866|XP_017133235.1|DELE, LOC108149863|XP_017133232.1|DELE
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC108150402|XP_017134049.1|DELE, LOC108143793|XP_017123805.1|DELE
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC108135410|XP_017111597.1|DELE, LOC108146886|XP_017128609.1|DELE
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC108144663|XP_017125202.1|DELE
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC108142598|XP_017122058.1|DELE, LOC108146155|XP_017127511.1|DELE
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC108143295|XP_017123098.1|DELE, LOC108143316|XP_017123123.1|DELE
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC108145488|XP_017126434.1|DELE, LOC108137806|XP_017115202.1|DELE
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC108148980|XP_017131810.1|DELE, LOC108143934|XP_017124009.1|DELE
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC108149274|XP_017132206.1|DELE, LOC108149980|XP_017133390.1|DELE
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC108140866|XP_017119347.1|DELE, LOC108141643|XP_017120603.1|DELE, LOC108149587|XP_017132714.1|DELE, LOC108139221|XP_017117368.1|DELE
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC108138649|XP_017116477.1|DELE, LOC108142132|XP_017121316.1|DELE
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC108145019|XP_017125685.1|DELE
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC108141089|XP_017119777.1|DELE
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC108144730|XP_017125316.1|DELE
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC108144506|XP_017124929.1|DELE
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC108143199|XP_017122941.1|DELE
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC108144597|XP_017125091.1|DELE
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC108142203|XP_017121382.1|DELE
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC108147719|XP_017129934.1|DELE
OG0000883	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC108135409|XP_017111595.1|DELE
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC108138679|XP_017116515.1|DELE
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC108135768|XP_017112108.1|DELE
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC108144973|XP_017125622.1|DELE
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC108146025|XP_017127293.1|DELE
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC108149900|XP_017133292.1|DELE
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC108137557|XP_017114772.1|DELE, LOC108137084|XP_017114097.1|DELE
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC108149364|XP_017132353.1|DELE, LOC108138254|XP_017115885.1|DELE
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC108150152|XP_017133609.1|DELE, LOC108142587|XP_017122039.1|DELE
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC108141017|XP_017119582.1|DELE
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC108141203|XP_017119937.1|DELE
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC108139239|XP_017117403.1|DELE, LOC108137972|XP_017115429.1|DELE, LOC108137051|XP_017114028.1|DELE
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC108144819|XP_017125439.1|DELE
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC108137257|XP_017114330.1|DELE, LOC108135867|XP_017112259.1|DELE
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC108136229|XP_017112741.1|DELE, LOC108135074|XP_017111123.1|DELE
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC108144864|XP_017125503.1|DELE
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC108146766|XP_017128391.1|DELE
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC108137890|XP_017115318.1|DELE
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC108137908|XP_017115337.1|DELE, LOC108137067|XP_017114062.1|DELE
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC108149407|XP_017132433.1|DELE
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC108149337|XP_017132313.1|DELE
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC108137874|XP_017115305.1|DELE, LOC108140323|XP_017118497.1|DELE, LOC108138773|XP_017116722.1|DELE
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC108148109|XP_017130446.1|DELE
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC108136278|XP_017112847.1|DELE, LOC108136308|XP_017112892.1|DELE
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC108146438|XP_017127931.1|DELE
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC108135512|XP_017111745.1|DELE, LOC108143893|XP_017123957.1|DELE
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC108137660|XP_017114984.1|DELE
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE
OG0000935	LOC5570105|XP_021693271.1|AAEG	LOC108147162|XP_017128982.1|DELE
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC108147375|XP_017129298.1|DELE, LOC108137107|XP_017114120.1|DELE
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC108148939|XP_017131751.1|DELE
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC108135366|XP_017111546.1|DELE, LOC108137165|XP_017114226.1|DELE
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC108138138|XP_017115673.1|DELE
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC108138461|XP_017116153.1|DELE, LOC108146448|XP_017127947.1|DELE
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC108148566|XP_017131101.1|DELE, LOC108137331|XP_017114451.1|DELE
OG0000942	LOC5575951|XP_021697898.1|AAEG	LOC108142416|XP_017121758.1|DELE
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC108137176|XP_017114242.1|DELE
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC108145939|XP_017127136.1|DELE, LOC108145937|XP_017127134.1|DELE
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC108139000|XP_017117085.1|DELE
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC108144515|XP_017124944.1|DELE
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC108146329|XP_017127784.1|DELE
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC108136214|XP_017112715.1|DELE
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC108140993|XP_017119557.1|DELE
OG0000951	LOC5567383|XP_001651784.1|AAEG	LOC108134796|XP_017110735.1|DELE
OG0000963	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG	LOC108136659|XP_017113472.1|DELE
OG0000964	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG	LOC108144188|XP_017124342.1|DELE
OG0000965	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG	LOC108137426|XP_017114578.1|DELE
OG0000966	LOC5564065|XP_001648396.2|AAEG	LOC108147584|XP_017129712.1|DELE, LOC108143774|XP_017123791.1|DELE
OG0000968	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG	LOC108146872|XP_017128590.1|DELE
OG0000969	LOC5572867|XP_001660626.1|AAEG	LOC108145548|XP_017126537.1|DELE, LOC108142921|XP_017122499.1|DELE
OG0000970	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG	LOC108137387|XP_017114535.1|DELE
OG0000971	LOC5574512|XP_021701876.1|AAEG	LOC108150518|XP_017134227.1|DELE
OG0000972	LOC5570688|XP_001659285.2|AAEG	LOC108142387|XP_017121711.1|DELE, LOC108137198|XP_017114273.1|DELE
OG0000973	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG	LOC108140592|XP_017118984.1|DELE
OG0000974	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG	LOC108146360|XP_017127826.1|DELE
OG0000975	LOC5567322|XP_021711286.1|AAEG	LOC108140619|XP_017119022.1|DELE
OG0000977	LOC5572481|XP_001660429.2|AAEG	LOC108148273|XP_017130718.1|DELE
OG0000978	LOC5570996|XP_001653423.1|AAEG	LOC108149697|XP_017132951.1|DELE, LOC108146915|XP_017128649.1|DELE, LOC108140722|XP_017119178.1|DELE
OG0000988	LOC5574742|XP_021708813.1|AAEG	LOC108138188|XP_017115790.1|DELE
OG0000990	LOC5573413|XP_001654587.1|AAEG	LOC108147161|XP_017128973.1|DELE, LOC108134895|XP_017110886.1|DELE
OG0000991	LOC110676690|XP_021701229.1|AAEG	LOC108136556|XP_017113352.1|DELE
OG0000992	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE, LOC108148803|XP_017131516.1|DELE
OG0000993	LOC5568340|XP_001657995.2|AAEG	LOC108149020|XP_017131856.1|DELE, LOC108148914|XP_017131719.1|DELE
OG0000994	LOC5565293|XP_021693612.1|AAEG	LOC108141271|XP_017120031.1|DELE
OG0000995	LOC5570516|XP_001659204.1|AAEG	LOC108150447|XP_017134096.1|DELE, LOC108137592|XP_017114812.1|DELE
OG0000996	LOC5570524|XP_001659180.1|AAEG	LOC108144400|XP_017124672.1|DELE
OG0000997	LOC5572107|XP_021699025.1|AAEG	LOC108144986|XP_017125629.1|DELE
OG0000998	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG	LOC108146338|XP_017127793.1|DELE
OG0000999	LOC5569582|XP_011492944.1|AAEG	LOC108135365|XP_017111545.1|DELE, LOC108137145|XP_017114197.1|DELE
OG0001000	LOC5565618|XP_021700536.1|AAEG	LOC108146706|XP_017128271.1|DELE
OG0001001	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG	LOC108144574|XP_017125053.1|DELE
OG0001002	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG	LOC108149563|XP_017132690.1|DELE
OG0001003	LOC5573879|XP_001654917.1|AAEG	LOC108145635|XP_017126663.1|DELE, LOC108145453|XP_017126386.1|DELE
OG0001004	LOC5577327|XP_001656404.1|AAEG	LOC108140785|XP_017119265.1|DELE, LOC108139123|XP_017117224.1|DELE
OG0001005	LOC5574438|XP_001661452.2|AAEG	LOC108138626|XP_017116403.1|DELE, LOC108136233|XP_017112745.1|DELE
OG0001006	LOC5577478|XP_001656504.1|AAEG	LOC108150084|XP_017133540.1|DELE, LOC108142773|XP_017122303.1|DELE
OG0001007	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG	LOC108144668|XP_017125211.1|DELE, LOC108145796|XP_017126860.1|DELE
OG0001008	LOC5569738|XP_001652964.1|AAEG	LOC108148568|XP_017131103.1|DELE, LOC108141631|XP_017120591.1|DELE
OG0001019	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG	LOC108148662|XP_017131283.1|DELE
OG0001020	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG	LOC108144144|XP_017124280.1|DELE
OG0001021	LOC5569206|XP_021698876.1|AAEG	LOC108150709|XP_017134470.1|DELE
OG0001022	LOC5564053|XP_001648383.1|AAEG	LOC108135139|XP_017111237.1|DELE, LOC108134908|XP_017110908.1|DELE
OG0001024	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG	LOC108150571|XP_017134313.1|DELE, LOC108148827|XP_017131580.1|DELE
OG0001025	LOC5566344|XP_021696749.1|AAEG	LOC108146944|XP_017128687.1|DELE
OG0001026	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG	LOC108147048|XP_017128812.1|DELE
OG0001027	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG	LOC108135582|XP_017111863.1|DELE
OG0001028	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG	LOC108138041|XP_017115502.1|DELE
OG0001031	LOC5564557|XP_021702651.1|AAEG	LOC108137787|XP_017115185.1|DELE, LOC108146931|XP_017128673.1|DELE, LOC108150543|XP_017134264.1|DELE
OG0001032	LOC5568797|XP_021703170.1|AAEG	LOC108138112|XP_017115623.1|DELE, LOC108134593|XP_017110442.1|DELE
OG0001033	LOC5572990|XP_021705665.1|AAEG	LOC108145191|XP_017125922.1|DELE
OG0001042	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG	LOC108143966|XP_017124055.1|DELE
OG0001043	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG	LOC108137741|XP_017115130.1|DELE
OG0001044	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG	LOC108149666|XP_017132900.1|DELE
OG0001045	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG	LOC108144821|XP_017125441.1|DELE
OG0001046	LOC5572371|XP_001660329.1|AAEG	LOC108144789|XP_017125390.1|DELE, LOC108144788|XP_017125389.1|DELE
OG0001047	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG	LOC108149048|XP_017131879.1|DELE
OG0001048	LOC5571275|XP_021695905.1|AAEG	LOC108143680|XP_017123679.1|DELE
OG0001050	LOC5573704|XP_021698920.1|AAEG	LOC108146792|XP_017128449.1|DELE
OG0001051	LOC5573846|XP_001654884.2|AAEG	LOC108141901|XP_017121004.1|DELE
OG0001052	LOC5568617|XP_001652449.1|AAEG	LOC108149530|XP_017132651.1|DELE
OG0001053	LOC5571894|XP_001653808.2|AAEG	LOC108149923|XP_017133328.1|DELE
OG0001054	LOC5574413|XP_001655120.1|AAEG	LOC108137353|XP_017114477.1|DELE
OG0001055	LOC5567606|XP_001657583.2|AAEG	LOC108140622|XP_017119025.1|DELE, LOC108140747|XP_017119213.1|DELE
OG0001056	LOC5570986|XP_001659451.2|AAEG	LOC108149269|XP_017132200.1|DELE, LOC108148182|XP_017130576.1|DELE
OG0001057	LOC5571397|XP_001653648.2|AAEG	LOC108141909|XP_017121016.1|DELE
OG0001058	LOC5570053|XP_021707851.1|AAEG	LOC108149998|XP_017133424.1|DELE
OG0001059	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG	LOC108146417|XP_017127909.1|DELE
OG0001072	LOC110674795|XP_021694845.1|AAEG	LOC108150399|XP_017134043.1|DELE
OG0001073	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG	LOC108148636|XP_017131238.1|DELE
OG0001074	LOC5568441|XP_001652273.1|AAEG	LOC108149104|XP_017131990.1|DELE
OG0001075	LOC5566298|XP_001650675.1|AAEG	LOC108139689|XP_017117902.1|DELE, LOC108143272|XP_017123080.1|DELE
OG0001077	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG	LOC108150082|XP_017133536.1|DELE
OG0001078	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG	LOC108136620|XP_017113427.1|DELE
OG0001079	LOC5575758|XP_001662179.2|AAEG	LOC108146430|XP_017127922.1|DELE
OG0001080	LOC5563731|XP_001648022.2|AAEG	LOC108146177|XP_017127572.1|DELE
OG0001081	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG	LOC108136814|XP_017113706.1|DELE
OG0001082	LOC5572898|XP_001654240.1|AAEG	LOC108145500|XP_017126449.1|DELE
OG0001083	LOC5566297|XP_001650674.2|AAEG	LOC108147482|XP_017129525.1|DELE
OG0001084	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG	LOC108145066|XP_017125735.1|DELE
OG0001085	LOC5574897|XP_021697029.1|AAEG	LOC108147015|XP_017128759.1|DELE
OG0001086	LOC5573548|XP_001654683.1|AAEG	LOC108135138|XP_017111236.1|DELE, LOC108144667|XP_017125210.1|DELE
OG0001087	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG	LOC108134497|XP_017110306.1|DELE, LOC108134518|XP_017110344.1|DELE
OG0001088	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG	LOC108150303|XP_017133904.1|DELE
OG0001089	LOC5573682|XP_001661004.2|AAEG	LOC108146470|XP_017127977.1|DELE
OG0001090	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG	LOC108146353|XP_017127815.1|DELE
OG0001092	LOC5570895|XP_021700677.1|AAEG	LOC108139043|XP_017117149.1|DELE
OG0001093	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG	LOC108139049|XP_017117156.1|DELE
OG0001094	LOC5565811|XP_021695262.1|AAEG	LOC108138865|XP_017116878.1|DELE, LOC108138737|XP_017116619.1|DELE
OG0001095	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG	LOC108143714|XP_017123739.1|DELE
OG0001096	LOC5571654|XP_021701198.1|AAEG	LOC108138882|XP_017116902.1|DELE
OG0001097	LOC5570690|XP_001659280.2|AAEG	LOC108138039|XP_017115504.1|DELE, LOC108148313|XP_017130829.1|DELE
OG0001098	LOC5567389|XP_001651791.1|AAEG	LOC108135501|XP_017111733.1|DELE
OG0001099	LOC5579278|XP_001647586.2|AAEG	LOC108142795|XP_017122334.1|DELE
OG0001100	LOC5575334|XP_001655711.1|AAEG	LOC108142883|XP_017122448.1|DELE, LOC108138109|XP_017115608.1|DELE
OG0001101	LOC5578976|XP_021704495.1|AAEG	LOC108144311|XP_017124492.1|DELE
OG0001102	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG	LOC108143210|XP_017122984.1|DELE
OG0001103	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG	LOC108135031|XP_017111057.1|DELE
OG0001104	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG	LOC108137961|XP_017115413.1|DELE
OG0001105	LOC5566551|XP_001650928.1|AAEG	LOC108149709|XP_017132964.1|DELE, LOC108134887|XP_017110877.1|DELE
OG0001106	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG	LOC108134958|XP_017110969.1|DELE, LOC108135313|XP_017111486.1|DELE
OG0001118	LOC5576587|XP_001656164.1|AAEG	LOC108138522|XP_017116271.1|DELE
OG0001119	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG	LOC108134620|XP_017110494.1|DELE
OG0001120	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG	LOC108148726|XP_017131393.1|DELE, LOC108148582|XP_017131121.1|DELE
OG0001121	LOC5576746|XP_021695668.1|AAEG	LOC108146871|XP_017128593.1|DELE
OG0001122	LOC5580002|XP_021696287.1|AAEG	LOC108146446|XP_017127945.1|DELE
OG0001124	LOC5566358|XP_011493024.2|AAEG	LOC108135249|XP_017111407.1|DELE
OG0001125	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG	LOC108137001|XP_017113988.1|DELE
OG0001127	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG	LOC108142663|XP_017122154.1|DELE
OG0001128	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG	LOC108144710|XP_017125291.1|DELE
OG0001129	LOC5580253|XP_021700216.1|AAEG	LOC108141584|XP_017120519.1|DELE
OG0001130	LOC5565380|XP_001649719.1|AAEG	LOC108141984|XP_017121129.1|DELE
OG0001131	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG	LOC108145276|XP_017126061.1|DELE
OG0001133	LOC5567743|XP_021702162.1|AAEG	LOC108141638|XP_017120597.1|DELE, LOC108134564|XP_017110406.1|DELE, LOC108141852|XP_017120932.1|DELE
OG0001134	LOC5566394|XP_001650777.2|AAEG	LOC108143562|XP_017123560.1|DELE
OG0001135	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG	LOC108139350|XP_017117563.1|DELE
OG0001136	LOC5576263|XP_021705682.1|AAEG	LOC108142892|XP_017122456.1|DELE
OG0001137	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG	LOC108143785|XP_017123799.1|DELE
OG0001138	LOC5572135|XP_021705094.1|AAEG	LOC108146178|XP_017127573.1|DELE
OG0001139	LOC5574958|XP_021709947.1|AAEG	LOC108146925|XP_017128657.1|DELE
OG0001153	LOC110679098|XP_021708772.1|AAEG	LOC108141497|XP_017120403.1|DELE
OG0001154	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG	LOC108142000|XP_017121154.1|DELE
OG0001155	LOC5572551|XP_021698157.1|AAEG	LOC108138560|XP_017116322.1|DELE
OG0001157	LOC5575867|XP_021704769.1|AAEG	LOC108134785|XP_017110726.1|DELE
