Orthogroup	AAEG.longest_only	CQUI.longest_only
OG0000521	LOC5573036|XP_021694112.1|AAEG	LOC6037964|XP_038122011.1|CQUI
OG0000521	LOC23687658|XP_021694216.1|AAEG	LOC6050070|XP_038105342.1|CQUI
OG0000522	LOC5578806|XP_021699844.1|AAEG	LOC6051600|XP_038112565.1|CQUI
OG0000523	LOC5576121|XP_001662467.1|AAEG	LOC6040919|XP_001850247.1|CQUI
OG0000523	LOC5564391|XP_001648748.1|AAEG	LOC6049044|XP_001865872.1|CQUI
OG0000524	LOC5570276|XP_001659032.1|AAEG	LOC6032861|XP_001843386.2|CQUI
OG0000525	LOC5571821|XP_001659953.1|AAEG	LOC6048514|XP_038118341.1|CQUI
OG0000525	LOC5571822|XP_001659954.2|AAEG	LOC6048511|XP_038118339.1|CQUI
OG0000526	LOC5580247|XP_001662644.1|AAEG	LOC6041304|XP_001850584.2|CQUI
OG0000527	LOC5577413|XP_021700511.1|AAEG	LOC6043742|XP_038113405.1|CQUI
OG0000527	LOC5564164|XP_021700512.1|AAEG	LOC6043214|XP_038108510.1|CQUI
OG0000528	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG	LOC6041374|XP_001850639.2|CQUI
OG0000528	LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG	LOC6041379|XP_038110790.1|CQUI
OG0000528	LOC5574730|XP_021700710.1|AAEG	LOC6041382|XP_038106839.1|CQUI, LOC6041381|XP_038110791.1|CQUI
OG0000529	LOC5572655|XP_021700824.1|AAEG	LOC6036354|XP_038114138.1|CQUI
OG0000531	LOC5566804|XP_001651213.1|AAEG	LOC6037540|XP_001847440.2|CQUI
OG0000532	LOC5577450|XP_001663376.2|AAEG	LOC6035004|XP_001845249.2|CQUI
OG0000533	LOC5568210|XP_021707094.1|AAEG	LOC119767762|XP_038113133.1|CQUI
OG0000534	LOC5570046|XP_021708008.1|AAEG	LOC6031452|XP_038106895.1|CQUI, LOC119766428|XP_038106898.1|CQUI
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	LOC119766820|XP_038108711.1|CQUI, LOC6054062|XP_001870041.1|CQUI
OG0000536	LOC5578670|XP_021710861.1|AAEG	LOC6045019|XP_038106170.1|CQUI
OG0000536	LOC5574260|XP_021705777.1|AAEG	LOC6045038|XP_038109164.1|CQUI
OG0000536	LOC5570239|XP_001659019.2|AAEG	LOC6041431|XP_038109661.1|CQUI
OG0000536	LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG	LOC6045036|XP_001862455.2|CQUI
OG0000536	LOC5574263|XP_021707712.1|AAEG	LOC6045035|XP_038113937.1|CQUI
OG0000537	LOC5572401|XP_001660343.2|AAEG	LOC6031704|XP_038111588.1|CQUI
OG0000538	LOC5574674|XP_021709504.1|AAEG	LOC6037813|XP_038112386.1|CQUI
OG0000539	LOC5564126|XP_001648447.1|AAEG	LOC6034554|XP_038112937.1|CQUI
OG0000542	LOC5574746|XP_001655316.1|AAEG	LOC6044321|XP_001861851.1|CQUI
OG0000543	LOC5577559|XP_021694639.1|AAEG	LOC6049267|XP_001866057.2|CQUI
OG0000544	LOC5578623|XP_001657045.2|AAEG	LOC6041276|XP_038110067.1|CQUI
OG0000545	LOC5566409|XP_021693084.1|AAEG	LOC6050345|XP_038105847.1|CQUI
OG0000546	LOC5575232|XP_021694125.1|AAEG	LOC6037353|XP_001847276.2|CQUI, LOC6036816|XP_038106208.1|CQUI, LOC119770766|XP_038122171.1|CQUI
OG0000547	LOC5571763|XP_021695756.1|AAEG	LOC6041026|XP_001850337.1|CQUI
OG0000548	LOC5575141|XP_021697915.1|AAEG	LOC6050154|XP_001866808.2|CQUI
OG0000549	LOC5577709|XP_001663490.2|AAEG	LOC119770531|XP_038121509.1|CQUI
OG0000549	LOC5577717|XP_001663499.2|AAEG	LOC6037260|XP_038121503.1|CQUI
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC6051476|XP_038121059.1|CQUI
OG0000551	LOC5569980|XP_001658864.2|AAEG	LOC6045799|XP_038107691.1|CQUI
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC6044119|XP_038113804.1|CQUI
OG0000553	LOC5573859|XP_001654890.1|AAEG	LOC6044455|XP_038110346.1|CQUI
OG0000553	LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC6044882|XP_038118892.1|CQUI
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC6052570|XP_038118745.1|CQUI
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC6046889|XP_001864016.1|CQUI
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC6042547|XP_001852003.1|CQUI
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC6033842|XP_001844235.1|CQUI
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC6053965|XP_038109366.1|CQUI
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC6032389|XP_001842996.2|CQUI
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC6034685|XP_038111388.1|CQUI
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC6046454|XP_038113537.1|CQUI
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC6044324|XP_038109243.1|CQUI
OG0000567	LOC5570128|XP_001653107.2|AAEG	LOC6047025|XP_001864131.2|CQUI
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC6047020|XP_001864130.1|CQUI
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC6044772|XP_038104706.1|CQUI
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC6034776|XP_038104774.1|CQUI
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC6032625|XP_001843197.2|CQUI
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC6035169|XP_038113695.1|CQUI
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC6031113|XP_038118152.1|CQUI
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC6039567|XP_038120762.1|CQUI
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC6041981|XP_001851157.1|CQUI
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC6041376|XP_001850641.2|CQUI
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC6036025|XP_001846129.1|CQUI
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC6038985|XP_038118477.1|CQUI
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC6039323|XP_001848951.1|CQUI
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC6039817|XP_038116525.1|CQUI
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC6037731|XP_038109003.1|CQUI
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC6040188|XP_001849636.2|CQUI
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC6038480|XP_038105819.1|CQUI
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC6042729|XP_001870744.1|CQUI
OG0000591	LOC5569684|XP_021699800.1|AAEG	LOC6041808|XP_001851022.2|CQUI, LOC6042520|XP_001870668.2|CQUI, LOC6041809|XP_001851023.2|CQUI
OG0000591	LOC5578646|XP_001663987.1|AAEG	LOC6033130|XP_038106865.1|CQUI, LOC6033131|XP_038108812.1|CQUI, LOC119766831|XP_038108813.1|CQUI, LOC6033132|XP_038108811.1|CQUI
OG0000591	LOC5569659|XP_001652922.1|AAEG	LOC6043769|XP_001861370.2|CQUI, LOC6039493|XP_038117561.1|CQUI
OG0000591	LOC5578025|XP_021704573.1|AAEG	LOC6039744|XP_001849294.2|CQUI
OG0000591	LOC5573388|XP_001654558.1|AAEG	LOC6033181|XP_001843663.2|CQUI
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC6050769|XP_038107615.1|CQUI
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC6053209|XP_001869339.2|CQUI
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC6047884|XP_001864878.1|CQUI
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC6032579|XP_038105753.1|CQUI
OG0000596	LOC5569242|XP_021713275.1|AAEG	LOC6047623|XP_001864658.2|CQUI
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC6033673|XP_038118537.1|CQUI
OG0000598	LOC5564380|XP_001648725.1|AAEG	LOC6051159|XP_001867631.1|CQUI
OG0000598	LOC5564382|XP_001648727.1|AAEG	LOC6051152|XP_038115526.1|CQUI
OG0000598	LOC5564381|XP_001648726.1|AAEG	LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI
OG0000599	LOC5574457|XP_001661473.2|AAEG	LOC6050368|XP_001866970.2|CQUI
OG0000599	LOC5563655|XP_021709330.1|AAEG	LOC6049535|XP_038116182.1|CQUI
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC6050355|XP_001866971.1|CQUI
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC6054167|XP_001870128.2|CQUI
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC6038510|XP_038113028.1|CQUI
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC6054012|XP_038110242.1|CQUI
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC6043454|XP_038114068.1|CQUI
OG0000605	LOC5568172|XP_001652108.2|AAEG	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI
OG0000605	LOC5568164|XP_001652105.2|AAEG	LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC6046869|XP_038121859.1|CQUI
OG0000606	LOC5570004|XP_021707221.1|AAEG	LOC6046870|XP_001864001.1|CQUI
OG0000606	LOC5565720|XP_001650099.2|AAEG, LOC5565724|XP_001650098.1|AAEG, LOC5565723|XP_001650097.1|AAEG	LOC6049942|XP_001866628.1|CQUI, LOC6049943|XP_001866629.1|CQUI
OG0000606	LOC5578161|XP_001663734.2|AAEG	LOC6046874|XP_001864002.2|CQUI, LOC6050792|XP_001867335.2|CQUI
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC6039121|XP_001848783.1|CQUI
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC6042037|XP_038115700.1|CQUI
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC6048878|XP_038115264.1|CQUI
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC6041438|XP_001850698.2|CQUI
OG0000611	LOC5572224|XP_021705793.1|AAEG	LOC6038097|XP_038106033.1|CQUI
OG0000614	LOC5578387|XP_021694851.1|AAEG	LOC6042715|XP_038112190.1|CQUI
OG0000615	LOC5569196|XP_021699444.1|AAEG	LOC119767686|XP_038112773.1|CQUI
OG0000616	LOC5564988|XP_001649322.2|AAEG	LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI
OG0000617	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG	LOC6047468|XP_001864522.2|CQUI
OG0000618	LOC5566485|XP_001650875.1|AAEG	LOC6039614|XP_001849188.1|CQUI
OG0000619	LOC5574109|XP_001661180.1|AAEG	LOC6048450|XP_001865369.2|CQUI
OG0000619	LOC5566457|XP_001650838.1|AAEG	LOC6040690|XP_001850045.2|CQUI
OG0000620	LOC5570947|XP_001653412.2|AAEG	LOC6032813|XP_038118430.1|CQUI
OG0000621	LOC5568436|XP_001652269.1|AAEG	LOC6031110|XP_001841955.1|CQUI
OG0000622	LOC5569846|XP_021696307.1|AAEG	LOC6040743|XP_038116870.1|CQUI
OG0000623	LOC5572347|XP_001660306.2|AAEG	LOC119769481|XP_038118011.1|CQUI
OG0000624	LOC5569174|XP_001658351.2|AAEG	LOC6044017|XP_001861591.1|CQUI
OG0000625	LOC5564078|XP_021698835.1|AAEG	LOC6040993|XP_038116438.1|CQUI
OG0000626	LOC5569119|XP_001652722.1|AAEG	LOC6051789|XP_001868161.1|CQUI
OG0000627	LOC5564979|XP_001649333.2|AAEG	LOC6042124|XP_038110833.1|CQUI
OG0000628	LOC5565869|XP_001650228.1|AAEG	LOC6031813|XP_001842520.1|CQUI
OG0000629	LOC5580315|XP_001663037.1|AAEG	LOC119766976|XP_038109725.1|CQUI
OG0000630	LOC5575168|XP_021702281.1|AAEG	LOC6035276|XP_038111598.1|CQUI
OG0000631	LOC5569442|XP_021702401.1|AAEG	LOC6033752|XP_038111487.1|CQUI
OG0000632	LOC5573892|XP_021703330.1|AAEG	LOC6039836|XP_038110109.1|CQUI
OG0000633	LOC110677879|XP_021705322.1|AAEG, LOC110677124|XP_021703552.1|AAEG	LOC6041784|XP_038108195.1|CQUI
OG0000634	LOC5569647|XP_001652909.2|AAEG	LOC6044510|XP_001862016.2|CQUI
OG0000635	LOC5572315|XP_001654005.2|AAEG	LOC6051292|XP_038119302.1|CQUI
OG0000636	LOC5578295|XP_001656875.1|AAEG	LOC6053271|XP_038121208.1|CQUI
OG0000637	LOC5564774|XP_021704609.1|AAEG	LOC6046174|XP_038111493.1|CQUI
OG0000638	LOC5573827|XP_021706608.1|AAEG	LOC6035960|XP_001846068.1|CQUI
OG0000639	LOC5567245|XP_021710885.1|AAEG	LOC6034680|XP_038109438.1|CQUI
OG0000646	LOC110674862|XP_021695067.1|AAEG	LOC6053145|XP_038116913.1|CQUI
OG0000647	LOC5579005|XP_021694209.1|AAEG	LOC6052863|XP_038104142.1|CQUI
OG0000648	LOC5570655|XP_021706985.1|AAEG	LOC6044379|XP_038104457.1|CQUI
OG0000649	LOC5571800|XP_001659930.2|AAEG	LOC6052346|XP_038122673.1|CQUI
OG0000650	LOC5573407|XP_001654581.2|AAEG	LOC119765291|XP_038104781.1|CQUI
OG0000651	LOC5565048|XP_001649404.1|AAEG	LOC6034792|XP_038108743.1|CQUI
OG0000652	LOC5573370|XP_001660865.1|AAEG	LOC6047846|XP_001864848.1|CQUI
OG0000653	LOC5576350|XP_021693310.1|AAEG	LOC6035413|XP_038122495.1|CQUI
OG0000653	LOC5576348|XP_001656086.1|AAEG	LOC6035412|XP_038122483.1|CQUI
OG0000654	LOC5568292|XP_021697103.1|AAEG	LOC6039542|XP_038121287.1|CQUI
OG0000655	LOC5575242|XP_001655652.1|AAEG	LOC6041337|XP_001850614.2|CQUI
OG0000656	LOC5574633|XP_001661549.2|AAEG	LOC6051101|XP_038116957.1|CQUI
OG0000657	LOC5580250|XP_001662649.1|AAEG	LOC6041310|XP_001850590.2|CQUI
OG0000658	LOC5578313|XP_001656889.1|AAEG	LOC6037018|XP_038108424.1|CQUI
OG0000659	LOC5576865|XP_001662960.1|AAEG	LOC6036999|XP_001846964.1|CQUI
OG0000660	LOC5565850|XP_001650194.1|AAEG	LOC6053861|XP_001869873.1|CQUI
OG0000661	LOC5567335|XP_001651759.1|AAEG	LOC6033622|XP_001844049.2|CQUI
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC6052557|XP_038120537.1|CQUI
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC6039520|XP_001849122.2|CQUI
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC6046260|XP_038114809.1|CQUI
OG0000665	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG	LOC6048712|XP_001865588.1|CQUI
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC6054798|XP_038119012.1|CQUI
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC6046897|XP_038119403.1|CQUI
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC6046395|XP_038118170.1|CQUI
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC119770724|XP_038122042.1|CQUI
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC6046815|XP_038111687.1|CQUI
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC6038345|XP_001848160.1|CQUI
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC6043037|XP_038113688.1|CQUI
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC6034544|XP_001844844.1|CQUI
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC119771220|XP_038122896.1|CQUI
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC6049218|XP_001866018.1|CQUI
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI
OG0000679	LOC5576067|XP_021713213.1|AAEG	LOC6051380|XP_001867828.2|CQUI
OG0000679	LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC6040463|XP_038110968.1|CQUI
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC6034420|XP_038105001.1|CQUI
OG0000682	LOC110681122|XP_021712581.1|AAEG, LOC110674302|XP_021694278.1|AAEG, LOC110675130|XP_021695205.1|AAEG	LOC119769247|XP_038117111.1|CQUI, LOC119766161|XP_038106488.1|CQUI, LOC119766300|XP_038106690.1|CQUI, LOC119768990|XP_038116786.1|CQUI, LOC119769606|XP_038118637.1|CQUI, LOC119765928|XP_038106128.1|CQUI, LOC119769696|XP_038119024.1|CQUI, LOC119769686|XP_038118989.1|CQUI
OG0000683	LOC5567780|XP_021712292.1|AAEG	LOC119771188|XP_038122716.1|CQUI
OG0000683	LOC5567781|XP_001657682.1|AAEG	LOC119771187|XP_038122715.1|CQUI
OG0000683	LOC5567779|XP_001657680.2|AAEG	LOC6041367|XP_001850634.1|CQUI
OG0000683	LOC5565951|XP_021693916.1|AAEG	LOC6035206|XP_001845435.2|CQUI
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC6048395|XP_001865319.1|CQUI
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC6037400|XP_038114905.1|CQUI
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC6051596|XP_038120199.1|CQUI
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC6035321|XP_001845536.1|CQUI
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC6040659|XP_038115242.1|CQUI
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC119769612|XP_038118657.1|CQUI
OG0000690	LOC5563622|XP_001647922.2|AAEG	LOC6050670|XP_038115594.1|CQUI
OG0000690	LOC5576180|XP_001655977.1|AAEG	LOC6038219|XP_001848048.1|CQUI
OG0000690	LOC5563613|XP_001647923.1|AAEG	LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI
OG0000690	LOC5563595|XP_001647921.1|AAEG	LOC6050673|XP_001867238.2|CQUI
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC6038874|XP_038122076.1|CQUI
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC6047733|XP_038120382.1|CQUI
OG0000695	LOC5575443|XP_021700367.1|AAEG	LOC6043622|XP_038113841.1|CQUI
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC6034106|XP_001844471.1|CQUI
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC6037877|XP_001847743.2|CQUI
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC6054309|XP_038113357.1|CQUI
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC6031882|XP_038111805.1|CQUI
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC6045669|XP_038108368.1|CQUI
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC6050972|XP_038112604.1|CQUI
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC6052432|XP_038117603.1|CQUI
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC6035033|XP_038122275.1|CQUI
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC6038164|XP_038120107.1|CQUI
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC6052245|XP_038115015.1|CQUI
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC6046887|XP_038117985.1|CQUI
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC6045804|XP_038117453.1|CQUI
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC6037569|XP_038120474.1|CQUI
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC6039218|XP_038117369.1|CQUI
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC6031510|XP_001842300.1|CQUI
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC6036869|XP_001846852.1|CQUI
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC6045985|XP_038106057.1|CQUI
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC6049870|XP_001866561.1|CQUI
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC6045584|XP_038113889.1|CQUI
OG0000715	LOC5566056|XP_001650428.1|AAEG	LOC119767953|XP_038113953.1|CQUI
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC6040190|XP_001849640.2|CQUI
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC6042711|XP_001870728.1|CQUI
OG0000725	LOC110678877|XP_021708124.1|AAEG	LOC119769791|XP_038119333.1|CQUI
OG0000725	LOC110676057|XP_021698237.1|AAEG, LOC110678901|XP_021708195.1|AAEG, LOC5566440|XP_001650831.2|AAEG, LOC23687703|XP_021698490.1|AAEG, LOC110679408|XP_021709602.1|AAEG	LOC119765030|XP_038104036.1|CQUI, LOC119769221|XP_038117073.1|CQUI, LOC6039319|XP_038118227.1|CQUI
OG0000725	LOC110677978|XP_021705873.1|AAEG, LOC110677708|XP_021704541.1|AAEG, LOC110675653|XP_021696912.1|AAEG	LOC119771107|XP_038122429.1|CQUI
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC6035562|XP_038104583.1|CQUI
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC6031123|XP_001841967.1|CQUI
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC6043928|XP_001861511.1|CQUI
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC6041983|XP_001851156.1|CQUI
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC6047563|XP_001864598.2|CQUI
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC6052234|XP_038116578.1|CQUI
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC6044469|XP_001861983.1|CQUI
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC6037099|XP_038112503.1|CQUI
OG0000737	LOC5573076|XP_021702138.1|AAEG	LOC6050421|XP_001867033.2|CQUI
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC6036448|XP_001846499.1|CQUI
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC6036343|XP_038110352.1|CQUI
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC6045778|XP_038107229.1|CQUI
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC6038854|XP_038113339.1|CQUI
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC6046871|XP_038115688.1|CQUI
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC6050273|XP_001866910.2|CQUI
OG0000744	LOC5565206|XP_001649565.2|AAEG	LOC6047300|XP_001864379.2|CQUI
OG0000744	LOC5565220|XP_001649576.2|AAEG	LOC6047301|XP_001864380.2|CQUI
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC6043117|XP_001855912.2|CQUI
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC6048959|XP_038122824.1|CQUI
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC6049897|XP_001866577.2|CQUI
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC6046145|XP_001863379.2|CQUI
OG0000756	LOC5576736|XP_001656242.2|AAEG	LOC6052700|XP_001868927.1|CQUI
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC6046554|XP_038118070.1|CQUI
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC6040607|XP_038119298.1|CQUI
OG0000760	LOC110680399|XP_021711897.1|AAEG, LOC5567456|XP_021701228.1|AAEG	LOC6031804|XP_038112857.1|CQUI
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC6033760|XP_038107373.1|CQUI
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC6037908|XP_001847768.1|CQUI
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC6039471|XP_038122347.1|CQUI
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC6049633|XP_038120394.1|CQUI
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC6046669|XP_001863836.1|CQUI
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC6033818|XP_001844213.2|CQUI
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC6037757|XP_038118780.1|CQUI
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC6036915|XP_001846890.2|CQUI
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC6037662|XP_038113592.1|CQUI
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC6038198|XP_038117770.1|CQUI
OG0000779	LOC5576071|XP_001662401.2|AAEG	LOC6051382|XP_038104144.1|CQUI
OG0000779	LOC5576070|XP_001662400.2|AAEG	LOC6051383|XP_038115271.1|CQUI
OG0000779	LOC5567791|XP_021712201.1|AAEG	LOC6041720|XP_038104033.1|CQUI
OG0000779	LOC5569560|XP_001658622.2|AAEG	LOC6044161|XP_001861710.2|CQUI
OG0000779	LOC5564166|XP_001648508.2|AAEG	LOC6044291|XP_038121588.1|CQUI
OG0000780	LOC5564012|XP_001648334.2|AAEG	LOC6044209|XP_038104803.1|CQUI
OG0000780	LOC5564011|XP_021697098.1|AAEG	LOC6044211|XP_038104434.1|CQUI
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC6037941|XP_038110485.1|CQUI
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC6034796|XP_038114655.1|CQUI
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC6034787|XP_001845060.1|CQUI
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC6052698|XP_038104428.1|CQUI
