Orthogroup	AAEG.longest_only	DMEL.longest_only
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	CG16952|NP_001356947.1|DMEL
OG0001559	LOC5576290|XP_021713171.1|AAEG	CG6356|NP_651240.1|DMEL
OG0001560	LOC5571521|XP_021692958.1|AAEG	dsx|NP_001262353.1|DMEL
OG0001561	LOC5566484|XP_001650872.2|AAEG	CREG|NP_524385.2|DMEL
OG0001562	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG	Nse1|NP_609063.1|DMEL
OG0001563	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG	alpha-Cat|NP_524219.1|DMEL
OG0001564	LOC5563715|XP_021693227.1|AAEG	CASK|NP_001262811.1|DMEL
OG0001565	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG	grn|NP_001262366.1|DMEL
OG0001566	LOC5573433|XP_021693607.1|AAEG	CG4511|NP_650026.1|DMEL
OG0001567	LOC110674687|XP_021694425.1|AAEG	CG13202|NP_610675.1|DMEL
OG0001568	LOC5577645|XP_021693829.1|AAEG	cv-c|NP_001097786.1|DMEL
OG0001569	LOC5577638|XP_001656636.2|AAEG	Adgf-C|NP_650308.3|DMEL
OG0001570	LOC110674220|XP_021694063.1|AAEG	CheA87a|NP_650280.1|DMEL
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	dpr19|NP_609392.1|DMEL
OG0001572	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG	CG9917|NP_573117.2|DMEL
OG0001573	LOC5565109|XP_021696153.1|AAEG	RhoGEF64C|NP_729032.1|DMEL
OG0001574	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG	CG13375|NP_569837.2|DMEL
OG0001575	LOC5566212|XP_021696849.1|AAEG	CG6204|NP_651229.2|DMEL
OG0001576	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG	CG6693|NP_650052.1|DMEL
OG0001577	LOC5565563|XP_021697730.1|AAEG	dgt1|NP_001287595.1|DMEL
OG0001578	LOC5574933|XP_001661731.2|AAEG	rswl|NP_611335.1|DMEL
OG0001579	LOC5571186|XP_001653502.2|AAEG	CG18809|NP_652669.1|DMEL
OG0001580	LOC5569161|XP_021698161.1|AAEG	wde|NP_610608.1|DMEL
OG0001581	LOC5564093|XP_021698438.1|AAEG	Cubn|NP_727348.2|DMEL
OG0001582	LOC5571407|XP_001653659.2|AAEG	vis|NP_788337.1|DMEL, achi|NP_725183.1|DMEL
OG0001583	LOC5566023|XP_021698931.1|AAEG	CG30377|NP_610329.2|DMEL
OG0001584	LOC5578855|XP_001664062.1|AAEG	Dci|NP_612065.1|DMEL
OG0001586	LOC5570327|XP_021699512.1|AAEG	SMSr|NP_648114.1|DMEL
OG0001587	LOC23687759|XP_021699543.1|AAEG	CG10465|NP_610165.1|DMEL
OG0001588	LOC5572049|XP_001660155.1|AAEG	CG12107|NP_610314.1|DMEL
OG0001589	LOC5569987|XP_021700011.1|AAEG	IntS3|NP_001036437.1|DMEL
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	hts|NP_001097377.2|DMEL
OG0001591	LOC5579514|XP_021700145.1|AAEG	Cnx14D|NP_573131.1|DMEL, CG1924|NP_572788.2|DMEL, Cnx99A|NP_001036767.1|DMEL
OG0001593	LOC5569501|XP_021700473.1|AAEG	Oatp33Ea|NP_001260417.1|DMEL
OG0001594	LOC5576948|XP_021700494.1|AAEG	dpy|NP_001260032.1|DMEL
OG0001595	LOC5578360|XP_021700530.1|AAEG	Drip|NP_001260893.1|DMEL
OG0001596	LOC5570924|XP_021700598.1|AAEG	ref_2_P|NP_476700.1|DMEL
OG0001597	LOC110676562|XP_021700652.1|AAEG	Gpa2|NP_001104054.3|DMEL
OG0001598	LOC5570897|XP_021700673.1|AAEG	wb|NP_723870.1|DMEL
OG0001599	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG	nrv1|NP_477167.1|DMEL
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	side-II|NP_001014485.3|DMEL
OG0001601	LOC5572640|XP_001654136.1|AAEG	Pfdn1|NP_608992.1|DMEL
OG0001602	LOC5572642|XP_001654141.2|AAEG	FucTB|NP_609288.4|DMEL
OG0001603	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG	gcm|NP_477108.1|DMEL
OG0001604	LOC5564487|XP_001648846.1|AAEG	PpV|NP_511061.1|DMEL
OG0001605	LOC5564503|XP_021701082.1|AAEG	Lnpk|NP_610395.1|DMEL
OG0001606	LOC5566522|XP_001650915.1|AAEG	RpL38|NP_001036440.1|DMEL
OG0001607	LOC5574484|XP_001655145.1|AAEG	Prosbeta4|NP_609804.1|DMEL
OG0001608	LOC5573863|XP_001654894.1|AAEG	Lamp1|NP_610111.3|DMEL
OG0001609	LOC5568884|XP_021701480.1|AAEG	Hr51|NP_611032.2|DMEL
OG0001610	LOC5569343|XP_001658432.1|AAEG	vls|NP_610019.2|DMEL
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	Pomp|NP_610057.1|DMEL
OG0001612	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG	CG14277|NP_609200.1|DMEL
OG0001613	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG	KdelR|NP_477296.1|DMEL
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	Np|NP_610437.2|DMEL
OG0001615	LOC5572431|XP_021702419.1|AAEG	CG17715|NP_001036410.1|DMEL
OG0001616	LOC5573821|XP_021702976.1|AAEG	Qtzl|NP_723706.1|DMEL, Nfs1|NP_609533.1|DMEL
OG0001617	LOC5568922|XP_021703195.1|AAEG	CdGAPr|NP_610002.1|DMEL
OG0001618	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG	CG5367|NP_609387.1|DMEL
OG0001619	LOC5566978|XP_001651398.1|AAEG	alien|NP_523517.1|DMEL
OG0001620	LOC5572053|XP_001653822.1|AAEG	Nxt1|NP_611833.1|DMEL
OG0001621	LOC5572062|XP_001653826.2|AAEG	CG8401|NP_725520.3|DMEL
OG0001622	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG	AP-1gamma|NP_788891.2|DMEL
OG0001623	LOC5565851|XP_021703618.1|AAEG	MED15|NP_608528.1|DMEL
OG0001624	LOC5564939|XP_001649275.2|AAEG	KFase|NP_609036.1|DMEL
OG0001625	LOC5564921|XP_001649284.1|AAEG	eEF2|NP_525105.2|DMEL
OG0001626	LOC5563786|XP_001648064.1|AAEG	RpL36A|NP_609179.2|DMEL
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	Zip88E|NP_650440.2|DMEL
OG0001628	LOC5567669|XP_001657611.1|AAEG	ppk15|NP_001097937.1|DMEL
OG0001630	LOC5575302|XP_021709547.1|AAEG	jnj|NP_651228.1|DMEL
OG0001631	LOC23687582|XP_021705609.1|AAEG	5-HT2A|NP_730859.1|DMEL
OG0001632	LOC5572968|XP_001654299.1|AAEG	RpS2|NP_476874.1|DMEL
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	fabp|NP_001027179.1|DMEL
OG0001635	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG	CCAP-R|NP_001368957.1|DMEL
OG0001636	LOC5570879|XP_001659394.1|AAEG	CG31248|NP_649696.1|DMEL
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	Srr|NP_649886.1|DMEL
OG0001638	LOC5577363|XP_001656443.1|AAEG	CG3071|NP_569993.1|DMEL
OG0001639	LOC5575051|XP_021708404.1|AAEG	BubR1|NP_477382.1|DMEL
OG0001640	LOC5571752|XP_001653779.1|AAEG	CG1943|NP_649691.1|DMEL
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	COX5A|NP_477217.1|DMEL
OG0001642	LOC5577033|XP_021711258.1|AAEG	CG10958|NP_572445.1|DMEL
OG0001643	LOC5574553|XP_021707189.1|AAEG	CG7102|NP_787994.1|DMEL
OG0001644	LOC5577243|XP_021706769.1|AAEG	Poc1|NP_001261799.1|DMEL
OG0001645	LOC5571017|XP_021706817.1|AAEG	CG13502|NP_611637.1|DMEL
OG0001646	LOC5575278|XP_021711349.1|AAEG	GstS1|NP_001261040.1|DMEL
OG0001647	LOC5573626|XP_021705548.1|AAEG	Dscam1|NP_001246162.1|DMEL
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	bbg|NP_648705.2|DMEL
OG0001649	LOC5575690|XP_021707280.1|AAEG	beta4GalNAcTA|NP_610946.1|DMEL
OG0001650	LOC110678810|XP_021707903.1|AAEG	Tab2|NP_611408.2|DMEL
OG0001651	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG	robo1|NP_476899.1|DMEL
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	CG5567|NP_649015.2|DMEL
OG0001653	LOC5578118|XP_001656816.2|AAEG	Als2|NP_649347.1|DMEL
OG0001654	LOC5579924|XP_021705915.1|AAEG	Dcr-2|NP_523778.2|DMEL
OG0001655	LOC5571922|XP_021708628.1|AAEG	CG1827|NP_610504.4|DMEL
OG0001656	LOC5571621|XP_001659816.2|AAEG	CG2975|NP_608719.1|DMEL
OG0001657	LOC5565452|XP_001649800.1|AAEG	CG7841|NP_648770.1|DMEL
OG0001658	LOC5565458|XP_001649769.1|AAEG	CycA|NP_524030.2|DMEL
OG0001659	LOC5568591|XP_021711611.1|AAEG	CG10089|NP_648654.1|DMEL
OG0001678	LOC5576541|XP_021694779.1|AAEG	CG43658|NP_001259643.1|DMEL
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	CG5966|NP_572286.1|DMEL
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	NELF-B|NP_572402.1|DMEL
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	CG3106|NP_572577.1|DMEL
OG0001682	LOC5569201|XP_021694213.1|AAEG	CG7206|NP_996499.1|DMEL
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	CG13384|NP_723383.1|DMEL
OG0001684	LOC5574020|XP_021708632.1|AAEG	bip2|NP_651923.2|DMEL
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	CG17328|NP_609786.2|DMEL
OG0001686	LOC5571315|XP_001653630.1|AAEG	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	l_1_sc|NP_476623.1|DMEL
OG0001688	LOC5576585|XP_021697492.1|AAEG	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL
OG0001689	LOC5578880|XP_021697511.1|AAEG	CG15221|NP_001096957.1|DMEL
OG0001690	LOC5570415|XP_021698783.1|AAEG	mad2|NP_647991.1|DMEL
OG0001691	LOC5571995|XP_001660101.2|AAEG	TwdlE|NP_609157.3|DMEL
OG0001692	LOC23687848|XP_021694245.1|AAEG	Octalpha2R|NP_001262715.1|DMEL
OG0001693	LOC5571564|XP_001653696.1|AAEG	RpS15Ab|NP_610616.1|DMEL
OG0001694	LOC5565017|XP_021702011.1|AAEG	qin|NP_650735.3|DMEL
OG0001695	LOC5564056|XP_001648394.2|AAEG	Eip55E|NP_611352.1|DMEL
OG0001696	LOC5565053|XP_021705226.1|AAEG	Syn|NP_731459.2|DMEL
OG0001697	LOC5565067|XP_001649393.1|AAEG	CG31109|NP_733073.1|DMEL
OG0001698	LOC5576012|XP_021706064.1|AAEG	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL
OG0001699	LOC5575091|XP_021694263.1|AAEG	hth|NP_476576.1|DMEL
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	CG9427|NP_649919.1|DMEL
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	side-III|NP_001036681.1|DMEL
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	CG5846|NP_609333.1|DMEL
OG0001703	LOC5570645|XP_001653277.2|AAEG	CG34375|NP_001163693.1|DMEL
OG0001704	LOC5570641|XP_021709166.1|AAEG	CG6688|NP_651110.1|DMEL
OG0001705	LOC5569385|XP_021709272.1|AAEG	Atg16|NP_001138124.2|DMEL
OG0001706	LOC5574607|XP_001655208.2|AAEG	hrm|NP_610174.1|DMEL
OG0001707	LOC5574593|XP_021709672.1|AAEG	orb|NP_524460.2|DMEL
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	primo-1|NP_001027186.1|DMEL
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	Claspin|NP_728981.1|DMEL
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	CG6656|NP_650991.1|DMEL
OG0001711	LOC5578517|XP_021713311.1|AAEG	lqfR|NP_732736.2|DMEL
OG0001712	LOC5578276|XP_001663804.1|AAEG	Rab7|NP_524472.1|DMEL
OG0001713	LOC5575986|XP_011493660.2|AAEG	CG5214|NP_650064.1|DMEL
OG0001714	LOC5564681|XP_021692980.1|AAEG	cno|NP_524232.2|DMEL
OG0001715	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	RSG7|NP_523380.2|DMEL
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG	alpha-PheRS|NP_572448.1|DMEL
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	Vps13B|NP_651753.2|DMEL
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	wake|NP_001287469.1|DMEL
OG0001719	LOC5579075|XP_021694078.1|AAEG	pnt|NP_524461.2|DMEL
OG0001720	LOC5576117|XP_001662463.2|AAEG	CG14692|NP_650019.6|DMEL
OG0001721	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	ato|NP_731223.1|DMEL
OG0001722	LOC5571453|XP_021695480.1|AAEG	Diap1|NP_524101.2|DMEL
OG0001723	LOC5571265|XP_001653563.1|AAEG	Cndp2|NP_610181.2|DMEL
OG0001724	LOC5579032|XP_021695970.1|AAEG	Sdc|NP_001163238.2|DMEL
OG0001725	LOC5568472|XP_021696007.1|AAEG	Pfk|NP_001246234.1|DMEL
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	CG11456|NP_649265.1|DMEL
OG0001727	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG	CG33110|NP_788716.1|DMEL
OG0001728	LOC5570509|XP_001659196.2|AAEG	ERp60|NP_725084.2|DMEL
OG0001729	LOC5570505|XP_001659192.2|AAEG	zip|NP_523860.2|DMEL
OG0001730	LOC5569450|XP_021696659.1|AAEG	PLCXD|NP_609541.1|DMEL
OG0001732	LOC110675629|XP_021696818.1|AAEG	B9d2|NP_001188704.1|DMEL
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	CG30392|NP_611572.2|DMEL
OG0001734	LOC5565228|XP_021696985.1|AAEG	CNT2|NP_610446.1|DMEL
OG0001735	LOC5579981|XP_001658609.2|AAEG	CG5664|NP_649314.2|DMEL
OG0001736	LOC5578900|XP_001664110.1|AAEG	CG15093|NP_611373.1|DMEL
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	CG30183|NP_611819.2|DMEL
OG0001738	LOC5576851|XP_021697531.1|AAEG	CG6479|NP_648968.2|DMEL
OG0001739	LOC5575248|XP_001655655.1|AAEG	CG14464|NP_001036466.2|DMEL
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	Ice1|NP_611786.1|DMEL
OG0001742	LOC5576166|XP_001662518.1|AAEG	Ccs|NP_001163108.1|DMEL
OG0001743	LOC5576175|XP_021697664.1|AAEG	CG8001|NP_647657.1|DMEL
OG0001744	LOC5573987|XP_021697960.1|AAEG	l_2_01289|NP_001163065.1|DMEL
OG0001745	LOC5573042|XP_021695213.1|AAEG	CG42260|NP_001356969.1|DMEL
OG0001746	LOC5564250|XP_001648596.1|AAEG	CG8003|NP_648406.1|DMEL
OG0001747	LOC5564305|XP_021698368.1|AAEG	grh|NP_476845.2|DMEL
OG0001748	LOC110676122|XP_021698446.1|AAEG	mfr|NP_001137919.1|DMEL
OG0001749	LOC5572527|XP_001654051.1|AAEG	SIFa|NP_001246496.1|DMEL
OG0001750	LOC5572528|XP_021698705.1|AAEG	Start1|NP_001246495.1|DMEL
OG0001751	LOC5574043|XP_021698767.1|AAEG	blot|NP_524125.2|DMEL
OG0001752	LOC110676202|XP_021698832.1|AAEG	CG13288|NP_001261455.1|DMEL
OG0001753	LOC5566011|XP_021698869.1|AAEG	CG42324|NP_647819.3|DMEL
OG0001754	LOC5575704|XP_021699108.1|AAEG	muskelin|NP_610801.1|DMEL
OG0001755	LOC5565278|XP_021699140.1|AAEG	CG32264|NP_728897.1|DMEL
OG0001756	LOC5577289|XP_021699173.1|AAEG	Rho1|NP_477098.1|DMEL
OG0001757	LOC5572865|XP_001660624.1|AAEG	imd|NP_573394.1|DMEL
OG0001758	LOC5579195|XP_021699414.1|AAEG	bru3|NP_001369050.1|DMEL
OG0001759	LOC5575922|XP_021699452.1|AAEG	Mtap|NP_001261049.1|DMEL
OG0001760	LOC5566072|XP_001650438.2|AAEG	Rad51D|NP_610466.2|DMEL
OG0001761	LOC5576993|XP_021699573.1|AAEG	MFS16|NP_726048.1|DMEL
OG0001762	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG	AkhR|NP_995639.1|DMEL
OG0001763	LOC5574378|XP_021700079.1|AAEG	Nha1|NP_723224.2|DMEL
OG0001764	LOC5569117|XP_001652716.2|AAEG	Dhfr|NP_001036720.1|DMEL
OG0001765	LOC5570381|XP_021700177.1|AAEG	brp|NP_001246228.1|DMEL
OG0001766	LOC5567651|XP_021700353.1|AAEG	CG17834|NP_609242.2|DMEL
OG0001767	LOC5569370|XP_021700467.1|AAEG	CG34393|NP_608753.2|DMEL
OG0001768	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG	RpLP1|NP_476630.1|DMEL
OG0001769	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG	dsf|NP_477140.1|DMEL
OG0001770	LOC5572645|XP_001654144.2|AAEG	SmydA-3|NP_609464.1|DMEL
OG0001771	LOC5572651|XP_001654151.1|AAEG	Thor|NP_477295.1|DMEL
OG0001772	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG	RnrL|NP_477027.1|DMEL
OG0001774	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG	egg|NP_611966.3|DMEL
OG0001776	LOC5575680|XP_021701220.1|AAEG	CG31637|NP_609043.1|DMEL
OG0001777	LOC5573805|XP_021701314.1|AAEG	chm|NP_609117.4|DMEL
OG0001778	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG	fzy|NP_477501.1|DMEL
OG0001779	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG	CG44153|NP_001097136.2|DMEL
OG0001780	LOC5565277|XP_021701490.1|AAEG	ap|NP_724428.1|DMEL
OG0001781	LOC5569344|XP_021701612.1|AAEG	lok|NP_477219.1|DMEL
OG0001782	LOC5564192|XP_021701622.1|AAEG	CG42784|NP_001188798.2|DMEL
OG0001783	LOC5576440|XP_021701742.1|AAEG	Tsp29Fb|NP_523516.1|DMEL
OG0001784	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG	CG31935|NP_608608.2|DMEL
OG0001785	LOC5569041|XP_021701853.1|AAEG	Smyd4-1|NP_724802.1|DMEL
OG0001786	LOC5569034|XP_001652680.1|AAEG	CG4497|NP_609102.1|DMEL
OG0001787	LOC5569031|XP_021701868.1|AAEG	CG13784|NP_001260176.1|DMEL
OG0001788	LOC5573248|XP_001654457.1|AAEG	tum|NP_610912.2|DMEL
OG0001789	LOC5567954|XP_001657769.1|AAEG	CG3085|NP_611752.1|DMEL
OG0001790	LOC5573696|XP_001661021.2|AAEG	CG5171|NP_001188709.1|DMEL
OG0001791	LOC5575748|XP_021703199.1|AAEG	E_Pc_|NP_001260897.1|DMEL
OG0001792	LOC23687649|XP_021703560.1|AAEG	ham|NP_724130.4|DMEL
OG0001793	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG	Shrm|NP_001097307.1|DMEL
OG0001794	LOC5565922|XP_001650267.3|AAEG	cact|NP_476942.1|DMEL
OG0001795	LOC5567339|XP_021704045.1|AAEG	mtgo|NP_001137829.1|DMEL
OG0001797	LOC5572508|XP_021711425.1|AAEG, LOC5566756|XP_021706948.1|AAEG	dpr7|NP_001096850.2|DMEL
OG0001798	LOC5566370|XP_001650782.1|AAEG	robl|NP_523771.1|DMEL
OG0001799	LOC5580274|XP_001662901.1|AAEG	stg1|NP_001027082.1|DMEL, CG11566|NP_001027081.1|DMEL
OG0001800	LOC5570552|XP_021709728.1|AAEG	santa-maria|NP_723277.3|DMEL
OG0001801	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG	nbs|NP_651973.4|DMEL
OG0001802	LOC5564547|XP_001648902.1|AAEG	mRpL19|NP_524284.1|DMEL
OG0001803	LOC5577692|XP_001663474.2|AAEG	CG15497|NP_650976.1|DMEL
OG0001804	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG	Pi4KIIalpha|NP_730944.2|DMEL
OG0001805	LOC5575007|XP_001661741.3|AAEG	Gr66a|NP_523971.3|DMEL
OG0001806	LOC5567255|XP_021706781.1|AAEG	CG5789|NP_651269.1|DMEL
OG0001808	LOC5572949|XP_021709443.1|AAEG	PGRP-LB|NP_001247052.1|DMEL
OG0001809	LOC5564168|XP_021707416.1|AAEG	slx1|NP_649484.3|DMEL
OG0001810	LOC110678349|XP_021706798.1|AAEG, LOC5570367|XP_021710434.1|AAEG, LOC110677948|XP_021705715.1|AAEG	CG31457|NP_732828.1|DMEL
OG0001811	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG	Optix|NP_001260793.1|DMEL
OG0001812	LOC5577364|XP_001656444.1|AAEG	ksh|NP_652499.2|DMEL
OG0001813	LOC5568213|XP_021706440.1|AAEG	Dys|NP_001036722.1|DMEL
OG0001814	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG	wtrw|NP_731193.1|DMEL
OG0001815	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG	RpL13A|NP_649560.1|DMEL
OG0001816	LOC5564769|XP_001649137.1|AAEG	Roe1|NP_610886.2|DMEL
OG0001817	LOC5572254|XP_021707503.1|AAEG	PCB|NP_724841.1|DMEL
OG0001818	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG	CG42339|NP_572674.3|DMEL
OG0001819	LOC5565232|XP_001649570.2|AAEG	CG3045|NP_611646.1|DMEL
OG0001820	LOC5578522|XP_021711359.1|AAEG	CG18155|NP_996360.2|DMEL
OG0001821	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG	CG4781|NP_611951.1|DMEL
OG0001822	LOC5571100|XP_021710962.1|AAEG	CG13532|NP_611728.1|DMEL
OG0001823	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG	Sod1|NP_476735.1|DMEL
OG0001824	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG	CG31937|NP_608616.2|DMEL
OG0001825	LOC5572228|XP_021707395.1|AAEG	sm|NP_001246428.1|DMEL
OG0001826	LOC5577483|XP_001663403.2|AAEG	Prosbeta5|NP_652014.1|DMEL
OG0001827	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG	SmydA-6|NP_611182.1|DMEL
OG0001828	LOC5567362|XP_021706896.1|AAEG	Set2|NP_572888.2|DMEL
OG0001829	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG	CG8888|NP_610724.1|DMEL
OG0001830	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG	CG9890|NP_611750.1|DMEL
OG0001831	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG	CG7402|NP_649023.1|DMEL
OG0001832	LOC5568452|XP_021706577.1|AAEG	Efr|NP_572299.1|DMEL
OG0001833	LOC5571930|XP_001660027.1|AAEG	Taldo|NP_523835.2|DMEL
OG0001848	LOC5575825|XP_001655856.2|AAEG	CG40470|NP_001036635.1|DMEL
OG0001849	LOC5575828|XP_001655853.1|AAEG	Rpt2|NP_524469.2|DMEL
OG0001850	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG	Sox102F|NP_001014695.1|DMEL
OG0001851	LOC5578495|XP_021694587.1|AAEG	zfh2|NP_524623.2|DMEL
OG0001852	LOC5565125|XP_021694596.1|AAEG	trh|NP_001261207.1|DMEL
OG0001853	LOC5574328|XP_021694599.1|AAEG	scrib|NP_001163746.1|DMEL
OG0001854	LOC5569472|XP_001658557.1|AAEG	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC5574649|XP_001661572.1|AAEG	Vkor|NP_001014533.1|DMEL
OG0001856	LOC110674760|XP_021694723.1|AAEG	e_r_|NP_524662.1|DMEL
OG0001857	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG	mal|NP_523423.1|DMEL
OG0001858	LOC5567841|XP_021694869.1|AAEG	Ing3|NP_573316.1|DMEL
