Orthogroup	HILL.longest_only	DKIK.longest_only
OG0005013	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL	LOC108072060|XP_017018545.1|DKIK
OG0005014	LOC119648903|XP_037906735.1|HILL	LOC108078849|XP_017028432.1|DKIK
OG0005015	LOC119648732|XP_037906477.1|HILL	LOC108073917|XP_017021204.1|DKIK
OG0005016	LOC119650315|XP_037908897.1|HILL	LOC108078892|XP_017028513.1|DKIK
OG0005017	LOC119649027|XP_037906910.1|HILL	LOC108078703|XP_017028148.1|DKIK
OG0005018	LOC119649134|XP_037907067.1|HILL	LOC108078619|XP_017028035.1|DKIK
OG0005019	LOC119649232|XP_037907221.1|HILL	LOC108078707|XP_017028155.1|DKIK
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC108077963|XP_017026992.1|DKIK
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC108077195|XP_017025928.1|DKIK
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC108079800|XP_017029769.1|DKIK
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC108078317|XP_017027604.1|DKIK
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC108079894|XP_017029910.1|DKIK
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC108078810|XP_017028377.1|DKIK
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC108070570|XP_017016611.1|DKIK
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC108072791|XP_017019561.1|DKIK
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC108077707|XP_017026635.1|DKIK
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC108071946|XP_017018400.1|DKIK
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC108079099|XP_017028816.1|DKIK
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC108071920|XP_017018368.1|DKIK
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC108085814|XP_017038053.1|DKIK
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC108086002|XP_017038301.1|DKIK
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC108086001|XP_017038299.1|DKIK
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC108085807|XP_017038047.1|DKIK
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC108075158|XP_017022935.1|DKIK
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC108078778|XP_017028311.1|DKIK
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC108079884|XP_017029891.1|DKIK
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC108077432|XP_017026228.1|DKIK
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC108077519|XP_017026372.1|DKIK
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC108085826|XP_017038068.1|DKIK
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC108075086|XP_017022859.1|DKIK
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC108078020|XP_017027069.1|DKIK
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC108078394|XP_017027739.1|DKIK
OG0005045	LOC119658684|XP_037922195.1|HILL	LOC108077956|XP_017026984.1|DKIK
OG0005046	LOC119659235|XP_037923145.1|HILL	LOC108081151|XP_017031679.1|DKIK
OG0005047	LOC119648288|XP_037905872.1|HILL	LOC108070444|XP_017016411.1|DKIK
OG0005048	LOC119649206|XP_037907189.1|HILL	LOC108070489|XP_017016471.1|DKIK
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC108085806|XP_017038045.1|DKIK
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC108072444|XP_017019061.1|DKIK
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC108085819|XP_017038059.1|DKIK
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC108085809|XP_017038049.1|DKIK
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC108077270|XP_017026026.1|DKIK
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC108075002|XP_017022734.1|DKIK
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC108083414|XP_017034658.1|DKIK
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC108078461|XP_017027842.1|DKIK
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC108078223|XP_017027480.1|DKIK
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC108079307|XP_017029077.1|DKIK
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC108076202|XP_017024425.1|DKIK
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC108076308|XP_017024567.1|DKIK
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC108082777|XP_017033799.1|DKIK
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC108072105|XP_017018608.1|DKIK
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC108083314|XP_017034545.1|DKIK
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC108078881|XP_017028497.1|DKIK
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC108072176|XP_017018720.1|DKIK
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC108076182|XP_017024401.1|DKIK
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC108076790|XP_017025296.1|DKIK
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC108076641|XP_017025060.1|DKIK
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC108072155|XP_017018688.1|DKIK
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC108073835|XP_017021105.1|DKIK
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC108080338|XP_017030527.1|DKIK
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC108076801|XP_017025315.1|DKIK
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC108070566|XP_017016595.1|DKIK
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC108072206|XP_017018756.1|DKIK
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC108072388|XP_017018984.1|DKIK
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC108079818|XP_017029790.1|DKIK
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC108080719|XP_017031059.1|DKIK
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC108083144|XP_017034315.1|DKIK
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC108071752|XP_017018066.1|DKIK
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC108075109|XP_017022880.1|DKIK
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC108073905|XP_017021189.1|DKIK
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC108073041|XP_017019993.1|DKIK
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC108078841|XP_017028425.1|DKIK
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC108072147|XP_017018679.1|DKIK
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC108076618|XP_017025034.1|DKIK
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC108078173|XP_017027318.1|DKIK
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC108078018|XP_017027071.1|DKIK
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC108073916|XP_017021202.1|DKIK
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC108079777|XP_017029709.1|DKIK
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC108072340|XP_017018917.1|DKIK
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC108075939|XP_017024071.1|DKIK
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC108076472|XP_017024848.1|DKIK
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC108074641|XP_017022245.1|DKIK
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC108074653|XP_017022258.1|DKIK
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC108073362|XP_017020418.1|DKIK
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC108078387|XP_017027714.1|DKIK
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC108072143|XP_017018674.1|DKIK
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC108074797|XP_017022470.1|DKIK
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC108077480|XP_017026291.1|DKIK
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC108075216|XP_017023046.1|DKIK
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC108079907|XP_017029930.1|DKIK
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC108072950|XP_017019817.1|DKIK
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC108075201|XP_017023027.1|DKIK
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC108079857|XP_017029858.1|DKIK
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC108083142|XP_017034313.1|DKIK
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC108073947|XP_017021252.1|DKIK
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC108083143|XP_017034314.1|DKIK
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC108075040|XP_017022796.1|DKIK
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC108086240|XP_017038601.1|DKIK
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC108079913|XP_017029938.1|DKIK
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC108076102|XP_017024314.1|DKIK
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC108082024|XP_017032781.1|DKIK
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC108078242|XP_017027439.1|DKIK
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC108079724|XP_017029623.1|DKIK
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC108083233|XP_017034429.1|DKIK
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC108075311|XP_017023204.1|DKIK
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC108080689|XP_017031015.1|DKIK
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC108079795|XP_017029760.1|DKIK
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC108079791|XP_017029747.1|DKIK
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC108078769|XP_017028300.1|DKIK
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC108075283|XP_017023160.1|DKIK
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC108081180|XP_017031728.1|DKIK
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC108075275|XP_017023145.1|DKIK
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC108075230|XP_017023065.1|DKIK
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC108078283|XP_017027539.1|DKIK
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC108073431|XP_017020540.1|DKIK
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC108073861|XP_017021133.1|DKIK
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC108070445|XP_017016412.1|DKIK
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC108075300|XP_017023183.1|DKIK
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC108075263|XP_017023119.1|DKIK
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC108083975|XP_017035474.1|DKIK
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC108085987|XP_017038277.1|DKIK
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC108071614|XP_017017886.1|DKIK
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC108086230|XP_017038587.1|DKIK
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC108078165|XP_017027307.1|DKIK
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC108077548|XP_017026429.1|DKIK
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC108077530|XP_017026387.1|DKIK
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC108077491|XP_017026304.1|DKIK
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC108077561|XP_017026442.1|DKIK
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC108078836|XP_017028416.1|DKIK
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC108078838|XP_017028419.1|DKIK
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC108078804|XP_017028361.1|DKIK
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC108072963|XP_017019884.1|DKIK
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC108071552|XP_017017819.1|DKIK
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC108079859|XP_017029860.1|DKIK
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC108079888|XP_017029900.1|DKIK
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC108072730|XP_017019480.1|DKIK
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC108078638|XP_017028059.1|DKIK
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC108084871|XP_017036752.1|DKIK
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC108078177|XP_017027330.1|DKIK
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC108071622|XP_017017892.1|DKIK
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC108079862|XP_017029862.1|DKIK
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC108071942|XP_017018397.1|DKIK
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC108072191|XP_017018737.1|DKIK
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC108071827|XP_017018223.1|DKIK
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC108084802|XP_017036648.1|DKIK
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC108083150|XP_017034320.1|DKIK
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC108076361|XP_017024649.1|DKIK
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC108075665|XP_017023703.1|DKIK
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC108075600|XP_017023611.1|DKIK
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC108078844|XP_017028428.1|DKIK
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC108073475|XP_017020615.1|DKIK
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC108073473|XP_017020611.1|DKIK
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC108073317|XP_017020366.1|DKIK
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC108074738|XP_017022396.1|DKIK
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC108080715|XP_017031055.1|DKIK
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC108076541|XP_017024943.1|DKIK
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC108074212|XP_017021643.1|DKIK
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC108082594|XP_017033550.1|DKIK
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC108077566|XP_017026450.1|DKIK
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC108077510|XP_017026357.1|DKIK
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC108079751|XP_017029655.1|DKIK
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC108078241|XP_017027437.1|DKIK
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC108074464|XP_017022016.1|DKIK
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC108072932|XP_017019770.1|DKIK
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC108076300|XP_017024560.1|DKIK
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC108078423|XP_017027777.1|DKIK
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC108080712|XP_017031038.1|DKIK
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC108081191|XP_017031745.1|DKIK
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC108079363|XP_017029162.1|DKIK
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC108070610|XP_017016672.1|DKIK
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC108070696|XP_017016769.1|DKIK
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC108072886|XP_017019696.1|DKIK
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC108076299|XP_017024559.1|DKIK
OG0005194	LOC119660459|XP_037924948.1|HILL	LOC108076721|XP_017025176.1|DKIK
OG0005195	LOC119660216|XP_037924579.1|HILL	LOC108078119|XP_017027225.1|DKIK
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC108075001|XP_017022733.1|DKIK
OG0005197	LOC119660113|XP_037924431.1|HILL	LOC108070755|XP_017016841.1|DKIK
OG0005198	LOC119649291|XP_037907313.1|HILL	LOC108070456|XP_017016427.1|DKIK
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC108076498|XP_017024880.1|DKIK
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC108074717|XP_017022349.1|DKIK
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC108072367|XP_017018950.1|DKIK
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC108070891|XP_017017025.1|DKIK
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC108074724|XP_017022357.1|DKIK
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC108075905|XP_017024014.1|DKIK
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC108082218|XP_017033040.1|DKIK
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC108076516|XP_017024913.1|DKIK
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC108078145|XP_017027273.1|DKIK
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC108078006|XP_017027050.1|DKIK
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC108085255|XP_017037291.1|DKIK
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC108085260|XP_017037299.1|DKIK
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC108070446|XP_017016414.1|DKIK
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC108070777|XP_017016865.1|DKIK
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC108079382|XP_017029192.1|DKIK
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC108077091|XP_017025751.1|DKIK
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC108074337|XP_017021845.1|DKIK
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC108082769|XP_017033787.1|DKIK
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC108081530|XP_017032237.1|DKIK
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC108082844|XP_017033901.1|DKIK
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC108078204|XP_017027377.1|DKIK
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC108079055|XP_017028751.1|DKIK
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC108082109|XP_017032898.1|DKIK
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC108076999|XP_017025558.1|DKIK
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC108079983|XP_017030038.1|DKIK
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC108074788|XP_017022454.1|DKIK
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC108075917|XP_017024039.1|DKIK
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC108077103|XP_017025781.1|DKIK
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC108072630|XP_017019349.1|DKIK
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC108072556|XP_017019224.1|DKIK
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC108079045|XP_017028726.1|DKIK
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC108082058|XP_017032824.1|DKIK
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC108074351|XP_017021865.1|DKIK
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC108075891|XP_017023990.1|DKIK
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC108085250|XP_017037286.1|DKIK
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC108082866|XP_017033933.1|DKIK
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC108082871|XP_017033938.1|DKIK
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC108077433|XP_017026229.1|DKIK
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC108077431|XP_017026225.1|DKIK
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC108077354|XP_017026135.1|DKIK
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC108074577|XP_017022170.1|DKIK
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC108077177|XP_017025903.1|DKIK
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC108074420|XP_017021942.1|DKIK
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC108077261|XP_017026016.1|DKIK
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC108079031|XP_017028712.1|DKIK
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC108085726|XP_017037941.1|DKIK
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC108081156|XP_017031684.1|DKIK
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC108086129|XP_017038470.1|DKIK
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC108076302|XP_017024562.1|DKIK
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC108084255|XP_017035887.1|DKIK
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC108084832|XP_017036687.1|DKIK
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC108070521|XP_017016520.1|DKIK
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC108076891|XP_017025412.1|DKIK
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC108082745|XP_017033744.1|DKIK
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC108081410|XP_017032076.1|DKIK
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC108072511|XP_017019172.1|DKIK
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC108072606|XP_017019318.1|DKIK
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC108080692|XP_017031017.1|DKIK
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC108074855|XP_017022554.1|DKIK
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC108082208|XP_017033029.1|DKIK
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC108077413|XP_017026202.1|DKIK
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC108077416|XP_017026206.1|DKIK
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC108077208|XP_017025947.1|DKIK
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC108081419|XP_017032091.1|DKIK
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC108072600|XP_017019309.1|DKIK
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC108075661|XP_017023699.1|DKIK
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC108082802|XP_017033849.1|DKIK
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC108075916|XP_017024038.1|DKIK
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC108077342|XP_017026119.1|DKIK
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC108077447|XP_017026254.1|DKIK
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC108077451|XP_017026259.1|DKIK
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC108081972|XP_017032695.1|DKIK
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC108074806|XP_017022489.1|DKIK
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC108074807|XP_017022490.1|DKIK
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC108074833|XP_017022523.1|DKIK
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC108082057|XP_017032823.1|DKIK
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC108077052|XP_017025694.1|DKIK
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC108086157|XP_017038508.1|DKIK
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC108086176|XP_017038529.1|DKIK
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC108076767|XP_017025257.1|DKIK
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC108082232|XP_017033059.1|DKIK
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC108074429|XP_017021954.1|DKIK
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC108077435|XP_017026237.1|DKIK
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC108085468|XP_017037574.1|DKIK
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC108084597|XP_017036361.1|DKIK
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC108081403|XP_017032052.1|DKIK
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC108081415|XP_017032086.1|DKIK
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC108074428|XP_017021951.1|DKIK
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC108074437|XP_017021965.1|DKIK
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC108082596|XP_017033557.1|DKIK
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC108081409|XP_017032075.1|DKIK
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC108075526|XP_017023512.1|DKIK
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC108072571|XP_017019265.1|DKIK
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC108072569|XP_017019251.1|DKIK
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC108085235|XP_017037264.1|DKIK
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC108082167|XP_017032962.1|DKIK
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC108072570|XP_017019260.1|DKIK
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC108085415|XP_017037471.1|DKIK
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC108074845|XP_017022541.1|DKIK
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC108077082|XP_017025739.1|DKIK
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC108073487|XP_017020634.1|DKIK
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC108083434|XP_017034678.1|DKIK
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC108082036|XP_017032794.1|DKIK
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC108073129|XP_017020116.1|DKIK
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC108082865|XP_017033932.1|DKIK
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC108079976|XP_017030028.1|DKIK
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC108076766|XP_017025256.1|DKIK
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC108076991|XP_017025540.1|DKIK
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC108081988|XP_017032715.1|DKIK
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC108077075|XP_017025731.1|DKIK
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC108082192|XP_017033002.1|DKIK
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC108079623|XP_017029490.1|DKIK
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC108077152|XP_017025871.1|DKIK
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC108077144|XP_017025851.1|DKIK
