Orthogroup	HILL.longest_only	DMEL.longest_only
OG0001833	LOC119654266|XP_037915461.1|HILL	Taldo|NP_523835.2|DMEL
OG0001834	LOC119651393|XP_037910903.1|HILL	UQCR-C1|NP_650401.1|DMEL
OG0001848	LOC119650675|XP_037909558.1|HILL	CG40470|NP_001036635.1|DMEL
OG0001849	LOC119650802|XP_037909869.1|HILL	Rpt2|NP_524469.2|DMEL
OG0001850	LOC119660900|XP_037925766.1|HILL	Sox102F|NP_001014695.1|DMEL
OG0001851	LOC119660999|XP_037926025.1|HILL	zfh2|NP_524623.2|DMEL
OG0001852	LOC119648791|XP_037906565.1|HILL	trh|NP_001261207.1|DMEL
OG0001853	LOC119651794|XP_037911489.1|HILL	scrib|NP_001163746.1|DMEL
OG0001854	LOC119657167|XP_037919880.1|HILL	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC119657085|XP_037919768.1|HILL	Vkor|NP_001014533.1|DMEL
OG0001856	LOC119656794|XP_037919330.1|HILL	e_r_|NP_524662.1|DMEL
OG0001857	LOC119658348|XP_037921631.1|HILL	mal|NP_523423.1|DMEL
OG0001858	LOC119658315|XP_037921567.1|HILL	Ing3|NP_573316.1|DMEL
OG0001859	LOC119656734|XP_037919204.1|HILL	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC119648757|XP_037906511.1|HILL	CG13698|NP_649027.1|DMEL
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	ball|NP_651508.1|DMEL
OG0001862	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL	Cbs|NP_608424.1|DMEL
OG0001863	LOC119657322|XP_037920111.1|HILL	Grip91|NP_524919.2|DMEL
OG0001864	LOC119661721|XP_037927106.1|HILL	jvl|NP_001247105.1|DMEL
OG0001865	LOC119657944|XP_037921064.1|HILL	DENR|NP_573176.1|DMEL
OG0001866	LOC119659495|XP_037923540.1|HILL	sim|NP_524340.2|DMEL
OG0001867	LOC119647424|XP_037904251.1|HILL	Nedd4|NP_648993.1|DMEL
OG0001868	LOC119652674|XP_037912867.1|HILL	clumsy|NP_001036373.1|DMEL
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	Grik|NP_001262788.1|DMEL
OG0001870	LOC119646980|XP_037903618.1|HILL	CG4020|NP_572276.1|DMEL
OG0001871	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC119657360|XP_037920160.1|HILL	CG15537|NP_001097981.1|DMEL
OG0001873	LOC119652394|XP_037912429.1|HILL	beta-Man|NP_649436.2|DMEL
OG0001874	LOC119657327|XP_037920118.1|HILL	bai|NP_651323.3|DMEL
OG0001875	LOC119646791|XP_037903303.1|HILL	CG12071|NP_651832.3|DMEL
OG0001876	LOC119658387|XP_037921683.1|HILL	Mvd|NP_573068.3|DMEL
OG0001877	LOC119657237|XP_037919979.1|HILL	CG2662|NP_570018.1|DMEL
OG0001878	LOC119656553|XP_037918847.1|HILL	Droj2|NP_650283.1|DMEL
OG0001879	LOC119658469|XP_037921815.1|HILL	stac|NP_651329.4|DMEL
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	P5cr|NP_524400.2|DMEL
OG0001881	LOC119658476|XP_037921841.1|HILL	lbe|NP_524435.2|DMEL
OG0001882	LOC119657673|XP_037920627.1|HILL	CG5882|NP_651540.1|DMEL
OG0001883	LOC119651092|XP_037910374.1|HILL	Cow|NP_001262857.1|DMEL
OG0001884	LOC119650850|XP_037909924.1|HILL	AdSS|NP_650918.1|DMEL
OG0001885	LOC119657133|XP_037919832.1|HILL	CG6770|NP_609539.1|DMEL
OG0001886	LOC119651262|XP_037910690.1|HILL	CG9356|NP_649889.1|DMEL
OG0001887	LOC119654633|XP_037916033.1|HILL	ND-B14|NP_610629.1|DMEL
OG0001888	LOC119646671|XP_037903129.1|HILL	CG12173|NP_649523.1|DMEL
OG0001889	LOC119656485|XP_037918737.1|HILL	APC4|NP_572522.2|DMEL
OG0001890	LOC119651162|XP_037910508.1|HILL	CG5274|NP_649222.1|DMEL
OG0001891	LOC119652430|XP_037912482.1|HILL	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC119650670|XP_037909548.1|HILL	vtd|NP_001015132.1|DMEL
OG0001893	LOC119652824|XP_037913081.1|HILL	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC119652620|XP_037912792.1|HILL	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC119658873|XP_037922570.1|HILL	Gyf|NP_001162827.1|DMEL
OG0001897	LOC119656602|XP_037918959.1|HILL	tws|NP_476880.1|DMEL
OG0001898	LOC119658001|XP_037921149.1|HILL	mh|NP_573032.1|DMEL
OG0001899	LOC119651575|XP_037911139.1|HILL	CG7720|NP_650753.1|DMEL
OG0001900	LOC119648331|XP_037905953.1|HILL	lush|NP_524162.1|DMEL
OG0001901	LOC119651068|XP_037910333.1|HILL	CG31635|NP_001260135.1|DMEL
OG0001902	LOC119652347|XP_037912302.1|HILL	Myo81F|NP_001303492.1|DMEL
OG0001903	LOC119652506|XP_037912622.1|HILL	CG1103|NP_001036660.1|DMEL
OG0001904	LOC119652679|XP_037912878.1|HILL	NSD|NP_733239.1|DMEL
OG0001905	LOC119651490|XP_037911032.1|HILL	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL	Calx|NP_001247215.1|DMEL
OG0001907	LOC119652852|XP_037913137.1|HILL	caz|NP_523365.2|DMEL
OG0001908	LOC119651753|XP_037911418.1|HILL	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC119657004|XP_037919671.1|HILL	Hexo2|NP_525081.1|DMEL
OG0001910	LOC119652713|XP_037912926.1|HILL	ohgt|NP_649973.1|DMEL
OG0001911	LOC119651203|XP_037910572.1|HILL	CG42342|NP_001189234.1|DMEL
OG0001912	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL	CG8093|NP_611020.1|DMEL
OG0001914	LOC119650748|XP_037909758.1|HILL	mask|NP_001247280.1|DMEL
OG0001915	LOC119649037|XP_037906924.1|HILL	ACXD|NP_620469.2|DMEL
OG0001916	LOC119659318|XP_037923266.1|HILL	Topors|NP_611388.1|DMEL
OG0001917	LOC119648161|XP_037905664.1|HILL	CG8492|NP_648151.2|DMEL
OG0001918	LOC119648279|XP_037905861.1|HILL	CG15014|NP_647892.1|DMEL
OG0001919	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL	CG30467|NP_611044.1|DMEL
OG0001920	LOC119650198|XP_037908693.1|HILL	fwd|NP_001356971.1|DMEL
OG0001921	LOC119650073|XP_037908499.1|HILL	cbc|NP_610876.1|DMEL
OG0001922	LOC119650082|XP_037908513.1|HILL	asrij|NP_001261143.1|DMEL
OG0001923	LOC119650384|XP_037909052.1|HILL	Mp|NP_001246651.1|DMEL
OG0001924	LOC119647996|XP_037905309.1|HILL	CG17691|NP_001104018.1|DMEL
OG0001925	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL	CG10672|NP_647946.1|DMEL
OG0001926	LOC119649480|XP_037907577.1|HILL	ImpE1|NP_524849.2|DMEL
OG0001927	LOC119646736|XP_037903241.1|HILL	Nup54|NP_610783.1|DMEL
OG0001928	LOC119647619|XP_037904589.1|HILL	CG8009|NP_648400.1|DMEL
OG0001929	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL	Rbfox1|NP_001246707.1|DMEL
OG0001930	LOC119651261|XP_037910688.1|HILL	GEFmeso|NP_788403.2|DMEL
OG0001931	LOC119648402|XP_037906072.1|HILL	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL
OG0001932	LOC119648398|XP_037906067.1|HILL	JIL-1|NP_648432.1|DMEL
OG0001933	LOC119648765|XP_037906522.1|HILL	CG4866|NP_611224.1|DMEL
OG0001934	LOC119649388|XP_037907437.1|HILL	Gem3|NP_524019.1|DMEL
OG0001935	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL	l_3_72Dp|NP_730119.1|DMEL
OG0001937	LOC119661170|XP_037926313.1|HILL	Fs|NP_652376.2|DMEL
OG0001938	LOC119661149|XP_037926289.1|HILL	CG18335|NP_610666.1|DMEL
OG0001939	LOC119659184|XP_037923072.1|HILL	CG15650|NP_611529.1|DMEL
OG0001940	LOC119647200|XP_037903942.1|HILL	CG46385|NP_001356959.1|DMEL
OG0001941	LOC119648112|XP_037905558.1|HILL	Atac3|NP_001246531.1|DMEL
OG0001943	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL	CG13055|NP_648851.1|DMEL
OG0001944	LOC119649745|XP_037907962.1|HILL	Mtch|NP_523869.1|DMEL
OG0001945	LOC119661393|XP_037926646.1|HILL	Dgk|NP_724619.2|DMEL
OG0001946	LOC119653908|XP_037914985.1|HILL	Cyt-b5|NP_610294.1|DMEL
OG0001947	LOC119661314|XP_037926534.1|HILL	HLH54F|NP_477302.1|DMEL
OG0001948	LOC119648154|XP_037905653.1|HILL	CG6179|NP_573288.1|DMEL
OG0001949	LOC119649181|XP_037907136.1|HILL	Eip78C|NP_524195.2|DMEL
OG0001950	LOC119661016|XP_037926092.1|HILL	Itpr|NP_730941.1|DMEL
OG0001951	LOC119647100|XP_037903799.1|HILL	jbug|NP_001261140.1|DMEL
OG0001952	LOC119659888|XP_037924136.1|HILL	TpnC41C|NP_523619.2|DMEL
OG0001953	LOC119661457|XP_037926741.1|HILL	Oatp58Dc|NP_001097409.1|DMEL
OG0001954	LOC119647112|XP_037903819.1|HILL	KCNQ|NP_788300.3|DMEL
OG0001955	LOC119647118|XP_037903833.1|HILL	CG17765|NP_610592.1|DMEL
OG0001956	LOC119647496|XP_037904382.1|HILL	nmo|NP_001356976.1|DMEL
OG0001957	LOC119659267|XP_037923194.1|HILL	RpL29|NP_477203.1|DMEL
OG0001958	LOC119661584|XP_037926911.1|HILL	CG30116|NP_725799.1|DMEL
OG0001959	LOC119648719|XP_037906455.1|HILL	Toll-9|NP_649214.1|DMEL
OG0001960	LOC119647828|XP_037904996.1|HILL	Psa|NP_728614.1|DMEL
OG0001961	LOC119661384|XP_037926630.1|HILL	Dll|NP_001137759.1|DMEL
OG0001962	LOC119653650|XP_037914398.1|HILL	phr|NP_523653.2|DMEL
OG0001963	LOC119648319|XP_037905928.1|HILL	CG9706|NP_001356982.1|DMEL
OG0001964	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL	smid|NP_523959.2|DMEL
OG0001965	LOC119649847|XP_037908129.1|HILL	CG42747|NP_648045.2|DMEL
OG0001966	LOC119646800|XP_037903318.1|HILL	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC119659887|XP_037924171.1|HILL	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC119649424|XP_037907499.1|HILL	NijA|NP_996040.1|DMEL
OG0001969	LOC119661195|XP_037926345.1|HILL	Orc1|NP_477303.1|DMEL
OG0001970	LOC119648481|XP_037906174.1|HILL	blw|NP_726243.1|DMEL
OG0001971	LOC119655219|XP_037916926.1|HILL	CG11041|NP_611453.2|DMEL
OG0001972	LOC119659168|XP_037923047.1|HILL	IFT20|NP_724409.3|DMEL
OG0001973	LOC119646351|XP_037902713.1|HILL	CG43795|NP_001097435.2|DMEL
OG0001974	LOC119646579|XP_037902999.1|HILL	Myd88|NP_610479.1|DMEL
OG0001975	LOC119648358|XP_037905999.1|HILL	CG13806|NP_647708.1|DMEL
OG0001976	LOC119654729|XP_037916185.1|HILL	SmD3|NP_725106.1|DMEL
OG0001978	LOC119646769|XP_037903279.1|HILL	Arr1|NP_476681.1|DMEL
OG0001979	LOC119661563|XP_037926885.1|HILL	Rack1|NP_477269.1|DMEL
OG0001980	LOC119649846|XP_037908130.1|HILL	galectin|NP_608487.1|DMEL
OG0001981	LOC119653257|XP_037913793.1|HILL	fusl|NP_608923.1|DMEL
OG0001982	LOC119651562|XP_037911123.1|HILL	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC119660966|XP_037925954.1|HILL	AGO3|NP_001036627.2|DMEL
OG0001984	LOC119651214|XP_037910593.1|HILL	CG9154|NP_608993.2|DMEL
OG0001985	LOC119650304|XP_037908878.1|HILL	Apoltp|NP_995670.2|DMEL
OG0001986	LOC119647314|XP_037904168.1|HILL	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC119660727|XP_037925308.1|HILL	su_sable_|NP_476754.1|DMEL
OG0001988	LOC119661433|XP_037926706.1|HILL	EDTP|NP_995873.2|DMEL
OG0001989	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL	loh|NP_609406.2|DMEL
OG0001991	LOC119646940|XP_037903558.1|HILL	DIP-lambda|NP_001334747.1|DMEL
OG0001992	LOC119647247|XP_037904053.1|HILL	CG31760|NP_723730.2|DMEL
OG0001993	LOC119651039|XP_037910285.1|HILL	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC119661576|XP_037926903.1|HILL	TFAM|NP_732527.1|DMEL
OG0001995	LOC119652957|XP_037913281.1|HILL	CG10194|NP_609973.1|DMEL
OG0001996	LOC119646634|XP_037903074.1|HILL	nompC|NP_523483.2|DMEL
OG0001997	LOC119661401|XP_037926657.1|HILL	CG3894|NP_611963.5|DMEL
OG0001998	LOC119646269|XP_037902604.1|HILL	Eps-15|NP_611965.2|DMEL
OG0001999	LOC119654824|XP_037916320.1|HILL	Hr3|NP_001334718.1|DMEL
OG0002000	LOC119657620|XP_037920554.1|HILL	CG14274|NP_609212.2|DMEL
OG0002001	LOC119651608|XP_037911192.1|HILL	kel|NP_476589.4|DMEL
OG0002002	LOC119646462|XP_037902838.1|HILL	Dera|NP_610781.1|DMEL
OG0002003	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC119652691|XP_037912896.1|HILL	qua|NP_001246066.1|DMEL
OG0002005	LOC119652676|XP_037912873.1|HILL	PRL-1|NP_609780.1|DMEL
OG0002006	LOC119652692|XP_037912901.1|HILL	Ziz|NP_001260200.1|DMEL
OG0002007	LOC119647145|XP_037903867.1|HILL	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC119660773|XP_037925469.1|HILL	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC119661080|XP_037926200.1|HILL	fd59A|NP_523814.1|DMEL
OG0002010	LOC119652866|XP_037913151.1|HILL	Argl|NP_609257.3|DMEL
OG0002011	LOC119646725|XP_037903232.1|HILL	nesd|NP_610025.1|DMEL
OG0002012	LOC119656680|XP_037919095.1|HILL	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC119650589|XP_037909361.1|HILL	Lim3|NP_001260559.1|DMEL
OG0002014	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL	CG10527|NP_611544.1|DMEL
OG0002015	LOC119646430|XP_037902808.1|HILL	Uro|NP_476779.1|DMEL
OG0002016	LOC119646971|XP_037903601.1|HILL	babo|NP_476999.1|DMEL
OG0002017	LOC119651134|XP_037910456.1|HILL	Nos|NP_523541.2|DMEL
OG0002018	LOC119651428|XP_037910953.1|HILL	Daxx|NP_609035.2|DMEL
OG0002019	LOC119646570|XP_037902989.1|HILL	vir-1|NP_723746.1|DMEL
OG0002020	LOC119652879|XP_037913171.1|HILL	RanGAP|NP_476712.1|DMEL
OG0002021	LOC119659470|XP_037923533.1|HILL	tud|NP_476773.1|DMEL
OG0002022	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL	CG14397|NP_001163027.1|DMEL
OG0002023	LOC119656328|XP_037918719.1|HILL	ry|NP_524337.1|DMEL
OG0002024	LOC119658398|XP_037921718.1|HILL	CG4968|NP_609375.1|DMEL
OG0002025	LOC119661327|XP_037926555.1|HILL	salm|NP_723670.2|DMEL
OG0002026	LOC119647988|XP_037905301.1|HILL	CG7139|NP_649378.1|DMEL
OG0002027	LOC119655920|XP_037918014.1|HILL	px|NP_726208.1|DMEL
OG0002028	LOC119654882|XP_037916419.1|HILL	CG5554|NP_001286784.1|DMEL
OG0002029	LOC119659931|XP_037924197.1|HILL	Sse|NP_523935.1|DMEL
OG0002030	LOC119659276|XP_037923212.1|HILL	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC119655014|XP_037916612.1|HILL	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC119653873|XP_037914909.1|HILL	Snmp1|NP_650953.1|DMEL
OG0002033	LOC119656155|XP_037918417.1|HILL	Ork1|NP_001285097.1|DMEL
OG0002034	LOC119654370|XP_037915646.1|HILL	DAAM|NP_001188522.1|DMEL
OG0002035	LOC119660316|XP_037924719.1|HILL	Dhod|NP_477224.1|DMEL
OG0002036	LOC119660612|XP_037925233.1|HILL	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC119649129|XP_037907062.1|HILL	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC119647281|XP_037904102.1|HILL	CG4390|NP_732486.2|DMEL
OG0002039	LOC119658624|XP_037922050.1|HILL	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC119660134|XP_037924461.1|HILL	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC119653539|XP_037914144.1|HILL	Acsl|NP_001260810.1|DMEL
OG0002042	LOC119659806|XP_037924004.1|HILL	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC119658578|XP_037921956.1|HILL	CG2100|NP_649578.1|DMEL
OG0002044	LOC119658718|XP_037922266.1|HILL	loco|NP_732773.1|DMEL
OG0002045	LOC119659915|XP_037924168.1|HILL	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC119659215|XP_037923116.1|HILL	CG11077|NP_651944.1|DMEL
OG0002047	LOC119655731|XP_037917709.1|HILL	CG14200|NP_573387.1|DMEL
OG0002048	LOC119659298|XP_037923237.1|HILL	CG10038|NP_650176.3|DMEL
OG0002049	LOC119658688|XP_037922201.1|HILL	sals|NP_731573.1|DMEL
OG0002050	LOC119658589|XP_037921977.1|HILL	nsl1|NP_732069.3|DMEL
OG0002051	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL	CG30022|NP_725047.2|DMEL
OG0002052	LOC119659533|XP_037923602.1|HILL	CG33257|NP_996107.1|DMEL
OG0002053	LOC119659501|XP_037923555.1|HILL	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL
OG0002054	LOC119660002|XP_037924308.1|HILL	CG12170|NP_649565.1|DMEL
OG0002055	LOC119659025|XP_037922848.1|HILL	Tango9|NP_650136.1|DMEL
OG0002056	LOC119653891|XP_037914941.1|HILL	Gcn5|NP_648586.2|DMEL
OG0002057	LOC119655930|XP_037918040.1|HILL	CG6144|NP_001033895.1|DMEL
OG0002058	LOC119655360|XP_037917145.1|HILL	thoc7|NP_728489.2|DMEL
OG0002059	LOC119655733|XP_037917711.1|HILL	MED28|NP_651397.1|DMEL
OG0002060	LOC119655395|XP_037917200.1|HILL	jef|NP_610983.1|DMEL
OG0002061	LOC119653456|XP_037913993.1|HILL	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC119653676|XP_037914444.1|HILL	bbx|NP_001259770.1|DMEL
OG0002063	LOC119655005|XP_037916601.1|HILL	APC7|NP_572329.3|DMEL
OG0002064	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL	Rop|NP_523916.2|DMEL
OG0002065	LOC119648983|XP_037906831.1|HILL	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC119659689|XP_037923854.1|HILL	Mhcl|NP_732109.2|DMEL
OG0002067	LOC119660524|XP_037925073.1|HILL	Snap29|NP_523831.1|DMEL
OG0002068	LOC119659187|XP_037923075.1|HILL	Atg7|NP_611350.1|DMEL
OG0002069	LOC119653847|XP_037914822.1|HILL	CG17486|NP_001036446.2|DMEL
OG0002070	LOC119656700|XP_037919135.1|HILL	Fdh|NP_524310.1|DMEL
OG0002071	LOC119655665|XP_037917579.1|HILL	Osbp|NP_477271.1|DMEL
OG0002072	LOC119659080|XP_037922923.1|HILL	Rrp42|NP_725517.2|DMEL
OG0002073	LOC119650208|XP_037908702.1|HILL	Plp|NP_001027574.2|DMEL
OG0002074	LOC119655850|XP_037917896.1|HILL	CG11807|NP_611017.1|DMEL
OG0002075	LOC119649972|XP_037908337.1|HILL	SmE|NP_609162.1|DMEL
OG0002076	LOC119656236|XP_037918582.1|HILL	ReepA|NP_001188988.1|DMEL
OG0002077	LOC119654575|XP_037915958.1|HILL	mwh|NP_001261244.1|DMEL
OG0002078	LOC119655664|XP_037917578.1|HILL	CG16935|NP_610914.2|DMEL
OG0002079	LOC119650394|XP_037909083.1|HILL	Ssk|NP_649184.1|DMEL
OG0002080	LOC119654626|XP_037916026.1|HILL	CG30456|NP_611188.3|DMEL
OG0002081	LOC119654662|XP_037916081.1|HILL	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC119656303|XP_037918675.1|HILL	unc-104|NP_611155.3|DMEL
OG0002083	LOC119653504|XP_037914088.1|HILL	PsGEF|NP_996333.4|DMEL
OG0002084	LOC119656315|XP_037918691.1|HILL	CG3500|NP_611783.1|DMEL
OG0002085	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL	CG13506|NP_611666.2|DMEL
OG0002086	LOC119655635|XP_037917536.1|HILL	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC119654374|XP_037915655.1|HILL	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC119647909|XP_037905155.1|HILL	CG32425|NP_730546.1|DMEL
OG0002089	LOC119654913|XP_037916475.1|HILL	gcl|NP_724708.1|DMEL
OG0002090	LOC119648685|XP_037906409.1|HILL	Syx13|NP_524054.1|DMEL
OG0002091	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL	CG13575|NP_611903.1|DMEL
OG0002092	LOC119647664|XP_037904667.1|HILL	fax|NP_524106.3|DMEL
OG0002093	LOC119653692|XP_037914490.1|HILL	GM130|NP_611642.2|DMEL
OG0002094	LOC119653481|XP_037914036.1|HILL	PHDP|NP_523834.1|DMEL
OG0002095	LOC119653426|XP_037913933.1|HILL	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL
OG0002096	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL	Asx|NP_001260969.1|DMEL
OG0002097	LOC119654127|XP_037915218.1|HILL	clos|NP_001097246.3|DMEL
OG0002098	LOC119649830|XP_037908100.1|HILL	CG7166|NP_649339.2|DMEL
OG0002099	LOC119653875|XP_037914911.1|HILL	CG9601|NP_649792.3|DMEL
OG0002100	LOC119647613|XP_037904574.1|HILL	MsrA|NP_001261879.1|DMEL
OG0002101	LOC119655574|XP_037917430.1|HILL	pdm3|NP_001188885.2|DMEL
OG0002102	LOC119653572|XP_037914228.1|HILL	tapas|NP_611475.3|DMEL
OG0002103	LOC119652473|XP_037912571.1|HILL	Coq2|NP_649789.1|DMEL
OG0002107	LOC119646747|XP_037903252.1|HILL	CG12299|NP_609448.1|DMEL
OG0002110	LOC119647779|XP_037904889.1|HILL	CG33647|NP_001027136.1|DMEL, CG33644|NP_001027259.1|DMEL
OG0002117	LOC119657828|XP_037920874.1|HILL	CG7744|NP_611422.2|DMEL
OG0002118	LOC119656808|XP_037919354.1|HILL	nvd|NP_001097670.1|DMEL
OG0002119	LOC119658634|XP_037922087.1|HILL	Smg6|NP_651321.1|DMEL
OG0002120	LOC119660744|XP_037925393.1|HILL	sv|NP_524633.3|DMEL
OG0002121	LOC119651294|XP_037910741.1|HILL	Usp1|NP_733282.1|DMEL
OG0002123	LOC119648401|XP_037906075.1|HILL	cdc14|NP_609153.1|DMEL
OG0002124	LOC119657220|XP_037919960.1|HILL	CG32548|NP_728167.1|DMEL
OG0002125	LOC119650671|XP_037909550.1|HILL	ckn|NP_611009.1|DMEL
OG0002126	LOC119647832|XP_037905001.1|HILL	tzn|NP_730568.1|DMEL
OG0002127	LOC119657602|XP_037920529.1|HILL	Ankle2|NP_573221.2|DMEL
OG0002128	LOC119656607|XP_037918970.1|HILL	HisRS|NP_573305.2|DMEL
OG0002129	LOC119652830|XP_037913086.1|HILL	Epg5|NP_650752.2|DMEL
OG0002130	LOC119657247|XP_037919992.1|HILL	CG14795|NP_569925.2|DMEL
OG0002131	LOC119651496|XP_037911040.1|HILL	CG18600|NP_650708.1|DMEL
OG0002132	LOC119651555|XP_037911116.1|HILL	RpL7|NP_523531.1|DMEL
OG0002133	LOC119656658|XP_037919062.1|HILL	Paics|NP_572826.1|DMEL
OG0002134	LOC119653848|XP_037914824.1|HILL	CG8173|NP_573239.1|DMEL
OG0002135	LOC119656668|XP_037919077.1|HILL	mys|NP_524793.2|DMEL
OG0002136	LOC119659975|XP_037924269.1|HILL	trp|NP_476768.1|DMEL
OG0002137	LOC119656530|XP_037918803.1|HILL	CG5902|NP_651201.1|DMEL
OG0002138	LOC119661326|XP_037926552.1|HILL	Vps4|NP_573258.1|DMEL
OG0002139	LOC119646344|XP_037902706.1|HILL	Vap33|NP_570087.1|DMEL
OG0002140	LOC119658046|XP_037921217.1|HILL	fend|NP_572528.1|DMEL
OG0002141	LOC119658647|XP_037922113.1|HILL	RpL10|NP_651954.3|DMEL
OG0002142	LOC119652352|XP_037912360.1|HILL	CG9853|NP_001097680.1|DMEL
OG0002143	LOC119646616|XP_037903050.1|HILL	Tango14|NP_608577.2|DMEL
OG0002144	LOC119660743|XP_037925386.1|HILL	Mitf|NP_001245436.1|DMEL
OG0002145	LOC119661362|XP_037926640.1|HILL	CG5023|NP_650867.1|DMEL
OG0002146	LOC119650779|XP_037909815.1|HILL	lost|NP_649466.1|DMEL
OG0002147	LOC119657972|XP_037921111.1|HILL	CG43347|NP_001138185.2|DMEL
OG0002148	LOC119656565|XP_037918877.1|HILL	CG14969|NP_647809.3|DMEL
OG0002149	LOC119660866|XP_037925690.1|HILL	4E-T|NP_726619.2|DMEL
OG0002150	LOC119646740|XP_037903246.1|HILL	drd|NP_001033845.1|DMEL
OG0002151	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL	Nse4|NP_609405.2|DMEL
OG0002152	LOC119652511|XP_037912633.1|HILL	CG31122|NP_001356888.1|DMEL
OG0002153	LOC119652345|XP_037912298.1|HILL	dmrt99B|NP_524549.1|DMEL
OG0002154	LOC119657793|XP_037920805.1|HILL	inc|NP_569926.2|DMEL
OG0002155	LOC119658159|XP_037921355.1|HILL	tll|NP_524596.1|DMEL
OG0002156	LOC119660802|XP_037925559.1|HILL	CG7369|NP_649415.2|DMEL
OG0002157	LOC119651054|XP_037910311.1|HILL	timeout|NP_524341.3|DMEL
