Orthogroup	HILL.longest_only	DERE.longest_only
OG0002160	LOC119653182|XP_037913664.1|HILL	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC119650997|XP_037910210.1|HILL	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC119659601|XP_037923697.1|HILL	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC119652577|XP_037912719.1|HILL	LOC6550840|XP_026838584.1|DERE
OG0002164	LOC119658470|XP_037921820.1|HILL	LOC6554670|XP_026831531.1|DERE
OG0002165	LOC119651145|XP_037910477.1|HILL	LOC6549574|XP_026836335.1|DERE
OG0002166	LOC119646480|XP_037902861.1|HILL	LOC6541789|XP_001969694.1|DERE
OG0002167	LOC119660949|XP_037925889.1|HILL	LOC6547102|XP_001974782.1|DERE
OG0002168	LOC119658017|XP_037921174.1|HILL	LOC6548013|XP_026836903.1|DERE
OG0002169	LOC119658302|XP_037921533.1|HILL	LOC6543970|XP_001972220.1|DERE
OG0002170	LOC119660722|XP_037925301.1|HILL	LOC6555870|XP_026839059.1|DERE
OG0002171	LOC119657940|XP_037921057.1|HILL	LOC26526507|XP_026831785.1|DERE
OG0002172	LOC119657818|XP_037920860.1|HILL	LOC6554619|XP_001982177.1|DERE
OG0002173	LOC119660310|XP_037924716.1|HILL	LOC6543051|XP_001969904.1|DERE
OG0002174	LOC119651946|XP_037911728.1|HILL	LOC6552138|XP_001979931.1|DERE
OG0002175	LOC119651947|XP_037911729.1|HILL	LOC6552633|XP_001979930.1|DERE
OG0002176	LOC119652239|XP_037912142.1|HILL	LOC6553900|XP_001979573.1|DERE
OG0002177	LOC119651431|XP_037910957.1|HILL	LOC6552656|XP_001979855.1|DERE
OG0002178	LOC119656556|XP_037918862.1|HILL	LOC6554807|XP_001981585.1|DERE
OG0002179	LOC119652952|XP_037913273.1|HILL	LOC6555481|XP_015009274.2|DERE
OG0002180	LOC119653216|XP_037913716.1|HILL	LOC6555326|XP_001981213.2|DERE
OG0002181	LOC119657501|XP_037920363.1|HILL	LOC6549795|XP_001977318.1|DERE
OG0002182	LOC119653170|XP_037913639.1|HILL	LOC6553577|XP_015009618.2|DERE
OG0002183	LOC119654245|XP_037915415.1|HILL	LOC6547203|XP_001974789.1|DERE
OG0002184	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL	LOC6552608|XP_001979888.1|DERE
OG0002185	LOC119651143|XP_037910474.1|HILL	LOC6553094|XP_026833944.1|DERE
OG0002186	LOC119651163|XP_037910509.1|HILL	LOC6543493|XP_001969511.1|DERE
OG0002187	LOC119651707|XP_037911348.1|HILL	LOC6555168|XP_001982266.1|DERE
OG0002188	LOC119656601|XP_037918961.1|HILL	LOC6548119|XP_001976533.1|DERE
OG0002189	LOC119656534|XP_037918808.1|HILL	LOC26526499|XP_015014290.1|DERE
OG0002190	LOC119656531|XP_037918804.1|HILL	LOC6555203|XP_001982071.1|DERE
OG0002191	LOC119658503|XP_037921893.1|HILL	LOC6546301|XP_026833000.1|DERE
OG0002192	LOC119650042|XP_037908453.1|HILL	LOC6546319|XP_001972827.1|DERE
OG0002193	LOC119650569|XP_037909314.1|HILL	LOC6552034|XP_001980679.1|DERE
OG0002194	LOC119651777|XP_037911459.1|HILL	LOC6554357|XP_001981532.1|DERE
OG0002195	LOC119651763|XP_037911430.1|HILL	LOC6554348|XP_001982046.1|DERE
OG0002196	LOC119660377|XP_037924823.1|HILL	LOC6551765|XP_001980649.1|DERE
OG0002197	LOC119651176|XP_037910531.1|HILL	LOC6544639|XP_001970974.2|DERE
OG0002198	LOC119660590|XP_037925187.1|HILL	LOC6553605|XP_026839437.1|DERE
OG0002199	LOC119660116|XP_037924433.1|HILL	LOC6552924|XP_001980997.1|DERE
OG0002200	LOC119652671|XP_037912865.1|HILL	LOC6551457|XP_001977248.1|DERE
OG0002202	LOC119651531|XP_037911090.1|HILL	LOC6553393|XP_026832119.1|DERE
OG0002203	LOC119652412|XP_037912453.1|HILL	LOC6552139|XP_001979932.3|DERE
OG0002204	LOC119651218|XP_037910600.1|HILL	LOC6555448|XP_001981892.1|DERE
OG0002205	LOC119651865|XP_037911601.1|HILL	LOC6553203|XP_001980296.1|DERE
OG0002206	LOC119652902|XP_037913206.1|HILL	LOC6554915|XP_001982237.1|DERE
OG0002207	LOC119650917|XP_037910070.1|HILL	LOC6555453|XP_001981453.3|DERE
OG0002208	LOC119652747|XP_037912974.1|HILL	LOC6555455|XP_001981455.1|DERE
OG0002209	LOC119646183|XP_037902493.1|HILL	LOC6551540|XP_001978452.1|DERE
OG0002210	LOC119652626|XP_037912800.1|HILL	LOC6552712|XP_026831603.1|DERE
OG0002211	LOC119650782|XP_037909821.1|HILL	LOC6552747|XP_026839373.1|DERE
OG0002212	LOC119651457|XP_037910991.1|HILL	LOC6554067|XP_001979577.1|DERE
OG0002213	LOC119656652|XP_037919045.1|HILL	LOC6553183|XP_001979102.1|DERE
OG0002214	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL	LOC6552940|XP_001981017.3|DERE
OG0002215	LOC119651153|XP_037910489.1|HILL	LOC6552819|XP_026831444.1|DERE
OG0002216	LOC119658048|XP_037921220.1|HILL	LOC6554599|XP_001981334.1|DERE
OG0002217	LOC119651310|XP_037910765.1|HILL	LOC6552769|XP_001979954.1|DERE
OG0002218	LOC119657383|XP_037920196.1|HILL	LOC6550825|XP_001978083.1|DERE
OG0002219	LOC119657494|XP_037920350.1|HILL	LOC6553475|XP_026831678.1|DERE
OG0002220	LOC119658101|XP_037921295.1|HILL	LOC6553474|XP_001980268.2|DERE
OG0002221	LOC119648528|XP_037906224.1|HILL	LOC6545830|XP_026833942.1|DERE
OG0002222	LOC119659466|XP_037923481.1|HILL	LOC6548260|XP_001976625.2|DERE
OG0002223	LOC119660616|XP_037925236.1|HILL	LOC6548683|XP_026836616.1|DERE
OG0002224	LOC119659327|XP_037923288.1|HILL	LOC6541082|XP_026834935.1|DERE
OG0002225	LOC119647812|XP_037904959.1|HILL	LOC6544055|XP_026833391.1|DERE
OG0002226	LOC119646855|XP_037903406.1|HILL	LOC6541471|XP_001970746.1|DERE
OG0002227	LOC119654275|XP_037915480.1|HILL	LOC6542537|XP_026834120.1|DERE
OG0002228	LOC119646814|XP_037903343.1|HILL	LOC6541455|XP_001970492.1|DERE
OG0002229	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL	LOC6548569|XP_001976641.2|DERE
OG0002230	LOC119651222|XP_037910610.1|HILL	LOC6546667|XP_001975860.1|DERE
OG0002231	LOC119650627|XP_037909458.1|HILL	LOC6542927|XP_001970649.1|DERE
OG0002232	LOC119647095|XP_037903793.1|HILL	LOC6547660|XP_001974987.1|DERE
OG0002233	LOC119649443|XP_037907522.1|HILL	LOC6545012|XP_001972539.2|DERE
OG0002234	LOC119659812|XP_037924026.1|HILL	LOC6547117|XP_001976108.1|DERE
OG0002235	LOC119656207|XP_037918530.1|HILL	LOC6548470|XP_026836561.1|DERE
OG0002236	LOC119654446|XP_037915780.1|HILL	LOC6548056|XP_001976517.2|DERE
OG0002237	LOC119648981|XP_037906834.1|HILL	LOC6548400|XP_026836443.1|DERE
OG0002238	LOC119646673|XP_037903131.1|HILL	LOC6541031|XP_015014715.1|DERE
OG0002239	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL	LOC6546726|XP_001975879.1|DERE
OG0002240	LOC119653608|XP_037914303.1|HILL	LOC6548078|XP_001975170.1|DERE
OG0002241	LOC119649540|XP_037907655.1|HILL	LOC6545820|XP_001972173.2|DERE
OG0002242	LOC119650457|XP_037909241.1|HILL	LOC6545674|XP_001971656.1|DERE
OG0002243	LOC119648974|XP_037906824.1|HILL	LOC6553722|XP_001979433.1|DERE
OG0002244	LOC119648399|XP_037906071.1|HILL	LOC6544035|XP_001972338.1|DERE
OG0002245	LOC119647821|XP_037904979.1|HILL	LOC6543945|XP_001971402.3|DERE
OG0002246	LOC119661166|XP_037926309.1|HILL	LOC6543118|XP_026835007.1|DERE
OG0002247	LOC119649772|XP_037908000.1|HILL	LOC26527057|XP_015012905.1|DERE
OG0002248	LOC119650105|XP_037908553.1|HILL	LOC6543887|XP_026833911.1|DERE
OG0002249	LOC119650067|XP_037908492.1|HILL	LOC26527080|XP_015014393.1|DERE
OG0002250	LOC119661059|XP_037926188.1|HILL	LOC6547824|XP_001974972.1|DERE
OG0002251	LOC119646912|XP_037903511.1|HILL	LOC6547822|XP_026836725.1|DERE
OG0002252	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL	LOC6547635|XP_026836719.1|DERE
OG0002253	LOC119661309|XP_037926529.1|HILL	LOC26526461|XP_015012805.1|DERE
OG0002254	LOC119659864|XP_037924104.1|HILL	LOC6554486|XP_001981931.1|DERE
OG0002255	LOC119659877|XP_037924124.1|HILL	LOC6550392|XP_001977774.1|DERE
OG0002256	LOC119647267|XP_037904084.1|HILL	LOC6547554|XP_026836187.1|DERE
OG0002257	LOC119659138|XP_037923001.1|HILL	LOC6547278|XP_026837132.1|DERE
OG0002258	LOC119649712|XP_037907914.1|HILL	LOC6544800|XP_001971519.1|DERE
OG0002259	LOC119660723|XP_037925304.1|HILL	LOC6550691|XP_026837358.1|DERE
OG0002260	LOC119650103|XP_037908551.1|HILL	LOC6545489|XP_026832831.1|DERE
OG0002261	LOC119649098|XP_037907029.1|HILL	LOC6545523|XP_001973364.1|DERE
OG0002262	LOC119655348|XP_037917128.1|HILL	LOC6542982|XP_026835098.1|DERE
OG0002263	LOC119649924|XP_037908255.1|HILL	LOC6544894|XP_001973182.1|DERE
OG0002264	LOC119646417|XP_037902791.1|HILL	LOC6548639|XP_001976627.1|DERE
OG0002265	LOC119649321|XP_037907351.1|HILL	LOC6543584|XP_026832678.1|DERE
OG0002266	LOC119649683|XP_037907872.1|HILL	LOC6545781|XP_001973417.2|DERE
OG0002267	LOC119647746|XP_037904789.1|HILL	LOC6545154|XP_026833194.1|DERE
OG0002268	LOC119648816|XP_037906597.1|HILL	LOC6543620|XP_001973606.1|DERE
OG0002269	LOC119661153|XP_037926293.1|HILL	LOC6549006|XP_001975470.1|DERE
OG0002270	LOC119646408|XP_037902781.1|HILL	LOC6548773|XP_026836209.1|DERE
OG0002271	LOC119647797|XP_037904933.1|HILL	LOC6544975|XP_026833188.1|DERE
OG0002272	LOC119647750|XP_037904797.1|HILL	LOC6545965|XP_001971179.1|DERE
OG0002273	LOC119649571|XP_037907701.1|HILL	LOC6543796|XP_026832294.1|DERE
OG0002274	LOC119647790|XP_037904910.1|HILL	LOC6543690|XP_026833912.1|DERE
OG0002275	LOC119647795|XP_037904925.1|HILL	LOC6543668|XP_001972966.1|DERE
OG0002277	LOC119649061|XP_037906973.1|HILL	LOC6545915|XP_001971139.1|DERE
OG0002278	LOC119650383|XP_037909050.1|HILL	LOC6544336|XP_026832586.1|DERE
OG0002279	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL	LOC6545586|XP_026832628.1|DERE
OG0002280	LOC119648199|XP_037905723.1|HILL	LOC6544150|XP_015013065.1|DERE
OG0002281	LOC119648008|XP_037905336.1|HILL	LOC6544014|XP_001973014.1|DERE
OG0002282	LOC119649086|XP_037907016.1|HILL	LOC26526608|XP_015014312.1|DERE
OG0002283	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL	LOC6547804|XP_001976421.1|DERE
OG0002284	LOC119646518|XP_037902906.1|HILL	LOC6543327|XP_001970523.1|DERE
OG0002285	LOC119650463|XP_037909255.1|HILL	LOC6551713|XP_001978520.1|DERE
OG0002286	LOC119649955|XP_037908319.1|HILL	LOC6547319|XP_001976343.2|DERE
OG0002287	LOC119653021|XP_037913392.1|HILL	LOC6548772|XP_026836429.1|DERE
OG0002288	LOC119648663|XP_037906373.1|HILL	LOC6544976|XP_026832209.1|DERE
OG0002289	LOC119649250|XP_037907246.1|HILL	LOC6545868|XP_001971637.1|DERE
OG0002290	LOC119651797|XP_037911508.1|HILL	LOC6541736|XP_026834749.1|DERE
OG0002291	LOC119647226|XP_037903991.1|HILL	LOC6541574|XP_026834469.1|DERE
OG0002292	LOC119653533|XP_037914141.1|HILL	LOC6542124|XP_026834964.1|DERE
OG0002293	LOC119659415|XP_037923419.1|HILL	LOC6543328|XP_001970842.3|DERE
OG0002294	LOC119661107|XP_037926231.1|HILL	LOC6552903|XP_001980986.1|DERE
OG0002295	LOC119653230|XP_037913745.1|HILL	LOC6541416|XP_026835233.1|DERE
OG0002296	LOC119652982|XP_037913322.1|HILL	LOC6541399|XP_026834512.1|DERE
OG0002297	LOC119659876|XP_037924122.1|HILL	LOC6553111|XP_001980017.3|DERE
OG0002298	LOC119656593|XP_037918937.1|HILL	LOC6548111|XP_026836377.1|DERE
OG0002299	LOC119657831|XP_037920880.1|HILL	LOC6547281|XP_001976148.1|DERE
OG0002300	LOC119653080|XP_037913497.1|HILL	LOC6543215|XP_001968829.2|DERE
OG0002301	LOC119653049|XP_037913441.1|HILL	LOC6548792|XP_015012013.1|DERE
OG0002302	LOC119650848|XP_037909921.1|HILL	LOC6548876|XP_001973972.2|DERE
OG0002303	LOC119653669|XP_037914431.1|HILL	LOC6555543|XP_001982412.1|DERE
OG0002304	LOC119652508|XP_037912624.1|HILL	LOC6541973|XP_026834909.1|DERE
OG0002305	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL	LOC6545929|XP_001973481.1|DERE
OG0002306	LOC119653029|XP_037913402.1|HILL	LOC6542204|XP_001969203.1|DERE
OG0002308	LOC119650780|XP_037909817.1|HILL	LOC6541344|XP_001969318.1|DERE
OG0002309	LOC119651381|XP_037910882.1|HILL	LOC6540623|XP_026835562.1|DERE, LOC113564224|XP_026835610.1|DERE
OG0002310	LOC119647257|XP_037904066.1|HILL	LOC6548796|XP_026836918.1|DERE
OG0002311	LOC119652655|XP_037912835.1|HILL	LOC6548941|XP_026836853.1|DERE
OG0002312	LOC119652707|XP_037912916.1|HILL	LOC6542302|XP_026835107.1|DERE
OG0002313	LOC119655802|XP_037917826.1|HILL	LOC6549396|XP_001975614.2|DERE
OG0002314	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL	LOC6542649|XP_001970443.1|DERE
OG0002315	LOC119655367|XP_037917156.1|HILL	LOC6546928|XP_001975999.1|DERE
OG0002316	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL	LOC6542702|XP_001969880.1|DERE
OG0002317	LOC119648385|XP_037906049.1|HILL	LOC6545950|XP_001972797.2|DERE
OG0002318	LOC119655108|XP_037916758.1|HILL	LOC6549229|XP_001974354.1|DERE
OG0002319	LOC119652959|XP_037913282.1|HILL	LOC6542647|XP_001969664.1|DERE
OG0002320	LOC119661768|XP_037927170.1|HILL	LOC6547659|XP_001974986.1|DERE
OG0002321	LOC119654879|XP_037916414.1|HILL	LOC6546881|XP_001975964.2|DERE
OG0002322	LOC119651720|XP_037911370.1|HILL	LOC6548898|XP_001974037.1|DERE
OG0002323	LOC119655386|XP_037917185.1|HILL	LOC6548788|XP_026836422.1|DERE
OG0002324	LOC119649617|XP_037907765.1|HILL	LOC6545526|XP_015012977.1|DERE
OG0002325	LOC119649629|XP_037907792.1|HILL	LOC6544007|XP_026833175.1|DERE
OG0002326	LOC119649630|XP_037907797.1|HILL	LOC6544008|XP_026832990.1|DERE
OG0002327	LOC119647579|XP_037904514.1|HILL	LOC26527069|XP_015010551.1|DERE
OG0002328	LOC119651995|XP_037911843.1|HILL	LOC6548944|XP_015011971.1|DERE
OG0002329	LOC119661282|XP_037926486.1|HILL	LOC6543188|XP_001968250.1|DERE
OG0002330	LOC119659245|XP_037923156.1|HILL	LOC6542510|XP_001968252.1|DERE
OG0002331	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL	LOC6550266|XP_001977717.1|DERE
OG0002332	LOC119659200|XP_037923095.1|HILL	LOC6546366|XP_001971327.1|DERE
OG0002333	LOC119657902|XP_037920990.1|HILL	LOC6548435|XP_026835749.1|DERE
OG0002334	LOC119652270|XP_037912182.1|HILL	LOC6542912|XP_001968848.1|DERE
OG0002335	LOC119656022|XP_037918209.1|HILL	LOC6540767|XP_001970392.2|DERE
OG0002336	LOC119648710|XP_037906447.1|HILL	LOC6545356|XP_001973296.1|DERE
OG0002337	LOC119661456|XP_037926740.1|HILL	LOC6543345|XP_001969185.2|DERE
OG0002338	LOC119646257|XP_037902586.1|HILL	LOC6542795|XP_026834640.1|DERE, LOC6541902|XP_026834641.1|DERE
OG0002339	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL	LOC6543045|XP_001968527.2|DERE
OG0002340	LOC119646924|XP_037903532.1|HILL	LOC6541527|XP_001969794.2|DERE
OG0002341	LOC119646973|XP_037903605.1|HILL	LOC6542838|XP_001969107.1|DERE
OG0002342	LOC119649030|XP_037906931.1|HILL	LOC6540634|XP_015015105.1|DERE
OG0002343	LOC119660713|XP_037925287.1|HILL	LOC6540689|XP_001968754.3|DERE
OG0002344	LOC119651744|XP_037911406.1|HILL	LOC6543275|XP_026838604.1|DERE
OG0002345	LOC119657767|XP_037920762.1|HILL	LOC6541714|XP_001970552.1|DERE
OG0002346	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL	LOC6542081|XP_001970102.1|DERE
OG0002347	LOC119646674|XP_037903132.1|HILL	LOC6546893|XP_001975974.1|DERE
OG0002348	LOC119647049|XP_037903733.1|HILL	LOC6543451|XP_001970277.1|DERE
OG0002349	LOC119658296|XP_037921522.1|HILL	LOC26526305|XP_015015486.2|DERE
OG0002350	LOC119657278|XP_037920050.1|HILL	LOC6542597|XP_001970553.1|DERE
OG0002351	LOC119646879|XP_037903434.1|HILL	LOC6546813|XP_001975923.1|DERE
OG0002352	LOC119647139|XP_037903859.1|HILL	LOC6546624|XP_001975840.1|DERE
OG0002353	LOC119652308|XP_037912247.1|HILL	LOC6541615|XP_001970933.1|DERE
OG0002354	LOC119652287|XP_037912211.1|HILL	LOC6542490|XP_001969251.1|DERE
OG0002355	LOC119651278|XP_037910710.1|HILL	LOC6548606|XP_026838666.1|DERE
OG0002356	LOC119660436|XP_037924918.1|HILL	LOC6547676|XP_001976224.1|DERE
OG0002357	LOC119653801|XP_037914745.1|HILL	LOC6552858|XP_001979943.1|DERE
OG0002358	LOC119656951|XP_037919596.1|HILL	LOC6542713|XP_001969421.1|DERE
OG0002359	LOC119657707|XP_037920678.1|HILL	LOC6550879|XP_001976819.2|DERE
OG0002360	LOC119652938|XP_037913255.1|HILL	LOC6546916|XP_001974119.1|DERE
OG0002361	LOC119650828|XP_037909898.1|HILL	LOC6545763|XP_001973407.1|DERE
OG0002362	LOC119647434|XP_037904283.1|HILL	LOC6541819|XP_015014831.1|DERE
OG0002363	LOC119652537|XP_037912672.1|HILL	LOC6542663|XP_001970133.1|DERE
OG0002364	LOC119649693|XP_037907892.1|HILL	LOC6542564|XP_026834141.1|DERE
OG0002365	LOC119661179|XP_037926325.1|HILL	LOC6543435|XP_001970137.1|DERE
OG0002366	LOC119661623|XP_037926971.1|HILL	LOC6540799|XP_026834658.1|DERE, LOC113564229|XP_026835615.1|DERE
OG0002367	LOC119661318|XP_037926538.1|HILL	LOC6541375|XP_001968359.1|DERE
OG0002368	LOC119652467|XP_037912566.1|HILL	LOC6543433|XP_001969505.1|DERE
OG0002369	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL	LOC6550454|XP_001977831.1|DERE
OG0002370	LOC119651809|XP_037911527.1|HILL	LOC6540903|XP_001969550.2|DERE
OG0002371	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL	LOC6540913|XP_001969553.1|DERE
OG0002372	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL	LOC6541979|XP_001968648.2|DERE
OG0002373	LOC119661102|XP_037926219.1|HILL	LOC6547231|XP_026835758.1|DERE
OG0002374	LOC119653043|XP_037913433.1|HILL	LOC6554269|XP_015008964.1|DERE
OG0002375	LOC119660203|XP_037924565.1|HILL	LOC6553434|XP_001979240.2|DERE
OG0002376	LOC119651132|XP_037910455.1|HILL	LOC6542481|XP_026835490.1|DERE
OG0002377	LOC119659088|XP_037922929.1|HILL	LOC6552404|XP_001978930.1|DERE
OG0002378	LOC119649998|XP_037908388.1|HILL	LOC6545022|XP_001972612.1|DERE
OG0002379	LOC119660040|XP_037924350.1|HILL	LOC6547577|XP_001976216.1|DERE
OG0002380	LOC119646172|XP_037902478.1|HILL	LOC6551334|XP_015011358.1|DERE
OG0002381	LOC119653793|XP_037914727.1|HILL	LOC6549596|XP_001975664.1|DERE
OG0002382	LOC119654175|XP_037915288.1|HILL	LOC6549685|XP_026837436.1|DERE
OG0002383	LOC119655164|XP_037916840.1|HILL	LOC6545853|XP_026833559.1|DERE
OG0002384	LOC119655722|XP_037917683.1|HILL	LOC6555622|XP_026837410.1|DERE
OG0002386	LOC119660530|XP_037925082.1|HILL	LOC6553937|XP_026839885.1|DERE
OG0002387	LOC119658632|XP_037922074.1|HILL	LOC6554612|XP_026836547.1|DERE
OG0002388	LOC119660597|XP_037925202.1|HILL	LOC6553114|XP_015010174.1|DERE
OG0002389	LOC119659861|XP_037924097.1|HILL	LOC6554240|XP_001982149.1|DERE
OG0002390	LOC119660777|XP_037925481.1|HILL	LOC6542093|XP_001969934.1|DERE
OG0002391	LOC119654799|XP_037916278.1|HILL	LOC6548139|XP_001975231.1|DERE
OG0002392	LOC119648776|XP_037906538.1|HILL	LOC6544267|XP_015013840.1|DERE
OG0002393	LOC119650098|XP_037908545.1|HILL	LOC6544230|XP_001973046.2|DERE
OG0002394	LOC119660569|XP_037925148.1|HILL	LOC6554671|XP_015009264.1|DERE
OG0002395	LOC119660359|XP_037924794.1|HILL	LOC6551900|XP_001980615.1|DERE
OG0002396	LOC119646132|XP_037902409.1|HILL	LOC6546768|XP_015011690.1|DERE
OG0002397	LOC119660308|XP_037924711.1|HILL	LOC6541662|XP_001970817.2|DERE
OG0002398	LOC119655398|XP_037917203.1|HILL	LOC6549892|XP_001977369.1|DERE
OG0002399	LOC119654108|XP_037915199.1|HILL	LOC6542773|XP_001970784.2|DERE
OG0002400	LOC119655117|XP_037916767.1|HILL	LOC6548187|XP_001975209.2|DERE
OG0002401	LOC119660972|XP_037925964.1|HILL	LOC6555874|XP_026838994.1|DERE
OG0002402	LOC119658794|XP_037922439.1|HILL	LOC6553260|XP_015009841.1|DERE
OG0002403	LOC119658795|XP_037922441.1|HILL	LOC6553261|XP_001980151.1|DERE
OG0002404	LOC119658822|XP_037922481.1|HILL	LOC6552015|XP_001978780.1|DERE
OG0002405	LOC119658571|XP_037921946.1|HILL	LOC6552398|XP_001978924.1|DERE
OG0002406	LOC119648375|XP_037906032.1|HILL	LOC6545268|XP_001973266.1|DERE
OG0002407	LOC119658730|XP_037922320.1|HILL	LOC6554296|XP_026833636.1|DERE
OG0002408	LOC119660604|XP_037925218.1|HILL	LOC6552206|XP_001978936.1|DERE
OG0002410	LOC119660586|XP_037925170.1|HILL	LOC6554101|XP_026839706.1|DERE
OG0002411	LOC119659118|XP_037922970.1|HILL	LOC6552462|XP_001980880.1|DERE
OG0002412	LOC119658884|XP_037922597.1|HILL	LOC26526330|XP_015015490.1|DERE
OG0002413	LOC119655404|XP_037917215.1|HILL	LOC6551529|XP_026837950.1|DERE
OG0002414	LOC119649954|XP_037908318.1|HILL	LOC6545581|XP_001971115.1|DERE
OG0002415	LOC119659203|XP_037923099.1|HILL	LOC6553795|XP_015010086.1|DERE
OG0002416	LOC119660796|XP_037925541.1|HILL	LOC6555817|XP_026839129.1|DERE
OG0002417	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL	LOC6542741|XP_001968127.1|DERE
OG0002418	LOC119658681|XP_037922173.1|HILL	LOC26527103|XP_026839306.1|DERE
OG0002419	LOC119653741|XP_037914593.1|HILL	LOC6551006|XP_001976874.1|DERE
OG0002420	LOC119647472|XP_037904337.1|HILL	LOC6546047|XP_026833759.1|DERE
OG0002421	LOC119647190|XP_037903929.1|HILL	LOC6554833|XP_001981989.1|DERE
OG0002422	LOC119659721|XP_037923904.1|HILL	LOC6553461|XP_001979258.1|DERE
OG0002423	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL	LOC6543853|XP_026832673.1|DERE, LOC6543852|XP_001972353.2|DERE
OG0002424	LOC119652081|XP_037911950.1|HILL	LOC6555878|XP_001982755.1|DERE
OG0002425	LOC119657196|XP_037919928.1|HILL	LOC6550662|XP_001978070.1|DERE
OG0002426	LOC119653442|XP_037913957.1|HILL	LOC6545122|XP_001971068.1|DERE
OG0002427	LOC119660873|XP_037925712.1|HILL	LOC6555873|XP_001982750.1|DERE
OG0002428	LOC119654226|XP_037915372.1|HILL	LOC6550421|XP_001977806.2|DERE
OG0002429	LOC119649762|XP_037907984.1|HILL	LOC6546285|XP_015013471.1|DERE
OG0002430	LOC119655477|XP_037917306.1|HILL	LOC6543222|XP_001970642.1|DERE
OG0002431	LOC119654180|XP_037915295.1|HILL	LOC6547652|XP_001974810.1|DERE
OG0002432	LOC119655856|XP_037917903.1|HILL	LOC6551281|XP_001976900.2|DERE
OG0002433	LOC119660906|XP_037925781.1|HILL	LOC6553895|XP_001979568.1|DERE
OG0002434	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL	LOC6552125|XP_001980786.1|DERE
OG0002436	LOC119654974|XP_037916562.1|HILL	LOC6549514|XP_001975696.1|DERE
OG0002437	LOC119656106|XP_037918349.1|HILL	LOC6549509|XP_001975731.3|DERE
OG0002438	LOC119654228|XP_037915376.1|HILL	LOC6555719|XP_015008744.1|DERE
OG0002439	LOC119652633|XP_037912809.1|HILL	LOC6543519|XP_026834752.1|DERE
OG0002440	LOC119650031|XP_037908440.1|HILL	LOC6546357|XP_001972889.1|DERE
OG0002441	LOC119654363|XP_037915637.1|HILL	LOC6541189|XP_026834348.1|DERE
OG0002442	LOC119654472|XP_037915818.1|HILL	LOC6546742|XP_001974535.2|DERE
OG0002443	LOC119655257|XP_037916981.1|HILL	LOC6547211|XP_015012542.1|DERE
OG0002444	LOC119655585|XP_037917455.1|HILL	LOC6548327|XP_026835849.1|DERE
OG0002445	LOC119654997|XP_037916592.1|HILL	LOC6549156|XP_001975716.1|DERE
OG0002446	LOC119655351|XP_037917131.1|HILL	LOC6549074|XP_001975593.1|DERE
OG0002447	LOC119648048|XP_037905436.1|HILL	LOC6545381|XP_001972588.2|DERE
OG0002448	LOC119655254|XP_037916980.1|HILL	LOC6548185|XP_001975094.1|DERE
OG0002449	LOC119655516|XP_037917352.1|HILL	LOC6548340|XP_001975296.1|DERE
OG0002450	LOC119651379|XP_037910880.1|HILL	LOC6551972|XP_001980657.1|DERE
OG0002451	LOC119654699|XP_037916141.1|HILL	LOC6542376|XP_001970402.1|DERE
OG0002452	LOC119656072|XP_037918280.1|HILL	LOC6548473|XP_001975192.1|DERE
OG0002453	LOC119654909|XP_037916465.1|HILL	LOC6548472|XP_001975191.1|DERE
OG0002454	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL	LOC6545226|XP_015013606.1|DERE
OG0002455	LOC119648741|XP_037906486.1|HILL	LOC6545200|XP_001971061.1|DERE
OG0002456	LOC119655658|XP_037917570.1|HILL	LOC6547326|XP_026835943.1|DERE, LOC113564333|XP_026836793.1|DERE
