Orthogroup	HILL.longest_only	DELE.longest_only
OG0000567	LOC119658459|XP_037921792.1|HILL	LOC108141358|XP_017120172.1|DELE
OG0000568	LOC119651423|XP_037910946.1|HILL	LOC108135908|XP_017112314.1|DELE, LOC108141116|XP_017119821.1|DELE
OG0000570	LOC119651757|XP_037911423.1|HILL, LOC119651789|XP_037911477.1|HILL	LOC108136985|XP_017113968.1|DELE, LOC108136983|XP_017113967.1|DELE
OG0000571	LOC119650737|XP_037909726.1|HILL	LOC108148742|XP_017131420.1|DELE, LOC108148681|XP_017131309.1|DELE
OG0000572	LOC119656874|XP_037919466.1|HILL	LOC108136863|XP_017113792.1|DELE, LOC108136866|XP_017113797.1|DELE
OG0000573	LOC119647662|XP_037904661.1|HILL	LOC108146302|XP_017127742.1|DELE, LOC108143411|XP_017123291.1|DELE
OG0000574	LOC119648800|XP_037906577.1|HILL	LOC108146732|XP_017128324.1|DELE, LOC108136828|XP_017113733.1|DELE
OG0000575	LOC119649338|XP_037907372.1|HILL	LOC108146581|XP_017128092.1|DELE, LOC108146935|XP_017128674.1|DELE
OG0000576	LOC119654044|XP_037915135.1|HILL, LOC119656149|XP_037918413.1|HILL	LOC108141226|XP_017119969.1|DELE, LOC108141225|XP_017119967.1|DELE
OG0000577	LOC119647125|XP_037903840.1|HILL	LOC108138878|XP_017116897.1|DELE
OG0000578	LOC119653922|XP_037915010.1|HILL	LOC108141940|XP_017121069.1|DELE, LOC108135381|XP_017111560.1|DELE
OG0000579	LOC119649997|XP_037908386.1|HILL	LOC108139301|XP_017117488.1|DELE, LOC108146978|XP_017128723.1|DELE
OG0000580	LOC119659551|XP_037923629.1|HILL	LOC108140387|XP_017118583.1|DELE, LOC108140386|XP_017118580.1|DELE
OG0000581	LOC119660219|XP_037924581.1|HILL	LOC108140600|XP_017118996.1|DELE
OG0000581	LOC119656791|XP_037919319.1|HILL	LOC108145571|XP_017126570.1|DELE
OG0000582	LOC119654484|XP_037915832.1|HILL	LOC108139842|XP_017118054.1|DELE, LOC108142515|XP_017121924.1|DELE
OG0000582	LOC119655822|XP_037917856.1|HILL	LOC108147053|XP_017128826.1|DELE
OG0000583	LOC119652023|XP_037911888.1|HILL	LOC108143424|XP_017123317.1|DELE, LOC108143434|XP_017123338.1|DELE
OG0000590	LOC119657678|XP_037920635.1|HILL	LOC108137429|XP_017114582.1|DELE
OG0000592	LOC119659301|XP_037923242.1|HILL	LOC108149643|XP_017132868.1|DELE, LOC108149710|XP_017132965.1|DELE
OG0000593	LOC119657963|XP_037921095.1|HILL	LOC108148558|XP_017131095.1|DELE, LOC108148120|XP_017130458.1|DELE
OG0000594	LOC119650603|XP_037909390.1|HILL	LOC108148869|XP_017131659.1|DELE, LOC108135041|XP_017111068.1|DELE
OG0000595	LOC119656301|XP_037918671.1|HILL	LOC108148856|XP_017131636.1|DELE
OG0000596	LOC119660452|XP_037924939.1|HILL	LOC108137343|XP_017114469.1|DELE, LOC108135757|XP_017112096.1|DELE
OG0000597	LOC119649414|XP_037907516.1|HILL	LOC108142939|XP_017122523.1|DELE, LOC108142940|XP_017122524.1|DELE
OG0000598	LOC119658412|XP_037921737.1|HILL, LOC119658411|XP_037921736.1|HILL	LOC108136890|XP_017113836.1|DELE
OG0000599	LOC119648545|XP_037906242.1|HILL	LOC108146357|XP_017127823.1|DELE
OG0000599	LOC119649853|XP_037908137.1|HILL	LOC108145616|XP_017126641.1|DELE
OG0000600	LOC119649439|XP_037907520.1|HILL	LOC108145033|XP_017125705.1|DELE, LOC108145023|XP_017125686.1|DELE
OG0000601	LOC119651174|XP_037910521.1|HILL	LOC108150725|XP_017134511.1|DELE, LOC108147926|XP_017130198.1|DELE
OG0000602	LOC119652820|XP_037913075.1|HILL	LOC108149248|XP_017132177.1|DELE, LOC108149565|XP_017132692.1|DELE
OG0000603	LOC119648835|XP_037906632.1|HILL	LOC108149432|XP_017132494.1|DELE
OG0000604	LOC119646162|XP_037902463.1|HILL	LOC108147930|XP_017130201.1|DELE, LOC108147931|XP_017130203.1|DELE
OG0000605	LOC119648165|XP_037905672.1|HILL, LOC119648166|XP_037905673.1|HILL, LOC119646796|XP_037903313.1|HILL, LOC119646425|XP_037902800.1|HILL	LOC108141697|XP_017120669.1|DELE
OG0000606	LOC119654719|XP_037916167.1|HILL	LOC108137388|XP_017114536.1|DELE
OG0000607	LOC119658756|XP_037922377.1|HILL	LOC108148402|XP_017130923.1|DELE, LOC108140798|XP_017119285.1|DELE
OG0000608	LOC119660519|XP_037925068.1|HILL	LOC108147102|XP_017128879.1|DELE
OG0000609	LOC119656119|XP_037918372.1|HILL	LOC108137150|XP_017114205.1|DELE, LOC108147832|XP_017130075.1|DELE
OG0000610	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL	LOC108135667|XP_017111991.1|DELE, LOC108141874|XP_017120964.1|DELE
OG0000611	LOC119653447|XP_037913970.1|HILL	LOC108145457|XP_017126388.1|DELE, LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE
OG0000614	LOC119656554|XP_037918852.1|HILL	LOC108148694|XP_017131330.1|DELE, LOC108137644|XP_017114957.1|DELE
OG0000615	LOC119660425|XP_037924901.1|HILL	LOC108136391|XP_017112991.1|DELE, LOC108139196|XP_017117325.1|DELE
OG0000616	LOC119658084|XP_037921275.1|HILL	LOC108136541|XP_017113322.1|DELE, LOC108136542|XP_017113325.1|DELE
OG0000617	LOC119657838|XP_037920889.1|HILL	LOC108147158|XP_017128969.1|DELE, LOC108134800|XP_017110742.1|DELE
OG0000618	LOC119661044|XP_037926164.1|HILL	LOC108143233|XP_017123020.1|DELE
OG0000619	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL	LOC108145162|XP_017125877.1|DELE
OG0000620	LOC119648679|XP_037906400.1|HILL	LOC108147637|XP_017129782.1|DELE, LOC108142470|XP_017121840.1|DELE
OG0000621	LOC119657646|XP_037920585.1|HILL	LOC108136809|XP_017113699.1|DELE, LOC108137216|XP_017114296.1|DELE
OG0000622	LOC119648724|XP_037906463.1|HILL	LOC108142781|XP_017122314.1|DELE, LOC108142628|XP_017122108.1|DELE
OG0000623	LOC119660837|XP_037925637.1|HILL	LOC108146254|XP_017127681.1|DELE
OG0000624	LOC119661506|XP_037926802.1|HILL	LOC108138863|XP_017116881.1|DELE, LOC108138855|XP_017116868.1|DELE
OG0000625	LOC119647703|XP_037904716.1|HILL	LOC108142590|XP_017122044.1|DELE, LOC108142170|XP_017121344.1|DELE, LOC108147529|XP_017129602.1|DELE
OG0000626	LOC119659286|XP_037923227.1|HILL	LOC108141295|XP_017120051.1|DELE, LOC108143560|XP_017123557.1|DELE
OG0000627	LOC119659638|XP_037923770.1|HILL	LOC108135694|XP_017112025.1|DELE, LOC108137214|XP_017114294.1|DELE
OG0000628	LOC119651049|XP_037910302.1|HILL	LOC108149236|XP_017132161.1|DELE, LOC108141993|XP_017121143.1|DELE
OG0000629	LOC119648529|XP_037906227.1|HILL	LOC108137038|XP_017114027.1|DELE, LOC108149468|XP_017132568.1|DELE
OG0000630	LOC119651180|XP_037910537.1|HILL	LOC108138883|XP_017116903.1|DELE, LOC108138932|XP_017116993.1|DELE
OG0000631	LOC119652812|XP_037913063.1|HILL	LOC108138258|XP_017115891.1|DELE, LOC108138255|XP_017115887.1|DELE
OG0000632	LOC119646777|XP_037903288.1|HILL	LOC108139081|XP_017117194.1|DELE, LOC108147778|XP_017129997.1|DELE
OG0000634	LOC119654420|XP_037915738.1|HILL	LOC108143689|XP_017123703.1|DELE
OG0000635	LOC119654737|XP_037916196.1|HILL	LOC108144972|XP_017125610.1|DELE
OG0000636	LOC119655022|XP_037916625.1|HILL	LOC108138675|XP_017116508.1|DELE, LOC108138687|XP_017116523.1|DELE
OG0000637	LOC119654896|XP_037916444.1|HILL	LOC108136359|XP_017112957.1|DELE, LOC108136328|XP_017112919.1|DELE
OG0000638	LOC119655413|XP_037917226.1|HILL	LOC108143822|XP_017123852.1|DELE
OG0000639	LOC119650418|XP_037909141.1|HILL	LOC108142361|XP_017121651.1|DELE
OG0000642	LOC119660062|XP_037924369.1|HILL	LOC108137878|XP_017115306.1|DELE, LOC108138607|XP_017116385.1|DELE
OG0000644	LOC119661516|XP_037926820.1|HILL	LOC108150337|XP_017133953.1|DELE, LOC108150371|XP_017134000.1|DELE, LOC108150351|XP_017133972.1|DELE
OG0000645	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL	LOC108134588|XP_017110435.1|DELE, LOC108138664|XP_017116494.1|DELE
OG0000646	LOC119652293|XP_037912218.1|HILL	LOC108136926|XP_017113889.1|DELE, LOC108148622|XP_017131210.1|DELE
OG0000647	LOC119657425|XP_037920255.1|HILL	LOC108148375|XP_017130889.1|DELE, LOC108135943|XP_017112383.1|DELE
OG0000648	LOC119657729|XP_037920700.1|HILL	LOC108136358|XP_017112955.1|DELE
OG0000649	LOC119656729|XP_037919190.1|HILL	LOC108136519|XP_017113274.1|DELE, LOC108136539|XP_017113319.1|DELE
OG0000650	LOC119656608|XP_037918973.1|HILL	LOC108136691|XP_017113503.1|DELE
OG0000650	LOC119660809|XP_037925577.1|HILL	LOC108145335|XP_017126211.1|DELE
OG0000651	LOC119651087|XP_037910365.1|HILL	LOC108146688|XP_017128233.1|DELE, LOC108146280|XP_017127709.1|DELE
OG0000652	LOC119647563|XP_037904526.1|HILL	LOC108149667|XP_017132901.1|DELE, LOC108147623|XP_017129768.1|DELE
OG0000653	LOC119652971|XP_037913303.1|HILL	LOC108134799|XP_017110741.1|DELE, LOC108141156|XP_017119871.1|DELE
OG0000654	LOC119648654|XP_037906354.1|HILL	LOC108146776|XP_017128408.1|DELE
OG0000655	LOC119661453|XP_037926732.1|HILL	LOC108145007|XP_017125660.1|DELE, LOC108147988|XP_017130292.1|DELE
OG0000656	LOC119659574|XP_037923659.1|HILL	LOC108135123|XP_017111215.1|DELE, LOC108135124|XP_017111218.1|DELE
OG0000657	LOC119647275|XP_037904095.1|HILL	LOC108145776|XP_017126834.1|DELE
OG0000657	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL	LOC108134718|XP_017110606.1|DELE
OG0000658	LOC119653510|XP_037914098.1|HILL	LOC108137325|XP_017114445.1|DELE, LOC108135396|XP_017111587.1|DELE
OG0000660	LOC119646862|XP_037903412.1|HILL	LOC108138757|XP_017116649.1|DELE
OG0000661	LOC119658210|XP_037921405.1|HILL	LOC108146819|XP_017128498.1|DELE, LOC108138860|XP_017116873.1|DELE
OG0000662	LOC119649469|XP_037907554.1|HILL	LOC108146452|XP_017127952.1|DELE, LOC108135752|XP_017112081.1|DELE
OG0000664	LOC119653762|XP_037914671.1|HILL	LOC108137164|XP_017114225.1|DELE
OG0000665	LOC119660145|XP_037924473.1|HILL	LOC108143881|XP_017123942.1|DELE, LOC108143786|XP_017123800.1|DELE
OG0000666	LOC119659675|XP_037923827.1|HILL	LOC108143554|XP_017123552.1|DELE, LOC108144347|XP_017124580.1|DELE
OG0000667	LOC119659459|XP_037923471.1|HILL	LOC108136353|XP_017112951.1|DELE, LOC108140392|XP_017118588.1|DELE
OG0000668	LOC119658829|XP_037922491.1|HILL	LOC108139193|XP_017117320.1|DELE
OG0000670	LOC119654928|XP_037916507.1|HILL	LOC108147667|XP_017129841.1|DELE, LOC108137186|XP_017114258.1|DELE
OG0000671	LOC119660816|XP_037925587.1|HILL	LOC108148338|XP_017130831.1|DELE, LOC108148908|XP_017131712.1|DELE
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC108145568|XP_017126565.1|DELE, LOC108134913|XP_017110915.1|DELE
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC108136216|XP_017112716.1|DELE, LOC108136031|XP_017112452.1|DELE
OG0000674	LOC119646666|XP_037903124.1|HILL	LOC108141673|XP_017120636.1|DELE
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC108142837|XP_017122392.1|DELE, LOC108142774|XP_017122304.1|DELE
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC108135284|XP_017111458.1|DELE, LOC108149456|XP_017132540.1|DELE
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC108135445|XP_017111677.1|DELE
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC108134900|XP_017110894.1|DELE, LOC108134826|XP_017110769.1|DELE
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC108139320|XP_017117516.1|DELE, LOC108136323|XP_017112912.1|DELE
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC108136835|XP_017113744.1|DELE
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC108135044|XP_017111070.1|DELE, LOC108147270|XP_017129163.1|DELE
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC108140855|XP_017119329.1|DELE, LOC108141095|XP_017119786.1|DELE
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC108145126|XP_017125830.1|DELE, LOC108134945|XP_017110957.1|DELE
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC108143345|XP_017123154.1|DELE, LOC108145659|XP_017126700.1|DELE
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC108144385|XP_017124649.1|DELE
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC108141533|XP_017120459.1|DELE, LOC108141532|XP_017120455.1|DELE
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC108147624|XP_017129769.1|DELE
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC108141855|XP_017120937.1|DELE, LOC108135583|XP_017111866.1|DELE
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC108145808|XP_017126887.1|DELE, LOC108145631|XP_017126656.1|DELE
OG0000693	LOC119657578|XP_037920474.1|HILL	LOC108136335|XP_017112928.1|DELE
OG0000693	LOC119657891|XP_037920962.1|HILL	LOC108136978|XP_017113959.1|DELE
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC108137637|XP_017114929.1|DELE, LOC108135610|XP_017111914.1|DELE
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC108134578|XP_017110421.1|DELE
OG0000696	LOC119646793|XP_037903310.1|HILL	LOC108142338|XP_017121581.1|DELE
OG0000696	LOC119661444|XP_037926717.1|HILL	LOC108138678|XP_017116514.1|DELE
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC108144087|XP_017124232.1|DELE, LOC108148263|XP_017130704.1|DELE
OG0000698	LOC119658246|XP_037921452.1|HILL	LOC108134688|XP_017110574.1|DELE
OG0000698	LOC119647067|XP_037903752.1|HILL	LOC108134682|XP_017110569.1|DELE
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC108139006|XP_017117090.1|DELE, LOC108137360|XP_017114486.1|DELE
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC108149327|XP_017132285.1|DELE, LOC108148008|XP_017130327.1|DELE
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC108149052|XP_017131887.1|DELE, LOC108135455|XP_017111689.1|DELE
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC108147153|XP_017128954.1|DELE, LOC108147151|XP_017128943.1|DELE
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC108149460|XP_017132547.1|DELE, LOC108141265|XP_017120018.1|DELE
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC108136205|XP_017112695.1|DELE, LOC108142898|XP_017122474.1|DELE
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC108146018|XP_017127283.1|DELE, LOC108146017|XP_017127281.1|DELE
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC108135367|XP_017111547.1|DELE, LOC108141626|XP_017120584.1|DELE
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC108147672|XP_017129852.1|DELE, LOC108148145|XP_017130490.1|DELE
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC108148504|XP_017131030.1|DELE, LOC108137730|XP_017115117.1|DELE
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC108141008|XP_017119570.1|DELE, LOC108144759|XP_017125353.1|DELE
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC108150128|XP_017133583.1|DELE, LOC108142689|XP_017122186.1|DELE
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC108148222|XP_017130625.1|DELE, LOC108141504|XP_017120420.1|DELE
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC108136255|XP_017112792.1|DELE, LOC108146048|XP_017127341.1|DELE
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC108149862|XP_017133231.1|DELE, LOC108136093|XP_017112553.1|DELE
OG0000717	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC108143195|XP_017122936.1|DELE
OG0000718	LOC119660961|XP_037925932.1|HILL	LOC108145308|XP_017126140.1|DELE
OG0000719	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL	LOC108150215|XP_017133736.1|DELE, LOC108150334|XP_017133945.1|DELE
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC108145035|XP_017125710.1|DELE, LOC108148629|XP_017131227.1|DELE
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC108135837|XP_017112210.1|DELE, LOC108135838|XP_017112211.1|DELE
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC108137411|XP_017114559.1|DELE
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC108148434|XP_017130958.1|DELE, LOC108148854|XP_017131632.1|DELE
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC108146348|XP_017127809.1|DELE, LOC108144210|XP_017124372.1|DELE
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC108146734|XP_017128327.1|DELE, LOC108146733|XP_017128326.1|DELE
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC108148952|XP_017131773.1|DELE, LOC108147547|XP_017129620.1|DELE
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE, LOC108145955|XP_017127160.1|DELE
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC108147751|XP_017129970.1|DELE
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC108138800|XP_017116772.1|DELE, LOC108138795|XP_017116763.1|DELE
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC108139029|XP_017117127.1|DELE, LOC108138700|XP_017116535.1|DELE
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC108139276|XP_017117458.1|DELE
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC108144402|XP_017124685.1|DELE, LOC108144872|XP_017125517.1|DELE
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC108146011|XP_017127275.1|DELE, LOC108135361|XP_017111541.1|DELE
OG0000745	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL	LOC108145394|XP_017126281.1|DELE, LOC108149756|XP_017133058.1|DELE
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE
OG0000747	LOC119653703|XP_037914507.1|HILL	LOC108137670|XP_017115018.1|DELE, LOC108150569|XP_017134306.1|DELE
OG0000748	LOC119657475|XP_037920323.1|HILL	LOC108147888|XP_017130136.1|DELE, LOC108138427|XP_017116115.1|DELE
OG0000750	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL	LOC108142897|XP_017122473.1|DELE
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC108134792|XP_017110730.1|DELE, LOC108142189|XP_017121362.1|DELE
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC108150017|XP_017133460.1|DELE, LOC108145569|XP_017126568.1|DELE
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC108135732|XP_017112058.1|DELE, LOC108135697|XP_017112031.1|DELE
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC108143782|XP_017123798.1|DELE
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC108143781|XP_017123797.1|DELE
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC108146532|XP_017128061.1|DELE
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC108146482|XP_017127997.1|DELE, LOC108146451|XP_017127951.1|DELE
OG0000760	LOC119661608|XP_037926952.1|HILL	LOC108149194|XP_017132107.1|DELE
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC108141979|XP_017121122.1|DELE, LOC108141661|XP_017120619.1|DELE
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC108149367|XP_017132358.1|DELE
OG0000763	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL	LOC108141722|XP_017120704.1|DELE, LOC108141731|XP_017120713.1|DELE
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC108143825|XP_017123851.1|DELE
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC108146428|XP_017127921.1|DELE, LOC108135924|XP_017112356.1|DELE
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC108141742|XP_017120724.1|DELE, LOC108137114|XP_017114129.1|DELE
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC108142771|XP_017122301.1|DELE
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC108149006|XP_017131839.1|DELE, LOC108144856|XP_017125496.1|DELE
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC108141419|XP_017120284.1|DELE
OG0000771	LOC119658887|XP_037922605.1|HILL	LOC108146444|XP_017127941.1|DELE, LOC108146410|XP_017127901.1|DELE
OG0000772	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE, LOC108141266|XP_017120023.1|DELE
OG0000774	LOC119657784|XP_037920791.1|HILL	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE
OG0000778	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL	LOC108147507|XP_017129564.1|DELE, LOC108148155|XP_017130579.1|DELE
OG0000779	LOC119657107|XP_037919794.1|HILL	LOC108136561|XP_017113359.1|DELE
OG0000780	LOC119657989|XP_037921134.1|HILL	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE
OG0000781	LOC119658295|XP_037921520.1|HILL	LOC108136493|XP_017113200.1|DELE, LOC108143140|XP_017122876.1|DELE
OG0000782	LOC119657096|XP_037919779.1|HILL	LOC108142521|XP_017121929.1|DELE, LOC108147742|XP_017129961.1|DELE
OG0000783	LOC119657280|XP_037920052.1|HILL	LOC108141338|XP_017120135.1|DELE
OG0000784	LOC119646893|XP_037903460.1|HILL	LOC108135548|XP_017111785.1|DELE, LOC108135893|XP_017112299.1|DELE
OG0000785	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL	LOC108147198|XP_017129041.1|DELE
OG0000786	LOC119650690|XP_037909584.1|HILL	LOC108140511|XP_017118791.1|DELE
OG0000787	LOC119649883|XP_037908188.1|HILL	LOC108150197|XP_017133697.1|DELE
OG0000788	LOC119647630|XP_037904613.1|HILL	LOC108149370|XP_017132363.1|DELE, LOC108142780|XP_017122313.1|DELE
OG0000789	LOC119651528|XP_037911088.1|HILL	LOC108137773|XP_017115164.1|DELE, LOC108137795|XP_017115188.1|DELE
OG0000790	LOC119658287|XP_037921510.1|HILL	LOC108145509|XP_017126468.1|DELE, LOC108145501|XP_017126455.1|DELE
OG0000791	LOC119653209|XP_037913704.1|HILL	LOC108147210|XP_017129057.1|DELE, LOC108148633|XP_017131234.1|DELE
OG0000793	LOC119659841|XP_037924067.1|HILL	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE
OG0000794	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL	LOC108138500|XP_017116210.1|DELE
OG0000795	LOC119654215|XP_037915356.1|HILL	LOC108137638|XP_017114932.1|DELE, LOC108140429|XP_017118643.1|DELE
OG0000796	LOC119654527|XP_037915899.1|HILL	LOC108139119|XP_017117221.1|DELE, LOC108145098|XP_017125782.1|DELE
OG0000797	LOC119659393|XP_037923383.1|HILL	LOC108139263|XP_017117439.1|DELE, LOC108139262|XP_017117438.1|DELE
OG0000798	LOC119653731|XP_037914572.1|HILL	LOC108149084|XP_017131952.1|DELE
OG0000799	LOC119653680|XP_037914462.1|HILL	LOC108135045|XP_017111073.1|DELE, LOC108140928|XP_017119485.1|DELE
OG0000801	LOC119655634|XP_037917534.1|HILL	LOC108141802|XP_017120852.1|DELE
OG0000802	LOC119655789|XP_037917810.1|HILL	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE
OG0000803	LOC119661390|XP_037926641.1|HILL	LOC108135343|XP_017111524.1|DELE, LOC108146301|XP_017127738.1|DELE
OG0000804	LOC119655918|XP_037918011.1|HILL	LOC108137898|XP_017115328.1|DELE, LOC108148298|XP_017130768.1|DELE
OG0000805	LOC119658085|XP_037921276.1|HILL	LOC108149102|XP_017131988.1|DELE, LOC108149103|XP_017131989.1|DELE
OG0000807	LOC119651447|XP_037910980.1|HILL	LOC108143271|XP_017123076.1|DELE, LOC108149408|XP_017132453.1|DELE, LOC108150154|XP_017133611.1|DELE, LOC108147939|XP_017130212.1|DELE
OG0000810	LOC119652580|XP_037912724.1|HILL	LOC108147357|XP_017129276.1|DELE
OG0000811	LOC119659042|XP_037922871.1|HILL	LOC108135855|XP_017112237.1|DELE, LOC108137926|XP_017115360.1|DELE
OG0000812	LOC119647943|XP_037905233.1|HILL	LOC108134938|XP_017110951.1|DELE, LOC108136097|XP_017112558.1|DELE
OG0000813	LOC119659686|XP_037923852.1|HILL	LOC108145032|XP_017125704.1|DELE
OG0000813	LOC119649371|XP_037907416.1|HILL	LOC108137826|XP_017115239.1|DELE, LOC108135422|XP_017111638.1|DELE
