Orthogroup	HILL.longest_only	CPIP.longest_only
OG0001485	LOC119649244|XP_037907238.1|HILL	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP
OG0001486	LOC119652475|XP_037912573.1|HILL	LOC120423096|XP_039442708.1|CPIP
OG0001487	LOC119651066|XP_037910330.1|HILL	LOC120421136|XP_039440234.1|CPIP
OG0001488	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL	LOC120419011|XP_039437511.1|CPIP
OG0001489	LOC119651713|XP_037911355.1|HILL	LOC120418014|XP_039436193.1|CPIP
OG0001490	LOC119651715|XP_037911364.1|HILL	LOC120423401|XP_039443134.1|CPIP
OG0001491	LOC119646618|XP_037903052.1|HILL	LOC120420492|XP_039439472.1|CPIP
OG0001492	LOC119646771|XP_037903281.1|HILL	LOC120429073|XP_039450154.1|CPIP
OG0001493	LOC119655859|XP_037917907.1|HILL	LOC120414354|XP_039431449.1|CPIP
OG0001494	LOC119655481|XP_037917309.1|HILL	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP
OG0001495	LOC119653406|XP_037913898.1|HILL	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP
OG0001496	LOC119655329|XP_037917098.1|HILL	LOC120417150|XP_039435068.1|CPIP
OG0001497	LOC119657909|XP_037921011.1|HILL	LOC120414826|XP_039432087.1|CPIP
OG0001498	LOC119659865|XP_037924105.1|HILL	LOC120423271|XP_039442942.1|CPIP
OG0001499	LOC119657291|XP_037920069.1|HILL	LOC120419344|XP_039437949.1|CPIP, LOC120419348|XP_039437952.1|CPIP, LOC120419347|XP_039437951.1|CPIP, LOC120419346|XP_039437950.1|CPIP, LOC120419343|XP_039437948.1|CPIP
OG0001500	LOC119655204|XP_037916903.1|HILL	LOC120413984|XP_039430924.1|CPIP
OG0001501	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP
OG0001502	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP
OG0001503	LOC119655492|XP_037917322.1|HILL	LOC120419561|XP_039438218.1|CPIP
OG0001504	LOC119656214|XP_037918538.1|HILL	LOC120431475|XP_039452523.1|CPIP, LOC120431474|XP_039452522.1|CPIP, LOC120415019|XP_039432316.1|CPIP
OG0001505	LOC119653550|XP_037914166.1|HILL	LOC120417562|XP_039435588.1|CPIP
OG0001506	LOC119655596|XP_037917481.1|HILL	LOC120424251|XP_039444250.1|CPIP
OG0001507	LOC119655846|XP_037917889.1|HILL	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP
OG0001508	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL	LOC120427764|XP_039448609.1|CPIP
OG0001509	LOC119656162|XP_037918432.1|HILL	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP
OG0001510	LOC119650653|XP_037909517.1|HILL	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP
OG0001511	LOC119653884|XP_037914930.1|HILL	LOC120415119|XP_039432471.1|CPIP
OG0001512	LOC119655067|XP_037916688.1|HILL	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP
OG0001513	LOC119649806|XP_037908045.1|HILL	LOC120423811|XP_039443665.1|CPIP
OG0001515	LOC119655346|XP_037917125.1|HILL	LOC120413929|XP_039430852.1|CPIP
OG0001534	LOC119656541|XP_037918815.1|HILL	LOC120422462|XP_039441840.1|CPIP
OG0001535	LOC119657700|XP_037920667.1|HILL	LOC120431444|XP_039452499.1|CPIP
OG0001535	LOC119657486|XP_037920336.1|HILL	LOC120430582|XP_039451626.1|CPIP
OG0001536	LOC119646612|XP_037903042.1|HILL	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP
OG0001537	LOC119657890|XP_037920961.1|HILL	LOC120427218|XP_039448013.1|CPIP
OG0001538	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL	LOC120430775|XP_039451824.1|CPIP
OG0001539	LOC119656642|XP_037919018.1|HILL	LOC120430692|XP_039451733.1|CPIP
OG0001540	LOC119652333|XP_037912272.1|HILL	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP
OG0001541	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL, LOC119661139|XP_037926306.1|HILL	LOC120427969|XP_039448859.1|CPIP
OG0001542	LOC119655166|XP_037916846.1|HILL	LOC120419629|XP_039438316.1|CPIP
OG0001545	LOC119657548|XP_037920428.1|HILL	LOC120420405|XP_039439351.1|CPIP
OG0001546	LOC119656786|XP_037919302.1|HILL	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP
OG0001548	LOC119657373|XP_037920185.1|HILL	LOC120429690|XP_039450657.1|CPIP
OG0001549	LOC119650735|XP_037909704.1|HILL	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP
OG0001550	LOC119658946|XP_037922743.1|HILL	LOC120429496|XP_039450500.1|CPIP
OG0001551	LOC119652541|XP_037912674.1|HILL	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP
OG0001552	LOC119651886|XP_037911635.1|HILL	LOC120423845|XP_039443725.1|CPIP
OG0001553	LOC119653576|XP_037914245.1|HILL	LOC120431180|XP_039452251.1|CPIP
OG0001554	LOC119651111|XP_037910405.1|HILL	LOC120422141|XP_039441446.1|CPIP
OG0001555	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP
OG0001556	LOC119659266|XP_037923193.1|HILL	LOC120420074|XP_039438931.1|CPIP
OG0001557	LOC119660775|XP_037925478.1|HILL	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP
OG0001558	LOC119658461|XP_037921793.1|HILL	LOC120418363|XP_039436657.1|CPIP
OG0001559	LOC119652859|XP_037913143.1|HILL	LOC120418338|XP_039436611.1|CPIP
OG0001560	LOC119658725|XP_037922308.1|HILL	LOC120423422|XP_039443159.1|CPIP
OG0001562	LOC119649645|XP_037907828.1|HILL	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP
OG0001563	LOC119656807|XP_037919347.1|HILL	LOC120425403|XP_039445850.1|CPIP
OG0001564	LOC119650926|XP_037910081.1|HILL	LOC120423960|XP_039443877.1|CPIP
OG0001564	LOC119651229|XP_037910628.1|HILL	LOC120421184|XP_039440311.1|CPIP
OG0001565	LOC119659375|XP_037923359.1|HILL	LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP
OG0001566	LOC119653247|XP_037913780.1|HILL	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP
OG0001567	LOC119655577|XP_037917438.1|HILL	LOC120425062|XP_039445369.1|CPIP
OG0001569	LOC119651771|XP_037911451.1|HILL	LOC120425071|XP_039445381.1|CPIP
OG0001570	LOC119650909|XP_037910058.1|HILL	LOC120423532|XP_039443313.1|CPIP
OG0001571	LOC119649007|XP_037906879.1|HILL	LOC120425686|XP_039446203.1|CPIP
OG0001571	LOC119653208|XP_037913703.1|HILL	LOC120428538|XP_039449503.1|CPIP
OG0001572	LOC119661524|XP_037926828.1|HILL	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP
OG0001573	LOC119649346|XP_037907382.1|HILL	LOC120414196|XP_039431211.1|CPIP
OG0001574	LOC119649303|XP_037907328.1|HILL	LOC120432655|XP_039453832.1|CPIP
OG0001574	LOC119661447|XP_037926718.1|HILL	LOC120422639|XP_039442071.1|CPIP
OG0001575	LOC119653103|XP_037913546.1|HILL	LOC120429956|XP_039450984.1|CPIP
OG0001576	LOC119661767|XP_037927168.1|HILL, LOC119646441|XP_037902819.1|HILL	LOC120415204|XP_039432593.1|CPIP
OG0001577	LOC119649888|XP_037908198.1|HILL	LOC120416488|XP_039434141.1|CPIP
OG0001579	LOC119661610|XP_037926958.1|HILL	LOC120412384|XP_039428753.1|CPIP
OG0001580	LOC119648793|XP_037906607.1|HILL	LOC120421525|XP_039440677.1|CPIP
OG0001581	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL	LOC120418536|XP_039436906.1|CPIP
OG0001582	LOC119651815|XP_037911536.1|HILL	LOC120417638|XP_039435685.1|CPIP
OG0001583	LOC119659720|XP_037923903.1|HILL	LOC120424971|XP_039445260.1|CPIP
OG0001585	LOC119656002|XP_037918168.1|HILL	LOC120420007|XP_039438843.1|CPIP, LOC120422250|XP_039441577.1|CPIP
OG0001586	LOC119647932|XP_037905200.1|HILL	LOC120429820|XP_039450813.1|CPIP
OG0001587	LOC119659167|XP_037923046.1|HILL	LOC120421380|XP_039440510.1|CPIP
OG0001588	LOC119658583|XP_037921967.1|HILL	LOC120422162|XP_039441470.1|CPIP
OG0001593	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL	LOC120428086|XP_039449002.1|CPIP
OG0001594	LOC119655867|XP_037917922.1|HILL	LOC120425843|XP_039446396.1|CPIP
OG0001595	LOC119655772|XP_037917759.1|HILL	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP
OG0001596	LOC119648895|XP_037906722.1|HILL	LOC120426792|XP_039447505.1|CPIP
OG0001597	LOC119653034|XP_037913409.1|HILL	LOC120419202|XP_039437807.1|CPIP
OG0001598	LOC119653202|XP_037913698.1|HILL	LOC120413529|XP_039430335.1|CPIP
OG0001599	LOC119651069|XP_037910334.1|HILL	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP
OG0001600	LOC119647024|XP_037903689.1|HILL	LOC120422401|XP_039441756.1|CPIP
OG0001600	LOC119652819|XP_037913074.1|HILL	LOC120420138|XP_039439026.1|CPIP
OG0001601	LOC119650829|XP_037909894.1|HILL	LOC120414106|XP_039431064.1|CPIP
OG0001602	LOC119651030|XP_037910270.1|HILL	LOC120414103|XP_039431061.1|CPIP
OG0001603	LOC119651768|XP_037911436.1|HILL	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP
OG0001604	LOC119655583|XP_037917451.1|HILL	LOC120413129|XP_039429768.1|CPIP
OG0001605	LOC119661250|XP_037926426.1|HILL	LOC120413091|XP_039429732.1|CPIP
OG0001606	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL	LOC120416330|XP_039433994.1|CPIP
OG0001607	LOC119653772|XP_037914699.1|HILL	LOC120418969|XP_039437448.1|CPIP
OG0001608	LOC119651382|XP_037910884.1|HILL	LOC120427864|XP_039448726.1|CPIP
OG0001609	LOC119661337|XP_037926568.1|HILL	LOC120420820|XP_039439874.1|CPIP
OG0001610	LOC119651658|XP_037911273.1|HILL	LOC120428576|XP_039449546.1|CPIP
OG0001611	LOC119659808|XP_037924012.1|HILL	LOC120420604|XP_039439616.1|CPIP
OG0001612	LOC119661586|XP_037926916.1|HILL	LOC120419183|XP_039437785.1|CPIP
OG0001613	LOC119652539|XP_037912671.1|HILL	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP
OG0001614	LOC119646811|XP_037903340.1|HILL	LOC120422521|XP_039441909.1|CPIP
OG0001615	LOC119652569|XP_037912710.1|HILL	LOC120419796|XP_039438566.1|CPIP
OG0001616	LOC119653567|XP_037914212.1|HILL	LOC120423118|XP_039442730.1|CPIP
OG0001617	LOC119650668|XP_037909544.1|HILL	LOC120432444|XP_039453594.1|CPIP
OG0001618	LOC119660942|XP_037925872.1|HILL	LOC120414795|XP_039432045.1|CPIP
OG0001619	LOC119652825|XP_037913082.1|HILL	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP
OG0001620	LOC119653577|XP_037914248.1|HILL	LOC120429789|XP_039450783.1|CPIP
OG0001621	LOC119660108|XP_037924418.1|HILL	LOC120432437|XP_039453589.1|CPIP
OG0001622	LOC119656639|XP_037919011.1|HILL	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP
OG0001623	LOC119647236|XP_037904025.1|HILL, LOC119646591|XP_037903012.1|HILL	LOC120420521|XP_039439520.1|CPIP
OG0001624	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL	LOC120423390|XP_039443109.1|CPIP
OG0001625	LOC119653174|XP_037913649.1|HILL	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP
OG0001626	LOC119646282|XP_037902618.1|HILL	LOC120414851|XP_039432111.1|CPIP
OG0001627	LOC119659569|XP_037923651.1|HILL	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP
OG0001628	LOC119659955|XP_037924234.1|HILL	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP
OG0001629	LOC119658826|XP_037922488.1|HILL	LOC120424574|XP_039444678.1|CPIP, LOC120424994|XP_039445302.1|CPIP, LOC120425857|XP_039446414.1|CPIP
OG0001630	LOC119654480|XP_037915829.1|HILL	LOC120413746|XP_039430604.1|CPIP
OG0001631	LOC119660345|XP_037924763.1|HILL	LOC120422096|XP_039441377.1|CPIP
OG0001632	LOC119656711|XP_037919159.1|HILL	LOC120412941|XP_039429512.1|CPIP
OG0001633	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL	LOC120424393|XP_039444425.1|CPIP
OG0001634	LOC119658764|XP_037922390.1|HILL	LOC120417868|XP_039436023.1|CPIP
OG0001635	LOC119660055|XP_037924362.1|HILL	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP
OG0001636	LOC119659847|XP_037924072.1|HILL	LOC120421751|XP_039440961.1|CPIP, LOC120421508|XP_039440662.1|CPIP
OG0001637	LOC119652943|XP_037913260.1|HILL	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP
OG0001638	LOC119651073|XP_037910342.1|HILL	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP
OG0001640	LOC119659939|XP_037924206.1|HILL	LOC120419431|XP_039438043.1|CPIP
OG0001641	LOC119659197|XP_037923087.1|HILL	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP
OG0001642	LOC119654177|XP_037915290.1|HILL	LOC120419434|XP_039438047.1|CPIP
OG0001643	LOC119649971|XP_037908335.1|HILL	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP
OG0001644	LOC119650290|XP_037908848.1|HILL	LOC120426488|XP_039447190.1|CPIP
OG0001645	LOC119655084|XP_037916711.1|HILL	LOC120418465|XP_039436834.1|CPIP
OG0001646	LOC119656068|XP_037918274.1|HILL	LOC120424451|XP_039444526.1|CPIP
OG0001647	LOC119655711|XP_037917661.1|HILL	LOC120424726|XP_039444847.1|CPIP
OG0001648	LOC119649751|XP_037907972.1|HILL	LOC120414035|XP_039430991.1|CPIP
OG0001649	LOC119654460|XP_037915801.1|HILL	LOC120430247|XP_039451262.1|CPIP
OG0001650	LOC119656320|XP_037918700.1|HILL	LOC120412727|XP_039429247.1|CPIP
OG0001651	LOC119658370|XP_037921662.1|HILL	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP
OG0001652	LOC119649034|XP_037906920.1|HILL	LOC120412353|XP_039428701.1|CPIP
OG0001653	LOC119648676|XP_037906396.1|HILL	LOC120416809|XP_039434617.1|CPIP
OG0001654	LOC119653883|XP_037914928.1|HILL	LOC120426496|XP_039447199.1|CPIP
OG0001655	LOC119655938|XP_037918053.1|HILL	LOC120420338|XP_039439267.1|CPIP
OG0001656	LOC119651883|XP_037911629.1|HILL	LOC120423728|XP_039443568.1|CPIP
OG0001657	LOC119647486|XP_037904372.1|HILL	LOC120422234|XP_039441552.1|CPIP
OG0001658	LOC119649775|XP_037908004.1|HILL	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP
OG0001659	LOC119648041|XP_037905398.1|HILL	LOC120423689|XP_039443515.1|CPIP
OG0001661	LOC119654424|XP_037915743.1|HILL	LOC120414638|XP_039431808.1|CPIP
OG0001662	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL	LOC120413243|XP_039429906.1|CPIP
OG0001665	LOC119657519|XP_037920389.1|HILL, LOC119653946|XP_037915035.1|HILL, LOC119653955|XP_037915044.1|HILL, LOC119647174|XP_037903909.1|HILL, LOC119657014|XP_037919688.1|HILL, LOC119650974|XP_037910165.1|HILL, LOC119650444|XP_037909264.1|HILL, LOC119658203|XP_037921398.1|HILL	LOC120414937|XP_039432202.1|CPIP
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	LOC120418637|XP_039437016.1|CPIP
OG0001678	LOC119656538|XP_037918812.1|HILL	LOC120419284|XP_039437885.1|CPIP
OG0001679	LOC119657988|XP_037921133.1|HILL	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP
OG0001680	LOC119657819|XP_037920861.1|HILL	LOC120418132|XP_039436345.1|CPIP
OG0001681	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP
OG0001682	LOC119652960|XP_037913284.1|HILL	LOC120432300|XP_039453421.1|CPIP
OG0001683	LOC119647325|XP_037904184.1|HILL	LOC120431556|XP_039452597.1|CPIP
OG0001684	LOC119660953|XP_037925916.1|HILL	LOC120420164|XP_039439064.1|CPIP
OG0001685	LOC119647007|XP_037903673.1|HILL	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP
OG0001686	LOC119657886|XP_037920953.1|HILL	LOC120423038|XP_039442630.1|CPIP
OG0001687	LOC119658373|XP_037921663.1|HILL	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP
OG0001688	LOC119656875|XP_037919467.1|HILL	LOC120417713|XP_039435798.1|CPIP
OG0001689	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL	LOC120417698|XP_039435777.1|CPIP
OG0001690	LOC119648964|XP_037906811.1|HILL	LOC120427975|XP_039448865.1|CPIP
OG0001691	LOC119658271|XP_037921489.1|HILL	LOC120412506|XP_039428944.1|CPIP
OG0001692	LOC119652052|XP_037911916.1|HILL	LOC120429639|XP_039450600.1|CPIP, LOC120414156|XP_039431130.1|CPIP
OG0001693	LOC119658052|XP_037921225.1|HILL	LOC120425318|XP_039445730.1|CPIP
OG0001694	LOC119650616|XP_037909427.1|HILL	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP
OG0001695	LOC119657243|XP_037919985.1|HILL	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP
OG0001696	LOC119660622|XP_037925253.1|HILL	LOC120424936|XP_039445172.1|CPIP, LOC120429492|XP_039450498.1|CPIP
OG0001699	LOC119651502|XP_037911048.1|HILL	LOC120425702|XP_039446227.1|CPIP
OG0001700	LOC119659448|XP_037923460.1|HILL	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP
OG0001701	LOC119656877|XP_037919470.1|HILL	LOC120422133|XP_039441441.1|CPIP
OG0001702	LOC119652737|XP_037912963.1|HILL	LOC120418959|XP_039437436.1|CPIP
OG0001703	LOC119651551|XP_037911111.1|HILL	LOC120431818|XP_039452875.1|CPIP
OG0001704	LOC119651685|XP_037911314.1|HILL	LOC120432144|XP_039453211.1|CPIP
OG0001705	LOC119650660|XP_037909524.1|HILL	LOC120431584|XP_039452629.1|CPIP
OG0001706	LOC119650414|XP_037909135.1|HILL	LOC120421783|XP_039440987.1|CPIP
OG0001707	LOC119655036|XP_037916644.1|HILL	LOC120423819|XP_039443675.1|CPIP
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	LOC120424254|XP_039444252.1|CPIP
OG0001709	LOC119658818|XP_037922470.1|HILL	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP
OG0001710	LOC119650640|XP_037909490.1|HILL	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP
OG0001711	LOC119658449|XP_037921781.1|HILL	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP
OG0001712	LOC119656973|XP_037919631.1|HILL	LOC120420722|XP_039439754.1|CPIP
OG0001713	LOC119658767|XP_037922392.1|HILL	LOC120425504|XP_039445987.1|CPIP
OG0001714	LOC119660448|XP_037924929.1|HILL	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP
OG0001715	LOC119651565|XP_037911127.1|HILL	LOC120412901|XP_039429467.1|CPIP
OG0001716	LOC119652970|XP_037913302.1|HILL	LOC120427410|XP_039448208.1|CPIP
OG0001717	LOC119651035|XP_037910280.1|HILL	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP
OG0001718	LOC119650787|XP_037909830.1|HILL	LOC120432527|XP_039453679.1|CPIP
OG0001719	LOC119656637|XP_037919005.1|HILL	LOC120422589|XP_039442014.1|CPIP
OG0001722	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL	LOC120427608|XP_039448418.1|CPIP
OG0001723	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL	LOC120426984|XP_039447737.1|CPIP, LOC120419737|XP_039438472.1|CPIP
OG0001724	LOC119647260|XP_037904068.1|HILL	LOC120431894|XP_039452957.1|CPIP, LOC120419483|XP_039438100.1|CPIP
OG0001725	LOC119658869|XP_037922558.1|HILL	LOC120429768|XP_039450757.1|CPIP
OG0001726	LOC119650313|XP_037908896.1|HILL	LOC120416559|XP_039434224.1|CPIP, LOC120415184|XP_039432575.1|CPIP
OG0001727	LOC119652567|XP_037912708.1|HILL	LOC120429045|XP_039450121.1|CPIP, LOC120423654|XP_039443470.1|CPIP, LOC120420428|XP_039439385.1|CPIP
OG0001728	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL	LOC120425582|XP_039446089.1|CPIP
OG0001729	LOC119661747|XP_037927141.1|HILL	LOC120425590|XP_039446103.1|CPIP
OG0001730	LOC119646998|XP_037903652.1|HILL	LOC120426311|XP_039447006.1|CPIP, LOC120425981|XP_039446572.1|CPIP
OG0001732	LOC119648975|XP_037906825.1|HILL	LOC120415971|XP_039433554.1|CPIP, LOC120415998|XP_039433587.1|CPIP, LOC120413260|XP_039429922.1|CPIP, LOC120420563|XP_039439569.1|CPIP
OG0001733	LOC119646388|XP_037902759.1|HILL	LOC120418891|XP_039437357.1|CPIP
OG0001734	LOC119661548|XP_037926861.1|HILL	LOC120418881|XP_039437349.1|CPIP
OG0001735	LOC119650184|XP_037908668.1|HILL	LOC120430048|XP_039451078.1|CPIP
OG0001736	LOC119661518|XP_037926821.1|HILL	LOC120413202|XP_039429852.1|CPIP
OG0001737	LOC119660090|XP_037924397.1|HILL	LOC120428758|XP_039449774.1|CPIP
OG0001738	LOC119648310|XP_037905918.1|HILL	LOC120413222|XP_039429882.1|CPIP
OG0001739	LOC119660084|XP_037924392.1|HILL	LOC120418492|XP_039436864.1|CPIP
OG0001740	LOC119661112|XP_037926235.1|HILL	LOC120420119|XP_039439002.1|CPIP
OG0001741	LOC119646911|XP_037903510.1|HILL	LOC120420067|XP_039438924.1|CPIP
OG0001742	LOC119649624|XP_037907787.1|HILL	LOC120420062|XP_039438910.1|CPIP
OG0001743	LOC119648346|XP_037905970.1|HILL	LOC120420083|XP_039438946.1|CPIP
OG0001744	LOC119649874|XP_037908212.1|HILL	LOC120412391|XP_039428766.1|CPIP
OG0001745	LOC119660852|XP_037925677.1|HILL	LOC120420149|XP_039439042.1|CPIP
OG0001746	LOC119648796|XP_037906569.1|HILL	LOC120416574|XP_039434241.1|CPIP
OG0001747	LOC119661675|XP_037927040.1|HILL	LOC120419966|XP_039438770.1|CPIP
OG0001748	LOC119648152|XP_037905651.1|HILL, LOC119648513|XP_037906210.1|HILL	LOC120418537|XP_039436907.1|CPIP
OG0001749	LOC119647052|XP_037903738.1|HILL	LOC120416049|XP_039433644.1|CPIP, LOC120423609|XP_039443409.1|CPIP
OG0001750	LOC119656311|XP_037918690.1|HILL	LOC120423614|XP_039443415.1|CPIP, LOC120416056|XP_039433652.1|CPIP
OG0001751	LOC119647600|XP_037904554.1|HILL	LOC120413418|XP_039430166.1|CPIP
OG0001752	LOC119648958|XP_037906804.1|HILL	LOC120420029|XP_039438862.1|CPIP
OG0001753	LOC119649117|XP_037907046.1|HILL, LOC119649119|XP_037907048.1|HILL	LOC120425129|XP_039445487.1|CPIP
OG0001754	LOC119661680|XP_037927046.1|HILL	LOC120412624|XP_039429109.1|CPIP
OG0001755	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL	LOC120428835|XP_039449885.1|CPIP, LOC120412567|XP_039429008.1|CPIP
OG0001756	LOC119646516|XP_037902900.1|HILL	LOC120427031|XP_039447786.1|CPIP
OG0001757	LOC119655543|XP_037917390.1|HILL	LOC120422704|XP_039442150.1|CPIP
OG0001758	LOC119648834|XP_037906624.1|HILL	LOC120422695|XP_039442138.1|CPIP
OG0001759	LOC119646476|XP_037902858.1|HILL	LOC120417487|XP_039435497.1|CPIP
OG0001760	LOC119648400|XP_037906104.1|HILL	LOC120431187|XP_039452263.1|CPIP
OG0001761	LOC119652565|XP_037912706.1|HILL	LOC120421909|XP_039441143.1|CPIP
OG0001762	LOC119651874|XP_037911610.1|HILL	LOC120427012|XP_039447766.1|CPIP
OG0001764	LOC119659463|XP_037923478.1|HILL	LOC120412610|XP_039429092.1|CPIP
OG0001765	LOC119661249|XP_037926416.1|HILL	LOC120429891|XP_039450906.1|CPIP
OG0001766	LOC119650699|XP_037909613.1|HILL	LOC120414689|XP_039431909.1|CPIP
