Orthogroup	HILL.longest_only	BTRY.longest_only
OG0000886	LOC119650614|XP_037909425.1|HILL	LOC120766965|XP_039948689.1|BTRY
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC119661300|XP_037926517.1|HILL	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC119659992|XP_037924292.1|HILL	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC119655493|XP_037917323.1|HILL	LOC120772037|XP_039956342.1|BTRY
OG0000896	LOC119655524|XP_037917362.1|HILL	LOC120775239|XP_039961253.1|BTRY
OG0000899	LOC119659559|XP_037923636.1|HILL	LOC120766384|XP_039947752.1|BTRY
OG0000907	LOC119657822|XP_037920864.1|HILL	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC119657311|XP_037920098.1|HILL	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC119647744|XP_037904787.1|HILL	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC119659735|XP_037923922.1|HILL	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC119648598|XP_037906296.1|HILL	LOC120777199|XP_039964302.1|BTRY
OG0000913	LOC119649914|XP_037908241.1|HILL	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC119659280|XP_037923220.1|HILL	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC119661273|XP_037926469.1|HILL	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC119649969|XP_037908336.1|HILL	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC119653264|XP_037913804.1|HILL	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC119661271|XP_037926460.1|HILL	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC119655503|XP_037917334.1|HILL	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC119646868|XP_037903420.1|HILL	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC119659268|XP_037923196.1|HILL	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC119653921|XP_037915008.1|HILL	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC119659217|XP_037923118.1|HILL	LOC120767371|XP_039949286.1|BTRY
OG0000931	LOC119650289|XP_037908847.1|HILL	LOC120777343|XP_039964529.1|BTRY
OG0000936	LOC119658888|XP_037922606.1|HILL	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC119657122|XP_037919814.1|HILL	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC119661716|XP_037927099.1|HILL	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC119656570|XP_037918885.1|HILL	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC119657198|XP_037919932.1|HILL	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC119661204|XP_037926354.1|HILL	LOC120772195|XP_039956594.1|BTRY
OG0000943	LOC119661205|XP_037926357.1|HILL	LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC119660771|XP_037925462.1|HILL	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC119661753|XP_037927151.1|HILL	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC119661296|XP_037926510.1|HILL	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC119659221|XP_037923125.1|HILL	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC119650053|XP_037908470.1|HILL	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC119655964|XP_037918123.1|HILL	LOC120775099|XP_039961043.1|BTRY, LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC119656859|XP_037919440.1|HILL	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC119660211|XP_037924573.1|HILL	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC119647108|XP_037903814.1|HILL	LOC120767446|XP_039949443.1|BTRY
OG0000957	LOC119649988|XP_037908370.1|HILL	LOC120782518|XP_039970761.1|BTRY
OG0000960	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000963	LOC119658308|XP_037921548.1|HILL, LOC119646871|XP_037903426.1|HILL, LOC119646573|XP_037902991.1|HILL	LOC120775499|XP_039961640.1|BTRY
OG0000963	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC119660339|XP_037924753.1|HILL	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC119657119|XP_037919807.1|HILL	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC119659817|XP_037924028.1|HILL	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC119655293|XP_037917046.1|HILL	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC119660558|XP_037925126.1|HILL	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC119646696|XP_037903188.1|HILL	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC119655462|XP_037917295.1|HILL	LOC120778464|XP_039966204.1|BTRY
OG0000975	LOC119659274|XP_037923207.1|HILL	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC119659502|XP_037923556.1|HILL	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC119658812|XP_037922463.1|HILL	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC119659555|XP_037923632.1|HILL	LOC120782225|XP_039970327.1|BTRY
OG0000988	LOC119656493|XP_037918752.1|HILL	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC120777087|XP_039964154.1|BTRY, LOC120777460|XP_039964717.1|BTRY, LOC120777851|XP_039965320.1|BTRY, LOC120778808|XP_039966746.1|BTRY, LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC119656127|XP_037918388.1|HILL	LOC120769372|XP_039952270.1|BTRY
OG0001013	LOC119650229|XP_037908736.1|HILL	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC120774455|XP_039960038.1|BTRY
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC120769340|XP_039952231.1|BTRY, LOC120772762|XP_039957468.1|BTRY
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL, LOC119648440|XP_037906122.1|HILL	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC119650231|XP_037908738.1|HILL, LOC119648464|XP_037906150.1|HILL	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC119658007|XP_037921157.1|HILL	LOC120773939|XP_039959085.1|BTRY
OG0001043	LOC119657881|XP_037920940.1|HILL, LOC119657268|XP_037920029.1|HILL	LOC120774272|XP_039959694.1|BTRY
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC120768315|XP_039950889.1|BTRY
OG0001051	LOC119649498|XP_037907593.1|HILL	LOC120768316|XP_039950890.1|BTRY
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC119657290|XP_037920065.1|HILL	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC119649749|XP_037907966.1|HILL	LOC120770218|XP_039953435.1|BTRY
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC119648135|XP_037905605.1|HILL	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC119658889|XP_037922615.1|HILL	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC119650348|XP_037908950.1|HILL	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC119650340|XP_037908935.1|HILL	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC119654600|XP_037915997.1|HILL	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC119658666|XP_037922151.1|HILL	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC119648140|XP_037905614.1|HILL	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC119658838|XP_037922509.1|HILL	LOC120770056|XP_039953109.1|BTRY, LOC120770057|XP_039953110.1|BTRY
OG0001085	LOC119661259|XP_037926439.1|HILL	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC119654908|XP_037916469.1|HILL	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC119647748|XP_037904795.1|HILL	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC119649506|XP_037907604.1|HILL	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC119650125|XP_037908578.1|HILL	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC119648589|XP_037906287.1|HILL, LOC119650284|XP_037908839.1|HILL, LOC119650359|XP_037908974.1|HILL, LOC119649844|XP_037908117.1|HILL, LOC119648299|XP_037905885.1|HILL	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC119651442|XP_037910974.1|HILL	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC119653073|XP_037913485.1|HILL	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC119651165|XP_037910511.1|HILL	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC119661406|XP_037926663.1|HILL	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001098	LOC119657654|XP_037920605.1|HILL	LOC120776654|XP_039963440.1|BTRY, LOC120782892|XP_039971376.1|BTRY, LOC120778151|XP_039965808.1|BTRY
OG0001099	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC119655645|XP_037917552.1|HILL	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC119656262|XP_037918608.1|HILL	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC119647913|XP_037905163.1|HILL	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC119651483|XP_037911022.1|HILL	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC119654540|XP_037915913.1|HILL	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC119660910|XP_037925785.1|HILL	LOC120779428|XP_039967578.1|BTRY
OG0001112	LOC119647107|XP_037903817.1|HILL	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC119658022|XP_037921179.1|HILL	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC119658275|XP_037921494.1|HILL	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC119651250|XP_037910659.1|HILL	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC119650129|XP_037908586.1|HILL	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC119648754|XP_037906506.1|HILL	LOC120777575|XP_039964914.1|BTRY
OG0001127	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC119660463|XP_037924958.1|HILL	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC119650885|XP_037909986.1|HILL	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC119653058|XP_037913465.1|HILL	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC119660936|XP_037925859.1|HILL	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC119647256|XP_037904063.1|HILL	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC119654481|XP_037915830.1|HILL	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC119660441|XP_037924921.1|HILL	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC119655094|XP_037916728.1|HILL	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC119647597|XP_037904547.1|HILL	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC119648620|XP_037906317.1|HILL	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001144	LOC119655340|XP_037917115.1|HILL	LOC120772233|XP_039956658.1|BTRY
OG0001153	LOC119660793|XP_037925528.1|HILL	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC119651636|XP_037911228.1|HILL	LOC120767238|XP_039949012.1|BTRY
OG0001155	LOC119656861|XP_037919444.1|HILL	LOC120773595|XP_039958524.1|BTRY
OG0001157	LOC119651295|XP_037910744.1|HILL	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC119660397|XP_037924862.1|HILL	LOC120774545|XP_039960209.1|BTRY
OG0001158	LOC119657603|XP_037920533.1|HILL	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC119656717|XP_037919167.1|HILL	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC119653171|XP_037913646.1|HILL	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC119650746|XP_037909750.1|HILL	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC119658310|XP_037921547.1|HILL	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC119650564|XP_037909297.1|HILL	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC119651647|XP_037911251.1|HILL	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC119649162|XP_037907104.1|HILL	LOC120777510|XP_039964808.1|BTRY, LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC119646574|XP_037902992.1|HILL	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC119655740|XP_037917721.1|HILL	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC119658036|XP_037921197.1|HILL	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC119659790|XP_037923985.1|HILL	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC119650467|XP_037909262.1|HILL	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC119661407|XP_037926664.1|HILL	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC119647791|XP_037904916.1|HILL	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC119654794|XP_037916271.1|HILL	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC119655006|XP_037916605.1|HILL	LOC120772104|XP_039956448.1|BTRY
OG0001178	LOC119646835|XP_037903380.1|HILL	LOC120768257|XP_039950784.1|BTRY
OG0001178	LOC119661423|XP_037926694.1|HILL	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC119646342|XP_037902696.1|HILL	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC119660988|XP_037926002.1|HILL	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC119648244|XP_037905804.1|HILL	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC119660414|XP_037924881.1|HILL	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC119659017|XP_037922836.1|HILL	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC119658701|XP_037922219.1|HILL	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC119659434|XP_037923445.1|HILL	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC119656116|XP_037918366.1|HILL	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC119653813|XP_037914766.1|HILL	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC119654676|XP_037916107.1|HILL	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC119654289|XP_037915506.1|HILL	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC119654818|XP_037916306.1|HILL	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC119648370|XP_037906025.1|HILL	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC119654582|XP_037915969.1|HILL	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC119657572|XP_037920465.1|HILL	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC119658232|XP_037921438.1|HILL	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC119657884|XP_037920948.1|HILL	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC120775783|XP_039962092.1|BTRY
OG0001212	LOC119658512|XP_037921913.1|HILL	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC119659447|XP_037923459.1|HILL	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC119652669|XP_037912863.1|HILL	LOC120782118|XP_039970198.1|BTRY
