Orthogroup	HILL.longest_only	CQUI.longest_only
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC6031785|XP_038110277.1|CQUI
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC119654884|XP_037916424.1|HILL	LOC6035953|XP_001846061.1|CQUI
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL, LOC119657740|XP_037920712.1|HILL	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC119650090|XP_037908526.1|HILL	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC119650188|XP_037908675.1|HILL, LOC119650187|XP_037908670.1|HILL	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC119646292|XP_037902632.1|HILL, LOC119661244|XP_037926403.1|HILL	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000164	LOC119653862|XP_037914847.1|HILL	LOC6038558|XP_038110867.1|CQUI
OG0000165	LOC119656600|XP_037918955.1|HILL	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000169	LOC119649311|XP_037907341.1|HILL	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC119658896|XP_037922629.1|HILL, LOC119659195|XP_037923083.1|HILL, LOC119659194|XP_037923082.1|HILL, LOC119659193|XP_037923081.1|HILL	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC119652263|XP_037912172.1|HILL	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC119652303|XP_037912241.1|HILL	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC119657913|XP_037921025.1|HILL	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC119648786|XP_037906554.1|HILL	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC119661217|XP_037926369.1|HILL	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC119661289|XP_037926494.1|HILL, LOC119661589|XP_037926921.1|HILL	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC119659190|XP_037923079.1|HILL	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC119660288|XP_037924687.1|HILL	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC119658509|XP_037921909.1|HILL	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC119651086|XP_037910362.1|HILL	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC119655988|XP_037918154.1|HILL, LOC119654792|XP_037916269.1|HILL, LOC119656019|XP_037918199.1|HILL	LOC119770385|XP_038121070.1|CQUI
OG0000178	LOC119655435|XP_037917256.1|HILL	LOC6048140|XP_001865103.1|CQUI
OG0000178	LOC119653503|XP_037914087.1|HILL	LOC6050306|XP_038115632.1|CQUI
OG0000179	LOC119655595|XP_037917478.1|HILL	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC119655055|XP_037916673.1|HILL, LOC119655047|XP_037916662.1|HILL	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC119649042|XP_037906942.1|HILL, LOC119648650|XP_037906351.1|HILL	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC119649668|XP_037907856.1|HILL	LOC6045919|XP_038120260.1|CQUI
OG0000183	LOC119649017|XP_037906897.1|HILL	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC119661424|XP_037926695.1|HILL	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC119658037|XP_037921200.1|HILL	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC119655688|XP_037917620.1|HILL	LOC6043534|XP_038112948.1|CQUI
OG0000187	LOC119657743|XP_037920715.1|HILL, LOC119658094|XP_037921286.1|HILL, LOC119658093|XP_037921285.1|HILL, LOC119658095|XP_037921288.1|HILL	LOC6048968|XP_001865804.2|CQUI, LOC119769618|XP_038118708.1|CQUI, LOC119769015|XP_038116820.1|CQUI, LOC119769619|XP_038118710.1|CQUI, LOC6048969|XP_001865805.2|CQUI, LOC119770541|XP_038121520.1|CQUI, LOC119770549|XP_038121535.1|CQUI, LOC119770542|XP_038121523.1|CQUI, LOC119765600|XP_038105763.1|CQUI, LOC119771148|XP_038122500.1|CQUI, LOC6052653|XP_038122499.1|CQUI, LOC119770550|XP_038121551.1|CQUI
OG0000188	LOC119651940|XP_037911719.1|HILL	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC119651210|XP_037910587.1|HILL	LOC6031233|XP_038108674.1|CQUI
OG0000189	LOC119657905|XP_037920993.1|HILL	LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC119655561|XP_037917414.1|HILL	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC119653887|XP_037914936.1|HILL	LOC6037194|XP_038109654.1|CQUI
OG0000190	LOC119657175|XP_037919890.1|HILL	LOC6053655|XP_038108154.1|CQUI
OG0000192	LOC119653850|XP_037914826.1|HILL, LOC119655365|XP_037917152.1|HILL	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC119647730|XP_037904759.1|HILL, LOC119647731|XP_037904760.1|HILL, LOC119648187|XP_037905701.1|HILL	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000195	LOC119657956|XP_037921087.1|HILL	LOC6042509|XP_001851731.1|CQUI
OG0000196	LOC119646743|XP_037903250.1|HILL	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC119655963|XP_037918120.1|HILL	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC119655904|XP_037917989.1|HILL	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC119654693|XP_037916133.1|HILL	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC119651388|XP_037910894.1|HILL	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC119650181|XP_037908662.1|HILL	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC119660438|XP_037924916.1|HILL	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC119655539|XP_037917381.1|HILL, LOC119653681|XP_037914464.1|HILL	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC119658668|XP_037922149.1|HILL, LOC119658714|XP_037922261.1|HILL, LOC119658840|XP_037922513.1|HILL, LOC119658697|XP_037922214.1|HILL	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC119654881|XP_037916418.1|HILL, LOC119650859|XP_037909942.1|HILL	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC119654466|XP_037915811.1|HILL	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC119649454|XP_037907536.1|HILL, LOC119649744|XP_037907961.1|HILL, LOC119649553|XP_037907676.1|HILL, LOC119649555|XP_037907678.1|HILL, LOC119649557|XP_037907680.1|HILL, LOC119649556|XP_037907679.1|HILL, LOC119649554|XP_037907677.1|HILL, LOC119648764|XP_037906521.1|HILL, LOC119649550|XP_037907671.1|HILL, LOC119649552|XP_037907675.1|HILL	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC119658854|XP_037922535.1|HILL	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC119657592|XP_037920503.1|HILL	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC119657178|XP_037919892.1|HILL	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC119661660|XP_037927021.1|HILL, LOC119657979|XP_037921122.1|HILL	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC119655012|XP_037916610.1|HILL	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC119654823|XP_037916314.1|HILL	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC119649619|XP_037907768.1|HILL, LOC119648795|XP_037906568.1|HILL, LOC119648427|XP_037906108.1|HILL, LOC119647426|XP_037904261.1|HILL	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC119652332|XP_037912271.1|HILL	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC119653737|XP_037914587.1|HILL	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC119660731|XP_037925325.1|HILL	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC119661335|XP_037926565.1|HILL	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC119648900|XP_037906732.1|HILL	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	LOC119654628|XP_037916031.1|HILL	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000222	LOC119650610|XP_037909418.1|HILL	LOC119769386|XP_038117401.1|CQUI, LOC6045552|XP_038117398.1|CQUI, LOC119769321|XP_038117254.1|CQUI, LOC119769387|XP_038117402.1|CQUI, LOC119769385|XP_038117400.1|CQUI, LOC6042007|XP_038117265.1|CQUI, LOC6040585|XP_038122094.1|CQUI
OG0000222	LOC119652117|XP_037911986.1|HILL	LOC6042080|XP_001851233.2|CQUI
OG0000224	LOC119659938|XP_037924208.1|HILL, LOC119659919|XP_037924177.1|HILL, LOC119659930|XP_037924198.1|HILL	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
OG0000225	LOC119661702|XP_037927080.1|HILL, LOC119661664|XP_037927027.1|HILL, LOC119646353|XP_037902718.1|HILL	LOC6048011|XP_038116796.1|CQUI
OG0000226	LOC119654012|XP_037915103.1|HILL	LOC6051914|XP_038112080.1|CQUI
OG0000228	LOC119651263|XP_037910691.1|HILL	LOC6035355|XP_038104411.1|CQUI
OG0000229	LOC119652359|XP_037912372.1|HILL, LOC119652057|XP_037911922.1|HILL	LOC6033009|XP_038108186.1|CQUI
OG0000229	LOC119660274|XP_037924664.1|HILL	LOC6043526|XP_038113796.1|CQUI
OG0000230	LOC119659715|XP_037923898.1|HILL	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI
OG0000232	LOC119654256|XP_037915445.1|HILL, LOC119655702|XP_037917644.1|HILL	LOC6034440|XP_001844755.2|CQUI
OG0000233	LOC119650659|XP_037909522.1|HILL	LOC6036502|XP_038104913.1|CQUI
OG0000234	LOC119653853|XP_037914828.1|HILL, LOC119653400|XP_037913892.1|HILL, LOC119653849|XP_037914825.1|HILL, LOC119655122|XP_037916780.1|HILL	LOC6041204|XP_001850498.1|CQUI
OG0000235	LOC119659597|XP_037923690.1|HILL	LOC6038137|XP_001847970.2|CQUI
OG0000236	LOC119654287|XP_037915503.1|HILL	LOC6041207|XP_001850501.2|CQUI
OG0000237	LOC119652833|XP_037913099.1|HILL	LOC6036222|XP_038118255.1|CQUI
OG0000238	LOC119654698|XP_037916139.1|HILL, LOC119646399|XP_037902772.1|HILL, LOC119655652|XP_037917564.1|HILL, LOC119655653|XP_037917565.1|HILL, LOC119646400|XP_037902773.1|HILL, LOC119654336|XP_037915602.1|HILL, LOC119660799|XP_037925557.1|HILL	LOC119767602|XP_038112456.1|CQUI, LOC6048793|XP_038112940.1|CQUI
OG0000239	LOC119659099|XP_037922949.1|HILL, LOC119659098|XP_037922946.1|HILL, LOC119659535|XP_037923605.1|HILL	LOC6046342|XP_001863563.1|CQUI, LOC6046345|XP_001863562.2|CQUI, LOC6046348|XP_001863561.2|CQUI, LOC6046347|XP_001863560.1|CQUI
OG0000240	LOC119659451|XP_037923464.1|HILL, LOC119659531|XP_037923596.1|HILL, LOC119660162|XP_037924494.1|HILL	LOC6033799|XP_038112742.1|CQUI
OG0000241	LOC119649605|XP_037907750.1|HILL, LOC119649716|XP_037907922.1|HILL	LOC6048151|XP_038118990.1|CQUI, LOC6042347|XP_038118188.1|CQUI
OG0000245	LOC119653758|XP_037914691.1|HILL, LOC119651001|XP_037910216.1|HILL	LOC119769215|XP_038117061.1|CQUI, LOC119770100|XP_038120261.1|CQUI, LOC119771143|XP_038122491.1|CQUI, LOC119769294|XP_038117198.1|CQUI, LOC119769634|XP_038118773.1|CQUI
OG0000248	LOC119649264|XP_037907278.1|HILL	LOC6044173|XP_001861718.2|CQUI, LOC6044172|XP_038120979.1|CQUI
OG0000249	LOC119660976|XP_037925983.1|HILL	LOC6033612|XP_001844039.1|CQUI
OG0000250	LOC119653410|XP_037913904.1|HILL	LOC6039722|XP_001849275.1|CQUI
OG0000251	LOC119654440|XP_037915768.1|HILL	LOC6034003|XP_038117591.1|CQUI
OG0000255	LOC119655916|XP_037918009.1|HILL	LOC6049949|XP_038113217.1|CQUI
OG0000256	LOC119661283|XP_037926488.1|HILL, LOC119661669|XP_037927034.1|HILL, LOC119661186|XP_037926333.1|HILL, LOC119653252|XP_037913787.1|HILL, LOC119653253|XP_037913788.1|HILL, LOC119653256|XP_037913792.1|HILL, LOC119653175|XP_037913654.1|HILL, LOC119653168|XP_037913642.1|HILL	LOC6035776|XP_038114440.1|CQUI
OG0000257	LOC119655760|XP_037917744.1|HILL	LOC6038108|XP_001847945.2|CQUI
OG0000260	LOC119659089|XP_037922930.1|HILL	LOC6051293|XP_038115865.1|CQUI
OG0000261	LOC119661127|XP_037926254.1|HILL	LOC6031015|XP_001841867.2|CQUI, LOC6049832|XP_038110783.1|CQUI, LOC6031014|XP_001841866.2|CQUI, LOC6033127|XP_038107973.1|CQUI
OG0000262	LOC119650341|XP_037908940.1|HILL, LOC119646143|XP_037902428.1|HILL	LOC6050364|XP_038117776.1|CQUI
OG0000263	LOC119658702|XP_037922223.1|HILL	LOC6042095|XP_038109900.1|CQUI
OG0000263	LOC119658703|XP_037922239.1|HILL	LOC6042100|XP_001851251.2|CQUI
OG0000264	LOC119647562|XP_037904486.1|HILL, LOC119661005|XP_037926053.1|HILL	LOC6052572|XP_038115136.1|CQUI
OG0000267	LOC119657896|XP_037920980.1|HILL	LOC119771164|XP_038122571.1|CQUI
OG0000267	LOC119657829|XP_037920875.1|HILL, LOC119657821|XP_037920863.1|HILL	LOC119770577|XP_038121663.1|CQUI, LOC6045395|XP_001862773.2|CQUI
OG0000268	LOC119656879|XP_037919471.1|HILL	LOC6039308|XP_001848939.1|CQUI, LOC6039292|XP_001848926.1|CQUI
OG0000268	LOC119656880|XP_037919472.1|HILL	LOC6039301|XP_038104060.1|CQUI
OG0000269	LOC119658426|XP_037921752.1|HILL, LOC119660431|XP_037924909.1|HILL	LOC6040899|XP_038105723.1|CQUI
OG0000271	LOC119650559|XP_037909294.1|HILL	LOC6037881|XP_001847747.1|CQUI
OG0000272	LOC119648082|XP_037905498.1|HILL	LOC6051098|XP_038115520.1|CQUI
OG0000272	LOC119648489|XP_037906183.1|HILL, LOC119648490|XP_037906184.1|HILL	LOC6051095|XP_038116689.1|CQUI
OG0000272	LOC119661039|XP_037926141.1|HILL	LOC6042865|XP_038110807.1|CQUI
OG0000273	LOC119659411|XP_037923411.1|HILL	LOC6045118|XP_038120012.1|CQUI
OG0000279	LOC119648349|XP_037905974.1|HILL, LOC119651339|XP_037910820.1|HILL, LOC119651606|XP_037911187.1|HILL	LOC6031991|XP_001842660.2|CQUI, LOC6041724|XP_001850946.1|CQUI
OG0000280	LOC119649948|XP_037908300.1|HILL	LOC6051825|XP_038118162.1|CQUI
OG0000281	LOC119648901|XP_037906733.1|HILL	LOC6030978|XP_001841832.1|CQUI
OG0000283	LOC119657390|XP_037920204.1|HILL	LOC6039042|XP_038105015.1|CQUI, LOC6050265|XP_038105088.1|CQUI
OG0000284	LOC119652994|XP_037913347.1|HILL	LOC6053717|XP_038106857.1|CQUI
OG0000284	LOC119653211|XP_037913708.1|HILL	LOC6037528|XP_038108596.1|CQUI
OG0000284	LOC119661409|XP_037926671.1|HILL	LOC6031216|XP_038112769.1|CQUI
OG0000285	LOC119661769|XP_037927171.1|HILL, LOC119647013|XP_037903679.1|HILL, LOC119646589|XP_037903010.1|HILL, LOC119646308|XP_037902653.1|HILL, LOC119661368|XP_037926613.1|HILL, LOC119657159|XP_037919872.1|HILL, LOC119655559|XP_037917424.1|HILL	LOC6031993|XP_001842662.1|CQUI, LOC6031994|XP_001842663.1|CQUI, LOC6031995|XP_001842664.1|CQUI
OG0000292	LOC119650309|XP_037908882.1|HILL	LOC6049271|XP_038113407.1|CQUI
OG0000293	LOC119651863|XP_037911598.1|HILL, LOC119653005|XP_037913361.1|HILL	LOC6054551|XP_001870445.1|CQUI
OG0000294	LOC119653695|XP_037914493.1|HILL	LOC6036934|XP_038120542.1|CQUI
OG0000296	LOC119655576|XP_037917437.1|HILL	LOC6034992|XP_001845238.2|CQUI
OG0000300	LOC119649524|XP_037907636.1|HILL, LOC119649059|XP_037906970.1|HILL	LOC6044458|XP_001861972.2|CQUI, LOC6044459|XP_001861973.2|CQUI
OG0000301	LOC119660745|XP_037925398.1|HILL	LOC6047906|XP_001864898.1|CQUI
OG0000301	LOC119647749|XP_037904835.1|HILL	LOC6034863|XP_001845133.1|CQUI
OG0000302	LOC119647947|XP_037905238.1|HILL, LOC119647950|XP_037905264.1|HILL, LOC119647948|XP_037905240.1|HILL	LOC6032144|XP_001842798.2|CQUI, LOC6032143|XP_001842797.2|CQUI, LOC119767038|XP_038110222.1|CQUI, LOC6032141|XP_001842795.2|CQUI
OG0000303	LOC119660764|XP_037925458.1|HILL, LOC119659394|XP_037923385.1|HILL	LOC6052242|XP_038120948.1|CQUI
OG0000304	LOC119658827|XP_037922489.1|HILL	LOC6042769|XP_038116430.1|CQUI
OG0000305	LOC119648118|XP_037905569.1|HILL	LOC6035458|XP_001845644.2|CQUI
OG0000306	LOC119656830|XP_037919404.1|HILL	LOC6049473|XP_038122439.1|CQUI
OG0000307	LOC119659134|XP_037922987.1|HILL	LOC6048080|XP_038107440.1|CQUI
OG0000307	LOC119653191|XP_037913676.1|HILL	LOC6032667|XP_038106011.1|CQUI
OG0000310	LOC119656747|XP_037919234.1|HILL	LOC6040342|XP_001849746.2|CQUI, LOC6048625|XP_038105821.1|CQUI, LOC6048624|XP_038122102.1|CQUI, LOC6040046|XP_038108921.1|CQUI, LOC6047022|XP_038105353.1|CQUI
OG0000311	LOC119657657|XP_037920609.1|HILL	LOC6038299|XP_038123051.1|CQUI
OG0000312	LOC119646613|XP_037903043.1|HILL	LOC119766616|XP_038107494.1|CQUI
OG0000312	LOC119657839|XP_037920892.1|HILL	LOC6051796|XP_038114098.1|CQUI, LOC6033298|XP_038108136.1|CQUI
OG0000313	LOC119652119|XP_037911988.1|HILL	LOC6042070|XP_038107572.1|CQUI, LOC6042069|XP_038107570.1|CQUI
OG0000314	LOC119661408|XP_037926666.1|HILL	LOC6046120|XP_038110284.1|CQUI, LOC6046124|XP_038110089.1|CQUI, LOC6046123|XP_038113558.1|CQUI, LOC6046125|XP_038110087.1|CQUI, LOC6046116|XP_038107379.1|CQUI, LOC6046119|XP_038107380.1|CQUI
OG0000315	LOC119660970|XP_037925963.1|HILL	LOC6053118|XP_001869267.2|CQUI, LOC6053120|XP_038112347.1|CQUI
OG0000320	LOC119656552|XP_037918846.1|HILL	LOC6035063|XP_038114234.1|CQUI
OG0000321	LOC119655812|XP_037917845.1|HILL	LOC6046508|XP_001863695.2|CQUI, LOC6044682|XP_001862157.2|CQUI, LOC6046507|XP_001863694.2|CQUI, LOC6053869|XP_001869887.2|CQUI
OG0000322	LOC119654593|XP_037915985.1|HILL	LOC6046615|XP_038120091.1|CQUI, LOC119769501|XP_038118112.1|CQUI, LOC119769502|XP_038118113.1|CQUI
OG0000323	LOC119651179|XP_037910534.1|HILL	LOC6033388|XP_038109505.1|CQUI
OG0000324	LOC119650355|XP_037908964.1|HILL	LOC6032322|XP_038109936.1|CQUI
OG0000325	LOC119647540|XP_037904458.1|HILL, LOC119649224|XP_037907211.1|HILL	LOC6034529|XP_001844829.1|CQUI, LOC6034530|XP_001844830.2|CQUI, LOC6043286|XP_001858177.2|CQUI
OG0000331	LOC119660750|XP_037925426.1|HILL	LOC6033593|XP_038107031.1|CQUI, LOC6053126|XP_038104862.1|CQUI, LOC119766830|XP_038108839.1|CQUI
OG0000332	LOC119652961|XP_037913288.1|HILL	LOC119770165|XP_038120507.1|CQUI
OG0000332	LOC119655894|XP_037917968.1|HILL	LOC119765344|XP_038104986.1|CQUI, LOC6046361|XP_038121114.1|CQUI
OG0000333	LOC119648073|XP_037905483.1|HILL	LOC6037279|XP_038115324.1|CQUI
OG0000334	LOC119648594|XP_037906294.1|HILL	LOC6037101|XP_001847049.1|CQUI
OG0000335	LOC119651925|XP_037911683.1|HILL, LOC119651821|XP_037911539.1|HILL, LOC119652176|XP_037912049.1|HILL	LOC6038268|XP_001848092.2|CQUI, LOC6043220|XP_001857710.2|CQUI
OG0000338	LOC119647611|XP_037904571.1|HILL	LOC6042304|XP_038118860.1|CQUI
OG0000338	LOC119646654|XP_037903104.1|HILL	LOC6052391|XP_038116274.1|CQUI
OG0000339	LOC119649031|XP_037906916.1|HILL	LOC119770586|XP_038121683.1|CQUI
OG0000340	LOC119656287|XP_037918646.1|HILL	LOC6042260|XP_001851398.2|CQUI
OG0000342	LOC119656749|XP_037919236.1|HILL	LOC6039057|XP_038104470.1|CQUI
OG0000343	LOC119656580|XP_037918899.1|HILL	LOC6047925|XP_038105326.1|CQUI
OG0000343	LOC119652869|XP_037913156.1|HILL, LOC119651334|XP_037910808.1|HILL, LOC119651190|XP_037910556.1|HILL	LOC6047918|XP_001864906.2|CQUI, LOC6047916|XP_001864904.2|CQUI, LOC6047922|XP_001864903.2|CQUI, LOC6047917|XP_001864905.1|CQUI
OG0000344	LOC119653101|XP_037913544.1|HILL, LOC119646209|XP_037902520.1|HILL, LOC119655037|XP_037916641.1|HILL, LOC119650620|XP_037909437.1|HILL	LOC6031612|XP_038122864.1|CQUI, LOC6031624|XP_038104631.1|CQUI, LOC6031626|XP_001842376.2|CQUI
OG0000345	LOC119657419|XP_037920250.1|HILL	LOC6043920|XP_001861505.1|CQUI
OG0000346	LOC119646519|XP_037902907.1|HILL, LOC119659886|XP_037924134.1|HILL	LOC6047939|XP_038119570.1|CQUI
OG0000347	LOC119648357|XP_037905998.1|HILL	LOC6053028|XP_001869188.1|CQUI
OG0000347	LOC119650775|XP_037909808.1|HILL	LOC6035234|XP_038108929.1|CQUI
OG0000348	LOC119661347|XP_037926579.1|HILL, LOC119661686|XP_037927058.1|HILL, LOC119646268|XP_037902599.1|HILL, LOC119661392|XP_037926644.1|HILL, LOC119661101|XP_037926218.1|HILL	LOC6052178|XP_038112049.1|CQUI
OG0000349	LOC119655419|XP_037917235.1|HILL	LOC6044701|XP_038109328.1|CQUI
OG0000351	LOC119650765|XP_037909794.1|HILL	LOC6035566|XP_001845722.1|CQUI, LOC119766460|XP_038106947.1|CQUI, LOC6051460|XP_038108559.1|CQUI, LOC119765222|XP_038104585.1|CQUI
OG0000351	LOC119651405|XP_037910922.1|HILL	LOC6035564|XP_001845720.2|CQUI, LOC119765223|XP_038104588.1|CQUI
OG0000353	LOC119651137|XP_037910460.1|HILL, LOC119651138|XP_037910461.1|HILL	LOC6053768|XP_038115591.1|CQUI
OG0000353	LOC119650632|XP_037909467.1|HILL	LOC6032433|XP_001843031.1|CQUI
OG0000355	LOC119651943|XP_037911727.1|HILL, LOC119651919|XP_037911679.1|HILL	LOC6052795|XP_001868999.1|CQUI, LOC6053794|XP_001869822.2|CQUI
OG0000356	LOC119653869|XP_037914896.1|HILL	LOC6036029|XP_001846132.2|CQUI, LOC6036024|XP_038108101.1|CQUI
OG0000361	LOC119650707|XP_037909637.1|HILL	LOC6053088|XP_001869241.2|CQUI
OG0000362	LOC119661014|XP_037926089.1|HILL	LOC6034794|XP_001845067.1|CQUI
OG0000362	LOC119650343|XP_037908936.1|HILL	LOC6035685|XP_001845819.1|CQUI
