Orthogroup	HILL.longest_only	DFIC.longest_only
OG0000637	LOC119654896|XP_037916444.1|HILL	LOC108097390|XP_017055138.1|DFIC, LOC108097147|XP_017054755.1|DFIC
OG0000638	LOC119655413|XP_037917226.1|HILL	LOC108087276|XP_017040071.1|DFIC, LOC108095318|XP_017051883.1|DFIC
OG0000639	LOC119650418|XP_037909141.1|HILL	LOC108093061|XP_017048456.1|DFIC
OG0000642	LOC119660062|XP_037924369.1|HILL	LOC108086615|XP_017039080.1|DFIC, LOC108090007|XP_017043996.1|DFIC
OG0000644	LOC119661516|XP_037926820.1|HILL	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC
OG0000645	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL	LOC108094823|XP_017051128.1|DFIC
OG0000646	LOC119652293|XP_037912218.1|HILL	LOC108092115|XP_017047104.1|DFIC, LOC108097589|XP_017055475.1|DFIC
OG0000647	LOC119657425|XP_037920255.1|HILL	LOC108091815|XP_017046674.1|DFIC, LOC108092934|XP_017048289.1|DFIC
OG0000648	LOC119657729|XP_037920700.1|HILL	LOC108098155|XP_017056375.1|DFIC
OG0000649	LOC119656729|XP_037919190.1|HILL	LOC108088664|XP_017042081.1|DFIC, LOC108088675|XP_017042098.1|DFIC
OG0000650	LOC119656608|XP_037918973.1|HILL	LOC108091957|XP_017046842.1|DFIC
OG0000650	LOC119660809|XP_037925577.1|HILL	LOC108098411|XP_017056795.1|DFIC
OG0000651	LOC119651087|XP_037910365.1|HILL	LOC108099820|XP_017058938.1|DFIC, LOC108100594|XP_017060064.1|DFIC
OG0000652	LOC119647563|XP_037904526.1|HILL	LOC108101591|XP_017061492.1|DFIC, LOC108095388|XP_017051956.1|DFIC
OG0000653	LOC119652971|XP_037913303.1|HILL	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC
OG0000654	LOC119648654|XP_037906354.1|HILL	LOC108100423|XP_017059809.1|DFIC
OG0000655	LOC119661453|XP_037926732.1|HILL	LOC108096630|XP_017053868.1|DFIC
OG0000656	LOC119659574|XP_037923659.1|HILL	LOC108088038|XP_017041161.1|DFIC, LOC108088039|XP_017041163.1|DFIC
OG0000657	LOC119647275|XP_037904095.1|HILL	LOC108098995|XP_017057716.1|DFIC
OG0000657	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL	LOC108092559|XP_017047688.1|DFIC
OG0000658	LOC119653510|XP_037914098.1|HILL	LOC108098004|XP_017056130.1|DFIC, LOC108098918|XP_017057611.1|DFIC
OG0000660	LOC119646862|XP_037903412.1|HILL	LOC108092545|XP_017047665.1|DFIC
OG0000661	LOC119658210|XP_037921405.1|HILL	LOC108089459|XP_017043192.1|DFIC, LOC108089902|XP_017043868.1|DFIC
OG0000662	LOC119649469|XP_037907554.1|HILL	LOC108099830|XP_017058954.1|DFIC, LOC108101046|XP_017060713.1|DFIC
OG0000664	LOC119653762|XP_037914671.1|HILL	LOC108086500|XP_017038914.1|DFIC
OG0000665	LOC119660145|XP_037924473.1|HILL	LOC108095673|XP_017052330.1|DFIC, LOC108095908|XP_017052725.1|DFIC
OG0000666	LOC119659675|XP_037923827.1|HILL	LOC108094884|XP_017051208.1|DFIC, LOC108091191|XP_017045760.1|DFIC
OG0000667	LOC119659459|XP_037923471.1|HILL	LOC108097309|XP_017055015.1|DFIC, LOC108092042|XP_017046972.1|DFIC
OG0000668	LOC119658829|XP_037922491.1|HILL	LOC108094405|XP_017050460.1|DFIC, LOC108091965|XP_017046862.1|DFIC
OG0000670	LOC119654928|XP_037916507.1|HILL	LOC108092929|XP_017048284.1|DFIC, LOC108091360|XP_017046002.1|DFIC
OG0000671	LOC119660816|XP_037925587.1|HILL	LOC108096979|XP_017054445.1|DFIC, LOC108102301|XP_017062552.1|DFIC
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC108097618|XP_017055519.1|DFIC, LOC108097790|XP_017055810.1|DFIC
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC108095530|XP_017052146.1|DFIC, LOC108096180|XP_017053052.1|DFIC
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC108100688|XP_017060193.1|DFIC, LOC108091239|XP_017045838.1|DFIC
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC108097620|XP_017055525.1|DFIC, LOC108091445|XP_017046130.1|DFIC
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC108097531|XP_017055366.1|DFIC
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC108094609|XP_017050766.1|DFIC, LOC108094482|XP_017050562.1|DFIC
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC108092126|XP_017047119.1|DFIC, LOC108095604|XP_017052258.1|DFIC
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC108092081|XP_017047049.1|DFIC
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC108088086|XP_017041230.1|DFIC, LOC108091674|XP_017046483.1|DFIC
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC108095510|XP_017052109.1|DFIC, LOC108098550|XP_017057037.1|DFIC
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC108094327|XP_017050366.1|DFIC, LOC108087601|XP_017040529.1|DFIC
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC108094928|XP_017051275.1|DFIC, LOC108099703|XP_017058817.1|DFIC
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC108093847|XP_017049670.1|DFIC
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC108094057|XP_017049984.1|DFIC, LOC108094056|XP_017049983.1|DFIC
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC108095501|XP_017052096.1|DFIC
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC108098728|XP_017057338.1|DFIC, LOC108088331|XP_017041562.1|DFIC
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC108089305|XP_017042970.1|DFIC, LOC108089306|XP_017042972.1|DFIC
OG0000693	LOC119657578|XP_037920474.1|HILL	LOC108098108|XP_017056312.1|DFIC
OG0000693	LOC119657891|XP_037920962.1|HILL	LOC108101082|XP_017060770.1|DFIC
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC108091238|XP_017045833.1|DFIC, LOC108100473|XP_017059892.1|DFIC
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC108093419|XP_017048953.1|DFIC, LOC108101656|XP_017061564.1|DFIC
OG0000696	LOC119646793|XP_037903310.1|HILL	LOC108093055|XP_017048451.1|DFIC
OG0000696	LOC119661444|XP_037926717.1|HILL	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC108097955|XP_017056053.1|DFIC, LOC108093408|XP_017048934.1|DFIC
OG0000698	LOC119658246|XP_037921452.1|HILL	LOC108091427|XP_017046106.1|DFIC
OG0000698	LOC119647067|XP_037903752.1|HILL	LOC108091577|XP_017046343.1|DFIC
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC108093463|XP_017049034.1|DFIC, LOC108095671|XP_017052326.1|DFIC
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC108091511|XP_017046249.1|DFIC, LOC108092507|XP_017047614.1|DFIC
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC108094773|XP_017051035.1|DFIC, LOC108097666|XP_017055604.1|DFIC
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC108095766|XP_017052490.1|DFIC, LOC108095768|XP_017052501.1|DFIC
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC108092707|XP_017047914.1|DFIC, LOC108087625|XP_017040569.1|DFIC
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC108097006|XP_017054494.1|DFIC, LOC108086868|XP_017039419.1|DFIC
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC108100313|XP_017059606.1|DFIC, LOC108100312|XP_017059603.1|DFIC
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC108096541|XP_017053716.1|DFIC, LOC108102141|XP_017062299.1|DFIC
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC108101768|XP_017061722.1|DFIC, LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC108086871|XP_017039422.1|DFIC, LOC108097993|XP_017056116.1|DFIC
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC108096125|XP_017052991.1|DFIC, LOC108094025|XP_017049944.1|DFIC
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC108089765|XP_017043645.1|DFIC, LOC108091095|XP_017045600.1|DFIC
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC108091749|XP_017046583.1|DFIC, LOC108087645|XP_017040598.1|DFIC
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC108097963|XP_017056067.1|DFIC, LOC108096265|XP_017053214.1|DFIC
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC108092884|XP_017048214.1|DFIC, LOC108087560|XP_017040476.1|DFIC
OG0000717	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC108088768|XP_017042210.1|DFIC
OG0000718	LOC119660961|XP_037925932.1|HILL	LOC108095033|XP_017051402.1|DFIC
OG0000719	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL	LOC108087488|XP_017040365.1|DFIC, LOC108089708|XP_017043543.1|DFIC
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC108098098|XP_017056297.1|DFIC, LOC108099385|XP_017058373.1|DFIC
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC108087033|XP_017039690.1|DFIC, LOC108086997|XP_017039620.1|DFIC
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC108101114|XP_017060822.1|DFIC
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC108088584|XP_017041923.1|DFIC
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC108086587|XP_017039036.1|DFIC, LOC108086599|XP_017039059.1|DFIC
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC108097995|XP_017056121.1|DFIC, LOC108094155|XP_017050084.1|DFIC
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC108096438|XP_017053521.1|DFIC, LOC108101947|XP_017062022.1|DFIC
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC108089424|XP_017043116.1|DFIC, LOC108089422|XP_017043115.1|DFIC
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC108086525|XP_017038942.1|DFIC, LOC108089021|XP_017042595.1|DFIC
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC108091234|XP_017045831.1|DFIC, LOC108091140|XP_017045664.1|DFIC, LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC108094231|XP_017050179.1|DFIC
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC108092318|XP_017047341.1|DFIC, LOC108092319|XP_017047343.1|DFIC
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC108100882|XP_017060480.1|DFIC, LOC108090017|XP_017044006.1|DFIC
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC108098920|XP_017057613.1|DFIC, LOC108098919|XP_017057612.1|DFIC
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC108098916|XP_017057607.1|DFIC
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC108094409|XP_017050465.1|DFIC, LOC108094418|XP_017050478.1|DFIC
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC108100534|XP_017059984.1|DFIC, LOC108096584|XP_017053773.1|DFIC
OG0000744	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL	LOC108096948|XP_017054403.1|DFIC
OG0000745	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL	LOC108095125|XP_017051555.1|DFIC, LOC108096720|XP_017054048.1|DFIC
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC
OG0000747	LOC119653703|XP_037914507.1|HILL	LOC108088802|XP_017042260.1|DFIC, LOC108088804|XP_017042264.1|DFIC
OG0000748	LOC119657475|XP_037920323.1|HILL	LOC108092311|XP_017047335.1|DFIC, LOC108097251|XP_017054921.1|DFIC
OG0000750	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC, LOC108099348|XP_017058317.1|DFIC
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC108088003|XP_017041103.1|DFIC, LOC108096181|XP_017053054.1|DFIC
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC108098034|XP_017056179.1|DFIC, LOC108097619|XP_017055520.1|DFIC
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC108087074|XP_017039739.1|DFIC, LOC108087073|XP_017039736.1|DFIC
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC108095702|XP_017052363.1|DFIC
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC108095713|XP_017052374.1|DFIC
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC108099213|XP_017058082.1|DFIC
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC108089552|XP_017043381.1|DFIC, LOC108089551|XP_017043378.1|DFIC
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC108099963|XP_017059143.1|DFIC, LOC108100164|XP_017059420.1|DFIC
OG0000760	LOC119661608|XP_037926952.1|HILL	LOC108096937|XP_017054380.1|DFIC
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC108089241|XP_017042892.1|DFIC, LOC108089204|XP_017042840.1|DFIC
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC108100996|XP_017060650.1|DFIC
OG0000763	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL	LOC108089796|XP_017043681.1|DFIC, LOC108089792|XP_017043676.1|DFIC
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC108099254|XP_017058115.1|DFIC
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC108100205|XP_017059469.1|DFIC, LOC108097174|XP_017054801.1|DFIC
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC108093465|XP_017049039.1|DFIC, LOC108092911|XP_017048259.1|DFIC
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC108090093|XP_017044084.1|DFIC, LOC108088924|XP_017042429.1|DFIC
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC108100644|XP_017060136.1|DFIC
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC108096019|XP_017052858.1|DFIC, LOC108098111|XP_017056314.1|DFIC
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC108093897|XP_017049746.1|DFIC
OG0000771	LOC119658887|XP_037922605.1|HILL	LOC108099333|XP_017058299.1|DFIC, LOC108099328|XP_017058287.1|DFIC
OG0000772	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC
OG0000774	LOC119657784|XP_037920791.1|HILL	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC
OG0000778	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL	LOC108089734|XP_017043605.1|DFIC, LOC108101729|XP_017061669.1|DFIC
OG0000779	LOC119657107|XP_037919794.1|HILL	LOC108088696|XP_017042126.1|DFIC
OG0000780	LOC119657989|XP_037921134.1|HILL	LOC108090701|XP_017044981.1|DFIC
OG0000781	LOC119658295|XP_037921520.1|HILL	LOC108098052|XP_017056222.1|DFIC
OG0000782	LOC119657096|XP_037919779.1|HILL	LOC108100417|XP_017059797.1|DFIC, LOC108095627|XP_017052284.1|DFIC
OG0000783	LOC119657280|XP_037920052.1|HILL	LOC108097250|XP_017054920.1|DFIC
OG0000784	LOC119646893|XP_037903460.1|HILL	LOC108099780|XP_017058898.1|DFIC, LOC108097980|XP_017056086.1|DFIC
OG0000785	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC
OG0000786	LOC119650690|XP_037909584.1|HILL	LOC108098514|XP_017056957.1|DFIC
OG0000787	LOC119649883|XP_037908188.1|HILL	LOC108087445|XP_017040288.1|DFIC, LOC108097893|XP_017055921.1|DFIC
OG0000788	LOC119647630|XP_037904613.1|HILL	LOC108100719|XP_017060245.1|DFIC, LOC108088250|XP_017041456.1|DFIC
OG0000789	LOC119651528|XP_037911088.1|HILL	LOC108093377|XP_017048885.1|DFIC, LOC108093396|XP_017048904.1|DFIC
OG0000790	LOC119658287|XP_037921510.1|HILL	LOC108091480|XP_017046189.1|DFIC, LOC108091478|XP_017046188.1|DFIC
OG0000791	LOC119653209|XP_037913704.1|HILL	LOC108095894|XP_017052698.1|DFIC, LOC108088503|XP_017041823.1|DFIC
OG0000793	LOC119659841|XP_037924067.1|HILL	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC
OG0000794	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC
OG0000795	LOC119654215|XP_037915356.1|HILL	LOC108091225|XP_017045819.1|DFIC, LOC108091879|XP_017046750.1|DFIC
OG0000796	LOC119654527|XP_037915899.1|HILL	LOC108098953|XP_017057650.1|DFIC, LOC108091167|XP_017045695.1|DFIC
OG0000797	LOC119659393|XP_037923383.1|HILL	LOC108098948|XP_017057645.1|DFIC, LOC108098949|XP_017057646.1|DFIC
OG0000798	LOC119653731|XP_037914572.1|HILL	LOC108094916|XP_017051252.1|DFIC, LOC108094896|XP_017051225.1|DFIC
OG0000799	LOC119653680|XP_037914462.1|HILL	LOC108088089|XP_017041234.1|DFIC, LOC108097165|XP_017054787.1|DFIC
OG0000801	LOC119655634|XP_037917534.1|HILL	LOC108096552|XP_017053730.1|DFIC, LOC108096940|XP_017054387.1|DFIC
OG0000802	LOC119655789|XP_037917810.1|HILL	LOC108097380|XP_017055120.1|DFIC
OG0000803	LOC119661390|XP_037926641.1|HILL	LOC108100097|XP_017059331.1|DFIC, LOC108100671|XP_017060175.1|DFIC
OG0000804	LOC119655918|XP_037918011.1|HILL	LOC108086629|XP_017039093.1|DFIC, LOC108091799|XP_017046656.1|DFIC
OG0000805	LOC119658085|XP_037921276.1|HILL	LOC108087870|XP_017040943.1|DFIC, LOC108087856|XP_017040928.1|DFIC
OG0000807	LOC119651447|XP_037910980.1|HILL	LOC108088819|XP_017042276.1|DFIC, LOC108087568|XP_017040485.1|DFIC, LOC108094171|XP_017050119.1|DFIC
OG0000810	LOC119652580|XP_037912724.1|HILL	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC
OG0000811	LOC119659042|XP_037922871.1|HILL	LOC108101661|XP_017061568.1|DFIC, LOC108090347|XP_017044456.1|DFIC
OG0000812	LOC119647943|XP_037905233.1|HILL	LOC108094688|XP_017050900.1|DFIC, LOC108096376|XP_017053418.1|DFIC
OG0000813	LOC119659686|XP_037923852.1|HILL	LOC108096676|XP_017053948.1|DFIC
OG0000813	LOC119649371|XP_037907416.1|HILL	LOC108097629|XP_017055543.1|DFIC
OG0000814	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL	LOC108089972|XP_017043963.1|DFIC
OG0000816	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL	LOC108091255|XP_017045859.1|DFIC, LOC108096123|XP_017052989.1|DFIC
OG0000818	LOC119653492|XP_037914048.1|HILL	LOC108092951|XP_017048310.1|DFIC, LOC108094501|XP_017050592.1|DFIC
OG0000819	LOC119655961|XP_037918111.1|HILL	LOC108101882|XP_017061918.1|DFIC, LOC108101892|XP_017061945.1|DFIC
OG0000820	LOC119654911|XP_037916472.1|HILL	LOC108097452|XP_017055213.1|DFIC, LOC108096902|XP_017054338.1|DFIC
OG0000821	LOC119649066|XP_037906982.1|HILL	LOC108096955|XP_017054412.1|DFIC
OG0000824	LOC119661374|XP_037926621.1|HILL	LOC108094519|XP_017050610.1|DFIC
OG0000830	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL	LOC108088623|XP_017042020.1|DFIC
OG0000831	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL	LOC108100463|XP_017059881.1|DFIC
OG0000832	LOC119646406|XP_037902778.1|HILL	LOC108093921|XP_017049779.1|DFIC, LOC108094386|XP_017050437.1|DFIC
OG0000833	LOC119648899|XP_037906731.1|HILL	LOC108088324|XP_017041551.1|DFIC
OG0000834	LOC119650167|XP_037908642.1|HILL	LOC108088388|XP_017041625.1|DFIC
OG0000836	LOC119651568|XP_037911131.1|HILL	LOC108094396|XP_017050453.1|DFIC, LOC108089151|XP_017042762.1|DFIC
OG0000837	LOC119653598|XP_037914275.1|HILL	LOC108086494|XP_017038908.1|DFIC
OG0000838	LOC119656045|XP_037918241.1|HILL	LOC108096039|XP_017052875.1|DFIC, LOC108096041|XP_017052877.1|DFIC
OG0000839	LOC119659633|XP_037923760.1|HILL	LOC108090109|XP_017044115.1|DFIC, LOC108101016|XP_017060670.1|DFIC
OG0000840	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC
OG0000841	LOC119660594|XP_037925196.1|HILL	LOC108096980|XP_017054449.1|DFIC
OG0000842	LOC119653816|XP_037914775.1|HILL	LOC108101570|XP_017061469.1|DFIC, LOC108093320|XP_017048797.1|DFIC
OG0000843	LOC119654815|XP_037916301.1|HILL	LOC108090959|XP_017045392.1|DFIC
OG0000844	LOC119653876|XP_037914916.1|HILL	LOC108090886|XP_017045277.1|DFIC, LOC108098402|XP_017056774.1|DFIC
OG0000846	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL	LOC108088524|XP_017041854.1|DFIC
OG0000848	LOC119658671|XP_037922165.1|HILL	LOC108092583|XP_017047717.1|DFIC, LOC108094392|XP_017050446.1|DFIC
OG0000849	LOC119647307|XP_037904149.1|HILL	LOC108088828|XP_017042324.1|DFIC, LOC108101333|XP_017061131.1|DFIC
OG0000850	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC, LOC108096962|XP_017054422.1|DFIC
OG0000854	LOC119658525|XP_037921931.1|HILL	LOC108092864|XP_017048187.1|DFIC
OG0000854	LOC119658527|XP_037921933.1|HILL	LOC108092861|XP_017048183.1|DFIC
OG0000855	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL	LOC108097305|XP_017055009.1|DFIC
OG0000856	LOC119661011|XP_037926086.1|HILL	LOC108097514|XP_017055327.1|DFIC, LOC108088915|XP_017042417.1|DFIC
OG0000857	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL	LOC108098142|XP_017056356.1|DFIC
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC108100430|XP_017059829.1|DFIC, LOC108099072|XP_017057845.1|DFIC
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC108087653|XP_017040621.1|DFIC
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC108095152|XP_017051579.1|DFIC, LOC108102216|XP_017062428.1|DFIC
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC108092766|XP_017047988.1|DFIC, LOC108095600|XP_017052253.1|DFIC
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC108098956|XP_017057657.1|DFIC
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC108089230|XP_017042876.1|DFIC
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC108091248|XP_017045850.1|DFIC
OG0000869	LOC119659879|XP_037924126.1|HILL	LOC108098527|XP_017056997.1|DFIC
OG0000870	LOC119655994|XP_037918160.1|HILL	LOC108090671|XP_017044942.1|DFIC
OG0000871	LOC119655804|XP_037917831.1|HILL	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC
OG0000872	LOC119653635|XP_037914344.1|HILL	LOC108088585|XP_017041924.1|DFIC, LOC108090868|XP_017045249.1|DFIC
OG0000873	LOC119649384|XP_037907430.1|HILL	LOC108093570|XP_017049154.1|DFIC
OG0000874	LOC119653451|XP_037913986.1|HILL	LOC108086486|XP_017038898.1|DFIC, LOC108090534|XP_017044750.1|DFIC
OG0000875	LOC119648335|XP_037905957.1|HILL	LOC108100149|XP_017059394.1|DFIC
OG0000877	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL	LOC108088900|XP_017042390.1|DFIC, LOC108092984|XP_017048365.1|DFIC
OG0000878	LOC119654988|XP_037916580.1|HILL	LOC108096933|XP_017054374.1|DFIC
OG0000879	LOC119655355|XP_037917134.1|HILL	LOC108094806|XP_017051066.1|DFIC
OG0000880	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL	LOC108092824|XP_017048117.1|DFIC, LOC108089702|XP_017043538.1|DFIC
OG0000882	LOC119657550|XP_037920431.1|HILL	LOC108098102|XP_017056302.1|DFIC, LOC108089790|XP_017043674.1|DFIC
OG0000883	LOC119658367|XP_037921656.1|HILL	LOC108097762|XP_017055771.1|DFIC
OG0000884	LOC119657713|XP_037920680.1|HILL	LOC108089797|XP_017043682.1|DFIC
OG0000886	LOC119650614|XP_037909425.1|HILL	LOC108087167|XP_017039897.1|DFIC
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC108091241|XP_017045843.1|DFIC
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC108099077|XP_017057858.1|DFIC
