Orthogroup	HILL.longest_only	AEAL.longest_only
OG0001787	LOC119646256|XP_037902584.1|HILL	LOC109410234|XP_029709394.1|AEAL, LOC109417633|XP_029709391.1|AEAL
OG0001788	LOC119657844|XP_037920894.1|HILL	LOC115265624|XP_029727346.1|AEAL, LOC115265639|XP_029727372.1|AEAL, LOC109431001|XP_029727342.1|AEAL
OG0001789	LOC119648971|XP_037906821.1|HILL	LOC109421604|XP_029727121.1|AEAL, LOC115265852|XP_029727656.1|AEAL
OG0001790	LOC119646437|XP_037902816.1|HILL	LOC109409179|XP_019538145.2|AEAL
OG0001791	LOC119650337|XP_037908927.1|HILL	LOC109409116|XP_029727071.1|AEAL
OG0001792	LOC119646135|XP_037902415.1|HILL	LOC109402239|XP_029720061.1|AEAL, LOC109415858|XP_029717963.1|AEAL
OG0001793	LOC119647243|XP_037904036.1|HILL	LOC115262335|XP_029720594.1|AEAL, LOC115267562|XP_029730502.1|AEAL, LOC115267560|XP_029730500.1|AEAL, LOC109402335|XP_029720054.1|AEAL
OG0001794	LOC119647312|XP_037904158.1|HILL	LOC115254172|XP_029728604.1|AEAL, LOC109429544|XP_019561065.2|AEAL
OG0001796	LOC119653944|XP_037915033.1|HILL, LOC119653943|XP_037915032.1|HILL	LOC115254427|XP_029707777.1|AEAL, LOC109421692|XP_019551763.2|AEAL
OG0001797	LOC119661047|XP_037926168.1|HILL	LOC115268734|XP_029732737.1|AEAL, LOC109428007|XP_029707546.1|AEAL, LOC115262291|XP_029720549.1|AEAL
OG0001798	LOC119655793|XP_037917815.1|HILL, LOC119655542|XP_037917386.1|HILL	LOC115262178|XP_029720357.1|AEAL, LOC109426199|XP_019557185.1|AEAL, LOC115254084|XP_029719437.1|AEAL
OG0001800	LOC119647110|XP_037903816.1|HILL	LOC115264219|XP_029723586.1|AEAL, LOC109419246|XP_029713949.1|AEAL
OG0001801	LOC119649603|XP_037907747.1|HILL	LOC109415471|XP_019544893.2|AEAL, LOC109429474|XP_029724124.1|AEAL
OG0001802	LOC119660149|XP_037924477.1|HILL	LOC109401497|XP_019529619.2|AEAL, LOC109410425|XP_019539525.2|AEAL
OG0001803	LOC119659364|XP_037923344.1|HILL	LOC109427011|XP_029728214.1|AEAL
OG0001804	LOC119659141|XP_037923003.1|HILL	LOC109411686|XP_029729400.1|AEAL
OG0001805	LOC119648083|XP_037905500.1|HILL	LOC115269163|XP_029733431.1|AEAL, LOC109414666|XP_019544046.2|AEAL, LOC109423403|XP_029733429.1|AEAL, LOC115267953|XP_029731623.1|AEAL
OG0001806	LOC119658939|XP_037922721.1|HILL	LOC109416297|XP_019545884.2|AEAL
OG0001808	LOC119658693|XP_037922207.1|HILL, LOC119658694|XP_037922210.1|HILL, LOC119660576|XP_037925157.1|HILL	LOC109431862|XP_019563672.2|AEAL, LOC109422736|XP_029727927.1|AEAL
OG0001809	LOC119660235|XP_037924611.1|HILL	LOC109422636|XP_019553010.2|AEAL, LOC109402776|XP_019531027.2|AEAL
OG0001810	LOC119648878|XP_037906698.1|HILL	LOC109399628|XP_019527669.2|AEAL, LOC109429105|XP_019560491.2|AEAL
OG0001811	LOC119656076|XP_037918285.1|HILL	LOC115260364|XP_029717156.1|AEAL, LOC109427250|XP_019558322.2|AEAL, LOC109411618|XP_029718911.1|AEAL
OG0001812	LOC119651076|XP_037910345.1|HILL	LOC115254045|XP_029717196.1|AEAL, LOC109428126|XP_019559353.1|AEAL, LOC109411665|XP_019540772.1|AEAL
OG0001813	LOC119660390|XP_037924842.1|HILL	LOC115268965|XP_029733093.1|AEAL, LOC109406249|XP_029733062.1|AEAL, LOC115268966|XP_029733094.1|AEAL
OG0001814	LOC119658850|XP_037922528.1|HILL	LOC109411927|XP_019541118.2|AEAL, LOC109406265|XP_019534881.2|AEAL
OG0001815	LOC119660115|XP_037924432.1|HILL	LOC109406734|XP_029733033.1|AEAL
OG0001816	LOC119655746|XP_037917728.1|HILL	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL
OG0001817	LOC119653661|XP_037914419.1|HILL	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL
OG0001818	LOC119655406|XP_037917217.1|HILL	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL
OG0001819	LOC119655833|XP_037917869.1|HILL	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL
OG0001820	LOC119654292|XP_037915524.1|HILL	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL
OG0001821	LOC119654320|XP_037915574.1|HILL	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL
OG0001822	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL
OG0001823	LOC119649125|XP_037907058.1|HILL	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL
OG0001824	LOC119660170|XP_037924504.1|HILL	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL
OG0001825	LOC119655946|XP_037918065.1|HILL	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL
OG0001826	LOC119655762|XP_037917745.1|HILL	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL
OG0001827	LOC119654394|XP_037915702.1|HILL	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL
OG0001828	LOC119653863|XP_037914848.1|HILL	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL
OG0001829	LOC119655295|XP_037917043.1|HILL	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL
OG0001830	LOC119655843|XP_037917883.1|HILL	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL
OG0001832	LOC119660892|XP_037925751.1|HILL	LOC109426386|XP_019557431.1|AEAL
OG0001833	LOC119654266|XP_037915461.1|HILL	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL
OG0001834	LOC119651393|XP_037910903.1|HILL	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL
OG0001848	LOC119650675|XP_037909558.1|HILL	LOC109402165|XP_029729861.1|AEAL
OG0001849	LOC119650802|XP_037909869.1|HILL	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL
OG0001850	LOC119660900|XP_037925766.1|HILL	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL
OG0001851	LOC119660999|XP_037926025.1|HILL	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL
OG0001852	LOC119648791|XP_037906565.1|HILL	LOC109415425|XP_019544842.2|AEAL, LOC115256958|XP_029712027.1|AEAL, LOC109431149|XP_019562899.2|AEAL
OG0001854	LOC119657167|XP_037919880.1|HILL	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL
OG0001855	LOC119657085|XP_037919768.1|HILL	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL
OG0001856	LOC119656794|XP_037919330.1|HILL	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL
OG0001857	LOC119658348|XP_037921631.1|HILL	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL
OG0001858	LOC119658315|XP_037921567.1|HILL	LOC109415216|XP_019544649.2|AEAL
OG0001859	LOC119656734|XP_037919204.1|HILL	LOC109428400|XP_019559669.2|AEAL
OG0001860	LOC119648757|XP_037906511.1|HILL	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	LOC109406620|XP_019535252.2|AEAL
OG0001862	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL	LOC109427518|XP_029724754.1|AEAL
OG0001863	LOC119657322|XP_037920111.1|HILL	LOC109427521|XP_019558620.2|AEAL
OG0001864	LOC119661721|XP_037927106.1|HILL	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL
OG0001865	LOC119657944|XP_037921064.1|HILL	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL
OG0001866	LOC119659495|XP_037923540.1|HILL	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL
OG0001867	LOC119647424|XP_037904251.1|HILL	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL
OG0001868	LOC119652674|XP_037912867.1|HILL	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	LOC109398394|XP_019526285.2|AEAL
OG0001870	LOC119661626|XP_037926974.1|HILL, LOC119659544|XP_037923623.1|HILL	LOC109412781|XP_019541935.2|AEAL
OG0001870	LOC119646980|XP_037903618.1|HILL	LOC109409419|XP_019538408.2|AEAL
OG0001871	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL
OG0001872	LOC119657360|XP_037920160.1|HILL	LOC115256094|XP_029710212.1|AEAL, LOC109414074|XP_019543355.1|AEAL, LOC115256107|XP_029710225.1|AEAL, LOC115256114|XP_029710230.1|AEAL
OG0001873	LOC119652394|XP_037912429.1|HILL	LOC109423066|XP_029708369.1|AEAL, LOC109432367|XP_029717740.1|AEAL
OG0001874	LOC119657327|XP_037920118.1|HILL	LOC115260613|XP_029717505.1|AEAL, LOC109422822|XP_019553257.1|AEAL, LOC115269510|XP_029734156.1|AEAL, LOC109400926|XP_019528958.1|AEAL
OG0001875	LOC119646791|XP_037903303.1|HILL	LOC115253646|XP_029717688.1|AEAL, LOC109418647|XP_019548413.2|AEAL, LOC109424966|XP_019555707.2|AEAL
OG0001876	LOC119658387|XP_037921683.1|HILL	LOC109431404|XP_019563168.2|AEAL, LOC109427742|XP_019558881.2|AEAL
OG0001877	LOC119657237|XP_037919979.1|HILL	LOC109431400|XP_019563162.2|AEAL
OG0001878	LOC119656553|XP_037918847.1|HILL	LOC109427648|XP_019558761.1|AEAL, LOC109431461|XP_019563212.2|AEAL, LOC115260727|XP_029717840.1|AEAL
OG0001879	LOC119658469|XP_037921815.1|HILL	LOC109412137|XP_029718070.1|AEAL
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	LOC109423238|XP_029722766.1|AEAL, LOC115263687|XP_029722772.1|AEAL
OG0001881	LOC119658476|XP_037921841.1|HILL	LOC115259336|XP_029715725.1|AEAL, LOC109425431|XP_029722818.1|AEAL, LOC109432222|XP_019564090.1|AEAL
OG0001882	LOC119657673|XP_037920627.1|HILL	LOC109425436|XP_029713268.1|AEAL
OG0001883	LOC119651092|XP_037910374.1|HILL	LOC115254336|XP_029707620.1|AEAL, LOC109400018|XP_029707622.1|AEAL, LOC109621537|XP_029729840.1|AEAL
OG0001884	LOC119650850|XP_037909924.1|HILL	LOC109621577|XP_029707660.1|AEAL, LOC109400090|XP_029707704.1|AEAL
OG0001885	LOC119657133|XP_037919832.1|HILL	LOC109417009|XP_019546681.1|AEAL, LOC115268493|XP_029732375.1|AEAL, LOC109410420|XP_029732455.1|AEAL
OG0001886	LOC119651262|XP_037910690.1|HILL	LOC109621241|XP_019931226.2|AEAL, LOC115254326|XP_029707604.1|AEAL
OG0001887	LOC119654633|XP_037916033.1|HILL	LOC109621594|XP_029712567.1|AEAL, LOC109400116|XP_029707630.1|AEAL, LOC115254331|XP_029707615.1|AEAL
OG0001888	LOC119646671|XP_037903129.1|HILL	LOC109621572|XP_029707618.1|AEAL, LOC109400059|XP_029707624.1|AEAL
OG0001889	LOC119656485|XP_037918737.1|HILL	LOC115254338|XP_029707623.1|AEAL, LOC109621599|XP_019931227.2|AEAL
OG0001890	LOC119651162|XP_037910508.1|HILL	LOC109400055|XP_029707687.1|AEAL, LOC109621568|XP_019931180.1|AEAL
OG0001891	LOC119652430|XP_037912482.1|HILL	LOC115258220|XP_029714155.1|AEAL, LOC115263765|XP_029722962.1|AEAL, LOC109408875|XP_029714159.1|AEAL
OG0001892	LOC119650670|XP_037909548.1|HILL	LOC109415405|XP_029713552.1|AEAL, LOC109430367|XP_029713471.1|AEAL
OG0001893	LOC119652824|XP_037913081.1|HILL	LOC109425394|XP_019556223.2|AEAL, LOC109403247|XP_019531575.2|AEAL
OG0001894	LOC119652620|XP_037912792.1|HILL	LOC109425384|XP_019556182.1|AEAL
OG0001895	LOC119661033|XP_037926125.1|HILL, LOC119658873|XP_037922570.1|HILL	LOC109425480|XP_029715881.1|AEAL, LOC115259479|XP_029715924.1|AEAL
OG0001896	LOC119660795|XP_037925539.1|HILL	LOC109417800|XP_019547520.2|AEAL
OG0001897	LOC119656602|XP_037918959.1|HILL	LOC109400400|XP_029715817.1|AEAL, LOC115259546|XP_029716087.1|AEAL
OG0001898	LOC119658001|XP_037921149.1|HILL	LOC109412726|XP_029716094.1|AEAL, LOC115259620|XP_029716232.1|AEAL
OG0001899	LOC119651575|XP_037911139.1|HILL	LOC115259724|XP_029716360.1|AEAL, LOC109425332|XP_029716066.1|AEAL, LOC109419787|XP_029716052.1|AEAL, LOC115259537|XP_029716057.1|AEAL
OG0001900	LOC119648331|XP_037905953.1|HILL	LOC109399427|XP_019527418.2|AEAL, LOC109401200|XP_029716045.1|AEAL
OG0001901	LOC119651068|XP_037910333.1|HILL	LOC115259753|XP_029716400.1|AEAL, LOC115259491|XP_029715955.1|AEAL, LOC109433664|XP_029715952.1|AEAL
OG0001902	LOC119652347|XP_037912302.1|HILL	LOC109623088|XP_029716374.1|AEAL, LOC109408327|XP_029716075.1|AEAL
OG0001903	LOC119652506|XP_037912622.1|HILL	LOC109416357|XP_029730197.1|AEAL, LOC109430031|XP_029730181.1|AEAL
OG0001904	LOC119652679|XP_037912878.1|HILL	LOC115267136|XP_029729837.1|AEAL, LOC115254184|XP_029730179.1|AEAL, LOC109416360|XP_029730196.1|AEAL
OG0001905	LOC119651490|XP_037911032.1|HILL	LOC109430002|XP_019561560.1|AEAL, LOC115254109|XP_029722555.1|AEAL, LOC109416397|XP_019545979.1|AEAL
OG0001906	LOC119650953|XP_037910117.1|HILL	LOC109415284|XP_029733766.1|AEAL
OG0001907	LOC119652852|XP_037913137.1|HILL	LOC109402413|XP_029717987.1|AEAL, LOC115260811|XP_029717990.1|AEAL, LOC115253590|XP_029732774.1|AEAL, LOC109405455|XP_029717118.1|AEAL
OG0001908	LOC119651753|XP_037911418.1|HILL	LOC109402383|XP_019530593.2|AEAL, LOC109405481|XP_019534114.2|AEAL
OG0001909	LOC119657004|XP_037919671.1|HILL	LOC115264185|XP_029723480.1|AEAL, LOC115264180|XP_029723474.1|AEAL
OG0001910	LOC119652713|XP_037912926.1|HILL	LOC115264208|XP_029723558.1|AEAL, LOC109424847|XP_019555590.2|AEAL, LOC109424846|XP_019555589.2|AEAL
OG0001911	LOC119651203|XP_037910572.1|HILL	LOC115264073|XP_029723238.1|AEAL, LOC115264215|XP_029723579.1|AEAL, LOC109404189|XP_029723593.1|AEAL
OG0001914	LOC119650748|XP_037909758.1|HILL	LOC109403972|XP_029723600.1|AEAL, LOC109432032|XP_029723667.1|AEAL
OG0001915	LOC119649037|XP_037906924.1|HILL	LOC109401727|XP_019529866.2|AEAL, LOC115265368|XP_029725984.1|AEAL
OG0001916	LOC119659318|XP_037923266.1|HILL	LOC109406055|XP_019534675.2|AEAL
OG0001917	LOC119648161|XP_037905664.1|HILL	LOC109621842|XP_019931580.2|AEAL
OG0001918	LOC119648279|XP_037905861.1|HILL	LOC109621708|XP_019931404.2|AEAL, LOC109410373|XP_019539468.2|AEAL
OG0001919	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL	LOC109622547|XP_019932500.2|AEAL, LOC109622551|XP_019932504.2|AEAL
OG0001920	LOC119650198|XP_037908693.1|HILL	LOC109409370|XP_029726254.1|AEAL
OG0001921	LOC119650073|XP_037908499.1|HILL	LOC109409346|XP_019538345.2|AEAL
OG0001922	LOC119650082|XP_037908513.1|HILL	LOC109423373|XP_029727575.1|AEAL
OG0001923	LOC119650384|XP_037909052.1|HILL	LOC109426807|XP_029713942.1|AEAL, LOC109424340|XP_029726514.1|AEAL
OG0001924	LOC119647996|XP_037905309.1|HILL	LOC109418091|XP_029726738.1|AEAL
OG0001925	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL	LOC109418125|XP_019547870.2|AEAL
OG0001926	LOC119649480|XP_037907577.1|HILL	LOC109418925|XP_029726695.1|AEAL
OG0001927	LOC119646736|XP_037903241.1|HILL	LOC115255803|XP_029709804.1|AEAL, LOC109418995|XP_019548772.2|AEAL
OG0001928	LOC119647619|XP_037904589.1|HILL	LOC109419715|XP_019549530.1|AEAL, LOC115255816|XP_029709858.1|AEAL
OG0001929	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL	LOC109419707|XP_029733516.1|AEAL, LOC109398542|XP_029709818.1|AEAL
OG0001930	LOC119651261|XP_037910688.1|HILL	LOC115269199|XP_029733510.1|AEAL, LOC109398290|XP_029709834.1|AEAL
OG0001932	LOC119648398|XP_037906067.1|HILL	LOC109420217|XP_029725826.1|AEAL
OG0001933	LOC119648765|XP_037906522.1|HILL	LOC115260243|XP_029717033.1|AEAL, LOC109420186|XP_019550057.1|AEAL
OG0001934	LOC119649388|XP_037907437.1|HILL	LOC115256192|XP_029710312.1|AEAL, LOC109397354|XP_029732959.1|AEAL, LOC115265331|XP_029725777.1|AEAL, LOC109420259|XP_019550143.2|AEAL
OG0001935	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL	LOC109402593|XP_029725685.1|AEAL, LOC109416472|XP_019546090.2|AEAL
OG0001937	LOC119661170|XP_037926313.1|HILL	LOC115265680|XP_029727500.1|AEAL, LOC109426918|XP_029725651.1|AEAL, LOC115265295|XP_029725645.1|AEAL
OG0001938	LOC119661149|XP_037926289.1|HILL	LOC109406574|XP_029712396.1|AEAL, LOC109427172|XP_029725594.1|AEAL
OG0001939	LOC119659184|XP_037923072.1|HILL	LOC115265670|XP_029727485.1|AEAL, LOC109426632|XP_019557705.2|AEAL, LOC115267288|XP_029730062.1|AEAL, LOC109426633|XP_019557706.2|AEAL
OG0001940	LOC119647200|XP_037903942.1|HILL	LOC115262279|XP_029720540.1|AEAL, LOC109417793|XP_019547501.2|AEAL
OG0001941	LOC119648112|XP_037905558.1|HILL	LOC109417821|XP_019547543.1|AEAL
OG0001943	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL	LOC109426738|XP_019557820.2|AEAL, LOC109417931|XP_019547621.2|AEAL, LOC115258083|XP_029713946.1|AEAL
OG0001944	LOC119649745|XP_037907962.1|HILL	LOC109407921|XP_029732346.1|AEAL, LOC109412279|XP_029723162.1|AEAL
OG0001945	LOC119661393|XP_037926646.1|HILL	LOC109403681|XP_029735161.1|AEAL, LOC109407968|XP_029735104.1|AEAL
OG0001946	LOC119653908|XP_037914985.1|HILL	LOC109407986|XP_029735117.1|AEAL, LOC115258365|XP_029714313.1|AEAL, LOC115270149|XP_029735148.1|AEAL
OG0001947	LOC119661314|XP_037926534.1|HILL	LOC109403625|XP_029735146.1|AEAL, LOC109408086|XP_019536850.2|AEAL
OG0001948	LOC119648154|XP_037905653.1|HILL	LOC109404954|XP_019533456.2|AEAL, LOC109400617|XP_019528652.2|AEAL
OG0001949	LOC119649181|XP_037907136.1|HILL	LOC109399436|XP_029734823.1|AEAL
OG0001950	LOC119661016|XP_037926092.1|HILL	LOC109400722|XP_029734811.1|AEAL, LOC109402722|XP_029715806.1|AEAL
OG0001951	LOC119647100|XP_037903799.1|HILL	LOC109415818|XP_029725138.1|AEAL, LOC115253838|XP_029734706.1|AEAL
OG0001952	LOC119659888|XP_037924136.1|HILL	LOC115269964|XP_029734662.1|AEAL, LOC109425698|XP_029734674.1|AEAL, LOC115269966|XP_029734671.1|AEAL
OG0001953	LOC119661457|XP_037926741.1|HILL	LOC115254608|XP_029708080.1|AEAL, LOC115260123|XP_029716886.1|AEAL, LOC109430555|XP_019562174.2|AEAL
OG0001954	LOC119647112|XP_037903819.1|HILL	LOC115256967|XP_029712039.1|AEAL, LOC109622630|XP_029712070.1|AEAL, LOC115263144|XP_029721928.1|AEAL
OG0001955	LOC119647118|XP_037903833.1|HILL	LOC109415865|XP_019545356.1|AEAL, LOC109622715|XP_029712059.1|AEAL, LOC115256975|XP_029712053.1|AEAL
OG0001956	LOC119647496|XP_037904382.1|HILL	LOC109415878|XP_029722428.1|AEAL, LOC109621282|XP_029722445.1|AEAL
OG0001957	LOC119659267|XP_037923194.1|HILL	LOC109621247|XP_019933513.2|AEAL, LOC109430239|XP_019561832.1|AEAL, LOC109428867|XP_019560249.2|AEAL
OG0001958	LOC119661584|XP_037926911.1|HILL	LOC115263373|XP_029722531.1|AEAL, LOC109416238|XP_029722308.1|AEAL, LOC115263375|XP_029722533.1|AEAL, LOC109407411|XP_029722231.1|AEAL
OG0001959	LOC119648719|XP_037906455.1|HILL	LOC109424175|XP_029722127.1|AEAL, LOC109413562|XP_029721402.1|AEAL, LOC115260112|XP_029716867.1|AEAL
OG0001960	LOC119647828|XP_037904996.1|HILL	LOC115263344|XP_029722501.1|AEAL, LOC115263179|XP_029721970.1|AEAL, LOC109430897|XP_029721968.1|AEAL
OG0001961	LOC119661384|XP_037926630.1|HILL	LOC115259287|XP_029715676.1|AEAL, LOC109430942|XP_029730376.1|AEAL, LOC109431686|XP_029715644.1|AEAL
OG0001962	LOC119653650|XP_037914398.1|HILL	LOC109430950|XP_019562611.2|AEAL, LOC109431714|XP_019563527.2|AEAL
OG0001963	LOC119648319|XP_037905928.1|HILL	LOC109399513|XP_029714085.1|AEAL, LOC115254259|XP_029735711.1|AEAL, LOC109398045|XP_029714084.1|AEAL
OG0001964	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL	LOC115254260|XP_029735856.1|AEAL, LOC109408641|XP_029736020.1|AEAL, LOC109428978|XP_029730422.1|AEAL
OG0001966	LOC119646800|XP_037903318.1|HILL	LOC109401032|XP_019529062.1|AEAL, LOC115270470|XP_029736064.1|AEAL, LOC109414964|XP_019544355.1|AEAL, LOC109415154|XP_019544586.2|AEAL
OG0001967	LOC119659887|XP_037924171.1|HILL	LOC109424271|XP_029719648.1|AEAL, LOC109428709|XP_029735262.1|AEAL, LOC115270173|XP_029735276.1|AEAL
OG0001968	LOC119649424|XP_037907499.1|HILL	LOC115265043|XP_029725102.1|AEAL, LOC115269721|XP_029734406.1|AEAL, LOC115269719|XP_029734401.1|AEAL, LOC109428738|XP_019560109.2|AEAL
OG0001969	LOC119661195|XP_037926345.1|HILL	LOC115270213|XP_029735333.1|AEAL, LOC115270240|XP_029735367.1|AEAL
OG0001970	LOC119648481|XP_037906174.1|HILL	LOC115254256|XP_029735450.1|AEAL, LOC115270264|XP_029735393.1|AEAL, LOC109423800|XP_019554378.1|AEAL, LOC109430605|XP_019562214.2|AEAL
OG0001971	LOC119655219|XP_037916926.1|HILL	LOC109423676|XP_019554218.2|AEAL, LOC115269757|XP_029734441.1|AEAL
OG0001972	LOC119659168|XP_037923047.1|HILL	LOC109423751|XP_029735575.1|AEAL, LOC109414256|XP_029735556.1|AEAL
OG0001973	LOC119646351|XP_037902713.1|HILL	LOC109423655|XP_029715596.1|AEAL, LOC115259212|XP_029715591.1|AEAL
OG0001974	LOC119646579|XP_037902999.1|HILL	LOC109408899|XP_019537814.2|AEAL, LOC115266575|XP_029728811.1|AEAL
OG0001975	LOC119648358|XP_037905999.1|HILL	LOC109416689|XP_019546295.2|AEAL, LOC115266655|XP_029729044.1|AEAL, LOC109416512|XP_029729043.1|AEAL
OG0001976	LOC119654729|XP_037916185.1|HILL	LOC115254758|XP_029708288.1|AEAL, LOC115266635|XP_029729004.1|AEAL, LOC109414979|XP_029728942.1|AEAL, LOC109415142|XP_029728995.1|AEAL
OG0001978	LOC119646769|XP_037903279.1|HILL	LOC109433268|XP_019565239.1|AEAL, LOC109424444|XP_019555108.1|AEAL, LOC115259303|XP_029715695.1|AEAL
OG0001979	LOC119661563|XP_037926885.1|HILL	LOC109420083|XP_019549936.1|AEAL
OG0001980	LOC119649846|XP_037908130.1|HILL	LOC109412016|XP_019541205.1|AEAL, LOC109407960|XP_019536713.2|AEAL
OG0001981	LOC119653254|XP_037913789.1|HILL	LOC109432868|XP_019564761.1|AEAL
OG0001982	LOC119651562|XP_037911123.1|HILL	LOC115255682|XP_029709646.1|AEAL, LOC109432886|XP_029712419.1|AEAL, LOC109401423|XP_019529520.1|AEAL
OG0001983	LOC119660966|XP_037925954.1|HILL	LOC109433074|XP_029711242.1|AEAL, LOC109411297|XP_029711472.1|AEAL
OG0001984	LOC119651214|XP_037910593.1|HILL	LOC109433083|XP_019565019.2|AEAL
OG0001985	LOC119650304|XP_037908878.1|HILL	LOC109621803|XP_029724949.1|AEAL, LOC109404203|XP_029724890.1|AEAL
OG0001986	LOC119647314|XP_037904168.1|HILL	LOC115264922|XP_029724857.1|AEAL, LOC109414034|XP_029724875.1|AEAL, LOC115253903|XP_029724936.1|AEAL
OG0001987	LOC119660727|XP_037925308.1|HILL	LOC109428779|XP_019560166.2|AEAL, LOC115253803|XP_029733997.1|AEAL
OG0001988	LOC119661433|XP_037926706.1|HILL	LOC115258948|XP_029715326.1|AEAL, LOC109409322|XP_029721659.1|AEAL, LOC109419104|XP_029715310.1|AEAL
OG0001989	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL	LOC115258621|XP_029714772.1|AEAL, LOC109419107|XP_029721665.1|AEAL, LOC109409319|XP_029714703.1|AEAL
OG0001990	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL	LOC109419108|XP_029715128.1|AEAL, LOC109409361|XP_029715193.1|AEAL, LOC115262912|XP_029721672.1|AEAL
OG0001991	LOC119646940|XP_037903558.1|HILL	LOC115269124|XP_029733393.1|AEAL, LOC109397556|XP_029715197.1|AEAL
OG0001992	LOC119647247|XP_037904053.1|HILL	LOC115258833|XP_029715127.1|AEAL, LOC109397539|XP_029714675.1|AEAL
OG0001993	LOC119651039|XP_037910285.1|HILL	LOC115258581|XP_029714677.1|AEAL, LOC115258553|XP_029714578.1|AEAL, LOC109397524|XP_019525370.1|AEAL
OG0001994	LOC119661576|XP_037926903.1|HILL	LOC109405873|XP_019534477.2|AEAL, LOC109407201|XP_019535726.2|AEAL
