Orthogroup	HILL.longest_only	CCAP.longest_only
OG0001652	LOC119649034|XP_037906920.1|HILL	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP
OG0001653	LOC119648676|XP_037906396.1|HILL	CCAP1982_LOCUS13526|CAD7005165.1|CCAP
OG0001654	LOC119653883|XP_037914928.1|HILL	CCAP1982_LOCUS19406|CAD7011299.1|CCAP, CCAP1982_LOCUS19405|CAD7011298.1|CCAP
OG0001655	LOC119655938|XP_037918053.1|HILL	CCAP1982_LOCUS20689|CAD7012605.1|CCAP
OG0001656	LOC119651883|XP_037911629.1|HILL	CCAP1982_LOCUS10973|CAD7002484.1|CCAP, CCAP1982_LOCUS5373|CAD6996689.1|CCAP
OG0001657	LOC119647486|XP_037904372.1|HILL	CCAP1982_LOCUS13406|CAD7005034.1|CCAP
OG0001658	LOC119649775|XP_037908004.1|HILL	CCAP1982_LOCUS13424|CAD7005054.1|CCAP
OG0001659	LOC119648041|XP_037905398.1|HILL	CCAP1982_LOCUS14508|CAD7006179.1|CCAP, CCAP1982_LOCUS14509|CAD7006180.1|CCAP
OG0001660	LOC119649885|XP_037908191.1|HILL	CCAP1982_LOCUS14935|CAD7006628.1|CCAP
OG0001661	LOC119654424|XP_037915743.1|HILL	CCAP1982_LOCUS3522|CAD6994791.1|CCAP
OG0001664	LOC119655572|XP_037917428.1|HILL	CCAP1982_LOCUS19778|CAD7011694.1|CCAP
OG0001664	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL	CCAP1982_LOCUS20142|CAD7012039.1|CCAP
OG0001665	LOC119653946|XP_037915035.1|HILL	CCAP1982_LOCUS8105|CAD6999581.1|CCAP, CCAP1982_LOCUS14623|CAD7006301.1|CCAP
OG0001665	LOC119653955|XP_037915044.1|HILL, LOC119647174|XP_037903909.1|HILL, LOC119657014|XP_037919688.1|HILL, LOC119650974|XP_037910165.1|HILL, LOC119650444|XP_037909264.1|HILL, LOC119658203|XP_037921398.1|HILL	CCAP1982_LOCUS7327|CAD6998773.1|CCAP, CCAP1982_LOCUS10066|CAD7001572.1|CCAP, CCAP1982_LOCUS8112|CAD6999588.1|CCAP, CCAP1982_LOCUS14285|CAD7005947.1|CCAP, CCAP1982_LOCUS12724|CAD7004304.1|CCAP, CCAP1982_LOCUS14818|CAD7006502.1|CCAP
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	CCAP1982_LOCUS6021|CAD6997382.1|CCAP, CCAP1982_LOCUS6019|CAD6997380.1|CCAP, CCAP1982_LOCUS6022|CAD6997383.1|CCAP, CCAP1982_LOCUS6020|CAD6997381.1|CCAP, CCAP1982_LOCUS4374|CAD6995667.1|CCAP, CCAP1982_LOCUS11372|CAD7002903.1|CCAP
OG0001667	LOC119647002|XP_037903655.1|HILL	CCAP1982_LOCUS22319|CAD7014321.1|CCAP, CCAP1982_LOCUS22320|CAD7014322.1|CCAP
OG0001669	LOC119648541|XP_037906237.1|HILL	CCAP1982_LOCUS12259|CAD7003826.1|CCAP, CCAP1982_LOCUS12258|CAD7003825.1|CCAP
OG0001683	LOC119647325|XP_037904184.1|HILL	CCAP1982_LOCUS5522|CAD6996846.1|CCAP
OG0001684	LOC119660953|XP_037925916.1|HILL	CCAP1982_LOCUS10566|CAD7002078.1|CCAP
OG0001685	LOC119647007|XP_037903673.1|HILL	CCAP1982_LOCUS8076|CAD6999556.1|CCAP
OG0001690	LOC119648964|XP_037906811.1|HILL	CCAP1982_LOCUS12978|CAD7004583.1|CCAP
OG0001691	LOC119658271|XP_037921489.1|HILL	CCAP1982_LOCUS8134|CAD6999611.1|CCAP
OG0001691	LOC119660760|XP_037925454.1|HILL	CCAP1982_LOCUS8133|CAD6999610.1|CCAP
OG0001692	LOC119652052|XP_037911916.1|HILL	CCAP1982_LOCUS1217|CAD6992353.1|CCAP, CCAP1982_LOCUS1214|CAD6992350.1|CCAP
OG0001694	LOC119650616|XP_037909427.1|HILL	CCAP1982_LOCUS2123|CAD6993306.1|CCAP
OG0001696	LOC119660622|XP_037925253.1|HILL	CCAP1982_LOCUS2180|CAD6993362.1|CCAP, CCAP1982_LOCUS2178|CAD6993360.1|CCAP
OG0001697	LOC119652005|XP_037911863.1|HILL	CCAP1982_LOCUS4178|CAD6995463.1|CCAP
OG0001699	LOC119651502|XP_037911048.1|HILL	CCAP1982_LOCUS1706|CAD6992871.1|CCAP, CCAP1982_LOCUS1691|CAD6992856.1|CCAP, CCAP1982_LOCUS1708|CAD6992873.1|CCAP
OG0001700	LOC119659448|XP_037923460.1|HILL	CCAP1982_LOCUS4439|CAD6995734.1|CCAP
OG0001701	LOC119656877|XP_037919470.1|HILL	CCAP1982_LOCUS3389|CAD6994654.1|CCAP
OG0001702	LOC119652737|XP_037912963.1|HILL	CCAP1982_LOCUS6105|CAD6997462.1|CCAP
OG0001703	LOC119651551|XP_037911111.1|HILL	CCAP1982_LOCUS3137|CAD6994384.1|CCAP, CCAP1982_LOCUS3135|CAD6994382.1|CCAP
OG0001704	LOC119651685|XP_037911314.1|HILL	CCAP1982_LOCUS3134|CAD6994381.1|CCAP
OG0001705	LOC119650660|XP_037909524.1|HILL	CCAP1982_LOCUS1538|CAD6992693.1|CCAP, CCAP1982_LOCUS1532|CAD6992687.1|CCAP, CCAP1982_LOCUS1511|CAD6992666.1|CCAP, CCAP1982_LOCUS1519|CAD6992674.1|CCAP, CCAP1982_LOCUS1526|CAD6992681.1|CCAP
OG0001706	LOC119650414|XP_037909135.1|HILL	CCAP1982_LOCUS5536|CAD6996860.1|CCAP
OG0001707	LOC119655036|XP_037916644.1|HILL	CCAP1982_LOCUS4020|CAD6995301.1|CCAP
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	CCAP1982_LOCUS1293|CAD6992431.1|CCAP
OG0001709	LOC119658818|XP_037922470.1|HILL	CCAP1982_LOCUS12887|CAD7004482.1|CCAP
OG0001710	LOC119650640|XP_037909490.1|HILL	CCAP1982_LOCUS1177|CAD6992309.1|CCAP
OG0001711	LOC119658449|XP_037921781.1|HILL	CCAP1982_LOCUS3250|CAD6994506.1|CCAP
OG0001712	LOC119656973|XP_037919631.1|HILL	CCAP1982_LOCUS3242|CAD6994496.1|CCAP
OG0001713	LOC119658767|XP_037922392.1|HILL	CCAP1982_LOCUS4355|CAD6995648.1|CCAP
OG0001714	LOC119660448|XP_037924929.1|HILL	CCAP1982_LOCUS4320|CAD6995614.1|CCAP, CCAP1982_LOCUS4321|CAD6995615.1|CCAP
OG0001716	LOC119652970|XP_037913302.1|HILL	CCAP1982_LOCUS9224|CAD7000751.1|CCAP
OG0001717	LOC119651035|XP_037910280.1|HILL	CCAP1982_LOCUS1998|CAD6993176.1|CCAP
OG0001718	LOC119650787|XP_037909830.1|HILL	CCAP1982_LOCUS1466|CAD6992617.1|CCAP
OG0001719	LOC119656637|XP_037919005.1|HILL	CCAP1982_LOCUS4010|CAD6995291.1|CCAP
OG0001720	LOC119650761|XP_037909780.1|HILL	CCAP1982_LOCUS3510|CAD6994779.1|CCAP
OG0001721	LOC119652390|XP_037912419.1|HILL	CCAP1982_LOCUS1308|CAD6992451.1|CCAP
OG0001722	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL	CCAP1982_LOCUS12343|CAD7003918.1|CCAP
OG0001723	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL	CCAP1982_LOCUS7234|CAD6998674.1|CCAP
OG0001724	LOC119647260|XP_037904068.1|HILL	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP, CCAP1982_LOCUS22211|CAD7014208.1|CCAP
OG0001725	LOC119658869|XP_037922558.1|HILL	CCAP1982_LOCUS22376|CAD7014381.1|CCAP, CCAP1982_LOCUS21441|CAD7013376.1|CCAP, CCAP1982_LOCUS21440|CAD7013373.1|CCAP
OG0001726	LOC119650313|XP_037908896.1|HILL	CCAP1982_LOCUS11726|CAD7003264.1|CCAP
OG0001727	LOC119652567|XP_037912708.1|HILL	CCAP1982_LOCUS2281|CAD6993469.1|CCAP
OG0001728	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL	CCAP1982_LOCUS22945|CAD7014987.1|CCAP
OG0001729	LOC119661747|XP_037927141.1|HILL	CCAP1982_LOCUS7198|CAD6998625.1|CCAP
OG0001730	LOC119646998|XP_037903652.1|HILL	CCAP1982_LOCUS193|CAD6991260.1|CCAP
OG0001731	LOC119661387|XP_037926637.1|HILL	CCAP1982_LOCUS23134|CAD7015182.1|CCAP
OG0001732	LOC119648975|XP_037906825.1|HILL	CCAP1982_LOCUS9007|CAD7000529.1|CCAP
OG0001733	LOC119646388|XP_037902759.1|HILL	CCAP1982_LOCUS21900|CAD7013885.1|CCAP
OG0001734	LOC119661548|XP_037926861.1|HILL	CCAP1982_LOCUS7214|CAD6998646.1|CCAP
OG0001735	LOC119650184|XP_037908668.1|HILL	CCAP1982_LOCUS13005|CAD7004610.1|CCAP
OG0001736	LOC119661518|XP_037926821.1|HILL	CCAP1982_LOCUS23040|CAD7015086.1|CCAP
OG0001737	LOC119660090|XP_037924397.1|HILL	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP
OG0001738	LOC119648310|XP_037905918.1|HILL	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP
OG0001739	LOC119660084|XP_037924392.1|HILL	CCAP1982_LOCUS21707|CAD7013664.1|CCAP
OG0001740	LOC119661112|XP_037926235.1|HILL	CCAP1982_LOCUS7101|CAD6998513.1|CCAP
OG0001741	LOC119646911|XP_037903510.1|HILL	CCAP1982_LOCUS3488|CAD6994755.1|CCAP, CCAP1982_LOCUS154|CAD6991216.1|CCAP
OG0001742	LOC119649624|XP_037907787.1|HILL	CCAP1982_LOCUS21237|CAD7013166.1|CCAP
OG0001743	LOC119648346|XP_037905970.1|HILL	CCAP1982_LOCUS14921|CAD7006613.1|CCAP
OG0001744	LOC119649874|XP_037908212.1|HILL	CCAP1982_LOCUS21823|CAD7013803.1|CCAP, CCAP1982_LOCUS21824|CAD7013804.1|CCAP
OG0001746	LOC119648796|XP_037906569.1|HILL	CCAP1982_LOCUS13250|CAD7004865.1|CCAP
OG0001747	LOC119661675|XP_037927040.1|HILL	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP
OG0001748	LOC119648513|XP_037906210.1|HILL	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP
OG0001749	LOC119647052|XP_037903738.1|HILL	CCAP1982_LOCUS22821|CAD7014854.1|CCAP
OG0001750	LOC119656311|XP_037918690.1|HILL	CCAP1982_LOCUS22822|CAD7014855.1|CCAP
OG0001751	LOC119647600|XP_037904554.1|HILL	CCAP1982_LOCUS12027|CAD7003579.1|CCAP
OG0001752	LOC119648958|XP_037906804.1|HILL	CCAP1982_LOCUS10906|CAD7002415.1|CCAP
OG0001753	LOC119649117|XP_037907046.1|HILL	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP
OG0001754	LOC119661680|XP_037927046.1|HILL	CCAP1982_LOCUS22326|CAD7014329.1|CCAP
OG0001755	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP
OG0001756	LOC119646516|XP_037902900.1|HILL	CCAP1982_LOCUS22645|CAD7014657.1|CCAP
OG0001757	LOC119655543|XP_037917390.1|HILL	CCAP1982_LOCUS23262|CAD7015317.1|CCAP
OG0001758	LOC119648834|XP_037906624.1|HILL	CCAP1982_LOCUS13872|CAD7005512.1|CCAP
OG0001759	LOC119646476|XP_037902858.1|HILL	CCAP1982_LOCUS23316|CAD7015372.1|CCAP, CCAP1982_LOCUS23315|CAD7015371.1|CCAP
OG0001760	LOC119648400|XP_037906104.1|HILL	CCAP1982_LOCUS21651|CAD7013597.1|CCAP
OG0001761	LOC119652565|XP_037912706.1|HILL	CCAP1982_LOCUS21800|CAD7013777.1|CCAP
OG0001762	LOC119651874|XP_037911610.1|HILL	CCAP1982_LOCUS6396|CAD6997766.1|CCAP
OG0001763	LOC119651913|XP_037911667.1|HILL	CCAP1982_LOCUS6500|CAD6997881.1|CCAP
OG0001764	LOC119659463|XP_037923478.1|HILL	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP
OG0001765	LOC119661249|XP_037926416.1|HILL	CCAP1982_LOCUS22892|CAD7014928.1|CCAP, CCAP1982_LOCUS22890|CAD7014926.1|CCAP
OG0001766	LOC119650699|XP_037909613.1|HILL	CCAP1982_LOCUS9113|CAD7000639.1|CCAP, CCAP1982_LOCUS9114|CAD7000640.1|CCAP
OG0001767	LOC119647214|XP_037903968.1|HILL	CCAP1982_LOCUS6614|CAD6997998.1|CCAP
OG0001769	LOC119652173|XP_037912046.1|HILL	CCAP1982_LOCUS5427|CAD6996748.1|CCAP
OG0001769	LOC119658289|XP_037921511.1|HILL	CCAP1982_LOCUS5426|CAD6996747.1|CCAP, CCAP1982_LOCUS13412|CAD7005041.1|CCAP, CCAP1982_LOCUS14517|CAD7006188.1|CCAP
OG0001770	LOC119647062|XP_037903747.1|HILL	CCAP1982_LOCUS7906|CAD6999380.1|CCAP
OG0001771	LOC119651116|XP_037910422.1|HILL	CCAP1982_LOCUS6984|CAD6998384.1|CCAP
OG0001772	LOC119661431|XP_037926704.1|HILL	CCAP1982_LOCUS6455|CAD6997831.1|CCAP
OG0001773	LOC119652398|XP_037912433.1|HILL	CCAP1982_LOCUS6278|CAD6997646.1|CCAP
OG0001774	LOC119647111|XP_037903818.1|HILL	CCAP1982_LOCUS22837|CAD7014873.1|CCAP
OG0001775	LOC119661681|XP_037927047.1|HILL	CCAP1982_LOCUS9214|CAD7000741.1|CCAP
OG0001776	LOC119651493|XP_037911035.1|HILL	CCAP1982_LOCUS5459|CAD6996784.1|CCAP, CCAP1982_LOCUS5458|CAD6996783.1|CCAP
OG0001777	LOC119650180|XP_037908664.1|HILL	CCAP1982_LOCUS6724|CAD6998110.1|CCAP
OG0001778	LOC119653702|XP_037914504.1|HILL	CCAP1982_LOCUS7663|CAD6999119.1|CCAP
OG0001780	LOC119646630|XP_037903066.1|HILL	CCAP1982_LOCUS7237|CAD6998678.1|CCAP, CCAP1982_LOCUS7239|CAD6998680.1|CCAP
OG0001781	LOC119653022|XP_037913393.1|HILL	CCAP1982_LOCUS5691|CAD6997033.1|CCAP
OG0001782	LOC119652414|XP_037912459.1|HILL	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP
OG0001783	LOC119652306|XP_037912244.1|HILL	CCAP1982_LOCUS9017|CAD7000541.1|CCAP
OG0001784	LOC119646844|XP_037903394.1|HILL	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP
OG0001785	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL	CCAP1982_LOCUS21527|CAD7013462.1|CCAP
OG0001786	LOC119646394|XP_037902766.1|HILL	CCAP1982_LOCUS6869|CAD6998260.1|CCAP
OG0001787	LOC119646256|XP_037902584.1|HILL	CCAP1982_LOCUS6865|CAD6998256.1|CCAP, CCAP1982_LOCUS6866|CAD6998257.1|CCAP
OG0001788	LOC119657844|XP_037920894.1|HILL	CCAP1982_LOCUS19775|CAD7011691.1|CCAP
OG0001789	LOC119648971|XP_037906821.1|HILL	CCAP1982_LOCUS11954|CAD7003504.1|CCAP
OG0001790	LOC119646437|XP_037902816.1|HILL	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP
OG0001791	LOC119650337|XP_037908927.1|HILL	CCAP1982_LOCUS21402|CAD7013334.1|CCAP
OG0001792	LOC119646135|XP_037902415.1|HILL	CCAP1982_LOCUS7678|CAD6999135.1|CCAP, CCAP1982_LOCUS7676|CAD6999133.1|CCAP
OG0001793	LOC119647243|XP_037904036.1|HILL	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP
OG0001794	LOC119647312|XP_037904158.1|HILL	CCAP1982_LOCUS6940|CAD6998336.1|CCAP
OG0001797	LOC119661047|XP_037926168.1|HILL	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP
OG0001798	LOC119655793|XP_037917815.1|HILL, LOC119655542|XP_037917386.1|HILL	CCAP1982_LOCUS20411|CAD7012317.1|CCAP
OG0001800	LOC119647110|XP_037903816.1|HILL	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP
OG0001801	LOC119649603|XP_037907747.1|HILL	CCAP1982_LOCUS12750|CAD7004331.1|CCAP
OG0001802	LOC119660149|XP_037924477.1|HILL	CCAP1982_LOCUS445|CAD6991526.1|CCAP
OG0001803	LOC119659364|XP_037923344.1|HILL	CCAP1982_LOCUS953|CAD6992073.1|CCAP
OG0001804	LOC119659141|XP_037923003.1|HILL	CCAP1982_LOCUS4423|CAD6995716.1|CCAP, CCAP1982_LOCUS4422|CAD6995715.1|CCAP
OG0001805	LOC119648083|XP_037905500.1|HILL	CCAP1982_LOCUS10993|CAD7002504.1|CCAP
OG0001806	LOC119658939|XP_037922721.1|HILL	CCAP1982_LOCUS359|CAD6991433.1|CCAP
OG0001807	LOC119658706|XP_037922243.1|HILL	CCAP1982_LOCUS234|CAD6991305.1|CCAP
OG0001808	LOC119658693|XP_037922207.1|HILL, LOC119658694|XP_037922210.1|HILL, LOC119660576|XP_037925157.1|HILL	CCAP1982_LOCUS4981|CAD6996302.1|CCAP
OG0001809	LOC119660235|XP_037924611.1|HILL	CCAP1982_LOCUS4894|CAD6996206.1|CCAP
OG0001811	LOC119656076|XP_037918285.1|HILL	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP
OG0001813	LOC119660390|XP_037924842.1|HILL	CCAP1982_LOCUS4477|CAD6995773.1|CCAP
OG0001814	LOC119658850|XP_037922528.1|HILL	CCAP1982_LOCUS4359|CAD6995652.1|CCAP
OG0001815	LOC119660115|XP_037924432.1|HILL	CCAP1982_LOCUS668|CAD6991760.1|CCAP
OG0001816	LOC119655746|XP_037917728.1|HILL	CCAP1982_LOCUS20579|CAD7012495.1|CCAP
OG0001817	LOC119653661|XP_037914419.1|HILL	CCAP1982_LOCUS20287|CAD7012186.1|CCAP
OG0001819	LOC119655833|XP_037917869.1|HILL	CCAP1982_LOCUS20241|CAD7012144.1|CCAP
OG0001820	LOC119654292|XP_037915524.1|HILL	CCAP1982_LOCUS21127|CAD7013045.1|CCAP
OG0001821	LOC119654320|XP_037915574.1|HILL	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP
OG0001822	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL	CCAP1982_LOCUS7154|CAD6998574.1|CCAP
OG0001823	LOC119649125|XP_037907058.1|HILL	CCAP1982_LOCUS13376|CAD7005000.1|CCAP
OG0001824	LOC119660170|XP_037924504.1|HILL	CCAP1982_LOCUS7026|CAD6998426.1|CCAP
OG0001825	LOC119655946|XP_037918065.1|HILL	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP
OG0001826	LOC119655762|XP_037917745.1|HILL	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP
OG0001827	LOC119654394|XP_037915702.1|HILL	CCAP1982_LOCUS20547|CAD7012467.1|CCAP
OG0001829	LOC119655295|XP_037917043.1|HILL	CCAP1982_LOCUS19767|CAD7011683.1|CCAP, CCAP1982_LOCUS19768|CAD7011684.1|CCAP
OG0001830	LOC119655843|XP_037917883.1|HILL	CCAP1982_LOCUS20337|CAD7012240.1|CCAP
OG0001831	LOC119647884|XP_037905100.1|HILL	CCAP1982_LOCUS14177|CAD7005833.1|CCAP
OG0001832	LOC119660892|XP_037925751.1|HILL	CCAP1982_LOCUS21112|CAD7013026.1|CCAP
OG0001833	LOC119654266|XP_037915461.1|HILL	CCAP1982_LOCUS21130|CAD7013048.1|CCAP
OG0001834	LOC119651393|XP_037910903.1|HILL	CCAP1982_LOCUS1887|CAD6993056.1|CCAP
OG0001835	LOC119651025|XP_037910265.1|HILL	CCAP1982_LOCUS9801|CAD7001304.1|CCAP, CCAP1982_LOCUS10520|CAD7002032.1|CCAP
OG0001835	LOC119653960|XP_037915047.1|HILL, LOC119661340|XP_037926573.1|HILL, LOC119650991|XP_037910187.1|HILL	CCAP1982_LOCUS6334|CAD6997702.1|CCAP
OG0001849	LOC119650802|XP_037909869.1|HILL	CCAP1982_LOCUS3184|CAD6994433.1|CCAP
OG0001850	LOC119660900|XP_037925766.1|HILL	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP
OG0001851	LOC119660999|XP_037926025.1|HILL	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP
OG0001852	LOC119648791|XP_037906565.1|HILL	CCAP1982_LOCUS13290|CAD7004906.1|CCAP, CCAP1982_LOCUS13289|CAD7004905.1|CCAP
OG0001853	LOC119651794|XP_037911489.1|HILL	CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP
OG0001855	LOC119657085|XP_037919768.1|HILL	CCAP1982_LOCUS20317|CAD7012219.1|CCAP
OG0001858	LOC119658315|XP_037921567.1|HILL	CCAP1982_LOCUS8963|CAD7000484.1|CCAP
OG0001860	LOC119648757|XP_037906511.1|HILL	CCAP1982_LOCUS13420|CAD7005050.1|CCAP
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	CCAP1982_LOCUS2989|CAD6994227.1|CCAP
OG0001864	LOC119661721|XP_037927106.1|HILL	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP
OG0001866	LOC119659495|XP_037923540.1|HILL	CCAP1982_LOCUS2419|CAD6993609.1|CCAP
OG0001867	LOC119647424|XP_037904251.1|HILL	CCAP1982_LOCUS12895|CAD7004494.1|CCAP
OG0001868	LOC119652674|XP_037912867.1|HILL	CCAP1982_LOCUS7780|CAD6999249.1|CCAP
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	CCAP1982_LOCUS2409|CAD6993599.1|CCAP
OG0001872	LOC119657360|XP_037920160.1|HILL	CCAP1982_LOCUS1125|CAD6992255.1|CCAP
OG0001873	LOC119652394|XP_037912429.1|HILL	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP
OG0001874	LOC119657327|XP_037920118.1|HILL	CCAP1982_LOCUS4109|CAD6995391.1|CCAP
OG0001875	LOC119646791|XP_037903303.1|HILL	CCAP1982_LOCUS1759|CAD6992926.1|CCAP
OG0001878	LOC119656553|XP_037918847.1|HILL	CCAP1982_LOCUS2349|CAD6993537.1|CCAP
OG0001879	LOC119658469|XP_037921815.1|HILL	CCAP1982_LOCUS4169|CAD6995454.1|CCAP, CCAP1982_LOCUS4167|CAD6995453.1|CCAP
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	CCAP1982_LOCUS1363|CAD6992514.1|CCAP
OG0001881	LOC119658476|XP_037921841.1|HILL	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP
OG0001882	LOC119657673|XP_037920627.1|HILL	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP
OG0001883	LOC119651092|XP_037910374.1|HILL	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP
OG0001884	LOC119650850|XP_037909924.1|HILL	CCAP1982_LOCUS1429|CAD6992581.1|CCAP
OG0001886	LOC119651262|XP_037910690.1|HILL	CCAP1982_LOCUS1050|CAD6992176.1|CCAP
OG0001887	LOC119654633|XP_037916033.1|HILL	CCAP1982_LOCUS20351|CAD7012255.1|CCAP
OG0001888	LOC119646671|XP_037903129.1|HILL	CCAP1982_LOCUS224|CAD6991295.1|CCAP
OG0001890	LOC119651162|XP_037910508.1|HILL	CCAP1982_LOCUS2856|CAD6994087.1|CCAP
OG0001891	LOC119652430|XP_037912482.1|HILL	CCAP1982_LOCUS2947|CAD6994182.1|CCAP, CCAP1982_LOCUS2944|CAD6994179.1|CCAP
OG0001893	LOC119652824|XP_037913081.1|HILL	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP
OG0001894	LOC119652620|XP_037912792.1|HILL	CCAP1982_LOCUS22715|CAD7014737.1|CCAP
OG0001895	LOC119658873|XP_037922570.1|HILL	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC119660795|XP_037925539.1|HILL	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
OG0001897	LOC119656602|XP_037918959.1|HILL	CCAP1982_LOCUS2463|CAD6993655.1|CCAP
OG0001899	LOC119651575|XP_037911139.1|HILL	CCAP1982_LOCUS1209|CAD6992345.1|CCAP
OG0001901	LOC119651068|XP_037910333.1|HILL	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP
OG0001903	LOC119652506|XP_037912622.1|HILL	CCAP1982_LOCUS2781|CAD6994000.1|CCAP
OG0001904	LOC119652679|XP_037912878.1|HILL	CCAP1982_LOCUS2825|CAD6994050.1|CCAP
OG0001906	LOC119650954|XP_037910123.1|HILL	CCAP1982_LOCUS1455|CAD6992606.1|CCAP
OG0001908	LOC119651753|XP_037911418.1|HILL	CCAP1982_LOCUS2718|CAD6993930.1|CCAP
OG0001910	LOC119652713|XP_037912926.1|HILL	CCAP1982_LOCUS3105|CAD6994350.1|CCAP
OG0001911	LOC119651203|XP_037910572.1|HILL	CCAP1982_LOCUS3849|CAD6995127.1|CCAP
