Orthogroup	HILL.longest_only	AAEG.longest_only
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC23687882|XP_021695499.1|AAEG
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC5579974|XP_021697396.1|AAEG
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC5578595|XP_021697871.1|AAEG
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC5574382|XP_021700100.1|AAEG
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC110676550|XP_021700543.1|AAEG
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC5565764|XP_021700881.1|AAEG
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC5566526|XP_001650903.1|AAEG
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC5575799|XP_001662225.1|AAEG
OG0000869	LOC119659879|XP_037924126.1|HILL	LOC110679428|XP_021709657.1|AAEG
OG0000870	LOC119648032|XP_037905385.1|HILL	LOC5578077|XP_001656770.2|AAEG
OG0000871	LOC119655804|XP_037917831.1|HILL	LOC5563912|XP_021709764.1|AAEG
OG0000872	LOC119653635|XP_037914344.1|HILL	LOC5579795|XP_001648107.1|AAEG
OG0000873	LOC119649384|XP_037907430.1|HILL	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG
OG0000874	LOC119653451|XP_037913986.1|HILL	LOC5568583|XP_021711564.1|AAEG
OG0000875	LOC119648335|XP_037905957.1|HILL	LOC5569144|XP_021704184.1|AAEG
OG0000882	LOC119657550|XP_037920431.1|HILL	LOC5574255|XP_001661310.1|AAEG
OG0000883	LOC119658367|XP_037921656.1|HILL	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG
OG0000884	LOC119657713|XP_037920680.1|HILL	LOC5578384|XP_021707387.1|AAEG
OG0000886	LOC119655020|XP_037916622.1|HILL, LOC119655019|XP_037916619.1|HILL, LOC119661304|XP_037926521.1|HILL	LOC110677987|XP_021705955.1|AAEG, LOC5574091|XP_001661161.2|AAEG
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC5577573|XP_021697247.1|AAEG
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC5572876|XP_001660628.1|AAEG
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC5571677|XP_021701172.1|AAEG
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC5573804|XP_001661052.1|AAEG
OG0000893	LOC119661300|XP_037926517.1|HILL	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG
OG0000894	LOC119659992|XP_037924292.1|HILL	LOC5572954|XP_001654283.2|AAEG
OG0000895	LOC119655493|XP_037917323.1|HILL	LOC5578431|XP_021704726.1|AAEG
OG0000907	LOC119657822|XP_037920864.1|HILL	LOC5569936|XP_001658828.2|AAEG
OG0000909	LOC119657311|XP_037920098.1|HILL	LOC5580100|XP_001654851.1|AAEG
OG0000910	LOC119647744|XP_037904787.1|HILL	LOC5570090|XP_021696583.1|AAEG
OG0000911	LOC119659735|XP_037923922.1|HILL	LOC5568878|XP_021698401.1|AAEG
OG0000912	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL	LOC5569590|XP_001652874.1|AAEG
OG0000913	LOC119649914|XP_037908241.1|HILL	LOC5572905|XP_021699829.1|AAEG
OG0000914	LOC119659280|XP_037923220.1|HILL	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG
OG0000915	LOC119661273|XP_037926469.1|HILL	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG
OG0000916	LOC119649969|XP_037908336.1|HILL	LOC5563777|XP_021702027.1|AAEG
OG0000917	LOC119653264|XP_037913804.1|HILL	LOC5567991|XP_021703538.1|AAEG
OG0000918	LOC119661271|XP_037926460.1|HILL	LOC5565834|XP_021703643.1|AAEG
OG0000920	LOC119655503|XP_037917334.1|HILL	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG
OG0000921	LOC119646868|XP_037903420.1|HILL	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG
OG0000922	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL	LOC5573598|XP_001654732.1|AAEG
OG0000923	LOC119659268|XP_037923196.1|HILL	LOC5564768|XP_001649141.1|AAEG
OG0000924	LOC119653921|XP_037915008.1|HILL	LOC5574190|XP_021707483.1|AAEG
OG0000925	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL	LOC5564141|XP_001648436.1|AAEG
OG0000935	LOC119652079|XP_037911945.1|HILL	LOC5570105|XP_021693271.1|AAEG
OG0000936	LOC119658888|XP_037922606.1|HILL	LOC5574975|XP_001655445.1|AAEG
OG0000937	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG
OG0000938	LOC119657122|XP_037919814.1|HILL	LOC23687618|XP_011493218.1|AAEG
OG0000939	LOC119661716|XP_037927099.1|HILL	LOC5575294|XP_001655660.2|AAEG
OG0000940	LOC119656570|XP_037918885.1|HILL	LOC5568539|XP_001652369.2|AAEG
OG0000941	LOC119657198|XP_037919932.1|HILL	LOC5568465|XP_001652294.1|AAEG
OG0000942	LOC119648309|XP_037905916.1|HILL	LOC5575951|XP_021697898.1|AAEG
OG0000943	LOC119661205|XP_037926357.1|HILL	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG
OG0000944	LOC119660771|XP_037925462.1|HILL	LOC5564895|XP_021698610.1|AAEG
OG0000945	LOC119661753|XP_037927151.1|HILL	LOC5567118|XP_001651535.2|AAEG
OG0000946	LOC119661708|XP_037927089.1|HILL	LOC5578955|XP_021701300.1|AAEG
OG0000946	LOC119661296|XP_037926510.1|HILL	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG
OG0000947	LOC119659221|XP_037923125.1|HILL	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG
OG0000948	LOC119650053|XP_037908470.1|HILL	LOC5570305|XP_001653129.2|AAEG
OG0000949	LOC119655964|XP_037918123.1|HILL	LOC5577433|XP_021706252.1|AAEG
OG0000950	LOC119656859|XP_037919440.1|HILL	LOC5570062|XP_021710514.1|AAEG
OG0000951	LOC119660211|XP_037924573.1|HILL	LOC5567383|XP_001651784.1|AAEG
OG0000952	LOC119647108|XP_037903814.1|HILL	LOC5574823|XP_001655383.2|AAEG
OG0000963	LOC119654346|XP_037915614.1|HILL, LOC119655736|XP_037917714.1|HILL, LOC119658493|XP_037921884.1|HILL, LOC119658308|XP_037921548.1|HILL, LOC119646871|XP_037903426.1|HILL, LOC119646573|XP_037902991.1|HILL, LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG
OG0000964	LOC119660339|XP_037924753.1|HILL	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG
OG0000965	LOC119657119|XP_037919807.1|HILL	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG
OG0000966	LOC119659817|XP_037924028.1|HILL	LOC5564065|XP_001648396.2|AAEG
OG0000968	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG
OG0000969	LOC119655293|XP_037917046.1|HILL	LOC5572867|XP_001660626.1|AAEG
OG0000970	LOC119660558|XP_037925126.1|HILL	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG
OG0000971	LOC119646696|XP_037903188.1|HILL	LOC5574512|XP_021701876.1|AAEG
OG0000972	LOC119655462|XP_037917295.1|HILL	LOC5570688|XP_001659285.2|AAEG
OG0000975	LOC119659274|XP_037923207.1|HILL	LOC5567322|XP_021711286.1|AAEG
OG0000976	LOC119659502|XP_037923556.1|HILL	LOC5578544|XP_021709463.1|AAEG
OG0000977	LOC119658812|XP_037922463.1|HILL	LOC5572481|XP_001660429.2|AAEG
OG0000978	LOC119659555|XP_037923632.1|HILL	LOC5570996|XP_001653423.1|AAEG
OG0000988	LOC119656493|XP_037918752.1|HILL	LOC5574742|XP_021708813.1|AAEG
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC5573413|XP_001654587.1|AAEG
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC110676690|XP_021701229.1|AAEG
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC5568340|XP_001657995.2|AAEG
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC5565293|XP_021693612.1|AAEG
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC5570516|XP_001659204.1|AAEG
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC5570524|XP_001659180.1|AAEG
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC5572107|XP_021699025.1|AAEG
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC5569582|XP_011492944.1|AAEG
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC5565618|XP_021700536.1|AAEG
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC5573879|XP_001654917.1|AAEG
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC5577327|XP_001656404.1|AAEG
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC5574438|XP_001661452.2|AAEG
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC5577478|XP_001656504.1|AAEG
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC5569738|XP_001652964.1|AAEG
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC5569206|XP_021698876.1|AAEG, LOC5569974|XP_021700042.1|AAEG
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC5564053|XP_001648383.1|AAEG
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC5566344|XP_021696749.1|AAEG
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG
OG0001029	LOC119648440|XP_037906122.1|HILL	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC5564557|XP_021702651.1|AAEG
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC5568797|XP_021703170.1|AAEG
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC5572990|XP_021705665.1|AAEG
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG
OG0001043	LOC119658007|XP_037921157.1|HILL, LOC119657881|XP_037920940.1|HILL, LOC119657268|XP_037920029.1|HILL	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG
OG0001044	LOC119647224|XP_037903984.1|HILL	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC5572371|XP_001660329.1|AAEG
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC5571275|XP_021695905.1|AAEG
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC110675977|XP_021697855.1|AAEG
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC5573704|XP_021698920.1|AAEG
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC5573846|XP_001654884.2|AAEG
OG0001051	LOC119649498|XP_037907593.1|HILL	LOC110676298|XP_021699355.1|AAEG
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC5568617|XP_001652449.1|AAEG
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC5571894|XP_001653808.2|AAEG
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC5574413|XP_001655120.1|AAEG
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC5570986|XP_001659451.2|AAEG
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC5571397|XP_001653648.2|AAEG
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC5570053|XP_021707851.1|AAEG
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC110674795|XP_021694845.1|AAEG
OG0001073	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG
OG0001074	LOC119661284|XP_037926525.1|HILL	LOC5570418|XP_021698769.1|AAEG
OG0001074	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL	LOC5568441|XP_001652273.1|AAEG
OG0001075	LOC119653121|XP_037913575.1|HILL, LOC119655936|XP_037918051.1|HILL	LOC5576561|XP_021712006.1|AAEG, LOC110677952|XP_021705775.1|AAEG
OG0001077	LOC119658889|XP_037922615.1|HILL	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC119656783|XP_037919297.1|HILL	LOC5565588|XP_001649970.1|AAEG
OG0001078	LOC119647701|XP_037904714.1|HILL	LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC119650348|XP_037908950.1|HILL	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC119650340|XP_037908935.1|HILL	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC119654600|XP_037915997.1|HILL	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC119658666|XP_037922151.1|HILL	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC119648140|XP_037905614.1|HILL	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC119658838|XP_037922509.1|HILL	LOC5567273|XP_021707529.1|AAEG
OG0001085	LOC119661259|XP_037926439.1|HILL	LOC5574897|XP_021697029.1|AAEG
OG0001086	LOC119654908|XP_037916469.1|HILL	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC119661246|XP_037926413.1|HILL	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC119647748|XP_037904795.1|HILL	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC119649506|XP_037907604.1|HILL	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC119650125|XP_037908578.1|HILL	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001091	LOC119648589|XP_037906287.1|HILL, LOC119650284|XP_037908839.1|HILL, LOC119650359|XP_037908974.1|HILL, LOC119649844|XP_037908117.1|HILL, LOC119648299|XP_037905885.1|HILL	LOC5576970|XP_001663065.1|AAEG, LOC5576973|XP_021711761.1|AAEG, LOC110676363|XP_021699606.1|AAEG, LOC5576972|XP_001663067.1|AAEG, LOC110676364|XP_021699607.1|AAEG, LOC5576971|XP_001663066.1|AAEG
OG0001092	LOC119651442|XP_037910974.1|HILL	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC119653073|XP_037913485.1|HILL	LOC5565811|XP_021695262.1|AAEG
OG0001095	LOC119651165|XP_037910511.1|HILL	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG
OG0001096	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL	LOC5571654|XP_021701198.1|AAEG
OG0001097	LOC119661406|XP_037926663.1|HILL	LOC5570690|XP_001659280.2|AAEG
OG0001098	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL	LOC5567389|XP_001651791.1|AAEG
OG0001099	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL	LOC5579278|XP_001647586.2|AAEG
OG0001100	LOC119655645|XP_037917552.1|HILL	LOC5575334|XP_001655711.1|AAEG
OG0001101	LOC119656262|XP_037918608.1|HILL	LOC5578976|XP_021704495.1|AAEG
OG0001102	LOC119647913|XP_037905163.1|HILL	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG
OG0001103	LOC119651483|XP_037911022.1|HILL	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG
OG0001104	LOC119654690|XP_037916128.1|HILL	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG
OG0001105	LOC119654540|XP_037915913.1|HILL	LOC5566551|XP_001650928.1|AAEG
OG0001106	LOC119660910|XP_037925785.1|HILL	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG
OG0001118	LOC119658022|XP_037921179.1|HILL	LOC5576587|XP_001656164.1|AAEG
OG0001119	LOC119658275|XP_037921494.1|HILL	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG
OG0001120	LOC119651250|XP_037910659.1|HILL	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG
OG0001121	LOC119647714|XP_037904737.1|HILL	LOC5576746|XP_021695668.1|AAEG
OG0001122	LOC119650129|XP_037908586.1|HILL	LOC5580002|XP_021696287.1|AAEG
OG0001124	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL	LOC5566358|XP_011493024.2|AAEG
OG0001125	LOC119648754|XP_037906506.1|HILL	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG
OG0001126	LOC119650445|XP_037909228.1|HILL	LOC5564449|XP_021697783.1|AAEG
OG0001127	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL	LOC110676270|XP_021699174.1|AAEG
OG0001128	LOC119660463|XP_037924958.1|HILL	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG
OG0001129	LOC119650885|XP_037909986.1|HILL	LOC5580253|XP_021700216.1|AAEG
OG0001130	LOC119653058|XP_037913465.1|HILL	LOC5565380|XP_001649719.1|AAEG
OG0001131	LOC119660936|XP_037925859.1|HILL	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG
OG0001133	LOC119647256|XP_037904063.1|HILL	LOC5567743|XP_021702162.1|AAEG
OG0001134	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL	LOC5566394|XP_001650777.2|AAEG
OG0001135	LOC119654839|XP_037916342.1|HILL	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG
OG0001135	LOC119654481|XP_037915830.1|HILL	LOC5578027|XP_001656767.1|AAEG
OG0001136	LOC119660441|XP_037924921.1|HILL	LOC5576263|XP_021705682.1|AAEG
OG0001137	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG
OG0001138	LOC119655094|XP_037916728.1|HILL	LOC5572135|XP_021705094.1|AAEG
OG0001139	LOC119647597|XP_037904547.1|HILL	LOC5574958|XP_021709947.1|AAEG
OG0001153	LOC119660793|XP_037925528.1|HILL	LOC110679098|XP_021708772.1|AAEG
OG0001154	LOC119651636|XP_037911228.1|HILL	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG
OG0001155	LOC119656861|XP_037919444.1|HILL	LOC5577231|XP_001656336.2|AAEG, LOC110678699|XP_021707604.1|AAEG, LOC110678150|XP_021706463.1|AAEG, LOC110679685|XP_021710922.1|AAEG, LOC5572551|XP_021698157.1|AAEG
OG0001156	LOC119650793|XP_037909853.1|HILL, LOC119650795|XP_037909857.1|HILL	LOC5567923|XP_001651953.2|AAEG, LOC5567924|XP_001651952.2|AAEG
OG0001156	LOC119650794|XP_037909856.1|HILL	LOC5567925|XP_001651951.2|AAEG, LOC5567920|XP_001651956.2|AAEG
OG0001157	LOC119660564|XP_037925135.1|HILL	LOC5578456|XP_021707023.1|AAEG
OG0001157	LOC119651295|XP_037910744.1|HILL	LOC5575867|XP_021704769.1|AAEG
OG0001158	LOC119660397|XP_037924862.1|HILL	LOC5576010|XP_001662342.1|AAEG
OG0001158	LOC119657603|XP_037920533.1|HILL	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC119656717|XP_037919167.1|HILL	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC119653171|XP_037913646.1|HILL	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC119650746|XP_037909750.1|HILL	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC119658310|XP_037921547.1|HILL	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC119651647|XP_037911251.1|HILL	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL	LOC5565600|XP_021693794.1|AAEG
OG0001166	LOC119649162|XP_037907104.1|HILL	LOC5577073|XP_021696372.1|AAEG
OG0001167	LOC119646574|XP_037902992.1|HILL	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC119655740|XP_037917721.1|HILL	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC119658036|XP_037921197.1|HILL	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC119659790|XP_037923985.1|HILL	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC119650467|XP_037909262.1|HILL	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC119661407|XP_037926664.1|HILL	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL	LOC5576977|XP_001663072.2|AAEG
OG0001174	LOC119647791|XP_037904916.1|HILL	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC119654794|XP_037916271.1|HILL	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC119655006|XP_037916605.1|HILL	LOC5571149|XP_021700283.1|AAEG
