Orthogroup	Duplications (all)	Duplications (50% support)
OG0003843	2	2
OG0003844	2	2
OG0003845	2	2
OG0003846	3	2
OG0003847	4	4
OG0003848	2	2
OG0003849	2	2
OG0003850	2	2
OG0003851	2	2
OG0003852	2	2
OG0003853	2	2
OG0003854	2	2
OG0003855	2	1
OG0003856	2	2
OG0003857	2	2
OG0003858	1	0
OG0003859	2	2
OG0003860	2	2
OG0003861	2	2
OG0003862	2	1
OG0003863	2	1
OG0003864	2	2
OG0003865	2	2
OG0003866	3	3
OG0003867	2	2
OG0003868	2	2
OG0003869	2	1
OG0003870	2	1
OG0003871	2	1
OG0003872	2	2
OG0003873	2	2
OG0003874	3	3
OG0003875	3	3
OG0003876	1	1
OG0003877	2	2
OG0003878	2	2
OG0003879	2	2
OG0003880	2	2
OG0003881	3	3
OG0003882	3	2
OG0003883	3	3
OG0003884	2	2
OG0003885	3	2
OG0003886	2	2
OG0003887	2	2
OG0003888	2	1
OG0003889	3	3
OG0003890	4	4
OG0003891	2	2
OG0003892	3	3
OG0003893	2	2
OG0003894	3	3
OG0003895	2	2
OG0003896	3	3
OG0003897	4	3
OG0003898	2	2
OG0003899	2	2
OG0003900	2	2
OG0003901	2	2
OG0003902	2	2
OG0003903	2	1
OG0003904	2	2
OG0003905	2	2
OG0003906	4	4
OG0003907	2	2
OG0003908	2	2
OG0003909	2	2
OG0003910	2	2
OG0003911	2	2
OG0003912	2	2
OG0003913	2	2
OG0003914	4	4
OG0003915	3	3
OG0003916	2	2
OG0003917	2	2
OG0003918	2	2
OG0003919	2	2
OG0003920	2	2
OG0003921	2	2
OG0003922	2	2
OG0003923	2	2
OG0003924	3	3
OG0003925	2	2
OG0003926	2	2
OG0003927	2	2
OG0003928	2	2
OG0003929	2	2
OG0003930	2	2
OG0003931	2	2
OG0003932	2	2
OG0003933	2	2
OG0003934	2	2
OG0003935	2	2
OG0003936	2	1
OG0003937	2	2
OG0003938	2	2
OG0003939	2	2
OG0003940	2	2
OG0003941	2	2
OG0003942	2	2
OG0003943	2	2
OG0003944	3	3
OG0003945	2	2
OG0003946	2	2
OG0003947	2	1
OG0003948	2	2
OG0003949	2	1
OG0003950	2	2
OG0003951	2	2
OG0003952	2	2
OG0003953	2	2
OG0003954	2	2
OG0003955	3	3
OG0003956	2	1
OG0003957	2	2
OG0003958	3	3
OG0003959	2	2
OG0003960	3	3
OG0003961	2	2
OG0003962	2	2
OG0003963	3	3
OG0003964	3	3
OG0003965	2	2
OG0003966	3	3
OG0003967	2	1
OG0003968	2	1
OG0003969	2	2
OG0003970	2	2
OG0003971	2	1
OG0003972	2	2
OG0003973	2	2
OG0003974	2	2
OG0003975	2	2
OG0003976	1	0
OG0003977	3	2
OG0003978	2	2
OG0003979	3	3
OG0003980	3	3
OG0003981	3	2
OG0003982	3	3
OG0003983	3	3
OG0003984	2	2
OG0003985	2	2
OG0003986	2	2
OG0003987	2	2
OG0003988	3	3
OG0003989	2	2
OG0003990	2	2
OG0003991	2	2
OG0003992	2	2
OG0003993	2	1
OG0003994	3	3
OG0003995	2	2
OG0003996	2	2
OG0003997	2	2
OG0003998	1	1
OG0003999	2	2
OG0004000	3	2
OG0004001	2	2
OG0004002	2	1
OG0004003	2	2
OG0004004	2	1
OG0004005	2	2
OG0004006	2	2
OG0004007	2	2
OG0004008	2	2
OG0004009	2	2
OG0004010	2	2
OG0004011	2	1
OG0004012	2	2
OG0004013	2	2
OG0004014	2	2
OG0004015	2	2
OG0004016	2	2
OG0004017	2	1
OG0004018	2	2
OG0004019	2	2
OG0004020	1	0
OG0004021	2	2
OG0004022	2	2
OG0004023	2	2
OG0004024	2	2
OG0004025	2	2
OG0004026	2	2
OG0004027	2	2
OG0004028	2	2
OG0004029	2	2
OG0004030	2	2
OG0004031	2	2
OG0004032	3	2
OG0004033	2	1
OG0004034	2	2
OG0004035	2	2
OG0004036	2	1
OG0004037	2	2
OG0004038	2	2
OG0004039	2	1
OG0004040	2	2
OG0004041	4	3
OG0004042	3	3
OG0004043	3	3
OG0004044	3	3
OG0004045	2	2
OG0004046	2	2
OG0004047	2	2
OG0004048	2	2
OG0004049	2	2
OG0004050	1	0
OG0004051	3	3
OG0004052	3	2
OG0004053	3	3
OG0004054	2	2
OG0004055	2	2
OG0004056	2	2
OG0004057	3	3
OG0004058	2	1
OG0004059	2	2
OG0004060	2	1
OG0004061	2	2
OG0004062	2	2
OG0004063	2	1
OG0004064	2	2
OG0004065	2	2
OG0004066	2	2
OG0004067	3	3
OG0004068	4	4
OG0004069	3	3
OG0004070	2	1
OG0004071	2	2
OG0004072	2	2
OG0004073	3	3
OG0004074	2	2
OG0004075	2	2
OG0004076	2	1
OG0004077	2	2
OG0004078	2	2
OG0004079	2	1
OG0004080	2	2
OG0004081	2	2
OG0004082	2	2
OG0004083	3	2
OG0004084	2	2
OG0004085	2	2
OG0004086	2	2
OG0004087	3	3
OG0004088	3	2
OG0004089	3	2
OG0004090	2	2
OG0004091	3	2
OG0004092	2	2
OG0004093	24	24
OG0004094	5	5
OG0004095	2	2
OG0004096	2	2
OG0004097	3	3
OG0004098	2	2
OG0004099	2	1
OG0004100	3	3
OG0004101	2	2
OG0004102	2	2
OG0004103	2	2
OG0004104	2	2
OG0004105	2	2
OG0004106	2	2
OG0004107	2	2
OG0004108	3	2
OG0004109	2	2
OG0004110	2	2
OG0004111	2	1
OG0004112	2	1
OG0004113	3	3
OG0004114	3	3
OG0004115	3	3
OG0004116	2	2
OG0004117	1	1
OG0004118	2	1
OG0004119	1	1
OG0004120	2	1
OG0004121	2	2
OG0004122	2	2
OG0004123	2	2
OG0004124	3	3
OG0004125	2	2
OG0004126	2	1
OG0004127	2	2
OG0004128	3	3
OG0004129	3	3
OG0004130	3	2
OG0004131	2	2
OG0004132	2	2
OG0004133	2	2
OG0004134	2	2
OG0004135	2	2
OG0004136	2	2
OG0004137	2	2
OG0004138	3	3
OG0004139	3	3
OG0004140	2	2
OG0004141	2	2
OG0004142	3	3
OG0004143	2	2
OG0004144	3	3
OG0004145	2	2
OG0004146	2	2
OG0004147	2	2
OG0004148	2	2
OG0004149	3	3
OG0004150	2	2
OG0004151	3	3
OG0004152	2	1
OG0004153	2	1
OG0004154	2	2
OG0004155	2	2
OG0004156	6	6
OG0004157	3	3
OG0004158	2	2
OG0004159	2	2
OG0004160	2	2
OG0004161	2	2
OG0004162	2	2
OG0004163	2	2
OG0004164	2	2
OG0004165	2	2
OG0004166	2	2
OG0004167	2	2
OG0004168	2	2
OG0004169	3	3
OG0004170	3	2
OG0004171	3	3
OG0004172	3	3
OG0004173	3	2
OG0004174	2	2
OG0004175	2	2
OG0004176	2	2
OG0004177	1	0
OG0004178	2	2
OG0004179	2	1
OG0004180	2	2
OG0004181	2	2
OG0004182	3	3
OG0004183	3	3
OG0004184	2	2
OG0004185	2	2
OG0004186	3	3
OG0004187	2	2
OG0004188	2	2
OG0004189	2	1
OG0004190	2	2
OG0004191	2	2
OG0004192	2	2
OG0004193	4	2
OG0004194	2	2
OG0004195	3	3
OG0004196	2	2
OG0004197	2	2
OG0004198	2	1
OG0004199	2	2
OG0004200	2	2
OG0004201	2	2
OG0004202	2	2
OG0004203	2	2
OG0004204	2	2
OG0004205	2	2
OG0004206	2	2
OG0004207	2	2
OG0004208	2	2
OG0004209	2	2
OG0004210	2	2
OG0004211	2	2
OG0004212	2	2
OG0004213	2	2
OG0004214	3	1
OG0004215	2	2
OG0004216	2	2
OG0004217	2	2
OG0004218	1	0
OG0004219	2	2
OG0004220	2	2
OG0004221	2	2
OG0004222	2	2
OG0004223	2	2
OG0004224	2	2
OG0004225	3	3
OG0004226	2	2
OG0004227	2	2
OG0004228	2	2
OG0004229	2	1
OG0004230	3	2
OG0004231	2	2
OG0004232	2	2
OG0004233	2	2
OG0004234	2	2
OG0004235	2	2
OG0004236	2	2
OG0004237	2	1
OG0004238	2	2
OG0004239	2	2
OG0004240	2	2
OG0004241	2	2
OG0004242	2	2
OG0004243	2	2
OG0004244	2	2
OG0004245	2	2
OG0004246	2	2
OG0004247	3	3
OG0004248	2	2
OG0004249	2	2
OG0004250	3	2
OG0004251	3	2
OG0004252	3	3
OG0004253	2	2
OG0004254	3	3
OG0004255	5	4
OG0004256	6	6
OG0004257	2	2
OG0004258	2	2
OG0004259	4	4
OG0004260	2	1
OG0004261	2	2
OG0004262	2	2
OG0004263	2	2
OG0004264	1	1
OG0004265	2	2
OG0004266	2	2
OG0004267	2	2
OG0004268	2	2
OG0004269	2	2
OG0004270	3	3
OG0004271	2	2
OG0004272	2	2
OG0004273	3	3
OG0004274	4	4
OG0004275	2	1
OG0004276	2	2
OG0004277	6	6
OG0004278	3	3
OG0004279	2	2
OG0004280	2	0
OG0004281	2	2
OG0004282	2	2
OG0004283	2	2
OG0004284	2	2
OG0004285	2	2
OG0004286	2	1
OG0004287	2	2
OG0004288	2	2
OG0004289	2	2
OG0004290	2	2
OG0004291	3	3
OG0004292	2	2
OG0004293	2	2
OG0004294	2	2
OG0004295	2	2
OG0004296	2	2
OG0004297	2	2
OG0004298	2	2
OG0004299	2	2
OG0004300	2	2
OG0004301	2	2
OG0004302	2	2
OG0004303	2	2
OG0004304	2	1
OG0004305	2	2
OG0004306	3	3
OG0004307	3	3
OG0004308	3	2
OG0004309	2	1
OG0004310	2	2
OG0004311	2	2
OG0004312	3	3
OG0004313	3	2
OG0004314	2	1
OG0004315	2	2
OG0004316	2	2
OG0004317	2	2
OG0004318	3	2
OG0004319	2	2
OG0004320	2	2
OG0004321	2	2
OG0004322	2	2
OG0004323	3	3
OG0004324	2	2
OG0004325	2	2
OG0004326	2	2
OG0004327	2	1
OG0004328	3	1
OG0004329	4	3
OG0004330	2	1
OG0004331	2	2
OG0004332	2	2
OG0004333	2	2
OG0004334	2	2
OG0004335	2	2
OG0004336	2	2
OG0004337	2	1
OG0004338	2	2
OG0004339	2	2
OG0004340	2	2
OG0004341	2	2
OG0004342	2	2
OG0004343	2	2
OG0004344	2	2
OG0004345	2	2
OG0004346	2	2
OG0004347	2	2
OG0004348	2	2
OG0004349	2	2
OG0004350	4	4
OG0004351	2	2
OG0004352	2	2
OG0004353	2	1
OG0004354	2	2
OG0004355	2	1
OG0004356	2	2
OG0004357	2	2
OG0004358	2	2
OG0004359	2	2
OG0004360	3	3
OG0004361	2	2
OG0004362	2	2
OG0004363	3	3
OG0004364	2	2
OG0004365	2	2
OG0004366	1	0
OG0004367	2	2
OG0004368	2	2
OG0004369	2	2
OG0004370	2	2
OG0004371	2	2
OG0004372	2	2
OG0004373	2	2
OG0004374	2	1
OG0004375	2	2
OG0004376	3	3
OG0004377	2	2
OG0004378	2	2
OG0004379	2	2
OG0004380	2	2
OG0004381	2	2
OG0004382	2	2
OG0004383	2	2
OG0004384	2	1
OG0004385	3	3
OG0004386	3	3
OG0004387	2	2
OG0004388	2	2
OG0004389	2	2
OG0004390	2	2
OG0004391	3	3
OG0004392	2	1
OG0004393	2	2
OG0004394	2	1
OG0004395	2	1
OG0004396	2	2
OG0004397	2	2
OG0004398	3	3
OG0004399	2	1
OG0004400	2	2
OG0004401	3	3
OG0004402	2	2
OG0004403	2	2
OG0004404	2	2
OG0004405	2	2
OG0004406	1	0
OG0004407	2	2
OG0004408	2	2
OG0004409	2	1
OG0004410	2	2
OG0004411	3	3
OG0004412	2	2
OG0004413	2	2
OG0004414	1	1
OG0004415	2	2
OG0004416	2	2
OG0004417	2	2
OG0004418	2	2
OG0004419	1	1
OG0004420	2	2
OG0004421	2	1
OG0004422	2	2
OG0004423	3	3
OG0004424	2	2
OG0004425	2	2
OG0004426	2	2
OG0004427	2	2
OG0004428	2	1
OG0004429	2	2
OG0004430	2	2
OG0004431	2	2
OG0004432	2	1
OG0004433	2	2
OG0004434	2	2
OG0004435	2	2
OG0004436	3	3
OG0004437	2	2
OG0004438	2	2
OG0004439	2	2
OG0004440	2	2
OG0004441	3	3
OG0004442	2	1
OG0004443	2	2
OG0004444	2	2
OG0004445	2	2
OG0004446	2	2
OG0004447	2	2
OG0004448	3	3
OG0004449	2	2
OG0004450	3	3
OG0004451	2	2
OG0004452	2	2
OG0004453	2	2
OG0004454	2	2
OG0004455	3	3
OG0004456	3	1
OG0004457	2	2
OG0004458	2	2
OG0004459	1	1
OG0004460	2	2
OG0004461	2	2
OG0004462	2	1
OG0004463	2	1
OG0004464	3	3
OG0004465	2	2
OG0004466	2	2
OG0004467	2	2
OG0004468	2	2
OG0004469	2	2
OG0004470	2	2
OG0004471	2	2
OG0004472	2	2
OG0004473	2	2
OG0004474	2	2
OG0004475	2	2
OG0004476	3	2
OG0004477	2	2
OG0004478	2	2
OG0004479	2	2
OG0004480	3	3
OG0004481	2	2
OG0004482	3	3
OG0004483	3	3
OG0004484	3	3
OG0004485	4	3
OG0004486	5	4
OG0004487	2	0
OG0004488	7	7
OG0004489	7	6
OG0004490	7	7
OG0004491	9	9
OG0004492	4	3
OG0004493	1	0
OG0004494	5	3
OG0004495	6	6
OG0004496	5	4
OG0004497	5	4
OG0004498	8	7
OG0004499	1	1
OG0004500	12	12
OG0004501	10	10
OG0004502	4	3
OG0004503	13	11
OG0004504	1	1
OG0004505	1	1
OG0004506	1	1
OG0004507	1	1
OG0004508	1	1
OG0004509	2	1
OG0004510	2	1
OG0004511	1	1
OG0004512	1	1
OG0004513	1	1
OG0004514	1	1
OG0004515	2	2
OG0004516	2	2
OG0004517	2	2
OG0004518	2	1
OG0004519	1	1
OG0004520	2	2
OG0004521	2	2
OG0004522	2	2
OG0004523	1	1
OG0004524	2	2
OG0004525	2	2
OG0004526	2	2
OG0004527	2	1
OG0004528	3	3
OG0004529	2	2
OG0004530	1	1
OG0004531	1	1
OG0004532	2	2
OG0004533	2	1
OG0004534	2	2
OG0004535	1	1
OG0004536	2	1
OG0004537	2	2
OG0004538	2	2
OG0004539	1	1
OG0004540	1	1
OG0004541	1	1
OG0004542	2	2
OG0004543	2	2
OG0004544	2	2
OG0004545	1	1
OG0004546	1	1
OG0004547	2	2
OG0004548	2	1
OG0004549	2	2
OG0004550	1	1
OG0004551	2	2
OG0004552	2	2
OG0004553	1	1
OG0004554	2	2
OG0004555	3	3
OG0004556	1	1
OG0004557	4	3
OG0004558	2	2
OG0004559	1	1
OG0004560	1	1
OG0004561	1	1
OG0004562	1	1
OG0004563	1	1
OG0004564	1	1
OG0004565	1	1
OG0004566	2	2
OG0004567	2	2
OG0004568	2	2
OG0004569	1	1
OG0004570	1	1
OG0004571	2	2
OG0004572	2	1
OG0004573	1	1
OG0004574	2	2
OG0004575	2	2
OG0004576	1	1
OG0004577	2	2
OG0004578	2	2
OG0004579	3	3
OG0004580	1	1
OG0004581	1	1
OG0004582	1	1
OG0004583	2	1
OG0004584	2	2
OG0004585	2	2
OG0004586	2	1
OG0004587	1	0
OG0004588	1	1
OG0004589	2	1
OG0004590	1	1
OG0004591	1	1
OG0004592	2	2
OG0004593	2	1
OG0004594	2	2
OG0004595	2	2
OG0004596	2	2
OG0004597	2	2
OG0004598	1	1
OG0004599	2	2
OG0004600	2	2
OG0004601	2	2
OG0004602	2	2
OG0004603	2	2
OG0004604	2	2
OG0004605	2	1
OG0004606	1	1
OG0004607	2	2
OG0004608	2	2
OG0004609	2	2
OG0004610	1	1
OG0004611	1	1
OG0004612	1	1
OG0004613	1	1
OG0004614	2	2
OG0004615	2	2
OG0004616	2	2
OG0004617	1	1
OG0004618	3	2
OG0004619	1	1
OG0004620	1	1
OG0004621	1	1
OG0004622	1	1
OG0004623	1	1
OG0004624	3	3
OG0004625	2	2
OG0004626	1	1
OG0004627	1	0
OG0004628	2	2
OG0004629	1	1
OG0004630	1	1
OG0004631	4	2
OG0004632	1	1
OG0004633	3	3
OG0004634	3	3
OG0004635	2	2
OG0004636	2	2
OG0004637	2	2
OG0004638	3	2
OG0004639	3	3
OG0004640	2	2
OG0004641	2	2
OG0004642	2	2
OG0004643	2	1
OG0004644	2	2
OG0004645	2	2
OG0004646	2	2
OG0004647	2	2
OG0004648	3	3
OG0004649	2	1
OG0004650	2	2
OG0004651	1	0
OG0004652	1	1
OG0004653	1	1
OG0004654	1	1
OG0004655	1	1
OG0004656	2	2
OG0004657	1	1
OG0004658	2	2
OG0004659	1	1
OG0004660	1	1
OG0004661	1	1
OG0004662	2	2
OG0004663	3	2
OG0004664	2	2
OG0004665	2	2
OG0004666	1	1
OG0004667	2	1
OG0004668	1	1
OG0004669	2	2
OG0004670	0	0
OG0004671	1	1
OG0004672	2	2
OG0004673	1	0
OG0004674	1	1
OG0004675	1	1
OG0004676	1	1
OG0004677	1	1
OG0004678	1	1
OG0004679	1	1
OG0004680	2	2
OG0004681	2	2
OG0004682	1	1
OG0004683	1	1
OG0004684	2	2
OG0004685	1	1
OG0004686	1	1
OG0004687	1	0
OG0004688	2	2
OG0004689	1	1
OG0004690	1	1
OG0004691	1	1
OG0004692	2	2
OG0004693	1	1
OG0004694	2	2
OG0004695	1	1
OG0004696	2	2
OG0004697	3	1
OG0004698	2	2
OG0004699	1	1
OG0004700	1	0
OG0004701	1	1
OG0004702	1	1
OG0004703	1	1
OG0004704	1	1
OG0004705	1	1
OG0004706	1	1
OG0004707	2	2
OG0004708	1	1
OG0004709	1	1
OG0004710	1	1
OG0004711	1	1
OG0004712	1	1
OG0004713	1	1
OG0004714	1	0
OG0004715	1	1
OG0004716	1	1
OG0004717	2	2
OG0004718	1	1
OG0004719	1	1
OG0004720	1	1
OG0004721	2	2
OG0004722	1	1
OG0004723	3	3
OG0004724	1	1
OG0004725	1	1
OG0004726	1	1
OG0004727	1	0
OG0004728	1	1
OG0004729	1	0
OG0004730	1	1
OG0004731	1	1
OG0004732	1	1
OG0004733	1	1
OG0004734	1	1
OG0004735	1	1
OG0004736	1	1
OG0004737	1	1
OG0004738	1	1
OG0004739	1	1
OG0004740	1	0
OG0004741	1	1
OG0004742	1	1
OG0004743	2	2
OG0004744	1	1
OG0004745	1	1
OG0004746	1	1
OG0004747	1	1
OG0004748	1	1
OG0004749	2	2
OG0004750	1	1
OG0004751	1	1
OG0004752	2	2
OG0004753	1	1
OG0004754	1	1
OG0004755	1	1
OG0004756	1	1
OG0004757	2	2
OG0004758	1	1
OG0004759	1	1
OG0004760	1	1
OG0004761	2	2
OG0004762	2	2
OG0004763	1	1
OG0004764	2	2
OG0004765	2	2
OG0004766	2	1
OG0004767	1	1
OG0004768	1	1
OG0004769	1	1
OG0004770	1	1
OG0004771	1	1
OG0004772	2	2
OG0004773	2	2
OG0004774	2	2
OG0004775	1	1
OG0004776	1	1
OG0004777	1	1
OG0004778	2	1
OG0004779	1	1
OG0004780	1	1
OG0004781	2	2
OG0004782	1	1
OG0004783	2	2
OG0004784	1	1
OG0004785	1	1
OG0004786	1	1
OG0004787	1	1
OG0004788	1	1
OG0004789	1	0
OG0004790	1	1
OG0004791	1	1
OG0004792	1	1
OG0004793	1	1
OG0004794	1	1
OG0004795	2	2
OG0004796	1	0
OG0004797	1	1
OG0004798	2	2
OG0004799	1	1
OG0004800	1	1
OG0004801	2	2
OG0004802	3	3
OG0004803	1	1
OG0004804	1	1
OG0004805	1	1
OG0004806	2	2
OG0004807	2	2
OG0004808	1	1
OG0004809	2	1
OG0004810	2	2
OG0004811	1	1
OG0004812	1	1
OG0004813	2	2
OG0004814	2	2
OG0004815	1	1
OG0004816	2	2
OG0004817	2	2
OG0004818	1	1
OG0004819	1	1
OG0004820	1	1
OG0004821	1	1
OG0004822	1	1
OG0004823	1	1
OG0004824	1	1
OG0004825	1	1
OG0004826	1	1
OG0004827	1	1
OG0004828	1	1
OG0004829	1	1
OG0004830	2	1
OG0004831	2	2
OG0004832	2	2
OG0004833	1	1
OG0004834	2	2
OG0004835	1	1
OG0004836	2	2
OG0004837	3	3
OG0004838	2	0
OG0004839	1	0
OG0004840	0	0
OG0004841	2	2
OG0004842	1	1
OG0004843	2	1
OG0004844	1	1
OG0004845	1	1
OG0004846	1	1
OG0004847	1	1
OG0004848	4	4
OG0004849	2	1
OG0004850	1	0
OG0004851	1	1
OG0004852	1	1
OG0004853	1	1
OG0004854	1	1
OG0004855	1	1
OG0004856	1	1
OG0004857	1	1
OG0004858	1	1
OG0004859	1	1
OG0004860	1	1
OG0004861	1	1
OG0004862	2	1
OG0004863	1	0
OG0004864	1	1
OG0004865	1	1
OG0004866	1	1
OG0004867	1	0
OG0004868	1	1
OG0004869	1	1
OG0004870	1	1
OG0004871	1	1
OG0004872	1	1
OG0004873	1	1
OG0004874	1	1
OG0004875	1	1
OG0004876	2	2
OG0004877	1	1
OG0004878	1	1
OG0004879	2	2
OG0004880	1	1
OG0004881	1	1
OG0004882	3	2
OG0004883	1	1
OG0004884	1	1
OG0004885	2	2
OG0004886	1	1
OG0004887	2	1
OG0004888	1	1
OG0004889	1	1
OG0004890	1	1
OG0004891	1	0
OG0004892	1	1
OG0004893	1	1
OG0004894	1	1
OG0004895	1	1
OG0004896	2	2
OG0004897	1	1
OG0004898	1	0
OG0004899	1	1
OG0004900	1	1
OG0004901	1	1
OG0004902	1	1
OG0004903	1	1
OG0004904	1	1
OG0004905	1	1
OG0004906	1	1
OG0004907	1	1
OG0004908	2	2
OG0004909	0	0
OG0004910	1	1
OG0004911	1	0
OG0004912	1	0
OG0004913	1	1
OG0004914	1	1
OG0004915	2	2
OG0004916	1	1
OG0004917	1	1
OG0004918	1	1
OG0004919	2	2
OG0004920	1	1
OG0004921	1	1
OG0004922	2	2
OG0004923	1	0
OG0004924	1	1
OG0004925	1	1
OG0004926	1	1
OG0004927	1	1
OG0004928	1	1
OG0004929	1	1
OG0004930	1	1
OG0004931	1	1
OG0004932	1	0
OG0004933	1	1
OG0004934	1	0
OG0004935	1	1
OG0004936	1	0
OG0004937	1	1
OG0004938	1	1
OG0004939	3	3
OG0004940	1	1
OG0004941	1	1
OG0004942	1	1
OG0004943	1	1
OG0004944	1	1
OG0004945	2	2
OG0004946	1	1
OG0004947	1	1
OG0004948	1	1
OG0004949	1	1
OG0004950	1	1
OG0004951	1	1
OG0004952	1	1
OG0004953	1	1
OG0004954	1	1
OG0004955	1	1
OG0004956	1	1
OG0004957	1	1
OG0004958	1	1
OG0004959	1	1
OG0004960	1	1
OG0004961	1	1
OG0004962	1	1
OG0004963	1	1
OG0004964	1	1
OG0004965	1	1
OG0004966	1	1
OG0004967	1	1
OG0004968	1	1
OG0004969	1	1
OG0004970	1	1
OG0004971	1	1
OG0004972	2	2
OG0004973	1	1
OG0004974	1	1
OG0004975	1	1
OG0004976	1	1
OG0004977	1	1
OG0004978	1	1
OG0004979	1	1
OG0004980	1	1
OG0004981	1	1
OG0004982	1	1
OG0004983	1	1
OG0004984	1	1
OG0004985	1	1
OG0004986	1	1
OG0004987	1	1
OG0004988	2	2
OG0004989	1	1
OG0004990	2	2
OG0004991	1	1
OG0004992	1	0
OG0004993	3	3
OG0004994	2	1
OG0004995	2	1
OG0004996	2	2
OG0004997	1	1
OG0004998	1	1
OG0004999	1	0
OG0005000	1	1
OG0005001	1	1
OG0005002	1	1
OG0005003	1	1
OG0005004	1	1
OG0005005	1	1
OG0005006	1	1
OG0005007	1	1
OG0005008	1	1
OG0005009	1	1
OG0005010	1	1
OG0005011	1	1
OG0005012	1	1
OG0005013	2	2
OG0005014	2	2
OG0005015	1	0
OG0005016	1	1
OG0005017	1	1
OG0005018	1	1
OG0005019	1	1
OG0005020	1	1
OG0005021	1	1
OG0005022	1	1
OG0005023	1	1
OG0005024	2	2
OG0005025	1	1
OG0005026	1	1
OG0005027	1	1
OG0005028	1	1
OG0005029	1	1
OG0005030	1	1
OG0005031	1	1
OG0005032	1	1
OG0005033	1	1
OG0005034	1	1
OG0005035	1	1
OG0005036	1	1
OG0005037	1	1
OG0005038	1	1
OG0005039	1	1
OG0005040	1	1
OG0005041	1	1
OG0005042	1	1
OG0005043	1	1
OG0005044	1	1
OG0005045	2	2
OG0005046	2	2
OG0005047	2	2
OG0005048	2	2
OG0005049	1	1
OG0005050	1	1
OG0005051	1	1
OG0005052	1	1
OG0005053	1	1
OG0005054	2	2
OG0005055	3	3
OG0005056	2	2
OG0005057	1	1
OG0005058	1	1
OG0005059	1	1
OG0005060	1	1
OG0005061	1	1
OG0005062	1	1
OG0005063	2	2
OG0005064	1	1
OG0005065	1	1
OG0005066	2	2
OG0005067	1	1
OG0005068	2	2
OG0005069	1	1
OG0005070	1	1
OG0005071	1	1
OG0005072	2	2
OG0005073	1	1
OG0005074	1	1
OG0005075	2	2
OG0005076	1	1
OG0005077	13	8
OG0005078	2	2
OG0005079	1	1
OG0005080	2	2
OG0005081	1	1
OG0005082	1	1
OG0005083	2	2
OG0005084	1	1
OG0005085	1	1
OG0005086	1	1
OG0005087	1	1
OG0005088	2	1
OG0005089	1	1
OG0005090	1	1
OG0005091	1	1
OG0005092	1	0
OG0005093	1	1
OG0005094	1	0
OG0005095	1	1
OG0005096	1	1
OG0005097	2	2
OG0005098	1	1
OG0005099	1	1
OG0005100	1	1
OG0005101	1	1
OG0005102	1	1
OG0005103	1	1
OG0005104	2	2
OG0005105	1	1
OG0005106	2	2
OG0005107	1	1
OG0005108	2	2
OG0005109	2	2
OG0005110	1	1
OG0005111	2	2
OG0005112	1	1
OG0005113	1	1
OG0005114	1	1
OG0005115	1	1
OG0005116	1	1
OG0005117	2	2
OG0005118	2	2
OG0005119	1	1
OG0005120	1	1
OG0005121	1	1
OG0005122	1	1
OG0005123	1	1
OG0005124	2	2
OG0005125	1	1
OG0005126	1	1
OG0005127	1	1
OG0005128	1	1
OG0005129	1	1
OG0005130	1	1
OG0005131	2	1
OG0005132	1	1
OG0005133	1	1
OG0005134	1	1
OG0005135	1	1
OG0005136	1	1
OG0005137	1	1
OG0005138	1	1
OG0005139	1	1
OG0005140	1	1
OG0005141	2	1
OG0005142	1	1
OG0005143	1	1
OG0005144	2	1
OG0005145	1	1
OG0005146	2	2
OG0005147	1	1
OG0005148	1	1
OG0005149	1	1
OG0005150	1	1
OG0005151	1	1
OG0005152	1	1
OG0005153	2	2
OG0005154	1	1
OG0005155	2	2
OG0005156	1	1
OG0005157	1	1
OG0005158	1	0
OG0005159	1	1
OG0005160	1	1
OG0005161	1	1
OG0005162	4	4
OG0005163	1	1
OG0005164	1	1
OG0005165	1	1
OG0005166	1	1
OG0005167	1	1
OG0005168	1	1
OG0005169	1	1
OG0005170	1	1
OG0005171	1	1
OG0005172	1	0
OG0005173	1	1
OG0005174	1	1
OG0005175	1	1
OG0005176	1	1
OG0005177	3	3
OG0005178	1	1
OG0005179	1	1
OG0005180	1	1
OG0005181	1	1
OG0005182	1	1
OG0005183	1	1
OG0005184	1	1
OG0005185	1	1
OG0005186	1	1
OG0005187	2	2
OG0005188	2	2
OG0005189	2	2
OG0005190	3	3
OG0005191	1	1
OG0005192	2	2
OG0005193	2	2
OG0005194	2	1
OG0005195	2	2
OG0005196	1	1
OG0005197	2	2
OG0005198	2	2
OG0005199	1	1
OG0005200	1	1
OG0005201	1	1
OG0005202	1	1
OG0005203	2	0
OG0005204	2	2
OG0005205	2	2
OG0005206	2	2
OG0005207	2	2
OG0005208	2	2
OG0005209	2	2
OG0005210	2	1
OG0005211	1	1
OG0005212	2	2
OG0005213	1	1
OG0005214	1	1
OG0005215	1	1
OG0005216	1	1
OG0005217	1	1
OG0005218	2	1
OG0005219	1	1
OG0005220	1	1
OG0005221	1	1
OG0005222	1	1
OG0005223	2	2
OG0005224	1	1
OG0005225	1	1
OG0005226	1	1
OG0005227	1	1
OG0005228	1	1
OG0005229	1	1
OG0005230	1	1
OG0005231	1	1
OG0005232	1	1
OG0005233	1	1
OG0005234	1	1
OG0005235	1	1
OG0005236	1	1
OG0005237	1	1
OG0005238	2	2
OG0005239	2	2
