Orthogroup	CCAP.longest_only	DYAK.longest_only
OG0001014	CCAP1982_LOCUS14739|CAD7006419.1|CCAP	LOC6534895|XP_002095567.1|DYAK, LOC6533840|XP_002094540.1|DYAK
OG0001019	CCAP1982_LOCUS3433|CAD6994698.1|CCAP	LOC6538319|XP_039232213.1|DYAK
OG0001021	CCAP1982_LOCUS6394|CAD6997764.1|CCAP	LOC6527047|XP_015053583.1|DYAK
OG0001021	CCAP1982_LOCUS20092|CAD7011981.1|CCAP	LOC26535754|XP_015054663.1|DYAK
OG0001024	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP	LOC6538330|XP_015048779.1|DYAK
OG0001025	CCAP1982_LOCUS14956|CAD7006653.1|CCAP	LOC6533856|XP_002094556.1|DYAK
OG0001026	CCAP1982_LOCUS21674|CAD7013623.1|CCAP	LOC6528511|XP_002089557.1|DYAK
OG0001027	CCAP1982_LOCUS11668|CAD7003208.1|CCAP	LOC6534181|XP_002094864.1|DYAK
OG0001028	CCAP1982_LOCUS8649|CAD7000156.1|CCAP	LOC6529019|XP_002090051.1|DYAK
OG0001031	CCAP1982_LOCUS6156|CAD6997517.1|CCAP	LOC6529174|XP_039229124.1|DYAK
OG0001034	CCAP1982_LOCUS13833|CAD7005473.1|CCAP	LOC6534041|XP_002094727.1|DYAK
OG0001042	CCAP1982_LOCUS1764|CAD6992931.1|CCAP	LOC6538948|XP_002099451.1|DYAK
OG0001044	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP	LOC6528469|XP_002089515.1|DYAK
OG0001045	CCAP1982_LOCUS20913|CAD7012813.1|CCAP	LOC6530466|XP_015051933.1|DYAK
OG0001046	CCAP1982_LOCUS19960|CAD7011851.1|CCAP	LOC6531238|XP_002092050.1|DYAK, LOC6531237|XP_002092049.1|DYAK
OG0001047	CCAP1982_LOCUS20366|CAD7012270.1|CCAP	LOC6529943|XP_002090898.1|DYAK
OG0001048	CCAP1982_LOCUS21371|CAD7013300.1|CCAP	LOC6530559|XP_002091472.1|DYAK
OG0001049	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP	LOC6532989|XP_002093724.1|DYAK
OG0001050	CCAP1982_LOCUS11755|CAD7003293.1|CCAP	LOC6534433|XP_039229947.1|DYAK
OG0001051	CCAP1982_LOCUS7727|CAD6999191.1|CCAP	LOC6527900|XP_002088972.1|DYAK
OG0001052	CCAP1982_LOCUS5814|CAD6997172.1|CCAP	LOC6527707|XP_002088791.1|DYAK
OG0001054	CCAP1982_LOCUS3180|CAD6994429.1|CCAP	LOC6537806|XP_002098347.1|DYAK
OG0001057	CCAP1982_LOCUS20701|CAD7012617.1|CCAP	LOC6527849|XP_002088921.1|DYAK
OG0001059	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP	LOC6534879|XP_002095551.2|DYAK, LOC6534952|XP_002095622.1|DYAK
OG0001060	CCAP1982_LOCUS398|CAD6991473.1|CCAP	LOC6536704|XP_002097276.1|DYAK
OG0001061	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP	LOC6536473|XP_002097054.2|DYAK, LOC6536474|XP_002097055.1|DYAK
OG0001062	CCAP1982_LOCUS2581|CAD6993783.1|CCAP	LOC6537542|XP_002098088.1|DYAK, LOC6537629|XP_002098174.2|DYAK
OG0001063	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP	LOC26535068|XP_015045753.2|DYAK, LOC6524551|XP_002100408.2|DYAK
OG0001065	CCAP1982_LOCUS14284|CAD7005946.1|CCAP	LOC6528831|XP_015054070.1|DYAK
OG0001073	CCAP1982_LOCUS2980|CAD6994218.1|CCAP	LOC6538352|XP_002098877.3|DYAK
OG0001074	CCAP1982_LOCUS22501|CAD7014499.1|CCAP	LOC6529980|XP_002090926.1|DYAK
OG0001075	CCAP1982_LOCUS14895|CAD7006581.1|CCAP	LOC6532727|XP_039230561.1|DYAK
OG0001077	CCAP1982_LOCUS4172|CAD6995457.1|CCAP	LOC6539980|XP_002086852.1|DYAK
OG0001079	CCAP1982_LOCUS12708|CAD7004289.1|CCAP	LOC6532937|XP_002093672.1|DYAK
OG0001080	CCAP1982_LOCUS11124|CAD7002641.1|CCAP	LOC6532331|XP_002093091.1|DYAK
OG0001081	CCAP1982_LOCUS996|CAD6992112.1|CCAP	LOC6535733|XP_002096356.1|DYAK
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC6530757|XP_002091647.1|DYAK
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC6532721|XP_002093463.1|DYAK
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP	LOC6528312|XP_002089365.1|DYAK
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC6529102|XP_002090115.1|DYAK
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC6536483|XP_002097061.1|DYAK, LOC6531968|XP_002092754.1|DYAK
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC6532639|XP_002093383.1|DYAK
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC6532948|XP_002093683.1|DYAK
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC6532855|XP_002093592.3|DYAK
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC6524850|XP_002100690.1|DYAK, LOC6529037|XP_002090068.1|DYAK
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC6528222|XP_002089284.1|DYAK
OG0001094	CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC6528208|XP_039226430.1|DYAK
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC6530965|XP_002091803.1|DYAK
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC6529610|XP_002090604.1|DYAK
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC26536310|XP_015045280.1|DYAK, LOC6539146|XP_039226189.1|DYAK
OG0001098	CCAP1982_LOCUS13085|CAD7004691.1|CCAP	LOC6533760|XP_015050252.1|DYAK
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC6539780|XP_002086669.2|DYAK
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC6536326|XP_002096910.1|DYAK, LOC6536327|XP_002096911.2|DYAK, LOC120321820|XP_039231707.1|DYAK, LOC26535504|XP_039231158.1|DYAK
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC6531690|XP_039229181.1|DYAK
OG0001102	CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC6534093|XP_002094779.3|DYAK
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC6536728|XP_002097300.1|DYAK
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC6530138|XP_002091084.2|DYAK
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC6523695|XP_015046723.1|DYAK
OG0001107	CCAP1982_LOCUS6892|CAD6998283.1|CCAP, CCAP1982_LOCUS10089|CAD7001595.1|CCAP, CCAP1982_LOCUS6377|CAD6997745.1|CCAP	LOC120322245|XP_039233233.1|DYAK
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC6540043|XP_002086910.2|DYAK
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC6537834|XP_002098375.1|DYAK
OG0001121	CCAP1982_LOCUS22189|CAD7014183.1|CCAP	LOC6539116|XP_002086012.2|DYAK
OG0001122	CCAP1982_LOCUS12577|CAD7004157.1|CCAP	LOC6532316|XP_002093076.1|DYAK
OG0001124	CCAP1982_LOCUS3530|CAD6994799.1|CCAP	LOC6536682|XP_015047893.1|DYAK, LOC120321730|XP_039231282.1|DYAK
OG0001125	CCAP1982_LOCUS12956|CAD7004560.1|CCAP	LOC6535800|XP_002096423.2|DYAK
OG0001126	CCAP1982_LOCUS12939|CAD7004542.1|CCAP, CCAP1982_LOCUS12934|CAD7004537.1|CCAP	LOC6533088|XP_039230083.1|DYAK
OG0001127	CCAP1982_LOCUS13446|CAD7005083.1|CCAP	LOC6533818|XP_002094518.2|DYAK
OG0001129	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP	LOC6528094|XP_039227774.1|DYAK
OG0001130	CCAP1982_LOCUS5744|CAD6997091.1|CCAP	LOC6527927|XP_002088995.1|DYAK
OG0001131	CCAP1982_LOCUS10341|CAD7001852.1|CCAP	LOC6523739|XP_039233001.1|DYAK
OG0001133	CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC6529817|XP_039228930.1|DYAK
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC6530903|XP_039228109.1|DYAK
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP, CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC6537367|XP_015048298.1|DYAK
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC6536321|XP_002096905.2|DYAK
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC6536197|XP_002096788.1|DYAK
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC6532329|XP_002093089.1|DYAK
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC6533955|XP_002094655.2|DYAK
OG0001140	CCAP1982_LOCUS30|CAD6991082.1|CCAP, CCAP1982_LOCUS29|CAD6991081.1|CCAP	LOC6537779|XP_002098320.1|DYAK
OG0001141	CCAP1982_LOCUS1431|CAD6992583.1|CCAP, CCAP1982_LOCUS1434|CAD6992585.1|CCAP	LOC6535856|XP_002096475.2|DYAK
OG0001142	CCAP1982_LOCUS1037|CAD6992159.1|CCAP	LOC6535828|XP_039232176.1|DYAK
OG0001144	CCAP1982_LOCUS20324|CAD7012226.1|CCAP	LOC6535959|XP_002096575.1|DYAK, LOC6531374|XP_002092177.2|DYAK
OG0001145	CCAP1982_LOCUS20697|CAD7012613.1|CCAP	LOC6528789|XP_002089823.1|DYAK, LOC6528790|XP_002089824.1|DYAK
OG0001146	CCAP1982_LOCUS14012|CAD7005655.1|CCAP	LOC6527506|XP_002088596.1|DYAK, LOC6525361|XP_002101197.1|DYAK
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC6531909|XP_039228908.1|DYAK
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC6527948|XP_015053846.1|DYAK
OG0001157	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP	LOC6536927|XP_002097496.1|DYAK
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC6528149|XP_002089215.2|DYAK
OG0001159	CCAP1982_LOCUS1413|CAD6992567.1|CCAP	LOC6538058|XP_015048628.1|DYAK
OG0001160	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP	LOC6535979|XP_002096594.1|DYAK
OG0001161	CCAP1982_LOCUS44|CAD6991097.1|CCAP	LOC6537370|XP_015048299.1|DYAK
OG0001162	CCAP1982_LOCUS861|CAD6991974.1|CCAP	LOC6536373|XP_002096955.1|DYAK
OG0001163	CCAP1982_LOCUS1187|CAD6992319.1|CCAP	LOC6536985|XP_015048040.1|DYAK
OG0001164	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP	LOC6537694|XP_002098239.1|DYAK
OG0001165	CCAP1982_LOCUS2339|CAD6993527.1|CCAP	LOC6531817|XP_002092604.1|DYAK
OG0001166	CCAP1982_LOCUS13125|CAD7004732.1|CCAP	LOC6533506|XP_039230329.1|DYAK
OG0001167	CCAP1982_LOCUS23222|CAD7015275.1|CCAP	LOC6528889|XP_039226306.1|DYAK
OG0001168	CCAP1982_LOCUS22756|CAD7014785.1|CCAP	LOC6531129|XP_002091963.1|DYAK
OG0001170	CCAP1982_LOCUS4015|CAD6995296.1|CCAP, CCAP1982_LOCUS8446|CAD6999937.1|CCAP, CCAP1982_LOCUS4014|CAD6995295.1|CCAP	LOC6537869|XP_002098410.1|DYAK
OG0001171	CCAP1982_LOCUS11094|CAD7002610.1|CCAP, CCAP1982_LOCUS11093|CAD7002609.1|CCAP	LOC6532659|XP_015049514.1|DYAK
OG0001172	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP	LOC6530596|XP_002091509.1|DYAK
OG0001173	CCAP1982_LOCUS137|CAD6991199.1|CCAP	LOC6539030|XP_002099532.3|DYAK
OG0001174	CCAP1982_LOCUS13231|CAD7004846.1|CCAP	LOC6533186|XP_002093912.1|DYAK, LOC6533185|XP_002093911.1|DYAK
OG0001175	CCAP1982_LOCUS19961|CAD7011852.1|CCAP	LOC6531236|XP_002092048.1|DYAK
OG0001176	CCAP1982_LOCUS7150|CAD6998569.1|CCAP	LOC6530366|XP_015051953.1|DYAK
OG0001177	CCAP1982_LOCUS7053|CAD6998455.1|CCAP	LOC6529464|XP_015052361.1|DYAK
OG0001178	CCAP1982_LOCUS22089|CAD7014082.1|CCAP	LOC6530735|XP_002091625.2|DYAK
OG0001179	CCAP1982_LOCUS21397|CAD7013328.1|CCAP	LOC6530272|XP_002091204.1|DYAK
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC6523707|XP_015046755.1|DYAK
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC6534458|XP_015050644.1|DYAK
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC6537892|XP_015048562.1|DYAK
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC26536335|XP_039232426.1|DYAK
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC6535995|XP_039231605.1|DYAK
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC6530434|XP_015051946.1|DYAK
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC6530070|XP_002091016.1|DYAK
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC6527838|XP_002088910.2|DYAK
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC6527027|XP_002088122.2|DYAK
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC6535849|XP_002096470.1|DYAK
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC6528566|XP_002089610.2|DYAK
OG0001200	CCAP1982_LOCUS4180|CAD6995465.1|CCAP	LOC6529489|XP_002090491.1|DYAK
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC6538520|XP_002099042.1|DYAK
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC6526238|XP_002102047.1|DYAK
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP, CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC6523755|XP_002099630.1|DYAK
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC6537471|XP_002098027.1|DYAK
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC6535802|XP_039230984.1|DYAK
OG0001209	CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC6536873|XP_039231530.1|DYAK
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC6535475|XP_002096106.2|DYAK
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC6537788|XP_002098329.1|DYAK
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC6537544|XP_002098090.1|DYAK
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC6537279|XP_039232743.1|DYAK
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC120321048|XP_039228254.1|DYAK, LOC6529165|XP_039228253.1|DYAK
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC6537870|XP_002098411.1|DYAK
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC6528400|XP_002089447.1|DYAK
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC6530763|XP_002091651.1|DYAK
OG0001222	CCAP1982_LOCUS5153|CAD6996484.1|CCAP	LOC6538116|XP_002098651.1|DYAK
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC6539164|XP_002086065.2|DYAK
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC6531361|XP_002092164.1|DYAK
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC6528428|XP_015054367.1|DYAK
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC6529284|XP_002090289.1|DYAK
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP	LOC6526941|XP_015053536.1|DYAK
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC26535340|XP_039227449.1|DYAK, LOC120322142|XP_039232928.1|DYAK
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC6531423|XP_002092226.1|DYAK
OG0001231	CCAP1982_LOCUS5440|CAD6996761.1|CCAP	LOC6532176|XP_002090163.1|DYAK
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC6527635|XP_002088723.1|DYAK, LOC6527636|XP_002088724.2|DYAK
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC6526912|XP_002088011.1|DYAK
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC6531492|XP_002092291.1|DYAK
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC6526318|XP_002087440.1|DYAK
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC6534816|XP_002095488.3|DYAK
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC6534073|XP_002094759.1|DYAK, LOC6535741|XP_015047326.1|DYAK
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC6538423|XP_039231226.1|DYAK
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC6538410|XP_002098934.1|DYAK
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC6530124|XP_002091070.2|DYAK
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC6534920|XP_015050928.1|DYAK
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC6537286|XP_002097844.1|DYAK
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC26535590|XP_039231611.1|DYAK
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC26535936|XP_015045284.1|DYAK
OG0001251	CCAP1982_LOCUS4741|CAD6996035.1|CCAP	LOC6536031|XP_002096646.3|DYAK, LOC26536333|XP_039230975.1|DYAK
OG0001252	CCAP1982_LOCUS3201|CAD6994454.1|CCAP, CCAP1982_LOCUS3202|CAD6994455.1|CCAP	LOC26536253|XP_039232277.1|DYAK, LOC6534239|XP_002094921.3|DYAK
OG0001253	CCAP1982_LOCUS5362|CAD6996678.1|CCAP	LOC6530141|XP_002091086.1|DYAK
OG0001254	CCAP1982_LOCUS22056|CAD7014049.1|CCAP	LOC6530753|XP_002091643.1|DYAK, LOC6530754|XP_002091644.3|DYAK
OG0001255	CCAP1982_LOCUS20294|CAD7012192.1|CCAP	LOC6528423|XP_002089469.1|DYAK
OG0001257	CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC6523749|XP_039232984.1|DYAK
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC6536202|XP_002096793.1|DYAK
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC6536482|XP_002097060.1|DYAK
OG0001262	CCAP1982_LOCUS13374|CAD7004998.1|CCAP	LOC6533670|XP_002094376.3|DYAK
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP	LOC6538640|XP_002099160.1|DYAK
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC6526769|XP_002087872.2|DYAK
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC6531625|XP_002092422.2|DYAK
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC6537708|XP_002098253.1|DYAK
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC6530246|XP_002091183.1|DYAK
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC6537478|XP_002098034.1|DYAK
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC6528862|XP_002089894.1|DYAK
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC6532477|XP_015049379.2|DYAK
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC6535425|XP_002096074.1|DYAK
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC6539710|XP_002086595.1|DYAK
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC6532883|XP_002093619.1|DYAK
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC6533455|XP_039230310.1|DYAK
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC6532567|XP_039230770.1|DYAK
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC6532195|XP_002092969.1|DYAK
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC6532457|XP_002093204.2|DYAK
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC6526651|XP_002087759.1|DYAK
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC6531482|XP_002092281.1|DYAK
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC6539076|XP_002085981.1|DYAK
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC6532252|XP_002093024.1|DYAK
OG0001286	CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC6529276|XP_002090281.1|DYAK
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC6537227|XP_002097785.1|DYAK
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC6526345|XP_002087467.1|DYAK
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC6529258|XP_039228228.1|DYAK
OG0001290	CCAP1982_LOCUS8371|CAD6999861.1|CCAP	LOC6527578|XP_039226703.1|DYAK
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC6531926|XP_002092712.1|DYAK
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC6536386|XP_002096968.1|DYAK
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC6524872|XP_002100712.1|DYAK
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP	LOC6539122|XP_002086023.1|DYAK
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC6538656|XP_002099176.1|DYAK
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC26536068|XP_039231495.1|DYAK
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC6533024|XP_002093759.1|DYAK
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC6536601|XP_002097177.1|DYAK
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC6527026|XP_002088121.1|DYAK
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC6530853|XP_002091732.1|DYAK
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC6536681|XP_002097254.1|DYAK, LOC6536680|XP_002097253.1|DYAK
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC6529879|XP_039228059.1|DYAK
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC6537477|XP_002098033.2|DYAK
OG0001306	CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC6536699|XP_002097271.2|DYAK
