Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0000717	CCAP1982_LOCUS13750|CAD7005390.1|CCAP	LOC117140212|XP_033158891.1|DMAU
OG0000719	CCAP1982_LOCUS12110|CAD7003673.1|CCAP	LOC117138972|XP_033156920.1|DMAU, LOC117140011|XP_033158616.1|DMAU
OG0000720	CCAP1982_LOCUS3915|CAD6995196.1|CCAP	LOC117144651|XP_033165841.1|DMAU, LOC117145618|XP_033167225.1|DMAU
OG0000721	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP	LOC117146576|XP_033168779.1|DMAU, LOC117141934|XP_033161567.1|DMAU
OG0000722	CCAP1982_LOCUS21839|CAD7013819.1|CCAP	LOC117138642|XP_033156748.1|DMAU, LOC117138491|XP_033156511.1|DMAU, LOC117138641|XP_033156747.1|DMAU, LOC117137954|XP_033155607.1|DMAU
OG0000723	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP	LOC117136627|XP_033153506.1|DMAU, LOC117136927|XP_033153955.1|DMAU
OG0000726	CCAP1982_LOCUS4572|CAD6995871.1|CCAP	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU
OG0000728	CCAP1982_LOCUS2587|CAD6993789.1|CCAP	LOC117144505|XP_033165586.1|DMAU
OG0000729	CCAP1982_LOCUS3800|CAD6995077.1|CCAP	LOC117143074|XP_033163431.1|DMAU, LOC117144604|XP_033165786.1|DMAU
OG0000730	CCAP1982_LOCUS11317|CAD7002848.1|CCAP	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU
OG0000731	CCAP1982_LOCUS21712|CAD7013669.1|CCAP	LOC117140553|XP_033159440.1|DMAU, LOC117138055|XP_033155765.1|DMAU
OG0000732	CCAP1982_LOCUS11935|CAD7003484.1|CCAP	LOC117140995|XP_033160137.1|DMAU
OG0000733	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP	LOC117144125|XP_033165039.1|DMAU, LOC117139622|XP_033157967.1|DMAU
OG0000734	CCAP1982_LOCUS11176|CAD7002699.1|CCAP	LOC117148442|XP_033171706.1|DMAU
OG0000734	CCAP1982_LOCUS11177|CAD7002700.1|CCAP	LOC117138976|XP_033156930.1|DMAU
OG0000735	CCAP1982_LOCUS5622|CAD6996955.1|CCAP	LOC117139116|XP_033157154.1|DMAU
OG0000736	CCAP1982_LOCUS7876|CAD6999349.1|CCAP	LOC117135306|XP_033151385.1|DMAU, LOC117135305|XP_033151384.1|DMAU
OG0000737	CCAP1982_LOCUS21802|CAD7013779.1|CCAP	LOC117138162|XP_033155932.1|DMAU
OG0000739	CCAP1982_LOCUS4635|CAD6995933.1|CCAP	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU
OG0000740	CCAP1982_LOCUS7812|CAD6999283.1|CCAP	LOC117149955|XP_033172745.1|DMAU
OG0000740	CCAP1982_LOCUS851|CAD6991963.1|CCAP	LOC117144891|XP_033166204.1|DMAU
OG0000743	CCAP1982_LOCUS12884|CAD7004479.1|CCAP	LOC117141929|XP_033161558.1|DMAU, LOC117137776|XP_033155289.1|DMAU
OG0000744	CCAP1982_LOCUS20285|CAD7012184.1|CCAP	LOC117136903|XP_033153912.1|DMAU
OG0000746	CCAP1982_LOCUS7111|CAD6998524.1|CCAP	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU
OG0000747	CCAP1982_LOCUS14652|CAD7006330.1|CCAP	LOC117140372|XP_033159128.1|DMAU
OG0000747	CCAP1982_LOCUS14644|CAD7006322.1|CCAP	LOC117140457|XP_033159280.1|DMAU
OG0000750	CCAP1982_LOCUS5975|CAD6997343.1|CCAP	LOC117137486|XP_033154856.1|DMAU, LOC117144588|XP_033165757.1|DMAU
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP	LOC117145169|XP_033166608.1|DMAU
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC117144999|XP_033166371.1|DMAU, LOC117143265|XP_033163726.1|DMAU
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC117145661|XP_033167284.1|DMAU
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC117141295|XP_033160565.1|DMAU
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC117141447|XP_033160792.1|DMAU, LOC117141453|XP_033160798.1|DMAU
OG0000760	CCAP1982_LOCUS23060|CAD7015107.1|CCAP	LOC117137856|XP_033155460.1|DMAU
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC117149367|XP_033172661.1|DMAU
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP	LOC117147738|XP_033170631.1|DMAU
OG0000763	CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC117142283|XP_033162061.1|DMAU
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC117145702|XP_033167335.1|DMAU, LOC117146526|XP_033168684.1|DMAU
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC117144994|XP_033166359.1|DMAU, LOC117141955|XP_033161604.1|DMAU
OG0000768	CCAP1982_LOCUS13967|CAD7005608.1|CCAP	LOC117141755|XP_033161268.1|DMAU
OG0000770	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP	LOC117135829|XP_033152230.1|DMAU
OG0000771	CCAP1982_LOCUS11323|CAD7002853.1|CCAP	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU
OG0000772	CCAP1982_LOCUS7245|CAD6998687.1|CCAP	LOC117137810|XP_033155380.1|DMAU, LOC117137322|XP_033154601.1|DMAU
OG0000773	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP	LOC117137842|XP_033155433.1|DMAU
OG0000774	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP	LOC117135950|XP_033152427.1|DMAU, LOC117135949|XP_033152426.1|DMAU, LOC117135947|XP_033152425.1|DMAU
OG0000775	CCAP1982_LOCUS23219|CAD7015271.1|CCAP	LOC117135956|XP_033152441.1|DMAU, LOC117136214|XP_033152873.1|DMAU
OG0000778	CCAP1982_LOCUS4113|CAD6995395.1|CCAP	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU
OG0000785	CCAP1982_LOCUS2663|CAD6993869.1|CCAP	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU
OG0000786	CCAP1982_LOCUS1450|CAD6992600.1|CCAP	LOC117144658|XP_033165849.1|DMAU
OG0000786	CCAP1982_LOCUS1451|CAD6992602.1|CCAP	LOC117144885|XP_033166190.1|DMAU
OG0000787	CCAP1982_LOCUS11438|CAD7002975.1|CCAP	LOC117141575|XP_033160979.1|DMAU, LOC117146908|XP_033169417.1|DMAU
OG0000788	CCAP1982_LOCUS11851|CAD7003393.1|CCAP	LOC117150775|XP_033173711.1|DMAU, LOC117140353|XP_033159096.1|DMAU
OG0000789	CCAP1982_LOCUS7762|CAD6999230.1|CCAP	LOC117135134|XP_033151079.1|DMAU, LOC117135188|XP_033151146.1|DMAU
OG0000790	CCAP1982_LOCUS7014|CAD6998414.1|CCAP	LOC117144447|XP_033165496.1|DMAU, LOC117135173|XP_033151130.1|DMAU
OG0000791	CCAP1982_LOCUS2495|CAD6993689.1|CCAP	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU, LOC117146104|XP_033167976.1|DMAU
OG0000792	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP	LOC117150622|XP_033173483.1|DMAU
OG0000793	CCAP1982_LOCUS1000|CAD6992116.1|CCAP	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU
OG0000797	CCAP1982_LOCUS4428|CAD6995722.1|CCAP	LOC117144443|XP_033165488.1|DMAU, LOC117144444|XP_033165489.1|DMAU
OG0000798	CCAP1982_LOCUS20568|CAD7012491.1|CCAP	LOC117135606|XP_033151853.1|DMAU, LOC117135605|XP_033151846.1|DMAU
OG0000799	CCAP1982_LOCUS23391|CAD7015450.1|CCAP	LOC117145665|XP_033167291.1|DMAU
OG0000800	CCAP1982_LOCUS12705|CAD7004285.1|CCAP	LOC117141982|XP_033161682.1|DMAU
OG0000801	CCAP1982_LOCUS20234|CAD7012137.1|CCAP	LOC117136679|XP_033153578.1|DMAU, LOC117137379|XP_033154683.1|DMAU
OG0000802	CCAP1982_LOCUS12829|CAD7004420.1|CCAP	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU
OG0000803	CCAP1982_LOCUS7929|CAD6999403.1|CCAP	LOC117144610|XP_033165798.1|DMAU, LOC117141261|XP_033160522.1|DMAU
OG0000804	CCAP1982_LOCUS21024|CAD7012927.1|CCAP	LOC117136524|XP_033153360.1|DMAU, LOC117144478|XP_033165549.1|DMAU
OG0000805	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP	LOC117138051|XP_033155758.1|DMAU, LOC117137601|XP_033155009.1|DMAU
OG0000806	CCAP1982_LOCUS8652|CAD7000159.1|CCAP	LOC117150724|XP_033173637.1|DMAU
OG0000807	CCAP1982_LOCUS14477|CAD7006149.1|CCAP	LOC117148164|XP_033171315.1|DMAU
OG0000810	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP	LOC117135817|XP_033152214.1|DMAU, LOC117137673|XP_033155123.1|DMAU
OG0000811	CCAP1982_LOCUS23414|CAD7015474.1|CCAP	LOC117136095|XP_033152668.1|DMAU
OG0000813	CCAP1982_LOCUS7210|CAD6998639.1|CCAP	LOC117137187|XP_033154401.1|DMAU
OG0000814	CCAP1982_LOCUS189|CAD6991255.1|CCAP	LOC117150689|XP_033173590.1|DMAU
OG0000815	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP	LOC117145718|XP_033167358.1|DMAU
OG0000820	CCAP1982_LOCUS607|CAD6991694.1|CCAP	LOC117147212|XP_033169917.1|DMAU
OG0000820	CCAP1982_LOCUS20527|CAD7012446.1|CCAP	LOC117137622|XP_033155044.1|DMAU
OG0000823	CCAP1982_LOCUS2925|CAD6994160.1|CCAP	LOC117146006|XP_033167817.1|DMAU, LOC117145179|XP_033166621.1|DMAU, LOC117146008|XP_033167819.1|DMAU, LOC117146007|XP_033167818.1|DMAU
OG0000824	CCAP1982_LOCUS3412|CAD6994677.1|CCAP	LOC117150586|XP_033173432.1|DMAU
OG0000825	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP	LOC117141300|XP_033160571.1|DMAU, LOC117150482|XP_033173272.1|DMAU
OG0000826	CCAP1982_LOCUS22257|CAD7014254.1|CCAP	LOC117138368|XP_033156326.1|DMAU
OG0000827	CCAP1982_LOCUS12545|CAD7004124.1|CCAP	LOC117141507|XP_033160887.1|DMAU, LOC117140573|XP_033159464.1|DMAU, LOC117141508|XP_033160890.1|DMAU, LOC117141510|XP_033160891.1|DMAU
OG0000828	CCAP1982_LOCUS3024|CAD6994263.1|CCAP	LOC117144092|XP_033164998.1|DMAU, LOC117143586|XP_033164224.1|DMAU, LOC117143585|XP_033164223.1|DMAU
OG0000831	CCAP1982_LOCUS2876|CAD6994107.1|CCAP	LOC117140810|XP_033159803.1|DMAU
OG0000832	CCAP1982_LOCUS22663|CAD7014678.1|CCAP	LOC117137739|XP_033155213.1|DMAU
OG0000833	CCAP1982_LOCUS14574|CAD7006248.1|CCAP	LOC117139322|XP_033157457.1|DMAU
OG0000834	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP	LOC117142856|XP_033162993.1|DMAU
OG0000835	CCAP1982_LOCUS12097|CAD7003659.1|CCAP	LOC117139688|XP_033158066.1|DMAU
OG0000836	CCAP1982_LOCUS5624|CAD6996957.1|CCAP	LOC117150736|XP_033173661.1|DMAU, LOC117137036|XP_033154136.1|DMAU
OG0000839	CCAP1982_LOCUS770|CAD6991879.1|CCAP	LOC117145758|XP_033167414.1|DMAU, LOC117145452|XP_033167011.1|DMAU
OG0000841	CCAP1982_LOCUS4224|CAD6995511.1|CCAP	LOC117145324|XP_033166812.1|DMAU
OG0000842	CCAP1982_LOCUS21103|CAD7013014.1|CCAP	LOC117137584|XP_033154981.1|DMAU, LOC117142640|XP_033162635.1|DMAU
OG0000843	CCAP1982_LOCUS5498|CAD6996825.1|CCAP	LOC117136942|XP_033153980.1|DMAU
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC117136183|XP_033152819.1|DMAU, LOC117142382|XP_033162212.1|DMAU
OG0000846	CCAP1982_LOCUS1614|CAD6992773.1|CCAP	LOC117142489|XP_033162405.1|DMAU
OG0000847	CCAP1982_LOCUS7164|CAD6998586.1|CCAP	LOC117136311|XP_033153050.1|DMAU, LOC117135531|XP_033151691.1|DMAU
OG0000848	CCAP1982_LOCUS8247|CAD6999721.1|CCAP	LOC117150540|XP_033173359.1|DMAU
OG0000848	CCAP1982_LOCUS8237|CAD6999711.1|CCAP	LOC117137699|XP_033155163.1|DMAU
OG0000849	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP	LOC117150452|XP_033173230.1|DMAU, LOC117148918|XP_033172567.1|DMAU
OG0000850	CCAP1982_LOCUS22786|CAD7014819.1|CCAP	LOC117137841|XP_033155432.1|DMAU, LOC117137840|XP_033155428.1|DMAU
OG0000853	CCAP1982_LOCUS10161|CAD7001670.1|CCAP	LOC117150493|XP_033173288.1|DMAU, LOC117137782|XP_033155298.1|DMAU
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC117147410|XP_033170177.1|DMAU, LOC117140416|XP_033159180.1|DMAU
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC117142694|XP_033162741.1|DMAU, LOC117142693|XP_033162740.1|DMAU
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC117139425|XP_033157607.1|DMAU, LOC117139780|XP_033158282.1|DMAU
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP	LOC117138623|XP_033156725.1|DMAU
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC117143832|XP_033164574.1|DMAU
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC117147783|XP_033170717.1|DMAU, LOC117145359|XP_033166872.1|DMAU
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC117150893|XP_033173926.1|DMAU, LOC117150906|XP_033173947.1|DMAU
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC117135108|XP_033151061.1|DMAU
OG0000869	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP	LOC117142653|XP_033162668.1|DMAU
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC117135520|XP_033151671.1|DMAU
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC117136623|XP_033153503.1|DMAU
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC117135485|XP_033151595.1|DMAU
OG0000873	CCAP1982_LOCUS11691|CAD7003230.1|CCAP	LOC117140829|XP_033159827.1|DMAU
OG0000875	CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC117140284|XP_033159006.1|DMAU
OG0000878	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP	LOC117137881|XP_033155501.1|DMAU, LOC117150723|XP_033173634.1|DMAU
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC117143302|XP_033163799.1|DMAU
OG0000886	CCAP1982_LOCUS2115|CAD6993301.1|CCAP	LOC117143095|XP_033163463.1|DMAU
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP	LOC117141630|XP_033161056.1|DMAU
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC117141535|XP_033160916.1|DMAU
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC117136586|XP_033153449.1|DMAU
OG0000891	CCAP1982_LOCUS8035|CAD6999510.1|CCAP	LOC117150911|XP_033173954.1|DMAU, LOC117150506|XP_033173307.1|DMAU
OG0000892	CCAP1982_LOCUS14260|CAD7005922.1|CCAP	LOC117140120|XP_033158774.1|DMAU, LOC117138990|XP_033156952.1|DMAU
OG0000893	CCAP1982_LOCUS4761|CAD6996054.1|CCAP	LOC117144433|XP_033165471.1|DMAU
OG0000894	CCAP1982_LOCUS5163|CAD6996494.1|CCAP	LOC117144040|XP_033164899.1|DMAU
OG0000895	CCAP1982_LOCUS22848|CAD7014884.1|CCAP	LOC117136194|XP_033152830.1|DMAU
OG0000897	CCAP1982_LOCUS357|CAD6991430.1|CCAP	LOC117143264|XP_033163725.1|DMAU
OG0000897	CCAP1982_LOCUS354|CAD6991427.1|CCAP	LOC117143320|XP_033163856.1|DMAU
OG0000898	CCAP1982_LOCUS251|CAD6991322.1|CCAP	LOC117137978|XP_033155642.1|DMAU, LOC117136057|XP_033152595.1|DMAU
OG0000899	CCAP1982_LOCUS2195|CAD6993379.1|CCAP	LOC117144349|XP_033165353.1|DMAU, LOC117144348|XP_033165351.1|DMAU
OG0000900	CCAP1982_LOCUS22789|CAD7014822.1|CCAP	LOC117137031|XP_033154127.1|DMAU, LOC117137492|XP_033154862.1|DMAU
OG0000901	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP	LOC117138316|XP_033156224.1|DMAU, LOC117138392|XP_033156355.1|DMAU
OG0000909	CCAP1982_LOCUS3768|CAD6995038.1|CCAP	LOC117145347|XP_033166853.1|DMAU
OG0000911	CCAP1982_LOCUS21662|CAD7013610.1|CCAP	LOC117135648|XP_033151923.1|DMAU
OG0000912	CCAP1982_LOCUS14320|CAD7005984.1|CCAP	LOC117141364|XP_033160661.1|DMAU, LOC117140832|XP_033159831.1|DMAU
OG0000913	CCAP1982_LOCUS10762|CAD7002267.1|CCAP	LOC117139692|XP_033158090.1|DMAU
OG0000913	CCAP1982_LOCUS10773|CAD7002278.1|CCAP	LOC117139694|XP_033158091.1|DMAU
OG0000914	CCAP1982_LOCUS21261|CAD7013190.1|CCAP	LOC117136763|XP_033153689.1|DMAU
OG0000915	CCAP1982_LOCUS21547|CAD7013485.1|CCAP	LOC117137288|XP_033154553.1|DMAU, LOC117147464|XP_033170246.1|DMAU
OG0000916	CCAP1982_LOCUS8269|CAD6999743.1|CCAP	LOC117150551|XP_033173377.1|DMAU
OG0000917	CCAP1982_LOCUS8922|CAD7000445.1|CCAP	LOC117140481|XP_033159846.1|DMAU
OG0000918	CCAP1982_LOCUS5537|CAD6996863.1|CCAP	LOC117137078|XP_033154197.1|DMAU, LOC117135322|XP_033151411.1|DMAU
OG0000922	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP	LOC117139029|XP_033157018.1|DMAU, LOC117139027|XP_033157016.1|DMAU
OG0000923	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP	LOC117141567|XP_033160969.1|DMAU, LOC117143945|XP_033164770.1|DMAU
OG0000925	CCAP1982_LOCUS1840|CAD6993005.1|CCAP	LOC117145095|XP_033166504.1|DMAU, LOC117145094|XP_033166503.1|DMAU
OG0000927	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP	LOC117145278|XP_033166757.1|DMAU, LOC117144297|XP_033165294.1|DMAU
OG0000928	CCAP1982_LOCUS5385|CAD6996701.1|CCAP	LOC117145020|XP_033166408.1|DMAU, LOC117145011|XP_033166398.1|DMAU
OG0000930	CCAP1982_LOCUS12351|CAD7003926.1|CCAP	LOC117140213|XP_033158893.1|DMAU, LOC117142092|XP_033161866.1|DMAU
OG0000931	CCAP1982_LOCUS14267|CAD7005929.1|CCAP	LOC117136608|XP_033153483.1|DMAU, LOC117143979|XP_033164813.1|DMAU
OG0000932	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP	LOC117140116|XP_033158771.1|DMAU
OG0000932	CCAP1982_LOCUS13476|CAD7005114.1|CCAP	LOC117139341|XP_033157478.1|DMAU
OG0000935	CCAP1982_LOCUS3212|CAD6994467.1|CCAP	LOC117144531|XP_033165653.1|DMAU
OG0000936	CCAP1982_LOCUS4121|CAD6995403.1|CCAP	LOC117144628|XP_033165814.1|DMAU, LOC117147763|XP_033170679.1|DMAU
OG0000937	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP	LOC117144664|XP_033165856.1|DMAU
OG0000939	CCAP1982_LOCUS8572|CAD7000071.1|CCAP	LOC117151025|XP_033174125.1|DMAU, LOC117137072|XP_033154193.1|DMAU
OG0000942	CCAP1982_LOCUS13068|CAD7004674.1|CCAP	LOC117140515|XP_033159384.1|DMAU
OG0000943	CCAP1982_LOCUS23191|CAD7015240.1|CCAP	LOC117135555|XP_033151746.1|DMAU
OG0000945	CCAP1982_LOCUS22125|CAD7014119.1|CCAP	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU
OG0000947	CCAP1982_LOCUS19572|CAD7011472.1|CCAP	LOC117136239|XP_033152915.1|DMAU
OG0000948	CCAP1982_LOCUS11573|CAD7003110.1|CCAP	LOC117140564|XP_033159452.1|DMAU
OG0000951	CCAP1982_LOCUS166|CAD6991229.1|CCAP	LOC117142512|XP_033162441.1|DMAU
OG0000952	CCAP1982_LOCUS7797|CAD6999267.1|CCAP	LOC117150067|XP_033172811.1|DMAU, LOC117138330|XP_033156261.1|DMAU
OG0000953	CCAP1982_LOCUS7587|CAD6999040.1|CCAP, CCAP1982_LOCUS4618|CAD6995916.1|CCAP, CCAP1982_LOCUS6433|CAD6997809.1|CCAP, CCAP1982_LOCUS1476|CAD6992628.1|CCAP, CCAP1982_LOCUS11638|CAD7003176.1|CCAP	LOC117150169|XP_033172853.1|DMAU
OG0000953	CCAP1982_LOCUS8757|CAD7000267.1|CCAP, CCAP1982_LOCUS11922|CAD7003469.1|CCAP, CCAP1982_LOCUS6192|CAD6997554.1|CCAP, CCAP1982_LOCUS14656|CAD7006334.1|CCAP, CCAP1982_LOCUS10138|CAD7001644.1|CCAP, CCAP1982_LOCUS7673|CAD6999130.1|CCAP, CCAP1982_LOCUS11523|CAD7003060.1|CCAP, CCAP1982_LOCUS7263|CAD6998706.1|CCAP	LOC117136490|XP_033153319.1|DMAU
OG0000954	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP	LOC117136729|XP_033153651.1|DMAU
OG0000955	CCAP1982_LOCUS21840|CAD7013820.1|CCAP	LOC117145640|XP_033167251.1|DMAU
OG0000955	CCAP1982_LOCUS481|CAD6991562.1|CCAP	LOC117145500|XP_033167072.1|DMAU
OG0000956	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP	LOC117145638|XP_033167249.1|DMAU, LOC117145005|XP_033166384.1|DMAU
OG0000957	CCAP1982_LOCUS13628|CAD7005271.1|CCAP	LOC117136566|XP_033153412.1|DMAU, LOC117136565|XP_033153411.1|DMAU
OG0000958	CCAP1982_LOCUS4000|CAD6995281.1|CCAP	LOC117142630|XP_033162624.1|DMAU, LOC117138694|XP_033156845.1|DMAU
OG0000959	CCAP1982_LOCUS19918|CAD7011808.1|CCAP	LOC117139779|XP_033158281.1|DMAU, LOC117144976|XP_033166334.1|DMAU
OG0000961	CCAP1982_LOCUS14090|CAD7005739.1|CCAP	LOC117141039|XP_033160212.1|DMAU, LOC117141041|XP_033160214.1|DMAU
OG0000964	CCAP1982_LOCUS19682|CAD7011593.1|CCAP	LOC117148485|XP_033171756.1|DMAU, LOC117148416|XP_033171675.1|DMAU, LOC117137287|XP_033154552.1|DMAU
OG0000966	CCAP1982_LOCUS5066|CAD6996391.1|CCAP	LOC117136072|XP_033152617.1|DMAU, LOC117142670|XP_033162694.1|DMAU
OG0000968	CCAP1982_LOCUS11834|CAD7003375.1|CCAP	LOC117141114|XP_033160328.1|DMAU
OG0000969	CCAP1982_LOCUS23334|CAD7015390.1|CCAP	LOC117138177|XP_033155958.1|DMAU, LOC117143933|XP_033164741.1|DMAU
OG0000970	CCAP1982_LOCUS2746|CAD6993961.1|CCAP	LOC117142955|XP_033163171.1|DMAU
OG0000971	CCAP1982_LOCUS8220|CAD6999693.1|CCAP	LOC117140377|XP_033159137.1|DMAU, LOC117149475|XP_033172674.1|DMAU, LOC117149457|XP_033172669.1|DMAU
OG0000972	CCAP1982_LOCUS11059|CAD7002571.1|CCAP	LOC117142065|XP_033161833.1|DMAU, LOC117147478|XP_033170265.1|DMAU
OG0000974	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP	LOC117141227|XP_033160476.1|DMAU
OG0000975	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP	LOC117142852|XP_033162983.1|DMAU
OG0000976	CCAP1982_LOCUS4863|CAD6996171.1|CCAP	LOC117144847|XP_033166135.1|DMAU
OG0000977	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP	LOC117142709|XP_033162759.1|DMAU, LOC117142703|XP_033162750.1|DMAU
