Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0000201	CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC108154197|XP_033244258.1|DMIR
OG0000202	CCAP1982_LOCUS8517|CAD7000012.1|CCAP	LOC108165581|XP_017157143.1|DMIR, LOC108160888|XP_033246908.1|DMIR, LOC117191886|XP_033252537.1|DMIR, LOC108150762|XP_017134544.1|DMIR, LOC108156672|XP_033242003.1|DMIR, LOC108156680|XP_017143802.1|DMIR
OG0000203	CCAP1982_LOCUS21030|CAD7012933.1|CCAP	LOC117195103|XP_033255648.1|DMIR, LOC108160268|XP_033255628.1|DMIR, LOC117187705|XP_033246308.1|DMIR, LOC108160265|XP_017149628.1|DMIR, LOC108164185|XP_017155292.1|DMIR, LOC108160266|XP_017149630.1|DMIR
OG0000204	CCAP1982_LOCUS21749|CAD7013711.1|CCAP	LOC108158444|XP_017146215.1|DMIR, LOC108159183|XP_033247069.1|DMIR, LOC117191566|XP_033252286.1|DMIR, LOC117189944|XP_033250916.1|DMIR, LOC117191565|XP_033252285.1|DMIR, LOC108159182|XP_017147721.1|DMIR, LOC108157964|XP_033246543.1|DMIR, LOC117191564|XP_033252284.1|DMIR, LOC117189945|XP_033250919.1|DMIR, LOC108165450|XP_017156976.1|DMIR
OG0000205	CCAP1982_LOCUS4928|CAD6996245.1|CCAP	LOC108157193|XP_017144611.1|DMIR
OG0000205	CCAP1982_LOCUS1221|CAD6992357.1|CCAP	LOC108157176|XP_017144587.1|DMIR
OG0000206	CCAP1982_LOCUS20607|CAD7012524.1|CCAP	LOC108160731|XP_017150406.2|DMIR, LOC117188321|XP_033247867.1|DMIR
OG0000206	CCAP1982_LOCUS7801|CAD6999272.1|CCAP	LOC108163753|XP_017154711.1|DMIR
OG0000206	CCAP1982_LOCUS20605|CAD7012522.1|CCAP	LOC108160702|XP_017150345.1|DMIR, LOC117193236|XP_033253876.1|DMIR
OG0000208	CCAP1982_LOCUS22429|CAD7014433.1|CCAP	LOC108158042|XP_017145677.2|DMIR, LOC108158043|XP_017145678.1|DMIR
OG0000211	CCAP1982_LOCUS3217|CAD6994472.1|CCAP	LOC108155624|XP_017142044.1|DMIR
OG0000212	CCAP1982_LOCUS8308|CAD6999787.1|CCAP	LOC108162229|XP_017152339.1|DMIR
OG0000212	CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP	LOC108162230|XP_017152340.1|DMIR
OG0000213	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP	LOC108151719|XP_017135984.1|DMIR
OG0000213	CCAP1982_LOCUS22187|CAD7014181.1|CCAP	LOC108157929|XP_033246557.1|DMIR
OG0000214	CCAP1982_LOCUS21439|CAD7013372.1|CCAP	LOC108164614|XP_017155943.1|DMIR, LOC108159754|XP_017148789.1|DMIR, LOC108157768|XP_017145440.1|DMIR
OG0000215	CCAP1982_LOCUS13801|CAD7005441.1|CCAP	LOC108150992|XP_017134832.1|DMIR, LOC108150991|XP_017134831.1|DMIR
OG0000215	CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP	LOC108151643|XP_017135838.1|DMIR
OG0000216	CCAP1982_LOCUS11821|CAD7003362.1|CCAP	LOC108165416|XP_017156947.1|DMIR, LOC108154124|XP_017139786.1|DMIR, LOC108151525|XP_017135668.1|DMIR, LOC108151801|XP_017136146.1|DMIR, LOC108151319|XP_017135358.1|DMIR, LOC108151336|XP_017135382.1|DMIR, LOC108152535|XP_033242627.1|DMIR, LOC108152984|XP_017138199.1|DMIR, LOC108150795|XP_017134587.1|DMIR
OG0000219	CCAP1982_LOCUS23378|CAD7015436.1|CCAP	LOC108159373|XP_017148089.1|DMIR
OG0000219	CCAP1982_LOCUS23381|CAD7015439.1|CCAP	LOC117189498|XP_033250525.1|DMIR, LOC108159374|XP_017148090.1|DMIR
OG0000219	CCAP1982_LOCUS23375|CAD7015433.1|CCAP	LOC108159371|XP_017148088.1|DMIR
OG0000220	CCAP1982_LOCUS13251|CAD7004866.1|CCAP	LOC108153487|XP_017139016.1|DMIR, LOC108153355|XP_017138811.1|DMIR
OG0000220	CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP	LOC108153281|XP_017138638.1|DMIR
OG0000221	CCAP1982_LOCUS23201|CAD7015252.1|CCAP	LOC108159097|XP_017147555.1|DMIR, LOC108159414|XP_017148148.1|DMIR
OG0000222	CCAP1982_LOCUS6043|CAD6997402.1|CCAP	LOC108163812|XP_017154791.2|DMIR
OG0000222	CCAP1982_LOCUS6042|CAD6997401.1|CCAP	LOC108163809|XP_017154788.2|DMIR
OG0000223	CCAP1982_LOCUS14924|CAD7006616.1|CCAP	LOC108158277|XP_017146002.2|DMIR, LOC117187681|XP_033246246.1|DMIR, LOC108153379|XP_017138841.1|DMIR
OG0000223	CCAP1982_LOCUS11260|CAD7002787.1|CCAP	LOC108152035|XP_017136515.1|DMIR, LOC117186631|XP_033243534.1|DMIR, LOC108152603|XP_017137551.1|DMIR, LOC108153557|XP_017139120.1|DMIR
OG0000224	CCAP1982_LOCUS23341|CAD7015398.1|CCAP	LOC117193767|XP_033254387.1|DMIR, LOC108160757|XP_017150445.1|DMIR
OG0000224	CCAP1982_LOCUS22834|CAD7014870.1|CCAP	LOC108159403|XP_017148133.1|DMIR, LOC117192246|XP_033252801.1|DMIR
OG0000225	CCAP1982_LOCUS407|CAD6991482.1|CCAP	LOC108156864|XP_017144081.1|DMIR
OG0000225	CCAP1982_LOCUS406|CAD6991481.1|CCAP	LOC108156865|XP_017144082.1|DMIR, LOC108156863|XP_017144080.1|DMIR
OG0000226	CCAP1982_LOCUS12122|CAD7003685.1|CCAP	LOC108152247|XP_017136942.1|DMIR
OG0000226	CCAP1982_LOCUS12123|CAD7003686.1|CCAP, CCAP1982_LOCUS12124|CAD7003687.1|CCAP, CCAP1982_LOCUS12125|CAD7003688.1|CCAP, CCAP1982_LOCUS12126|CAD7003689.1|CCAP, CCAP1982_LOCUS12127|CAD7003690.1|CCAP	LOC108152252|XP_017136948.1|DMIR
OG0000228	CCAP1982_LOCUS4131|CAD6995414.1|CCAP	LOC108157029|XP_017144331.1|DMIR
OG0000229	CCAP1982_LOCUS2662|CAD6993866.1|CCAP	LOC108156532|XP_033244807.1|DMIR
OG0000229	CCAP1982_LOCUS2657|CAD6993861.1|CCAP	LOC108156533|XP_017143529.1|DMIR
OG0000229	CCAP1982_LOCUS662|CAD6991751.1|CCAP	LOC108157515|XP_017145104.1|DMIR
OG0000230	CCAP1982_LOCUS22778|CAD7014810.1|CCAP	LOC108160294|XP_017149690.1|DMIR
OG0000230	CCAP1982_LOCUS22773|CAD7014805.1|CCAP, CCAP1982_LOCUS22776|CAD7014808.1|CCAP, CCAP1982_LOCUS22774|CAD7014806.1|CCAP, CCAP1982_LOCUS22775|CAD7014807.1|CCAP	LOC108160295|XP_017149694.1|DMIR, LOC108158080|XP_033246395.1|DMIR, LOC117192889|XP_033253524.1|DMIR
OG0000232	CCAP1982_LOCUS10073|CAD7001579.1|CCAP	LOC108157394|XP_017144924.1|DMIR
OG0000232	CCAP1982_LOCUS10072|CAD7001578.1|CCAP	LOC117188042|XP_033247110.1|DMIR, LOC108158320|XP_017146050.1|DMIR, LOC108158265|XP_017145991.1|DMIR
OG0000233	CCAP1982_LOCUS1537|CAD6992692.1|CCAP, CCAP1982_LOCUS1509|CAD6992664.1|CCAP	LOC108156017|XP_017142735.1|DMIR
OG0000233	CCAP1982_LOCUS1504|CAD6992659.1|CCAP	LOC108157577|XP_017145187.1|DMIR, LOC108157435|XP_017144978.1|DMIR
OG0000234	CCAP1982_LOCUS21986|CAD7013977.1|CCAP	LOC108160383|XP_017149852.2|DMIR, LOC108160384|XP_017149854.1|DMIR
OG0000235	CCAP1982_LOCUS159|CAD6991221.1|CCAP	LOC108157148|XP_017144545.1|DMIR
OG0000235	CCAP1982_LOCUS158|CAD6991220.1|CCAP	LOC108157147|XP_017144542.1|DMIR, LOC108157522|XP_017145116.1|DMIR
OG0000237	CCAP1982_LOCUS22769|CAD7014801.1|CCAP	LOC117189930|XP_033250899.1|DMIR, LOC108159934|XP_033246910.1|DMIR, LOC108153957|XP_033244123.1|DMIR
OG0000238	CCAP1982_LOCUS8003|CAD6999479.1|CCAP, CCAP1982_LOCUS8002|CAD6999478.1|CCAP	LOC108163763|XP_017154726.1|DMIR
OG0000238	CCAP1982_LOCUS8001|CAD6999477.1|CCAP	LOC108163764|XP_017154728.1|DMIR
OG0000239	CCAP1982_LOCUS4796|CAD6996096.1|CCAP	LOC108155037|XP_017141091.1|DMIR, LOC117188326|XP_033247874.1|DMIR, LOC108157252|XP_033244891.1|DMIR
OG0000240	CCAP1982_LOCUS792|CAD6991902.1|CCAP	LOC108156040|XP_017142793.1|DMIR
OG0000240	CCAP1982_LOCUS799|CAD6991910.1|CCAP	LOC108157746|XP_033245686.1|DMIR
OG0000240	CCAP1982_LOCUS8|CAD6991059.1|CCAP	LOC108157300|XP_017144790.1|DMIR
OG0000241	CCAP1982_LOCUS13490|CAD7005128.1|CCAP	LOC117187261|XP_033245479.1|DMIR, LOC117187262|XP_033245481.1|DMIR, LOC108156019|XP_033245480.1|DMIR, LOC117186331|XP_033242876.1|DMIR, LOC108151034|XP_033247572.1|DMIR, LOC117188198|XP_033247570.1|DMIR, LOC117185976|XP_033244015.1|DMIR, LOC117186895|XP_033244083.1|DMIR, LOC108157152|XP_033244076.1|DMIR, LOC117186893|XP_033244071.1|DMIR, LOC117186894|XP_033244082.1|DMIR, LOC117185924|XP_033244084.1|DMIR, LOC108160243|XP_033244091.1|DMIR, LOC117186903|XP_033244110.1|DMIR, LOC108157941|XP_033244097.1|DMIR, LOC117186897|XP_033244096.1|DMIR, LOC108165261|XP_033243985.1|DMIR, LOC117187072|XP_033244796.1|DMIR, LOC108161283|XP_017150992.2|DMIR, LOC117186904|XP_033244113.1|DMIR, LOC117186045|XP_033242005.1|DMIR, LOC117186812|XP_033243992.1|DMIR, LOC117186804|XP_033243982.1|DMIR, LOC117186805|XP_033243984.1|DMIR, LOC108161282|XP_017150991.2|DMIR
OG0000243	CCAP1982_LOCUS12341|CAD7003915.1|CCAP, CCAP1982_LOCUS9038|CAD7000562.1|CCAP, CCAP1982_LOCUS9030|CAD7000554.1|CCAP, CCAP1982_LOCUS9029|CAD7000553.1|CCAP, CCAP1982_LOCUS5375|CAD6996691.1|CCAP	LOC108153409|XP_017138893.1|DMIR, LOC117186308|XP_033242794.1|DMIR, LOC108153408|XP_017138892.1|DMIR
OG0000244	CCAP1982_LOCUS1078|CAD6992206.1|CCAP	LOC108157729|XP_017145389.1|DMIR, LOC117187350|XP_033245709.1|DMIR, LOC108157517|XP_033245817.1|DMIR
OG0000246	CCAP1982_LOCUS20131|CAD7012025.1|CCAP, CCAP1982_LOCUS20129|CAD7012023.1|CCAP, CCAP1982_LOCUS20130|CAD7012024.1|CCAP	LOC108159468|XP_017148276.1|DMIR, LOC117191958|XP_033252589.1|DMIR, LOC117190450|XP_033251414.1|DMIR, LOC117191956|XP_033252588.1|DMIR, LOC117189803|XP_033250754.1|DMIR, LOC117191955|XP_033252587.1|DMIR
OG0000247	CCAP1982_LOCUS10826|CAD7002340.1|CCAP	LOC108151117|XP_017135024.1|DMIR, LOC108151116|XP_017135022.1|DMIR, LOC117185731|XP_033242926.1|DMIR
OG0000248	CCAP1982_LOCUS12822|CAD7004411.1|CCAP	LOC108152401|XP_017137188.1|DMIR
OG0000248	CCAP1982_LOCUS12823|CAD7004413.1|CCAP	LOC108152402|XP_017137193.1|DMIR, LOC117189401|XP_033250426.1|DMIR, LOC108161012|XP_017150810.1|DMIR
OG0000249	CCAP1982_LOCUS6727|CAD6998115.1|CCAP	LOC108162791|XP_017153180.1|DMIR
OG0000249	CCAP1982_LOCUS6728|CAD6998116.1|CCAP	LOC108162789|XP_017153179.1|DMIR, LOC108162785|XP_017153174.1|DMIR
OG0000250	CCAP1982_LOCUS6732|CAD6998121.1|CCAP, CCAP1982_LOCUS6739|CAD6998128.1|CCAP	LOC108163259|XP_033248952.1|DMIR
OG0000250	CCAP1982_LOCUS6737|CAD6998126.1|CCAP	LOC108164129|XP_017155217.2|DMIR
OG0000252	CCAP1982_LOCUS21368|CAD7013297.1|CCAP	LOC108158240|XP_017145962.1|DMIR
OG0000252	CCAP1982_LOCUS21370|CAD7013299.1|CCAP	LOC108158228|XP_017145949.2|DMIR
OG0000252	CCAP1982_LOCUS21369|CAD7013298.1|CCAP	LOC108158264|XP_017145990.1|DMIR
OG0000255	CCAP1982_LOCUS20050|CAD7011939.1|CCAP, CCAP1982_LOCUS20046|CAD7011934.1|CCAP, CCAP1982_LOCUS20059|CAD7011948.1|CCAP, CCAP1982_LOCUS20054|CAD7011943.1|CCAP, CCAP1982_LOCUS20058|CAD7011947.1|CCAP	LOC108159102|XP_017147561.1|DMIR
OG0000255	CCAP1982_LOCUS20060|CAD7011949.1|CCAP, CCAP1982_LOCUS20047|CAD7011935.1|CCAP, CCAP1982_LOCUS20055|CAD7011944.1|CCAP, CCAP1982_LOCUS20051|CAD7011940.1|CCAP	LOC108159100|XP_017147560.1|DMIR
OG0000256	CCAP1982_LOCUS23043|CAD7015089.1|CCAP	LOC108159930|XP_017149065.1|DMIR
OG0000256	CCAP1982_LOCUS23051|CAD7015097.1|CCAP	LOC108160086|XP_033246484.1|DMIR, LOC117189431|XP_033250442.1|DMIR, LOC108160084|XP_017149345.1|DMIR
OG0000257	CCAP1982_LOCUS20168|CAD7012068.1|CCAP	LOC117190242|XP_033251186.1|DMIR, LOC117190251|XP_033251197.1|DMIR, LOC117190275|XP_033251242.1|DMIR, LOC117190276|XP_033251243.1|DMIR, LOC117190296|XP_033251270.1|DMIR, LOC117190253|XP_033251199.1|DMIR, LOC117190256|XP_033251204.1|DMIR, LOC117190255|XP_033251202.1|DMIR, LOC117190254|XP_033251201.1|DMIR, LOC117190249|XP_033251194.1|DMIR, LOC117190252|XP_033251198.1|DMIR, LOC117190250|XP_033251195.1|DMIR, LOC117190247|XP_033251191.1|DMIR, LOC117190261|XP_033251208.1|DMIR, LOC117190262|XP_033251209.1|DMIR, LOC117190258|XP_033251206.1|DMIR, LOC117190243|XP_033251187.1|DMIR, LOC117190245|XP_033251189.1|DMIR, LOC117190260|XP_033251207.1|DMIR, LOC117191692|XP_033252381.1|DMIR, LOC117190271|XP_033251234.1|DMIR, LOC117190303|XP_033251280.1|DMIR, LOC117190277|XP_033251246.1|DMIR, LOC117188260|XP_033247710.1|DMIR, LOC117188259|XP_033247709.1|DMIR, LOC117188261|XP_033247711.1|DMIR, LOC117190302|XP_033251279.1|DMIR, LOC117188253|XP_033247704.1|DMIR, LOC117188216|XP_033247607.1|DMIR, LOC117188244|XP_033247695.1|DMIR, LOC117188248|XP_033247698.1|DMIR, LOC117188252|XP_033247703.1|DMIR, LOC117188249|XP_033247699.1|DMIR, LOC117188251|XP_033247701.1|DMIR, LOC108159434|XP_033247694.1|DMIR, LOC117188250|XP_033247700.1|DMIR, LOC117190232|XP_033251173.1|DMIR, LOC117191690|XP_033252380.1|DMIR, LOC117190265|XP_033251213.1|DMIR, LOC117190246|XP_033251190.1|DMIR, LOC117188256|XP_033247706.1|DMIR, LOC117190293|XP_033251266.1|DMIR, LOC117188255|XP_033247705.1|DMIR, LOC117190244|XP_033251188.1|DMIR, LOC117190241|XP_033251185.1|DMIR, LOC117190235|XP_033251174.1|DMIR, LOC108159431|XP_033251175.1|DMIR, LOC117190240|XP_033251184.1|DMIR, LOC117190237|XP_033251176.1|DMIR, LOC117190238|XP_033251179.1|DMIR, LOC117190230|XP_033251172.1|DMIR, LOC117190227|XP_033251169.1|DMIR, LOC117190228|XP_033251171.1|DMIR
OG0000260	CCAP1982_LOCUS20778|CAD7012671.1|CCAP, CCAP1982_LOCUS20779|CAD7012672.1|CCAP, CCAP1982_LOCUS405|CAD6991480.1|CCAP	LOC108160340|XP_017149770.1|DMIR, LOC117189344|XP_033250373.1|DMIR, LOC108156861|XP_017144078.1|DMIR, LOC117187964|XP_033246868.1|DMIR
OG0000261	CCAP1982_LOCUS8079|CAD6999559.1|CCAP	LOC108162468|XP_017152706.1|DMIR, LOC108162470|XP_017152707.1|DMIR
OG0000262	CCAP1982_LOCUS12893|CAD7004491.1|CCAP	LOC108165484|XP_017157026.1|DMIR, LOC108165483|XP_017157025.1|DMIR
OG0000262	CCAP1982_LOCUS23108|CAD7015158.1|CCAP	LOC108160700|XP_017150344.1|DMIR
OG0000263	CCAP1982_LOCUS21272|CAD7013201.1|CCAP	LOC117191753|XP_033252423.1|DMIR, LOC108158931|XP_017147226.1|DMIR
OG0000263	CCAP1982_LOCUS12530|CAD7004109.1|CCAP	LOC108165574|XP_017157136.1|DMIR
OG0000264	CCAP1982_LOCUS3654|CAD6994921.1|CCAP	LOC108156424|XP_017143362.1|DMIR
OG0000267	CCAP1982_LOCUS1124|CAD6992254.1|CCAP	LOC108157554|XP_017145147.1|DMIR
OG0000267	CCAP1982_LOCUS1123|CAD6992253.1|CCAP	LOC108157584|XP_017145197.1|DMIR
OG0000268	CCAP1982_LOCUS3382|CAD6994647.1|CCAP	LOC108154305|XP_017140047.1|DMIR, LOC108154283|XP_017140022.1|DMIR
OG0000269	CCAP1982_LOCUS4016|CAD6995297.1|CCAP	LOC108156637|XP_017143723.1|DMIR
OG0000270	CCAP1982_LOCUS23356|CAD7015413.1|CCAP	LOC108158682|XP_017146703.2|DMIR, LOC117185827|XP_033247092.1|DMIR
OG0000271	CCAP1982_LOCUS6272|CAD6997637.1|CCAP	LOC108163771|XP_017154737.1|DMIR
OG0000272	CCAP1982_LOCUS10300|CAD7001809.1|CCAP	LOC108164421|XP_033250301.1|DMIR
OG0000273	CCAP1982_LOCUS5117|CAD6996445.1|CCAP	LOC108162637|XP_017152950.1|DMIR
OG0000273	CCAP1982_LOCUS1020|CAD6992141.1|CCAP	LOC108155967|XP_033244513.1|DMIR
OG0000274	CCAP1982_LOCUS19962|CAD7011853.1|CCAP, CCAP1982_LOCUS19963|CAD7011854.1|CCAP, CCAP1982_LOCUS19964|CAD7011855.1|CCAP, CCAP1982_LOCUS20649|CAD7012564.1|CCAP, CCAP1982_LOCUS20651|CAD7012566.1|CCAP, CCAP1982_LOCUS20650|CAD7012565.1|CCAP	LOC108156318|XP_017143196.1|DMIR, LOC108154337|XP_017140087.2|DMIR, LOC108159948|XP_017149095.2|DMIR, LOC117187968|XP_033246896.1|DMIR
OG0000275	CCAP1982_LOCUS10523|CAD7002035.1|CCAP, CCAP1982_LOCUS10068|CAD7001574.1|CCAP	LOC108155793|XP_033244453.1|DMIR
OG0000276	CCAP1982_LOCUS20345|CAD7012249.1|CCAP, CCAP1982_LOCUS9237|CAD7000762.1|CCAP, CCAP1982_LOCUS12976|CAD7004581.1|CCAP, CCAP1982_LOCUS20350|CAD7012254.1|CCAP, CCAP1982_LOCUS15025|CAD7006726.1|CCAP, CCAP1982_LOCUS21566|CAD7013506.1|CCAP, CCAP1982_LOCUS20346|CAD7012250.1|CCAP, CCAP1982_LOCUS20348|CAD7012252.1|CCAP, CCAP1982_LOCUS966|CAD6992086.1|CCAP, CCAP1982_LOCUS964|CAD6992084.1|CCAP, CCAP1982_LOCUS963|CAD6992083.1|CCAP, CCAP1982_LOCUS965|CAD6992085.1|CCAP, CCAP1982_LOCUS961|CAD6992081.1|CCAP, CCAP1982_LOCUS41|CAD6991094.1|CCAP, CCAP1982_LOCUS960|CAD6992080.1|CCAP, CCAP1982_LOCUS11457|CAD7002994.1|CCAP, CCAP1982_LOCUS20349|CAD7012253.1|CCAP, CCAP1982_LOCUS20327|CAD7012229.1|CCAP	LOC117192864|XP_033253508.1|DMIR, LOC108160088|XP_017149354.2|DMIR, LOC117188280|XP_033247735.1|DMIR, LOC117185916|XP_033253510.1|DMIR, LOC117193440|XP_033254081.1|DMIR
OG0000277	CCAP1982_LOCUS2917|CAD6994151.1|CCAP	LOC108154518|XP_033246069.1|DMIR, LOC108154634|XP_033246068.1|DMIR, LOC108154519|XP_017140309.2|DMIR
OG0000279	CCAP1982_LOCUS11229|CAD7002755.1|CCAP, CCAP1982_LOCUS11228|CAD7002754.1|CCAP	LOC108152584|XP_017137517.1|DMIR, LOC117186680|XP_033243620.1|DMIR, LOC117186678|XP_033243615.1|DMIR, LOC108152585|XP_017137518.2|DMIR, LOC117192828|XP_033253483.1|DMIR, LOC117186679|XP_033243617.1|DMIR
OG0000280	CCAP1982_LOCUS12868|CAD7004462.1|CCAP, CCAP1982_LOCUS12865|CAD7004459.1|CCAP	LOC108151165|XP_017135084.1|DMIR, LOC108151166|XP_017135085.1|DMIR, LOC108151164|XP_017135083.1|DMIR
OG0000281	CCAP1982_LOCUS14794|CAD7006477.1|CCAP	LOC108151701|XP_017135944.1|DMIR, LOC108165119|XP_033241899.1|DMIR, LOC108161621|XP_017151411.1|DMIR
OG0000282	CCAP1982_LOCUS12266|CAD7003833.1|CCAP, CCAP1982_LOCUS12264|CAD7003831.1|CCAP	LOC108151836|XP_033242684.1|DMIR
OG0000282	CCAP1982_LOCUS12261|CAD7003828.1|CCAP	LOC108151838|XP_033242686.1|DMIR
OG0000283	CCAP1982_LOCUS19441|CAD7011336.1|CCAP	LOC108158203|XP_017145915.1|DMIR
OG0000283	CCAP1982_LOCUS3426|CAD6994691.1|CCAP	LOC108157047|XP_017144352.1|DMIR
OG0000284	CCAP1982_LOCUS5966|CAD6997332.1|CCAP	LOC108163992|XP_017155050.1|DMIR
OG0000284	CCAP1982_LOCUS5995|CAD6997362.1|CCAP, CCAP1982_LOCUS5953|CAD6997319.1|CCAP, CCAP1982_LOCUS5957|CAD6997323.1|CCAP, CCAP1982_LOCUS5956|CAD6997322.1|CCAP, CCAP1982_LOCUS9430|CAD7000957.1|CCAP	LOC108163893|XP_017154901.1|DMIR
OG0000285	CCAP1982_LOCUS21942|CAD7013928.1|CCAP	LOC117191103|XP_033251957.1|DMIR, LOC108158465|XP_017146245.1|DMIR
OG0000285	CCAP1982_LOCUS21941|CAD7013927.1|CCAP, CCAP1982_LOCUS21935|CAD7013922.1|CCAP	LOC108160636|XP_017150254.1|DMIR
OG0000286	CCAP1982_LOCUS6044|CAD6997403.1|CCAP	LOC108163808|XP_017154787.1|DMIR
OG0000286	CCAP1982_LOCUS6046|CAD6997405.1|CCAP	LOC108163810|XP_017154789.2|DMIR
OG0000288	CCAP1982_LOCUS6603|CAD6997987.1|CCAP, CCAP1982_LOCUS6604|CAD6997988.1|CCAP	LOC108162875|XP_017153317.1|DMIR, LOC108162876|XP_017153318.1|DMIR, LOC108162874|XP_033248530.1|DMIR
OG0000289	CCAP1982_LOCUS12905|CAD7004506.1|CCAP	LOC108153715|XP_017139331.2|DMIR
OG0000289	CCAP1982_LOCUS12469|CAD7004044.1|CCAP	LOC117186597|XP_033243467.1|DMIR
OG0000289	CCAP1982_LOCUS12479|CAD7004054.1|CCAP	LOC108165389|XP_033243670.1|DMIR
OG0000292	CCAP1982_LOCUS19738|CAD7011652.1|CCAP	LOC108159781|XP_017148830.1|DMIR
OG0000292	CCAP1982_LOCUS14548|CAD7006222.1|CCAP	LOC108151616|XP_017135802.1|DMIR
OG0000293	CCAP1982_LOCUS1805|CAD6992974.1|CCAP	LOC108156517|XP_017143511.1|DMIR
OG0000294	CCAP1982_LOCUS9357|CAD7000883.1|CCAP, CCAP1982_LOCUS9356|CAD7000882.1|CCAP	LOC108161670|XP_017151464.1|DMIR
OG0000297	CCAP1982_LOCUS20965|CAD7012866.1|CCAP, CCAP1982_LOCUS20966|CAD7012867.1|CCAP, CCAP1982_LOCUS20964|CAD7012865.1|CCAP	LOC108160938|XP_017150715.1|DMIR, LOC117190880|XP_033251788.1|DMIR, LOC108160939|XP_017150716.1|DMIR, LOC117192025|XP_033252634.1|DMIR, LOC117190968|XP_033251847.1|DMIR
OG0000299	CCAP1982_LOCUS2375|CAD6993563.1|CCAP	LOC108156548|XP_017143555.1|DMIR
OG0000299	CCAP1982_LOCUS2378|CAD6993566.1|CCAP, CCAP1982_LOCUS2379|CAD6993567.1|CCAP	LOC108157076|XP_017144401.1|DMIR, LOC108157078|XP_033244438.1|DMIR
OG0000300	CCAP1982_LOCUS14184|CAD7005840.1|CCAP, CCAP1982_LOCUS14186|CAD7005842.1|CCAP	LOC108150753|XP_017134535.1|DMIR, LOC108165338|XP_017156861.1|DMIR, LOC108150752|XP_017134534.1|DMIR
OG0000301	CCAP1982_LOCUS10127|CAD7001633.1|CCAP	LOC108164510|XP_017155780.1|DMIR
OG0000301	CCAP1982_LOCUS8306|CAD6999785.1|CCAP	LOC108163241|XP_017153893.1|DMIR
OG0000302	CCAP1982_LOCUS10823|CAD7002335.1|CCAP	LOC108152257|XP_017136955.1|DMIR
OG0000302	CCAP1982_LOCUS11854|CAD7003397.1|CCAP	LOC108152258|XP_017136956.1|DMIR
OG0000303	CCAP1982_LOCUS9710|CAD7001212.1|CCAP	LOC108150856|XP_017134648.1|DMIR, LOC117192266|XP_033252816.1|DMIR, LOC108162383|XP_017152589.1|DMIR
OG0000304	CCAP1982_LOCUS899|CAD6992014.1|CCAP	LOC108163311|XP_017154023.1|DMIR, LOC108163587|XP_017154453.1|DMIR, LOC108154781|XP_017140656.1|DMIR, LOC108154782|XP_017140657.1|DMIR
OG0000305	CCAP1982_LOCUS13487|CAD7005125.1|CCAP	LOC108165274|XP_033243770.1|DMIR
OG0000305	CCAP1982_LOCUS13485|CAD7005123.1|CCAP	LOC108165275|XP_017156799.1|DMIR
OG0000307	CCAP1982_LOCUS4947|CAD6996264.1|CCAP	LOC117187161|XP_033245138.1|DMIR, LOC117185911|XP_033245140.1|DMIR, LOC117187162|XP_033245144.1|DMIR, LOC117187163|XP_033245145.1|DMIR, LOC117187431|XP_033245982.1|DMIR, LOC117187159|XP_033245134.1|DMIR, LOC108155797|XP_033245124.1|DMIR
OG0000307	CCAP1982_LOCUS2700|CAD6993908.1|CCAP	LOC108155584|XP_017141979.1|DMIR
OG0000312	CCAP1982_LOCUS5594|CAD6996924.1|CCAP	LOC108163577|XP_033249056.1|DMIR
OG0000312	CCAP1982_LOCUS8736|CAD7000244.1|CCAP	LOC108164058|XP_017155126.1|DMIR
OG0000313	CCAP1982_LOCUS6026|CAD6997385.1|CCAP	LOC108162090|XP_033249311.1|DMIR
OG0000313	CCAP1982_LOCUS6027|CAD6997386.1|CCAP	LOC108163596|XP_033249805.1|DMIR, LOC108163597|XP_033249765.1|DMIR, LOC108163732|XP_017154678.1|DMIR
OG0000314	CCAP1982_LOCUS7021|CAD6998421.1|CCAP	LOC108163016|XP_033248883.1|DMIR, LOC108162880|XP_033248880.1|DMIR
OG0000315	CCAP1982_LOCUS9179|CAD7000706.1|CCAP	LOC108163636|XP_017154534.1|DMIR
OG0000316	CCAP1982_LOCUS21932|CAD7013919.1|CCAP	LOC108160107|XP_017149388.2|DMIR, LOC117188142|XP_033247423.1|DMIR
OG0000318	CCAP1982_LOCUS12668|CAD7004248.1|CCAP	LOC117193114|XP_033253734.1|DMIR, LOC117186775|XP_033243908.1|DMIR, LOC117186764|XP_033243875.1|DMIR, LOC117186431|XP_033243127.1|DMIR, LOC117194792|XP_033255172.1|DMIR, LOC117186551|XP_033243369.1|DMIR, LOC117186227|XP_033242547.1|DMIR
OG0000320	CCAP1982_LOCUS3506|CAD6994775.1|CCAP	LOC108155884|XP_017142509.1|DMIR, LOC108161455|XP_017151206.1|DMIR, LOC108157794|XP_017145478.1|DMIR
