Orthogroup	CCAP.longest_only	DMEL.longest_only
OG0002068	CCAP1982_LOCUS21706|CAD7013663.1|CCAP	Atg7|NP_611350.1|DMEL
OG0002070	CCAP1982_LOCUS603|CAD6991690.1|CCAP	Fdh|NP_524310.1|DMEL
OG0002071	CCAP1982_LOCUS2429|CAD6993619.1|CCAP	Osbp|NP_477271.1|DMEL
OG0002072	CCAP1982_LOCUS22664|CAD7014680.1|CCAP	Rrp42|NP_725517.2|DMEL
OG0002073	CCAP1982_LOCUS12294|CAD7003864.1|CCAP	Plp|NP_001027574.2|DMEL
OG0002074	CCAP1982_LOCUS19998|CAD7011886.1|CCAP	CG11807|NP_611017.1|DMEL
OG0002076	CCAP1982_LOCUS20493|CAD7012405.1|CCAP	ReepA|NP_001188988.1|DMEL
OG0002077	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP	mwh|NP_001261244.1|DMEL
OG0002078	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP	CG16935|NP_610914.2|DMEL
OG0002079	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP	Ssk|NP_649184.1|DMEL
OG0002081	CCAP1982_LOCUS19470|CAD7011368.1|CCAP	cN-IIIB|NP_611895.1|DMEL
OG0002082	CCAP1982_LOCUS20250|CAD7012153.1|CCAP	unc-104|NP_611155.3|DMEL
OG0002084	CCAP1982_LOCUS20885|CAD7012782.1|CCAP	CG3500|NP_611783.1|DMEL
OG0002085	CCAP1982_LOCUS20467|CAD7012373.1|CCAP	CG13506|NP_611666.2|DMEL
OG0002086	CCAP1982_LOCUS20236|CAD7012138.1|CCAP	ND-B12|NP_001097399.1|DMEL
OG0002087	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP	CG32425|NP_730546.1|DMEL
OG0002089	CCAP1982_LOCUS19383|CAD7011275.1|CCAP	gcl|NP_724708.1|DMEL
OG0002090	CCAP1982_LOCUS14391|CAD7006056.1|CCAP	Syx13|NP_524054.1|DMEL
OG0002091	CCAP1982_LOCUS19481|CAD7011380.1|CCAP	CG13575|NP_611903.1|DMEL
OG0002092	CCAP1982_LOCUS14442|CAD7006110.1|CCAP	fax|NP_524106.3|DMEL
OG0002093	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP	GM130|NP_611642.2|DMEL
OG0002094	CCAP1982_LOCUS20508|CAD7012424.1|CCAP	PHDP|NP_523834.1|DMEL
OG0002096	CCAP1982_LOCUS20399|CAD7012303.1|CCAP	Asx|NP_001260969.1|DMEL
OG0002097	CCAP1982_LOCUS20691|CAD7012607.1|CCAP	clos|NP_001097246.3|DMEL
OG0002098	CCAP1982_LOCUS11791|CAD7003331.1|CCAP	CG7166|NP_649339.2|DMEL
OG0002099	CCAP1982_LOCUS1590|CAD6992745.1|CCAP	CG9601|NP_649792.3|DMEL
OG0002100	CCAP1982_LOCUS13404|CAD7005032.1|CCAP	MsrA|NP_001261879.1|DMEL
OG0002101	CCAP1982_LOCUS20972|CAD7012873.1|CCAP	pdm3|NP_001188885.2|DMEL
OG0002102	CCAP1982_LOCUS20632|CAD7012547.1|CCAP	tapas|NP_611475.3|DMEL
OG0002103	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP	Coq2|NP_649789.1|DMEL
OG0002105	CCAP1982_LOCUS10109|CAD7001615.1|CCAP	Iris|NP_608570.1|DMEL
OG0002106	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP	CG9684|NP_649797.2|DMEL
OG0002107	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP	CG12299|NP_609448.1|DMEL
OG0002108	CCAP1982_LOCUS3025|CAD6994264.1|CCAP	CG42823|NP_001097822.2|DMEL
OG0002109	CCAP1982_LOCUS1350|CAD6992499.1|CCAP	CAH6|NP_001097987.1|DMEL, CAH16|NP_001287620.1|DMEL
OG0002110	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP	CG33647|NP_001027136.1|DMEL, CG33644|NP_001027259.1|DMEL
OG0002117	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP	CG7744|NP_611422.2|DMEL
OG0002118	CCAP1982_LOCUS4162|CAD6995445.1|CCAP	nvd|NP_001097670.1|DMEL
OG0002119	CCAP1982_LOCUS1582|CAD6992737.1|CCAP	Smg6|NP_651321.1|DMEL
OG0002120	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP	sv|NP_524633.3|DMEL
OG0002121	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP	Usp1|NP_733282.1|DMEL
OG0002123	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP	cdc14|NP_609153.1|DMEL
OG0002125	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP	ckn|NP_611009.1|DMEL
OG0002126	CCAP1982_LOCUS14264|CAD7005926.1|CCAP	tzn|NP_730568.1|DMEL
OG0002129	CCAP1982_LOCUS1207|CAD6992343.1|CCAP	Epg5|NP_650752.2|DMEL
OG0002131	CCAP1982_LOCUS1884|CAD6993052.1|CCAP	CG18600|NP_650708.1|DMEL
OG0002132	CCAP1982_LOCUS5552|CAD6996879.1|CCAP	RpL7|NP_523531.1|DMEL
OG0002136	CCAP1982_LOCUS2138|CAD6993322.1|CCAP	trp|NP_476768.1|DMEL
OG0002142	CCAP1982_LOCUS1997|CAD6993175.1|CCAP	CG9853|NP_001097680.1|DMEL
OG0002143	CCAP1982_LOCUS9161|CAD7000687.1|CCAP	Tango14|NP_608577.2|DMEL
OG0002144	CCAP1982_LOCUS13418|CAD7005047.1|CCAP	Mitf|NP_001245436.1|DMEL
OG0002145	CCAP1982_LOCUS622|CAD6991709.1|CCAP	CG5023|NP_650867.1|DMEL
OG0002146	CCAP1982_LOCUS1665|CAD6992828.1|CCAP	lost|NP_649466.1|DMEL
OG0002148	CCAP1982_LOCUS13092|CAD7004699.1|CCAP	CG14969|NP_647809.3|DMEL
OG0002149	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP	4E-T|NP_726619.2|DMEL
OG0002152	CCAP1982_LOCUS2091|CAD6993275.1|CCAP	CG31122|NP_001356888.1|DMEL
OG0002153	CCAP1982_LOCUS1613|CAD6992772.1|CCAP	dmrt99B|NP_524549.1|DMEL
OG0002154	CCAP1982_LOCUS6308|CAD6997677.1|CCAP	inc|NP_569926.2|DMEL
OG0002155	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP	tll|NP_524596.1|DMEL
OG0002156	CCAP1982_LOCUS13759|CAD7005399.1|CCAP	CG7369|NP_649415.2|DMEL
OG0002157	CCAP1982_LOCUS4056|CAD6995338.1|CCAP	timeout|NP_524341.3|DMEL
OG0002159	CCAP1982_LOCUS2713|CAD6993925.1|CCAP	roh|NP_726318.1|DMEL
OG0002160	CCAP1982_LOCUS3058|CAD6994297.1|CCAP	slou|NP_001262808.1|DMEL
OG0002161	CCAP1982_LOCUS1659|CAD6992820.1|CCAP	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP	CG12814|NP_001262454.1|DMEL
OG0002164	CCAP1982_LOCUS11815|CAD7003356.1|CCAP	Ssadh|NP_651408.1|DMEL
OG0002165	CCAP1982_LOCUS3691|CAD6994959.1|CCAP	CG12288|NP_609822.1|DMEL
OG0002166	CCAP1982_LOCUS6734|CAD6998123.1|CCAP	Yip1d1|NP_609596.1|DMEL
OG0002167	CCAP1982_LOCUS19368|CAD7011260.1|CCAP	wbl|NP_725867.1|DMEL
OG0002169	CCAP1982_LOCUS12749|CAD7004330.1|CCAP	defl|NP_648352.2|DMEL
OG0002170	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP	ABCD|NP_651906.1|DMEL
OG0002171	CCAP1982_LOCUS3355|CAD6994620.1|CCAP	CG33108|NP_788728.1|DMEL
OG0002172	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP	hh|NP_001034065.1|DMEL
OG0002173	CCAP1982_LOCUS7908|CAD6999382.1|CCAP	aurB|NP_477336.1|DMEL
OG0002174	CCAP1982_LOCUS2681|CAD6993887.1|CCAP	CG8461|NP_650367.1|DMEL
OG0002175	CCAP1982_LOCUS2682|CAD6993889.1|CCAP	mRpL11|NP_524351.1|DMEL
OG0002176	CCAP1982_LOCUS1364|CAD6992515.1|CCAP	Prp18|NP_650776.1|DMEL
OG0002177	CCAP1982_LOCUS3852|CAD6995130.1|CCAP	Scp2|NP_524381.1|DMEL
OG0002178	CCAP1982_LOCUS1381|CAD6992532.1|CCAP	CG6051|NP_001097943.1|DMEL
OG0002179	CCAP1982_LOCUS3487|CAD6994754.1|CCAP	lobo|NP_001036757.1|DMEL
OG0002180	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP	hdc|NP_788768.1|DMEL
OG0002182	CCAP1982_LOCUS1440|CAD6992591.1|CCAP	CG2698|NP_001246976.1|DMEL
OG0002183	CCAP1982_LOCUS19379|CAD7011271.1|CCAP	mip40|NP_611407.1|DMEL
OG0002184	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP	RpII140|NP_476706.1|DMEL
OG0002185	CCAP1982_LOCUS3699|CAD6994967.1|CCAP	CG5044|NP_732020.2|DMEL
OG0002186	CCAP1982_LOCUS2857|CAD6994088.1|CCAP	CG9107|NP_608981.1|DMEL
OG0002187	CCAP1982_LOCUS3865|CAD6995142.1|CCAP	CCT1|NP_524450.2|DMEL
OG0002188	CCAP1982_LOCUS19577|CAD7011477.1|CCAP	Not11|NP_726406.1|DMEL
OG0002189	CCAP1982_LOCUS4100|CAD6995382.1|CCAP	mRpS5|NP_001036652.1|DMEL
OG0002191	CCAP1982_LOCUS13802|CAD7005442.1|CCAP	Pex16|NP_649252.1|DMEL
OG0002192	CCAP1982_LOCUS14127|CAD7005778.1|CCAP	bora|NP_649048.1|DMEL
OG0002193	CCAP1982_LOCUS3660|CAD6994927.1|CCAP	jumu|NP_524302.1|DMEL
OG0002194	CCAP1982_LOCUS2698|CAD6993906.1|CCAP	CG5646|NP_651568.1|DMEL
OG0002195	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP	CG13605|NP_651214.2|DMEL
OG0002197	CCAP1982_LOCUS3658|CAD6994925.1|CCAP	CG7049|NP_612003.1|DMEL
OG0002198	CCAP1982_LOCUS4689|CAD6995982.1|CCAP	CG17816|NP_001097706.1|DMEL
OG0002199	CCAP1982_LOCUS2211|CAD6993395.1|CCAP	RpA-70|NP_524274.1|DMEL
OG0002200	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP	Gip|NP_511106.1|DMEL
OG0002202	CCAP1982_LOCUS1281|CAD6992417.1|CCAP	CG9297|NP_788674.1|DMEL
OG0002203	CCAP1982_LOCUS2054|CAD6993237.1|CCAP	Pde6|NP_001262566.1|DMEL
OG0002204	CCAP1982_LOCUS1580|CAD6992735.1|CCAP	Hr96|NP_524493.1|DMEL
OG0002205	CCAP1982_LOCUS2381|CAD6993569.1|CCAP	apn|NP_650270.1|DMEL
OG0002206	CCAP1982_LOCUS1459|CAD6992610.1|CCAP	cd|NP_651081.1|DMEL
OG0002207	CCAP1982_LOCUS2900|CAD6994134.1|CCAP	fkh|NP_001263038.1|DMEL
OG0002208	CCAP1982_LOCUS2891|CAD6994125.1|CCAP	mIF2|NP_651621.2|DMEL
OG0002209	CCAP1982_LOCUS21453|CAD7013388.1|CCAP	Spat|NP_511062.1|DMEL
OG0002210	CCAP1982_LOCUS2579|CAD6993781.1|CCAP	CG1208|NP_001097692.1|DMEL
OG0002211	CCAP1982_LOCUS2365|CAD6993553.1|CCAP	Dic1|NP_650279.1|DMEL
OG0002212	CCAP1982_LOCUS3299|CAD6994559.1|CCAP	CG14285|NP_650773.1|DMEL
OG0002213	CCAP1982_LOCUS4071|CAD6995352.1|CCAP	twr|NP_649676.1|DMEL
OG0002214	CCAP1982_LOCUS3903|CAD6995182.1|CCAP	CG34034|NP_001163678.1|DMEL
OG0002215	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP	btsz|NP_001247109.1|DMEL
OG0002216	CCAP1982_LOCUS20225|CAD7012126.1|CCAP	Cap-D2|NP_651709.1|DMEL
OG0002217	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP	Hexim|NP_731932.1|DMEL
OG0002219	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP	yellow-e|NP_524344.1|DMEL
OG0002220	CCAP1982_LOCUS14529|CAD7006201.1|CCAP	Ir87a|NP_650290.2|DMEL
OG0002221	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP	Tmc|NP_001303362.1|DMEL
OG0002222	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP	uri|NP_611933.1|DMEL
OG0002223	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP	Vha44|NP_725565.3|DMEL
OG0002224	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP	CG43340|NP_001246184.1|DMEL
OG0002225	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP	frac|NP_001137905.1|DMEL
OG0002226	CCAP1982_LOCUS21808|CAD7013787.1|CCAP	CG17266|NP_610224.1|DMEL
OG0002227	CCAP1982_LOCUS21604|CAD7013545.1|CCAP	SLO2|NP_001097259.2|DMEL
OG0002228	CCAP1982_LOCUS21006|CAD7012907.1|CCAP	pnut|NP_477064.1|DMEL
OG0002229	CCAP1982_LOCUS21232|CAD7013161.1|CCAP	CG42360|NP_611946.2|DMEL
OG0002230	CCAP1982_LOCUS21573|CAD7013513.1|CCAP	Taz|NP_477432.3|DMEL
OG0002231	CCAP1982_LOCUS21526|CAD7013461.1|CCAP	Br140|NP_610266.1|DMEL
OG0002232	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP	grau|NP_788422.1|DMEL
OG0002233	CCAP1982_LOCUS11802|CAD7003343.1|CCAP	CG10657|NP_648579.3|DMEL
OG0002234	CCAP1982_LOCUS21280|CAD7013209.1|CCAP	Cpr47Ef|NP_610660.2|DMEL
OG0002235	CCAP1982_LOCUS22957|CAD7015000.1|CCAP	Liprin-gamma|NP_001097414.1|DMEL
OG0002236	CCAP1982_LOCUS19571|CAD7011471.1|CCAP	Phm|NP_477225.1|DMEL
OG0002237	CCAP1982_LOCUS19587|CAD7011488.1|CCAP	MAN1|NP_611873.1|DMEL
OG0002238	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP	koi|NP_001260738.1|DMEL
OG0002240	CCAP1982_LOCUS22572|CAD7014573.1|CCAP	Swim|NP_726176.1|DMEL
OG0002242	CCAP1982_LOCUS11880|CAD7003424.1|CCAP	Cbl|NP_648224.1|DMEL
OG0002243	CCAP1982_LOCUS8857|CAD7000381.1|CCAP	CG4335|NP_650886.1|DMEL
OG0002244	CCAP1982_LOCUS14732|CAD7006412.1|CCAP	CG7839|NP_648431.3|DMEL
OG0002245	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP	CG32369|NP_729296.1|DMEL
OG0002246	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP	CG15236|NP_610241.1|DMEL
OG0002247	CCAP1982_LOCUS11613|CAD7003152.1|CCAP	Pym|NP_726372.1|DMEL
OG0002248	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP	Hexo1|NP_523924.1|DMEL
OG0002251	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP	otp|NP_001286654.1|DMEL
OG0002252	CCAP1982_LOCUS22059|CAD7014051.1|CCAP	CG13442|NP_611511.3|DMEL
OG0002253	CCAP1982_LOCUS23400|CAD7015460.1|CCAP	CG4622|NP_611929.1|DMEL
OG0002254	CCAP1982_LOCUS858|CAD6991971.1|CCAP	niki|NP_651293.1|DMEL
OG0002256	CCAP1982_LOCUS23303|CAD7015358.1|CCAP	CG33144|NP_788324.1|DMEL
OG0002257	CCAP1982_LOCUS21457|CAD7013392.1|CCAP	Fbl6|NP_610665.2|DMEL
OG0002258	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP	CG9953|NP_648067.2|DMEL
OG0002260	CCAP1982_LOCUS14451|CAD7006119.1|CCAP	TORIP|NP_649149.1|DMEL
OG0002261	CCAP1982_LOCUS14525|CAD7006197.1|CCAP	asf1|NP_524163.1|DMEL
OG0002262	CCAP1982_LOCUS20358|CAD7012262.1|CCAP	sqa|NP_724821.2|DMEL
OG0002263	CCAP1982_LOCUS10964|CAD7002475.1|CCAP	SsRbeta|NP_524103.2|DMEL
OG0002264	CCAP1982_LOCUS22829|CAD7014863.1|CCAP	Fcp1|NP_611934.1|DMEL
OG0002265	CCAP1982_LOCUS11793|CAD7003333.1|CCAP	Adi1|NP_001097577.1|DMEL
OG0002266	CCAP1982_LOCUS14431|CAD7006099.1|CCAP	fln|NP_524174.1|DMEL
OG0002267	CCAP1982_LOCUS12835|CAD7004426.1|CCAP	ValRS-m|NP_648268.1|DMEL
OG0002268	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP	Pc|NP_524199.1|DMEL
OG0002269	CCAP1982_LOCUS7222|CAD6998656.1|CCAP	CG30089|NP_611056.2|DMEL
OG0002270	CCAP1982_LOCUS22654|CAD7014666.1|CCAP	SP2353|NP_611082.2|DMEL
OG0002271	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP	CG5087|NP_648279.1|DMEL
OG0002272	CCAP1982_LOCUS12832|CAD7004423.1|CCAP	CG7974|NP_647643.1|DMEL
OG0002273	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP	pHCl-1|NP_001261898.1|DMEL
OG0002274	CCAP1982_LOCUS14297|CAD7005959.1|CCAP	mub|NP_001246875.1|DMEL
OG0002275	CCAP1982_LOCUS11882|CAD7003426.1|CCAP	CG6512|NP_730248.2|DMEL
OG0002276	CCAP1982_LOCUS12220|CAD7003784.1|CCAP	Iml1|NP_728621.1|DMEL
OG0002277	CCAP1982_LOCUS12211|CAD7003775.1|CCAP	stet|NP_788450.1|DMEL
OG0002278	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP	Ir64a|NP_647962.1|DMEL
OG0002279	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP	Pdxk|NP_996031.1|DMEL
OG0002280	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP	Zcchc7|NP_648926.3|DMEL
OG0002281	CCAP1982_LOCUS11749|CAD7003287.1|CCAP	CG13025|NP_648919.1|DMEL
OG0002282	CCAP1982_LOCUS14975|CAD7006673.1|CCAP	CG12016|NP_647805.1|DMEL
OG0002283	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP	ppk3|NP_726336.1|DMEL
OG0002284	CCAP1982_LOCUS21874|CAD7013855.1|CCAP	Vps28|NP_652053.1|DMEL
OG0002285	CCAP1982_LOCUS14043|CAD7005691.1|CCAP	CG4617|NP_572383.1|DMEL
OG0002286	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP	Art7|NP_611753.4|DMEL
OG0002287	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP	CG8405|NP_725521.1|DMEL
OG0002288	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP	smg|NP_001137924.1|DMEL
OG0002289	CCAP1982_LOCUS11194|CAD7002719.1|CCAP	CG6638|NP_648239.1|DMEL
OG0002290	CCAP1982_LOCUS9006|CAD7000528.1|CCAP	CG9222|NP_608999.2|DMEL
OG0002291	CCAP1982_LOCUS21679|CAD7013631.1|CCAP	wech|NP_524772.2|DMEL
OG0002292	CCAP1982_LOCUS22752|CAD7014781.1|CCAP	coro|NP_001260743.1|DMEL
OG0002293	CCAP1982_LOCUS23020|CAD7015064.1|CCAP	CG10395|NP_724408.4|DMEL
OG0002294	CCAP1982_LOCUS22296|CAD7014294.1|CCAP	Sgt1|NP_649783.2|DMEL
OG0002295	CCAP1982_LOCUS5586|CAD6996915.1|CCAP	uif|NP_001162899.1|DMEL
OG0002296	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP	jp|NP_001369124.1|DMEL
OG0002297	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP	Amt|NP_001097800.1|DMEL
OG0002298	CCAP1982_LOCUS21102|CAD7013013.1|CCAP	RpL12|NP_524819.1|DMEL
OG0002300	CCAP1982_LOCUS7777|CAD6999246.1|CCAP	DIP-eta|NP_608946.3|DMEL
OG0002301	CCAP1982_LOCUS5582|CAD6996910.1|CCAP	CG2201|NP_724349.1|DMEL
OG0002302	CCAP1982_LOCUS9095|CAD7000621.1|CCAP	step|NP_001036375.2|DMEL
OG0002305	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP	trbl|NP_524672.1|DMEL
OG0002306	CCAP1982_LOCUS7849|CAD6999322.1|CCAP	Aasdh|NP_609230.2|DMEL
OG0002307	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP	wry|NP_995611.2|DMEL
OG0002308	CCAP1982_LOCUS5615|CAD6996947.1|CCAP	Mtpalpha|NP_609299.1|DMEL
OG0002309	CCAP1982_LOCUS7873|CAD6999346.1|CCAP	cype|NP_536787.1|DMEL
OG0002310	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP	Ret|NP_477044.1|DMEL
OG0002311	CCAP1982_LOCUS9051|CAD7000576.1|CCAP	Lar|NP_001260594.1|DMEL
OG0002312	CCAP1982_LOCUS9023|CAD7000547.1|CCAP	CG9395|NP_609639.2|DMEL
OG0002313	CCAP1982_LOCUS19978|CAD7011866.1|CCAP	tra2|NP_476764.1|DMEL
OG0002314	CCAP1982_LOCUS22129|CAD7014123.1|CCAP	CG8736|NP_610394.2|DMEL
OG0002315	CCAP1982_LOCUS21029|CAD7012932.1|CCAP	Mppe|NP_001286327.1|DMEL
OG0002316	CCAP1982_LOCUS19358|CAD7011250.1|CCAP	dUTPase|NP_609479.1|DMEL
OG0002317	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP	CTPsyn|NP_730023.1|DMEL
OG0002318	CCAP1982_LOCUS8251|CAD6999725.1|CCAP	Grip71|NP_609902.3|DMEL
OG0002319	CCAP1982_LOCUS6513|CAD6997894.1|CCAP	CG16812|NP_609619.1|DMEL
OG0002320	CCAP1982_LOCUS22252|CAD7014249.1|CCAP	CG30291|NP_726016.1|DMEL
OG0002321	CCAP1982_LOCUS7425|CAD6998878.1|CCAP	RpS11|NP_725114.1|DMEL
OG0002322	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP	dtr|NP_724335.2|DMEL
OG0002323	CCAP1982_LOCUS8328|CAD6999813.1|CCAP	CG9253|NP_610090.1|DMEL
OG0002324	CCAP1982_LOCUS14520|CAD7006191.1|CCAP	Rnf146|NP_001137978.1|DMEL
OG0002325	CCAP1982_LOCUS11038|CAD7002549.1|CCAP	CG43693|NP_001261694.1|DMEL
OG0002326	CCAP1982_LOCUS11043|CAD7002554.1|CCAP	CG7888|NP_648425.1|DMEL
