Orthogroup	CCAP.longest_only	DPER.longest_only
OG0002207	CCAP1982_LOCUS2900|CAD6994134.1|CCAP	LOC6587915|XP_026851117.1|DPER
OG0002208	CCAP1982_LOCUS2891|CAD6994125.1|CCAP	LOC6587542|XP_002013999.1|DPER
OG0002209	CCAP1982_LOCUS21453|CAD7013388.1|CCAP	LOC6596914|XP_002021844.1|DPER
OG0002210	CCAP1982_LOCUS2579|CAD6993781.1|CCAP	LOC6587314|XP_026850986.1|DPER
OG0002211	CCAP1982_LOCUS2365|CAD6993553.1|CCAP	LOC6587275|XP_026844959.1|DPER
OG0002212	CCAP1982_LOCUS3299|CAD6994559.1|CCAP	LOC6594944|XP_002020313.1|DPER
OG0002213	CCAP1982_LOCUS4071|CAD6995352.1|CCAP	LOC6591743|XP_002016981.1|DPER
OG0002214	CCAP1982_LOCUS3903|CAD6995182.1|CCAP	LOC6587721|XP_026848759.1|DPER
OG0002215	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP	LOC6588325|XP_026849696.1|DPER
OG0002216	CCAP1982_LOCUS20225|CAD7012126.1|CCAP	LOC6588701|XP_002014942.1|DPER
OG0002217	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP	LOC6588662|XP_002013942.1|DPER
OG0002219	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP	LOC6588596|XP_002013176.1|DPER
OG0002220	CCAP1982_LOCUS14529|CAD7006201.1|CCAP	LOC6587728|XP_026840282.1|DPER
OG0002221	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP	LOC6602455|XP_026848810.1|DPER
OG0002222	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP	LOC6600849|XP_026841479.1|DPER
OG0002223	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP	LOC6590097|XP_026841067.1|DPER
OG0002224	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP	LOC6602087|XP_026841697.1|DPER
OG0002225	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP	LOC113566335|XP_026847377.1|DPER, LOC6599861|XP_026847296.1|DPER
OG0002226	CCAP1982_LOCUS21808|CAD7013787.1|CCAP	LOC6588137|XP_002012943.1|DPER, LOC6591117|XP_002015498.1|DPER
OG0002227	CCAP1982_LOCUS21604|CAD7013545.1|CCAP	LOC6591129|XP_026842707.1|DPER
OG0002228	CCAP1982_LOCUS21006|CAD7012907.1|CCAP	LOC6591085|XP_002015705.1|DPER
OG0002229	CCAP1982_LOCUS21232|CAD7013161.1|CCAP	LOC6600962|XP_002026000.2|DPER
OG0002230	CCAP1982_LOCUS21573|CAD7013513.1|CCAP	LOC6593222|XP_026842436.1|DPER
OG0002231	CCAP1982_LOCUS21526|CAD7013461.1|CCAP	LOC6591215|XP_026841926.1|DPER
OG0002232	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP	LOC6600911|XP_002025920.2|DPER
OG0002233	CCAP1982_LOCUS11802|CAD7003343.1|CCAP	LOC6596223|XP_026845508.1|DPER
OG0002235	CCAP1982_LOCUS22957|CAD7015000.1|CCAP	LOC6593202|XP_026840927.1|DPER
OG0002236	CCAP1982_LOCUS19571|CAD7011471.1|CCAP	LOC6591044|XP_002016555.1|DPER
OG0002237	CCAP1982_LOCUS19587|CAD7011488.1|CCAP	LOC6590016|XP_026842044.1|DPER
OG0002238	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP	LOC6590056|XP_026841412.1|DPER
OG0002240	CCAP1982_LOCUS22572|CAD7014573.1|CCAP	LOC6593173|XP_026842325.1|DPER
OG0002242	CCAP1982_LOCUS11880|CAD7003424.1|CCAP	LOC6601222|XP_026848088.1|DPER
OG0002243	CCAP1982_LOCUS8857|CAD7000381.1|CCAP	LOC6587962|XP_002013339.2|DPER
OG0002244	CCAP1982_LOCUS14732|CAD7006412.1|CCAP	LOC6601876|XP_026849339.1|DPER
OG0002245	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP	LOC6599864|XP_026847376.1|DPER
OG0002246	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP	LOC6590787|XP_026842432.1|DPER
OG0002247	CCAP1982_LOCUS11613|CAD7003152.1|CCAP	LOC113565134|XP_026841820.1|DPER
OG0002248	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP	LOC6599785|XP_026847279.1|DPER
OG0002250	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP	LOC6593078|XP_002017891.2|DPER
OG0002251	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP	LOC6593080|XP_026841871.1|DPER
OG0002252	CCAP1982_LOCUS22059|CAD7014051.1|CCAP	LOC6593263|XP_026842481.1|DPER
OG0002253	CCAP1982_LOCUS23400|CAD7015460.1|CCAP	LOC113565115|XP_026841668.1|DPER
OG0002254	CCAP1982_LOCUS858|CAD6991971.1|CCAP	LOC6595228|XP_026851275.1|DPER
OG0002256	CCAP1982_LOCUS23303|CAD7015358.1|CCAP	LOC6592513|XP_026842691.1|DPER
OG0002257	CCAP1982_LOCUS21457|CAD7013392.1|CCAP	LOC6593061|XP_002018473.1|DPER
OG0002258	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP	LOC6603028|XP_002028010.1|DPER
OG0002260	CCAP1982_LOCUS14451|CAD7006119.1|CCAP	LOC6602287|XP_026848557.1|DPER, LOC6591657|XP_002016852.1|DPER
OG0002261	CCAP1982_LOCUS14525|CAD7006197.1|CCAP	LOC6594993|XP_002020159.1|DPER, LOC6602361|XP_002027440.1|DPER
OG0002262	CCAP1982_LOCUS20358|CAD7012262.1|CCAP	LOC6593039|XP_002017716.2|DPER
OG0002263	CCAP1982_LOCUS10964|CAD7002475.1|CCAP	LOC6599802|XP_002024972.1|DPER, LOC113566325|XP_026847289.1|DPER
OG0002264	CCAP1982_LOCUS22829|CAD7014863.1|CCAP	LOC6600851|XP_026841478.1|DPER
OG0002265	CCAP1982_LOCUS11793|CAD7003333.1|CCAP	LOC6604026|XP_026847851.1|DPER
OG0002266	CCAP1982_LOCUS14431|CAD7006099.1|CCAP	LOC6596960|XP_002022158.1|DPER
OG0002267	CCAP1982_LOCUS12835|CAD7004426.1|CCAP	LOC6600580|XP_002025635.1|DPER
OG0002268	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP	LOC6601150|XP_002026282.1|DPER
OG0002269	CCAP1982_LOCUS7222|CAD6998656.1|CCAP	LOC6601553|XP_002026673.1|DPER
OG0002270	CCAP1982_LOCUS22654|CAD7014666.1|CCAP	LOC6592294|XP_026842464.1|DPER
OG0002271	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP	LOC6603023|XP_002028044.1|DPER
OG0002272	CCAP1982_LOCUS12832|CAD7004423.1|CCAP	LOC6600273|XP_002025386.1|DPER
OG0002273	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP	LOC6596041|XP_026845315.1|DPER
OG0002274	CCAP1982_LOCUS14297|CAD7005959.1|CCAP	LOC6595841|XP_026845577.1|DPER
OG0002275	CCAP1982_LOCUS11882|CAD7003426.1|CCAP	LOC6601224|XP_026848057.1|DPER, LOC6601225|XP_026848046.1|DPER
OG0002276	CCAP1982_LOCUS12220|CAD7003784.1|CCAP	LOC6599596|XP_026849547.1|DPER
OG0002277	CCAP1982_LOCUS12211|CAD7003775.1|CCAP	LOC6599522|XP_026849434.1|DPER
OG0002278	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP	LOC6600295|XP_026849044.1|DPER
OG0002279	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP	LOC113566754|XP_026849588.1|DPER
OG0002280	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP	LOC6600552|XP_026847650.1|DPER
OG0002281	CCAP1982_LOCUS11749|CAD7003287.1|CCAP	LOC6600621|XP_002025732.2|DPER
OG0002282	CCAP1982_LOCUS14975|CAD7006673.1|CCAP	LOC6601066|XP_026847283.1|DPER
OG0002283	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP	LOC6592404|XP_002018149.2|DPER
OG0002284	CCAP1982_LOCUS21874|CAD7013855.1|CCAP	LOC6590713|XP_002016245.1|DPER
OG0002285	CCAP1982_LOCUS14043|CAD7005691.1|CCAP	LOC6597532|XP_002022662.1|DPER
OG0002286	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP	LOC6590260|XP_002015890.1|DPER
OG0002287	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP	LOC6593124|XP_026841043.1|DPER
OG0002288	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP	LOC6603024|XP_026849489.1|DPER
OG0002289	CCAP1982_LOCUS11194|CAD7002719.1|CCAP	LOC6602478|XP_002027508.1|DPER
OG0002290	CCAP1982_LOCUS9006|CAD7000528.1|CCAP	LOC6589138|XP_026844126.1|DPER
OG0002291	CCAP1982_LOCUS21679|CAD7013631.1|CCAP	LOC6602059|XP_026842277.1|DPER
OG0002292	CCAP1982_LOCUS22752|CAD7014781.1|CCAP	LOC6590789|XP_026840971.1|DPER
OG0002293	CCAP1982_LOCUS23020|CAD7015064.1|CCAP	LOC6590578|XP_002015383.2|DPER
OG0002294	CCAP1982_LOCUS22296|CAD7014294.1|CCAP	LOC6604232|XP_002029153.1|DPER
OG0002295	CCAP1982_LOCUS5586|CAD6996915.1|CCAP	LOC6604030|XP_026843157.1|DPER, LOC6593530|XP_026843685.1|DPER
OG0002296	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP	LOC6589539|XP_026843886.1|DPER
OG0002297	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP	LOC6594497|XP_026850320.1|DPER
OG0002298	CCAP1982_LOCUS21102|CAD7013013.1|CCAP	LOC6590157|XP_002016579.1|DPER
OG0002300	CCAP1982_LOCUS7777|CAD6999246.1|CCAP	LOC6596553|XP_002021690.1|DPER
OG0002301	CCAP1982_LOCUS5582|CAD6996910.1|CCAP	LOC6593447|XP_002018729.2|DPER
OG0002302	CCAP1982_LOCUS9095|CAD7000621.1|CCAP	LOC6593948|XP_026843102.1|DPER
OG0002304	CCAP1982_LOCUS5687|CAD6997028.1|CCAP	LOC6593692|XP_026843243.1|DPER
OG0002305	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP	LOC6603350|XP_002028331.1|DPER
OG0002306	CCAP1982_LOCUS7849|CAD6999322.1|CCAP	LOC6593633|XP_002019099.2|DPER
OG0002307	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP	LOC6589783|XP_026844609.1|DPER
OG0002308	CCAP1982_LOCUS5615|CAD6996947.1|CCAP	LOC6589537|XP_002014503.1|DPER
OG0002309	CCAP1982_LOCUS7873|CAD6999346.1|CCAP	LOC6588817|XP_002015178.1|DPER
OG0002310	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP	LOC6593673|XP_026843492.1|DPER
OG0002311	CCAP1982_LOCUS9051|CAD7000576.1|CCAP	LOC6593473|XP_026843994.1|DPER
OG0002312	CCAP1982_LOCUS9023|CAD7000547.1|CCAP	LOC6593582|XP_002018873.1|DPER
OG0002313	CCAP1982_LOCUS19978|CAD7011866.1|CCAP	LOC6590937|XP_026840932.1|DPER
OG0002314	CCAP1982_LOCUS22129|CAD7014123.1|CCAP	LOC6591193|XP_002015442.1|DPER
OG0002315	CCAP1982_LOCUS21029|CAD7012932.1|CCAP	LOC6590453|XP_002016379.1|DPER
OG0002316	CCAP1982_LOCUS19358|CAD7011250.1|CCAP	LOC6589508|XP_002015104.1|DPER
OG0002317	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP	LOC6596950|XP_026845329.1|DPER
OG0002318	CCAP1982_LOCUS8251|CAD6999725.1|CCAP	LOC6595679|XP_002020739.1|DPER
OG0002319	CCAP1982_LOCUS6513|CAD6997894.1|CCAP	LOC6596268|XP_002021794.1|DPER
OG0002320	CCAP1982_LOCUS22252|CAD7014249.1|CCAP	LOC6600912|XP_026841450.1|DPER
OG0002321	CCAP1982_LOCUS7425|CAD6998878.1|CCAP	LOC6590684|XP_026842858.1|DPER
OG0002322	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP	LOC6596604|XP_026843227.1|DPER
OG0002323	CCAP1982_LOCUS8328|CAD6999813.1|CCAP	LOC6593393|XP_002018605.1|DPER
OG0002324	CCAP1982_LOCUS14520|CAD7006191.1|CCAP	LOC6602392|XP_026848462.1|DPER
OG0002325	CCAP1982_LOCUS11038|CAD7002549.1|CCAP	LOC6602306|XP_026848490.1|DPER
OG0002326	CCAP1982_LOCUS11043|CAD7002554.1|CCAP	LOC6602305|XP_026848484.1|DPER
OG0002327	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP	LOC113567256|XP_026850294.1|DPER
OG0002328	CCAP1982_LOCUS6360|CAD6997728.1|CCAP	LOC6596469|XP_002021764.2|DPER
OG0002329	CCAP1982_LOCUS7039|CAD6998440.1|CCAP	LOC6595527|XP_002020662.1|DPER
OG0002330	CCAP1982_LOCUS7041|CAD6998443.1|CCAP	LOC6595530|XP_002020665.2|DPER
OG0002332	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP	LOC6600470|XP_002025567.2|DPER
OG0002333	CCAP1982_LOCUS21396|CAD7013327.1|CCAP	LOC6592287|XP_002018406.2|DPER
OG0002334	CCAP1982_LOCUS5410|CAD6996730.1|CCAP	LOC6589290|XP_026844562.1|DPER
OG0002335	CCAP1982_LOCUS21160|CAD7013083.1|CCAP	LOC6593154|XP_026842269.1|DPER
OG0002336	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP	LOC6601499|XP_002026561.1|DPER
OG0002337	CCAP1982_LOCUS21529|CAD7013466.1|CCAP	LOC6592945|XP_026842727.1|DPER
OG0002338	CCAP1982_LOCUS6867|CAD6998258.1|CCAP	LOC6595412|XP_026844508.1|DPER
OG0002339	CCAP1982_LOCUS6814|CAD6998198.1|CCAP	LOC6596307|XP_026843431.1|DPER
OG0002340	CCAP1982_LOCUS6808|CAD6998192.1|CCAP	LOC6588680|XP_026844907.1|DPER
OG0002341	CCAP1982_LOCUS22766|CAD7014798.1|CCAP	LOC6590037|XP_002016311.1|DPER
OG0002342	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP	LOC113565818|XP_026844841.1|DPER, LOC6589852|XP_002014712.2|DPER
OG0002343	CCAP1982_LOCUS8470|CAD6999963.1|CCAP	LOC6596362|XP_026843831.1|DPER
OG0002344	CCAP1982_LOCUS5714|CAD6997060.1|CCAP	LOC6603366|XP_026843449.1|DPER
OG0002345	CCAP1982_LOCUS22692|CAD7014710.1|CCAP	LOC6590471|XP_002016657.1|DPER
OG0002346	CCAP1982_LOCUS5760|CAD6997112.1|CCAP	LOC6593419|XP_002019125.1|DPER
OG0002347	CCAP1982_LOCUS22133|CAD7014128.1|CCAP	LOC6603907|XP_026843387.1|DPER, LOC6604621|XP_002029505.2|DPER
OG0002348	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP	LOC6589600|XP_026844433.1|DPER
OG0002349	CCAP1982_LOCUS22699|CAD7014720.1|CCAP	LOC113565248|XP_026842822.1|DPER
OG0002350	CCAP1982_LOCUS22693|CAD7014711.1|CCAP	LOC6590470|XP_026842819.1|DPER
OG0002351	CCAP1982_LOCUS21263|CAD7013192.1|CCAP	LOC6590246|XP_002016538.1|DPER
OG0002352	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP	LOC6592957|XP_002017959.1|DPER
OG0002353	CCAP1982_LOCUS6170|CAD6997531.1|CCAP	LOC6593813|XP_026843325.1|DPER
OG0002354	CCAP1982_LOCUS9019|CAD7000543.1|CCAP	LOC6593510|XP_002019151.1|DPER
OG0002355	CCAP1982_LOCUS5445|CAD6996768.1|CCAP	LOC6597935|XP_026843004.1|DPER
OG0002356	CCAP1982_LOCUS7063|CAD6998466.1|CCAP	LOC6589486|XP_026844010.1|DPER, LOC6589485|XP_026844154.1|DPER
OG0002357	CCAP1982_LOCUS2050|CAD6993232.1|CCAP	LOC6587429|XP_026840880.1|DPER
OG0002360	CCAP1982_LOCUS5670|CAD6997009.1|CCAP	LOC6589491|XP_002015241.1|DPER
OG0002361	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP	LOC6599074|XP_002024207.1|DPER
OG0002362	CCAP1982_LOCUS8323|CAD6999807.1|CCAP	LOC6604486|XP_026844222.1|DPER
OG0002363	CCAP1982_LOCUS8482|CAD6999977.1|CCAP	LOC6589635|XP_002014535.2|DPER, LOC113565896|XP_026845062.1|DPER
OG0002364	CCAP1982_LOCUS5679|CAD6997018.1|CCAP	LOC6589634|XP_026844545.1|DPER
OG0002365	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP	LOC6589632|XP_002014532.1|DPER
OG0002366	CCAP1982_LOCUS7834|CAD6999306.1|CCAP	LOC6589168|XP_002015025.1|DPER
OG0002367	CCAP1982_LOCUS8059|CAD6999537.1|CCAP	LOC6589374|XP_002014900.2|DPER
OG0002368	CCAP1982_LOCUS6261|CAD6997625.1|CCAP	LOC113565870|XP_026845031.1|DPER, LOC6589704|XP_002014227.1|DPER
OG0002369	CCAP1982_LOCUS8307|CAD6999786.1|CCAP	LOC6594007|XP_026850578.1|DPER, LOC6597310|XP_002022498.1|DPER
OG0002370	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP	LOC6598096|XP_002023238.2|DPER
OG0002371	CCAP1982_LOCUS6034|CAD6997393.1|CCAP	LOC6598011|XP_002023236.1|DPER
OG0002372	CCAP1982_LOCUS6639|CAD6998022.1|CCAP	LOC6595592|XP_026844382.1|DPER
OG0002373	CCAP1982_LOCUS7405|CAD6998856.1|CCAP	LOC6589079|XP_026844909.1|DPER
OG0002374	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP	LOC6587816|XP_026839980.1|DPER
OG0002375	CCAP1982_LOCUS4339|CAD6995633.1|CCAP	LOC6587771|XP_002013145.1|DPER
OG0002376	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP	LOC6593430|XP_026843383.1|DPER
OG0002377	CCAP1982_LOCUS746|CAD6991847.1|CCAP	LOC6591400|XP_002017175.1|DPER
OG0002378	CCAP1982_LOCUS14551|CAD7006225.1|CCAP	LOC6595809|XP_002021321.1|DPER
OG0002379	CCAP1982_LOCUS190|CAD6991256.1|CCAP	LOC6588865|XP_002015314.1|DPER
OG0002381	CCAP1982_LOCUS7135|CAD6998550.1|CCAP	LOC6592298|XP_002017629.1|DPER
OG0002383	CCAP1982_LOCUS14927|CAD7006620.1|CCAP	LOC6600505|XP_026847552.1|DPER
OG0002385	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP	LOC6601998|XP_002027051.1|DPER
OG0002386	CCAP1982_LOCUS95|CAD6991155.1|CCAP	LOC6594524|XP_002019466.1|DPER
OG0002387	CCAP1982_LOCUS455|CAD6991535.1|CCAP	LOC6587925|XP_026841474.1|DPER
OG0002389	CCAP1982_LOCUS486|CAD6991568.1|CCAP	LOC113565959|XP_026845188.1|DPER, LOC6595224|XP_002020197.1|DPER
OG0002390	CCAP1982_LOCUS9598|CAD7001126.1|CCAP	LOC6596646|XP_002021654.1|DPER
OG0002391	CCAP1982_LOCUS20260|CAD7012158.1|CCAP	LOC6600920|XP_002026048.1|DPER
OG0002392	CCAP1982_LOCUS12467|CAD7004042.1|CCAP	LOC6603960|XP_026847368.1|DPER
OG0002393	CCAP1982_LOCUS11835|CAD7003376.1|CCAP	LOC6599766|XP_026847358.1|DPER, LOC6594560|XP_002019579.2|DPER
OG0002394	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP	LOC6591854|XP_026850971.1|DPER
OG0002395	CCAP1982_LOCUS4612|CAD6995910.1|CCAP	LOC6594072|XP_002019732.1|DPER
OG0002396	CCAP1982_LOCUS21363|CAD7013292.1|CCAP	LOC6591255|XP_002015455.2|DPER
OG0002397	CCAP1982_LOCUS22193|CAD7014187.1|CCAP	LOC6590761|XP_002015393.1|DPER
OG0002399	CCAP1982_LOCUS21056|CAD7012965.1|CCAP	LOC6601643|XP_026841739.1|DPER
OG0002400	CCAP1982_LOCUS20461|CAD7012367.1|CCAP	LOC6591310|XP_002016133.2|DPER
OG0002401	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP	LOC6602528|XP_026846885.1|DPER
OG0002402	CCAP1982_LOCUS5082|CAD6996408.1|CCAP	LOC6594172|XP_026840022.1|DPER
OG0002403	CCAP1982_LOCUS5084|CAD6996411.1|CCAP	LOC6594171|XP_002019441.1|DPER
OG0002404	CCAP1982_LOCUS4227|CAD6995514.1|CCAP	LOC6594685|XP_026850451.1|DPER
OG0002405	CCAP1982_LOCUS5032|CAD6996354.1|CCAP	LOC6591538|XP_002017182.2|DPER
OG0002406	CCAP1982_LOCUS13328|CAD7004949.1|CCAP	LOC6599718|XP_002024903.1|DPER
OG0002407	CCAP1982_LOCUS132|CAD6991194.1|CCAP	LOC6588174|XP_002013182.1|DPER
OG0002408	CCAP1982_LOCUS4562|CAD6995861.1|CCAP	LOC6591342|XP_002017169.1|DPER
OG0002409	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP	LOC6601959|XP_002027009.2|DPER
OG0002410	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP	LOC6594640|XP_002019933.1|DPER
OG0002411	CCAP1982_LOCUS243|CAD6991314.1|CCAP	LOC6594699|XP_002019626.1|DPER
OG0002412	CCAP1982_LOCUS4146|CAD6995429.1|CCAP	LOC113564953|XP_026840478.1|DPER
OG0002414	CCAP1982_LOCUS12880|CAD7004475.1|CCAP	LOC6601016|XP_002026138.1|DPER
OG0002415	CCAP1982_LOCUS816|CAD6991926.1|CCAP	LOC6591585|XP_026849369.1|DPER
OG0002416	CCAP1982_LOCUS10185|CAD7001695.1|CCAP	LOC6602018|XP_002027046.1|DPER
OG0002417	CCAP1982_LOCUS6629|CAD6998012.1|CCAP	LOC6595596|XP_002020944.1|DPER
OG0002418	CCAP1982_LOCUS4198|CAD6995482.1|CCAP	LOC6594368|XP_002019336.2|DPER
OG0002420	CCAP1982_LOCUS14977|CAD7006675.1|CCAP	LOC6601068|XP_002026092.1|DPER
OG0002421	CCAP1982_LOCUS409|CAD6991484.1|CCAP	LOC6592127|XP_002016834.1|DPER
OG0002422	CCAP1982_LOCUS875|CAD6991988.1|CCAP	LOC6592015|XP_026850864.1|DPER
OG0002423	CCAP1982_LOCUS13370|CAD7004994.1|CCAP	LOC6598976|XP_002024064.1|DPER
OG0002424	CCAP1982_LOCUS13321|CAD7004942.1|CCAP	LOC6602537|XP_002027566.1|DPER
OG0002426	CCAP1982_LOCUS10970|CAD7002481.1|CCAP	LOC6603285|XP_002028261.1|DPER
OG0002427	CCAP1982_LOCUS9720|CAD7001222.1|CCAP	LOC113566262|XP_026846901.1|DPER
OG0002429	CCAP1982_LOCUS10885|CAD7002393.1|CCAP	LOC6602727|XP_026849481.1|DPER
OG0002431	CCAP1982_LOCUS20518|CAD7012435.1|CCAP	LOC6592705|XP_002018508.1|DPER
OG0002433	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP	LOC6588132|XP_002012842.1|DPER
OG0002434	CCAP1982_LOCUS4179|CAD6995464.1|CCAP	LOC6591819|XP_002016790.2|DPER
OG0002436	CCAP1982_LOCUS20154|CAD7012052.1|CCAP	LOC6602093|XP_002027138.1|DPER
OG0002438	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP	LOC6600700|XP_026845169.1|DPER
OG0002439	CCAP1982_LOCUS6259|CAD6997623.1|CCAP	LOC6589624|XP_026844910.1|DPER, LOC113565886|XP_026845050.1|DPER
OG0002440	CCAP1982_LOCUS14196|CAD7005853.1|CCAP	LOC6598892|XP_002024097.2|DPER
OG0002441	CCAP1982_LOCUS19643|CAD7011555.1|CCAP	LOC6593090|XP_026841256.1|DPER
OG0002442	CCAP1982_LOCUS19410|CAD7011304.1|CCAP	LOC6590029|XP_002016208.1|DPER
OG0002444	CCAP1982_LOCUS20887|CAD7012785.1|CCAP	LOC6601638|XP_026841606.1|DPER
OG0002445	CCAP1982_LOCUS19776|CAD7011692.1|CCAP	LOC6592438|XP_002018011.2|DPER
OG0002446	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP	LOC6591202|XP_002016192.1|DPER
