Orthogroup	CCAP.longest_only	DSUB.longest_only
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC117901224|XP_034667789.1|DSUB, LOC117897499|XP_034662280.1|DSUB
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC117896873|XP_034661293.1|DSUB
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC117898263|XP_034663407.1|DSUB
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC117897212|XP_034661807.1|DSUB
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC117893537|XP_034656076.1|DSUB
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC117889988|XP_034650462.1|DSUB, LOC117889987|XP_034650461.1|DSUB
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC117894450|XP_034657439.1|DSUB
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC117894731|XP_034657816.1|DSUB
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC117893256|XP_034655712.1|DSUB
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC117895180|XP_034658534.1|DSUB
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC117893655|XP_034656237.1|DSUB
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC117899129|XP_034664813.1|DSUB
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC117893071|XP_034655377.1|DSUB
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC117898826|XP_034664387.1|DSUB, LOC117897751|XP_034662683.1|DSUB
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC117896961|XP_034661397.1|DSUB
OG0000569	CCAP1982_LOCUS4158|CAD6995441.1|CCAP	LOC117897571|XP_034662405.1|DSUB
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC117899079|XP_034664739.1|DSUB
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC117898942|XP_034664553.1|DSUB
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC117897446|XP_034662179.1|DSUB
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC117896912|XP_034661339.1|DSUB
OG0000572	CCAP1982_LOCUS1969|CAD6993143.1|CCAP	LOC117896508|XP_034660751.1|DSUB
OG0000572	CCAP1982_LOCUS1961|CAD6993135.1|CCAP	LOC117896459|XP_034660680.1|DSUB
OG0000573	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP	LOC117893063|XP_034655358.1|DSUB, LOC117891216|XP_034652449.1|DSUB
OG0000574	CCAP1982_LOCUS11934|CAD7003483.1|CCAP	LOC117893764|XP_034656395.1|DSUB
OG0000574	CCAP1982_LOCUS11936|CAD7003485.1|CCAP	LOC117897575|XP_034662418.1|DSUB
OG0000575	CCAP1982_LOCUS10756|CAD7002260.1|CCAP	LOC117894302|XP_034657158.1|DSUB
OG0000575	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP	LOC117895190|XP_034658559.1|DSUB
OG0000577	CCAP1982_LOCUS7692|CAD6999153.1|CCAP	LOC117902259|XP_034669408.1|DSUB, LOC117902660|XP_034670079.1|DSUB
OG0000578	CCAP1982_LOCUS5470|CAD6996797.1|CCAP	LOC117900003|XP_034666068.1|DSUB
OG0000578	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP	LOC117890379|XP_034651068.1|DSUB
OG0000579	CCAP1982_LOCUS7710|CAD6999173.1|CCAP	LOC117896769|XP_034661137.1|DSUB
OG0000579	CCAP1982_LOCUS14550|CAD7006224.1|CCAP	LOC117895766|XP_034659531.1|DSUB
OG0000580	CCAP1982_LOCUS596|CAD6991683.1|CCAP	LOC117899778|XP_034665941.1|DSUB, LOC117899779|XP_034665942.1|DSUB
OG0000581	CCAP1982_LOCUS4884|CAD6996193.1|CCAP	LOC117897689|XP_034662599.1|DSUB
OG0000582	CCAP1982_LOCUS20143|CAD7012040.1|CCAP	LOC117893420|XP_034655926.1|DSUB
OG0000582	CCAP1982_LOCUS20144|CAD7012042.1|CCAP	LOC117892553|XP_034654754.1|DSUB
OG0000583	CCAP1982_LOCUS22237|CAD7014234.1|CCAP	LOC117891598|XP_034653020.1|DSUB
OG0000585	CCAP1982_LOCUS11849|CAD7003391.1|CCAP	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000592	CCAP1982_LOCUS7094|CAD6998505.1|CCAP	LOC117890975|XP_034652004.1|DSUB, LOC117891576|XP_034652991.1|DSUB
OG0000593	CCAP1982_LOCUS290|CAD6991360.1|CCAP	LOC117896778|XP_034661145.1|DSUB, LOC117903075|XP_034670764.1|DSUB
OG0000594	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP	LOC117896295|XP_034660407.1|DSUB, LOC117898096|XP_034663166.1|DSUB
OG0000595	CCAP1982_LOCUS1188|CAD6992320.1|CCAP	LOC117899688|XP_034665772.1|DSUB
OG0000595	CCAP1982_LOCUS1912|CAD6993084.1|CCAP	LOC117896796|XP_034661183.1|DSUB
OG0000596	CCAP1982_LOCUS4258|CAD6995547.1|CCAP	LOC117899582|XP_034665589.1|DSUB
OG0000597	CCAP1982_LOCUS2271|CAD6993458.1|CCAP	LOC117897082|XP_034661611.1|DSUB
OG0000598	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP	LOC117896003|XP_034659890.1|DSUB
OG0000600	CCAP1982_LOCUS23106|CAD7015156.1|CCAP	LOC117890088|XP_034650637.1|DSUB
OG0000601	CCAP1982_LOCUS5577|CAD6996904.1|CCAP	LOC117900886|XP_034667306.1|DSUB, LOC117902109|XP_034669108.1|DSUB
OG0000602	CCAP1982_LOCUS6527|CAD6997909.1|CCAP	LOC117901788|XP_034668589.1|DSUB
OG0000602	CCAP1982_LOCUS6526|CAD6997908.1|CCAP	LOC117901833|XP_034668657.1|DSUB
OG0000603	CCAP1982_LOCUS8475|CAD6999970.1|CCAP	LOC117902791|XP_034670297.1|DSUB
OG0000604	CCAP1982_LOCUS8179|CAD6999649.1|CCAP	LOC117900813|XP_034667195.1|DSUB
OG0000604	CCAP1982_LOCUS8178|CAD6999648.1|CCAP	LOC117900814|XP_034667198.1|DSUB
OG0000605	CCAP1982_LOCUS7962|CAD6999438.1|CCAP	LOC117900080|XP_034666175.1|DSUB
OG0000607	CCAP1982_LOCUS588|CAD6991675.1|CCAP	LOC117897649|XP_034662515.1|DSUB, LOC117898354|XP_034663578.1|DSUB
OG0000608	CCAP1982_LOCUS21399|CAD7013330.1|CCAP	LOC117898179|XP_034663278.1|DSUB
OG0000610	CCAP1982_LOCUS11659|CAD7003197.1|CCAP	LOC117894067|XP_034656810.1|DSUB, LOC117890436|XP_034651157.1|DSUB
OG0000611	CCAP1982_LOCUS20406|CAD7012311.1|CCAP	LOC117891655|XP_034653098.1|DSUB, LOC117889862|XP_034650255.1|DSUB
OG0000615	CCAP1982_LOCUS1729|CAD6992894.1|CCAP	LOC117893503|XP_034656032.1|DSUB, LOC117898117|XP_034663196.1|DSUB
OG0000617	CCAP1982_LOCUS1174|CAD6992306.1|CCAP	LOC117896190|XP_034660171.1|DSUB
OG0000617	CCAP1982_LOCUS1175|CAD6992307.1|CCAP	LOC117899355|XP_034665218.1|DSUB
OG0000618	CCAP1982_LOCUS3215|CAD6994470.1|CCAP	LOC117899697|XP_034665791.1|DSUB
OG0000619	CCAP1982_LOCUS22996|CAD7015039.1|CCAP	LOC117892470|XP_034654614.1|DSUB
OG0000620	CCAP1982_LOCUS22364|CAD7014367.1|CCAP	LOC117903415|XP_034671321.1|DSUB
OG0000620	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP	LOC117894480|XP_034657473.1|DSUB
OG0000622	CCAP1982_LOCUS14996|CAD7006697.1|CCAP	LOC117894660|XP_034657725.1|DSUB, LOC117894157|XP_034656945.1|DSUB
OG0000623	CCAP1982_LOCUS12757|CAD7004341.1|CCAP	LOC117894704|XP_034657778.1|DSUB
OG0000623	CCAP1982_LOCUS12360|CAD7003938.1|CCAP	LOC117895609|XP_034659248.1|DSUB
OG0000624	CCAP1982_LOCUS21663|CAD7013611.1|CCAP	LOC117891636|XP_034653073.1|DSUB
OG0000625	CCAP1982_LOCUS10908|CAD7002417.1|CCAP	LOC117895500|XP_034659087.1|DSUB, LOC117895518|XP_034659113.1|DSUB
OG0000626	CCAP1982_LOCUS22251|CAD7014248.1|CCAP	LOC117889978|XP_034650450.1|DSUB
OG0000627	CCAP1982_LOCUS13245|CAD7004860.1|CCAP	LOC117894438|XP_034657395.1|DSUB
OG0000628	CCAP1982_LOCUS6489|CAD6997870.1|CCAP	LOC117901964|XP_034668835.1|DSUB, LOC117901746|XP_034668524.1|DSUB
OG0000629	CCAP1982_LOCUS7865|CAD6999338.1|CCAP	LOC117898001|XP_034663020.1|DSUB, LOC117902665|XP_034670086.1|DSUB
OG0000630	CCAP1982_LOCUS6300|CAD6997670.1|CCAP	LOC117900872|XP_034667287.1|DSUB
OG0000630	CCAP1982_LOCUS6298|CAD6997668.1|CCAP	LOC117901539|XP_034668220.1|DSUB
OG0000631	CCAP1982_LOCUS8412|CAD6999902.1|CCAP	LOC117900289|XP_034666492.1|DSUB
OG0000632	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP	LOC117900773|XP_034667145.1|DSUB, LOC117902747|XP_034670224.1|DSUB
OG0000634	CCAP1982_LOCUS19966|CAD7011857.1|CCAP	LOC117891797|XP_034653366.1|DSUB, LOC117890154|XP_034650736.1|DSUB
OG0000635	CCAP1982_LOCUS19400|CAD7011293.1|CCAP	LOC117891291|XP_034652575.1|DSUB, LOC117894878|XP_034658036.1|DSUB
OG0000639	CCAP1982_LOCUS14414|CAD7006080.1|CCAP	LOC117895870|XP_034659736.1|DSUB
OG0000642	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP	LOC117901048|XP_034667550.1|DSUB
OG0000643	CCAP1982_LOCUS2696|CAD6993903.1|CCAP	LOC117899258|XP_034665036.1|DSUB
OG0000644	CCAP1982_LOCUS7601|CAD6999054.1|CCAP	LOC117893633|XP_034656210.1|DSUB, LOC117893274|XP_034655731.1|DSUB
OG0000646	CCAP1982_LOCUS1477|CAD6992629.1|CCAP	LOC117896640|XP_034660977.1|DSUB, LOC117897928|XP_034662904.1|DSUB
OG0000650	CCAP1982_LOCUS11792|CAD7003332.1|CCAP	LOC117902990|XP_034670595.1|DSUB
OG0000651	CCAP1982_LOCUS13304|CAD7004921.1|CCAP	LOC117894146|XP_034656931.1|DSUB, LOC117892973|XP_034655204.1|DSUB
OG0000652	CCAP1982_LOCUS22325|CAD7014328.1|CCAP	LOC117891840|XP_034653481.1|DSUB
OG0000653	CCAP1982_LOCUS3695|CAD6994963.1|CCAP	LOC117898588|XP_034664023.1|DSUB, LOC117898585|XP_034664020.1|DSUB, LOC117898396|XP_034663645.1|DSUB
OG0000654	CCAP1982_LOCUS12923|CAD7004526.1|CCAP	LOC117894074|XP_034656821.1|DSUB
OG0000655	CCAP1982_LOCUS22605|CAD7014614.1|CCAP	LOC117892334|XP_034654377.1|DSUB
OG0000656	CCAP1982_LOCUS381|CAD6991456.1|CCAP	LOC117899271|XP_034665060.1|DSUB
OG0000657	CCAP1982_LOCUS6719|CAD6998105.1|CCAP	LOC117902372|XP_034669579.1|DSUB
OG0000660	CCAP1982_LOCUS20910|CAD7012810.1|CCAP	LOC117901555|XP_034668243.1|DSUB, LOC117900614|XP_034666929.1|DSUB, LOC117900616|XP_034666931.1|DSUB, LOC117900615|XP_034666930.1|DSUB, LOC117891191|XP_034652418.1|DSUB, LOC117900617|XP_034666932.1|DSUB
OG0000661	CCAP1982_LOCUS8780|CAD7000290.1|CCAP	LOC117893297|XP_034655763.1|DSUB, LOC117902430|XP_034669689.1|DSUB
OG0000662	CCAP1982_LOCUS11314|CAD7002845.1|CCAP	LOC117894923|XP_034658118.1|DSUB
OG0000662	CCAP1982_LOCUS11155|CAD7002672.1|CCAP	LOC117890277|XP_034650932.1|DSUB
OG0000665	CCAP1982_LOCUS654|CAD6991743.1|CCAP	LOC117898714|XP_034664222.1|DSUB
OG0000666	CCAP1982_LOCUS19703|CAD7011614.1|CCAP	LOC117891175|XP_034652390.1|DSUB
OG0000667	CCAP1982_LOCUS601|CAD6991688.1|CCAP	LOC117903132|XP_034670855.1|DSUB, LOC117899787|XP_034665953.1|DSUB
OG0000668	CCAP1982_LOCUS4197|CAD6995481.1|CCAP	LOC117897948|XP_034662939.1|DSUB
OG0000671	CCAP1982_LOCUS4225|CAD6995512.1|CCAP	LOC117897063|XP_034661550.1|DSUB
OG0000671	CCAP1982_LOCUS3971|CAD6995250.1|CCAP	LOC117897411|XP_034662129.1|DSUB
OG0000672	CCAP1982_LOCUS13691|CAD7005331.1|CCAP	LOC117898434|XP_034663721.1|DSUB
OG0000675	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP	LOC117901332|XP_034667931.1|DSUB
OG0000678	CCAP1982_LOCUS4210|CAD6995497.1|CCAP	LOC117899128|XP_034664811.1|DSUB, LOC117900971|XP_034667446.1|DSUB
OG0000683	CCAP1982_LOCUS2676|CAD6993882.1|CCAP	LOC117897028|XP_034661496.1|DSUB
OG0000684	CCAP1982_LOCUS1800|CAD6992968.1|CCAP	LOC117898170|XP_034663270.1|DSUB, LOC117899045|XP_034664695.1|DSUB
OG0000685	CCAP1982_LOCUS2796|CAD6994019.1|CCAP	LOC117899509|XP_034665451.1|DSUB
OG0000686	CCAP1982_LOCUS22639|CAD7014650.1|CCAP	LOC117890065|XP_034650595.1|DSUB
OG0000687	CCAP1982_LOCUS13133|CAD7004740.1|CCAP	LOC117895596|XP_034659237.1|DSUB
OG0000688	CCAP1982_LOCUS22352|CAD7014355.1|CCAP	LOC117890077|XP_034650622.1|DSUB
OG0000689	CCAP1982_LOCUS22767|CAD7014799.1|CCAP	LOC117891198|XP_034652425.1|DSUB, LOC117891197|XP_034652423.1|DSUB
OG0000691	CCAP1982_LOCUS11669|CAD7003209.1|CCAP	LOC117902416|XP_034669658.1|DSUB, LOC117893852|XP_034656511.1|DSUB
OG0000692	CCAP1982_LOCUS12234|CAD7003801.1|CCAP	LOC117894808|XP_034657933.1|DSUB
OG0000692	CCAP1982_LOCUS12235|CAD7003802.1|CCAP	LOC117894810|XP_034657936.1|DSUB
OG0000693	CCAP1982_LOCUS23258|CAD7015313.1|CCAP	LOC117900110|XP_034666228.1|DSUB
OG0000693	CCAP1982_LOCUS633|CAD6991720.1|CCAP	LOC117896746|XP_034661103.1|DSUB
OG0000695	CCAP1982_LOCUS8997|CAD7000519.1|CCAP	LOC117902352|XP_034669554.1|DSUB
OG0000695	CCAP1982_LOCUS8984|CAD7000506.1|CCAP	LOC117902351|XP_034669553.1|DSUB
OG0000696	CCAP1982_LOCUS8834|CAD7000352.1|CCAP	LOC117902820|XP_034670337.1|DSUB
OG0000697	CCAP1982_LOCUS6273|CAD6997638.1|CCAP	LOC117901739|XP_034668516.1|DSUB
OG0000698	CCAP1982_LOCUS8717|CAD7000225.1|CCAP	LOC117901857|XP_034668702.1|DSUB
OG0000699	CCAP1982_LOCUS6551|CAD6997933.1|CCAP	LOC117900964|XP_034667430.1|DSUB, LOC117898332|XP_034663546.1|DSUB
OG0000700	CCAP1982_LOCUS7365|CAD6998816.1|CCAP	LOC117901425|XP_034668053.1|DSUB, LOC117901655|XP_034668384.1|DSUB
OG0000701	CCAP1982_LOCUS22532|CAD7014531.1|CCAP	LOC117890426|XP_034651137.1|DSUB
OG0000702	CCAP1982_LOCUS883|CAD6991997.1|CCAP	LOC117898915|XP_034664514.1|DSUB, LOC117898913|XP_034664493.1|DSUB
OG0000703	CCAP1982_LOCUS7246|CAD6998688.1|CCAP	LOC117891886|XP_034653574.1|DSUB
OG0000705	CCAP1982_LOCUS12768|CAD7004352.1|CCAP	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB, LOC117893955|XP_034656638.1|DSUB
OG0000710	CCAP1982_LOCUS23336|CAD7015392.1|CCAP	LOC117896156|XP_034660126.1|DSUB, LOC117890590|XP_034651417.1|DSUB
OG0000712	CCAP1982_LOCUS637|CAD6991724.1|CCAP	LOC117896732|XP_034661087.1|DSUB, LOC117896729|XP_034661085.1|DSUB
OG0000713	CCAP1982_LOCUS23194|CAD7015244.1|CCAP	LOC117891754|XP_034653257.1|DSUB
OG0000715	CCAP1982_LOCUS14124|CAD7005776.1|CCAP	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB, LOC117900345|XP_034666578.1|DSUB
OG0000716	CCAP1982_LOCUS14228|CAD7005886.1|CCAP	LOC117894851|XP_034658001.1|DSUB, LOC117893439|XP_034655949.1|DSUB
OG0000717	CCAP1982_LOCUS13750|CAD7005390.1|CCAP	LOC117895620|XP_034659265.1|DSUB
OG0000719	CCAP1982_LOCUS12110|CAD7003673.1|CCAP	LOC117895873|XP_034659759.1|DSUB, LOC117893848|XP_034656506.1|DSUB
OG0000720	CCAP1982_LOCUS3915|CAD6995196.1|CCAP	LOC117898658|XP_034664124.1|DSUB
OG0000721	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP	LOC117900519|XP_034666805.1|DSUB, LOC117901989|XP_034668890.1|DSUB
OG0000722	CCAP1982_LOCUS21839|CAD7013819.1|CCAP	LOC117889754|XP_034650091.1|DSUB
OG0000723	CCAP1982_LOCUS22990|CAD7015033.1|CCAP	LOC117889792|XP_034650155.1|DSUB
OG0000723	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP	LOC117890225|XP_034650854.1|DSUB
OG0000726	CCAP1982_LOCUS4572|CAD6995871.1|CCAP	LOC117898248|XP_034663386.1|DSUB, LOC117896487|XP_034660718.1|DSUB
OG0000728	CCAP1982_LOCUS2587|CAD6993789.1|CCAP	LOC117899665|XP_034665740.1|DSUB
OG0000729	CCAP1982_LOCUS3800|CAD6995077.1|CCAP	LOC117896297|XP_034660409.1|DSUB, LOC117896296|XP_034660408.1|DSUB
OG0000730	CCAP1982_LOCUS11317|CAD7002848.1|CCAP	LOC117902590|XP_034669980.1|DSUB, LOC117895196|XP_034658568.1|DSUB
OG0000731	CCAP1982_LOCUS21712|CAD7013669.1|CCAP	LOC117895849|XP_034659704.1|DSUB, LOC117891664|XP_034653120.1|DSUB
OG0000732	CCAP1982_LOCUS11935|CAD7003484.1|CCAP	LOC117893767|XP_034656398.1|DSUB
OG0000733	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP	LOC117896947|XP_034661382.1|DSUB, LOC117895368|XP_034658846.1|DSUB
OG0000734	CCAP1982_LOCUS11177|CAD7002700.1|CCAP	LOC117892980|XP_034655215.1|DSUB
OG0000735	CCAP1982_LOCUS5622|CAD6996955.1|CCAP	LOC117900451|XP_034666714.1|DSUB
OG0000736	CCAP1982_LOCUS7876|CAD6999349.1|CCAP	LOC117900023|XP_034666101.1|DSUB, LOC117900024|XP_034666102.1|DSUB
OG0000737	CCAP1982_LOCUS21802|CAD7013779.1|CCAP	LOC117890944|XP_034651970.1|DSUB
OG0000739	CCAP1982_LOCUS4635|CAD6995933.1|CCAP	LOC117899793|XP_034665964.1|DSUB, LOC117897901|XP_034662870.1|DSUB
OG0000740	CCAP1982_LOCUS851|CAD6991963.1|CCAP	LOC117897065|XP_034661560.1|DSUB
OG0000743	CCAP1982_LOCUS12884|CAD7004479.1|CCAP	LOC117894681|XP_034657750.1|DSUB
OG0000744	CCAP1982_LOCUS20285|CAD7012184.1|CCAP	LOC117892533|XP_034654729.1|DSUB
OG0000746	CCAP1982_LOCUS7111|CAD6998524.1|CCAP	LOC117890324|XP_034651004.1|DSUB
OG0000747	CCAP1982_LOCUS14652|CAD7006330.1|CCAP	LOC117893898|XP_034656565.1|DSUB
OG0000747	CCAP1982_LOCUS14644|CAD7006322.1|CCAP	LOC117894858|XP_034658006.1|DSUB
OG0000750	CCAP1982_LOCUS5975|CAD6997343.1|CCAP	LOC117892635|XP_034654878.1|DSUB, LOC117897641|XP_034662508.1|DSUB
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP	LOC117898587|XP_034664022.1|DSUB
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC117897818|XP_034662759.1|DSUB, LOC117897819|XP_034662761.1|DSUB
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC117896830|XP_034661234.1|DSUB
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC117903266|XP_034671059.1|DSUB, LOC117899237|XP_034665002.1|DSUB, LOC117894852|XP_034657998.1|DSUB
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC117894802|XP_034657927.1|DSUB, LOC117894801|XP_034657925.1|DSUB
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC117894169|XP_034656962.1|DSUB, LOC117894168|XP_034656960.1|DSUB
OG0000760	CCAP1982_LOCUS23060|CAD7015107.1|CCAP	LOC117890672|XP_034651539.1|DSUB
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC117901372|XP_034667973.1|DSUB
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP	LOC117900081|XP_034666176.1|DSUB
OG0000763	CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC117900083|XP_034666179.1|DSUB
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC117897366|XP_034662045.1|DSUB, LOC117903883|XP_034672273.1|DSUB
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC117893833|XP_034656487.1|DSUB
OG0000768	CCAP1982_LOCUS13967|CAD7005608.1|CCAP	LOC117894686|XP_034657756.1|DSUB
OG0000770	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP	LOC117891196|XP_034652422.1|DSUB
OG0000771	CCAP1982_LOCUS11323|CAD7002853.1|CCAP	LOC117894925|XP_034658120.1|DSUB, LOC117894924|XP_034658119.1|DSUB
OG0000772	CCAP1982_LOCUS7245|CAD6998687.1|CCAP	LOC117891643|XP_034653081.1|DSUB, LOC117891889|XP_034653580.1|DSUB
OG0000773	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP	LOC117892610|XP_034654852.1|DSUB, LOC117897009|XP_034661466.1|DSUB
OG0000774	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP	LOC117891366|XP_034652693.1|DSUB
OG0000775	CCAP1982_LOCUS23219|CAD7015271.1|CCAP	LOC117891004|XP_034652052.1|DSUB, LOC117890594|XP_034651423.1|DSUB, LOC117892354|XP_034654450.1|DSUB
OG0000778	CCAP1982_LOCUS4113|CAD6995395.1|CCAP	LOC117893388|XP_034655874.1|DSUB, LOC117897412|XP_034662130.1|DSUB
OG0000785	CCAP1982_LOCUS2663|CAD6993869.1|CCAP	LOC117897562|XP_034662394.1|DSUB
OG0000786	CCAP1982_LOCUS1450|CAD6992600.1|CCAP	LOC117893800|XP_034656439.1|DSUB
OG0000786	CCAP1982_LOCUS1451|CAD6992602.1|CCAP	LOC117898451|XP_034663748.1|DSUB
OG0000787	CCAP1982_LOCUS11438|CAD7002975.1|CCAP	LOC117895215|XP_034658597.1|DSUB, LOC117890371|XP_034651062.1|DSUB
OG0000788	CCAP1982_LOCUS11851|CAD7003393.1|CCAP	LOC117895046|XP_034658315.1|DSUB
OG0000789	CCAP1982_LOCUS7762|CAD6999230.1|CCAP	LOC117901093|XP_034667611.1|DSUB, LOC117901504|XP_034668165.1|DSUB
OG0000790	CCAP1982_LOCUS7014|CAD6998414.1|CCAP	LOC117901664|XP_034668395.1|DSUB, LOC117901663|XP_034668393.1|DSUB
OG0000791	CCAP1982_LOCUS2495|CAD6993689.1|CCAP	LOC117900331|XP_034666560.1|DSUB, LOC117896441|XP_034660660.1|DSUB
OG0000792	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP	LOC117901144|XP_034667678.1|DSUB
OG0000793	CCAP1982_LOCUS1000|CAD6992116.1|CCAP	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB
OG0000797	CCAP1982_LOCUS4428|CAD6995722.1|CCAP	LOC117899245|XP_034665016.1|DSUB, LOC117899246|XP_034665017.1|DSUB
OG0000798	CCAP1982_LOCUS20568|CAD7012491.1|CCAP	LOC117892671|XP_034654955.1|DSUB, LOC117892670|XP_034654950.1|DSUB
OG0000799	CCAP1982_LOCUS23391|CAD7015450.1|CCAP	LOC117898088|XP_034663159.1|DSUB
OG0000800	CCAP1982_LOCUS12705|CAD7004285.1|CCAP	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB
OG0000801	CCAP1982_LOCUS20234|CAD7012137.1|CCAP	LOC117892090|XP_034653973.1|DSUB
OG0000802	CCAP1982_LOCUS12829|CAD7004420.1|CCAP	LOC117902832|XP_034670342.1|DSUB
OG0000803	CCAP1982_LOCUS7929|CAD6999403.1|CCAP	LOC117900221|XP_034666396.1|DSUB, LOC117892989|XP_034655232.1|DSUB
OG0000804	CCAP1982_LOCUS21024|CAD7012927.1|CCAP	LOC117890279|XP_034650931.1|DSUB, LOC117896970|XP_034661410.1|DSUB
OG0000805	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP	LOC117889713|XP_034650025.1|DSUB
OG0000806	CCAP1982_LOCUS8652|CAD7000159.1|CCAP	LOC117900639|XP_034666960.1|DSUB
