Orthogroup	CCAP.longest_only	DSUZ.longest_only
OG0000189	CCAP1982_LOCUS5974|CAD6997342.1|CCAP	LOC108019870|XP_036669590.1|DSUZ
OG0000190	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP	LOC108009243|XP_016928903.1|DSUZ
OG0000190	CCAP1982_LOCUS19909|CAD7011799.1|CCAP	LOC108008360|XP_016927686.1|DSUZ
OG0000191	CCAP1982_LOCUS22306|CAD7014304.1|CCAP	LOC108018031|XP_016940891.1|DSUZ, LOC108018034|XP_016940900.1|DSUZ
OG0000191	CCAP1982_LOCUS20861|CAD7012757.1|CCAP	LOC108009369|XP_016929162.1|DSUZ
OG0000192	CCAP1982_LOCUS14387|CAD7006052.1|CCAP	LOC108006707|XP_016925735.2|DSUZ, LOC108011267|XP_016931864.1|DSUZ
OG0000193	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP	LOC108012937|XP_016933961.1|DSUZ
OG0000196	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP	LOC108021589|XP_016945867.1|DSUZ
OG0000196	CCAP1982_LOCUS7526|CAD6998979.1|CCAP	LOC108021489|XP_016945721.1|DSUZ
OG0000196	CCAP1982_LOCUS7517|CAD6998970.1|CCAP	LOC108021623|XP_016945918.1|DSUZ
OG0000198	CCAP1982_LOCUS6820|CAD6998205.1|CCAP	LOC108019561|XP_016942887.1|DSUZ, LOC118877076|XP_036669853.1|DSUZ, LOC118876906|XP_036668966.1|DSUZ, LOC108008992|XP_016928424.1|DSUZ, LOC108017706|XP_016940303.1|DSUZ, LOC108017703|XP_016940301.1|DSUZ, LOC108017704|XP_016940302.2|DSUZ
OG0000199	CCAP1982_LOCUS23457|CAD7015518.1|CCAP, CCAP1982_LOCUS10693|CAD7002205.1|CCAP, CCAP1982_LOCUS10694|CAD7002206.1|CCAP, CCAP1982_LOCUS23455|CAD7015516.1|CCAP, CCAP1982_LOCUS10695|CAD7002207.1|CCAP, CCAP1982_LOCUS23456|CAD7015517.1|CCAP	LOC118876973|XP_036669595.1|DSUZ, LOC108008278|XP_016927557.2|DSUZ, LOC108008277|XP_036669064.1|DSUZ, LOC118876974|XP_036669597.1|DSUZ
OG0000200	CCAP1982_LOCUS40|CAD6991092.1|CCAP	LOC108007234|XP_016926360.2|DSUZ, LOC108007195|XP_036674160.1|DSUZ, LOC108007196|XP_036674166.1|DSUZ, LOC108007235|XP_016926361.2|DSUZ, LOC108020074|XP_036674161.1|DSUZ
OG0000201	CCAP1982_LOCUS3128|CAD6994375.1|CCAP	LOC108011010|XP_016931525.2|DSUZ
OG0000201	CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC108005595|XP_016924385.1|DSUZ
OG0000202	CCAP1982_LOCUS8517|CAD7000012.1|CCAP	LOC108006691|XP_016925719.1|DSUZ, LOC108006704|XP_016925733.2|DSUZ
OG0000203	CCAP1982_LOCUS21030|CAD7012933.1|CCAP	LOC108010185|XP_016930517.1|DSUZ, LOC108008429|XP_016927767.2|DSUZ, LOC108010184|XP_016930516.1|DSUZ
OG0000204	CCAP1982_LOCUS21749|CAD7013711.1|CCAP	LOC108008995|XP_016928428.1|DSUZ, LOC108012759|XP_016933681.1|DSUZ, LOC108012753|XP_016933676.1|DSUZ, LOC108012293|XP_016933084.2|DSUZ
OG0000205	CCAP1982_LOCUS4928|CAD6996245.1|CCAP	LOC108018727|XP_016941789.2|DSUZ
OG0000205	CCAP1982_LOCUS1221|CAD6992357.1|CCAP	LOC108020110|XP_036672751.1|DSUZ
OG0000206	CCAP1982_LOCUS20607|CAD7012524.1|CCAP	LOC108008674|XP_016928057.1|DSUZ
OG0000206	CCAP1982_LOCUS7801|CAD6999272.1|CCAP	LOC108007690|XP_016926907.1|DSUZ
OG0000206	CCAP1982_LOCUS20605|CAD7012522.1|CCAP	LOC108008612|XP_036669564.1|DSUZ
OG0000208	CCAP1982_LOCUS22429|CAD7014433.1|CCAP	LOC108017689|XP_016940287.1|DSUZ, LOC108017933|XP_016940615.2|DSUZ, LOC108017690|XP_016940288.1|DSUZ, LOC108017688|XP_016940286.1|DSUZ, LOC108017693|XP_016940291.2|DSUZ, LOC108017692|XP_016940290.1|DSUZ, LOC108017691|XP_016940289.1|DSUZ, LOC108017695|XP_016940292.2|DSUZ
OG0000212	CCAP1982_LOCUS8308|CAD6999787.1|CCAP	LOC108020434|XP_016944246.1|DSUZ
OG0000212	CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP	LOC108017530|XP_016940097.1|DSUZ
OG0000213	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP	LOC108005868|XP_016924733.1|DSUZ
OG0000213	CCAP1982_LOCUS22187|CAD7014181.1|CCAP	LOC118878606|XP_036677546.1|DSUZ, LOC108020699|XP_036670238.1|DSUZ
OG0000214	CCAP1982_LOCUS21439|CAD7013372.1|CCAP	LOC108015366|XP_016937272.1|DSUZ, LOC108017940|XP_016940658.1|DSUZ, LOC108020309|XP_016931377.1|DSUZ
OG0000215	CCAP1982_LOCUS13801|CAD7005441.1|CCAP	LOC108007767|XP_016927011.2|DSUZ, LOC108007762|XP_016927006.2|DSUZ
OG0000215	CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP	LOC108007769|XP_016927015.2|DSUZ
OG0000216	CCAP1982_LOCUS11821|CAD7003362.1|CCAP	LOC108013096|XP_016934228.1|DSUZ, LOC108006321|XP_016925312.1|DSUZ
OG0000219	CCAP1982_LOCUS23378|CAD7015436.1|CCAP	LOC108017755|XP_016940356.1|DSUZ
OG0000219	CCAP1982_LOCUS23381|CAD7015439.1|CCAP	LOC108017756|XP_016940357.1|DSUZ
OG0000219	CCAP1982_LOCUS23375|CAD7015433.1|CCAP	LOC108017752|XP_016940354.1|DSUZ
OG0000220	CCAP1982_LOCUS13251|CAD7004866.1|CCAP	LOC108012668|XP_016933584.2|DSUZ, LOC108012632|XP_016933544.1|DSUZ
OG0000220	CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP	LOC108012637|XP_016933549.2|DSUZ
OG0000221	CCAP1982_LOCUS23201|CAD7015252.1|CCAP	LOC108019787|XP_016943270.1|DSUZ
OG0000222	CCAP1982_LOCUS6043|CAD6997402.1|CCAP	LOC108018421|XP_016941469.1|DSUZ
OG0000222	CCAP1982_LOCUS6042|CAD6997401.1|CCAP	LOC108017632|XP_016940258.2|DSUZ
OG0000223	CCAP1982_LOCUS14924|CAD7006616.1|CCAP	LOC108006870|XP_016925931.1|DSUZ
OG0000223	CCAP1982_LOCUS11260|CAD7002787.1|CCAP	LOC108005910|XP_016924809.1|DSUZ, LOC118877249|XP_036670771.1|DSUZ
OG0000224	CCAP1982_LOCUS23341|CAD7015398.1|CCAP	LOC108017844|XP_016940488.1|DSUZ
OG0000224	CCAP1982_LOCUS22834|CAD7014870.1|CCAP	LOC108009197|XP_016928844.1|DSUZ
OG0000225	CCAP1982_LOCUS407|CAD6991482.1|CCAP	LOC108005706|XP_016924522.2|DSUZ
OG0000225	CCAP1982_LOCUS406|CAD6991481.1|CCAP	LOC108020651|XP_016944497.2|DSUZ, LOC108020653|XP_016944499.2|DSUZ
OG0000226	CCAP1982_LOCUS12122|CAD7003685.1|CCAP	LOC108013218|XP_016934433.1|DSUZ
OG0000226	CCAP1982_LOCUS12123|CAD7003686.1|CCAP, CCAP1982_LOCUS12124|CAD7003687.1|CCAP, CCAP1982_LOCUS12125|CAD7003688.1|CCAP, CCAP1982_LOCUS12126|CAD7003689.1|CCAP, CCAP1982_LOCUS12127|CAD7003690.1|CCAP	LOC108013220|XP_016934436.1|DSUZ
OG0000228	CCAP1982_LOCUS4131|CAD6995414.1|CCAP	LOC108017579|XP_016940156.1|DSUZ
OG0000229	CCAP1982_LOCUS2662|CAD6993866.1|CCAP	LOC108020148|XP_036673516.1|DSUZ
OG0000229	CCAP1982_LOCUS662|CAD6991751.1|CCAP	LOC108018365|XP_036672880.1|DSUZ
OG0000230	CCAP1982_LOCUS22778|CAD7014810.1|CCAP, CCAP1982_LOCUS22773|CAD7014805.1|CCAP, CCAP1982_LOCUS22776|CAD7014808.1|CCAP, CCAP1982_LOCUS22774|CAD7014806.1|CCAP, CCAP1982_LOCUS22775|CAD7014807.1|CCAP	LOC108008231|XP_036668929.1|DSUZ
OG0000232	CCAP1982_LOCUS10073|CAD7001579.1|CCAP	LOC108007357|XP_016926497.2|DSUZ
OG0000232	CCAP1982_LOCUS10072|CAD7001578.1|CCAP	LOC108017880|XP_016940532.1|DSUZ, LOC108017882|XP_016940534.1|DSUZ
OG0000233	CCAP1982_LOCUS1537|CAD6992692.1|CCAP, CCAP1982_LOCUS1509|CAD6992664.1|CCAP	LOC108015510|XP_016937457.1|DSUZ
OG0000233	CCAP1982_LOCUS1504|CAD6992659.1|CCAP	LOC108010836|XP_016931293.2|DSUZ, LOC108010841|XP_036675358.1|DSUZ
OG0000234	CCAP1982_LOCUS21986|CAD7013977.1|CCAP	LOC108008160|XP_016927438.1|DSUZ, LOC108008979|XP_016928411.1|DSUZ
OG0000235	CCAP1982_LOCUS159|CAD6991221.1|CCAP	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ
OG0000235	CCAP1982_LOCUS158|CAD6991220.1|CCAP	LOC108010869|XP_016931337.2|DSUZ, LOC108010856|XP_036675655.1|DSUZ
OG0000237	CCAP1982_LOCUS22769|CAD7014801.1|CCAP	LOC108018159|XP_016941119.1|DSUZ, LOC108006856|XP_016925913.1|DSUZ, LOC108007701|XP_016926933.1|DSUZ
OG0000238	CCAP1982_LOCUS8003|CAD6999479.1|CCAP, CCAP1982_LOCUS8002|CAD6999478.1|CCAP	LOC108020523|XP_016944361.1|DSUZ, LOC108020500|XP_036671102.1|DSUZ
OG0000238	CCAP1982_LOCUS8001|CAD6999477.1|CCAP	LOC108020548|XP_016944384.1|DSUZ
OG0000239	CCAP1982_LOCUS4796|CAD6996096.1|CCAP	LOC108012089|XP_036674188.1|DSUZ, LOC108014112|XP_016935626.1|DSUZ
OG0000240	CCAP1982_LOCUS792|CAD6991902.1|CCAP	LOC108019290|XP_016942596.2|DSUZ
OG0000240	CCAP1982_LOCUS799|CAD6991910.1|CCAP	LOC108019247|XP_036673832.1|DSUZ
OG0000240	CCAP1982_LOCUS8|CAD6991059.1|CCAP	LOC108016052|XP_016938134.1|DSUZ
OG0000241	CCAP1982_LOCUS13490|CAD7005128.1|CCAP	LOC108011377|XP_036670568.1|DSUZ, LOC108005670|XP_016924480.2|DSUZ
OG0000243	CCAP1982_LOCUS12341|CAD7003915.1|CCAP, CCAP1982_LOCUS9038|CAD7000562.1|CCAP, CCAP1982_LOCUS9030|CAD7000554.1|CCAP, CCAP1982_LOCUS9029|CAD7000553.1|CCAP, CCAP1982_LOCUS5375|CAD6996691.1|CCAP	LOC108016031|XP_016938115.2|DSUZ, LOC108016029|XP_016938113.1|DSUZ, LOC118877210|XP_036670471.1|DSUZ, LOC108014017|XP_016935513.1|DSUZ
OG0000244	CCAP1982_LOCUS1078|CAD6992206.1|CCAP	LOC108017213|XP_016939700.2|DSUZ, LOC108017210|XP_016939696.2|DSUZ, LOC108017220|XP_016939705.2|DSUZ
OG0000246	CCAP1982_LOCUS20131|CAD7012025.1|CCAP, CCAP1982_LOCUS20129|CAD7012023.1|CCAP, CCAP1982_LOCUS20130|CAD7012024.1|CCAP	LOC108009340|XP_016929115.1|DSUZ
OG0000247	CCAP1982_LOCUS10826|CAD7002340.1|CCAP	LOC108013591|XP_016935008.2|DSUZ, LOC108012386|XP_016933231.1|DSUZ
OG0000248	CCAP1982_LOCUS12822|CAD7004411.1|CCAP	LOC108015551|XP_016937520.2|DSUZ
OG0000248	CCAP1982_LOCUS12823|CAD7004413.1|CCAP	LOC108010494|XP_016930855.2|DSUZ, LOC108008665|XP_016928045.1|DSUZ
OG0000249	CCAP1982_LOCUS6727|CAD6998115.1|CCAP	LOC108021585|XP_016945859.1|DSUZ
OG0000249	CCAP1982_LOCUS6728|CAD6998116.1|CCAP	LOC108021584|XP_016945858.1|DSUZ, LOC108021583|XP_016945857.1|DSUZ
OG0000250	CCAP1982_LOCUS6732|CAD6998121.1|CCAP, CCAP1982_LOCUS6739|CAD6998128.1|CCAP	LOC108011975|XP_016932726.1|DSUZ
OG0000250	CCAP1982_LOCUS6737|CAD6998126.1|CCAP	LOC108011983|XP_016932740.1|DSUZ
OG0000252	CCAP1982_LOCUS21368|CAD7013297.1|CCAP	LOC108008689|XP_016928071.1|DSUZ
OG0000252	CCAP1982_LOCUS21370|CAD7013299.1|CCAP	LOC118876995|XP_036669686.1|DSUZ, LOC108010237|XP_036669680.1|DSUZ
OG0000252	CCAP1982_LOCUS21369|CAD7013298.1|CCAP	LOC108008695|XP_016928080.1|DSUZ
OG0000255	CCAP1982_LOCUS20050|CAD7011939.1|CCAP, CCAP1982_LOCUS20046|CAD7011934.1|CCAP, CCAP1982_LOCUS20059|CAD7011948.1|CCAP, CCAP1982_LOCUS20054|CAD7011943.1|CCAP, CCAP1982_LOCUS20058|CAD7011947.1|CCAP	LOC108009232|XP_016928886.1|DSUZ
OG0000255	CCAP1982_LOCUS20060|CAD7011949.1|CCAP, CCAP1982_LOCUS20047|CAD7011935.1|CCAP, CCAP1982_LOCUS20055|CAD7011944.1|CCAP, CCAP1982_LOCUS20051|CAD7011940.1|CCAP	LOC108009231|XP_016928882.1|DSUZ
OG0000256	CCAP1982_LOCUS23043|CAD7015089.1|CCAP	LOC108018120|XP_016941048.1|DSUZ
OG0000256	CCAP1982_LOCUS23051|CAD7015097.1|CCAP	LOC108018182|XP_016941171.1|DSUZ
OG0000257	CCAP1982_LOCUS20168|CAD7012068.1|CCAP	LOC108008876|XP_016928270.1|DSUZ, LOC108008450|XP_016927793.1|DSUZ
OG0000260	CCAP1982_LOCUS20778|CAD7012671.1|CCAP, CCAP1982_LOCUS20779|CAD7012672.1|CCAP, CCAP1982_LOCUS405|CAD6991480.1|CCAP	LOC108019768|XP_016943222.2|DSUZ, LOC108020641|XP_016944485.1|DSUZ, LOC108019764|XP_016943217.1|DSUZ
OG0000261	CCAP1982_LOCUS8079|CAD6999559.1|CCAP	LOC108014927|XP_016936640.1|DSUZ, LOC108014959|XP_016936672.1|DSUZ, LOC108014938|XP_016936651.1|DSUZ
OG0000262	CCAP1982_LOCUS12893|CAD7004491.1|CCAP	LOC108012292|XP_036672345.1|DSUZ
OG0000262	CCAP1982_LOCUS23108|CAD7015158.1|CCAP	LOC108018179|XP_016941168.2|DSUZ, LOC108018174|XP_016941161.1|DSUZ
OG0000263	CCAP1982_LOCUS21272|CAD7013201.1|CCAP	LOC108009573|XP_016929529.1|DSUZ
OG0000263	CCAP1982_LOCUS12530|CAD7004109.1|CCAP	LOC108012440|XP_016933296.1|DSUZ
OG0000264	CCAP1982_LOCUS3654|CAD6994921.1|CCAP	LOC108012146|XP_036675535.1|DSUZ
OG0000267	CCAP1982_LOCUS1124|CAD6992254.1|CCAP	LOC108017225|XP_036675565.1|DSUZ
OG0000267	CCAP1982_LOCUS1123|CAD6992253.1|CCAP	LOC108017224|XP_036675628.1|DSUZ
OG0000268	CCAP1982_LOCUS3382|CAD6994647.1|CCAP	LOC118878060|XP_036675141.1|DSUZ, LOC108014362|XP_016935942.1|DSUZ
OG0000269	CCAP1982_LOCUS4016|CAD6995297.1|CCAP	LOC108014868|XP_016936572.2|DSUZ
OG0000269	CCAP1982_LOCUS307|CAD6991379.1|CCAP, CCAP1982_LOCUS308|CAD6991380.1|CCAP	LOC108020662|XP_036673422.1|DSUZ, LOC118877682|XP_036673290.1|DSUZ, LOC108020611|XP_016944449.2|DSUZ, LOC108020610|XP_036673289.1|DSUZ, LOC108020647|XP_016944493.2|DSUZ
OG0000270	CCAP1982_LOCUS23356|CAD7015413.1|CCAP	LOC108008569|XP_016927932.1|DSUZ
OG0000271	CCAP1982_LOCUS6272|CAD6997637.1|CCAP	LOC108011908|XP_016932647.1|DSUZ
OG0000272	CCAP1982_LOCUS12071|CAD7003632.1|CCAP	LOC108006836|XP_036671410.1|DSUZ
OG0000272	CCAP1982_LOCUS10300|CAD7001809.1|CCAP	LOC108020400|XP_016944174.2|DSUZ
OG0000273	CCAP1982_LOCUS5117|CAD6996445.1|CCAP	LOC108021076|XP_016945078.1|DSUZ
OG0000273	CCAP1982_LOCUS1020|CAD6992141.1|CCAP	LOC118878084|XP_036675245.1|DSUZ, LOC108016361|XP_016938483.2|DSUZ
OG0000274	CCAP1982_LOCUS19962|CAD7011853.1|CCAP, CCAP1982_LOCUS19963|CAD7011854.1|CCAP, CCAP1982_LOCUS19964|CAD7011855.1|CCAP, CCAP1982_LOCUS20649|CAD7012564.1|CCAP, CCAP1982_LOCUS20651|CAD7012566.1|CCAP, CCAP1982_LOCUS20650|CAD7012565.1|CCAP	LOC108009723|XP_016929794.1|DSUZ, LOC108009529|XP_016929454.1|DSUZ, LOC108019663|XP_016943043.1|DSUZ
OG0000275	CCAP1982_LOCUS11118|CAD7002634.1|CCAP, CCAP1982_LOCUS2867|CAD6994098.1|CCAP, CCAP1982_LOCUS6310|CAD6997679.1|CCAP, CCAP1982_LOCUS9093|CAD7000619.1|CCAP, CCAP1982_LOCUS5782|CAD6997137.1|CCAP	LOC118878640|XP_036677578.1|DSUZ, LOC108007324|XP_036677457.1|DSUZ, LOC118878720|XP_036677635.1|DSUZ
OG0000276	CCAP1982_LOCUS20347|CAD7012251.1|CCAP	LOC108015660|XP_036673856.1|DSUZ
OG0000276	CCAP1982_LOCUS20345|CAD7012249.1|CCAP, CCAP1982_LOCUS9237|CAD7000762.1|CCAP, CCAP1982_LOCUS12976|CAD7004581.1|CCAP, CCAP1982_LOCUS20350|CAD7012254.1|CCAP, CCAP1982_LOCUS15025|CAD7006726.1|CCAP, CCAP1982_LOCUS21566|CAD7013506.1|CCAP, CCAP1982_LOCUS20346|CAD7012250.1|CCAP, CCAP1982_LOCUS20348|CAD7012252.1|CCAP, CCAP1982_LOCUS966|CAD6992086.1|CCAP, CCAP1982_LOCUS964|CAD6992084.1|CCAP, CCAP1982_LOCUS963|CAD6992083.1|CCAP, CCAP1982_LOCUS965|CAD6992085.1|CCAP, CCAP1982_LOCUS961|CAD6992081.1|CCAP, CCAP1982_LOCUS41|CAD6991094.1|CCAP, CCAP1982_LOCUS960|CAD6992080.1|CCAP, CCAP1982_LOCUS11457|CAD7002994.1|CCAP, CCAP1982_LOCUS20349|CAD7012253.1|CCAP, CCAP1982_LOCUS20327|CAD7012229.1|CCAP	LOC108009865|XP_016930056.1|DSUZ, LOC108009994|XP_016930262.1|DSUZ, LOC108009277|XP_016928982.1|DSUZ, LOC108018044|XP_016940922.1|DSUZ
OG0000277	CCAP1982_LOCUS2917|CAD6994151.1|CCAP	LOC108005018|XP_016923642.1|DSUZ, LOC118877941|XP_036674517.1|DSUZ, LOC108016174|XP_036673093.1|DSUZ, LOC118877940|XP_036674515.1|DSUZ, LOC108013997|XP_016935496.2|DSUZ, LOC108016175|XP_036673098.1|DSUZ
OG0000279	CCAP1982_LOCUS11229|CAD7002755.1|CCAP, CCAP1982_LOCUS11228|CAD7002754.1|CCAP	LOC108012503|XP_016933400.1|DSUZ, LOC108013572|XP_016934982.1|DSUZ
OG0000280	CCAP1982_LOCUS12868|CAD7004462.1|CCAP, CCAP1982_LOCUS12865|CAD7004459.1|CCAP	LOC108017022|XP_016939467.2|DSUZ, LOC108017032|XP_016939474.2|DSUZ, LOC108010664|XP_016931053.2|DSUZ
OG0000281	CCAP1982_LOCUS14794|CAD7006477.1|CCAP	LOC108013401|XP_016934744.1|DSUZ, LOC108019014|XP_016942117.1|DSUZ, LOC108015079|XP_016936806.1|DSUZ
OG0000282	CCAP1982_LOCUS12266|CAD7003833.1|CCAP, CCAP1982_LOCUS12264|CAD7003831.1|CCAP	LOC108011826|XP_036671172.1|DSUZ, LOC108014924|XP_016936634.1|DSUZ
OG0000282	CCAP1982_LOCUS12261|CAD7003828.1|CCAP	LOC108011843|XP_016932570.2|DSUZ
OG0000283	CCAP1982_LOCUS19441|CAD7011336.1|CCAP	LOC108008849|XP_016928244.1|DSUZ
OG0000283	CCAP1982_LOCUS3426|CAD6994691.1|CCAP	LOC108016125|XP_016938219.2|DSUZ
OG0000284	CCAP1982_LOCUS5966|CAD6997332.1|CCAP	LOC108020879|XP_036673367.1|DSUZ
OG0000284	CCAP1982_LOCUS5995|CAD6997362.1|CCAP, CCAP1982_LOCUS5953|CAD6997319.1|CCAP, CCAP1982_LOCUS5957|CAD6997323.1|CCAP, CCAP1982_LOCUS5956|CAD6997322.1|CCAP, CCAP1982_LOCUS9430|CAD7000957.1|CCAP	LOC108012104|XP_036678671.1|DSUZ
OG0000285	CCAP1982_LOCUS21942|CAD7013928.1|CCAP	LOC108018147|XP_016941100.1|DSUZ
OG0000285	CCAP1982_LOCUS21941|CAD7013927.1|CCAP, CCAP1982_LOCUS21935|CAD7013922.1|CCAP	LOC108018148|XP_016941101.1|DSUZ
OG0000286	CCAP1982_LOCUS6044|CAD6997403.1|CCAP	LOC118877072|XP_036669848.1|DSUZ
OG0000286	CCAP1982_LOCUS6041|CAD6997400.1|CCAP	LOC108018391|XP_036669862.1|DSUZ
OG0000286	CCAP1982_LOCUS6046|CAD6997405.1|CCAP	LOC108018400|XP_016941448.1|DSUZ
OG0000288	CCAP1982_LOCUS6603|CAD6997987.1|CCAP, CCAP1982_LOCUS6604|CAD6997988.1|CCAP	LOC108012549|XP_016933837.1|DSUZ, LOC108014283|XP_016936208.2|DSUZ, LOC108011629|XP_016932685.1|DSUZ, LOC108010738|XP_016931543.1|DSUZ
OG0000289	CCAP1982_LOCUS12905|CAD7004506.1|CCAP	LOC108020188|XP_016943784.2|DSUZ
OG0000289	CCAP1982_LOCUS12469|CAD7004044.1|CCAP	LOC118877273|XP_036671075.1|DSUZ
OG0000289	CCAP1982_LOCUS12479|CAD7004054.1|CCAP	LOC108020189|XP_036672179.1|DSUZ
OG0000292	CCAP1982_LOCUS19738|CAD7011652.1|CCAP	LOC108009488|XP_016929369.1|DSUZ
OG0000292	CCAP1982_LOCUS14548|CAD7006222.1|CCAP	LOC108020839|XP_016944712.1|DSUZ
OG0000293	CCAP1982_LOCUS1805|CAD6992974.1|CCAP	LOC108007410|XP_016926552.1|DSUZ
OG0000293	CCAP1982_LOCUS1818|CAD6992987.1|CCAP	LOC108007849|XP_016927100.1|DSUZ
OG0000294	CCAP1982_LOCUS9357|CAD7000883.1|CCAP, CCAP1982_LOCUS9356|CAD7000882.1|CCAP	LOC108015997|XP_036668756.1|DSUZ
OG0000297	CCAP1982_LOCUS20965|CAD7012866.1|CCAP, CCAP1982_LOCUS20966|CAD7012867.1|CCAP, CCAP1982_LOCUS20964|CAD7012865.1|CCAP	LOC108019687|XP_016943068.1|DSUZ, LOC108019688|XP_016943069.1|DSUZ
OG0000299	CCAP1982_LOCUS2375|CAD6993563.1|CCAP	LOC118878583|XP_036677506.1|DSUZ, LOC108020225|XP_036673715.1|DSUZ
OG0000299	CCAP1982_LOCUS2378|CAD6993566.1|CCAP, CCAP1982_LOCUS2379|CAD6993567.1|CCAP	LOC108020251|XP_036673722.1|DSUZ, LOC118878584|XP_036677508.1|DSUZ, LOC108020220|XP_036677522.1|DSUZ, LOC118877778|XP_036673721.1|DSUZ
OG0000300	CCAP1982_LOCUS14184|CAD7005840.1|CCAP, CCAP1982_LOCUS14186|CAD7005842.1|CCAP	LOC108010491|XP_036671522.1|DSUZ, LOC108010525|XP_016930889.2|DSUZ, LOC108017647|XP_016940246.2|DSUZ
OG0000301	CCAP1982_LOCUS10127|CAD7001633.1|CCAP	LOC108020419|XP_016944213.1|DSUZ
OG0000301	CCAP1982_LOCUS8306|CAD6999785.1|CCAP	LOC108020445|XP_016944259.1|DSUZ
OG0000302	CCAP1982_LOCUS10823|CAD7002335.1|CCAP	LOC108012444|XP_016933302.1|DSUZ
OG0000302	CCAP1982_LOCUS11854|CAD7003397.1|CCAP	LOC108013395|XP_016934734.1|DSUZ
OG0000303	CCAP1982_LOCUS9710|CAD7001212.1|CCAP	LOC108014013|XP_016935510.1|DSUZ, LOC108004857|XP_016923428.1|DSUZ, LOC108018939|XP_016942025.1|DSUZ
OG0000304	CCAP1982_LOCUS899|CAD6992014.1|CCAP	LOC108010843|XP_016931301.1|DSUZ, LOC108010845|XP_016931304.2|DSUZ, LOC108010844|XP_016931303.1|DSUZ
OG0000305	CCAP1982_LOCUS13487|CAD7005125.1|CCAP	LOC108014901|XP_016936611.2|DSUZ
OG0000305	CCAP1982_LOCUS13486|CAD7005124.1|CCAP	LOC118877435|XP_036672131.1|DSUZ
OG0000305	CCAP1982_LOCUS13485|CAD7005123.1|CCAP	LOC108011370|XP_016931975.2|DSUZ
OG0000307	CCAP1982_LOCUS4947|CAD6996264.1|CCAP	LOC108018618|XP_036673596.1|DSUZ
OG0000307	CCAP1982_LOCUS2700|CAD6993908.1|CCAP	LOC108019524|XP_016942840.1|DSUZ
OG0000312	CCAP1982_LOCUS5594|CAD6996924.1|CCAP	LOC108019327|XP_036671212.1|DSUZ
OG0000312	CCAP1982_LOCUS8736|CAD7000244.1|CCAP	LOC108021079|XP_036673077.1|DSUZ
OG0000313	CCAP1982_LOCUS6026|CAD6997385.1|CCAP	LOC108016347|XP_016938473.1|DSUZ
OG0000313	CCAP1982_LOCUS6027|CAD6997386.1|CCAP	LOC108021445|XP_016945659.1|DSUZ, LOC108021501|XP_016945743.1|DSUZ
OG0000314	CCAP1982_LOCUS7021|CAD6998421.1|CCAP	LOC108021561|XP_016945823.2|DSUZ
OG0000315	CCAP1982_LOCUS9179|CAD7000706.1|CCAP	LOC118876967|XP_036669546.1|DSUZ, LOC108012648|XP_016933566.1|DSUZ, LOC118878176|XP_036675796.1|DSUZ, LOC108008165|XP_036669504.1|DSUZ, LOC108005001|XP_016923626.1|DSUZ
OG0000316	CCAP1982_LOCUS21932|CAD7013919.1|CCAP	LOC108017894|XP_016940553.1|DSUZ
OG0000318	CCAP1982_LOCUS12668|CAD7004248.1|CCAP	LOC118879700|XP_036678491.1|DSUZ, LOC108015464|XP_016937384.2|DSUZ, LOC108015461|XP_016937382.2|DSUZ
OG0000320	CCAP1982_LOCUS3506|CAD6994775.1|CCAP	LOC108006465|XP_016925477.1|DSUZ, LOC108010153|XP_016930480.1|DSUZ, LOC118877926|XP_036674396.1|DSUZ, LOC108020854|XP_016944730.1|DSUZ
OG0000321	CCAP1982_LOCUS5968|CAD6997334.1|CCAP	LOC108011456|XP_036668979.1|DSUZ
OG0000321	CCAP1982_LOCUS6789|CAD6998173.1|CCAP	LOC108011480|XP_016932121.1|DSUZ
OG0000323	CCAP1982_LOCUS7856|CAD6999329.1|CCAP	LOC108021444|XP_016945654.1|DSUZ
OG0000323	CCAP1982_LOCUS2694|CAD6993901.1|CCAP	LOC108020638|XP_016944480.2|DSUZ
OG0000324	CCAP1982_LOCUS20550|CAD7012470.1|CCAP, CCAP1982_LOCUS20551|CAD7012471.1|CCAP	LOC108019827|XP_016943333.1|DSUZ
OG0000325	CCAP1982_LOCUS14564|CAD7006238.1|CCAP	LOC108020752|XP_016944617.1|DSUZ, LOC118877538|XP_036672488.1|DSUZ
