Orthogroup	CCAP.longest_only	AAEG.longest_only
OG0001719	CCAP1982_LOCUS4010|CAD6995291.1|CCAP	LOC5579075|XP_021694078.1|AAEG
OG0001720	CCAP1982_LOCUS3510|CAD6994779.1|CCAP	LOC5576117|XP_001662463.2|AAEG
OG0001721	CCAP1982_LOCUS1308|CAD6992451.1|CCAP	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG
OG0001722	CCAP1982_LOCUS12343|CAD7003918.1|CCAP	LOC5571453|XP_021695480.1|AAEG
OG0001723	CCAP1982_LOCUS7234|CAD6998674.1|CCAP	LOC5571265|XP_001653563.1|AAEG
OG0001724	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP, CCAP1982_LOCUS22211|CAD7014208.1|CCAP	LOC5579032|XP_021695970.1|AAEG
OG0001725	CCAP1982_LOCUS22376|CAD7014381.1|CCAP, CCAP1982_LOCUS21441|CAD7013376.1|CCAP, CCAP1982_LOCUS21440|CAD7013373.1|CCAP	LOC5568472|XP_021696007.1|AAEG
OG0001726	CCAP1982_LOCUS11726|CAD7003264.1|CCAP	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG
OG0001727	CCAP1982_LOCUS2281|CAD6993469.1|CCAP	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG
OG0001728	CCAP1982_LOCUS22945|CAD7014987.1|CCAP	LOC5570509|XP_001659196.2|AAEG
OG0001729	CCAP1982_LOCUS7198|CAD6998625.1|CCAP	LOC5570505|XP_001659192.2|AAEG
OG0001730	CCAP1982_LOCUS193|CAD6991260.1|CCAP	LOC5569450|XP_021696659.1|AAEG
OG0001731	CCAP1982_LOCUS23133|CAD7015181.1|CCAP	LOC23687490|XP_021696706.1|AAEG
OG0001732	CCAP1982_LOCUS9007|CAD7000529.1|CCAP	LOC110675629|XP_021696818.1|AAEG
OG0001733	CCAP1982_LOCUS21900|CAD7013885.1|CCAP	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG
OG0001734	CCAP1982_LOCUS7214|CAD6998646.1|CCAP	LOC5565228|XP_021696985.1|AAEG
OG0001735	CCAP1982_LOCUS13005|CAD7004610.1|CCAP	LOC5579981|XP_001658609.2|AAEG
OG0001736	CCAP1982_LOCUS23040|CAD7015086.1|CCAP	LOC5578900|XP_001664110.1|AAEG
OG0001737	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG
OG0001738	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP	LOC5576851|XP_021697531.1|AAEG
OG0001739	CCAP1982_LOCUS21707|CAD7013664.1|CCAP	LOC5575248|XP_001655655.1|AAEG
OG0001740	CCAP1982_LOCUS7101|CAD6998513.1|CCAP	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG
OG0001742	CCAP1982_LOCUS21237|CAD7013166.1|CCAP	LOC5576166|XP_001662518.1|AAEG
OG0001743	CCAP1982_LOCUS14921|CAD7006613.1|CCAP	LOC5576175|XP_021697664.1|AAEG
OG0001744	CCAP1982_LOCUS21824|CAD7013804.1|CCAP	LOC5573987|XP_021697960.1|AAEG
OG0001746	CCAP1982_LOCUS13250|CAD7004865.1|CCAP	LOC5564250|XP_001648596.1|AAEG
OG0001747	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP	LOC5564305|XP_021698368.1|AAEG
OG0001748	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP	LOC110676122|XP_021698446.1|AAEG
OG0001749	CCAP1982_LOCUS22821|CAD7014854.1|CCAP	LOC5572527|XP_001654051.1|AAEG
OG0001750	CCAP1982_LOCUS22822|CAD7014855.1|CCAP	LOC5572528|XP_021698705.1|AAEG
OG0001751	CCAP1982_LOCUS12027|CAD7003579.1|CCAP	LOC5574043|XP_021698767.1|AAEG
OG0001752	CCAP1982_LOCUS10906|CAD7002415.1|CCAP	LOC110676202|XP_021698832.1|AAEG
OG0001753	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP	LOC5566011|XP_021698869.1|AAEG
OG0001754	CCAP1982_LOCUS22326|CAD7014329.1|CCAP	LOC5575704|XP_021699108.1|AAEG
OG0001755	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP	LOC5565278|XP_021699140.1|AAEG
OG0001756	CCAP1982_LOCUS22645|CAD7014657.1|CCAP	LOC5577289|XP_021699173.1|AAEG
OG0001757	CCAP1982_LOCUS23262|CAD7015317.1|CCAP, CCAP1982_LOCUS23263|CAD7015318.1|CCAP	LOC5572865|XP_001660624.1|AAEG
OG0001758	CCAP1982_LOCUS13872|CAD7005512.1|CCAP	LOC5579195|XP_021699414.1|AAEG
OG0001759	CCAP1982_LOCUS23316|CAD7015372.1|CCAP, CCAP1982_LOCUS23315|CAD7015371.1|CCAP	LOC5575922|XP_021699452.1|AAEG
OG0001760	CCAP1982_LOCUS21651|CAD7013597.1|CCAP	LOC5566072|XP_001650438.2|AAEG
OG0001761	CCAP1982_LOCUS21800|CAD7013777.1|CCAP	LOC5576993|XP_021699573.1|AAEG
OG0001762	CCAP1982_LOCUS6396|CAD6997766.1|CCAP	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG
OG0001763	CCAP1982_LOCUS6500|CAD6997881.1|CCAP	LOC5574378|XP_021700079.1|AAEG
OG0001764	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP	LOC5569117|XP_001652716.2|AAEG
OG0001765	CCAP1982_LOCUS22892|CAD7014928.1|CCAP, CCAP1982_LOCUS22890|CAD7014926.1|CCAP	LOC5570381|XP_021700177.1|AAEG
OG0001766	CCAP1982_LOCUS9113|CAD7000639.1|CCAP, CCAP1982_LOCUS9114|CAD7000640.1|CCAP	LOC5567651|XP_021700353.1|AAEG
OG0001767	CCAP1982_LOCUS6614|CAD6997998.1|CCAP	LOC5569370|XP_021700467.1|AAEG
OG0001769	CCAP1982_LOCUS5427|CAD6996748.1|CCAP, CCAP1982_LOCUS5426|CAD6996747.1|CCAP, CCAP1982_LOCUS13412|CAD7005041.1|CCAP, CCAP1982_LOCUS14517|CAD7006188.1|CCAP	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG
OG0001770	CCAP1982_LOCUS7906|CAD6999380.1|CCAP	LOC5572645|XP_001654144.2|AAEG
OG0001771	CCAP1982_LOCUS6984|CAD6998384.1|CCAP	LOC5572651|XP_001654151.1|AAEG
OG0001772	CCAP1982_LOCUS6455|CAD6997831.1|CCAP	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG
OG0001774	CCAP1982_LOCUS22837|CAD7014873.1|CCAP	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG
OG0001775	CCAP1982_LOCUS9214|CAD7000741.1|CCAP, CCAP1982_LOCUS2022|CAD6993202.1|CCAP	LOC23687783|XP_021701209.1|AAEG
OG0001776	CCAP1982_LOCUS5459|CAD6996784.1|CCAP, CCAP1982_LOCUS5458|CAD6996783.1|CCAP	LOC5575680|XP_021701220.1|AAEG
OG0001777	CCAP1982_LOCUS6724|CAD6998110.1|CCAP	LOC5573805|XP_021701314.1|AAEG
OG0001778	CCAP1982_LOCUS7663|CAD6999119.1|CCAP	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG
OG0001780	CCAP1982_LOCUS7237|CAD6998678.1|CCAP, CCAP1982_LOCUS7239|CAD6998680.1|CCAP	LOC5565277|XP_021701490.1|AAEG
OG0001781	CCAP1982_LOCUS5691|CAD6997033.1|CCAP	LOC5569344|XP_021701612.1|AAEG
OG0001782	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP	LOC5564192|XP_021701622.1|AAEG
OG0001783	CCAP1982_LOCUS9017|CAD7000541.1|CCAP	LOC5576440|XP_021701742.1|AAEG
OG0001784	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG
OG0001785	CCAP1982_LOCUS21527|CAD7013462.1|CCAP	LOC5569041|XP_021701853.1|AAEG
OG0001786	CCAP1982_LOCUS6869|CAD6998260.1|CCAP	LOC5569034|XP_001652680.1|AAEG
OG0001787	CCAP1982_LOCUS6865|CAD6998256.1|CCAP, CCAP1982_LOCUS6866|CAD6998257.1|CCAP	LOC5569031|XP_021701868.1|AAEG
OG0001788	CCAP1982_LOCUS19775|CAD7011691.1|CCAP	LOC5573248|XP_001654457.1|AAEG
OG0001789	CCAP1982_LOCUS11954|CAD7003504.1|CCAP	LOC5567954|XP_001657769.1|AAEG
OG0001790	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP	LOC5573696|XP_001661021.2|AAEG
OG0001791	CCAP1982_LOCUS21402|CAD7013334.1|CCAP	LOC5575748|XP_021703199.1|AAEG
OG0001792	CCAP1982_LOCUS7678|CAD6999135.1|CCAP, CCAP1982_LOCUS7676|CAD6999133.1|CCAP	LOC23687649|XP_021703560.1|AAEG
OG0001793	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG
OG0001794	CCAP1982_LOCUS6940|CAD6998336.1|CCAP	LOC5565922|XP_001650267.3|AAEG
OG0001795	CCAP1982_LOCUS7066|CAD6998469.1|CCAP, CCAP1982_LOCUS7067|CAD6998470.1|CCAP	LOC5567339|XP_021704045.1|AAEG
OG0001797	CCAP1982_LOCUS10024|CAD7001527.1|CCAP	LOC5572508|XP_021711425.1|AAEG
OG0001797	CCAP1982_LOCUS10018|CAD7001521.1|CCAP	LOC5566756|XP_021706948.1|AAEG
OG0001798	CCAP1982_LOCUS20411|CAD7012317.1|CCAP	LOC5566370|XP_001650782.1|AAEG
OG0001800	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP	LOC5570552|XP_021709728.1|AAEG
OG0001801	CCAP1982_LOCUS12750|CAD7004331.1|CCAP	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG
OG0001802	CCAP1982_LOCUS445|CAD6991526.1|CCAP	LOC5564547|XP_001648902.1|AAEG
OG0001803	CCAP1982_LOCUS953|CAD6992073.1|CCAP	LOC5577692|XP_001663474.2|AAEG
OG0001804	CCAP1982_LOCUS4423|CAD6995716.1|CCAP, CCAP1982_LOCUS4422|CAD6995715.1|CCAP	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG
OG0001805	CCAP1982_LOCUS10993|CAD7002504.1|CCAP	LOC5575007|XP_001661741.3|AAEG
OG0001806	CCAP1982_LOCUS359|CAD6991433.1|CCAP	LOC5567255|XP_021706781.1|AAEG
OG0001808	CCAP1982_LOCUS4980|CAD6996299.1|CCAP, CCAP1982_LOCUS4981|CAD6996302.1|CCAP	LOC5572949|XP_021709443.1|AAEG
OG0001809	CCAP1982_LOCUS4894|CAD6996206.1|CCAP	LOC5564168|XP_021707416.1|AAEG
OG0001811	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG
OG0001813	CCAP1982_LOCUS4477|CAD6995773.1|CCAP	LOC5568213|XP_021706440.1|AAEG
OG0001814	CCAP1982_LOCUS4359|CAD6995652.1|CCAP	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG
OG0001815	CCAP1982_LOCUS668|CAD6991760.1|CCAP	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG
OG0001816	CCAP1982_LOCUS20579|CAD7012495.1|CCAP	LOC5564769|XP_001649137.1|AAEG
OG0001817	CCAP1982_LOCUS20287|CAD7012186.1|CCAP	LOC5572254|XP_021707503.1|AAEG
OG0001819	CCAP1982_LOCUS20241|CAD7012144.1|CCAP	LOC5565232|XP_001649570.2|AAEG
OG0001820	CCAP1982_LOCUS21127|CAD7013045.1|CCAP	LOC5578522|XP_021711359.1|AAEG
OG0001821	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG
OG0001822	CCAP1982_LOCUS7154|CAD6998574.1|CCAP	LOC5571100|XP_021710962.1|AAEG
OG0001823	CCAP1982_LOCUS13376|CAD7005000.1|CCAP	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG
OG0001824	CCAP1982_LOCUS7026|CAD6998426.1|CCAP	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG
OG0001825	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP	LOC5572228|XP_021707395.1|AAEG
OG0001826	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP	LOC5577483|XP_001663403.2|AAEG
OG0001827	CCAP1982_LOCUS20547|CAD7012467.1|CCAP	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG
OG0001829	CCAP1982_LOCUS19767|CAD7011683.1|CCAP, CCAP1982_LOCUS19768|CAD7011684.1|CCAP	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG
OG0001830	CCAP1982_LOCUS20337|CAD7012240.1|CCAP	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG
OG0001831	CCAP1982_LOCUS14177|CAD7005833.1|CCAP	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG
OG0001832	CCAP1982_LOCUS21112|CAD7013026.1|CCAP	LOC5568452|XP_021706577.1|AAEG
OG0001833	CCAP1982_LOCUS21130|CAD7013048.1|CCAP	LOC5571930|XP_001660027.1|AAEG
OG0001849	CCAP1982_LOCUS3184|CAD6994433.1|CCAP	LOC5575828|XP_001655853.1|AAEG
OG0001850	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG
OG0001851	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP	LOC5578495|XP_021694587.1|AAEG
OG0001852	CCAP1982_LOCUS13290|CAD7004906.1|CCAP, CCAP1982_LOCUS13289|CAD7004905.1|CCAP	LOC5565125|XP_021694596.1|AAEG
OG0001853	CCAP1982_LOCUS3612|CAD6994877.1|CCAP	LOC5574328|XP_021694599.1|AAEG
OG0001855	CCAP1982_LOCUS20317|CAD7012219.1|CCAP	LOC5574649|XP_001661572.1|AAEG
OG0001858	CCAP1982_LOCUS8963|CAD7000484.1|CCAP	LOC5567841|XP_021694869.1|AAEG
OG0001860	CCAP1982_LOCUS13420|CAD7005050.1|CCAP	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG
OG0001861	CCAP1982_LOCUS2989|CAD6994227.1|CCAP	LOC5579466|XP_021693350.1|AAEG
OG0001864	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG
OG0001866	CCAP1982_LOCUS2419|CAD6993609.1|CCAP	LOC5574246|XP_021695568.1|AAEG
OG0001867	CCAP1982_LOCUS12895|CAD7004494.1|CCAP	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG
OG0001868	CCAP1982_LOCUS7780|CAD6999249.1|CCAP	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG
OG0001869	CCAP1982_LOCUS2409|CAD6993599.1|CCAP	LOC5574987|XP_021697648.1|AAEG
OG0001872	CCAP1982_LOCUS1125|CAD6992255.1|CCAP	LOC5574573|XP_021699531.1|AAEG
OG0001873	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP	LOC5578825|XP_021701935.1|AAEG
OG0001874	CCAP1982_LOCUS4109|CAD6995391.1|CCAP	LOC5567722|XP_021702328.1|AAEG
OG0001875	CCAP1982_LOCUS1759|CAD6992926.1|CCAP	LOC110677055|XP_021703299.1|AAEG
OG0001878	CCAP1982_LOCUS2349|CAD6993537.1|CCAP	LOC5566087|XP_021704628.1|AAEG
OG0001879	CCAP1982_LOCUS4169|CAD6995454.1|CCAP, CCAP1982_LOCUS4167|CAD6995453.1|CCAP	LOC5565257|XP_021705692.1|AAEG
OG0001880	CCAP1982_LOCUS1363|CAD6992514.1|CCAP	LOC5570606|XP_001653270.2|AAEG
OG0001881	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP	LOC5566189|XP_001650563.2|AAEG
OG0001882	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG
OG0001883	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP	LOC5577698|XP_021711630.1|AAEG
OG0001884	CCAP1982_LOCUS1429|CAD6992581.1|CCAP	LOC5577407|XP_001656488.1|AAEG
OG0001886	CCAP1982_LOCUS1050|CAD6992176.1|CCAP	LOC5572728|XP_001660554.2|AAEG
OG0001887	CCAP1982_LOCUS20351|CAD7012255.1|CCAP	LOC5567793|XP_021712137.1|AAEG
OG0001888	CCAP1982_LOCUS224|CAD6991295.1|CCAP	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG
OG0001890	CCAP1982_LOCUS2856|CAD6994087.1|CCAP	LOC5567782|XP_001657683.2|AAEG
OG0001891	CCAP1982_LOCUS2944|CAD6994179.1|CCAP	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG
OG0001893	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG
OG0001894	CCAP1982_LOCUS22715|CAD7014737.1|CCAP	LOC5572582|XP_001654091.1|AAEG
OG0001895	CCAP1982_LOCUS9931|CAD7001434.1|CCAP	LOC23687627|XP_021713176.1|AAEG
OG0001896	CCAP1982_LOCUS10482|CAD7001996.1|CCAP	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG
OG0001897	CCAP1982_LOCUS2463|CAD6993655.1|CCAP	LOC5579206|XP_021713312.1|AAEG
OG0001899	CCAP1982_LOCUS1209|CAD6992345.1|CCAP	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG
OG0001901	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP	LOC5563615|XP_021693058.1|AAEG
OG0001903	CCAP1982_LOCUS2781|CAD6994000.1|CCAP	LOC5573314|XP_021693438.1|AAEG
OG0001904	CCAP1982_LOCUS2825|CAD6994050.1|CCAP	LOC5573316|XP_021693443.1|AAEG
OG0001908	CCAP1982_LOCUS2718|CAD6993930.1|CCAP	LOC5564006|XP_001648330.1|AAEG
OG0001910	CCAP1982_LOCUS3105|CAD6994350.1|CCAP	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP	LOC110674205|XP_021693943.1|AAEG
OG0001912	CCAP1982_LOCUS2354|CAD6993542.1|CCAP	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001914	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP	LOC5565160|XP_021694133.1|AAEG
OG0001915	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP	LOC5566122|XP_021695354.1|AAEG
OG0001916	CCAP1982_LOCUS21919|CAD7013905.1|CCAP	LOC5570941|XP_001653408.1|AAEG
OG0001917	CCAP1982_LOCUS10929|CAD7002439.1|CCAP	LOC5579868|XP_021695539.1|AAEG
OG0001918	CCAP1982_LOCUS11525|CAD7003062.1|CCAP	LOC5575750|XP_001662178.1|AAEG
OG0001919	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP	LOC110675359|XP_021695748.1|AAEG, LOC5579460|XP_001647758.2|AAEG
OG0001920	CCAP1982_LOCUS12172|CAD7003736.1|CCAP	LOC5571764|XP_021695753.1|AAEG
OG0001921	CCAP1982_LOCUS14964|CAD7006661.1|CCAP	LOC5571757|XP_001659890.2|AAEG
OG0001922	CCAP1982_LOCUS7235|CAD6998676.1|CCAP	LOC5571267|XP_001653565.1|AAEG
OG0001924	CCAP1982_LOCUS5884|CAD6997251.1|CCAP	LOC23687479|XP_021696447.1|AAEG
OG0001925	CCAP1982_LOCUS13224|CAD7004835.1|CCAP	LOC5567637|XP_001657588.2|AAEG
OG0001926	CCAP1982_LOCUS14893|CAD7006579.1|CCAP, CCAP1982_LOCUS14894|CAD7006580.1|CCAP	LOC5566295|XP_021696526.1|AAEG
OG0001928	CCAP1982_LOCUS12931|CAD7004534.1|CCAP	LOC5568114|XP_001652053.1|AAEG
OG0001929	CCAP1982_LOCUS12927|CAD7004530.1|CCAP	LOC5568122|XP_021696657.1|AAEG
OG0001930	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP	LOC5569448|XP_021696661.1|AAEG
OG0001932	CCAP1982_LOCUS14734|CAD7006414.1|CCAP	LOC5574425|XP_021696832.1|AAEG
OG0001933	CCAP1982_LOCUS20458|CAD7012364.1|CCAP	LOC5566235|XP_001650598.2|AAEG
OG0001934	CCAP1982_LOCUS11449|CAD7002986.1|CCAP	LOC5565654|XP_001650004.2|AAEG
OG0001935	CCAP1982_LOCUS14888|CAD7006574.1|CCAP	LOC5573776|XP_001654802.2|AAEG
OG0001937	CCAP1982_LOCUS21341|CAD7013270.1|CCAP	LOC5574901|XP_021697034.1|AAEG
OG0001938	CCAP1982_LOCUS21455|CAD7013390.1|CCAP	LOC5567330|XP_021697068.1|AAEG
OG0001940	CCAP1982_LOCUS21654|CAD7013600.1|CCAP, CCAP1982_LOCUS21655|CAD7013601.1|CCAP	LOC5578975|XP_021697211.1|AAEG
OG0001941	CCAP1982_LOCUS11356|CAD7002887.1|CCAP	LOC5577574|XP_001663445.2|AAEG
OG0001942	CCAP1982_LOCUS21879|CAD7013860.1|CCAP	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	CCAP1982_LOCUS14883|CAD7006569.1|CCAP	LOC110675827|XP_021697395.1|AAEG
OG0001944	CCAP1982_LOCUS11128|CAD7002645.1|CCAP	LOC5565994|XP_001650362.2|AAEG
OG0001945	CCAP1982_LOCUS22711|CAD7014732.1|CCAP	LOC5575250|XP_021697553.1|AAEG
OG0001946	CCAP1982_LOCUS21691|CAD7013647.1|CCAP	LOC5572759|XP_001660580.2|AAEG
OG0001947	CCAP1982_LOCUS21692|CAD7013648.1|CCAP	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	CCAP1982_LOCUS13820|CAD7005460.1|CCAP	LOC5573420|XP_001654595.2|AAEG
OG0001949	CCAP1982_LOCUS13077|CAD7004683.1|CCAP, CCAP1982_LOCUS13414|CAD7005043.1|CCAP, CCAP1982_LOCUS13076|CAD7004682.1|CCAP, CCAP1982_LOCUS13083|CAD7004689.1|CCAP	LOC5575138|XP_021697912.1|AAEG
OG0001950	CCAP1982_LOCUS4560|CAD6995859.1|CCAP	LOC5564815|XP_021697926.1|AAEG
OG0001951	CCAP1982_LOCUS23274|CAD7015329.1|CCAP	LOC5564736|XP_021698057.1|AAEG
OG0001952	CCAP1982_LOCUS23010|CAD7015053.1|CCAP	LOC5568132|XP_021698130.1|AAEG
OG0001953	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP	LOC5571480|XP_021698235.1|AAEG
OG0001954	CCAP1982_LOCUS23202|CAD7015253.1|CCAP	LOC5563832|XP_021698302.1|AAEG
OG0001955	CCAP1982_LOCUS22670|CAD7014686.1|CCAP	LOC5576039|XP_001662377.1|AAEG
OG0001957	CCAP1982_LOCUS22307|CAD7014307.1|CCAP	LOC5564212|XP_001648594.1|AAEG
OG0001958	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP	LOC5569618|XP_021698469.1|AAEG
OG0001959	CCAP1982_LOCUS14238|CAD7005898.1|CCAP	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	CCAP1982_LOCUS12222|CAD7003786.1|CCAP	LOC5576957|XP_021698653.1|AAEG
OG0001961	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP	LOC5572304|XP_021698709.1|AAEG
OG0001962	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP	LOC5572270|XP_021698749.1|AAEG
OG0001963	CCAP1982_LOCUS12183|CAD7003747.1|CCAP	LOC5574335|XP_001661369.2|AAEG
OG0001964	CCAP1982_LOCUS12354|CAD7003931.1|CCAP	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
