Orthogroup	CCAP.longest_only	BTRY.longest_only
OG0001753	CCAP1982_LOCUS11568|CAD7003105.1|CCAP	LOC120778234|XP_039965926.1|BTRY
OG0001754	CCAP1982_LOCUS22326|CAD7014329.1|CCAP	LOC120771219|XP_039955060.1|BTRY
OG0001755	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP	LOC120778132|XP_039965777.1|BTRY
OG0001756	CCAP1982_LOCUS22645|CAD7014657.1|CCAP	LOC120781251|XP_039969333.1|BTRY
OG0001757	CCAP1982_LOCUS23262|CAD7015317.1|CCAP	LOC120772752|XP_039957449.1|BTRY
OG0001758	CCAP1982_LOCUS13872|CAD7005512.1|CCAP	LOC120776614|XP_039963338.1|BTRY
OG0001759	CCAP1982_LOCUS23316|CAD7015372.1|CCAP	LOC120772921|XP_039957754.1|BTRY
OG0001759	CCAP1982_LOCUS23315|CAD7015371.1|CCAP	LOC120772922|XP_039957755.1|BTRY
OG0001761	CCAP1982_LOCUS21800|CAD7013777.1|CCAP	LOC120770593|XP_039954123.1|BTRY
OG0001762	CCAP1982_LOCUS6396|CAD6997766.1|CCAP	LOC120769031|XP_039951807.1|BTRY
OG0001763	CCAP1982_LOCUS6500|CAD6997881.1|CCAP	LOC120768518|XP_039951180.1|BTRY, LOC120768856|XP_039951546.1|BTRY
OG0001764	CCAP1982_LOCUS4898|CAD6996209.1|CCAP	LOC120769804|XP_039952937.1|BTRY
OG0001764	CCAP1982_LOCUS4897|CAD6996208.1|CCAP	LOC120779183|XP_039967369.1|BTRY
OG0001765	CCAP1982_LOCUS22892|CAD7014928.1|CCAP, CCAP1982_LOCUS22890|CAD7014926.1|CCAP	LOC120773539|XP_039958431.1|BTRY
OG0001766	CCAP1982_LOCUS9113|CAD7000639.1|CCAP	LOC120769442|XP_039952359.1|BTRY
OG0001767	CCAP1982_LOCUS6614|CAD6997998.1|CCAP	LOC120769265|XP_039952105.1|BTRY
OG0001769	CCAP1982_LOCUS5427|CAD6996748.1|CCAP	LOC120768870|XP_039951559.1|BTRY
OG0001770	CCAP1982_LOCUS7906|CAD6999380.1|CCAP	LOC120767908|XP_039950193.1|BTRY
OG0001771	CCAP1982_LOCUS6984|CAD6998384.1|CCAP	LOC120769517|XP_039952489.1|BTRY
OG0001772	CCAP1982_LOCUS6455|CAD6997831.1|CCAP	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY
OG0001773	CCAP1982_LOCUS6278|CAD6997646.1|CCAP	LOC120769306|XP_039952173.1|BTRY
OG0001774	CCAP1982_LOCUS22837|CAD7014873.1|CCAP	LOC120770925|XP_039954562.1|BTRY
OG0001775	CCAP1982_LOCUS9214|CAD7000741.1|CCAP, CCAP1982_LOCUS2022|CAD6993202.1|CCAP	LOC120771054|XP_039954795.1|BTRY
OG0001776	CCAP1982_LOCUS5458|CAD6996783.1|CCAP	LOC120768559|XP_039951237.1|BTRY
OG0001777	CCAP1982_LOCUS6724|CAD6998110.1|CCAP	LOC120767835|XP_039950059.1|BTRY
OG0001778	CCAP1982_LOCUS7663|CAD6999119.1|CCAP	LOC120769453|XP_039952391.1|BTRY
OG0001780	CCAP1982_LOCUS7239|CAD6998680.1|CCAP	LOC120771973|XP_039956258.1|BTRY
OG0001781	CCAP1982_LOCUS5691|CAD6997033.1|CCAP	LOC120767984|XP_039950335.1|BTRY
OG0001782	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP	LOC120781633|XP_039969798.1|BTRY
OG0001783	CCAP1982_LOCUS9017|CAD7000541.1|CCAP	LOC120768122|XP_039950608.1|BTRY
OG0001784	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP	LOC120769571|XP_039952560.1|BTRY
OG0001785	CCAP1982_LOCUS21527|CAD7013462.1|CCAP	LOC120770903|XP_039954510.1|BTRY
OG0001786	CCAP1982_LOCUS6869|CAD6998260.1|CCAP	LOC120767277|XP_039949083.1|BTRY
OG0001787	CCAP1982_LOCUS6865|CAD6998256.1|CCAP	LOC120767664|XP_039949771.1|BTRY
OG0001787	CCAP1982_LOCUS6866|CAD6998257.1|CCAP	LOC120767586|XP_039949667.1|BTRY
OG0001788	CCAP1982_LOCUS19775|CAD7011691.1|CCAP	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY
OG0001789	CCAP1982_LOCUS11954|CAD7003504.1|CCAP	LOC120776731|XP_039963592.1|BTRY
OG0001790	CCAP1982_LOCUS8064|CAD6999543.1|CCAP	LOC120767203|XP_039948941.1|BTRY
OG0001790	CCAP1982_LOCUS8065|CAD6999544.1|CCAP	LOC120767200|XP_039948938.1|BTRY
OG0001791	CCAP1982_LOCUS21402|CAD7013334.1|CCAP	LOC120772783|XP_039957496.1|BTRY
OG0001792	CCAP1982_LOCUS7676|CAD6999133.1|CCAP	LOC120769232|XP_039952064.1|BTRY
OG0001793	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP	LOC120770991|XP_039954672.1|BTRY
OG0001794	CCAP1982_LOCUS6938|CAD6998334.1|CCAP	LOC120769690|XP_039952750.1|BTRY
OG0001794	CCAP1982_LOCUS6939|CAD6998335.1|CCAP	LOC120767232|XP_039948995.1|BTRY
OG0001795	CCAP1982_LOCUS7066|CAD6998469.1|CCAP, CCAP1982_LOCUS7067|CAD6998470.1|CCAP	LOC120769557|XP_039952539.1|BTRY
OG0001797	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP	LOC120779744|XP_039968051.1|BTRY
OG0001798	CCAP1982_LOCUS20411|CAD7012317.1|CCAP	LOC120770413|XP_039953782.1|BTRY
OG0001800	CCAP1982_LOCUS8862|CAD7000386.1|CCAP	LOC120767428|XP_039949405.1|BTRY
OG0001800	CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP	LOC120769485|XP_039952446.1|BTRY
OG0001801	CCAP1982_LOCUS12750|CAD7004331.1|CCAP	LOC120777696|XP_039965104.1|BTRY
OG0001802	CCAP1982_LOCUS445|CAD6991526.1|CCAP	LOC120782842|XP_039971305.1|BTRY
OG0001803	CCAP1982_LOCUS953|CAD6992073.1|CCAP	LOC120777138|XP_039964221.1|BTRY
OG0001804	CCAP1982_LOCUS4423|CAD6995716.1|CCAP	LOC120769719|XP_039952796.1|BTRY
OG0001805	CCAP1982_LOCUS10993|CAD7002504.1|CCAP	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY
OG0001806	CCAP1982_LOCUS359|CAD6991433.1|CCAP	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY
OG0001807	CCAP1982_LOCUS234|CAD6991305.1|CCAP	LOC120780156|XP_039968372.1|BTRY
OG0001808	CCAP1982_LOCUS4980|CAD6996299.1|CCAP	LOC120766469|XP_039947942.1|BTRY
OG0001808	CCAP1982_LOCUS4981|CAD6996302.1|CCAP	LOC120766467|XP_039947939.1|BTRY
OG0001809	CCAP1982_LOCUS4894|CAD6996206.1|CCAP	LOC120782562|XP_039970830.1|BTRY
OG0001811	CCAP1982_LOCUS7122|CAD6998535.1|CCAP	LOC120772219|XP_039956632.1|BTRY
OG0001813	CCAP1982_LOCUS4477|CAD6995773.1|CCAP	LOC120766809|XP_039948448.1|BTRY
OG0001814	CCAP1982_LOCUS4359|CAD6995652.1|CCAP	LOC120782813|XP_039971226.1|BTRY
OG0001815	CCAP1982_LOCUS668|CAD6991760.1|CCAP	LOC120779203|XP_039967411.1|BTRY
OG0001816	CCAP1982_LOCUS20579|CAD7012495.1|CCAP	LOC120771566|XP_039955566.1|BTRY
OG0001817	CCAP1982_LOCUS20287|CAD7012186.1|CCAP	LOC120773083|XP_039957967.1|BTRY
OG0001819	CCAP1982_LOCUS20241|CAD7012144.1|CCAP	LOC120772593|XP_039957238.1|BTRY
OG0001820	CCAP1982_LOCUS21127|CAD7013045.1|CCAP	LOC120771633|XP_039955661.1|BTRY
OG0001821	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP	LOC120771343|XP_039955225.1|BTRY
OG0001822	CCAP1982_LOCUS7154|CAD6998574.1|CCAP	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY
OG0001823	CCAP1982_LOCUS13376|CAD7005000.1|CCAP	LOC120778288|XP_039966009.1|BTRY
OG0001824	CCAP1982_LOCUS7026|CAD6998426.1|CCAP	LOC120769449|XP_039952376.1|BTRY
OG0001825	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP	LOC120771104|XP_039954880.1|BTRY
OG0001826	CCAP1982_LOCUS5581|CAD6996908.1|CCAP	LOC120769304|XP_039952171.1|BTRY
OG0001826	CCAP1982_LOCUS21161|CAD7013086.1|CCAP	LOC120772559|XP_039957177.1|BTRY
OG0001827	CCAP1982_LOCUS20547|CAD7012467.1|CCAP	LOC120772888|XP_039957673.1|BTRY
OG0001829	CCAP1982_LOCUS19767|CAD7011683.1|CCAP, CCAP1982_LOCUS19768|CAD7011684.1|CCAP	LOC120772850|XP_039957599.1|BTRY
OG0001830	CCAP1982_LOCUS20337|CAD7012240.1|CCAP	LOC120770855|XP_039954402.1|BTRY
OG0001831	CCAP1982_LOCUS14177|CAD7005833.1|CCAP	LOC120778154|XP_039965813.1|BTRY
OG0001832	CCAP1982_LOCUS21112|CAD7013026.1|CCAP	LOC120772911|XP_039957739.1|BTRY
OG0001833	CCAP1982_LOCUS21130|CAD7013048.1|CCAP	LOC120772336|XP_039956814.1|BTRY
OG0001834	CCAP1982_LOCUS1887|CAD6993056.1|CCAP	LOC120766284|XP_039947620.1|BTRY
OG0001835	CCAP1982_LOCUS9801|CAD7001304.1|CCAP, CCAP1982_LOCUS10520|CAD7002032.1|CCAP	LOC120770682|XP_039954201.1|BTRY
OG0001835	CCAP1982_LOCUS6334|CAD6997702.1|CCAP	LOC120782053|XP_039970138.1|BTRY, LOC120781811|XP_039969965.1|BTRY, LOC120778686|XP_039966556.1|BTRY, LOC120781836|XP_039969992.1|BTRY, LOC120780861|XP_039969030.1|BTRY, LOC120779357|XP_039967487.1|BTRY, LOC120768823|XP_039951510.1|BTRY
OG0001837	CCAP1982_LOCUS22751|CAD7014780.1|CCAP	LOC120770847|XP_039954383.1|BTRY
OG0001838	CCAP1982_LOCUS22536|CAD7014535.1|CCAP	LOC120772583|XP_039957219.1|BTRY
OG0001839	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP	LOC120772863|XP_039957626.1|BTRY
OG0001849	CCAP1982_LOCUS3184|CAD6994433.1|CCAP	LOC120782296|XP_039970435.1|BTRY
OG0001850	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP	LOC120779509|XP_039967752.1|BTRY
OG0001851	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP	LOC120779787|XP_039968097.1|BTRY
OG0001851	CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP	LOC120779467|XP_039967664.1|BTRY
OG0001852	CCAP1982_LOCUS13290|CAD7004906.1|CCAP	LOC120778071|XP_039965697.1|BTRY
OG0001853	CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP	LOC120769560|XP_039952551.1|BTRY
OG0001855	CCAP1982_LOCUS20317|CAD7012219.1|CCAP	LOC120771857|XP_039956041.1|BTRY
OG0001858	CCAP1982_LOCUS8963|CAD7000484.1|CCAP	LOC120767271|XP_039949077.1|BTRY
OG0001860	CCAP1982_LOCUS13420|CAD7005050.1|CCAP	LOC120778884|XP_039966861.1|BTRY
OG0001861	CCAP1982_LOCUS2989|CAD6994227.1|CCAP	LOC120782749|XP_039971127.1|BTRY
OG0001864	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP	LOC120767731|XP_039949893.1|BTRY
OG0001866	CCAP1982_LOCUS2419|CAD6993609.1|CCAP	LOC120766388|XP_039947760.1|BTRY
OG0001867	CCAP1982_LOCUS12895|CAD7004494.1|CCAP	LOC120777752|XP_039965180.1|BTRY
OG0001868	CCAP1982_LOCUS7780|CAD6999249.1|CCAP	LOC120768960|XP_039951687.1|BTRY
OG0001869	CCAP1982_LOCUS2409|CAD6993599.1|CCAP	LOC120782222|XP_039970318.1|BTRY
OG0001872	CCAP1982_LOCUS1125|CAD6992255.1|CCAP	LOC120766647|XP_039948205.1|BTRY
OG0001873	CCAP1982_LOCUS3170|CAD6994418.1|CCAP	LOC120782750|XP_039971129.1|BTRY
OG0001873	CCAP1982_LOCUS3173|CAD6994421.1|CCAP	LOC120779878|XP_039968166.1|BTRY
OG0001874	CCAP1982_LOCUS4109|CAD6995391.1|CCAP	LOC120780448|XP_039968656.1|BTRY
OG0001875	CCAP1982_LOCUS1759|CAD6992926.1|CCAP	LOC120772920|XP_039957757.1|BTRY
OG0001878	CCAP1982_LOCUS2349|CAD6993537.1|CCAP	LOC120775772|XP_039962041.1|BTRY
OG0001879	CCAP1982_LOCUS4169|CAD6995454.1|CCAP, CCAP1982_LOCUS4167|CAD6995453.1|CCAP	LOC120780516|XP_039968720.1|BTRY
OG0001880	CCAP1982_LOCUS1363|CAD6992514.1|CCAP	LOC120777795|XP_039965265.1|BTRY
OG0001881	CCAP1982_LOCUS2765|CAD6993982.1|CCAP	LOC120766621|XP_039948166.1|BTRY
OG0001882	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP	LOC120782670|XP_039970986.1|BTRY
OG0001883	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP	LOC120768979|XP_039951720.1|BTRY
OG0001884	CCAP1982_LOCUS1429|CAD6992581.1|CCAP	LOC120782023|XP_039970117.1|BTRY
OG0001886	CCAP1982_LOCUS1050|CAD6992176.1|CCAP	LOC120778300|XP_039966024.1|BTRY
OG0001887	CCAP1982_LOCUS20351|CAD7012255.1|CCAP	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY
OG0001888	CCAP1982_LOCUS224|CAD6991295.1|CCAP	LOC120782509|XP_039970751.1|BTRY
OG0001890	CCAP1982_LOCUS2856|CAD6994087.1|CCAP	LOC120782726|XP_039971086.1|BTRY
OG0001891	CCAP1982_LOCUS2944|CAD6994179.1|CCAP	LOC120776499|XP_039963120.1|BTRY
OG0001893	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP	LOC120780842|XP_039969225.1|BTRY
OG0001894	CCAP1982_LOCUS22715|CAD7014737.1|CCAP	LOC120771323|XP_039955201.1|BTRY
OG0001895	CCAP1982_LOCUS9931|CAD7001434.1|CCAP	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY
OG0001896	CCAP1982_LOCUS10482|CAD7001996.1|CCAP	LOC120779488|XP_039967708.1|BTRY
OG0001897	CCAP1982_LOCUS2463|CAD6993655.1|CCAP	LOC120768001|XP_039950361.1|BTRY
OG0001899	CCAP1982_LOCUS1209|CAD6992345.1|CCAP	LOC120775806|XP_039962093.1|BTRY
OG0001901	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP	LOC120767988|XP_039950340.1|BTRY
OG0001903	CCAP1982_LOCUS2781|CAD6994000.1|CCAP	LOC120775305|XP_039961376.1|BTRY
OG0001904	CCAP1982_LOCUS2825|CAD6994050.1|CCAP	LOC120776156|XP_039963004.1|BTRY
OG0001906	CCAP1982_LOCUS1455|CAD6992606.1|CCAP	LOC120782744|XP_039971111.1|BTRY
OG0001906	CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP	LOC120782743|XP_039971110.1|BTRY
OG0001908	CCAP1982_LOCUS2718|CAD6993930.1|CCAP	LOC120778174|XP_039965847.1|BTRY
OG0001910	CCAP1982_LOCUS3105|CAD6994350.1|CCAP	LOC120775975|XP_039962334.1|BTRY
OG0001911	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP	LOC120766736|XP_039948322.1|BTRY
OG0001914	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP	LOC120780923|XP_039969086.1|BTRY
OG0001915	CCAP1982_LOCUS11403|CAD7002938.1|CCAP	LOC120777134|XP_039964215.1|BTRY
OG0001915	CCAP1982_LOCUS22437|CAD7014441.1|CCAP	LOC120769982|XP_039952991.1|BTRY
OG0001915	CCAP1982_LOCUS22436|CAD7014440.1|CCAP	LOC120769981|XP_039952990.1|BTRY
OG0001916	CCAP1982_LOCUS21919|CAD7013905.1|CCAP	LOC120770934|XP_039954572.1|BTRY
OG0001917	CCAP1982_LOCUS10929|CAD7002439.1|CCAP	LOC120777371|XP_039964582.1|BTRY
OG0001918	CCAP1982_LOCUS11525|CAD7003062.1|CCAP	LOC120778807|XP_039966745.1|BTRY
OG0001919	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP	LOC120771790|XP_039955921.1|BTRY
OG0001920	CCAP1982_LOCUS12172|CAD7003736.1|CCAP	LOC120776391|XP_039962937.1|BTRY
OG0001921	CCAP1982_LOCUS14964|CAD7006661.1|CCAP	LOC120776541|XP_039963213.1|BTRY
OG0001922	CCAP1982_LOCUS7235|CAD6998676.1|CCAP	LOC120771975|XP_039956265.1|BTRY
OG0001923	CCAP1982_LOCUS12433|CAD7004010.1|CCAP, CCAP1982_LOCUS12451|CAD7004027.1|CCAP	LOC120777208|XP_039964317.1|BTRY
OG0001924	CCAP1982_LOCUS5884|CAD6997251.1|CCAP	LOC120767888|XP_039950147.1|BTRY
OG0001925	CCAP1982_LOCUS13224|CAD7004835.1|CCAP	LOC120778187|XP_039965858.1|BTRY
OG0001926	CCAP1982_LOCUS14893|CAD7006579.1|CCAP, CCAP1982_LOCUS14894|CAD7006580.1|CCAP	LOC120776505|XP_039963133.1|BTRY
OG0001928	CCAP1982_LOCUS12931|CAD7004534.1|CCAP	LOC120778640|XP_039966473.1|BTRY
OG0001929	CCAP1982_LOCUS12927|CAD7004530.1|CCAP	LOC120777589|XP_039964938.1|BTRY
OG0001930	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP	LOC120770289|XP_039953560.1|BTRY
OG0001932	CCAP1982_LOCUS14734|CAD7006414.1|CCAP	LOC120777356|XP_039964545.1|BTRY
OG0001933	CCAP1982_LOCUS20458|CAD7012364.1|CCAP	LOC120771690|XP_039955758.1|BTRY
OG0001934	CCAP1982_LOCUS11449|CAD7002986.1|CCAP	LOC120777393|XP_039964620.1|BTRY
OG0001935	CCAP1982_LOCUS14888|CAD7006574.1|CCAP	LOC120776510|XP_039963148.1|BTRY
OG0001937	CCAP1982_LOCUS21341|CAD7013270.1|CCAP	LOC120770953|XP_039954601.1|BTRY
OG0001938	CCAP1982_LOCUS21455|CAD7013390.1|CCAP	LOC120771881|XP_039956074.1|BTRY
OG0001940	CCAP1982_LOCUS21655|CAD7013601.1|CCAP	LOC120773102|XP_039958007.1|BTRY
OG0001941	CCAP1982_LOCUS11356|CAD7002887.1|CCAP	LOC120778078|XP_039965706.1|BTRY
OG0001942	CCAP1982_LOCUS21879|CAD7013860.1|CCAP	LOC120772531|XP_039957133.1|BTRY
OG0001943	CCAP1982_LOCUS14883|CAD7006569.1|CCAP	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY
OG0001944	CCAP1982_LOCUS11128|CAD7002645.1|CCAP	LOC120778575|XP_039966373.1|BTRY
OG0001945	CCAP1982_LOCUS22711|CAD7014732.1|CCAP	LOC120771554|XP_039955549.1|BTRY
OG0001946	CCAP1982_LOCUS21691|CAD7013647.1|CCAP	LOC120772230|XP_039956656.1|BTRY
OG0001947	CCAP1982_LOCUS21692|CAD7013648.1|CCAP	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY
OG0001948	CCAP1982_LOCUS13820|CAD7005460.1|CCAP	LOC120776857|XP_039963837.1|BTRY
OG0001949	CCAP1982_LOCUS13083|CAD7004689.1|CCAP	LOC120778048|XP_039965657.1|BTRY
OG0001950	CCAP1982_LOCUS4560|CAD6995859.1|CCAP	LOC120782371|XP_039970542.1|BTRY
OG0001951	CCAP1982_LOCUS23274|CAD7015329.1|CCAP	LOC120772577|XP_039957214.1|BTRY
OG0001952	CCAP1982_LOCUS23010|CAD7015053.1|CCAP	LOC120772022|XP_039956323.1|BTRY
OG0001953	CCAP1982_LOCUS22980|CAD7015023.1|CCAP	LOC120772849|XP_039957596.1|BTRY
OG0001953	CCAP1982_LOCUS22978|CAD7015021.1|CCAP	LOC120771094|XP_039954855.1|BTRY
OG0001954	CCAP1982_LOCUS23202|CAD7015253.1|CCAP	LOC120770100|XP_039953205.1|BTRY
OG0001955	CCAP1982_LOCUS22670|CAD7014686.1|CCAP	LOC120772766|XP_039957475.1|BTRY
OG0001956	CCAP1982_LOCUS10852|CAD7002358.1|CCAP	LOC120777376|XP_039964599.1|BTRY
OG0001957	CCAP1982_LOCUS22307|CAD7014307.1|CCAP	LOC120772177|XP_039956559.1|BTRY
OG0001958	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP	LOC120770258|XP_039953498.1|BTRY
OG0001959	CCAP1982_LOCUS14238|CAD7005898.1|CCAP	LOC120778938|XP_039966929.1|BTRY
OG0001960	CCAP1982_LOCUS12222|CAD7003786.1|CCAP	LOC120776344|XP_039962830.1|BTRY
OG0001961	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP	LOC120770306|XP_039953608.1|BTRY
OG0001962	CCAP1982_LOCUS22716|CAD7014738.1|CCAP	LOC120771321|XP_039955199.1|BTRY
OG0001962	CCAP1982_LOCUS22717|CAD7014739.1|CCAP	LOC120772250|XP_039956686.1|BTRY
OG0001963	CCAP1982_LOCUS12183|CAD7003747.1|CCAP	LOC120772630|XP_039957286.1|BTRY
OG0001964	CCAP1982_LOCUS12354|CAD7003931.1|CCAP	LOC120777367|XP_039964570.1|BTRY
OG0001965	CCAP1982_LOCUS12704|CAD7004284.1|CCAP	LOC120778986|XP_039967018.1|BTRY
OG0001966	CCAP1982_LOCUS3040|CAD6994279.1|CCAP	LOC120782546|XP_039970810.1|BTRY
OG0001967	CCAP1982_LOCUS22780|CAD7014812.1|CCAP	LOC120771395|XP_039955295.1|BTRY
OG0001968	CCAP1982_LOCUS14972|CAD7006670.1|CCAP	LOC120778717|XP_039966614.1|BTRY
OG0001969	CCAP1982_LOCUS21687|CAD7013643.1|CCAP	LOC120770952|XP_039954600.1|BTRY
OG0001970	CCAP1982_LOCUS23267|CAD7015322.1|CCAP	LOC120772750|XP_039957446.1|BTRY
OG0001971	CCAP1982_LOCUS8403|CAD6999893.1|CCAP	LOC120768970|XP_039951699.1|BTRY
OG0001972	CCAP1982_LOCUS23021|CAD7015065.1|CCAP	LOC120771026|XP_039954736.1|BTRY
OG0001973	CCAP1982_LOCUS22029|CAD7014023.1|CCAP	LOC120771553|XP_039955548.1|BTRY
OG0001974	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP	LOC120770989|XP_039954670.1|BTRY
OG0001975	CCAP1982_LOCUS11501|CAD7003038.1|CCAP	LOC120778480|XP_039966230.1|BTRY
OG0001976	CCAP1982_LOCUS22353|CAD7014356.1|CCAP	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY
OG0001977	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP	LOC120767534|XP_039949559.1|BTRY
OG0001978	CCAP1982_LOCUS7617|CAD6999071.1|CCAP	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY
OG0001979	CCAP1982_LOCUS8860|CAD7000384.1|CCAP	LOC120767436|XP_039949433.1|BTRY
OG0001980	CCAP1982_LOCUS6688|CAD6998074.1|CCAP	LOC120767598|XP_039949680.1|BTRY
OG0001980	CCAP1982_LOCUS6687|CAD6998073.1|CCAP	LOC120769664|XP_039952710.1|BTRY
OG0001981	CCAP1982_LOCUS7875|CAD6999348.1|CCAP	LOC120768074|XP_039950537.1|BTRY
OG0001982	CCAP1982_LOCUS5569|CAD6996896.1|CCAP	LOC120769190|XP_039952018.1|BTRY
OG0001983	CCAP1982_LOCUS3020|CAD6994259.1|CCAP	LOC120773400|XP_039958190.1|BTRY
OG0001984	CCAP1982_LOCUS9240|CAD7000765.1|CCAP	LOC120769382|XP_039952284.1|BTRY
OG0001985	CCAP1982_LOCUS5651|CAD6996989.1|CCAP	LOC120780145|XP_039968365.1|BTRY
OG0001986	CCAP1982_LOCUS6409|CAD6997784.1|CCAP	LOC120768862|XP_039951551.1|BTRY
OG0001988	CCAP1982_LOCUS22258|CAD7014255.1|CCAP	LOC120770037|XP_039953086.1|BTRY
OG0001989	CCAP1982_LOCUS6085|CAD6997439.1|CCAP	LOC120767867|XP_039950114.1|BTRY
OG0001989	CCAP1982_LOCUS20246|CAD7012149.1|CCAP	LOC120772540|XP_039957155.1|BTRY
OG0001990	CCAP1982_LOCUS6087|CAD6997441.1|CCAP	LOC120768658|XP_039951369.1|BTRY
OG0001991	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP	LOC120768755|XP_039951461.1|BTRY
OG0001992	CCAP1982_LOCUS7304|CAD6998750.1|CCAP	LOC120768570|XP_039951253.1|BTRY
OG0001993	CCAP1982_LOCUS6510|CAD6997891.1|CCAP	LOC120768392|XP_039950998.1|BTRY
OG0001994	CCAP1982_LOCUS4040|CAD6995322.1|CCAP	LOC120773364|XP_039958128.1|BTRY
OG0001995	CCAP1982_LOCUS7864|CAD6999337.1|CCAP	LOC120781538|XP_039969703.1|BTRY
OG0001996	CCAP1982_LOCUS6834|CAD6998223.1|CCAP	LOC120767965|XP_039950302.1|BTRY
OG0001997	CCAP1982_LOCUS22833|CAD7014869.1|CCAP	LOC120770842|XP_039954372.1|BTRY
OG0001998	CCAP1982_LOCUS22838|CAD7014874.1|CCAP	LOC120770212|XP_039953400.1|BTRY
OG0001999	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP	LOC120771449|XP_039955391.1|BTRY
OG0002000	CCAP1982_LOCUS8817|CAD7000334.1|CCAP	LOC120769380|XP_039952283.1|BTRY
