Orthogroup	CCAP.longest_only	DSEC.longest_only
OG0000713	CCAP1982_LOCUS23194|CAD7015244.1|CCAP	LOC6609313|XP_002034002.1|DSEC
OG0000715	CCAP1982_LOCUS14124|CAD7005776.1|CCAP	LOC6618322|XP_002042595.1|DSEC
OG0000716	CCAP1982_LOCUS14228|CAD7005886.1|CCAP	LOC6612352|XP_002036861.1|DSEC, LOC6605721|XP_002030537.1|DSEC
OG0000717	CCAP1982_LOCUS13750|CAD7005390.1|CCAP	LOC6616575|XP_002040934.2|DSEC
OG0000719	CCAP1982_LOCUS12110|CAD7003673.1|CCAP	LOC6605095|XP_002029936.1|DSEC, LOC6605144|XP_002029985.1|DSEC
OG0000720	CCAP1982_LOCUS3915|CAD6995196.1|CCAP	LOC6618738|XP_002042996.1|DSEC, LOC6607069|XP_032578286.1|DSEC
OG0000721	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP	LOC6613548|XP_002038016.1|DSEC, LOC6613549|XP_002038017.1|DSEC
OG0000722	CCAP1982_LOCUS21839|CAD7013819.1|CCAP	LOC6618824|XP_032573033.1|DSEC, LOC116800361|XP_032570674.1|DSEC, LOC6618822|XP_032570673.1|DSEC
OG0000723	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP	LOC6608933|XP_002033647.1|DSEC, LOC6608934|XP_002033648.1|DSEC
OG0000726	CCAP1982_LOCUS4572|CAD6995871.1|CCAP	LOC6616872|XP_002041208.1|DSEC, LOC6616873|XP_002041209.1|DSEC
OG0000728	CCAP1982_LOCUS2587|CAD6993789.1|CCAP	LOC6607129|XP_032577223.1|DSEC
OG0000729	CCAP1982_LOCUS3800|CAD6995077.1|CCAP	LOC116801553|XP_032577795.1|DSEC, LOC6617151|XP_032577796.1|DSEC
OG0000730	CCAP1982_LOCUS11317|CAD7002848.1|CCAP	LOC6617943|XP_002042251.1|DSEC, LOC6620971|XP_002041753.2|DSEC
OG0000731	CCAP1982_LOCUS21712|CAD7013669.1|CCAP	LOC6610801|XP_002035367.2|DSEC, LOC6609295|XP_032572203.1|DSEC
OG0000732	CCAP1982_LOCUS11935|CAD7003484.1|CCAP	LOC6606021|XP_002030832.1|DSEC
OG0000733	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP	LOC6612672|XP_002037176.1|DSEC, LOC6610871|XP_002035434.1|DSEC
OG0000734	CCAP1982_LOCUS11176|CAD7002699.1|CCAP	LOC6617603|XP_032581064.1|DSEC
OG0000734	CCAP1982_LOCUS11177|CAD7002700.1|CCAP	LOC6610716|XP_032575973.1|DSEC
OG0000735	CCAP1982_LOCUS5622|CAD6996955.1|CCAP	LOC6611832|XP_032574909.1|DSEC
OG0000736	CCAP1982_LOCUS7876|CAD6999349.1|CCAP	LOC116803584|XP_032583368.1|DSEC, LOC6613200|XP_032583363.1|DSEC
OG0000737	CCAP1982_LOCUS21802|CAD7013779.1|CCAP	LOC6607867|XP_032570068.1|DSEC
OG0000739	CCAP1982_LOCUS4635|CAD6995933.1|CCAP	LOC6606335|XP_002031140.2|DSEC, LOC6606333|XP_002031138.1|DSEC
OG0000740	CCAP1982_LOCUS851|CAD6991963.1|CCAP	LOC6621084|XP_032576740.1|DSEC
OG0000743	CCAP1982_LOCUS12884|CAD7004479.1|CCAP	LOC6610298|XP_002034893.1|DSEC, LOC6615667|XP_032572008.1|DSEC
OG0000744	CCAP1982_LOCUS20285|CAD7012184.1|CCAP	LOC6608576|XP_002033310.1|DSEC
OG0000746	CCAP1982_LOCUS7111|CAD6998524.1|CCAP	LOC116800377|XP_032570841.1|DSEC, LOC116800376|XP_032570840.1|DSEC
OG0000747	CCAP1982_LOCUS14652|CAD7006330.1|CCAP	LOC6616614|XP_002040971.1|DSEC
OG0000747	CCAP1982_LOCUS14644|CAD7006322.1|CCAP	LOC6616613|XP_032574933.1|DSEC
OG0000750	CCAP1982_LOCUS5975|CAD6997343.1|CCAP	LOC6608830|XP_002033544.1|DSEC, LOC6607125|XP_002031913.1|DSEC
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP	LOC6621504|XP_032577189.1|DSEC
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC6606546|XP_002031347.2|DSEC, LOC6606545|XP_002031346.2|DSEC
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC6619652|XP_002043867.1|DSEC
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC6610603|XP_002035171.1|DSEC
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC6605953|XP_002030765.1|DSEC, LOC6605954|XP_032574932.1|DSEC
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC6610475|XP_032575156.1|DSEC, LOC6610473|XP_032575059.1|DSEC
OG0000760	CCAP1982_LOCUS23060|CAD7015107.1|CCAP	LOC6615599|XP_032571327.1|DSEC
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC6611670|XP_002036205.1|DSEC
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP	LOC6618232|XP_002042507.1|DSEC
OG0000763	CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC6618233|XP_002042508.1|DSEC
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC6607387|XP_002032160.1|DSEC, LOC6620293|XP_032582190.1|DSEC
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC6613960|XP_032578374.1|DSEC, LOC6619373|XP_002043589.1|DSEC
OG0000768	CCAP1982_LOCUS13967|CAD7005608.1|CCAP	LOC6616273|XP_002040637.1|DSEC
OG0000770	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP	LOC6608449|XP_002033183.1|DSEC
OG0000771	CCAP1982_LOCUS11323|CAD7002853.1|CCAP	LOC6610662|XP_002035229.1|DSEC, LOC6610661|XP_002035228.2|DSEC
OG0000772	CCAP1982_LOCUS7245|CAD6998687.1|CCAP	LOC6618913|XP_032571596.1|DSEC, LOC6609335|XP_002034024.2|DSEC
OG0000773	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP	LOC116800296|XP_032570131.1|DSEC
OG0000774	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP	LOC116800365|XP_032570733.1|DSEC, LOC6613026|XP_032570729.1|DSEC, LOC116800364|XP_032570731.1|DSEC
OG0000775	CCAP1982_LOCUS23219|CAD7015271.1|CCAP	LOC6608955|XP_002033669.2|DSEC, LOC6608477|XP_002033211.1|DSEC
OG0000778	CCAP1982_LOCUS4113|CAD6995395.1|CCAP	LOC6610890|XP_002035453.2|DSEC, LOC116801578|XP_032577955.1|DSEC
OG0000785	CCAP1982_LOCUS2663|CAD6993869.1|CCAP	LOC6612637|XP_032577719.1|DSEC, LOC6617172|XP_032576431.1|DSEC
OG0000786	CCAP1982_LOCUS1450|CAD6992600.1|CCAP	LOC6613800|XP_002038269.2|DSEC
OG0000786	CCAP1982_LOCUS1451|CAD6992602.1|CCAP	LOC6620080|XP_032578453.1|DSEC
OG0000787	CCAP1982_LOCUS11438|CAD7002975.1|CCAP	LOC6605042|XP_002029884.1|DSEC, LOC6620320|XP_002044528.1|DSEC
OG0000788	CCAP1982_LOCUS11851|CAD7003393.1|CCAP	LOC116803603|XP_032583513.1|DSEC, LOC6611137|XP_032575863.1|DSEC
OG0000789	CCAP1982_LOCUS7762|CAD6999230.1|CCAP	LOC6613514|XP_002037982.1|DSEC, LOC6613513|XP_032580641.1|DSEC
OG0000790	CCAP1982_LOCUS7014|CAD6998414.1|CCAP	LOC6617205|XP_002041532.1|DSEC, LOC6617206|XP_002041533.1|DSEC
OG0000791	CCAP1982_LOCUS2495|CAD6993689.1|CCAP	LOC6617041|XP_032576682.1|DSEC, LOC6621278|XP_032579604.1|DSEC
OG0000792	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP	LOC6617375|XP_002041700.1|DSEC
OG0000793	CCAP1982_LOCUS1000|CAD6992116.1|CCAP	LOC6619031|XP_002043276.1|DSEC, LOC116802353|XP_032582737.1|DSEC
OG0000797	CCAP1982_LOCUS4428|CAD6995722.1|CCAP	LOC6607086|XP_002031874.1|DSEC, LOC6607087|XP_002031875.1|DSEC
OG0000798	CCAP1982_LOCUS20568|CAD7012491.1|CCAP	LOC6609023|XP_032570213.1|DSEC, LOC6609021|XP_002033725.1|DSEC
OG0000799	CCAP1982_LOCUS23391|CAD7015450.1|CCAP	LOC6606732|XP_002031529.1|DSEC
OG0000800	CCAP1982_LOCUS12705|CAD7004285.1|CCAP	LOC6611025|XP_002035582.1|DSEC
OG0000801	CCAP1982_LOCUS20234|CAD7012137.1|CCAP	LOC6615675|XP_002040046.1|DSEC, LOC6615412|XP_002039794.1|DSEC
OG0000802	CCAP1982_LOCUS12829|CAD7004420.1|CCAP	LOC6612305|XP_002036815.1|DSEC, LOC6612306|XP_032581336.1|DSEC
OG0000803	CCAP1982_LOCUS7929|CAD6999403.1|CCAP	LOC6612053|XP_002036570.1|DSEC, LOC6610706|XP_002035272.1|DSEC
OG0000804	CCAP1982_LOCUS21024|CAD7012927.1|CCAP	LOC6608792|XP_002033511.1|DSEC, LOC6614125|XP_002038578.1|DSEC
OG0000805	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP	LOC6608975|XP_002033689.2|DSEC, LOC6608974|XP_032571683.1|DSEC
OG0000806	CCAP1982_LOCUS8652|CAD7000159.1|CCAP	LOC6617383|XP_032582601.1|DSEC
OG0000807	CCAP1982_LOCUS14477|CAD7006149.1|CCAP	LOC6605049|XP_032574670.1|DSEC, LOC6617391|XP_002041716.1|DSEC
OG0000810	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP	LOC6607952|XP_002032700.2|DSEC, LOC6607955|XP_002032703.1|DSEC
OG0000811	CCAP1982_LOCUS23414|CAD7015474.1|CCAP	LOC6609435|XP_032571645.1|DSEC
OG0000813	CCAP1982_LOCUS7210|CAD6998639.1|CCAP	LOC6608910|XP_002033624.1|DSEC
OG0000814	CCAP1982_LOCUS189|CAD6991255.1|CCAP	LOC6613700|XP_002038170.1|DSEC
OG0000815	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP	LOC6613476|XP_002037946.2|DSEC
OG0000820	CCAP1982_LOCUS607|CAD6991694.1|CCAP	LOC6615002|XP_002039419.2|DSEC
OG0000820	CCAP1982_LOCUS20527|CAD7012446.1|CCAP	LOC6608562|XP_002033296.1|DSEC
OG0000823	CCAP1982_LOCUS2925|CAD6994160.1|CCAP	LOC6606636|XP_032578738.1|DSEC, LOC6606635|XP_032577851.1|DSEC, LOC6606634|XP_002031435.1|DSEC, LOC6606637|XP_002031438.1|DSEC, LOC6606638|XP_002031439.1|DSEC
OG0000824	CCAP1982_LOCUS3412|CAD6994677.1|CCAP	LOC6617733|XP_032583252.1|DSEC
OG0000825	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP	LOC6606066|XP_002030876.2|DSEC, LOC6611380|XP_002035925.2|DSEC
OG0000826	CCAP1982_LOCUS22257|CAD7014254.1|CCAP	LOC6609592|XP_032571399.1|DSEC
OG0000827	CCAP1982_LOCUS12545|CAD7004124.1|CCAP	LOC6621254|XP_002045431.1|DSEC, LOC6610986|XP_032574702.1|DSEC, LOC116801114|XP_032574703.1|DSEC, LOC6610985|XP_002035542.1|DSEC
OG0000828	CCAP1982_LOCUS3024|CAD6994263.1|CCAP	LOC6616755|XP_032577210.1|DSEC, LOC116801504|XP_032577449.1|DSEC
OG0000831	CCAP1982_LOCUS2876|CAD6994107.1|CCAP	LOC116801062|XP_032574389.1|DSEC
OG0000832	CCAP1982_LOCUS22663|CAD7014678.1|CCAP	LOC6609362|XP_032570555.1|DSEC
OG0000833	CCAP1982_LOCUS14574|CAD7006248.1|CCAP	LOC6618366|XP_032574179.1|DSEC
OG0000834	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP	LOC6612771|XP_002037272.1|DSEC
OG0000835	CCAP1982_LOCUS12097|CAD7003659.1|CCAP	LOC6611105|XP_032574376.1|DSEC
OG0000836	CCAP1982_LOCUS5624|CAD6996957.1|CCAP	LOC6619322|XP_032583478.1|DSEC, LOC6611993|XP_002036510.1|DSEC
OG0000839	CCAP1982_LOCUS770|CAD6991879.1|CCAP	LOC6613986|XP_002038442.1|DSEC, LOC6619298|XP_032578654.1|DSEC
OG0000841	CCAP1982_LOCUS4224|CAD6995511.1|CCAP	LOC6614376|XP_032578362.1|DSEC
OG0000842	CCAP1982_LOCUS21103|CAD7013014.1|CCAP	LOC6608090|XP_002032838.2|DSEC, LOC6619247|XP_002043465.1|DSEC
OG0000843	CCAP1982_LOCUS5498|CAD6996825.1|CCAP	LOC6615814|XP_002040184.1|DSEC
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC6613015|XP_032570967.1|DSEC, LOC6614198|XP_032577071.1|DSEC
OG0000846	CCAP1982_LOCUS1614|CAD6992773.1|CCAP	LOC6612720|XP_002037223.1|DSEC
OG0000847	CCAP1982_LOCUS7164|CAD6998586.1|CCAP	LOC6608904|XP_002033618.1|DSEC, LOC6618855|XP_002043103.1|DSEC
OG0000848	CCAP1982_LOCUS8247|CAD6999721.1|CCAP	LOC6613066|XP_032582338.1|DSEC
OG0000848	CCAP1982_LOCUS8237|CAD6999711.1|CCAP	LOC6619333|XP_002043550.2|DSEC
OG0000849	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP	LOC6612175|XP_002036692.2|DSEC, LOC6617336|XP_002041661.1|DSEC
OG0000850	CCAP1982_LOCUS22786|CAD7014819.1|CCAP	LOC6615588|XP_002039962.1|DSEC, LOC6615586|XP_032572075.1|DSEC
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC6619551|XP_002043766.1|DSEC, LOC6616461|XP_002040822.1|DSEC
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC6606593|XP_002031394.1|DSEC, LOC6606592|XP_002031393.1|DSEC
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC6616325|XP_032575833.1|DSEC, LOC6610561|XP_032573775.1|DSEC
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP	LOC6615752|XP_002040123.2|DSEC
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC6607410|XP_002032183.2|DSEC
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC6620091|XP_002044300.1|DSEC, LOC6607096|XP_002031884.1|DSEC
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC6617355|XP_002041680.2|DSEC, LOC6617356|XP_002041681.2|DSEC
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC6611955|XP_002036472.1|DSEC
OG0000869	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP	LOC6614216|XP_002038661.1|DSEC
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC6615802|XP_032571678.1|DSEC
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC6608759|XP_002033482.1|DSEC
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC6613004|XP_002037494.1|DSEC
OG0000873	CCAP1982_LOCUS11691|CAD7003230.1|CCAP	LOC6616542|XP_032574086.1|DSEC
OG0000875	CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC6619438|XP_002043653.1|DSEC
OG0000878	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP	LOC6615684|XP_002040055.1|DSEC, LOC6611906|XP_002036423.2|DSEC
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC6620702|XP_032578832.1|DSEC
OG0000886	CCAP1982_LOCUS2115|CAD6993301.1|CCAP	LOC6613745|XP_032578957.1|DSEC
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP	LOC6610169|XP_032575458.1|DSEC
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC6616583|XP_032574208.1|DSEC
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC6615597|XP_002039971.1|DSEC
OG0000891	CCAP1982_LOCUS8035|CAD6999510.1|CCAP	LOC6617894|XP_002042202.1|DSEC, LOC6617693|XP_032570020.1|DSEC
OG0000892	CCAP1982_LOCUS14260|CAD7005922.1|CCAP	LOC6605258|XP_032575307.1|DSEC, LOC6616319|XP_002040679.1|DSEC
OG0000893	CCAP1982_LOCUS4761|CAD6996054.1|CCAP	LOC6614248|XP_002038693.2|DSEC
OG0000894	CCAP1982_LOCUS5163|CAD6996494.1|CCAP	LOC6614194|XP_002038641.1|DSEC
OG0000895	CCAP1982_LOCUS22848|CAD7014884.1|CCAP	LOC6609422|XP_002034107.1|DSEC
OG0000897	CCAP1982_LOCUS357|CAD6991430.1|CCAP	LOC6617014|XP_002041342.1|DSEC
OG0000897	CCAP1982_LOCUS354|CAD6991427.1|CCAP	LOC6617011|XP_002041339.1|DSEC
OG0000898	CCAP1982_LOCUS251|CAD6991322.1|CCAP	LOC6609463|XP_002034148.1|DSEC, LOC6615621|XP_002039995.1|DSEC
OG0000899	CCAP1982_LOCUS2195|CAD6993379.1|CCAP	LOC116801665|XP_032578472.1|DSEC, LOC6607307|XP_002032086.1|DSEC
OG0000900	CCAP1982_LOCUS22789|CAD7014822.1|CCAP	LOC6615584|XP_002039958.1|DSEC, LOC6615583|XP_002039957.2|DSEC
OG0000901	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP	LOC6615461|XP_002039841.2|DSEC, LOC6615462|XP_002039842.1|DSEC
OG0000909	CCAP1982_LOCUS3768|CAD6995038.1|CCAP	LOC6607638|XP_002032403.1|DSEC
OG0000911	CCAP1982_LOCUS21662|CAD7013610.1|CCAP	LOC6609682|XP_002034340.1|DSEC
OG0000912	CCAP1982_LOCUS14320|CAD7005984.1|CCAP	LOC116801077|XP_032574508.1|DSEC, LOC6605832|XP_032574507.1|DSEC
OG0000913	CCAP1982_LOCUS10762|CAD7002267.1|CCAP	LOC116801028|XP_032574183.1|DSEC
OG0000913	CCAP1982_LOCUS10773|CAD7002278.1|CCAP	LOC6605466|XP_032574182.1|DSEC
OG0000914	CCAP1982_LOCUS21261|CAD7013190.1|CCAP	LOC6608834|XP_002033548.1|DSEC
OG0000915	CCAP1982_LOCUS21547|CAD7013485.1|CCAP	LOC6609408|XP_002034093.1|DSEC, LOC6612492|XP_002037000.1|DSEC
OG0000916	CCAP1982_LOCUS8269|CAD6999743.1|CCAP	LOC6611642|XP_032580078.1|DSEC
OG0000917	CCAP1982_LOCUS8922|CAD7000445.1|CCAP	LOC6611627|XP_032583393.1|DSEC
OG0000918	CCAP1982_LOCUS5537|CAD6996863.1|CCAP	LOC116800465|XP_032571502.1|DSEC, LOC6613207|XP_002037687.2|DSEC
OG0000922	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP	LOC6610726|XP_002035292.1|DSEC
OG0000923	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP	LOC6618300|XP_002042573.1|DSEC, LOC6607230|XP_032577914.1|DSEC
OG0000925	CCAP1982_LOCUS1840|CAD6993005.1|CCAP	LOC6612909|XP_032578017.1|DSEC, LOC6612908|XP_002037400.1|DSEC
OG0000927	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP	LOC6617059|XP_002041387.1|DSEC, LOC6617062|XP_002041390.1|DSEC
OG0000928	CCAP1982_LOCUS5385|CAD6996701.1|CCAP	LOC6611773|XP_002036296.1|DSEC, LOC6611772|XP_032571033.1|DSEC
OG0000930	CCAP1982_LOCUS12351|CAD7003926.1|CCAP	LOC6605864|XP_002030678.1|DSEC, LOC6605865|XP_002030679.1|DSEC
OG0000931	CCAP1982_LOCUS14267|CAD7005929.1|CCAP	LOC6615664|XP_032572414.1|DSEC, LOC6613649|XP_032577182.1|DSEC
OG0000932	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP	LOC6616250|XP_002040614.2|DSEC
OG0000932	CCAP1982_LOCUS13476|CAD7005114.1|CCAP	LOC6616251|XP_002040615.1|DSEC
OG0000935	CCAP1982_LOCUS3212|CAD6994467.1|CCAP	LOC6612625|XP_032578720.1|DSEC
OG0000936	CCAP1982_LOCUS4121|CAD6995403.1|CCAP	LOC116801584|XP_032577980.1|DSEC, LOC6618499|XP_002042759.1|DSEC
OG0000937	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP	LOC6617126|XP_032579342.1|DSEC
OG0000939	CCAP1982_LOCUS8572|CAD7000071.1|CCAP	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC, LOC6611582|XP_002036120.1|DSEC
OG0000942	CCAP1982_LOCUS13068|CAD7004674.1|CCAP	LOC6616407|XP_032574982.1|DSEC
OG0000943	CCAP1982_LOCUS23191|CAD7015240.1|CCAP	LOC6608699|XP_002033423.1|DSEC
OG0000945	CCAP1982_LOCUS22125|CAD7014119.1|CCAP	LOC6610272|XP_002034867.1|DSEC, LOC6610271|XP_002034866.1|DSEC
OG0000947	CCAP1982_LOCUS19572|CAD7011472.1|CCAP	LOC6612995|XP_002037486.1|DSEC
OG0000948	CCAP1982_LOCUS11573|CAD7003110.1|CCAP	LOC6610640|XP_002035207.1|DSEC
OG0000951	CCAP1982_LOCUS166|CAD6991229.1|CCAP	LOC6606663|XP_002031463.1|DSEC
OG0000952	CCAP1982_LOCUS7797|CAD6999267.1|CCAP	LOC116803404|XP_032583028.1|DSEC, LOC116803447|XP_032583053.1|DSEC, LOC6617705|XP_002042017.1|DSEC, LOC116803451|XP_032583054.1|DSEC
OG0000954	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP	LOC6619176|XP_002043402.1|DSEC
OG0000955	CCAP1982_LOCUS21840|CAD7013820.1|CCAP	LOC116801736|XP_032578838.1|DSEC
OG0000955	CCAP1982_LOCUS481|CAD6991562.1|CCAP	LOC6607575|XP_032579427.1|DSEC
OG0000956	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP	LOC6619058|XP_002043299.1|DSEC, LOC6619062|XP_002043303.1|DSEC
OG0000957	CCAP1982_LOCUS13628|CAD7005271.1|CCAP	LOC6609710|XP_032571919.1|DSEC, LOC6609709|XP_002034366.1|DSEC
OG0000958	CCAP1982_LOCUS4000|CAD6995281.1|CCAP	LOC116801391|XP_032576342.1|DSEC, LOC116800455|XP_032571445.1|DSEC
OG0000959	CCAP1982_LOCUS19918|CAD7011808.1|CCAP	LOC6618346|XP_002042618.1|DSEC, LOC6617095|XP_002041422.1|DSEC
OG0000961	CCAP1982_LOCUS14090|CAD7005739.1|CCAP	LOC6605848|XP_002030662.1|DSEC, LOC6605845|XP_002030659.1|DSEC
OG0000964	CCAP1982_LOCUS19682|CAD7011593.1|CCAP	LOC6614881|XP_002039299.1|DSEC, LOC6609407|XP_032571870.1|DSEC
OG0000966	CCAP1982_LOCUS5066|CAD6996391.1|CCAP	LOC6609068|XP_002033771.1|DSEC, LOC6612914|XP_002037406.2|DSEC
OG0000968	CCAP1982_LOCUS11834|CAD7003375.1|CCAP	LOC6605972|XP_032574238.1|DSEC
OG0000969	CCAP1982_LOCUS23334|CAD7015390.1|CCAP	LOC6615281|XP_002039685.1|DSEC, LOC6612946|XP_002037438.1|DSEC
OG0000970	CCAP1982_LOCUS2746|CAD6993961.1|CCAP	LOC6618721|XP_002042980.1|DSEC
OG0000971	CCAP1982_LOCUS8220|CAD6999693.1|CCAP	LOC6614440|XP_002038873.1|DSEC
OG0000972	CCAP1982_LOCUS11059|CAD7002571.1|CCAP	LOC6610964|XP_002035521.1|DSEC, LOC6616140|XP_002040505.1|DSEC
OG0000974	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP	LOC6610698|XP_002035264.1|DSEC
OG0000975	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP	LOC6606813|XP_032576736.1|DSEC
OG0000976	CCAP1982_LOCUS4863|CAD6996171.1|CCAP	LOC6607264|XP_032577403.1|DSEC
OG0000977	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP	LOC6606297|XP_002031102.2|DSEC
OG0000978	CCAP1982_LOCUS4767|CAD6996059.1|CCAP	LOC6608510|XP_032571996.1|DSEC, LOC6606843|XP_002031640.1|DSEC
OG0000979	CCAP1982_LOCUS1023|CAD6992145.1|CCAP	LOC6615565|XP_032571845.1|DSEC, LOC6615541|XP_002039920.1|DSEC, LOC6615437|XP_002039819.1|DSEC, LOC6618229|XP_002042504.1|DSEC, LOC6618212|XP_002042487.1|DSEC, LOC6615523|XP_002039902.2|DSEC
OG0000982	CCAP1982_LOCUS2938|CAD6994173.1|CCAP	LOC6606782|XP_002031579.1|DSEC, LOC116801427|XP_032576743.1|DSEC, LOC116801409|XP_032576561.1|DSEC
OG0000984	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP	LOC6619729|XP_032578118.1|DSEC, LOC6613597|XP_002038066.2|DSEC
