Orthogroup	CCAP.longest_only	DELE.longest_only
OG0001869	CCAP1982_LOCUS2409|CAD6993599.1|CCAP	LOC108140406|XP_017118611.1|DELE
OG0001872	CCAP1982_LOCUS1125|CAD6992255.1|CCAP	LOC108148998|XP_017131829.1|DELE
OG0001873	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP	LOC108141110|XP_017119814.1|DELE
OG0001874	CCAP1982_LOCUS4109|CAD6995391.1|CCAP	LOC108143924|XP_017123997.1|DELE
OG0001875	CCAP1982_LOCUS1759|CAD6992926.1|CCAP	LOC108144075|XP_017124214.1|DELE
OG0001878	CCAP1982_LOCUS2349|CAD6993537.1|CCAP	LOC108147288|XP_017129195.1|DELE
OG0001879	CCAP1982_LOCUS4169|CAD6995454.1|CCAP	LOC108144005|XP_017124115.1|DELE
OG0001880	CCAP1982_LOCUS1363|CAD6992514.1|CCAP	LOC108135824|XP_017112195.1|DELE
OG0001881	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP	LOC108135860|XP_017112250.1|DELE
OG0001882	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP	LOC108148687|XP_017131320.1|DELE
OG0001883	CCAP1982_LOCUS2229|CAD6993414.1|CCAP	LOC108148705|XP_017131345.1|DELE
OG0001884	CCAP1982_LOCUS1429|CAD6992581.1|CCAP	LOC108140708|XP_017119153.1|DELE
OG0001886	CCAP1982_LOCUS1050|CAD6992176.1|CCAP	LOC108143067|XP_017122770.1|DELE
OG0001887	CCAP1982_LOCUS20351|CAD7012255.1|CCAP	LOC108143287|XP_017123091.1|DELE
OG0001888	CCAP1982_LOCUS224|CAD6991295.1|CCAP	LOC108140140|XP_017118330.1|DELE, LOC108141107|XP_017119807.1|DELE
OG0001890	CCAP1982_LOCUS2856|CAD6994087.1|CCAP	LOC108142867|XP_017122430.1|DELE
OG0001891	CCAP1982_LOCUS2944|CAD6994179.1|CCAP	LOC108136805|XP_017113690.1|DELE
OG0001893	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP	LOC108147279|XP_017129184.1|DELE
OG0001894	CCAP1982_LOCUS22715|CAD7014737.1|CCAP	LOC108149633|XP_017132852.1|DELE
OG0001895	CCAP1982_LOCUS9931|CAD7001434.1|CCAP	LOC108145273|XP_017126052.1|DELE
OG0001896	CCAP1982_LOCUS10482|CAD7001996.1|CCAP	LOC108135457|XP_017111690.1|DELE
OG0001897	CCAP1982_LOCUS2463|CAD6993655.1|CCAP	LOC108135117|XP_017111197.1|DELE
OG0001899	CCAP1982_LOCUS1209|CAD6992345.1|CCAP	LOC108135756|XP_017112087.1|DELE
OG0001901	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP	LOC108135227|XP_017111345.1|DELE
OG0001903	CCAP1982_LOCUS2781|CAD6994000.1|CCAP	LOC108141165|XP_017119882.1|DELE
OG0001904	CCAP1982_LOCUS2825|CAD6994050.1|CCAP	LOC108148647|XP_017131261.1|DELE
OG0001906	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP	LOC108140551|XP_017118890.1|DELE
OG0001908	CCAP1982_LOCUS2718|CAD6993930.1|CCAP	LOC108140388|XP_017118584.1|DELE
OG0001910	CCAP1982_LOCUS3105|CAD6994350.1|CCAP	LOC108135131|XP_017111228.1|DELE
OG0001911	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP	LOC108135070|XP_017111117.1|DELE
OG0001912	CCAP1982_LOCUS2354|CAD6993542.1|CCAP	LOC108144902|XP_017125553.1|DELE
OG0001914	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP	LOC108136758|XP_017113597.1|DELE
OG0001915	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP	LOC108146363|XP_017127830.1|DELE
OG0001916	CCAP1982_LOCUS21919|CAD7013905.1|CCAP	LOC108145177|XP_017125902.1|DELE
OG0001917	CCAP1982_LOCUS10929|CAD7002439.1|CCAP	LOC108142211|XP_017121410.1|DELE
OG0001918	CCAP1982_LOCUS11525|CAD7003062.1|CCAP	LOC108146405|XP_017127895.1|DELE
OG0001919	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP	LOC108144685|XP_017125239.1|DELE
OG0001920	CCAP1982_LOCUS12172|CAD7003736.1|CCAP	LOC108146082|XP_017127390.1|DELE
OG0001921	CCAP1982_LOCUS14964|CAD7006661.1|CCAP	LOC108149144|XP_017132040.1|DELE
OG0001922	CCAP1982_LOCUS7235|CAD6998676.1|CCAP	LOC108149188|XP_017132097.1|DELE
OG0001924	CCAP1982_LOCUS5884|CAD6997251.1|CCAP	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE
OG0001925	CCAP1982_LOCUS13224|CAD7004835.1|CCAP	LOC108147456|XP_017129474.1|DELE
OG0001928	CCAP1982_LOCUS12931|CAD7004534.1|CCAP	LOC108150264|XP_017133835.1|DELE
OG0001929	CCAP1982_LOCUS12927|CAD7004530.1|CCAP	LOC108150175|XP_017133636.1|DELE
OG0001930	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP	LOC108138668|XP_017116502.1|DELE
OG0001931	CCAP1982_LOCUS14738|CAD7006418.1|CCAP	LOC108150113|XP_017133566.1|DELE
OG0001932	CCAP1982_LOCUS14734|CAD7006414.1|CCAP	LOC108150221|XP_017133753.1|DELE
OG0001933	CCAP1982_LOCUS20458|CAD7012364.1|CCAP	LOC108144405|XP_017124725.1|DELE
OG0001934	CCAP1982_LOCUS11449|CAD7002986.1|CCAP	LOC108150361|XP_017133984.1|DELE
OG0001935	CCAP1982_LOCUS14888|CAD7006574.1|CCAP	LOC108146318|XP_017127770.1|DELE
OG0001937	CCAP1982_LOCUS21341|CAD7013270.1|CCAP	LOC108144588|XP_017125073.1|DELE
OG0001938	CCAP1982_LOCUS21455|CAD7013390.1|CCAP	LOC108144373|XP_017124636.1|DELE
OG0001940	CCAP1982_LOCUS21655|CAD7013601.1|CCAP	LOC108149603|XP_017132786.1|DELE
OG0001941	CCAP1982_LOCUS11356|CAD7002887.1|CCAP	LOC108146530|XP_017128057.1|DELE
OG0001942	CCAP1982_LOCUS21879|CAD7013860.1|CCAP	LOC108145114|XP_017125812.1|DELE
OG0001943	CCAP1982_LOCUS14883|CAD7006569.1|CCAP	LOC108145736|XP_017126787.1|DELE
OG0001944	CCAP1982_LOCUS11128|CAD7002645.1|CCAP	LOC108146091|XP_017127408.1|DELE
OG0001945	CCAP1982_LOCUS22711|CAD7014732.1|CCAP	LOC108135012|XP_017111035.1|DELE, LOC108149624|XP_017132843.1|DELE, LOC108149571|XP_017132695.1|DELE
OG0001946	CCAP1982_LOCUS21691|CAD7013647.1|CCAP	LOC108149636|XP_017132857.1|DELE
OG0001947	CCAP1982_LOCUS21692|CAD7013648.1|CCAP	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE
OG0001948	CCAP1982_LOCUS13820|CAD7005460.1|CCAP	LOC108136527|XP_017113290.1|DELE
OG0001949	CCAP1982_LOCUS13083|CAD7004689.1|CCAP	LOC108142573|XP_017122013.1|DELE
OG0001950	CCAP1982_LOCUS4560|CAD6995859.1|CCAP	LOC108137449|XP_017114627.1|DELE
OG0001951	CCAP1982_LOCUS23274|CAD7015329.1|CCAP	LOC108137524|XP_017114727.1|DELE
OG0001952	CCAP1982_LOCUS23010|CAD7015053.1|CCAP	LOC108146773|XP_017128405.1|DELE
OG0001953	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP	LOC108149123|XP_017132012.1|DELE
OG0001954	CCAP1982_LOCUS23202|CAD7015253.1|CCAP	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE
OG0001955	CCAP1982_LOCUS22670|CAD7014686.1|CCAP	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE
OG0001957	CCAP1982_LOCUS22307|CAD7014307.1|CCAP	LOC108145221|XP_017125965.1|DELE
OG0001958	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP	LOC108138774|XP_017116727.1|DELE
OG0001959	CCAP1982_LOCUS14238|CAD7005898.1|CCAP	LOC108142222|XP_017121426.1|DELE
OG0001960	CCAP1982_LOCUS12222|CAD7003786.1|CCAP	LOC108145881|XP_017127016.1|DELE
OG0001961	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP	LOC108144723|XP_017125307.1|DELE
OG0001962	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP	LOC108149632|XP_017132851.1|DELE
OG0001963	CCAP1982_LOCUS12183|CAD7003747.1|CCAP	LOC108146878|XP_017128599.1|DELE
OG0001964	CCAP1982_LOCUS12354|CAD7003931.1|CCAP	LOC108142680|XP_017122173.1|DELE
OG0001965	CCAP1982_LOCUS12704|CAD7004284.1|CCAP	LOC108142439|XP_017121792.1|DELE
OG0001966	CCAP1982_LOCUS3040|CAD6994279.1|CCAP	LOC108140680|XP_017119115.1|DELE
OG0001967	CCAP1982_LOCUS22780|CAD7014812.1|CCAP	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE
OG0001968	CCAP1982_LOCUS14972|CAD7006670.1|CCAP	LOC108150117|XP_017133570.1|DELE
OG0001969	CCAP1982_LOCUS21687|CAD7013643.1|CCAP	LOC108149640|XP_017132864.1|DELE
OG0001970	CCAP1982_LOCUS23267|CAD7015322.1|CCAP	LOC108137555|XP_017114770.1|DELE
OG0001971	CCAP1982_LOCUS8403|CAD6999893.1|CCAP	LOC108144959|XP_017125594.1|DELE
OG0001972	CCAP1982_LOCUS23021|CAD7015065.1|CCAP	LOC108149621|XP_017132842.1|DELE
OG0001973	CCAP1982_LOCUS22029|CAD7014023.1|CCAP	LOC108143461|XP_017123384.1|DELE
OG0001974	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP	LOC108143458|XP_017123381.1|DELE
OG0001975	CCAP1982_LOCUS11501|CAD7003038.1|CCAP	LOC108145710|XP_017126760.1|DELE
OG0001976	CCAP1982_LOCUS22353|CAD7014356.1|CCAP	LOC108144552|XP_017125015.1|DELE
OG0001977	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP	LOC108135219|XP_017111331.1|DELE
OG0001978	CCAP1982_LOCUS7617|CAD6999071.1|CCAP	LOC108149543|XP_017132669.1|DELE
OG0001979	CCAP1982_LOCUS8860|CAD7000384.1|CCAP	LOC108138155|XP_017115732.1|DELE
OG0001980	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP	LOC108147806|XP_017130040.1|DELE
OG0001981	CCAP1982_LOCUS7875|CAD6999348.1|CCAP	LOC108149332|XP_017132288.1|DELE
OG0001982	CCAP1982_LOCUS5569|CAD6996896.1|CCAP	LOC108137058|XP_017114054.1|DELE
OG0001983	CCAP1982_LOCUS3020|CAD6994259.1|CCAP	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE
OG0001984	CCAP1982_LOCUS9240|CAD7000765.1|CCAP	LOC108148215|XP_017130618.1|DELE
OG0001985	CCAP1982_LOCUS5651|CAD6996989.1|CCAP	LOC108141798|XP_017120845.1|DELE
OG0001986	CCAP1982_LOCUS6409|CAD6997784.1|CCAP	LOC108150697|XP_017134449.1|DELE
OG0001988	CCAP1982_LOCUS22258|CAD7014255.1|CCAP	LOC108144453|XP_017124833.1|DELE
OG0001989	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP	LOC108149153|XP_017132044.1|DELE
OG0001990	CCAP1982_LOCUS6088|CAD6997442.1|CCAP	LOC108141989|XP_017121137.1|DELE
OG0001992	CCAP1982_LOCUS7304|CAD6998750.1|CCAP	LOC108138257|XP_017115890.1|DELE
OG0001993	CCAP1982_LOCUS6510|CAD6997891.1|CCAP	LOC108135279|XP_017111449.1|DELE
OG0001994	CCAP1982_LOCUS4040|CAD6995322.1|CCAP	LOC108136916|XP_017113871.1|DELE
OG0001995	CCAP1982_LOCUS7864|CAD6999337.1|CCAP	LOC108138944|XP_017117012.1|DELE
OG0001996	CCAP1982_LOCUS6834|CAD6998223.1|CCAP	LOC108149459|XP_017132546.1|DELE
OG0001997	CCAP1982_LOCUS22833|CAD7014869.1|CCAP	LOC108141369|XP_017120188.1|DELE
OG0001998	CCAP1982_LOCUS22838|CAD7014874.1|CCAP	LOC108141367|XP_017120180.1|DELE
OG0001999	CCAP1982_LOCUS23209|CAD7015261.1|CCAP	LOC108147060|XP_017128837.1|DELE
OG0001999	CCAP1982_LOCUS23214|CAD7015266.1|CCAP	LOC108137930|XP_017115373.1|DELE
OG0002000	CCAP1982_LOCUS8817|CAD7000334.1|CCAP	LOC108149411|XP_017132455.1|DELE
OG0002001	CCAP1982_LOCUS8682|CAD7000189.1|CCAP	LOC108149391|XP_017132410.1|DELE
OG0002003	CCAP1982_LOCUS9016|CAD7000540.1|CCAP	LOC108141811|XP_017120873.1|DELE
OG0002004	CCAP1982_LOCUS7661|CAD6999117.1|CCAP	LOC108138940|XP_017117007.1|DELE
OG0002005	CCAP1982_LOCUS9022|CAD7000546.1|CCAP	LOC108150488|XP_017134183.1|DELE
OG0002006	CCAP1982_LOCUS8852|CAD7000372.1|CCAP	LOC108138143|XP_017115696.1|DELE
OG0002007	CCAP1982_LOCUS5813|CAD6997170.1|CCAP	LOC108149482|XP_017132587.1|DELE
OG0002008	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP	LOC108145297|XP_017126103.1|DELE
OG0002009	CCAP1982_LOCUS7153|CAD6998573.1|CCAP	LOC108138048|XP_017115516.1|DELE, LOC108149163|XP_017132051.1|DELE
OG0002010	CCAP1982_LOCUS9018|CAD7000542.1|CCAP	LOC108142057|XP_017121230.1|DELE
OG0002011	CCAP1982_LOCUS5797|CAD6997153.1|CCAP	LOC108138223|XP_017115831.1|DELE
OG0002012	CCAP1982_LOCUS8101|CAD6999576.1|CCAP	LOC108149346|XP_017132325.1|DELE
OG0002013	CCAP1982_LOCUS5842|CAD6997203.1|CCAP	LOC108138899|XP_017116930.1|DELE
OG0002014	CCAP1982_LOCUS20407|CAD7012313.1|CCAP	LOC108145539|XP_017126528.1|DELE
OG0002015	CCAP1982_LOCUS8287|CAD6999764.1|CCAP	LOC108138021|XP_017115480.1|DELE
OG0002016	CCAP1982_LOCUS22546|CAD7014545.1|CCAP	LOC108149757|XP_017133063.1|DELE
OG0002017	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP	LOC108135324|XP_017111500.1|DELE
OG0002018	CCAP1982_LOCUS5457|CAD6996782.1|CCAP	LOC108135278|XP_017111448.1|DELE
OG0002019	CCAP1982_LOCUS7335|CAD6998781.1|CCAP	LOC108138194|XP_017115795.1|DELE
OG0002020	CCAP1982_LOCUS5558|CAD6996885.1|CCAP	LOC108139032|XP_017117130.1|DELE
OG0002021	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP	LOC108145222|XP_017125966.1|DELE
OG0002022	CCAP1982_LOCUS7961|CAD6999437.1|CCAP	LOC108141691|XP_017120660.1|DELE
OG0002023	CCAP1982_LOCUS2755|CAD6993970.1|CCAP	LOC108135358|XP_017111542.1|DELE
OG0002024	CCAP1982_LOCUS5710|CAD6997056.1|CCAP	LOC108142034|XP_017121199.1|DELE
OG0002025	CCAP1982_LOCUS8538|CAD7000034.1|CCAP	LOC108134522|XP_017110349.1|DELE
OG0002026	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP	LOC108143250|XP_017123046.1|DELE
OG0002027	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE
OG0002028	CCAP1982_LOCUS20133|CAD7012029.1|CCAP	LOC108141463|XP_017120356.1|DELE
OG0002029	CCAP1982_LOCUS12945|CAD7004548.1|CCAP	LOC108147421|XP_017129367.1|DELE
OG0002030	CCAP1982_LOCUS21186|CAD7013113.1|CCAP	LOC108144212|XP_017124375.1|DELE
OG0002031	CCAP1982_LOCUS19460|CAD7011357.1|CCAP	LOC108147598|XP_017129727.1|DELE
OG0002032	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP	LOC108140469|XP_017118698.1|DELE
OG0002035	CCAP1982_LOCUS4823|CAD6996129.1|CCAP	LOC108143862|XP_017123916.1|DELE
OG0002036	CCAP1982_LOCUS4283|CAD6995573.1|CCAP, CCAP1982_LOCUS4277|CAD6995566.1|CCAP, CCAP1982_LOCUS4286|CAD6995576.1|CCAP	LOC108135028|XP_017111049.1|DELE
OG0002038	CCAP1982_LOCUS630|CAD6991717.1|CCAP	LOC108140022|XP_017118213.1|DELE, LOC108136830|XP_017113735.1|DELE
OG0002039	CCAP1982_LOCUS5672|CAD6997011.1|CCAP	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE
OG0002040	CCAP1982_LOCUS4199|CAD6995484.1|CCAP	LOC108141913|XP_017121026.1|DELE
OG0002041	CCAP1982_LOCUS19975|CAD7011863.1|CCAP	LOC108145451|XP_017126380.1|DELE
OG0002042	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP	LOC108141138|XP_017119851.1|DELE
OG0002043	CCAP1982_LOCUS561|CAD6991647.1|CCAP	LOC108148355|XP_017130861.1|DELE
OG0002044	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP	LOC108148723|XP_017131382.1|DELE
OG0002045	CCAP1982_LOCUS278|CAD6991349.1|CCAP	LOC108144055|XP_017124188.1|DELE
OG0002048	CCAP1982_LOCUS826|CAD6991936.1|CCAP	LOC108141562|XP_017120496.1|DELE
OG0002049	CCAP1982_LOCUS4976|CAD6996293.1|CCAP	LOC108140500|XP_017118765.1|DELE
OG0002050	CCAP1982_LOCUS5116|CAD6996444.1|CCAP	LOC108140567|XP_017118916.1|DELE
OG0002051	CCAP1982_LOCUS22484|CAD7014482.1|CCAP	LOC108144624|XP_017125140.1|DELE
OG0002052	CCAP1982_LOCUS14831|CAD7006517.1|CCAP	LOC108145758|XP_017126814.1|DELE
OG0002053	CCAP1982_LOCUS268|CAD6991339.1|CCAP	LOC108143968|XP_017124056.1|DELE
OG0002054	CCAP1982_LOCUS2427|CAD6993617.1|CCAP	LOC108148291|XP_017130749.1|DELE
OG0002055	CCAP1982_LOCUS382|CAD6991457.1|CCAP	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE
OG0002056	CCAP1982_LOCUS10781|CAD7002289.1|CCAP	LOC108146730|XP_017128319.1|DELE
OG0002057	CCAP1982_LOCUS7071|CAD6998476.1|CCAP	LOC108141845|XP_017120925.1|DELE
OG0002058	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP	LOC108146042|XP_017127327.1|DELE
OG0002059	CCAP1982_LOCUS862|CAD6991975.1|CCAP	LOC108148791|XP_017131499.1|DELE
OG0002060	CCAP1982_LOCUS20652|CAD7012567.1|CCAP	LOC108149797|XP_017133152.1|DELE
OG0002061	CCAP1982_LOCUS21100|CAD7013011.1|CCAP	LOC108144791|XP_017125398.1|DELE
OG0002065	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP	LOC108145889|XP_017127027.1|DELE
OG0002066	CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP	LOC108140512|XP_017118792.1|DELE
OG0002067	CCAP1982_LOCUS20152|CAD7012050.1|CCAP	LOC108141545|XP_017120475.1|DELE
OG0002068	CCAP1982_LOCUS21706|CAD7013663.1|CCAP	LOC108139084|XP_017117201.1|DELE
OG0002070	CCAP1982_LOCUS603|CAD6991690.1|CCAP	LOC108139453|XP_017117665.1|DELE, LOC108140389|XP_017118586.1|DELE
OG0002071	CCAP1982_LOCUS2429|CAD6993619.1|CCAP	LOC108143857|XP_017123908.1|DELE
OG0002072	CCAP1982_LOCUS22664|CAD7014680.1|CCAP	LOC108141543|XP_017120472.1|DELE
OG0002073	CCAP1982_LOCUS12294|CAD7003864.1|CCAP	LOC108136059|XP_017112483.1|DELE
OG0002074	CCAP1982_LOCUS19998|CAD7011886.1|CCAP	LOC108144905|XP_017125556.1|DELE
OG0002076	CCAP1982_LOCUS20493|CAD7012405.1|CCAP	LOC108149172|XP_017132060.1|DELE
OG0002077	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP	LOC108145936|XP_017127130.1|DELE
OG0002078	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP	LOC108147592|XP_017129721.1|DELE
OG0002079	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP	LOC108142454|XP_017121819.1|DELE
OG0002081	CCAP1982_LOCUS19470|CAD7011368.1|CCAP	LOC108144880|XP_017125526.1|DELE
OG0002082	CCAP1982_LOCUS20250|CAD7012153.1|CCAP	LOC108144354|XP_017124592.1|DELE
OG0002084	CCAP1982_LOCUS20885|CAD7012782.1|CCAP	LOC108141836|XP_017120909.1|DELE
OG0002085	CCAP1982_LOCUS20467|CAD7012373.1|CCAP	LOC108134631|XP_017110506.1|DELE
OG0002086	CCAP1982_LOCUS20236|CAD7012138.1|CCAP	LOC108141804|XP_017120854.1|DELE
OG0002087	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP	LOC108142340|XP_017121585.1|DELE
OG0002088	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP	LOC108142597|XP_017122055.1|DELE
OG0002089	CCAP1982_LOCUS19383|CAD7011275.1|CCAP	LOC108145459|XP_017126394.1|DELE, LOC108136386|XP_017112987.1|DELE
OG0002090	CCAP1982_LOCUS14391|CAD7006056.1|CCAP	LOC108146747|XP_017128365.1|DELE
OG0002091	CCAP1982_LOCUS19481|CAD7011380.1|CCAP	LOC108144240|XP_017124408.1|DELE
OG0002092	CCAP1982_LOCUS14442|CAD7006110.1|CCAP	LOC108146027|XP_017127302.1|DELE
OG0002093	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP	LOC108143705|XP_017123726.1|DELE
OG0002094	CCAP1982_LOCUS20508|CAD7012424.1|CCAP	LOC108141304|XP_017120060.1|DELE
OG0002096	CCAP1982_LOCUS20399|CAD7012303.1|CCAP	LOC108149786|XP_017133131.1|DELE
OG0002097	CCAP1982_LOCUS20691|CAD7012607.1|CCAP	LOC108141347|XP_017120152.1|DELE
OG0002098	CCAP1982_LOCUS11791|CAD7003331.1|CCAP	LOC108146968|XP_017128714.1|DELE
OG0002099	CCAP1982_LOCUS1590|CAD6992745.1|CCAP	LOC108144059|XP_017124193.1|DELE
OG0002100	CCAP1982_LOCUS13404|CAD7005032.1|CCAP	LOC108136134|XP_017112613.1|DELE
OG0002101	CCAP1982_LOCUS20972|CAD7012873.1|CCAP	LOC108145415|XP_017126309.1|DELE
OG0002102	CCAP1982_LOCUS20632|CAD7012547.1|CCAP	LOC108143503|XP_017123455.1|DELE
OG0002103	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP	LOC108144011|XP_017124123.1|DELE
OG0002106	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP	LOC108143991|XP_017124096.1|DELE
OG0002107	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP	LOC108135344|XP_017111525.1|DELE
OG0002108	CCAP1982_LOCUS3025|CAD6994264.1|CCAP	LOC108140372|XP_017118554.1|DELE
OG0002109	CCAP1982_LOCUS1350|CAD6992499.1|CCAP	LOC108142915|XP_017122492.1|DELE, LOC108142923|XP_017122501.1|DELE
OG0002110	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP	LOC108145790|XP_017126849.1|DELE, LOC108145628|XP_017126653.1|DELE
OG0002117	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP	LOC108143601|XP_017123613.1|DELE
OG0002118	CCAP1982_LOCUS4161|CAD6995444.1|CCAP	LOC108147566|XP_017129640.1|DELE
OG0002119	CCAP1982_LOCUS1582|CAD6992737.1|CCAP	LOC108143841|XP_017123880.1|DELE
OG0002120	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP	LOC108148200|XP_017130595.1|DELE
