Orthogroup	AALB.longest_only	DFIC.longest_only
OG0000583	LOC118468813|XP_035795921.1|AALB	LOC108101415|XP_017061230.1|DFIC, LOC108101414|XP_017061229.1|DFIC
OG0000589	LOC118457054|XP_035774200.1|AALB	LOC108091059|XP_017045513.1|DFIC
OG0000590	LOC118456991|XP_035774099.1|AALB	LOC108091618|XP_017046402.1|DFIC
OG0000590	LOC118458904|XP_035777758.1|AALB	LOC108091317|XP_017045936.1|DFIC
OG0000592	LOC118461592|XP_035782989.1|AALB	LOC108101600|XP_017061502.1|DFIC, LOC108101465|XP_017061299.1|DFIC
OG0000593	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB	LOC108086528|XP_017038946.1|DFIC, LOC108094651|XP_017050850.1|DFIC
OG0000594	LOC118459626|XP_035779096.1|AALB	LOC108086551|XP_017038978.1|DFIC, LOC108088088|XP_017041233.1|DFIC
OG0000595	LOC118461907|XP_035783655.1|AALB	LOC108091632|XP_017046420.1|DFIC, LOC108102288|XP_017062524.1|DFIC
OG0000597	LOC118456573|XP_035773348.1|AALB	LOC108099311|XP_017058194.1|DFIC, LOC108086810|XP_017039338.1|DFIC
OG0000598	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB	LOC108087250|XP_017040043.1|DFIC
OG0000599	LOC118459743|XP_035779313.1|AALB, LOC118460049|XP_035779919.1|AALB	LOC108100252|XP_017059518.1|DFIC, LOC108100250|XP_017059516.1|DFIC, LOC108100257|XP_017059522.1|DFIC
OG0000600	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB	LOC108096938|XP_017054382.1|DFIC, LOC108096855|XP_017054263.1|DFIC
OG0000601	LOC118466070|XP_035790827.1|AALB	LOC108102235|XP_017062462.1|DFIC, LOC108092484|XP_017047568.1|DFIC
OG0000602	LOC118458568|XP_035777108.1|AALB	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC, LOC108092765|XP_017047987.1|DFIC, LOC108097568|XP_017055849.1|DFIC
OG0000603	LOC118459242|XP_035778337.1|AALB	LOC108092692|XP_017047889.1|DFIC
OG0000604	LOC118459212|XP_035778285.1|AALB	LOC108092487|XP_017047571.1|DFIC, LOC108092488|XP_017047572.1|DFIC
OG0000605	LOC118461557|XP_035782904.1|AALB, LOC118462737|XP_035784586.1|AALB, LOC118461550|XP_035782894.1|AALB, LOC118461549|XP_035782893.1|AALB	LOC108089988|XP_017043978.1|DFIC
OG0000606	LOC118468876|XP_035796055.1|AALB	LOC108095812|XP_017052574.1|DFIC
OG0000607	LOC118459255|XP_035778356.1|AALB	LOC108097929|XP_017055975.1|DFIC, LOC108098630|XP_017057194.1|DFIC
OG0000608	LOC118468819|XP_035795943.1|AALB	LOC108095666|XP_017052320.1|DFIC, LOC108095831|XP_017052601.1|DFIC
OG0000609	LOC118461320|XP_035782415.1|AALB	LOC108086496|XP_017038911.1|DFIC, LOC108095180|XP_017051656.1|DFIC
OG0000610	LOC118464160|XP_035787187.1|AALB	LOC108088330|XP_017041561.1|DFIC, LOC108090673|XP_017044948.1|DFIC
OG0000611	LOC118467141|XP_035793158.1|AALB	LOC108095187|XP_017051664.1|DFIC, LOC108090540|XP_017044763.1|DFIC
OG0000616	LOC118458181|XP_035776306.1|AALB, LOC118458166|XP_035776267.1|AALB, LOC118463975|XP_035786915.1|AALB	LOC108088564|XP_017041900.1|DFIC
OG0000617	LOC118468774|XP_035795857.1|AALB	LOC108088482|XP_017041769.1|DFIC, LOC108087951|XP_017041029.1|DFIC
OG0000618	LOC118457060|XP_035774210.1|AALB	LOC108088862|XP_017042328.1|DFIC
OG0000619	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB, LOC118467029|XP_035792888.1|AALB	LOC108087819|XP_017040875.1|DFIC
OG0000620	LOC118463555|XP_035786072.1|AALB	LOC108088573|XP_017041908.1|DFIC, LOC108096270|XP_017053220.1|DFIC
OG0000621	LOC118462959|XP_035785006.1|AALB	LOC108093346|XP_017048843.1|DFIC, LOC108092982|XP_017048364.1|DFIC
OG0000622	LOC118463531|XP_035786036.1|AALB	LOC108093262|XP_017048728.1|DFIC, LOC108096417|XP_017053485.1|DFIC
OG0000623	LOC118466550|XP_035791957.1|AALB	LOC108100357|XP_017059679.1|DFIC, LOC108086981|XP_017039598.1|DFIC
OG0000624	LOC118467760|XP_035794481.1|AALB	LOC108096616|XP_017053850.1|DFIC, LOC108096615|XP_017053848.1|DFIC
OG0000625	LOC118463183|XP_035785491.1|AALB	LOC108093112|XP_017048543.1|DFIC, LOC108093115|XP_017048546.1|DFIC
OG0000626	LOC118467393|XP_035793744.1|AALB	LOC108090659|XP_017044930.1|DFIC, LOC108087659|XP_017040638.1|DFIC
OG0000627	LOC118457752|XP_035775461.1|AALB	LOC108099958|XP_017059127.1|DFIC, LOC108101778|XP_017061742.1|DFIC
OG0000628	LOC118469037|XP_035796393.1|AALB	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC, LOC108089236|XP_017042886.1|DFIC
OG0000629	LOC118457228|XP_035774500.1|AALB	LOC108092202|XP_017047217.1|DFIC, LOC108089892|XP_017043852.1|DFIC
OG0000630	LOC118458897|XP_035777746.1|AALB	LOC108101731|XP_017061672.1|DFIC, LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC
OG0000631	LOC118456251|XP_035772740.1|AALB	LOC108101999|XP_017062086.1|DFIC, LOC108098440|XP_017056821.1|DFIC
OG0000632	LOC118457296|XP_035774654.1|AALB	LOC108089979|XP_017043969.1|DFIC, LOC108101255|XP_017060999.1|DFIC
OG0000635	LOC118460326|XP_035780430.1|AALB	LOC108094905|XP_017051239.1|DFIC, LOC108094709|XP_017050935.1|DFIC
OG0000636	LOC118458194|XP_035776332.1|AALB	LOC108089120|XP_017042724.1|DFIC, LOC108089125|XP_017042730.1|DFIC
OG0000638	LOC118463452|XP_035785932.1|AALB	LOC108087276|XP_017040071.1|DFIC, LOC108095318|XP_017051883.1|DFIC
OG0000639	LOC118465352|XP_035789408.1|AALB	LOC108093061|XP_017048456.1|DFIC
OG0000646	LOC118456626|XP_035773443.1|AALB	LOC108092115|XP_017047104.1|DFIC, LOC108097589|XP_017055475.1|DFIC
OG0000647	LOC118465633|XP_035789968.1|AALB	LOC108091815|XP_017046674.1|DFIC, LOC108092934|XP_017048289.1|DFIC
OG0000648	LOC118459669|XP_035779169.1|AALB	LOC108098155|XP_017056375.1|DFIC
OG0000649	LOC118464708|XP_035788137.1|AALB	LOC108088664|XP_017042081.1|DFIC, LOC108088675|XP_017042098.1|DFIC
OG0000650	LOC118464959|XP_035788652.1|AALB	LOC108091957|XP_017046842.1|DFIC
OG0000651	LOC118460445|XP_035780650.1|AALB	LOC108099820|XP_017058938.1|DFIC, LOC108100594|XP_017060064.1|DFIC
OG0000652	LOC118459384|XP_035778579.1|AALB	LOC108101591|XP_017061492.1|DFIC, LOC108095388|XP_017051956.1|DFIC
OG0000653	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC
OG0000654	LOC118467469|XP_035793892.1|AALB	LOC108100423|XP_017059809.1|DFIC
OG0000655	LOC118463065|XP_035785214.1|AALB	LOC108096630|XP_017053868.1|DFIC
OG0000656	LOC118456929|XP_035773959.1|AALB	LOC108088038|XP_017041161.1|DFIC, LOC108088039|XP_017041163.1|DFIC
OG0000657	LOC118467944|XP_035794810.1|AALB	LOC108098995|XP_017057716.1|DFIC, LOC108092559|XP_017047688.1|DFIC
OG0000658	LOC118459780|XP_035779389.1|AALB	LOC108098004|XP_017056130.1|DFIC, LOC108098918|XP_017057611.1|DFIC
OG0000659	LOC118468708|XP_035795725.1|AALB	LOC108092458|XP_017047536.1|DFIC, LOC108089211|XP_017042850.1|DFIC
OG0000660	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB	LOC108092545|XP_017047665.1|DFIC
OG0000661	LOC118457247|XP_035774525.1|AALB	LOC108089459|XP_017043192.1|DFIC, LOC108089902|XP_017043868.1|DFIC
OG0000662	LOC118460958|XP_035781626.1|AALB	LOC108099830|XP_017058954.1|DFIC, LOC108101046|XP_017060713.1|DFIC
OG0000663	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB	LOC108090716|XP_017045007.1|DFIC
OG0000664	LOC118459849|XP_035779510.1|AALB	LOC108098649|XP_017057213.1|DFIC, LOC108086500|XP_017038914.1|DFIC
OG0000665	LOC118461359|XP_035782488.1|AALB	LOC108095673|XP_017052330.1|DFIC, LOC108095908|XP_017052725.1|DFIC
OG0000666	LOC118460644|XP_035780997.1|AALB	LOC108094884|XP_017051208.1|DFIC, LOC108091191|XP_017045760.1|DFIC
OG0000667	LOC118459008|XP_035777906.1|AALB	LOC108097309|XP_017055015.1|DFIC, LOC108092042|XP_017046972.1|DFIC
OG0000668	LOC118460380|XP_035780530.1|AALB	LOC108094405|XP_017050460.1|DFIC, LOC108091965|XP_017046862.1|DFIC
OG0000669	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB	LOC108101675|XP_017061588.1|DFIC, LOC108101672|XP_017061586.1|DFIC
OG0000670	LOC118466181|XP_035791065.1|AALB	LOC108092929|XP_017048284.1|DFIC, LOC108091360|XP_017046002.1|DFIC
OG0000671	LOC118466952|XP_035792744.1|AALB	LOC108096979|XP_017054445.1|DFIC, LOC108102301|XP_017062552.1|DFIC
OG0000672	LOC118463337|XP_035785745.1|AALB	LOC108097618|XP_017055519.1|DFIC, LOC108097790|XP_017055810.1|DFIC
OG0000673	LOC118466980|XP_035792788.1|AALB	LOC108095530|XP_017052146.1|DFIC, LOC108096180|XP_017053052.1|DFIC
OG0000677	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB	LOC108100688|XP_017060193.1|DFIC, LOC108091239|XP_017045838.1|DFIC
OG0000678	LOC118463047|XP_035785190.1|AALB	LOC108097620|XP_017055525.1|DFIC, LOC108091445|XP_017046130.1|DFIC
OG0000679	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB	LOC108097531|XP_017055366.1|DFIC
OG0000680	LOC118457713|XP_035775395.1|AALB	LOC108094609|XP_017050766.1|DFIC, LOC108094482|XP_017050562.1|DFIC
OG0000681	LOC118465454|XP_035789625.1|AALB	LOC108092126|XP_017047119.1|DFIC, LOC108095604|XP_017052258.1|DFIC
OG0000683	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB	LOC108092081|XP_017047049.1|DFIC
OG0000684	LOC118468548|XP_035795336.1|AALB	LOC108088086|XP_017041230.1|DFIC, LOC108091674|XP_017046483.1|DFIC
OG0000685	LOC118460918|XP_035781564.1|AALB	LOC108095510|XP_017052109.1|DFIC, LOC108098550|XP_017057037.1|DFIC
OG0000686	LOC118466111|XP_035790938.1|AALB	LOC108094327|XP_017050366.1|DFIC, LOC108087601|XP_017040529.1|DFIC
OG0000687	LOC118467740|XP_035794439.1|AALB	LOC108094928|XP_017051275.1|DFIC, LOC108099703|XP_017058817.1|DFIC
OG0000688	LOC118467394|XP_035793749.1|AALB	LOC108093847|XP_017049670.1|DFIC
OG0000689	LOC118465952|XP_035790573.1|AALB	LOC108094057|XP_017049984.1|DFIC, LOC108094056|XP_017049983.1|DFIC
OG0000690	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB	LOC108095501|XP_017052096.1|DFIC
OG0000691	LOC118463499|XP_035785991.1|AALB	LOC108098728|XP_017057338.1|DFIC, LOC108088331|XP_017041562.1|DFIC
OG0000692	LOC118464218|XP_035787283.1|AALB	LOC108089305|XP_017042970.1|DFIC, LOC108089306|XP_017042972.1|DFIC
OG0000693	LOC118468443|XP_035795104.1|AALB	LOC108098108|XP_017056312.1|DFIC, LOC108101082|XP_017060770.1|DFIC
OG0000694	LOC118458931|XP_035777794.1|AALB	LOC108091238|XP_017045833.1|DFIC, LOC108100473|XP_017059892.1|DFIC
OG0000695	LOC118460282|XP_035780358.1|AALB	LOC108093419|XP_017048953.1|DFIC, LOC108101656|XP_017061564.1|DFIC
OG0000696	LOC118468894|XP_035796080.1|AALB	LOC108093055|XP_017048451.1|DFIC, LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	LOC118457744|XP_035775449.1|AALB	LOC108097955|XP_017056053.1|DFIC, LOC108093408|XP_017048934.1|DFIC
OG0000698	LOC118459033|XP_035777943.1|AALB	LOC108091427|XP_017046106.1|DFIC, LOC108091577|XP_017046343.1|DFIC
OG0000699	LOC118459522|XP_035778866.1|AALB	LOC108093463|XP_017049034.1|DFIC, LOC108095671|XP_017052326.1|DFIC
OG0000700	LOC118461571|XP_035782952.1|AALB	LOC108091511|XP_017046249.1|DFIC, LOC108092507|XP_017047614.1|DFIC
OG0000701	LOC118458667|XP_035777265.1|AALB	LOC108094773|XP_017051035.1|DFIC, LOC108097666|XP_017055604.1|DFIC
OG0000702	LOC118458785|XP_035777520.1|AALB	LOC108095766|XP_017052490.1|DFIC, LOC108095768|XP_017052501.1|DFIC
OG0000703	LOC118459354|XP_035778531.1|AALB	LOC108092707|XP_017047914.1|DFIC, LOC108087625|XP_017040569.1|DFIC
OG0000704	LOC118456706|XP_035773616.1|AALB	LOC108097006|XP_017054494.1|DFIC, LOC108086868|XP_017039419.1|DFIC
OG0000705	LOC118457192|XP_035774434.1|AALB	LOC108100313|XP_017059606.1|DFIC, LOC108100312|XP_017059603.1|DFIC
OG0000706	LOC118459712|XP_035779266.1|AALB	LOC108095089|XP_017051514.1|DFIC, LOC108097178|XP_017054806.1|DFIC
OG0000707	LOC118461133|XP_035781987.1|AALB	LOC108096541|XP_017053716.1|DFIC, LOC108102141|XP_017062299.1|DFIC
OG0000708	LOC118459946|XP_035779717.1|AALB	LOC108101768|XP_017061722.1|DFIC, LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	LOC118459873|XP_035779553.1|AALB	LOC108086871|XP_017039422.1|DFIC, LOC108097993|XP_017056116.1|DFIC
OG0000710	LOC118465879|XP_035790409.1|AALB	LOC108096125|XP_017052991.1|DFIC, LOC108094025|XP_017049944.1|DFIC
OG0000711	LOC118462952|XP_035784988.1|AALB	LOC108089765|XP_017043645.1|DFIC, LOC108091095|XP_017045600.1|DFIC
OG0000713	LOC118461387|XP_035782541.1|AALB	LOC108091749|XP_017046583.1|DFIC, LOC108087645|XP_017040598.1|DFIC
OG0000714	LOC118466714|XP_035792269.1|AALB	LOC108097963|XP_017056067.1|DFIC, LOC108096265|XP_017053214.1|DFIC
OG0000716	LOC118464220|XP_035787285.1|AALB	LOC108092884|XP_017048214.1|DFIC, LOC108087560|XP_017040476.1|DFIC
OG0000717	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB	LOC108088768|XP_017042210.1|DFIC
OG0000724	LOC118464210|XP_035787273.1|AALB	LOC108098098|XP_017056297.1|DFIC, LOC108099385|XP_017058373.1|DFIC
OG0000726	LOC118458096|XP_035776151.1|AALB	LOC108087033|XP_017039690.1|DFIC, LOC108086997|XP_017039620.1|DFIC
OG0000727	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB	LOC108101114|XP_017060822.1|DFIC
OG0000728	LOC118458251|XP_035776425.1|AALB	LOC108088584|XP_017041923.1|DFIC
OG0000729	LOC118457526|XP_035775064.1|AALB	LOC108086587|XP_017039036.1|DFIC, LOC108086599|XP_017039059.1|DFIC
OG0000730	LOC118463159|XP_035785437.1|AALB	LOC108097995|XP_017056121.1|DFIC, LOC108094155|XP_017050084.1|DFIC
OG0000731	LOC118464461|XP_035787755.1|AALB	LOC108096438|XP_017053521.1|DFIC, LOC108101947|XP_017062022.1|DFIC
OG0000732	LOC118466282|XP_035791255.1|AALB	LOC108089424|XP_017043116.1|DFIC, LOC108089422|XP_017043115.1|DFIC
OG0000733	LOC118466217|XP_035791133.1|AALB	LOC108086525|XP_017038942.1|DFIC, LOC108089021|XP_017042595.1|DFIC
OG0000734	LOC118463976|XP_035786870.1|AALB	LOC108091234|XP_017045831.1|DFIC, LOC108091140|XP_017045664.1|DFIC, LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	LOC118457158|XP_035774377.1|AALB	LOC108094231|XP_017050179.1|DFIC, LOC108097852|XP_017055878.1|DFIC
OG0000736	LOC118460963|XP_035781632.1|AALB	LOC108092318|XP_017047341.1|DFIC, LOC108092319|XP_017047343.1|DFIC
OG0000738	LOC118458725|XP_035777386.1|AALB	LOC108100882|XP_017060480.1|DFIC, LOC108090017|XP_017044006.1|DFIC
OG0000739	LOC118467299|XP_035793513.1|AALB	LOC108098920|XP_017057613.1|DFIC, LOC108098919|XP_017057612.1|DFIC
OG0000740	LOC118456537|XP_035773278.1|AALB	LOC108098916|XP_017057607.1|DFIC
OG0000741	LOC118459732|XP_035779299.1|AALB	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC
OG0000742	LOC118457488|XP_035775012.1|AALB	LOC108094409|XP_017050465.1|DFIC, LOC108094418|XP_017050478.1|DFIC
OG0000743	LOC118461608|XP_035783027.1|AALB	LOC108100534|XP_017059984.1|DFIC, LOC108096584|XP_017053773.1|DFIC
OG0000744	LOC118464721|XP_035788186.1|AALB	LOC108096948|XP_017054403.1|DFIC
OG0000745	LOC118463435|XP_035785897.1|AALB	LOC108095125|XP_017051555.1|DFIC, LOC108096720|XP_017054048.1|DFIC
OG0000746	LOC118463465|XP_035785948.1|AALB	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC
OG0000753	LOC118463405|XP_035785850.1|AALB	LOC108088003|XP_017041103.1|DFIC, LOC108096181|XP_017053054.1|DFIC
OG0000754	LOC118459560|XP_035778956.1|AALB	LOC108098034|XP_017056179.1|DFIC, LOC108097619|XP_017055520.1|DFIC
OG0000755	LOC118456484|XP_035773202.1|AALB	LOC108087074|XP_017039739.1|DFIC, LOC108087073|XP_017039736.1|DFIC
OG0000756	LOC118459267|XP_035778383.1|AALB	LOC108095702|XP_017052363.1|DFIC
OG0000756	LOC118459021|XP_035777918.1|AALB	LOC108095713|XP_017052374.1|DFIC
OG0000757	LOC118466731|XP_035792307.1|AALB	LOC108099213|XP_017058082.1|DFIC
OG0000758	LOC118464489|XP_035787809.1|AALB	LOC108089552|XP_017043381.1|DFIC, LOC108089551|XP_017043378.1|DFIC
OG0000759	LOC118464958|XP_035788642.1|AALB	LOC108099963|XP_017059143.1|DFIC, LOC108100164|XP_017059420.1|DFIC
OG0000761	LOC118459145|XP_035778122.1|AALB	LOC108089241|XP_017042892.1|DFIC, LOC108089204|XP_017042840.1|DFIC
OG0000762	LOC118468393|XP_035795050.1|AALB	LOC108100996|XP_017060650.1|DFIC, LOC108092316|XP_017047339.1|DFIC
OG0000763	LOC118461552|XP_035782895.1|AALB	LOC108089796|XP_017043681.1|DFIC, LOC108089792|XP_017043676.1|DFIC
OG0000764	LOC118458907|XP_035777759.1|AALB	LOC108099254|XP_017058115.1|DFIC, LOC108097526|XP_017055353.1|DFIC
OG0000765	LOC118461038|XP_035781818.1|AALB	LOC108100205|XP_017059469.1|DFIC, LOC108097174|XP_017054801.1|DFIC
OG0000766	LOC118459074|XP_035778009.1|AALB	LOC108093465|XP_017049039.1|DFIC, LOC108092911|XP_017048259.1|DFIC
OG0000767	LOC118460152|XP_035780143.1|AALB	LOC108090093|XP_017044084.1|DFIC, LOC108088924|XP_017042429.1|DFIC
OG0000768	LOC118461516|XP_035782839.1|AALB	LOC108100644|XP_017060136.1|DFIC
OG0000769	LOC118466179|XP_035791062.1|AALB	LOC108096019|XP_017052858.1|DFIC, LOC108098111|XP_017056314.1|DFIC
OG0000770	LOC118465276|XP_035789210.1|AALB	LOC108093897|XP_017049746.1|DFIC
OG0000771	LOC118465832|XP_035790318.1|AALB	LOC108099333|XP_017058299.1|DFIC, LOC108099328|XP_017058287.1|DFIC
OG0000778	LOC118467710|XP_035794817.1|AALB	LOC108089734|XP_017043605.1|DFIC, LOC108101729|XP_017061669.1|DFIC
OG0000779	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB	LOC108088696|XP_017042126.1|DFIC
OG0000780	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB	LOC108090701|XP_017044981.1|DFIC
OG0000781	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB	LOC108098052|XP_017056222.1|DFIC
OG0000782	LOC118462004|XP_035783833.1|AALB	LOC108100417|XP_017059797.1|DFIC, LOC108095627|XP_017052284.1|DFIC
OG0000783	LOC118461989|XP_035783818.1|AALB	LOC108100691|XP_017060199.1|DFIC, LOC108097250|XP_017054920.1|DFIC
OG0000784	LOC118457596|XP_035775188.1|AALB	LOC108099780|XP_017058898.1|DFIC, LOC108097980|XP_017056086.1|DFIC
OG0000785	LOC118459271|XP_035778400.1|AALB	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC
OG0000786	LOC118457367|XP_035774777.1|AALB	LOC108098514|XP_017056957.1|DFIC
OG0000787	LOC118467704|XP_035794380.1|AALB	LOC108087445|XP_017040288.1|DFIC, LOC108097893|XP_017055921.1|DFIC
OG0000788	LOC118466414|XP_035791576.1|AALB	LOC108100719|XP_017060245.1|DFIC, LOC108088250|XP_017041456.1|DFIC
OG0000789	LOC118468941|XP_035796172.1|AALB	LOC108093377|XP_017048885.1|DFIC, LOC108093396|XP_017048904.1|DFIC
OG0000790	LOC118466930|XP_035792713.1|AALB	LOC108091480|XP_017046189.1|DFIC, LOC108091478|XP_017046188.1|DFIC
OG0000791	LOC118456204|XP_035772663.1|AALB	LOC108095894|XP_017052698.1|DFIC, LOC108088503|XP_017041823.1|DFIC
OG0000792	LOC118458779|XP_035777497.1|AALB	LOC108095165|XP_017051615.1|DFIC, LOC108095122|XP_017051554.1|DFIC
OG0000793	LOC118459860|XP_035779527.1|AALB	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC
OG0000794	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC
OG0000795	LOC118456526|XP_035773263.1|AALB	LOC108091225|XP_017045819.1|DFIC, LOC108091879|XP_017046750.1|DFIC
OG0000796	LOC118459067|XP_035777997.1|AALB	LOC108098953|XP_017057650.1|DFIC, LOC108091167|XP_017045695.1|DFIC
OG0000797	LOC118463511|XP_035786006.1|AALB	LOC108098948|XP_017057645.1|DFIC, LOC108098949|XP_017057646.1|DFIC
OG0000798	LOC118464225|XP_035787294.1|AALB	LOC108094916|XP_017051252.1|DFIC, LOC108094896|XP_017051225.1|DFIC
OG0000799	LOC118462798|XP_035784688.1|AALB	LOC108088089|XP_017041234.1|DFIC, LOC108097165|XP_017054787.1|DFIC
OG0000801	LOC118463198|XP_035785525.1|AALB	LOC108096552|XP_017053730.1|DFIC, LOC108096940|XP_017054387.1|DFIC
OG0000802	LOC118467277|XP_035793472.1|AALB	LOC108097380|XP_017055120.1|DFIC
OG0000803	LOC118467719|XP_035794418.1|AALB	LOC108100097|XP_017059331.1|DFIC, LOC108100671|XP_017060175.1|DFIC
OG0000810	LOC118456265|XP_035772760.1|AALB	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC
OG0000811	LOC118466450|XP_035791682.1|AALB	LOC108101661|XP_017061568.1|DFIC, LOC108090347|XP_017044456.1|DFIC
OG0000812	LOC118467412|XP_035793789.1|AALB	LOC108094688|XP_017050900.1|DFIC, LOC108096376|XP_017053418.1|DFIC
OG0000813	LOC118463261|XP_035785624.1|AALB	LOC108097629|XP_017055543.1|DFIC
OG0000814	LOC118465745|XP_035790105.1|AALB	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	LOC118459814|XP_035779450.1|AALB	LOC108089972|XP_017043963.1|DFIC
OG0000816	LOC118466970|XP_035792778.1|AALB	LOC108091255|XP_017045859.1|DFIC, LOC108096123|XP_017052989.1|DFIC
OG0000818	LOC118461934|XP_035783701.1|AALB	LOC108092951|XP_017048310.1|DFIC, LOC108094501|XP_017050592.1|DFIC
OG0000819	LOC118457457|XP_035774950.1|AALB	LOC108101882|XP_017061918.1|DFIC, LOC108101892|XP_017061945.1|DFIC
OG0000820	LOC118463815|XP_035786587.1|AALB	LOC108097452|XP_017055213.1|DFIC, LOC108096902|XP_017054338.1|DFIC
OG0000821	LOC118465578|XP_035789840.1|AALB	LOC108087095|XP_017039765.1|DFIC, LOC108096955|XP_017054412.1|DFIC
OG0000822	LOC118466197|XP_035791108.1|AALB	LOC108099801|XP_017058917.1|DFIC, LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC
OG0000830	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB	LOC108088623|XP_017042020.1|DFIC
OG0000831	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB	LOC108100463|XP_017059881.1|DFIC
OG0000832	LOC118460735|XP_035781187.1|AALB	LOC108093921|XP_017049779.1|DFIC, LOC108094386|XP_017050437.1|DFIC
OG0000833	LOC118463051|XP_035785194.1|AALB	LOC108088324|XP_017041551.1|DFIC
OG0000834	LOC118464380|XP_035787616.1|AALB	LOC108088388|XP_017041625.1|DFIC
OG0000836	LOC118460970|XP_035781675.1|AALB	LOC108094396|XP_017050453.1|DFIC, LOC108089151|XP_017042762.1|DFIC
OG0000837	LOC118459718|XP_035779272.1|AALB	LOC108090922|XP_017045342.1|DFIC, LOC108086494|XP_017038908.1|DFIC
OG0000838	LOC118458035|XP_035776046.1|AALB	LOC108096039|XP_017052875.1|DFIC, LOC108096041|XP_017052877.1|DFIC
OG0000839	LOC118460038|XP_035779893.1|AALB	LOC108090109|XP_017044115.1|DFIC, LOC108101016|XP_017060670.1|DFIC
OG0000840	LOC118460519|XP_035780787.1|AALB	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC
OG0000842	LOC118467493|XP_035793936.1|AALB	LOC108101570|XP_017061469.1|DFIC, LOC108093320|XP_017048797.1|DFIC
OG0000843	LOC118467383|XP_035793713.1|AALB	LOC108090959|XP_017045392.1|DFIC
OG0000844	LOC118462801|XP_035784693.1|AALB	LOC108090886|XP_017045277.1|DFIC, LOC108098402|XP_017056774.1|DFIC
OG0000845	LOC118464667|XP_035788072.1|AALB	LOC108091116|XP_017045631.1|DFIC, LOC108091102|XP_017045613.1|DFIC
OG0000854	LOC118468375|XP_035795031.1|AALB	LOC108092864|XP_017048187.1|DFIC, LOC108092861|XP_017048183.1|DFIC
OG0000855	LOC118462018|XP_035783872.1|AALB	LOC108097305|XP_017055009.1|DFIC
