Orthogroup	AALB.longest_only	DGUA.longest_only
OG0001079	LOC118462980|XP_035785069.1|AALB	LOC117580256|XP_034122579.1|DGUA
OG0001080	LOC118466686|XP_035792207.1|AALB	LOC117586872|XP_034133061.1|DGUA
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	LOC117586343|XP_034132249.1|DGUA
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	LOC117587273|XP_034133748.1|DGUA
OG0001083	LOC118463887|XP_035786707.1|AALB	LOC117586924|XP_034133175.1|DGUA
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	LOC117578792|XP_034120406.1|DGUA
OG0001085	LOC118463368|XP_035785785.1|AALB	LOC117590174|XP_034138460.1|DGUA, LOC117578431|XP_034119785.1|DGUA, LOC117578430|XP_034119783.1|DGUA, LOC117588006|XP_034134925.1|DGUA, LOC117591216|XP_034140252.1|DGUA
OG0001086	LOC118466154|XP_035791022.1|AALB	LOC117578838|XP_034120509.1|DGUA
OG0001088	LOC118463537|XP_035786046.1|AALB	LOC117579832|XP_034121816.1|DGUA
OG0001089	LOC118463098|XP_035785279.1|AALB	LOC117579726|XP_034121614.1|DGUA
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	LOC117587297|XP_034133777.1|DGUA
OG0001092	LOC118458375|XP_035776670.1|AALB	LOC117591543|XP_034140731.1|DGUA
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	LOC117584520|XP_034129356.1|DGUA
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	LOC117584287|XP_034128996.1|DGUA, LOC117583986|XP_034128584.1|DGUA
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	LOC117584708|XP_034129641.1|DGUA
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	LOC117582405|XP_034125983.1|DGUA
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC117587908|XP_034134779.1|DGUA
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC117587303|XP_034133787.1|DGUA
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC117590149|XP_034138421.1|DGUA
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC117586109|XP_034131865.1|DGUA
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC117579449|XP_034121229.1|DGUA
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC117583403|XP_034127580.1|DGUA
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC117591705|XP_034140919.1|DGUA
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC117591372|XP_034140502.1|DGUA
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	LOC117590660|XP_034139402.1|DGUA
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC117588591|XP_034135887.1|DGUA
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	LOC117590148|XP_034138419.1|DGUA
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	LOC117585851|XP_034131488.1|DGUA
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC117589171|XP_034136777.1|DGUA
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC117584927|XP_034129971.1|DGUA
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	LOC117585469|XP_034130851.1|DGUA
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	LOC117587496|XP_034134159.1|DGUA
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	LOC117589957|XP_034138150.1|DGUA
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC117588177|XP_034135183.1|DGUA
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC117588107|XP_034135069.1|DGUA
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	LOC117590669|XP_034139428.1|DGUA
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC117584379|XP_034129117.1|DGUA
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC117592358|XP_034141949.1|DGUA
OG0001135	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB	LOC117589683|XP_034137728.1|DGUA
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC117590034|XP_034138220.1|DGUA
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC117585363|XP_034130701.1|DGUA
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC117586873|XP_034133062.1|DGUA
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC117586737|XP_034132930.1|DGUA
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC117588194|XP_034135211.1|DGUA
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC117584486|XP_034129301.1|DGUA
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC117582898|XP_034126882.1|DGUA
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC117586687|XP_034132835.1|DGUA, LOC117590147|XP_034138418.1|DGUA
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC117589617|XP_034137587.1|DGUA
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC117583142|XP_034127223.1|DGUA, LOC117583049|XP_034127102.1|DGUA
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC117579637|XP_034121508.1|DGUA
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC117592466|XP_034142189.1|DGUA
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC117592173|XP_034141662.1|DGUA
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC117581354|XP_034124377.1|DGUA
OG0001170	LOC118460729|XP_035781178.1|AALB	LOC117583060|XP_034127123.1|DGUA
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	LOC117579868|XP_034121873.1|DGUA
OG0001172	LOC118462641|XP_035784382.1|AALB	LOC117578736|XP_034120291.1|DGUA
OG0001173	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB	LOC117582766|XP_034126621.1|DGUA
OG0001174	LOC118467301|XP_035793514.1|AALB	LOC117587110|XP_034133494.1|DGUA
OG0001175	LOC118461601|XP_035783010.1|AALB	LOC117591823|XP_034141051.1|DGUA
OG0001176	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB	LOC117592125|XP_034141560.1|DGUA
OG0001177	LOC118461535|XP_035782864.1|AALB	LOC117582391|XP_034125961.1|DGUA
OG0001178	LOC118456756|XP_035773713.1|AALB	LOC117579987|XP_034122072.1|DGUA
OG0001179	LOC118458722|XP_035777360.1|AALB	LOC117592256|XP_034141788.1|DGUA
OG0001180	LOC118468911|XP_035796109.1|AALB	LOC117590584|XP_034139231.1|DGUA
OG0001181	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB	LOC117582346|XP_034125889.1|DGUA, LOC117582345|XP_034125888.1|DGUA, LOC117580557|XP_034123049.1|DGUA
OG0001182	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB	LOC117582983|XP_034126998.1|DGUA
OG0001183	LOC118467069|XP_035792999.1|AALB	LOC117590181|XP_034138472.1|DGUA
OG0001185	LOC118457401|XP_035774834.1|AALB	LOC117586309|XP_034132159.1|DGUA
OG0001186	LOC118466562|XP_035791999.1|AALB	LOC117584030|XP_034128657.1|DGUA, LOC117586518|XP_034132541.1|DGUA
OG0001187	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB	LOC117584372|XP_034129146.1|DGUA
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	LOC117592664|XP_034142504.1|DGUA
OG0001189	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB	LOC117589987|XP_034138168.1|DGUA
OG0001190	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB	LOC117591183|XP_034140202.1|DGUA
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	LOC117587786|XP_034134621.1|DGUA
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC117589568|XP_034137510.1|DGUA
OG0001194	LOC118462665|XP_035784454.1|AALB	LOC117590830|XP_034139697.1|DGUA
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC117590800|XP_034139659.1|DGUA
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC117586124|XP_034131879.1|DGUA
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC117581447|XP_034124549.1|DGUA
OG0001203	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB	LOC117590631|XP_034139339.1|DGUA
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC117584062|XP_034128694.1|DGUA
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC117586654|XP_034132783.1|DGUA
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC117585319|XP_034130642.1|DGUA
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC117587117|XP_034133503.1|DGUA, LOC117590977|XP_034139941.1|DGUA
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC117581275|XP_034124177.1|DGUA
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	LOC117589603|XP_034137569.1|DGUA
OG0001210	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB	LOC117590291|XP_034138669.1|DGUA
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC117589903|XP_034138063.1|DGUA
OG0001212	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB	LOC117590879|XP_034139798.1|DGUA
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	LOC117590390|XP_034138867.1|DGUA
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC117589496|XP_034137352.1|DGUA
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	LOC117583790|XP_034128262.1|DGUA
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	LOC117583808|XP_034128279.1|DGUA
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC117587532|XP_034134227.1|DGUA
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC117579095|XP_034120709.1|DGUA, LOC117583061|XP_034127124.1|DGUA
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC117591897|XP_034141173.1|DGUA
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC117592231|XP_034141755.1|DGUA
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC117578603|XP_034120085.1|DGUA
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC117584598|XP_034129495.1|DGUA
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC117583937|XP_034128510.1|DGUA
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC117591328|XP_034140433.1|DGUA
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC117592485|XP_034142215.1|DGUA
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC117587586|XP_034134317.1|DGUA
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC117581715|XP_034124984.1|DGUA
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC117581691|XP_034124959.1|DGUA
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC117592585|XP_034142363.1|DGUA
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC117582281|XP_034125804.1|DGUA
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC117586952|XP_034133212.1|DGUA
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC117586484|XP_034132472.1|DGUA
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC117591117|XP_034140108.1|DGUA
OG0001239	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB	LOC117583583|XP_034127855.1|DGUA
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	LOC117591106|XP_034140099.1|DGUA
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC117591993|XP_034141329.1|DGUA, LOC117590154|XP_034138431.1|DGUA
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC117581883|XP_034125240.1|DGUA, LOC117581577|XP_034124819.1|DGUA
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	LOC117578720|XP_034120267.1|DGUA
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC117591301|XP_034140396.1|DGUA
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC117580199|XP_034122471.1|DGUA
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC117581410|XP_034124454.1|DGUA
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC117590640|XP_034139361.1|DGUA
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC117585337|XP_034130667.1|DGUA
OG0001259	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB	LOC117581371|XP_034124397.1|DGUA
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC117583261|XP_034127377.1|DGUA
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC117581297|XP_034124228.1|DGUA
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC117583490|XP_034127719.1|DGUA
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	LOC117582240|XP_034125742.1|DGUA
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC117592312|XP_034141879.1|DGUA
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	LOC117583314|XP_034127461.1|DGUA
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC117580978|XP_034123667.1|DGUA
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	LOC117586651|XP_034132777.1|DGUA
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	LOC117586411|XP_034132342.1|DGUA
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	LOC117583001|XP_034127042.1|DGUA
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC117580461|XP_034122925.1|DGUA
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC117587261|XP_034133726.1|DGUA
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC117580363|XP_034122784.1|DGUA
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC117580025|XP_034122140.1|DGUA, LOC117584549|XP_034129393.1|DGUA
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC117580037|XP_034122156.1|DGUA
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC117588999|XP_034136501.1|DGUA
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC117587032|XP_034133349.1|DGUA
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC117584580|XP_034129447.1|DGUA
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC117592411|XP_034142043.1|DGUA
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC117587863|XP_034134719.1|DGUA
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	LOC117588897|XP_034136337.1|DGUA
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC117581803|XP_034125135.1|DGUA
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC117586378|XP_034132297.1|DGUA
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC117582352|XP_034125896.1|DGUA
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC117584232|XP_034128905.1|DGUA
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC117580899|XP_034123550.1|DGUA, LOC117592619|XP_034142400.1|DGUA
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	LOC117578815|XP_034120457.1|DGUA
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC117580693|XP_034123210.1|DGUA
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC117586273|XP_034132112.1|DGUA
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC117591490|XP_034140669.1|DGUA, LOC117585981|XP_034131689.1|DGUA
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC117591929|XP_034141223.1|DGUA
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC117583811|XP_034128284.1|DGUA
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC117589782|XP_034137870.1|DGUA
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC117579541|XP_034121350.1|DGUA
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC117585087|XP_034130246.1|DGUA
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC117584762|XP_034129755.1|DGUA
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC117587183|XP_034133597.1|DGUA
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC117584926|XP_034129969.1|DGUA
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC117578623|XP_034120118.1|DGUA
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC117586656|XP_034132787.1|DGUA
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC117585444|XP_034130811.1|DGUA
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC117580307|XP_034122690.1|DGUA, LOC117580388|XP_034122818.1|DGUA
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC117580744|XP_034123320.1|DGUA, LOC117580003|XP_034122095.1|DGUA
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC117586724|XP_034132910.1|DGUA
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC117581653|XP_034124920.1|DGUA
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC117587055|XP_034133384.1|DGUA
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC117578735|XP_034120290.1|DGUA
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC117584063|XP_034128696.1|DGUA
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC117581155|XP_034123979.1|DGUA
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC117592183|XP_034141674.1|DGUA
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC117582750|XP_034126580.1|DGUA
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC117588526|XP_034135773.1|DGUA
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC117580979|XP_034123664.1|DGUA
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC117590417|XP_034138915.1|DGUA, LOC117590416|XP_034138907.1|DGUA
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC117588306|XP_034135384.1|DGUA
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC117590427|XP_034138936.1|DGUA
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC117584444|XP_034129247.1|DGUA
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC117583203|XP_034127298.1|DGUA
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC117586637|XP_034132757.1|DGUA
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC117581407|XP_034124448.1|DGUA
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC117586287|XP_034132135.1|DGUA
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC117584604|XP_034129508.1|DGUA
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC117590025|XP_034138212.1|DGUA
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC117583338|XP_034127492.1|DGUA
OG0001343	LOC118460358|XP_035780496.1|AALB	LOC117583134|XP_034127215.1|DGUA
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC117583255|XP_034127370.1|DGUA
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC117583186|XP_034127278.1|DGUA
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC117583492|XP_034127722.1|DGUA
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC117590301|XP_034138679.1|DGUA
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC117586923|XP_034133169.1|DGUA
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC117579776|XP_034121724.1|DGUA
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC117586432|XP_034132363.1|DGUA
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC117588489|XP_034135686.1|DGUA
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC117591231|XP_034140296.1|DGUA
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC117591979|XP_034141310.1|DGUA
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC117592081|XP_034141484.1|DGUA
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC117585160|XP_034130387.1|DGUA
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC117586861|XP_034133047.1|DGUA
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC117579307|XP_034121007.1|DGUA
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC117584301|XP_034129018.1|DGUA
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC117585270|XP_034130584.1|DGUA
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC117580021|XP_034122134.1|DGUA
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC117585063|XP_034130215.1|DGUA, LOC117588428|XP_034135599.1|DGUA, LOC117591427|XP_034140578.1|DGUA, LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC117588517|XP_034135738.1|DGUA
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC117579596|XP_034121424.1|DGUA
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC117584747|XP_034129726.1|DGUA
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC117588028|XP_034134965.1|DGUA
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC117579745|XP_034121654.1|DGUA, LOC117592129|XP_034141565.1|DGUA
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC117587709|XP_034134504.1|DGUA
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC117579668|XP_034121540.1|DGUA, LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC117586668|XP_034132807.1|DGUA, LOC117586038|XP_034131775.1|DGUA
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC117590007|XP_034138184.1|DGUA
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC117591308|XP_034140403.1|DGUA
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC117589812|XP_034137931.1|DGUA
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC117587493|XP_034134156.1|DGUA
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC117580260|XP_034122587.1|DGUA
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC117579752|XP_034121664.1|DGUA
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC117578743|XP_034120311.1|DGUA
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC117579070|XP_034120670.1|DGUA
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC117581824|XP_034125159.1|DGUA, LOC117588304|XP_034135381.1|DGUA
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC117589407|XP_034137227.1|DGUA
