Orthogroup	AALB.longest_only	CQUI.longest_only
OG0001096	LOC118457636|XP_035775259.1|AALB	LOC6031955|XP_038113300.1|CQUI
OG0001096	LOC118457646|XP_035775279.1|AALB	LOC6031954|XP_038108739.1|CQUI
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC6031863|XP_038109276.1|CQUI
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC6040335|XP_001849740.2|CQUI
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC6052097|XP_038112579.1|CQUI
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC6037726|XP_038113843.1|CQUI
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC6051930|XP_001868284.2|CQUI
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC6036714|XP_001846718.1|CQUI
OG0001106	LOC118462721|XP_035784557.1|AALB	LOC6047766|XP_038112893.1|CQUI
OG0001106	LOC118463944|XP_035786808.1|AALB	LOC6047173|XP_038113034.1|CQUI
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC6053773|XP_001869802.1|CQUI
OG0001119	LOC118462827|XP_035784749.1|AALB	LOC6040361|XP_038114062.1|CQUI
OG0001119	LOC118457681|XP_035775336.1|AALB	LOC6048162|XP_038104643.1|CQUI
OG0001120	LOC118460031|XP_035779866.1|AALB	LOC6033952|XP_038104598.1|CQUI
OG0001120	LOC118460028|XP_035779862.1|AALB	LOC6033958|XP_038105273.1|CQUI
OG0001121	LOC118467126|XP_035793101.1|AALB	LOC6047867|XP_038122205.1|CQUI
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC6047533|XP_038119301.1|CQUI
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC6044079|XP_038120683.1|CQUI
OG0001125	LOC118464929|XP_035788595.1|AALB	LOC6039443|XP_001849053.2|CQUI
OG0001126	LOC118466913|XP_035792673.1|AALB	LOC6049107|XP_038118915.1|CQUI
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	LOC6034690|XP_001844974.2|CQUI
OG0001128	LOC118464123|XP_035787104.1|AALB	LOC6030950|XP_038115818.1|CQUI
OG0001128	LOC118457710|XP_035775384.1|AALB	LOC6040847|XP_038111443.1|CQUI
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC6041308|XP_038109340.1|CQUI
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC6046734|XP_001863893.2|CQUI
OG0001131	LOC118468623|XP_035795528.1|AALB	LOC6044602|XP_038107721.1|CQUI
OG0001131	LOC118460821|XP_035781350.1|AALB	LOC6042975|XP_038110225.1|CQUI
OG0001131	LOC118456702|XP_035773607.1|AALB	LOC6044604|XP_038107498.1|CQUI
OG0001132	LOC118459947|XP_035779725.1|AALB, LOC118459961|XP_035779746.1|AALB, LOC118459952|XP_035779735.1|AALB	LOC6050754|XP_001867308.2|CQUI, LOC6050752|XP_001867307.2|CQUI, LOC6050749|XP_038106694.1|CQUI, LOC6050753|XP_001867305.2|CQUI, LOC6050751|XP_038106696.1|CQUI, LOC6032665|XP_001843230.2|CQUI, LOC6035279|XP_001845500.2|CQUI
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC6043724|XP_038111216.1|CQUI
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	LOC118458211|XP_035776349.1|AALB	LOC6034993|XP_038120309.1|CQUI
OG0001135	LOC118458424|XP_035776772.1|AALB	LOC6039748|XP_001849295.2|CQUI
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC6050340|XP_038118633.1|CQUI
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC6050281|XP_001866914.2|CQUI
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC6044622|XP_038109992.1|CQUI
OG0001139	LOC118465857|XP_035790380.1|AALB	LOC6034191|XP_001844546.2|CQUI
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC6047706|XP_038117452.1|CQUI
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001155	LOC118467649|XP_035794278.1|AALB	LOC119767840|XP_038113429.1|CQUI
OG0001156	LOC118464994|XP_035788727.1|AALB	LOC6045388|XP_001862766.2|CQUI
OG0001156	LOC118464990|XP_035788724.1|AALB	LOC6045387|XP_001862765.1|CQUI
OG0001156	LOC118463745|XP_035786432.1|AALB	LOC6045390|XP_038122722.1|CQUI
OG0001156	LOC118464991|XP_035788725.1|AALB	LOC6045392|XP_001862770.2|CQUI, LOC6045385|XP_038122764.1|CQUI
OG0001157	LOC118461514|XP_035782836.1|AALB	LOC6037551|XP_038117504.1|CQUI
OG0001158	LOC118456818|XP_035773804.1|AALB	LOC119765570|XP_038105637.1|CQUI
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC6038004|XP_001847851.2|CQUI
OG0001159	LOC118458131|XP_035776206.1|AALB	LOC6050504|XP_038122553.1|CQUI
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001161	LOC118468974|XP_035796243.1|AALB	LOC6037368|XP_038104919.1|CQUI
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC6037355|XP_038105872.1|CQUI
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC6040876|XP_038108802.1|CQUI
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC6040940|XP_001850268.2|CQUI
OG0001166	LOC118464325|XP_035787517.1|AALB	LOC6035310|XP_038120346.1|CQUI
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC6050237|XP_038120378.1|CQUI
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC118462641|XP_035784382.1|AALB	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC118457355|XP_035774754.1|AALB	LOC6039973|XP_038108775.1|CQUI
OG0001173	LOC118467405|XP_035793773.1|AALB	LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	LOC118467301|XP_035793514.1|AALB	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC118461601|XP_035783010.1|AALB	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC118460499|XP_035780746.1|AALB	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC118461535|XP_035782864.1|AALB	LOC6033652|XP_038114034.1|CQUI
OG0001178	LOC118457080|XP_035774261.1|AALB	LOC6034872|XP_001845141.1|CQUI
OG0001178	LOC118456756|XP_035773713.1|AALB	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC118458722|XP_035777360.1|AALB	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC118468911|XP_035796109.1|AALB	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC118456949|XP_035774017.1|AALB	LOC6051010|XP_038121521.1|CQUI
OG0001182	LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB	LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC118467069|XP_035792999.1|AALB	LOC6050625|XP_038121048.1|CQUI
OG0001185	LOC118457401|XP_035774834.1|AALB	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC118466562|XP_035791999.1|AALB	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC118465218|XP_035789103.1|AALB	LOC6033407|XP_038110520.1|CQUI
OG0001187	LOC118465219|XP_035789104.1|AALB	LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC118464179|XP_035787213.1|AALB	LOC6043678|XP_001861307.2|CQUI
OG0001188	LOC118464181|XP_035787222.1|AALB	LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC118463112|XP_035785329.1|AALB	LOC6044185|XP_038112058.1|CQUI
OG0001189	LOC118463485|XP_035785969.1|AALB	LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC118463984|XP_035786896.1|AALB	LOC6035971|XP_001846078.2|CQUI
OG0001190	LOC118463982|XP_035786887.1|AALB	LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC118463935|XP_035786793.1|AALB	LOC6040784|XP_038113888.1|CQUI
OG0001191	LOC118465696|XP_035790017.1|AALB	LOC6054211|XP_038113931.1|CQUI
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001194	LOC118462665|XP_035784454.1|AALB	LOC6042351|XP_001851478.1|CQUI
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC119767685|XP_038112768.1|CQUI
OG0001200	LOC118461021|XP_035781767.1|AALB	LOC6049209|XP_038106404.1|CQUI
OG0001200	LOC118456690|XP_035773576.1|AALB	LOC6038199|XP_038117778.1|CQUI
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC118458443|XP_035776822.1|AALB	LOC6038320|XP_038122940.1|CQUI
OG0001203	LOC118459523|XP_035778877.1|AALB	LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC118467494|XP_035793938.1|AALB	LOC119765166|XP_038104427.1|CQUI, LOC6047038|XP_001864146.2|CQUI
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC118463678|XP_035786332.1|AALB	LOC6043925|XP_038121909.1|CQUI
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC118460162|XP_035780162.1|AALB	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC118458664|XP_035777259.1|AALB	LOC6052130|XP_038104165.1|CQUI
OG0001210	LOC118456928|XP_035773960.1|AALB	LOC6050694|XP_038104085.1|CQUI
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC6034927|XP_001845192.2|CQUI
OG0001212	LOC118468555|XP_035795349.1|AALB	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI
OG0001212	LOC118468554|XP_035795348.1|AALB	LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC118457446|XP_035774931.1|AALB	LOC6039669|XP_001849233.2|CQUI
OG0001213	LOC118460886|XP_035781522.1|AALB	LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC118459805|XP_035779435.1|AALB	LOC6045600|XP_038104162.1|CQUI
OG0001215	LOC118459806|XP_035779436.1|AALB	LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC118459804|XP_035779433.1|AALB	LOC6045604|XP_038104859.1|CQUI
OG0001216	LOC118459112|XP_035778068.1|AALB	LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC6040898|XP_001850226.1|CQUI
OG0001219	LOC118464906|XP_035788562.1|AALB	LOC6032843|XP_038121808.1|CQUI
OG0001219	LOC118465541|XP_035789761.1|AALB	LOC6032841|XP_001843376.1|CQUI
OG0001219	LOC118465288|XP_035789223.1|AALB	LOC6032838|XP_001843374.2|CQUI
OG0001219	LOC118465287|XP_035789222.1|AALB	LOC6032836|XP_001843373.1|CQUI
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC119769797|XP_038119366.1|CQUI
OG0001222	LOC118467980|XP_035794861.1|AALB	LOC6052140|XP_001868455.2|CQUI
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC6035216|XP_038122987.1|CQUI, LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC6033514|XP_038117574.1|CQUI
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC6050448|XP_001867052.2|CQUI
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC6043265|XP_038121140.1|CQUI
OG0001238	LOC118467941|XP_035794803.1|AALB	LOC6041661|XP_038108365.1|CQUI
OG0001239	LOC118467960|XP_035794836.1|AALB	LOC6052626|XP_038111282.1|CQUI
OG0001239	LOC118456572|XP_035773344.1|AALB	LOC6032254|XP_038121026.1|CQUI
OG0001240	LOC118458705|XP_035777339.1|AALB	LOC6045142|XP_001862540.2|CQUI
OG0001240	LOC118457657|XP_035775294.1|AALB	LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC6032717|XP_001843269.1|CQUI
OG0001243	LOC118463399|XP_035785839.1|AALB	LOC6041156|XP_001850455.2|CQUI
OG0001246	LOC118465964|XP_035790605.1|AALB	LOC6046496|XP_038112281.1|CQUI
OG0001246	LOC118465963|XP_035790603.1|AALB	LOC119767076|XP_038110479.1|CQUI
OG0001246	LOC118465965|XP_035790606.1|AALB	LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC118463274|XP_035785643.1|AALB	LOC6052314|XP_001868608.2|CQUI
OG0001259	LOC118467722|XP_035794417.1|AALB	LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC6036966|XP_038105068.1|CQUI
OG0001262	LOC118462044|XP_035783920.1|AALB	LOC6035103|XP_038107318.1|CQUI
OG0001262	LOC118462574|XP_035784270.1|AALB	LOC6039049|XP_038111840.1|CQUI
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC118457456|XP_035774947.1|AALB	LOC6031873|XP_038111151.1|CQUI
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC118461275|XP_035782320.1|AALB	LOC6051047|XP_038122925.1|CQUI
OG0001267	LOC118462032|XP_035783899.1|AALB	LOC6044839|XP_038105651.1|CQUI
OG0001268	LOC118456586|XP_035773376.1|AALB	LOC6052260|XP_038110792.1|CQUI
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC118464162|XP_035787188.1|AALB	LOC119767815|XP_038113307.1|CQUI
OG0001270	LOC118459117|XP_035778078.1|AALB	LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC118463456|XP_035785937.1|AALB	LOC6043921|XP_001861500.2|CQUI
OG0001271	LOC118464610|XP_035787948.1|AALB	LOC6043922|XP_001861501.1|CQUI
OG0001273	LOC118463749|XP_035786442.1|AALB	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI
OG0001273	LOC118462639|XP_035784379.1|AALB	LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC6048052|XP_038120536.1|CQUI
OG0001275	LOC118467198|XP_035793305.1|AALB	LOC6048048|XP_038116080.1|CQUI
OG0001275	LOC118468996|XP_035796314.1|AALB	LOC6041797|XP_038116764.1|CQUI
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC118462686|XP_035784493.1|AALB	LOC6040540|XP_001849924.2|CQUI
OG0001285	LOC118456479|XP_035773184.1|AALB	LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC6049426|XP_038107510.1|CQUI
OG0001288	LOC118457804|XP_035775545.1|AALB	LOC6038066|XP_038112031.1|CQUI
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC118467205|XP_035793316.1|AALB	LOC6037255|XP_038109974.1|CQUI
OG0001292	LOC118467208|XP_035793324.1|AALB	LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC118460327|XP_035780431.1|AALB	LOC6051290|XP_038120986.1|CQUI
OG0001298	LOC118468886|XP_035796071.1|AALB	LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC118457187|XP_035774428.1|AALB	LOC6049643|XP_038121699.1|CQUI
OG0001299	LOC118456842|XP_035773830.1|AALB	LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC118468872|XP_035796051.1|AALB	LOC6039153|XP_001848808.2|CQUI
OG0001301	LOC118468870|XP_035796046.1|AALB	LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC118461792|XP_035783416.1|AALB	LOC6039691|XP_038115910.1|CQUI
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC118468823|XP_035795946.1|AALB	LOC6037560|XP_038120045.1|CQUI
OG0001309	LOC118468824|XP_035795947.1|AALB	LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC118458191|XP_035776326.1|AALB, LOC118458197|XP_035776335.1|AALB	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC118466703|XP_035792236.1|AALB	LOC6033402|XP_038108518.1|CQUI
OG0001311	LOC118459594|XP_035779019.1|AALB	LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001327	LOC118467237|XP_035793396.1|AALB	LOC119765367|XP_038105026.1|CQUI, LOC119765047|XP_038104043.1|CQUI, LOC6038443|XP_038105025.1|CQUI, LOC6045213|XP_038122910.1|CQUI, LOC119771224|XP_038122911.1|CQUI, LOC6045212|XP_001862608.2|CQUI
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB	LOC6039048|XP_001848726.2|CQUI
OG0001332	LOC118465393|XP_035789487.1|AALB	LOC6039047|XP_001848725.2|CQUI
OG0001333	LOC118464993|XP_035788730.1|AALB	LOC6045950|XP_038105005.1|CQUI
OG0001333	LOC118464974|XP_035788702.1|AALB	LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC118459147|XP_035778129.1|AALB	LOC6037928|XP_038116113.1|CQUI
OG0001334	LOC118457223|XP_035774494.1|AALB	LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC118460447|XP_035780655.1|AALB	LOC6034790|XP_038104487.1|CQUI
OG0001335	LOC118460448|XP_035780657.1|AALB	LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC118466695|XP_035792218.1|AALB	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC6037322|XP_001847247.2|CQUI
OG0001342	LOC118457922|XP_035775816.1|AALB	LOC6035340|XP_038104390.1|CQUI
OG0001343	LOC118460358|XP_035780496.1|AALB	LOC6040250|XP_001849691.2|CQUI
OG0001344	LOC118456416|XP_035773028.1|AALB	LOC6049262|XP_038111703.1|CQUI
OG0001344	LOC118456475|XP_035773174.1|AALB	LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC118460736|XP_035781188.1|AALB	LOC6039603|XP_001849176.2|CQUI
OG0001345	LOC118460737|XP_035781189.1|AALB	LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC118459943|XP_035779714.1|AALB	LOC6047788|XP_001864800.2|CQUI
OG0001353	LOC118464453|XP_035787733.1|AALB	LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC118466407|XP_035791568.1|AALB	LOC6036243|XP_038119253.1|CQUI
OG0001356	LOC118466289|XP_035791268.1|AALB	LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC118462688|XP_035784498.1|AALB	LOC6050003|XP_038119402.1|CQUI
OG0001359	LOC118464550|XP_035787881.1|AALB	LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC6036534|XP_001846579.2|CQUI
