Orthogroup	AALB.longest_only	SLEB.longest_only
OG0000545	LOC118456992|XP_035774100.1|AALB, LOC118456289|XP_035772796.1|AALB	LOC115621211|XP_030370653.1|SLEB, LOC115621286|XP_030370749.1|SLEB
OG0000546	LOC118456580|XP_035773364.1|AALB	LOC115623697|XP_030374032.1|SLEB, LOC115627177|XP_030378637.1|SLEB
OG0000547	LOC118463001|XP_035785122.1|AALB	LOC115630037|XP_030382529.1|SLEB, LOC115633068|XP_030386299.1|SLEB
OG0000548	LOC118464674|XP_035788085.1|AALB	LOC115632986|XP_030386163.1|SLEB, LOC115622433|XP_030372234.1|SLEB, LOC115622434|XP_030372235.1|SLEB
OG0000549	LOC118463968|XP_035786863.1|AALB	LOC115633990|XP_030387373.1|SLEB
OG0000550	LOC118463476|XP_035785959.1|AALB	LOC115632900|XP_030386051.1|SLEB, LOC115632608|XP_030385696.1|SLEB
OG0000551	LOC118461306|XP_035782389.1|AALB	LOC115634798|XP_030388566.1|SLEB
OG0000552	LOC118457543|XP_035775089.1|AALB	LOC115621198|XP_030370637.1|SLEB, LOC115620920|XP_030370279.1|SLEB
OG0000553	LOC118458233|XP_035776395.1|AALB	LOC115625739|XP_030376752.1|SLEB, LOC115625738|XP_030376751.1|SLEB
OG0000554	LOC118458180|XP_035776301.1|AALB	LOC115621598|XP_030371150.1|SLEB, LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB
OG0000555	LOC118457196|XP_035774440.1|AALB	LOC115628310|XP_030380224.1|SLEB, LOC115628303|XP_030380210.1|SLEB
OG0000556	LOC118459673|XP_035779173.1|AALB	LOC115623458|XP_030373674.1|SLEB
OG0000557	LOC118456647|XP_035773478.1|AALB	LOC115624100|XP_030374550.1|SLEB, LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB
OG0000558	LOC118468293|XP_035794913.1|AALB	LOC115623799|XP_030374201.1|SLEB, LOC115627610|XP_030379199.1|SLEB
OG0000559	LOC118464460|XP_035787744.1|AALB	LOC115621713|XP_030371282.1|SLEB, LOC115633935|XP_030387313.1|SLEB
OG0000560	LOC118464725|XP_035788198.1|AALB	LOC115624641|XP_030375269.1|SLEB, LOC115624640|XP_030375268.1|SLEB
OG0000561	LOC118465034|XP_035788791.1|AALB	LOC115632645|XP_030385734.1|SLEB, LOC115632520|XP_030385575.1|SLEB
OG0000562	LOC118467143|XP_035793164.1|AALB	LOC115622396|XP_030372181.1|SLEB, LOC115622789|XP_030372709.1|SLEB
OG0000566	LOC118456333|XP_035772887.1|AALB	LOC115625079|XP_030375829.1|SLEB, LOC115622614|XP_030372474.1|SLEB
OG0000567	LOC118460369|XP_035780518.1|AALB	LOC115628899|XP_030381018.1|SLEB
OG0000568	LOC118459614|XP_035779070.1|AALB	LOC115620709|XP_030369944.1|SLEB
OG0000569	LOC118461433|XP_035782635.1|AALB	LOC115620436|XP_030369524.1|SLEB, LOC115628654|XP_030380682.1|SLEB
OG0000570	LOC118460155|XP_035780145.1|AALB	LOC115625135|XP_030375914.1|SLEB, LOC115625181|XP_030376006.1|SLEB
OG0000571	LOC118466148|XP_035791004.1|AALB	LOC115620833|XP_030370125.1|SLEB, LOC115621121|XP_030370525.1|SLEB
OG0000572	LOC118463820|XP_035786593.1|AALB	LOC115621322|XP_030370800.1|SLEB, LOC115620609|XP_030369783.1|SLEB
OG0000573	LOC118466093|XP_035790895.1|AALB	LOC115632462|XP_030385479.1|SLEB, LOC115625591|XP_030376570.1|SLEB
OG0000574	LOC118466277|XP_035791247.1|AALB	LOC115632504|XP_030385552.1|SLEB
OG0000575	LOC118463679|XP_035786334.1|AALB	LOC115624630|XP_030375246.1|SLEB, LOC115624639|XP_030375267.1|SLEB
OG0000576	LOC118468399|XP_035795056.1|AALB	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB
OG0000577	LOC118456890|XP_035773904.1|AALB	LOC115630934|XP_030383361.1|SLEB
OG0000578	LOC118456432|XP_035773082.1|AALB	LOC115630624|XP_030383119.1|SLEB, LOC115624580|XP_030375178.1|SLEB
OG0000579	LOC118468848|XP_035795984.1|AALB	LOC115621378|XP_030370867.1|SLEB, LOC115622675|XP_030372549.1|SLEB
OG0000580	LOC118460585|XP_035780898.1|AALB	LOC115624313|XP_030374798.1|SLEB, LOC115623669|XP_030373995.1|SLEB
OG0000581	LOC118457211|XP_035774472.1|AALB	LOC115624401|XP_030374991.1|SLEB
OG0000582	LOC118464258|XP_035787390.1|AALB	LOC115623225|XP_030373327.1|SLEB, LOC115629425|XP_030381740.1|SLEB
OG0000583	LOC118468813|XP_035795921.1|AALB	LOC115634436|XP_030388003.1|SLEB
OG0000589	LOC118457054|XP_035774200.1|AALB	LOC115629184|XP_030381427.1|SLEB
OG0000590	LOC118456991|XP_035774099.1|AALB	LOC115621604|XP_030371157.1|SLEB
OG0000590	LOC118458904|XP_035777758.1|AALB	LOC115628967|XP_030381105.1|SLEB
OG0000592	LOC118461592|XP_035782989.1|AALB	LOC115620051|XP_030369040.1|SLEB, LOC115626440|XP_030377714.1|SLEB, LOC115634746|XP_030388498.1|SLEB
OG0000593	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB
OG0000594	LOC118459626|XP_035779096.1|AALB	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB
OG0000595	LOC118461907|XP_035783655.1|AALB	LOC115625556|XP_030376508.1|SLEB, LOC115620820|XP_030370108.1|SLEB
OG0000597	LOC118456573|XP_035773348.1|AALB	LOC115621662|XP_030371229.1|SLEB, LOC115621009|XP_030370388.1|SLEB
OG0000598	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB	LOC115621982|XP_030371694.1|SLEB
OG0000599	LOC118459743|XP_035779313.1|AALB, LOC118460049|XP_035779919.1|AALB	LOC115622412|XP_030372206.1|SLEB
OG0000600	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB	LOC115632442|XP_030385460.1|SLEB, LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC118466070|XP_035790827.1|AALB	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC118458568|XP_035777108.1|AALB	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC118459242|XP_035778337.1|AALB	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC118459212|XP_035778285.1|AALB	LOC115630657|XP_030383158.1|SLEB, LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC118461557|XP_035782904.1|AALB, LOC118462737|XP_035784586.1|AALB, LOC118461550|XP_035782894.1|AALB, LOC118461549|XP_035782893.1|AALB	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC118468876|XP_035796055.1|AALB	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC118459255|XP_035778356.1|AALB	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC118468819|XP_035795943.1|AALB	LOC115625074|XP_030375822.1|SLEB, LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC118461320|XP_035782415.1|AALB	LOC115631251|XP_030383821.1|SLEB, LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC118464160|XP_035787187.1|AALB	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC118467141|XP_035793158.1|AALB	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB
OG0000616	LOC118458181|XP_035776306.1|AALB, LOC118458166|XP_035776267.1|AALB, LOC118463975|XP_035786915.1|AALB	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC118468774|XP_035795857.1|AALB	LOC115621815|XP_030371461.1|SLEB, LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC118457060|XP_035774210.1|AALB	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC118467654|XP_035794288.1|AALB	LOC115631389|XP_030383974.1|SLEB
OG0000619	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB, LOC118467029|XP_035792888.1|AALB	LOC115620065|XP_030369072.1|SLEB, LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC118463555|XP_035786072.1|AALB	LOC115627320|XP_030378822.1|SLEB, LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC118462959|XP_035785006.1|AALB	LOC115620478|XP_030369572.1|SLEB, LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC118463531|XP_035786036.1|AALB	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC118466550|XP_035791957.1|AALB	LOC115624552|XP_030375137.1|SLEB, LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC118467760|XP_035794481.1|AALB	LOC115633640|XP_030386940.1|SLEB, LOC115634104|XP_030387520.1|SLEB, LOC115633424|XP_030386743.1|SLEB
OG0000625	LOC118463183|XP_035785491.1|AALB	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC118467393|XP_035793744.1|AALB	LOC115634382|XP_030387926.1|SLEB, LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC118457752|XP_035775461.1|AALB	LOC115633005|XP_030386190.1|SLEB, LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC118469037|XP_035796393.1|AALB	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC118457228|XP_035774500.1|AALB	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC118458897|XP_035777746.1|AALB	LOC115626220|XP_030377378.1|SLEB, LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC118456251|XP_035772740.1|AALB	LOC115631173|XP_030383722.1|SLEB, LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC118457296|XP_035774654.1|AALB	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB
OG0000635	LOC118460326|XP_035780430.1|AALB	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC118458194|XP_035776332.1|AALB	LOC115626223|XP_030377382.1|SLEB, LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000638	LOC118463452|XP_035785932.1|AALB	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC118465352|XP_035789408.1|AALB	LOC115633115|XP_030386361.1|SLEB
OG0000646	LOC118456626|XP_035773443.1|AALB	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC118465633|XP_035789968.1|AALB	LOC115621967|XP_030371674.1|SLEB, LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC118459669|XP_035779169.1|AALB	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC118464708|XP_035788137.1|AALB	LOC115627568|XP_030379152.1|SLEB, LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC118464959|XP_035788652.1|AALB	LOC115620503|XP_030369617.1|SLEB
OG0000651	LOC118460445|XP_035780650.1|AALB	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC118459384|XP_035778579.1|AALB	LOC115628872|XP_030380991.1|SLEB, LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC118467469|XP_035793892.1|AALB	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC118463065|XP_035785214.1|AALB	LOC115621850|XP_030371563.1|SLEB, LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC118456929|XP_035773959.1|AALB	LOC115623639|XP_030373943.1|SLEB, LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC118467944|XP_035794810.1|AALB	LOC115624836|XP_030375543.1|SLEB, LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC118459780|XP_035779389.1|AALB	LOC115627088|XP_030378498.1|SLEB, LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC118468708|XP_035795725.1|AALB	LOC115625878|XP_030376954.1|SLEB, LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC118457247|XP_035774525.1|AALB	LOC115622386|XP_030372170.1|SLEB, LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC118460958|XP_035781626.1|AALB	LOC115632944|XP_030386100.1|SLEB, LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC118459849|XP_035779510.1|AALB	LOC115626049|XP_030377161.1|SLEB, LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC118461359|XP_035782488.1|AALB	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC118460644|XP_035780997.1|AALB	LOC115624988|XP_030375715.1|SLEB, LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC118459008|XP_035777906.1|AALB	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC118460380|XP_035780530.1|AALB	LOC115620304|XP_030369348.1|SLEB, LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB	LOC115626945|XP_030378320.1|SLEB, LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC118466181|XP_035791065.1|AALB	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC118466952|XP_035792744.1|AALB	LOC115620863|XP_030370184.1|SLEB, LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC118463337|XP_035785745.1|AALB	LOC115627870|XP_030379614.1|SLEB, LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC118466980|XP_035792788.1|AALB	LOC115627417|XP_030378947.1|SLEB, LOC115626494|XP_030377738.1|SLEB
OG0000677	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB	LOC115623186|XP_030373268.1|SLEB, LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC118463047|XP_035785190.1|AALB	LOC115621186|XP_030370620.1|SLEB, LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC118457713|XP_035775395.1|AALB	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC118465454|XP_035789625.1|AALB	LOC115621828|XP_030371496.1|SLEB, LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC118468548|XP_035795336.1|AALB	LOC115624151|XP_030374608.1|SLEB, LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC118460918|XP_035781564.1|AALB	LOC115629499|XP_030381839.1|SLEB, LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC118466111|XP_035790938.1|AALB	LOC115625171|XP_030375975.1|SLEB, LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC118467740|XP_035794439.1|AALB	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB, LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC118467394|XP_035793749.1|AALB	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC118465952|XP_035790573.1|AALB	LOC115628671|XP_030380705.1|SLEB, LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC118463499|XP_035785991.1|AALB	LOC115626605|XP_030377857.1|SLEB, LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC118464218|XP_035787283.1|AALB	LOC115632631|XP_030385721.1|SLEB, LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC118468443|XP_035795104.1|AALB	LOC115627792|XP_030379472.1|SLEB, LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC118458931|XP_035777794.1|AALB	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC118460282|XP_035780358.1|AALB	LOC115626345|XP_030377554.1|SLEB, LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC118468894|XP_035796080.1|AALB	LOC115631699|XP_030384387.1|SLEB, LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC118457744|XP_035775449.1|AALB	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC118459033|XP_035777943.1|AALB	LOC115631784|XP_030384478.1|SLEB, LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC118459522|XP_035778866.1|AALB	LOC115631361|XP_030383939.1|SLEB, LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC118461571|XP_035782952.1|AALB	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC118458667|XP_035777265.1|AALB	LOC115633828|XP_030387176.1|SLEB, LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC118458785|XP_035777520.1|AALB	LOC115623432|XP_030373638.1|SLEB, LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC118459354|XP_035778531.1|AALB	LOC115626522|XP_030377762.1|SLEB, LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC118456706|XP_035773616.1|AALB	LOC115629751|XP_030382150.1|SLEB, LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC118457192|XP_035774434.1|AALB	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC118459712|XP_035779266.1|AALB	LOC115631541|XP_030384176.1|SLEB, LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC118461133|XP_035781987.1|AALB	LOC115634062|XP_030387466.1|SLEB, LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC118459946|XP_035779717.1|AALB	LOC115627708|XP_030379316.1|SLEB, LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC118459873|XP_035779553.1|AALB	LOC115621323|XP_030370803.1|SLEB, LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC118465879|XP_035790409.1|AALB	LOC115623330|XP_030373453.1|SLEB, LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC118462952|XP_035784988.1|AALB	LOC115622779|XP_030372697.1|SLEB, LOC115621892|XP_030371581.1|SLEB, LOC115629865|XP_030382313.1|SLEB
OG0000713	LOC118461387|XP_035782541.1|AALB	LOC115621208|XP_030370649.1|SLEB, LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC118466714|XP_035792269.1|AALB	LOC115633315|XP_030386605.1|SLEB, LOC115623265|XP_030373395.1|SLEB
OG0000716	LOC118464220|XP_035787285.1|AALB	LOC115633996|XP_030387379.1|SLEB, LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB	LOC115632838|XP_030385954.1|SLEB
OG0000724	LOC118464210|XP_035787273.1|AALB	LOC115633429|XP_030386749.1|SLEB, LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC118458096|XP_035776151.1|AALB	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC118458251|XP_035776425.1|AALB	LOC115630207|XP_030382636.1|SLEB
OG0000729	LOC118457526|XP_035775064.1|AALB	LOC115620938|XP_030370310.1|SLEB, LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC118463159|XP_035785437.1|AALB	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC118464461|XP_035787755.1|AALB	LOC115622743|XP_030372650.1|SLEB, LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC118466282|XP_035791255.1|AALB	LOC115632506|XP_030385555.1|SLEB, LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC118466217|XP_035791133.1|AALB	LOC115621490|XP_030371018.1|SLEB, LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC118463976|XP_035786870.1|AALB	LOC115629183|XP_030381425.1|SLEB, LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC118457158|XP_035774377.1|AALB	LOC115627337|XP_030378842.1|SLEB, LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC118460963|XP_035781632.1|AALB	LOC115630795|XP_030383313.1|SLEB, LOC115630588|XP_030383066.1|SLEB
OG0000738	LOC118458725|XP_035777386.1|AALB	LOC115630461|XP_030382886.1|SLEB, LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC118467299|XP_035793513.1|AALB	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC118456537|XP_035773278.1|AALB	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC118459732|XP_035779299.1|AALB	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC118457488|XP_035775012.1|AALB	LOC115627583|XP_030379167.1|SLEB, LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC118461608|XP_035783027.1|AALB	LOC115633054|XP_030386259.1|SLEB, LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC118464721|XP_035788186.1|AALB	LOC115629175|XP_030381413.1|SLEB
OG0000745	LOC118463435|XP_035785897.1|AALB	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB, LOC115634664|XP_030388387.1|SLEB
OG0000746	LOC118463465|XP_035785948.1|AALB	LOC115633815|XP_030387160.1|SLEB, LOC115620015|XP_030368977.1|SLEB
OG0000753	LOC118463405|XP_035785850.1|AALB	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC118459560|XP_035778956.1|AALB	LOC115627163|XP_030378607.1|SLEB, LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC118456484|XP_035773202.1|AALB	LOC115620993|XP_030370373.1|SLEB, LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC118459267|XP_035778383.1|AALB	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC118466731|XP_035792307.1|AALB	LOC115630488|XP_030382932.1|SLEB, LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC118464489|XP_035787809.1|AALB	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC118464958|XP_035788642.1|AALB	LOC115632664|XP_030385757.1|SLEB, LOC115632137|XP_030385012.1|SLEB
OG0000760	LOC118461199|XP_035782137.1|AALB	LOC115633671|XP_030386976.1|SLEB
OG0000761	LOC118459145|XP_035778122.1|AALB	LOC115631320|XP_030383897.1|SLEB, LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC118468393|XP_035795050.1|AALB	LOC115625652|XP_030376640.1|SLEB, LOC115631875|XP_030384584.1|SLEB
OG0000763	LOC118461552|XP_035782895.1|AALB	LOC115630747|XP_030383261.1|SLEB, LOC115630695|XP_030383207.1|SLEB
OG0000764	LOC118458907|XP_035777759.1|AALB	LOC115621927|XP_030371631.1|SLEB, LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC118461038|XP_035781818.1|AALB	LOC115628365|XP_030380302.1|SLEB, LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC118459074|XP_035778009.1|AALB	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC118460152|XP_035780143.1|AALB	LOC115625324|XP_030376207.1|SLEB, LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC118461516|XP_035782839.1|AALB	LOC115627924|XP_030379678.1|SLEB, LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC118466179|XP_035791062.1|AALB	LOC115627782|XP_030379452.1|SLEB
OG0000770	LOC118465276|XP_035789210.1|AALB	LOC115628059|XP_030379884.1|SLEB
OG0000771	LOC118465832|XP_035790318.1|AALB	LOC115632497|XP_030385534.1|SLEB
OG0000778	LOC118467710|XP_035794817.1|AALB	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB	LOC115626655|XP_030377922.1|SLEB, LOC115632546|XP_030385621.1|SLEB
OG0000782	LOC118462004|XP_035783833.1|AALB	LOC115623231|XP_030373340.1|SLEB, LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC118461989|XP_035783818.1|AALB	LOC115620854|XP_030370158.1|SLEB, LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC118457596|XP_035775188.1|AALB	LOC115632956|XP_030386115.1|SLEB, LOC115622106|XP_030371808.1|SLEB, LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC118459271|XP_035778400.1|AALB	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC118457367|XP_035774777.1|AALB	LOC115626176|XP_030377311.1|SLEB, LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC118467704|XP_035794380.1|AALB	LOC115632438|XP_030385442.1|SLEB, LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC118466414|XP_035791576.1|AALB	LOC115631634|XP_030384303.1|SLEB, LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC118468941|XP_035796172.1|AALB	LOC115629061|XP_030381237.1|SLEB, LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC118466930|XP_035792713.1|AALB	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC118456204|XP_035772663.1|AALB	LOC115629879|XP_030382336.1|SLEB, LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC118458779|XP_035777497.1|AALB	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC118459860|XP_035779527.1|AALB	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB	LOC115629864|XP_030382312.1|SLEB
OG0000795	LOC118456526|XP_035773263.1|AALB	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB
OG0000796	LOC118459067|XP_035777997.1|AALB	LOC115620420|XP_030369504.1|SLEB, LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC118463511|XP_035786006.1|AALB	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC118464225|XP_035787294.1|AALB	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC118462798|XP_035784688.1|AALB	LOC115622877|XP_030372826.1|SLEB, LOC115629792|XP_030382211.1|SLEB
