Orthogroup	AALB.longest_only	AAEG.longest_only
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC5572017|XP_001660128.1|AAEG
OG0001203	LOC118458443|XP_035776822.1|AALB	LOC5574322|XP_021694574.1|AAEG
OG0001203	LOC118459523|XP_035778877.1|AALB	LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC118467494|XP_035793938.1|AALB	LOC110674797|XP_021694847.1|AAEG
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC118463678|XP_035786332.1|AALB	LOC5577801|XP_001663568.1|AAEG
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC118458686|XP_035777308.1|AALB	LOC5579262|XP_021696013.1|AAEG
OG0001209	LOC118460162|XP_035780162.1|AALB	LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC118458664|XP_035777259.1|AALB	LOC5576886|XP_021703422.1|AAEG
OG0001210	LOC118456928|XP_035773960.1|AALB	LOC5576881|XP_021703451.1|AAEG
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC5567066|XP_021712826.1|AAEG, LOC5567065|XP_021712836.1|AAEG
OG0001212	LOC118468555|XP_035795349.1|AALB	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC118457446|XP_035774931.1|AALB	LOC5564694|XP_021692994.1|AAEG
OG0001213	LOC118460886|XP_035781522.1|AALB	LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC118459805|XP_035779435.1|AALB	LOC5573442|XP_021693624.1|AAEG
OG0001215	LOC118459806|XP_035779436.1|AALB	LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC118459804|XP_035779433.1|AALB	LOC5564193|XP_001648534.2|AAEG
OG0001216	LOC118459112|XP_035778068.1|AALB	LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001219	LOC118464906|XP_035788562.1|AALB	LOC5574887|XP_001661700.2|AAEG, LOC110680380|XP_021711884.1|AAEG, LOC110680378|XP_021711883.1|AAEG, LOC110676287|XP_021699287.1|AAEG, LOC5574888|XP_021695489.1|AAEG, LOC110680381|XP_021711885.1|AAEG, LOC5574886|XP_021699413.1|AAEG
OG0001219	LOC118463354|XP_035785761.1|AALB	LOC5574892|XP_021700468.1|AAEG, LOC5574893|XP_001661705.2|AAEG, LOC5574891|XP_001661703.2|AAEG
OG0001219	LOC118465541|XP_035789761.1|AALB	LOC110680868|XP_021712350.1|AAEG, LOC5574883|XP_001661694.2|AAEG
OG0001219	LOC118465288|XP_035789223.1|AALB	LOC5574884|XP_001661692.2|AAEG
OG0001219	LOC118465287|XP_035789222.1|AALB	LOC5579333|XP_001647640.1|AAEG, LOC5579332|XP_021695486.1|AAEG
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC5568476|XP_021695984.1|AAEG
OG0001222	LOC118467980|XP_035794861.1|AALB	LOC5568385|XP_001658050.1|AAEG
OG0001222	LOC118464452|XP_035787732.1|AALB	LOC5568895|XP_001658217.2|AAEG
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC5566003|XP_001650391.2|AAEG, LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC5575931|XP_021699426.1|AAEG
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC5573338|XP_021705177.1|AAEG
OG0001238	LOC118467941|XP_035794803.1|AALB	LOC5565805|XP_021709491.1|AAEG
OG0001239	LOC118467960|XP_035794836.1|AALB	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG
OG0001239	LOC118456572|XP_035773344.1|AALB	LOC5577994|XP_021707759.1|AAEG
OG0001240	LOC118458705|XP_035777339.1|AALB	LOC5575403|XP_001661923.2|AAEG
OG0001240	LOC118457657|XP_035775294.1|AALB	LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC5563955|XP_001648308.1|AAEG
OG0001243	LOC118463399|XP_035785839.1|AALB	LOC5568011|XP_021704685.1|AAEG
OG0001246	LOC118465964|XP_035790605.1|AALB	LOC5566857|XP_021710437.1|AAEG
OG0001246	LOC118465963|XP_035790603.1|AALB	LOC5566854|XP_001651279.2|AAEG
OG0001246	LOC118465965|XP_035790606.1|AALB	LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC118463274|XP_035785643.1|AALB	LOC5573522|XP_021703730.1|AAEG
OG0001259	LOC118467722|XP_035794417.1|AALB	LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC5572383|XP_001654039.1|AAEG
OG0001262	LOC118462044|XP_035783920.1|AALB	LOC5571305|XP_021696531.1|AAEG
OG0001262	LOC118462574|XP_035784270.1|AALB	LOC5573529|XP_021699106.1|AAEG
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC5572162|XP_021701521.1|AAEG
OG0001264	LOC118457456|XP_035774947.1|AALB	LOC5575506|XP_021702723.1|AAEG
OG0001264	LOC118458006|XP_035775989.1|AALB	LOC5576313|XP_021702589.1|AAEG
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG
OG0001267	LOC118461275|XP_035782320.1|AALB	LOC5577500|XP_021711550.1|AAEG
OG0001267	LOC118462032|XP_035783899.1|AALB	LOC5577506|XP_021711759.1|AAEG
OG0001268	LOC118456586|XP_035773376.1|AALB	LOC5572588|XP_021713039.1|AAEG
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC110680993|XP_021712453.1|AAEG, LOC5578532|XP_001663924.1|AAEG
OG0001270	LOC118464162|XP_035787188.1|AALB	LOC5579659|XP_021706346.1|AAEG
OG0001270	LOC118459117|XP_035778078.1|AALB	LOC5576400|XP_001662612.2|AAEG
OG0001271	LOC118463456|XP_035785937.1|AALB	LOC110675398|XP_021696016.1|AAEG
OG0001271	LOC118464610|XP_035787948.1|AALB	LOC5573476|XP_021696019.1|AAEG
OG0001273	LOC118463749|XP_035786442.1|AALB	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG
OG0001275	LOC118467198|XP_035793305.1|AALB	LOC5573419|XP_001654593.1|AAEG
OG0001275	LOC118468996|XP_035796314.1|AALB	LOC5578015|XP_001656755.2|AAEG
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC5574001|XP_021698011.1|AAEG
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC5573676|XP_021698208.1|AAEG
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC5564225|XP_021698341.1|AAEG
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC5570785|XP_001653294.1|AAEG
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC5574268|XP_021698957.1|AAEG
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC5563618|XP_001647854.2|AAEG
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC5577288|XP_021699171.1|AAEG
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC5571151|XP_001653462.1|AAEG
OG0001285	LOC118462686|XP_035784493.1|AALB	LOC5569141|XP_001652750.1|AAEG
OG0001285	LOC118456479|XP_035773184.1|AALB	LOC5568649|XP_021700323.1|AAEG
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC5564989|XP_001649339.1|AAEG
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC5567008|XP_021703513.1|AAEG
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC5566684|XP_001651086.1|AAEG
OG0001292	LOC118467205|XP_035793316.1|AALB	LOC5568574|XP_021711516.1|AAEG
OG0001292	LOC118467208|XP_035793324.1|AALB	LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC5571889|XP_001653807.1|AAEG
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC5575103|XP_001661825.1|AAEG
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC5568526|XP_001652354.1|AAEG
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC5566412|XP_021706306.1|AAEG
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG
OG0001298	LOC118460327|XP_035780431.1|AALB	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG
OG0001298	LOC118468886|XP_035796071.1|AALB	LOC5578735|XP_021707558.1|AAEG
OG0001299	LOC118457187|XP_035774428.1|AALB	LOC5574559|XP_021704813.1|AAEG
OG0001299	LOC118456842|XP_035773830.1|AALB	LOC5567394|XP_021706377.1|AAEG
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC5579186|XP_001664282.1|AAEG
OG0001301	LOC118468872|XP_035796051.1|AALB	LOC5569995|XP_001658885.2|AAEG
OG0001301	LOC118468870|XP_035796046.1|AALB	LOC5569998|XP_021707205.1|AAEG
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC5564892|XP_021705408.1|AAEG
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC5575416|XP_001661937.2|AAEG
OG0001304	LOC118461792|XP_035783416.1|AALB	LOC5571056|XP_001659498.2|AAEG
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC5572317|XP_021709111.1|AAEG
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC5569430|XP_021710293.1|AAEG
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC5575994|XP_021707386.1|AAEG
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC5564183|XP_021710068.1|AAEG
OG0001309	LOC118468823|XP_035795946.1|AALB	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG
OG0001309	LOC118468824|XP_035795947.1|AALB	LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG
OG0001310	LOC118458191|XP_035776326.1|AALB	LOC5578300|XP_021705730.1|AAEG
OG0001311	LOC118466703|XP_035792236.1|AALB	LOC5569532|XP_021706093.1|AAEG
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC5578093|XP_001656789.2|AAEG
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG
OG0001327	LOC118467237|XP_035793396.1|AALB	LOC5564913|XP_021694896.1|AAEG, LOC110680249|XP_021711755.1|AAEG
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC5575093|XP_001661817.1|AAEG
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC5579474|XP_001647772.2|AAEG
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB	LOC5571993|XP_021699097.1|AAEG
OG0001332	LOC118465393|XP_035789487.1|AALB	LOC110676249|XP_021699084.1|AAEG
OG0001333	LOC118464993|XP_035788730.1|AALB	LOC5565276|XP_021701702.1|AAEG
OG0001333	LOC118464974|XP_035788702.1|AALB	LOC5565260|XP_021701714.1|AAEG
OG0001334	LOC118459147|XP_035778129.1|AALB	LOC5568678|XP_001658093.2|AAEG
OG0001334	LOC118457223|XP_035774494.1|AALB	LOC5568674|XP_021703072.1|AAEG
OG0001335	LOC118460447|XP_035780655.1|AALB	LOC5565031|XP_001649402.2|AAEG
OG0001335	LOC118460448|XP_035780657.1|AALB	LOC5565073|XP_021705369.1|AAEG
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC5571583|XP_021707527.1|AAEG
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG
OG0001339	LOC118459811|XP_035779446.1|AALB	LOC5577497|XP_021711599.1|AAEG
OG0001339	LOC118466695|XP_035792218.1|AALB	LOC5571779|XP_001659911.2|AAEG
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC5578941|XP_001657229.1|AAEG
OG0001342	LOC118457922|XP_035775816.1|AALB	LOC5567292|XP_021693315.1|AAEG, LOC110680498|XP_021711990.1|AAEG
OG0001343	LOC118460358|XP_035780496.1|AALB	LOC5564494|XP_021694318.1|AAEG
OG0001344	LOC118456416|XP_035773028.1|AALB	LOC5572158|XP_021693679.1|AAEG
OG0001344	LOC118456475|XP_035773174.1|AALB	LOC5575465|XP_021693677.1|AAEG
OG0001345	LOC118460736|XP_035781188.1|AALB	LOC5565630|XP_001649986.2|AAEG
OG0001345	LOC118460737|XP_035781189.1|AALB	LOC5576523|XP_001662716.2|AAEG
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC5564378|XP_021693779.1|AAEG
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC5575230|XP_001655636.2|AAEG
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC5564709|XP_001649052.1|AAEG
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC5564096|XP_021696524.1|AAEG
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC5569213|XP_021696606.1|AAEG
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC5574289|XP_001661326.1|AAEG
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC5574802|XP_021697012.1|AAEG
OG0001353	LOC118459943|XP_035779714.1|AALB	LOC5566373|XP_001650785.1|AAEG
OG0001353	LOC118464453|XP_035787733.1|AALB	LOC5568325|XP_001652204.1|AAEG
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC5573660|XP_021697339.1|AAEG
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC5565624|XP_001649979.1|AAEG
OG0001356	LOC118466407|XP_035791568.1|AALB	LOC5571699|XP_001659842.2|AAEG
OG0001356	LOC118466289|XP_035791268.1|AALB	LOC5572766|XP_021697637.1|AAEG
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC5564469|XP_001648811.1|AAEG
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG
OG0001359	LOC118462688|XP_035784498.1|AALB	LOC5563725|XP_021698111.1|AAEG
OG0001359	LOC118464550|XP_035787881.1|AALB	LOC5563726|XP_001648011.1|AAEG
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC118464900|XP_035788553.1|AALB	LOC5564239|XP_021698328.1|AAEG
OG0001361	LOC118464901|XP_035788554.1|AALB	LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC118461109|XP_035781921.1|AALB	LOC5576835|XP_001662942.1|AAEG
OG0001363	LOC118467751|XP_035794457.1|AALB	LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC118464823|XP_035788382.1|AALB	LOC5572908|XP_021698679.1|AAEG
OG0001364	LOC118466891|XP_035792643.1|AALB	LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC5572285|XP_001653970.1|AAEG
OG0001366	LOC118463349|XP_035785754.1|AALB	LOC5572204|XP_021698784.1|AAEG
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC5567708|XP_021699760.1|AAEG
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC5571153|XP_001653469.1|AAEG
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC5578359|XP_001656930.2|AAEG
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC118459840|XP_035779500.1|AALB	LOC5573184|XP_001660801.2|AAEG
OG0001385	LOC118458596|XP_035777159.1|AALB	LOC5569015|XP_001652671.1|AAEG
OG0001386	LOC118467129|XP_035793129.1|AALB	LOC5573451|XP_001654617.2|AAEG
OG0001387	LOC118458278|XP_035776493.1|AALB	LOC5569816|XP_001653035.1|AAEG
OG0001387	LOC118458277|XP_035776492.1|AALB	LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC118461841|XP_035783509.1|AALB	LOC5570857|XP_021703776.1|AAEG
OG0001388	LOC118461839|XP_035783506.1|AALB	LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC118459934|XP_035779691.1|AALB	LOC5566906|XP_021705325.1|AAEG
OG0001394	LOC118466935|XP_035792719.1|AALB	LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC118457308|XP_035774684.1|AALB	LOC5566745|XP_021706420.1|AAEG
OG0001397	LOC118457712|XP_035775388.1|AALB	LOC5566742|XP_021706887.1|AAEG
OG0001398	LOC118464297|XP_035787475.1|AALB	LOC5571747|XP_001653775.1|AAEG
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC5572994|XP_001654322.2|AAEG
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC118463054|XP_035785198.1|AALB	LOC5565963|XP_001650293.2|AAEG
OG0001430	LOC118462484|XP_035784114.1|AALB	LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC5580030|XP_001653914.1|AAEG
OG0001441	LOC118457649|XP_035775296.1|AALB	LOC5576013|XP_001662353.1|AAEG
OG0001441	LOC118457635|XP_035775263.1|AALB	LOC5572171|XP_021706149.1|AAEG
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC118458118|XP_035776184.1|AALB	LOC5565058|XP_021711166.1|AAEG
OG0001443	LOC118458117|XP_035776183.1|AALB	LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC118459986|XP_035779776.1|AALB	LOC5567506|XP_021693409.1|AAEG
OG0001446	LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC5567288|XP_021693329.1|AAEG, LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC118456242|XP_035772729.1|AALB	LOC5571861|XP_001653785.1|AAEG
OG0001451	LOC118466667|XP_035792163.1|AALB	LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC5577804|XP_021696038.1|AAEG
OG0001453	LOC118464727|XP_035788201.1|AALB	LOC5579987|XP_001660253.2|AAEG
OG0001453	LOC118464726|XP_035788199.1|AALB	LOC5579988|XP_021696270.1|AAEG
OG0001454	LOC118469058|XP_035796423.1|AALB	LOC5566419|XP_001650812.2|AAEG
OG0001454	LOC118462835|XP_035784782.1|AALB	LOC5570492|XP_021701567.1|AAEG
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC5576943|XP_021696682.1|AAEG
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC5574288|XP_001661330.2|AAEG
OG0001458	LOC118464241|XP_035787325.1|AALB	LOC5570395|XP_021696799.1|AAEG
OG0001458	LOC118463827|XP_035786603.1|AALB	LOC5567138|XP_021696796.1|AAEG
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC5565665|XP_021696884.1|AAEG
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC5573464|XP_021697200.1|AAEG
