Orthogroup	AALB.longest_only	DPER.longest_only
OG0000552	LOC118457543|XP_035775089.1|AALB	LOC6595049|XP_002020572.1|DPER, LOC6595050|XP_026846729.1|DPER
OG0000553	LOC118458233|XP_035776395.1|AALB	LOC6589451|XP_002014478.1|DPER
OG0000554	LOC118458180|XP_035776301.1|AALB	LOC6595000|XP_026850186.1|DPER, LOC6594999|XP_002020165.1|DPER
OG0000555	LOC118457196|XP_035774440.1|AALB	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER, LOC6602947|XP_026848817.1|DPER
OG0000556	LOC118459673|XP_035779173.1|AALB	LOC6600676|XP_002025749.2|DPER, LOC6591984|XP_002017028.1|DPER
OG0000557	LOC118456647|XP_035773478.1|AALB	LOC6591395|XP_002017365.1|DPER, LOC6591394|XP_002017364.2|DPER
OG0000558	LOC118468293|XP_035794913.1|AALB	LOC6592186|XP_002017046.1|DPER, LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER
OG0000559	LOC118464460|XP_035787744.1|AALB	LOC6587952|XP_026850616.1|DPER, LOC6597049|XP_002022209.2|DPER
OG0000560	LOC118464725|XP_035788198.1|AALB	LOC6590133|XP_002015610.1|DPER, LOC6589973|XP_002015609.1|DPER
OG0000561	LOC118465034|XP_035788791.1|AALB	LOC6596181|XP_002021174.2|DPER, LOC6596179|XP_026845466.1|DPER
OG0000562	LOC118467143|XP_035793164.1|AALB	LOC6598980|XP_002024017.1|DPER, LOC6598875|XP_002024048.2|DPER
OG0000566	LOC118456333|XP_035772887.1|AALB	LOC6587609|XP_026851021.1|DPER, LOC6602723|XP_026849465.1|DPER
OG0000567	LOC118460369|XP_035780518.1|AALB	LOC6599253|XP_002024279.1|DPER
OG0000568	LOC118459614|XP_035779070.1|AALB	LOC6597227|XP_026846582.1|DPER, LOC6591599|XP_026841402.1|DPER
OG0000569	LOC118461433|XP_035782635.1|AALB	LOC6587970|XP_002013741.1|DPER, LOC6592132|XP_002016813.1|DPER
OG0000570	LOC118460155|XP_035780145.1|AALB	LOC6587495|XP_002013517.1|DPER, LOC6587490|XP_026848874.1|DPER
OG0000571	LOC118466148|XP_035791004.1|AALB	LOC6588397|XP_026840046.1|DPER, LOC6588478|XP_026840045.1|DPER
OG0000572	LOC118463820|XP_035786593.1|AALB	LOC6587259|XP_026844793.1|DPER, LOC6587381|XP_026847857.1|DPER
OG0000573	LOC118466093|XP_035790895.1|AALB	LOC6601182|XP_026848211.1|DPER, LOC6593023|XP_002018216.1|DPER
OG0000574	LOC118466277|XP_035791247.1|AALB	LOC6600554|XP_002025707.1|DPER, LOC6594206|XP_002019665.1|DPER
OG0000575	LOC118463679|XP_035786334.1|AALB	LOC6595966|XP_026845460.1|DPER, LOC6595964|XP_026845494.1|DPER
OG0000576	LOC118468399|XP_035795056.1|AALB	LOC6594513|XP_002019496.2|DPER
OG0000577	LOC118456890|XP_035773904.1|AALB	LOC6588702|XP_002014943.1|DPER
OG0000578	LOC118456432|XP_035773082.1|AALB	LOC6596620|XP_002021628.2|DPER, LOC6590192|XP_026842183.1|DPER
OG0000579	LOC118468848|XP_035795984.1|AALB	LOC6588010|XP_002013612.1|DPER, LOC6595808|XP_002021320.1|DPER
OG0000580	LOC118460585|XP_035780898.1|AALB	LOC6594464|XP_002019715.1|DPER, LOC6594018|XP_026850383.1|DPER
OG0000581	LOC118457211|XP_035774472.1|AALB	LOC6594299|XP_026850244.1|DPER
OG0000582	LOC118464258|XP_035787390.1|AALB	LOC6596003|XP_026845558.1|DPER, LOC6591266|XP_026840765.1|DPER
OG0000583	LOC118468813|XP_035795921.1|AALB	LOC113565045|XP_026840957.1|DPER, LOC6593162|XP_002018176.1|DPER
OG0000589	LOC118457054|XP_035774200.1|AALB	LOC6598433|XP_026846209.1|DPER
OG0000590	LOC118456991|XP_035774099.1|AALB	LOC6587951|XP_002014084.1|DPER
OG0000590	LOC118458904|XP_035777758.1|AALB	LOC6597556|XP_002022805.1|DPER
OG0000592	LOC118461592|XP_035782989.1|AALB	LOC6590926|XP_002015768.1|DPER, LOC6590222|XP_002016071.1|DPER
OG0000593	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB	LOC6594986|XP_026840061.1|DPER, LOC6603511|XP_002028490.1|DPER
OG0000594	LOC118459626|XP_035779096.1|AALB	LOC6587448|XP_002013043.1|DPER, LOC6591579|XP_002017367.2|DPER
OG0000595	LOC118461907|XP_035783655.1|AALB	LOC113567375|XP_026850822.1|DPER, LOC6594864|XP_026846833.1|DPER
OG0000597	LOC118456573|XP_035773348.1|AALB	LOC6595280|XP_026851125.1|DPER, LOC6594894|XP_026840050.1|DPER
OG0000598	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB	LOC6587400|XP_002013871.1|DPER
OG0000599	LOC118459743|XP_035779313.1|AALB, LOC118460049|XP_035779919.1|AALB	LOC6603287|XP_002028268.1|DPER, LOC6603280|XP_002028267.2|DPER
OG0000600	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB	LOC6590718|XP_026841400.1|DPER, LOC6590717|XP_026842346.1|DPER
OG0000601	LOC118466070|XP_035790827.1|AALB	LOC6593687|XP_002018765.1|DPER, LOC6597993|XP_026843491.1|DPER
OG0000602	LOC118458568|XP_035777108.1|AALB	LOC6596260|XP_002021786.1|DPER, LOC6596259|XP_002021785.1|DPER
OG0000603	LOC118459242|XP_035778337.1|AALB	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER
OG0000604	LOC118459212|XP_035778285.1|AALB	LOC6596494|XP_002021568.1|DPER, LOC6596493|XP_002021567.1|DPER
OG0000605	LOC118461557|XP_035782904.1|AALB, LOC118462737|XP_035784586.1|AALB, LOC118461550|XP_035782894.1|AALB, LOC118461549|XP_035782893.1|AALB	LOC6593459|XP_002018597.1|DPER
OG0000606	LOC118468876|XP_035796055.1|AALB	LOC113564920|XP_026840154.1|DPER
OG0000607	LOC118459255|XP_035778356.1|AALB	LOC6587356|XP_002014194.1|DPER, LOC6594190|XP_002019821.1|DPER
OG0000608	LOC118468819|XP_035795943.1|AALB	LOC6591652|XP_026849674.1|DPER, LOC6591913|XP_026840311.1|DPER
OG0000609	LOC118461320|XP_035782415.1|AALB	LOC6595622|XP_002020696.1|DPER, LOC6597436|XP_026846369.1|DPER
OG0000610	LOC118464160|XP_035787187.1|AALB	LOC6595817|XP_002021295.2|DPER, LOC6592723|XP_002018090.1|DPER
OG0000611	LOC118467141|XP_035793158.1|AALB	LOC6600868|XP_026841237.1|DPER
OG0000616	LOC118458181|XP_035776306.1|AALB, LOC118458166|XP_035776267.1|AALB, LOC118463975|XP_035786915.1|AALB	LOC6601779|XP_002026814.2|DPER
OG0000617	LOC118468774|XP_035795857.1|AALB	LOC6595121|XP_026840037.1|DPER, LOC6598703|XP_026851189.1|DPER
OG0000618	LOC118457060|XP_035774210.1|AALB	LOC6595891|XP_002021432.1|DPER
OG0000619	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB, LOC118467029|XP_035792888.1|AALB	LOC6591185|XP_002015909.1|DPER
OG0000620	LOC118463555|XP_035786072.1|AALB	LOC6598554|XP_002023708.1|DPER, LOC6599632|XP_026849581.1|DPER
OG0000621	LOC118462959|XP_035785006.1|AALB	LOC6587924|XP_002013338.1|DPER, LOC6597394|XP_002022488.1|DPER
OG0000622	LOC118463531|XP_035786036.1|AALB	LOC6601663|XP_026847557.1|DPER, LOC6602712|XP_026849515.1|DPER
OG0000623	LOC118466550|XP_035791957.1|AALB	LOC6601015|XP_026849689.1|DPER, LOC6597190|XP_026845550.1|DPER
OG0000624	LOC118467760|XP_035794481.1|AALB	LOC6592680|XP_002017947.2|DPER, LOC6592679|XP_002017946.1|DPER
OG0000625	LOC118463183|XP_035785491.1|AALB	LOC6602966|XP_002027977.2|DPER, LOC6602967|XP_002027978.1|DPER
OG0000626	LOC118467393|XP_035793744.1|AALB	LOC6593086|XP_002017719.1|DPER, LOC6592561|XP_002018243.1|DPER
OG0000627	LOC118457752|XP_035775461.1|AALB	LOC6601405|XP_002026508.1|DPER, LOC6597278|XP_002022565.1|DPER
OG0000628	LOC118469037|XP_035796393.1|AALB	LOC6596263|XP_002021789.1|DPER, LOC6589333|XP_002014358.1|DPER
OG0000629	LOC118457228|XP_035774500.1|AALB	LOC6594077|XP_002019737.1|DPER, LOC6593669|XP_002018616.1|DPER
OG0000630	LOC118458897|XP_035777746.1|AALB	LOC6598051|XP_002023144.1|DPER, LOC6598077|XP_026843309.1|DPER
OG0000631	LOC118456251|XP_035772740.1|AALB	LOC113565754|XP_026844613.1|DPER, LOC6593410|XP_026843657.1|DPER
OG0000632	LOC118457296|XP_035774654.1|AALB	LOC6595375|XP_026844828.1|DPER, LOC6595484|XP_002020656.1|DPER
OG0000635	LOC118460326|XP_035780430.1|AALB	LOC6600979|XP_002025877.1|DPER, LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER
OG0000636	LOC118458194|XP_035776332.1|AALB	LOC6598048|XP_002023141.1|DPER, LOC6598049|XP_002023142.1|DPER
OG0000638	LOC118463452|XP_035785932.1|AALB	LOC6587236|XP_002013485.1|DPER, LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER
OG0000639	LOC118465352|XP_035789408.1|AALB	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER
OG0000646	LOC118456626|XP_035773443.1|AALB	LOC6588400|XP_002013429.2|DPER, LOC6588652|XP_026840448.1|DPER
OG0000647	LOC118465633|XP_035789968.1|AALB	LOC6587670|XP_002013283.2|DPER, LOC6597230|XP_026846459.1|DPER
OG0000648	LOC118459669|XP_035779169.1|AALB	LOC6598504|XP_026848661.1|DPER
OG0000649	LOC118464708|XP_035788137.1|AALB	LOC6601790|XP_002026842.1|DPER, LOC6601789|XP_026849835.1|DPER
OG0000650	LOC118464959|XP_035788652.1|AALB	LOC6588488|XP_002013451.1|DPER
OG0000651	LOC118460445|XP_035780650.1|AALB	LOC6601010|XP_002026165.1|DPER, LOC6603303|XP_002028284.1|DPER
OG0000652	LOC118459384|XP_035778579.1|AALB	LOC6590843|XP_002015775.1|DPER, LOC6597506|XP_026849293.1|DPER
OG0000653	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB	LOC113564890|XP_026839934.1|DPER, LOC6588285|XP_002013201.1|DPER
OG0000654	LOC118467469|XP_035793892.1|AALB	LOC6600538|XP_026847527.1|DPER
OG0000655	LOC118463065|XP_035785214.1|AALB	LOC6600806|XP_002025977.1|DPER, LOC6595476|XP_002020648.1|DPER
OG0000656	LOC118456929|XP_035773959.1|AALB	LOC6591868|XP_002017330.1|DPER, LOC6591692|XP_026851097.1|DPER, LOC6591869|XP_002017331.1|DPER
OG0000657	LOC118467944|XP_035794810.1|AALB	LOC6601075|XP_026847370.1|DPER, LOC6588715|XP_026844398.1|DPER
OG0000658	LOC118459780|XP_035779389.1|AALB	LOC6598314|XP_002023387.1|DPER, LOC6591560|XP_002017109.1|DPER
OG0000659	LOC118468708|XP_035795725.1|AALB	LOC6596286|XP_002021808.1|DPER, LOC6598075|XP_002023134.1|DPER
OG0000660	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB	LOC6589411|XP_002015199.1|DPER, LOC113565738|XP_026844560.1|DPER, LOC6589409|XP_026844026.1|DPER
OG0000661	LOC118457247|XP_035774525.1|AALB	LOC6602955|XP_026848735.1|DPER, LOC6588916|XP_002014812.2|DPER
OG0000662	LOC118460958|XP_035781626.1|AALB	LOC6595855|XP_026845216.1|DPER, LOC6596654|XP_026845925.1|DPER
OG0000663	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB	LOC6590080|XP_002015670.1|DPER
OG0000664	LOC118459849|XP_035779510.1|AALB	LOC6597552|XP_002022801.1|DPER
OG0000665	LOC118461359|XP_035782488.1|AALB	LOC6594667|XP_002019845.2|DPER
OG0000666	LOC118460644|XP_035780997.1|AALB	LOC6590399|XP_026842089.1|DPER, LOC113566903|XP_026849903.1|DPER
OG0000667	LOC118459008|XP_035777906.1|AALB	LOC6599946|XP_026849182.1|DPER, LOC6594020|XP_002019718.1|DPER
OG0000668	LOC118460380|XP_035780530.1|AALB	LOC6594373|XP_002019341.2|DPER, LOC6587462|XP_002014008.1|DPER
OG0000669	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB	LOC113566777|XP_026849656.1|DPER, LOC6602864|XP_026849658.1|DPER
OG0000670	LOC118466181|XP_035791065.1|AALB	LOC6600115|XP_002025282.1|DPER
OG0000671	LOC118466952|XP_035792744.1|AALB	LOC6594658|XP_026850622.1|DPER, LOC6588398|XP_002012944.1|DPER
OG0000672	LOC118463337|XP_035785745.1|AALB	LOC6599414|XP_026847215.1|DPER, LOC6602900|XP_026849665.1|DPER
OG0000673	LOC118466980|XP_035792788.1|AALB	LOC6600063|XP_002025187.1|DPER, LOC6602362|XP_002027393.2|DPER
OG0000677	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB	LOC6595930|XP_002020980.1|DPER, LOC6598213|XP_002023338.2|DPER
OG0000678	LOC118463047|XP_035785190.1|AALB	LOC6588569|XP_002014183.1|DPER, LOC6595700|XP_002020583.2|DPER
OG0000679	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB	LOC6598388|XP_002023511.1|DPER
OG0000680	LOC118457713|XP_035775395.1|AALB	LOC6597453|XP_026846508.1|DPER, LOC6597452|XP_026846525.1|DPER
OG0000681	LOC118465454|XP_035789625.1|AALB	LOC6587883|XP_002013320.2|DPER, LOC6600127|XP_002025294.1|DPER
OG0000683	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB	LOC6588345|XP_026843141.1|DPER
OG0000684	LOC118468548|XP_035795336.1|AALB	LOC6591866|XP_002017356.1|DPER, LOC6594998|XP_026850975.1|DPER
OG0000685	LOC118460918|XP_035781564.1|AALB	LOC6599227|XP_002024317.1|DPER, LOC6598795|XP_002023906.1|DPER
OG0000686	LOC118466111|XP_035790938.1|AALB	LOC6590052|XP_002015525.1|DPER, LOC6603117|XP_002028083.1|DPER
OG0000687	LOC118467740|XP_035794439.1|AALB	LOC6601200|XP_002026231.1|DPER
OG0000688	LOC118467394|XP_035793749.1|AALB	LOC6592236|XP_002017587.1|DPER
OG0000689	LOC118465952|XP_035790573.1|AALB	LOC6590035|XP_002016309.1|DPER, LOC6590036|XP_002016310.1|DPER
OG0000690	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB	LOC6599922|XP_002025050.1|DPER
OG0000691	LOC118463499|XP_035785991.1|AALB	LOC6593879|XP_002019176.1|DPER, LOC113565973|XP_026845267.1|DPER
OG0000692	LOC118464218|XP_035787283.1|AALB	LOC6599816|XP_002024916.1|DPER, LOC6599815|XP_002024915.2|DPER
OG0000693	LOC118468443|XP_035795104.1|AALB	LOC6598420|XP_002023598.1|DPER, LOC6594209|XP_026850372.1|DPER
OG0000694	LOC118458931|XP_035777794.1|AALB	LOC6600080|XP_026845124.1|DPER, LOC6600480|XP_002025671.1|DPER
OG0000695	LOC118460282|XP_035780358.1|AALB	LOC6593362|XP_026844826.1|DPER, LOC6593802|XP_026844825.1|DPER
OG0000696	LOC118468894|XP_035796080.1|AALB	LOC6603047|XP_002028069.1|DPER, LOC6589599|XP_002014832.1|DPER, LOC6597365|XP_002022406.1|DPER, LOC113566188|XP_026846491.1|DPER, LOC6597364|XP_002022405.1|DPER
OG0000697	LOC118457744|XP_035775449.1|AALB	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER
OG0000698	LOC118459033|XP_035777943.1|AALB	LOC6588756|XP_002014947.2|DPER, LOC6588755|XP_002014946.1|DPER
OG0000699	LOC118459522|XP_035778866.1|AALB	LOC6595455|XP_026844479.1|DPER, LOC6603558|XP_002028536.1|DPER
OG0000700	LOC118461571|XP_035782952.1|AALB	LOC6595608|XP_026843989.1|DPER, LOC6596368|XP_026843733.1|DPER
OG0000701	LOC118458667|XP_035777265.1|AALB	LOC6590266|XP_002015470.1|DPER, LOC6598191|XP_026846344.1|DPER
OG0000702	LOC118458785|XP_035777520.1|AALB	LOC6591924|XP_002017426.1|DPER, LOC6591925|XP_026840428.1|DPER
OG0000703	LOC118459354|XP_035778531.1|AALB	LOC6593867|XP_026843461.1|DPER, LOC6601576|XP_026841293.1|DPER
OG0000704	LOC118456706|XP_035773616.1|AALB	LOC6599967|XP_026849210.1|DPER, LOC6598854|XP_002023747.1|DPER
OG0000705	LOC118457192|XP_035774434.1|AALB	LOC6595836|XP_002021425.1|DPER, LOC6601197|XP_026848109.1|DPER, LOC6595837|XP_002021426.1|DPER
OG0000706	LOC118459712|XP_035779266.1|AALB	LOC6588941|XP_002014911.2|DPER, LOC6600147|XP_002025230.1|DPER
OG0000707	LOC118461133|XP_035781987.1|AALB	LOC6599357|XP_002024480.1|DPER
OG0000708	LOC118459946|XP_035779717.1|AALB	LOC6599101|XP_026849275.1|DPER, LOC6597376|XP_026846533.1|DPER
OG0000709	LOC118459873|XP_035779553.1|AALB	LOC6595308|XP_002020435.1|DPER, LOC6598385|XP_026846195.1|DPER
OG0000710	LOC118465879|XP_035790409.1|AALB	LOC6594349|XP_002019528.1|DPER, LOC6592245|XP_002017596.1|DPER
OG0000711	LOC118462952|XP_035784988.1|AALB	LOC6604737|XP_002029610.2|DPER, LOC6599996|XP_002025154.2|DPER
OG0000713	LOC118461387|XP_035782541.1|AALB	LOC6587653|XP_026850225.1|DPER, LOC6601565|XP_002026685.1|DPER
OG0000714	LOC118466714|XP_035792269.1|AALB	LOC6598443|XP_002023570.1|DPER, LOC6599667|XP_002024799.1|DPER
OG0000716	LOC118464220|XP_035787285.1|AALB	LOC6600355|XP_002025479.1|DPER, LOC6597000|XP_002022247.1|DPER
OG0000717	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB	LOC113566502|XP_026848197.1|DPER
OG0000724	LOC118464210|XP_035787273.1|AALB	LOC6597728|XP_002023000.2|DPER, LOC113565135|XP_026841851.1|DPER
OG0000726	LOC118458096|XP_035776151.1|AALB	LOC6591837|XP_002017205.1|DPER, LOC6591836|XP_002017204.1|DPER
OG0000727	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB	LOC6594229|XP_026850321.1|DPER
OG0000728	LOC118458251|XP_035776425.1|AALB	LOC6599965|XP_002025042.1|DPER
OG0000729	LOC118457526|XP_035775064.1|AALB	LOC113564930|XP_026840224.1|DPER, LOC113565756|XP_026844628.1|DPER
OG0000730	LOC118463159|XP_035785437.1|AALB	LOC113565668|XP_026844174.1|DPER, LOC6588948|XP_026843905.1|DPER
OG0000731	LOC118464461|XP_035787755.1|AALB	LOC6599739|XP_002024809.1|DPER, LOC6602114|XP_002027128.1|DPER
OG0000732	LOC118466282|XP_035791255.1|AALB	LOC6600555|XP_026847501.1|DPER, LOC6600556|XP_002025709.2|DPER
OG0000733	LOC118466217|XP_035791133.1|AALB	LOC6594844|XP_002020248.1|DPER, LOC6600336|XP_002025345.2|DPER
OG0000734	LOC118463976|XP_035786870.1|AALB	LOC6598379|XP_026846254.1|DPER, LOC6603302|XP_026849869.1|DPER
OG0000735	LOC118457158|XP_035774377.1|AALB	LOC6596910|XP_002021871.1|DPER, LOC6589235|XP_026844882.1|DPER
OG0000736	LOC118460963|XP_035781632.1|AALB	LOC6589180|XP_002015182.2|DPER, LOC6589179|XP_026844979.1|DPER
OG0000738	LOC118458725|XP_035777386.1|AALB	LOC6589558|XP_002015267.1|DPER, LOC6593905|XP_002018782.1|DPER
OG0000739	LOC118467299|XP_035793513.1|AALB	LOC6591559|XP_002017108.1|DPER, LOC6591561|XP_026841282.1|DPER
OG0000740	LOC118462970|XP_035785030.1|AALB	LOC6602918|XP_026846872.1|DPER
OG0000740	LOC118456537|XP_035773278.1|AALB	LOC6594597|XP_026850661.1|DPER
OG0000741	LOC118459732|XP_035779299.1|AALB	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER
OG0000742	LOC118457488|XP_035775012.1|AALB	LOC6599377|XP_026847199.1|DPER, LOC6599376|XP_026847170.1|DPER
OG0000743	LOC118461608|XP_035783027.1|AALB	LOC6601019|XP_026849767.1|DPER
OG0000744	LOC118464721|XP_035788186.1|AALB	LOC6602072|XP_002027150.1|DPER
OG0000745	LOC118463435|XP_035785897.1|AALB	LOC6593079|XP_002017892.1|DPER, LOC6592991|XP_002017667.2|DPER
OG0000746	LOC118463465|XP_035785948.1|AALB	LOC6590129|XP_002016240.1|DPER
OG0000753	LOC118463405|XP_035785850.1|AALB	LOC6598725|XP_002023872.1|DPER
OG0000754	LOC118459560|XP_035778956.1|AALB	LOC6597690|XP_026846395.1|DPER, LOC6599418|XP_002024468.1|DPER
OG0000755	LOC118456484|XP_035773202.1|AALB	LOC6587525|XP_002014040.2|DPER, LOC6587569|XP_002014041.2|DPER
OG0000756	LOC118459267|XP_035778383.1|AALB	LOC6591843|XP_026851062.1|DPER
OG0000757	LOC118466731|XP_035792307.1|AALB	LOC6598237|XP_002023379.1|DPER, LOC6598307|XP_002023381.1|DPER, LOC6602948|XP_026848752.1|DPER
OG0000758	LOC118464489|XP_035787809.1|AALB	LOC6599811|XP_026847287.1|DPER
OG0000759	LOC118464958|XP_035788642.1|AALB	LOC6601195|XP_026848183.1|DPER, LOC6601192|XP_026849949.1|DPER
OG0000760	LOC118461199|XP_035782137.1|AALB	LOC6590088|XP_026842440.1|DPER
OG0000761	LOC118459145|XP_035778122.1|AALB	LOC113564874|XP_026844497.1|DPER, LOC6588706|XP_026844499.1|DPER, LOC113565892|XP_026845057.1|DPER
OG0000762	LOC118468393|XP_035795050.1|AALB	LOC6593836|XP_002018698.2|DPER
OG0000763	LOC118461552|XP_035782895.1|AALB	LOC6593415|XP_002018594.1|DPER, LOC6593457|XP_002018595.1|DPER
OG0000764	LOC118458907|XP_035777759.1|AALB	LOC6598303|XP_026846327.1|DPER
OG0000765	LOC118461038|XP_035781818.1|AALB	LOC6599524|XP_002024651.1|DPER, LOC6596692|XP_002021961.1|DPER
OG0000766	LOC118459074|XP_035778009.1|AALB	LOC6593521|XP_026843096.1|DPER, LOC6602757|XP_026847724.1|DPER
OG0000767	LOC118460152|XP_035780143.1|AALB	LOC6602354|XP_026848587.1|DPER
OG0000768	LOC118461516|XP_035782839.1|AALB	LOC6593368|XP_002018589.1|DPER, LOC6595978|XP_002021044.1|DPER
OG0000769	LOC118466179|XP_035791062.1|AALB	LOC6591780|XP_002017141.1|DPER, LOC6597849|XP_002023011.1|DPER
OG0000770	LOC118465276|XP_035789210.1|AALB	LOC6590038|XP_002016312.1|DPER
OG0000771	LOC118465832|XP_035790318.1|AALB	LOC6601966|XP_002026996.2|DPER, LOC6601965|XP_002026995.1|DPER
OG0000778	LOC118467710|XP_035794817.1|AALB	LOC6600310|XP_002025364.2|DPER, LOC6591731|XP_002016809.1|DPER
OG0000779	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB	LOC6601764|XP_026846923.1|DPER
OG0000780	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER
OG0000781	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB	LOC6596856|XP_026846021.1|DPER, LOC6603262|XP_002028236.1|DPER
OG0000782	LOC118462004|XP_035783833.1|AALB	LOC6595938|XP_002020988.1|DPER, LOC6600071|XP_002025195.1|DPER
OG0000783	LOC118461989|XP_035783818.1|AALB	LOC6596007|XP_002020996.2|DPER, LOC6598279|XP_002023302.1|DPER
OG0000784	LOC118457596|XP_035775188.1|AALB	LOC6601415|XP_002026484.2|DPER, LOC6598155|XP_002023492.1|DPER
OG0000785	LOC118459271|XP_035778400.1|AALB	LOC6587255|XP_026850789.1|DPER, LOC6587251|XP_002013052.1|DPER
OG0000786	LOC118457367|XP_035774777.1|AALB	LOC6597691|XP_026846572.1|DPER, LOC6604641|XP_026841759.1|DPER
OG0000787	LOC118467704|XP_035794380.1|AALB	LOC6599836|XP_002024855.1|DPER, LOC6598309|XP_002023383.2|DPER
OG0000788	LOC118466414|XP_035791576.1|AALB	LOC113565626|XP_026843947.1|DPER, LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER
OG0000789	LOC118468941|XP_035796172.1|AALB	LOC6596544|XP_002021681.2|DPER
OG0000790	LOC118466930|XP_035792713.1|AALB	LOC6595598|XP_002020946.1|DPER, LOC6595597|XP_002020945.2|DPER
OG0000791	LOC118456204|XP_035772663.1|AALB	LOC6596571|XP_002021832.1|DPER, LOC6595155|XP_026850677.1|DPER
OG0000792	LOC118458779|XP_035777497.1|AALB	LOC6595629|XP_002020703.1|DPER
OG0000793	LOC118459860|XP_035779527.1|AALB	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER
OG0000794	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB	LOC6599935|XP_026849197.1|DPER
OG0000795	LOC118456526|XP_035773263.1|AALB	LOC6600079|XP_002025171.1|DPER, LOC6594526|XP_002019418.1|DPER
OG0000796	LOC118459067|XP_035777997.1|AALB	LOC6588117|XP_026841940.1|DPER, LOC6602891|XP_002027914.1|DPER
OG0000797	LOC118463511|XP_035786006.1|AALB	LOC6591949|XP_002017493.1|DPER, LOC6591948|XP_002017492.1|DPER
OG0000798	LOC118464225|XP_035787294.1|AALB	LOC6593100|XP_026841074.1|DPER, LOC6593098|XP_002017881.1|DPER
