Orthogroup	AALB.longest_only	DSUP.longest_only
OG0001187	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB	LOC119549027|XP_037712638.1|DSUP
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	LOC119550216|XP_037714705.1|DSUP
OG0001189	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP
OG0001190	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB	LOC119558911|XP_037728035.1|DSUP
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	LOC119548442|XP_037711629.1|DSUP
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC119563355|XP_037732633.1|DSUP
OG0001194	LOC118462665|XP_035784454.1|AALB	LOC119557092|XP_037725579.1|DSUP
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC119550056|XP_037714443.1|DSUP
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC119550092|XP_037714503.1|DSUP
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC119556539|XP_037724751.1|DSUP
OG0001203	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB	LOC119545759|XP_037707576.1|DSUP
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC119546870|XP_037709404.1|DSUP
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC119560988|XP_037730694.1|DSUP
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC119563474|XP_037732813.1|DSUP
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC119555914|XP_037723535.1|DSUP
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC119557619|XP_037726366.1|DSUP
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	LOC119552935|XP_037718817.1|DSUP
OG0001210	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB	LOC119557774|XP_037726600.1|DSUP
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC119560832|XP_037730407.1|DSUP, LOC119560215|XP_037729502.1|DSUP
OG0001212	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB	LOC119558023|XP_037727078.1|DSUP
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	LOC119563120|XP_037732293.1|DSUP
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC119551352|XP_037716604.1|DSUP
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	LOC119560409|XP_037729770.1|DSUP
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	LOC119545805|XP_037707617.1|DSUP
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC119559122|XP_037728127.1|DSUP, LOC119562328|XP_037731414.1|DSUP
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC119554891|XP_037721918.1|DSUP
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC119549950|XP_037714262.1|DSUP
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC119559609|XP_037728561.1|DSUP
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC119551707|XP_037717107.1|DSUP
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC119549056|XP_037712682.1|DSUP
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC119550442|XP_037715045.1|DSUP
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC119547158|XP_037709807.1|DSUP
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC119556908|XP_037725323.1|DSUP
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC119559702|XP_037728690.1|DSUP, LOC119562379|XP_037731468.1|DSUP
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC119549514|XP_037713553.1|DSUP
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC119546722|XP_037709139.1|DSUP
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC119547015|XP_037709612.1|DSUP, LOC119562428|XP_037731543.1|DSUP, LOC119562434|XP_037731547.1|DSUP, LOC119562433|XP_037731546.1|DSUP
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC119550863|XP_037715770.1|DSUP
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC119547903|XP_037710869.1|DSUP
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC119553005|XP_037718956.1|DSUP, LOC119553785|XP_037720322.1|DSUP, LOC119553147|XP_037719290.1|DSUP
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC119554521|XP_037721394.1|DSUP, LOC119561033|XP_037730788.1|DSUP
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC119546860|XP_037709393.1|DSUP
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	LOC119563461|XP_037732798.1|DSUP
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC119549832|XP_037714039.1|DSUP
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC119553519|XP_037719870.1|DSUP, LOC119556422|XP_037724566.1|DSUP
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	LOC119549519|XP_037713560.1|DSUP
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC119562619|XP_037731772.1|DSUP
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC119553839|XP_037720407.1|DSUP
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC119557215|XP_037725801.1|DSUP
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC119546202|XP_037708383.1|DSUP
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC119560373|XP_037729707.1|DSUP
OG0001259	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB	LOC119557181|XP_037725723.1|DSUP
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC119560515|XP_037729918.1|DSUP
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC119547238|XP_037709945.1|DSUP, LOC119556009|XP_037723704.1|DSUP
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC119562902|XP_037731956.1|DSUP
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	LOC119547259|XP_037709966.1|DSUP
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC119551094|XP_037716201.1|DSUP
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	LOC119560443|XP_037729815.1|DSUP
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC119549170|XP_037712897.1|DSUP
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	LOC119560691|XP_037730197.1|DSUP
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	LOC119550516|XP_037715153.1|DSUP
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	LOC119559845|XP_037728877.1|DSUP
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC119553327|XP_037719586.1|DSUP
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC119553759|XP_037720292.1|DSUP, LOC119554393|XP_037721202.1|DSUP
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC119553677|XP_037720149.1|DSUP
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC119555287|XP_037722524.1|DSUP
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC119554312|XP_037721100.1|DSUP
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC119555277|XP_037722509.1|DSUP
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC119553741|XP_037720266.1|DSUP
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC119546363|XP_037708520.1|DSUP
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC119552056|XP_037717743.1|DSUP
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	LOC119554067|XP_037720737.1|DSUP
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC119547974|XP_037710953.1|DSUP
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC119563345|XP_037732620.1|DSUP
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC119547333|XP_037710071.1|DSUP
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC119548883|XP_037712443.1|DSUP
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC119549961|XP_037714280.1|DSUP
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	LOC119549082|XP_037712724.1|DSUP
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC119557253|XP_037725865.1|DSUP
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC119553883|XP_037720470.1|DSUP, LOC119563394|XP_037732680.1|DSUP
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC119557546|XP_037726248.1|DSUP, LOC119550601|XP_037715344.1|DSUP
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC119550693|XP_037715490.1|DSUP
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC119560877|XP_037730480.1|DSUP
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC119553235|XP_037719431.1|DSUP
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC119563143|XP_037732328.1|DSUP
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC119546140|XP_037708174.1|DSUP
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC119551265|XP_037716451.1|DSUP
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC119545844|XP_037707738.1|DSUP
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC119549848|XP_037714069.1|DSUP
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC119560692|XP_037730198.1|DSUP
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC119563155|XP_037732342.1|DSUP
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC119555377|XP_037722648.1|DSUP
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC119556279|XP_037724257.1|DSUP
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC119563087|XP_037732245.1|DSUP
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC119557011|XP_037725473.1|DSUP
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC119554414|XP_037721231.1|DSUP
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC119550037|XP_037714401.1|DSUP
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC119546871|XP_037709405.1|DSUP
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC119556977|XP_037725423.1|DSUP
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC119549521|XP_037713564.1|DSUP, LOC119549929|XP_037714199.1|DSUP, LOC119549883|XP_037714116.1|DSUP
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC119549110|XP_037712789.1|DSUP
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC119557638|XP_037726400.1|DSUP
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC119557309|XP_037725949.1|DSUP
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC119558313|XP_037727646.1|DSUP
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC119557248|XP_037725862.1|DSUP
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC119557604|XP_037726335.1|DSUP
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC119548480|XP_037711679.1|DSUP
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC119556508|XP_037724703.1|DSUP
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC119558505|XP_037727940.1|DSUP
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC119557147|XP_037725659.1|DSUP
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC119552185|XP_037717958.1|DSUP
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC119549735|XP_037713905.1|DSUP, LOC119551318|XP_037716542.1|DSUP
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC119561792|XP_037731199.1|DSUP
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC119563288|XP_037732543.1|DSUP
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC119562448|XP_037731564.1|DSUP
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC119560465|XP_037729853.1|DSUP
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC119563230|XP_037732463.1|DSUP
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC119557743|XP_037726557.1|DSUP
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC119555807|XP_037723354.1|DSUP
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC119552779|XP_037718518.1|DSUP
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC119555171|XP_037722350.1|DSUP
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC119550544|XP_037715202.1|DSUP, LOC119550066|XP_037714458.1|DSUP
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC119554207|XP_037720937.1|DSUP
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC119549953|XP_037714265.1|DSUP
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC119545786|XP_037707590.1|DSUP
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC119553082|XP_037719159.1|DSUP
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC119555505|XP_037722851.1|DSUP
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC119548053|XP_037711063.1|DSUP
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC119550027|XP_037714378.1|DSUP
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC119553103|XP_037719200.1|DSUP
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC119555291|XP_037722535.1|DSUP
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC119560945|XP_037730611.1|DSUP
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC119550703|XP_037715506.1|DSUP
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC119552832|XP_037718615.1|DSUP
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC119549182|XP_037712920.1|DSUP
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC119550167|XP_037714630.1|DSUP, LOC119550161|XP_037714620.1|DSUP
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC119557448|XP_037726141.1|DSUP, LOC119556755|XP_037725105.1|DSUP
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC119549036|XP_037712647.1|DSUP
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC119549941|XP_037714251.1|DSUP
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC119548312|XP_037711416.1|DSUP
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC119551721|XP_037717150.1|DSUP
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC119552021|XP_037717686.1|DSUP
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC119546178|XP_037708229.1|DSUP
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC119546918|XP_037709475.1|DSUP
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC119548001|XP_037710988.1|DSUP
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC119559143|XP_037728133.1|DSUP, LOC119559153|XP_037728151.1|DSUP
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC119549051|XP_037712673.1|DSUP
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC119548673|XP_037712040.1|DSUP
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC119550522|XP_037715160.1|DSUP
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC119548600|XP_037711884.1|DSUP, LOC119548597|XP_037711881.1|DSUP
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC119546162|XP_037708209.1|DSUP
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC119548180|XP_037711222.1|DSUP
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC119548680|XP_037712052.1|DSUP
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC119563272|XP_037732522.1|DSUP
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC119548425|XP_037711593.1|DSUP
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC119547480|XP_037710293.1|DSUP
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC119556605|XP_037724846.1|DSUP
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC119546571|XP_037708892.1|DSUP
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC119547700|XP_037710602.1|DSUP
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC119560179|XP_037729471.1|DSUP
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC119556634|XP_037724888.1|DSUP
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC119563138|XP_037732323.1|DSUP
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC119559607|XP_037728548.1|DSUP
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC119562986|XP_037732092.1|DSUP
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC119553731|XP_037720247.1|DSUP
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC119555472|XP_037722806.1|DSUP, LOC119555462|XP_037722796.1|DSUP
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC119554938|XP_037721975.1|DSUP
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC119549017|XP_037712589.1|DSUP
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC119551134|XP_037716252.1|DSUP
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC119556079|XP_037723859.1|DSUP
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC119555297|XP_037722541.1|DSUP
OG0001408	LOC118459018|XP_035777913.1|AALB	LOC119550043|XP_037714424.1|DSUP
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC119559983|XP_037729169.1|DSUP
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	LOC119559866|XP_037728902.1|DSUP
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC119556661|XP_037724937.1|DSUP, LOC119556061|XP_037723796.1|DSUP
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC119558189|XP_037727396.1|DSUP
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC119549033|XP_037712648.1|DSUP
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC119557942|XP_037726888.1|DSUP
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC119549241|XP_037713067.1|DSUP
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC119557524|XP_037726225.1|DSUP
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC119546569|XP_037708889.1|DSUP
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC119548441|XP_037711632.1|DSUP
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC119563005|XP_037732122.1|DSUP
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC119546787|XP_037709272.1|DSUP
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	LOC119550919|XP_037715863.1|DSUP
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC119560748|XP_037730293.1|DSUP, LOC119559263|XP_037728262.1|DSUP
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC119560809|XP_037730370.1|DSUP
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC119557719|XP_037726532.1|DSUP
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC119555489|XP_037722830.1|DSUP
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC119549123|XP_037712818.1|DSUP
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC119548997|XP_037712531.1|DSUP
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC119561544|XP_037731121.1|DSUP
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	LOC119551046|XP_037716084.1|DSUP
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC119549876|XP_037714105.1|DSUP
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	LOC119554241|XP_037721004.1|DSUP
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	LOC119559279|XP_037728274.1|DSUP, LOC119556014|XP_037723714.1|DSUP
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC119555325|XP_037722580.1|DSUP
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC119551941|XP_037717560.1|DSUP
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC119549335|XP_037713244.1|DSUP
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	LOC119551741|XP_037717170.1|DSUP
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC119554998|XP_037722065.1|DSUP
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC119551473|XP_037716760.1|DSUP
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC119556094|XP_037723878.1|DSUP
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC119552693|XP_037718348.1|DSUP
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC119556024|XP_037723732.1|DSUP
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC119551797|XP_037717272.1|DSUP
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC119546850|XP_037709376.1|DSUP
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC119548553|XP_037711778.1|DSUP
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC119552636|XP_037718253.1|DSUP
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC119551513|XP_037716822.1|DSUP
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC119554630|XP_037721553.1|DSUP
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC119555410|XP_037722696.1|DSUP
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC119552932|XP_037718804.1|DSUP
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC119560640|XP_037730120.1|DSUP
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC119557077|XP_037725558.1|DSUP
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC119551606|XP_037716940.1|DSUP, LOC119562712|XP_037731828.1|DSUP
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC119556085|XP_037723864.1|DSUP
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC119545640|XP_037707280.1|DSUP
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC119548528|XP_037711749.1|DSUP
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC119556707|XP_037725031.1|DSUP
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC119546946|XP_037709514.1|DSUP
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC119548729|XP_037712161.1|DSUP
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC119551711|XP_037717113.1|DSUP
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC119559697|XP_037728683.1|DSUP
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC119547061|XP_037709671.1|DSUP
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC119554455|XP_037721295.1|DSUP
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC119546089|XP_037708097.1|DSUP, LOC119548517|XP_037711735.1|DSUP, LOC119547719|XP_037710621.1|DSUP
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC119562550|XP_037731680.1|DSUP
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC119550471|XP_037715088.1|DSUP
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC119547588|XP_037710424.1|DSUP
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC119546873|XP_037709407.1|DSUP
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC119548384|XP_037711533.1|DSUP
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC119547200|XP_037709872.1|DSUP
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC119557372|XP_037726044.1|DSUP
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC119549245|XP_037713072.1|DSUP
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC119553385|XP_037719670.1|DSUP, LOC119557683|XP_037726482.1|DSUP
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC119551570|XP_037716898.1|DSUP
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC119549409|XP_037713399.1|DSUP
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC119552623|XP_037718222.1|DSUP
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC119549856|XP_037714080.1|DSUP
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC119549552|XP_037713630.1|DSUP
