Orthogroup	AALB.longest_only	DANA.longest_only
OG0000671	LOC118466952|XP_035792744.1|AALB	LOC6505781|XP_001964362.2|DANA, LOC6498925|XP_001955668.1|DANA
OG0000672	LOC118463337|XP_035785745.1|AALB	LOC6502062|XP_001967144.1|DANA, LOC6502989|XP_001963460.1|DANA
OG0000673	LOC118466980|XP_035792788.1|AALB	LOC6502161|XP_001966103.1|DANA, LOC6506310|XP_001958144.1|DANA
OG0000677	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB	LOC6507920|XP_001956603.1|DANA, LOC6505243|XP_001965610.1|DANA
OG0000678	LOC118463047|XP_035785190.1|AALB	LOC6499862|XP_001953749.1|DANA, LOC6497849|XP_001961564.2|DANA
OG0000679	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB	LOC6504250|XP_032308844.1|DANA
OG0000680	LOC118457713|XP_035775395.1|AALB	LOC6498798|XP_032308230.1|DANA, LOC6498797|XP_032308181.1|DANA
OG0000681	LOC118465454|XP_035789625.1|AALB	LOC6499194|XP_001955140.2|DANA, LOC6504094|XP_001964162.1|DANA
OG0000683	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB	LOC6498906|XP_001955699.1|DANA
OG0000684	LOC118468548|XP_035795336.1|AALB	LOC6500525|XP_001953392.1|DANA, LOC6499047|XP_001955414.1|DANA
OG0000685	LOC118460918|XP_035781564.1|AALB	LOC6502100|XP_001966211.1|DANA, LOC6500048|XP_001953321.1|DANA
OG0000686	LOC118466111|XP_035790938.1|AALB	LOC6493938|XP_001961283.1|DANA
OG0000687	LOC118467740|XP_035794439.1|AALB	LOC6494600|XP_001960033.1|DANA, LOC6507542|XP_001955885.1|DANA
OG0000688	LOC118467394|XP_035793749.1|AALB	LOC6494546|XP_014762835.1|DANA
OG0000689	LOC118465952|XP_035790573.1|AALB	LOC6494869|XP_032307169.1|DANA, LOC6494870|XP_001959518.2|DANA
OG0000690	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB	LOC6502174|XP_001966079.1|DANA
OG0000691	LOC118463499|XP_035785991.1|AALB	LOC6498348|XP_001962597.1|DANA, LOC6506282|XP_001958202.1|DANA
OG0000692	LOC118464218|XP_035787283.1|AALB	LOC6492991|XP_001956808.1|DANA, LOC6492992|XP_001956809.1|DANA
OG0000693	LOC118468443|XP_035795104.1|AALB	LOC6505271|XP_001965660.1|DANA, LOC6500122|XP_001953179.1|DANA
OG0000694	LOC118458931|XP_035777794.1|AALB	LOC6503517|XP_001964225.1|DANA, LOC6507910|XP_001956582.3|DANA
OG0000695	LOC118460282|XP_035780358.1|AALB	LOC6497333|XP_001962300.3|DANA, LOC6497336|XP_032307472.1|DANA
OG0000696	LOC118468894|XP_035796080.1|AALB	LOC6497395|XP_001962169.1|DANA, LOC6504372|XP_001967763.1|DANA
OG0000697	LOC118457744|XP_035775449.1|AALB	LOC6504376|XP_001967091.1|DANA, LOC6497323|XP_001962319.1|DANA
OG0000698	LOC118459033|XP_035777943.1|AALB	LOC6497852|XP_001961572.2|DANA, LOC6497853|XP_001961573.1|DANA
OG0000699	LOC118459522|XP_035778866.1|AALB	LOC6503501|XP_014760389.1|DANA, LOC6501055|XP_001954475.2|DANA
OG0000700	LOC118461571|XP_035782952.1|AALB	LOC6497888|XP_001961650.2|DANA, LOC6496721|XP_001967330.2|DANA
OG0000701	LOC118458667|XP_035777265.1|AALB	LOC6494056|XP_001961071.1|DANA, LOC6502057|XP_001967439.1|DANA
OG0000702	LOC118458785|XP_035777520.1|AALB	LOC6501012|XP_014766847.1|DANA, LOC6501013|XP_001954375.2|DANA
OG0000703	LOC118459354|XP_035778531.1|AALB	LOC6505643|XP_001964978.1|DANA, LOC6496208|XP_032306686.1|DANA
OG0000704	LOC118456706|XP_035773616.1|AALB	LOC6504901|XP_032309322.1|DANA, LOC6500565|XP_001953486.1|DANA
OG0000705	LOC118457192|XP_035774434.1|AALB	LOC6507404|XP_001956082.1|DANA, LOC6507402|XP_001956083.1|DANA
OG0000706	LOC118459712|XP_035779266.1|AALB	LOC6497867|XP_001961605.2|DANA, LOC6504935|XP_001966614.3|DANA
OG0000707	LOC118461133|XP_035781987.1|AALB	LOC6496152|XP_001960339.1|DANA, LOC6502349|XP_001967161.1|DANA
OG0000708	LOC118459946|XP_035779717.1|AALB	LOC6503061|XP_032308922.1|DANA, LOC6502202|XP_032308816.1|DANA
OG0000709	LOC118459873|XP_035779553.1|AALB	LOC6505569|XP_001964679.2|DANA, LOC6502274|XP_001966145.3|DANA
OG0000710	LOC118465879|XP_035790409.1|AALB	LOC6500084|XP_001953258.1|DANA, LOC6496062|XP_001960142.1|DANA
OG0000711	LOC118462952|XP_035784988.1|AALB	LOC6493462|XP_001957808.1|DANA, LOC6503033|XP_001963372.1|DANA
OG0000713	LOC118461387|XP_035782541.1|AALB	LOC6499165|XP_032305669.1|DANA, LOC6496218|XP_001960470.1|DANA
OG0000714	LOC118466714|XP_035792269.1|AALB	LOC6505281|XP_001965683.1|DANA, LOC6507712|XP_001956193.2|DANA
OG0000716	LOC118464220|XP_035787285.1|AALB	LOC6503897|XP_001963801.1|DANA, LOC6506437|XP_001957882.1|DANA
OG0000717	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB	LOC6506097|XP_001958563.1|DANA
OG0000724	LOC118464210|XP_035787273.1|AALB	LOC6504397|XP_001967051.1|DANA, LOC6505964|XP_001964693.1|DANA
OG0000726	LOC118458096|XP_035776151.1|AALB	LOC6501275|XP_032312145.1|DANA, LOC6501274|XP_001954898.1|DANA
OG0000727	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB	LOC6499347|XP_001954818.2|DANA
OG0000728	LOC118458251|XP_035776425.1|AALB	LOC6501967|XP_001966781.1|DANA
OG0000729	LOC118457526|XP_035775064.1|AALB	LOC26515185|XP_014760940.1|DANA, LOC6505592|XP_001964634.3|DANA
OG0000730	LOC118463159|XP_035785437.1|AALB	LOC6493111|XP_001957066.1|DANA, LOC6498126|XP_001962132.2|DANA
OG0000731	LOC118464461|XP_035787755.1|AALB	LOC6507706|XP_032310233.1|DANA, LOC6494004|XP_032305981.1|DANA
OG0000732	LOC118466282|XP_035791255.1|AALB	LOC6506572|XP_001957619.1|DANA, LOC6506573|XP_001957618.1|DANA
OG0000733	LOC118466217|XP_035791133.1|AALB	LOC6501182|XP_001954710.1|DANA, LOC6506611|XP_001957547.1|DANA
OG0000734	LOC118463976|XP_035786870.1|AALB	LOC6503179|XP_001963592.1|DANA, LOC6507038|XP_032310189.1|DANA
OG0000735	LOC118457158|XP_035774377.1|AALB	LOC6503641|XP_001964015.1|DANA, LOC6505433|XP_001964901.1|DANA
OG0000736	LOC118460963|XP_035781632.1|AALB	LOC6497225|XP_001962524.1|DANA, LOC6497226|XP_001962523.2|DANA
OG0000738	LOC118458725|XP_035777386.1|AALB	LOC6497393|XP_001962176.1|DANA, LOC6497826|XP_001961529.1|DANA
OG0000739	LOC118467299|XP_035793513.1|AALB	LOC6499959|XP_001953557.3|DANA, LOC6499956|XP_001953560.1|DANA
OG0000740	LOC118462970|XP_035785030.1|AALB	LOC116655353|XP_032309000.1|DANA, LOC26514706|XP_032308998.1|DANA
OG0000740	LOC118456537|XP_035773278.1|AALB	LOC6501177|XP_032308561.1|DANA
OG0000741	LOC118459732|XP_035779299.1|AALB	LOC6502028|XP_032311969.1|DANA
OG0000742	LOC118457488|XP_035775012.1|AALB	LOC6498762|XP_001967255.1|DANA, LOC6498763|XP_001967254.2|DANA
OG0000743	LOC118461608|XP_035783027.1|AALB	LOC6507084|XP_032310269.1|DANA, LOC6494428|XP_001960341.1|DANA
OG0000744	LOC118464721|XP_035788186.1|AALB	LOC6496618|XP_001961274.3|DANA
OG0000745	LOC118463435|XP_035785897.1|AALB	LOC6495061|XP_001959146.1|DANA, LOC6496609|XP_001961251.1|DANA
OG0000746	LOC118463465|XP_035785948.1|AALB	LOC6496492|XP_001961010.1|DANA
OG0000753	LOC118463405|XP_035785850.1|AALB	LOC6500734|XP_001953812.1|DANA, LOC6506222|XP_001958318.1|DANA
OG0000754	LOC118459560|XP_035778956.1|AALB	LOC6504422|XP_014759463.1|DANA, LOC6502050|XP_001967147.2|DANA, LOC116656434|XP_032311924.1|DANA
OG0000755	LOC118456484|XP_035773202.1|AALB	LOC26514073|XP_032312069.1|DANA, LOC6500378|XP_001953087.1|DANA
OG0000756	LOC118459267|XP_035778383.1|AALB	LOC6500669|XP_001953690.1|DANA
OG0000756	LOC118459021|XP_035777918.1|AALB	LOC6500670|XP_001953691.1|DANA
OG0000757	LOC118466731|XP_035792307.1|AALB	LOC6492998|XP_001956828.1|DANA
OG0000758	LOC118464489|XP_035787809.1|AALB	LOC6493089|XP_014764209.1|DANA, LOC6493088|XP_001957018.1|DANA
OG0000759	LOC118464958|XP_035788642.1|AALB	LOC6507541|XP_001955883.3|DANA, LOC6507540|XP_001955882.2|DANA
OG0000761	LOC118459145|XP_035778122.1|AALB	LOC6496921|XP_014761432.1|DANA, LOC6498601|XP_001963138.2|DANA
OG0000762	LOC118468393|XP_035795050.1|AALB	LOC6498036|XP_001961942.1|DANA, LOC6503303|XP_001967574.1|DANA
OG0000763	LOC118461552|XP_035782895.1|AALB	LOC6506819|XP_001965255.1|DANA, LOC6506808|XP_001965254.1|DANA
OG0000764	LOC118458907|XP_035777759.1|AALB	LOC6500851|XP_014766760.1|DANA, LOC6504254|XP_032308873.1|DANA
OG0000765	LOC118461038|XP_035781818.1|AALB	LOC6507661|XP_001956095.1|DANA, LOC6503696|XP_032308471.1|DANA
OG0000766	LOC118459074|XP_035778009.1|AALB	LOC6504762|XP_001964849.1|DANA, LOC6503864|XP_001963741.1|DANA
OG0000767	LOC118460152|XP_035780143.1|AALB	LOC6498840|XP_001955833.2|DANA, LOC6506348|XP_001958055.1|DANA
OG0000768	LOC118461516|XP_035782839.1|AALB	LOC6492926|XP_001956664.1|DANA
OG0000769	LOC118466179|XP_035791062.1|AALB	LOC6500057|XP_001953306.1|DANA, LOC6504386|XP_001967068.1|DANA
OG0000770	LOC118465276|XP_035789210.1|AALB	LOC6495760|XP_001959516.1|DANA
OG0000771	LOC118465832|XP_035790318.1|AALB	LOC6493130|XP_014764227.1|DANA, LOC6493131|XP_001957110.1|DANA
OG0000778	LOC118467710|XP_035794817.1|AALB	LOC6493326|XP_001957529.1|DANA, LOC6502732|XP_032310545.1|DANA
OG0000779	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB	LOC6505084|XP_001965500.2|DANA
OG0000780	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB	LOC6496620|XP_001961277.1|DANA
OG0000781	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB	LOC6502133|XP_001966148.2|DANA, LOC6506100|XP_001958552.1|DANA
OG0000782	LOC118462004|XP_035783833.1|AALB	LOC6507135|XP_001956608.1|DANA, LOC6502168|XP_001966093.1|DANA
OG0000783	LOC118461989|XP_035783818.1|AALB	LOC6507131|XP_001956616.1|DANA, LOC6503710|XP_001963883.1|DANA
OG0000784	LOC118457596|XP_035775188.1|AALB	LOC6506957|XP_001956924.1|DANA, LOC6505054|XP_001965549.1|DANA
OG0000785	LOC118459271|XP_035778400.1|AALB	LOC6501498|XP_001955374.2|DANA, LOC6499081|XP_001955344.1|DANA
OG0000786	LOC118457367|XP_035774777.1|AALB	LOC116655457|XP_032309240.1|DANA, LOC6500777|XP_014766717.1|DANA
OG0000787	LOC118467704|XP_035794380.1|AALB	LOC6507292|XP_001956302.1|DANA, LOC6502268|XP_001966131.2|DANA
OG0000788	LOC118466414|XP_035791576.1|AALB	LOC116654934|XP_032307600.1|DANA, LOC6493506|XP_001957890.1|DANA
OG0000789	LOC118468941|XP_035796172.1|AALB	LOC26515070|XP_014762399.1|DANA, LOC6497136|XP_032311249.1|DANA
OG0000790	LOC118466930|XP_035792713.1|AALB	LOC6497858|XP_001961582.1|DANA, LOC6497857|XP_001961581.1|DANA
OG0000791	LOC118456204|XP_035772663.1|AALB	LOC6503423|XP_001967455.1|DANA, LOC6505995|XP_014760873.1|DANA
OG0000792	LOC118458779|XP_035777497.1|AALB	LOC6497543|XP_001961861.3|DANA
OG0000793	LOC118459860|XP_035779527.1|AALB	LOC6500406|XP_001953149.1|DANA
OG0000794	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB	LOC6503531|XP_032308766.1|DANA
OG0000795	LOC118456526|XP_035773263.1|AALB	LOC6503516|XP_001964226.1|DANA, LOC6505784|XP_001964373.1|DANA
OG0000796	LOC118459067|XP_035777997.1|AALB	LOC6505839|XP_001964466.1|DANA, LOC6503006|XP_001963428.1|DANA
OG0000797	LOC118463511|XP_035786006.1|AALB	LOC6499328|XP_001954858.1|DANA, LOC6499329|XP_001954857.1|DANA
OG0000798	LOC118464225|XP_035787294.1|AALB	LOC6494040|XP_001961099.2|DANA, LOC6494042|XP_001961097.1|DANA
OG0000799	LOC118462798|XP_035784688.1|AALB	LOC6500530|XP_001953399.2|DANA, LOC6502112|XP_001966188.2|DANA
OG0000801	LOC118463198|XP_035785525.1|AALB	LOC6496148|XP_001960334.2|DANA, LOC6494496|XP_001960222.2|DANA
OG0000802	LOC118467277|XP_035793472.1|AALB	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA
OG0000803	LOC118467719|XP_035794418.1|AALB	LOC6498628|XP_001963185.1|DANA, LOC6507043|XP_001956764.1|DANA
OG0000810	LOC118456265|XP_035772760.1|AALB	LOC6495102|XP_001959067.1|DANA, LOC6495101|XP_001959068.1|DANA, LOC6495100|XP_001959069.2|DANA
OG0000811	LOC118466450|XP_035791682.1|AALB	LOC6505734|XP_001964364.1|DANA, LOC6494132|XP_032306608.1|DANA
OG0000812	LOC118467412|XP_035793789.1|AALB	LOC6502491|XP_001967493.1|DANA
OG0000814	LOC118465745|XP_035790105.1|AALB	LOC6507586|XP_001965404.1|DANA
OG0000815	LOC118459814|XP_035779450.1|AALB	LOC6498321|XP_001962541.1|DANA
OG0000816	LOC118466970|XP_035792778.1|AALB	LOC6500086|XP_001953256.2|DANA
OG0000818	LOC118461934|XP_035783701.1|AALB	LOC6504771|XP_001966316.1|DANA, LOC26515142|XP_014762407.1|DANA
OG0000819	LOC118457457|XP_035774950.1|AALB	LOC6502214|XP_001966019.1|DANA, LOC6502213|XP_001966020.3|DANA
OG0000820	LOC118463815|XP_035786587.1|AALB	LOC6496613|XP_001961261.1|DANA
OG0000821	LOC118465578|XP_035789840.1|AALB	LOC6499710|XP_001954083.1|DANA, LOC6494168|XP_001960835.1|DANA
OG0000822	LOC118466197|XP_035791108.1|AALB	LOC6506953|XP_001956929.1|DANA, LOC6498041|XP_032307650.1|DANA
OG0000830	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB	LOC6503155|XP_014761319.1|DANA
OG0000831	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB	LOC6506230|XP_001958300.1|DANA
OG0000832	LOC118460735|XP_035781187.1|AALB	LOC6496413|XP_001960866.1|DANA, LOC6506468|XP_001965183.1|DANA
OG0000833	LOC118463051|XP_035785194.1|AALB	LOC6493665|XP_001958183.3|DANA
OG0000834	LOC118464380|XP_035787616.1|AALB	LOC6498349|XP_032310990.1|DANA, LOC6501573|XP_001955498.1|DANA, LOC6501574|XP_001955499.2|DANA, LOC6497185|XP_001962598.1|DANA
OG0000836	LOC118460970|XP_035781675.1|AALB	LOC6506414|XP_001965169.2|DANA, LOC6496927|XP_001963120.2|DANA
OG0000837	LOC118459718|XP_035779272.1|AALB	LOC26515102|XP_014764091.1|DANA, LOC6503542|XP_001964185.1|DANA
OG0000838	LOC118458035|XP_035776046.1|AALB	LOC26515305|XP_014762418.1|DANA, LOC26515372|XP_014762426.1|DANA
OG0000839	LOC118460038|XP_035779893.1|AALB	LOC6499132|XP_001955238.1|DANA, LOC6500421|XP_032305494.1|DANA
OG0000840	LOC118460519|XP_035780787.1|AALB	LOC6503473|XP_001964315.2|DANA, LOC6493916|XP_001961329.1|DANA, LOC6503715|XP_032308431.1|DANA
OG0000841	LOC118457107|XP_035774292.1|AALB	LOC26514219|XP_014760911.1|DANA
OG0000842	LOC118467493|XP_035793936.1|AALB	LOC6494090|XP_001961000.1|DANA, LOC6501106|XP_001954560.1|DANA
OG0000843	LOC118467383|XP_035793713.1|AALB	LOC6495726|XP_001959446.1|DANA
OG0000844	LOC118462801|XP_035784693.1|AALB	LOC6494232|XP_001960692.2|DANA, LOC6500108|XP_001953208.1|DANA
OG0000845	LOC118464667|XP_035788072.1|AALB	LOC6503032|XP_001963373.1|DANA, LOC6503031|XP_001963375.2|DANA
OG0000854	LOC118468375|XP_035795031.1|AALB	LOC6503760|XP_001963792.1|DANA, LOC6503757|XP_001963795.3|DANA
OG0000855	LOC118462018|XP_035783872.1|AALB	LOC6504679|XP_001966419.1|DANA, LOC6501112|XP_001954571.1|DANA
OG0000856	LOC118462080|XP_035783992.1|AALB	LOC6493573|XP_001958023.2|DANA
OG0000857	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB	LOC6504381|XP_001967077.2|DANA
OG0000858	LOC118460903|XP_035781540.1|AALB	LOC6500868|XP_001954071.1|DANA
OG0000860	LOC118467315|XP_035793543.1|AALB	LOC6502837|XP_001957292.2|DANA, LOC6493095|XP_032309559.1|DANA
OG0000861	LOC118467097|XP_035793036.1|AALB	LOC6495915|XP_032306078.1|DANA
OG0000862	LOC118467136|XP_035793144.1|AALB	LOC6495830|XP_001959671.1|DANA, LOC6498387|XP_001962694.1|DANA
OG0000863	LOC118462855|XP_035784804.1|AALB	LOC6501214|XP_032305550.1|DANA
OG0000864	LOC118461400|XP_035782558.1|AALB	LOC6505883|XP_001965041.1|DANA, LOC6503576|XP_014760987.1|DANA
OG0000865	LOC118457283|XP_035774637.1|AALB	LOC26513756|XP_014759879.2|DANA, LOC6501249|XP_001954848.2|DANA
OG0000866	LOC118461640|XP_035783103.1|AALB	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA
OG0000867	LOC118457872|XP_035775679.1|AALB	LOC6497711|XP_001961511.1|DANA, LOC6496945|XP_001963082.1|DANA
OG0000868	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB	LOC6503001|XP_032308918.1|DANA
OG0000870	LOC118463907|XP_035786738.1|AALB	LOC6495720|XP_032306845.1|DANA
OG0000871	LOC118466733|XP_035792309.1|AALB	LOC6495143|XP_001958966.1|DANA
OG0000872	LOC118463586|XP_035786133.1|AALB	LOC6501985|XP_001966816.1|DANA, LOC6496323|XP_001960703.1|DANA
OG0000873	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB	LOC6493814|XP_001958490.2|DANA
OG0000874	LOC118463225|XP_035785567.1|AALB	LOC6503051|XP_001963335.1|DANA, LOC6507953|XP_014763742.1|DANA
OG0000875	LOC118466928|XP_035792707.1|AALB	LOC6502911|XP_001963605.1|DANA, LOC6506253|XP_001958258.1|DANA
OG0000882	LOC118460321|XP_035780429.1|AALB	LOC6504954|XP_032308008.1|DANA, LOC6497963|XP_001961804.1|DANA
OG0000883	LOC118456749|XP_035773701.1|AALB, LOC118457045|XP_035774188.1|AALB, LOC118466014|XP_035790719.1|AALB	LOC6505050|XP_001965561.1|DANA
OG0000884	LOC118468700|XP_035795717.1|AALB	LOC6506564|XP_014760551.1|DANA, LOC6505236|XP_032307808.1|DANA
OG0000885	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB	LOC6505658|XP_014760744.1|DANA
OG0000887	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB	LOC6503004|XP_032308920.1|DANA
OG0000888	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB	LOC6507673|XP_032309489.1|DANA
OG0000889	LOC118463477|XP_035785960.1|AALB	LOC6493858|XP_032310644.1|DANA
OG0000890	LOC118465805|XP_035790266.1|AALB	LOC6494190|XP_001960789.1|DANA
OG0000891	LOC118457690|XP_035775354.1|AALB	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA, LOC6497237|XP_001962500.1|DANA
OG0000892	LOC118461667|XP_035783148.1|AALB	LOC6507189|XP_032310344.1|DANA, LOC6493218|XP_014764257.1|DANA
OG0000893	LOC118461100|XP_035781909.1|AALB	LOC6500458|XP_001953250.3|DANA
OG0000894	LOC118457777|XP_035775501.1|AALB	LOC6500110|XP_001953204.1|DANA
OG0000895	LOC118458352|XP_035776596.1|AALB	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA
OG0000907	LOC118459253|XP_035778358.1|AALB	LOC6494907|XP_001959447.1|DANA
OG0000909	LOC118459629|XP_035779099.1|AALB	LOC6501502|XP_001955381.1|DANA
OG0000910	LOC118462988|XP_035785093.1|AALB	LOC6500683|XP_001953719.1|DANA, LOC6502257|XP_001966096.3|DANA
OG0000911	LOC118464594|XP_035787930.1|AALB	LOC6496070|XP_001960155.1|DANA
OG0000912	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB	LOC6493242|XP_001957341.1|DANA
OG0000913	LOC118462547|XP_035784207.1|AALB	LOC26514528|XP_014765636.2|DANA
OG0000913	LOC118462550|XP_035784209.1|AALB	LOC6507742|XP_014765443.1|DANA
OG0000914	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB	LOC6495705|XP_001959407.1|DANA
OG0000915	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB	LOC6494144|XP_001960878.2|DANA
OG0000916	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB	LOC6498084|XP_014761977.1|DANA, LOC6498083|XP_001962048.1|DANA
OG0000917	LOC118458771|XP_035777457.1|AALB	LOC26514674|XP_032309481.1|DANA, LOC6498313|XP_032307478.1|DANA
OG0000918	LOC118460938|XP_035781593.1|AALB	LOC26514318|XP_032309123.1|DANA
OG0000920	LOC118462795|XP_035784685.1|AALB, LOC118462796|XP_035784686.1|AALB, LOC118458426|XP_035776774.1|AALB	LOC6505240|XP_001965605.1|DANA
OG0000921	LOC118460639|XP_035780986.1|AALB	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA
OG0000922	LOC118456255|XP_035772750.1|AALB	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA
OG0000923	LOC118466584|XP_035792037.1|AALB	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA
OG0000924	LOC118463875|XP_035786688.1|AALB	LOC6504068|XP_001964112.1|DANA
OG0000925	LOC118467575|XP_035794113.1|AALB	LOC6505954|XP_001964677.2|DANA
OG0000935	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB	LOC6499809|XP_014766231.1|DANA
OG0000936	LOC118461155|XP_035782074.1|AALB	LOC26515221|XP_014760188.1|DANA, LOC6501997|XP_001966843.1|DANA
OG0000938	LOC118458727|XP_035777387.1|AALB	LOC6496164|XP_001960355.1|DANA, LOC6503743|XP_001963823.2|DANA
OG0000939	LOC118458045|XP_035776058.1|AALB	LOC6504469|XP_001964948.1|DANA
OG0000940	LOC118457807|XP_035775553.1|AALB	LOC6503820|XP_001963681.2|DANA, LOC6507654|XP_001956086.1|DANA
OG0000941	LOC118457833|XP_035775602.1|AALB	LOC6504454|XP_001966954.3|DANA
OG0000942	LOC118461937|XP_035783705.1|AALB	LOC6493057|XP_001956963.2|DANA
OG0000943	LOC118464680|XP_035788095.1|AALB	LOC6495957|XP_001959931.2|DANA, LOC6495958|XP_001959932.1|DANA
OG0000944	LOC118463430|XP_035785890.1|AALB	LOC6501993|XP_032308203.1|DANA
OG0000945	LOC118462643|XP_035784385.1|AALB	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA
OG0000946	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB	LOC6498146|XP_001962174.2|DANA
OG0000947	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB	LOC6495738|XP_001959468.1|DANA
OG0000948	LOC118460957|XP_035781625.1|AALB	LOC6506845|XP_001957130.1|DANA
OG0000949	LOC118461660|XP_035783134.1|AALB, LOC118461659|XP_035783133.1|AALB	LOC6502160|XP_032309338.1|DANA
OG0000950	LOC118459856|XP_035779521.1|AALB	LOC6500463|XP_001953271.1|DANA
OG0000951	LOC118467062|XP_035792970.1|AALB	LOC6500738|XP_001953820.1|DANA
OG0000952	LOC118463414|XP_035785859.1|AALB	LOC26515556|XP_014759080.2|DANA, LOC116656451|XP_032311970.1|DANA, LOC26515013|XP_014760662.1|DANA, LOC116656485|XP_032312035.1|DANA
OG0000964	LOC118461375|XP_035782519.1|AALB	LOC6495506|XP_001958996.3|DANA
OG0000965	LOC118458186|XP_035776321.1|AALB	LOC6501862|XP_001966782.1|DANA
OG0000966	LOC118463865|XP_035786672.1|AALB	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA
OG0000968	LOC118464835|XP_035788404.1|AALB	LOC6493392|XP_001957661.1|DANA
OG0000969	LOC118467288|XP_035793494.1|AALB	LOC6495068|XP_001959133.1|DANA
OG0000970	LOC118459232|XP_035778322.1|AALB	LOC6499103|XP_001955292.1|DANA
OG0000971	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB	LOC6497363|XP_001962245.1|DANA
OG0000972	LOC118457048|XP_035774189.1|AALB	LOC6493796|XP_001958452.1|DANA, LOC6504874|XP_001966502.1|DANA
OG0000974	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB	LOC6492961|XP_001956755.1|DANA
OG0000975	LOC118461802|XP_035783438.1|AALB	LOC6499433|XP_001954649.2|DANA
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	LOC6500508|XP_032305732.1|DANA
OG0000977	LOC118468937|XP_035796163.1|AALB	LOC116656597|XP_032312350.1|DANA, LOC6494263|XP_032312347.1|DANA
OG0000978	LOC118464760|XP_035788272.1|AALB	LOC6500942|XP_001954219.1|DANA
OG0000979	LOC118459941|XP_035779710.1|AALB	LOC6495865|XP_001959739.1|DANA
