Orthogroup	AALB.longest_only	DYAK.longest_only
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC6530835|XP_002091718.1|DYAK
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC6530581|XP_002091494.2|DYAK
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC6528082|XP_002089149.1|DYAK
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC6532172|XP_015051737.1|DYAK
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC6533326|XP_002094052.1|DYAK
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC6540104|XP_039230043.1|DYAK
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC6523858|XP_002099731.1|DYAK
OG0001516	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB	LOC6538903|XP_002099407.1|DYAK, LOC6538904|XP_002099408.1|DYAK
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC6524042|XP_039232157.1|DYAK
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC6526133|XP_002101950.1|DYAK
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC6525747|XP_002101569.1|DYAK
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC6526316|XP_002087438.1|DYAK
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC6524605|XP_002100462.1|DYAK
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC6531813|XP_002092600.1|DYAK
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC6526726|XP_002087829.1|DYAK
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC6535166|XP_002095828.1|DYAK
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC6536558|XP_039231511.1|DYAK
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC6526195|XP_002102004.2|DYAK
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC6526194|XP_002102003.1|DYAK
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC6524324|XP_039230735.1|DYAK
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC6524980|XP_015046020.1|DYAK
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC6529515|XP_015052133.2|DYAK
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC6537822|XP_002098363.2|DYAK
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC6536332|XP_002096916.1|DYAK
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC6524306|XP_002100165.1|DYAK
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC6536531|XP_015047805.1|DYAK
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC6529636|XP_002090630.1|DYAK
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC6531128|XP_002091962.1|DYAK
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC6525552|XP_002101387.1|DYAK
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC6524901|XP_002100741.1|DYAK
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC6538745|XP_002099260.1|DYAK
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC6539897|XP_039231953.1|DYAK
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC6537458|XP_002098014.1|DYAK
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC6527050|XP_002088143.1|DYAK
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC6535223|XP_039229482.1|DYAK
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC6537647|XP_039231850.1|DYAK
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC6536171|XP_002096762.3|DYAK
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC6536563|XP_002097139.1|DYAK
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC6530297|XP_002091224.2|DYAK
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC6537312|XP_039232413.1|DYAK
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC6536996|XP_002097565.1|DYAK
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC6536948|XP_002097517.1|DYAK
OG0001571	LOC118468784|XP_035795874.1|AALB	LOC6528032|XP_002089099.1|DYAK
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	LOC6524953|XP_002100793.1|DYAK
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC6533011|XP_015049767.1|DYAK
OG0001574	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB	LOC6523786|XP_039228411.1|DYAK
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC6538757|XP_002099271.1|DYAK
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC6536606|XP_002097182.1|DYAK
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC6537990|XP_002098525.2|DYAK
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC6531077|XP_002091911.1|DYAK
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC6525136|XP_015046115.2|DYAK
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC6529366|XP_015052305.1|DYAK
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC6525929|XP_002101749.2|DYAK
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC6530092|XP_002091038.2|DYAK
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC6528492|XP_002089538.1|DYAK
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC6532291|XP_002093051.1|DYAK
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC6533311|XP_002094037.1|DYAK
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC6539196|XP_002086097.1|DYAK
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC6528464|XP_002089510.1|DYAK
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC6539157|XP_002086062.2|DYAK
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC6530950|XP_039228473.1|DYAK
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC6538061|XP_002098596.2|DYAK
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC6527385|XP_015053127.1|DYAK
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC6526840|XP_039227070.1|DYAK
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC6530274|XP_015052626.1|DYAK
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC6529732|XP_002090725.1|DYAK
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC26536371|XP_015044621.2|DYAK
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC6528217|XP_002089279.2|DYAK
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC6527031|XP_002088125.1|DYAK
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC6528275|XP_002089328.2|DYAK
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC6528058|XP_002089125.1|DYAK
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	LOC6527874|XP_002088946.1|DYAK
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC6524030|XP_002099902.1|DYAK
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC6528615|XP_002089658.1|DYAK
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC26535450|XP_015045204.1|DYAK
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC6529524|XP_002090526.1|DYAK
OG0001608	LOC118461668|XP_035783149.1|AALB	LOC6529210|XP_015052226.1|DYAK
OG0001609	LOC118459320|XP_035778463.1|AALB	LOC6530512|XP_002091427.2|DYAK
OG0001610	LOC118459136|XP_035778107.1|AALB	LOC6529790|XP_002090774.1|DYAK
OG0001611	LOC118461129|XP_035781983.1|AALB	LOC6530314|XP_002091241.1|DYAK
OG0001612	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB	LOC6527682|XP_002088768.1|DYAK
OG0001613	LOC118461249|XP_035782257.1|AALB	LOC6528050|XP_002089117.1|DYAK
OG0001614	LOC118457865|XP_035775657.1|AALB	LOC6528678|XP_039227172.1|DYAK
OG0001615	LOC118461237|XP_035782229.1|AALB	LOC6539079|XP_015045325.1|DYAK
OG0001616	LOC118461189|XP_035782113.1|AALB	LOC6527331|XP_002088423.1|DYAK
OG0001617	LOC118461412|XP_035782588.1|AALB	LOC6529759|XP_002090749.1|DYAK
OG0001618	LOC118460381|XP_035780533.1|AALB, LOC118460776|XP_035781273.1|AALB	LOC6528024|XP_002089091.2|DYAK
OG0001619	LOC118460610|XP_035780944.1|AALB	LOC6527820|XP_002088893.1|DYAK
OG0001620	LOC118458046|XP_035776059.1|AALB	LOC6531896|XP_002092683.1|DYAK
OG0001621	LOC118456918|XP_035773941.1|AALB	LOC6531487|XP_002092286.1|DYAK
OG0001622	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB	LOC6525238|XP_002101076.1|DYAK
OG0001623	LOC118468373|XP_035795026.1|AALB	LOC6526313|XP_002087435.1|DYAK
OG0001624	LOC118459396|XP_035778599.1|AALB	LOC6527084|XP_002088177.1|DYAK
OG0001625	LOC118459390|XP_035778586.1|AALB	LOC6529202|XP_002090209.1|DYAK
OG0001626	LOC118458763|XP_035777449.1|AALB	LOC6527645|XP_002088733.1|DYAK
OG0001627	LOC118460994|XP_035781708.1|AALB	LOC6537213|XP_015048201.1|DYAK
OG0001628	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB	LOC6538398|XP_002098922.1|DYAK
OG0001630	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB	LOC6538758|XP_002099272.1|DYAK
OG0001631	LOC118468984|XP_035796269.1|AALB	LOC6535307|XP_039232763.1|DYAK
OG0001632	LOC118457791|XP_035775530.1|AALB	LOC6527916|XP_002088984.1|DYAK
OG0001633	LOC118457962|XP_035775888.1|AALB	LOC6537432|XP_002097988.1|DYAK
OG0001635	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB	LOC6538443|XP_002098967.2|DYAK
OG0001636	LOC118466678|XP_035792195.1|AALB	LOC6536089|XP_002096698.2|DYAK
OG0001637	LOC118458420|XP_035776766.1|AALB	LOC6536346|XP_002096928.1|DYAK
OG0001638	LOC118461258|XP_035782271.1|AALB	LOC6524418|XP_002100276.1|DYAK
OG0001639	LOC118460172|XP_035780168.1|AALB	LOC6529090|XP_039226490.1|DYAK
OG0001640	LOC118464493|XP_035787814.1|AALB	LOC6536103|XP_002096711.1|DYAK
OG0001641	LOC118466589|XP_035792041.1|AALB	LOC6537385|XP_002097941.1|DYAK
OG0001642	LOC118468523|XP_035795284.1|AALB	LOC6525351|XP_002101187.1|DYAK
OG0001643	LOC118465356|XP_035789422.1|AALB	LOC6526889|XP_002087989.1|DYAK
OG0001644	LOC118464022|XP_035786971.1|AALB	LOC6534003|XP_015050362.1|DYAK
OG0001645	LOC118465180|XP_035789035.1|AALB	LOC6530523|XP_002091438.1|DYAK
OG0001646	LOC118462638|XP_035784378.1|AALB	LOC6531686|XP_015051484.1|DYAK
OG0001647	LOC118464714|XP_035788141.1|AALB	LOC6528407|XP_039227465.1|DYAK
OG0001648	LOC118467012|XP_035792849.1|AALB	LOC6534098|XP_015050438.1|DYAK
OG0001649	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB	LOC6530361|XP_002091287.1|DYAK
OG0001650	LOC118467408|XP_035793776.1|AALB	LOC6530966|XP_039227795.1|DYAK
OG0001651	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB	LOC6531317|XP_015051240.1|DYAK
OG0001652	LOC118464366|XP_035787593.1|AALB	LOC6534276|XP_002094957.2|DYAK
OG0001653	LOC118462773|XP_035784638.1|AALB	LOC6534596|XP_002095272.1|DYAK
OG0001654	LOC118464698|XP_035788113.1|AALB	LOC6531253|XP_002092062.1|DYAK
OG0001655	LOC118465283|XP_035789219.1|AALB	LOC6528780|XP_002089814.2|DYAK
OG0001656	LOC118464262|XP_035787400.1|AALB	LOC6526630|XP_002087738.1|DYAK
OG0001657	LOC118462758|XP_035784617.1|AALB	LOC6534480|XP_002095157.2|DYAK
OG0001658	LOC118465827|XP_035790308.1|AALB	LOC6533792|XP_002094493.1|DYAK
OG0001659	LOC118464695|XP_035788109.1|AALB	LOC6534024|XP_002094711.1|DYAK
OG0001660	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB	LOC6532397|XP_002093148.1|DYAK
OG0001661	LOC118457301|XP_035774667.1|AALB	LOC6536562|XP_002097138.1|DYAK
OG0001679	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB	LOC6525501|XP_002101336.1|DYAK
OG0001680	LOC118466548|XP_035791954.1|AALB	LOC6525411|XP_039228835.1|DYAK
OG0001681	LOC118463419|XP_035785910.1|AALB	LOC6525938|XP_002101758.1|DYAK
OG0001682	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB	LOC6525746|XP_015046472.1|DYAK
OG0001683	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB	LOC6527715|XP_002088799.1|DYAK
OG0001684	LOC118457237|XP_035774515.1|AALB	LOC6523726|XP_002099601.1|DYAK
OG0001685	LOC118457050|XP_035774191.1|AALB	LOC6528930|XP_002089962.1|DYAK
OG0001686	LOC118461740|XP_035783335.1|AALB	LOC6525843|XP_002101663.1|DYAK
OG0001687	LOC118466919|XP_035792734.1|AALB	LOC6523795|XP_002099670.1|DYAK
OG0001688	LOC118462832|XP_035784771.1|AALB	LOC6525494|XP_002101329.1|DYAK
OG0001689	LOC118461744|XP_035783353.1|AALB	LOC6525545|XP_002101380.2|DYAK
OG0001690	LOC118456779|XP_035773748.1|AALB	LOC6533112|XP_002093838.1|DYAK
OG0001691	LOC118460088|XP_035780000.1|AALB	LOC6526893|XP_002087992.1|DYAK
OG0001694	LOC118466924|XP_035792702.1|AALB	LOC6535584|XP_039231295.1|DYAK
OG0001695	LOC118464464|XP_035787759.1|AALB	LOC6531057|XP_002091891.1|DYAK
OG0001696	LOC118462041|XP_035783909.1|AALB	LOC6536493|XP_015047766.1|DYAK
OG0001697	LOC118462003|XP_035783831.1|AALB	LOC6538604|XP_002099126.1|DYAK
OG0001698	LOC118457500|XP_035775034.1|AALB	LOC6526057|XP_039230233.1|DYAK
OG0001699	LOC118459331|XP_035778482.1|AALB	LOC6536526|XP_002097102.1|DYAK
OG0001700	LOC118460598|XP_035780918.1|AALB	LOC6536393|XP_015047728.1|DYAK
OG0001701	LOC118456154|XP_035772562.1|AALB	LOC6537549|XP_002098095.2|DYAK
OG0001702	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB	LOC6527938|XP_002089005.1|DYAK
OG0001703	LOC118458537|XP_035777011.1|AALB	LOC6537826|XP_002098367.2|DYAK
OG0001704	LOC118459050|XP_035777967.1|AALB	LOC6537827|XP_002098368.1|DYAK
OG0001705	LOC118460318|XP_035780423.1|AALB	LOC6537994|XP_015048602.1|DYAK
OG0001706	LOC118457760|XP_035775473.1|AALB	LOC6529114|XP_015054172.1|DYAK
OG0001707	LOC118467331|XP_035793565.1|AALB	LOC6537866|XP_039231170.1|DYAK
OG0001708	LOC118459365|XP_035778557.1|AALB	LOC6536998|XP_039232272.1|DYAK
OG0001709	LOC118461370|XP_035782511.1|AALB	LOC6532954|XP_002093689.1|DYAK
OG0001710	LOC118458839|XP_035777634.1|AALB	LOC6537661|XP_039232835.1|DYAK
OG0001711	LOC118461451|XP_035782673.1|AALB	LOC6537742|XP_015048478.1|DYAK
OG0001712	LOC118460817|XP_035781326.1|AALB	LOC6538797|XP_002099310.1|DYAK
OG0001713	LOC118467444|XP_035793844.1|AALB	LOC6536624|XP_002097196.1|DYAK
OG0001714	LOC118461096|XP_035781897.1|AALB	LOC6535367|XP_039232025.1|DYAK
OG0001715	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB	LOC6525596|XP_002101431.2|DYAK
OG0001716	LOC118462048|XP_035783923.1|AALB	LOC6525347|XP_002101183.1|DYAK
OG0001717	LOC118459801|XP_035779431.1|AALB	LOC6537970|XP_002098507.2|DYAK
OG0001718	LOC118458987|XP_035777875.1|AALB	LOC6537784|XP_039232755.1|DYAK
OG0001719	LOC118461946|XP_035783721.1|AALB	LOC6537872|XP_039231044.1|DYAK
OG0001720	LOC118458202|XP_035776339.1|AALB	LOC6536555|XP_039232796.1|DYAK
OG0001721	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB	LOC6536187|XP_002096778.1|DYAK
OG0001722	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB	LOC6539549|XP_015045106.2|DYAK
OG0001723	LOC118465945|XP_035790565.1|AALB	LOC6529108|XP_002090121.1|DYAK
OG0001724	LOC118462931|XP_035784933.1|AALB	LOC6530621|XP_039228677.1|DYAK
OG0001725	LOC118465302|XP_035789291.1|AALB	LOC6528870|XP_015054095.1|DYAK
OG0001726	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB	LOC6534724|XP_002095399.1|DYAK
OG0001727	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB	LOC6537769|XP_002098310.1|DYAK
OG0001728	LOC118465405|XP_035789517.1|AALB	LOC6530222|XP_002091159.1|DYAK
OG0001729	LOC118463780|XP_035786487.1|AALB	LOC6532157|XP_039228994.1|DYAK
OG0001730	LOC118465198|XP_035789073.1|AALB	LOC6527343|XP_002088435.1|DYAK
OG0001732	LOC118466551|XP_035791965.1|AALB	LOC6527125|XP_002088219.1|DYAK
OG0001733	LOC118463168|XP_035785455.1|AALB	LOC6530654|XP_002091552.1|DYAK
OG0001734	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB	LOC6528690|XP_002089732.1|DYAK
OG0001735	LOC118464676|XP_035788087.1|AALB	LOC6534649|XP_002095324.2|DYAK
OG0001736	LOC118464472|XP_035787774.1|AALB	LOC6531026|XP_002091863.1|DYAK
OG0001737	LOC118467076|XP_035793005.1|AALB	LOC6531873|XP_002092660.2|DYAK
OG0001738	LOC118467899|XP_035794711.1|AALB	LOC6534349|XP_002095028.1|DYAK
OG0001739	LOC118467179|XP_035793255.1|AALB	LOC26536353|XP_015045318.1|DYAK
OG0001740	LOC118467871|XP_035794672.1|AALB	LOC6531814|XP_002092601.1|DYAK
OG0001742	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB	LOC6528872|XP_002089904.1|DYAK
OG0001743	LOC118463291|XP_035785666.1|AALB	LOC6532441|XP_002093188.1|DYAK
OG0001744	LOC118465954|XP_035790576.1|AALB	LOC6528316|XP_039226740.1|DYAK
OG0001745	LOC118462653|XP_035784405.1|AALB	LOC6531327|XP_039228422.1|DYAK
OG0001746	LOC118467234|XP_035793385.1|AALB	LOC6533610|XP_002094318.1|DYAK
OG0001747	LOC118464679|XP_035788090.1|AALB	LOC6531184|XP_039228291.1|DYAK
OG0001748	LOC118466182|XP_035791066.1|AALB	LOC6532644|XP_002093388.2|DYAK
OG0001749	LOC118462693|XP_035784510.1|AALB	LOC6532075|XP_002092852.1|DYAK
OG0001750	LOC118462689|XP_035784499.1|AALB	LOC6532073|XP_002092850.1|DYAK
OG0001751	LOC118462534|XP_035784182.1|AALB	LOC6534338|XP_015050580.1|DYAK
OG0001752	LOC118467358|XP_035793650.1|AALB	LOC6533128|XP_002093854.1|DYAK
OG0001753	LOC118463634|XP_035786248.1|AALB	LOC6532831|XP_015049628.2|DYAK
OG0001754	LOC118467596|XP_035794166.1|AALB	LOC6530076|XP_015052583.2|DYAK
OG0001755	LOC118466400|XP_035791556.1|AALB	LOC6532841|XP_015049649.1|DYAK
OG0001756	LOC118467243|XP_035793403.1|AALB	LOC6531481|XP_002092280.1|DYAK
OG0001757	LOC118467289|XP_035793496.1|AALB	LOC6531086|XP_002091920.1|DYAK
OG0001758	LOC118467787|XP_035794522.1|AALB	LOC6534033|XP_015050384.1|DYAK
OG0001759	LOC118467683|XP_035794347.1|AALB	LOC6531651|XP_002092448.3|DYAK
OG0001760	LOC118466140|XP_035790985.1|AALB	LOC6528723|XP_002089758.1|DYAK
OG0001761	LOC118467356|XP_035793647.1|AALB	LOC6530656|XP_002091554.2|DYAK
OG0001762	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB	LOC6527046|XP_015053579.1|DYAK
OG0001763	LOC118458029|XP_035776031.1|AALB	LOC6527020|XP_002088115.2|DYAK
OG0001764	LOC118458934|XP_035777805.1|AALB	LOC6537029|XP_002097596.2|DYAK
OG0001765	LOC118459878|XP_035779561.1|AALB	LOC6528766|XP_039227560.1|DYAK
OG0001766	LOC118458956|XP_035777830.1|AALB	LOC6527761|XP_015053795.1|DYAK
OG0001767	LOC118461641|XP_035783104.1|AALB	LOC6526693|XP_002087797.2|DYAK
OG0001768	LOC118461019|XP_035781762.1|AALB	LOC6526304|XP_002087426.1|DYAK
OG0001769	LOC118458855|XP_035777669.1|AALB	LOC6528096|XP_002089163.1|DYAK
OG0001770	LOC118460106|XP_035780034.1|AALB	LOC6527199|XP_002088293.1|DYAK
OG0001771	LOC118460109|XP_035780037.1|AALB	LOC6526731|XP_002087834.1|DYAK
OG0001772	LOC118457976|XP_035775917.1|AALB	LOC6528015|XP_002089082.1|DYAK
OG0001774	LOC118467738|XP_035794441.1|AALB	LOC120322342|XP_039233324.1|DYAK, LOC6532112|XP_002092888.2|DYAK
OG0001776	LOC118456899|XP_035773916.1|AALB	LOC6527078|XP_002088171.1|DYAK
OG0001777	LOC118461661|XP_035783137.1|AALB	LOC6526949|XP_002088045.1|DYAK
OG0001778	LOC118467223|XP_035793371.1|AALB	LOC6528924|XP_002089956.1|DYAK
OG0001779	LOC118467877|XP_035794685.1|AALB	LOC6527958|XP_039226979.1|DYAK
OG0001780	LOC118457366|XP_035774776.1|AALB	LOC6529106|XP_002090119.1|DYAK
OG0001781	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB	LOC6529789|XP_039229228.1|DYAK
OG0001782	LOC118459318|XP_035778456.1|AALB	LOC6527519|XP_015053705.1|DYAK
OG0001783	LOC118457468|XP_035774987.1|AALB	LOC6527800|XP_002088873.1|DYAK
OG0001784	LOC118457600|XP_035775193.1|AALB	LOC6526434|XP_002087553.1|DYAK
OG0001785	LOC118459198|XP_035778252.1|AALB	LOC6528775|XP_002089809.1|DYAK
OG0001786	LOC118457687|XP_035775348.1|AALB	LOC6526971|XP_002088067.1|DYAK
OG0001787	LOC118461166|XP_035782058.1|AALB	LOC6526969|XP_002088065.2|DYAK
OG0001788	LOC118459773|XP_035779377.1|AALB	LOC6529898|XP_002090855.1|DYAK
OG0001789	LOC118459174|XP_035778213.1|AALB	LOC6531765|XP_002092552.1|DYAK
OG0001790	LOC118456504|XP_035773225.1|AALB	LOC6526953|XP_002088049.1|DYAK
OG0001791	LOC118468460|XP_035795140.1|AALB	LOC6530270|XP_039229130.1|DYAK
OG0001792	LOC118457359|XP_035774764.1|AALB	LOC6529618|XP_015052092.1|DYAK
OG0001793	LOC118458657|XP_035777239.1|AALB	LOC6530368|XP_015052658.1|DYAK
OG0001794	LOC118459760|XP_035779350.1|AALB	LOC6528923|XP_002089955.1|DYAK
OG0001795	LOC118461128|XP_035781973.1|AALB	LOC6529544|XP_015052105.1|DYAK
OG0001797	LOC118468780|XP_035795864.1|AALB	LOC6523713|XP_039233042.1|DYAK
OG0001798	LOC118459945|XP_035779716.1|AALB	LOC6531641|XP_002092438.1|DYAK
OG0001799	LOC118468611|XP_035795503.1|AALB	LOC6526142|XP_002101956.2|DYAK
OG0001800	LOC118459578|XP_035778999.1|AALB	LOC6526943|XP_002088041.2|DYAK
OG0001801	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB	LOC6532511|XP_002093257.2|DYAK
OG0001802	LOC118461528|XP_035782853.1|AALB	LOC6536248|XP_002096834.1|DYAK
OG0001803	LOC118457995|XP_035775959.1|AALB	LOC6535965|XP_039231787.1|DYAK
OG0001804	LOC118469068|XP_035796443.1|AALB	LOC6537472|XP_002098028.2|DYAK
OG0001805	LOC118459706|XP_035779245.1|AALB	LOC6532739|XP_002093481.1|DYAK
OG0001806	LOC118459865|XP_035779533.1|AALB	LOC6538699|XP_002099214.1|DYAK
OG0001808	LOC118458523|XP_035776993.1|AALB	LOC6536643|XP_015047865.1|DYAK
OG0001809	LOC118468963|XP_035796220.1|AALB	LOC6535310|XP_015047048.2|DYAK
OG0001810	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB	LOC6537850|XP_002098391.1|DYAK
OG0001811	LOC118457890|XP_035775718.1|AALB	LOC6528522|XP_002089568.3|DYAK
OG0001812	LOC118461261|XP_035782275.1|AALB	LOC6525188|XP_015046148.1|DYAK
OG0001814	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB	LOC6535998|XP_039231592.1|DYAK
OG0001815	LOC118456700|XP_035773600.1|AALB	LOC6537498|XP_002098046.1|DYAK
OG0001816	LOC118466383|XP_035791508.1|AALB	LOC6529928|XP_002090884.1|DYAK
OG0001817	LOC118467216|XP_035793353.1|AALB	LOC6528821|XP_039226531.1|DYAK
OG0001818	LOC118464318|XP_035787507.1|AALB	LOC6525087|XP_039226098.1|DYAK
OG0001819	LOC118462873|XP_035784827.1|AALB	LOC6531584|XP_002092382.1|DYAK
OG0001820	LOC118465556|XP_035789793.1|AALB	LOC6525439|XP_002101274.1|DYAK
OG0001821	LOC118465215|XP_035789099.1|AALB	LOC6532093|XP_002092869.1|DYAK
OG0001822	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB	LOC6531730|XP_002092520.1|DYAK
OG0001823	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB	LOC6533669|XP_002094375.1|DYAK
OG0001824	LOC118464185|XP_035787228.1|AALB	LOC6526447|XP_002087566.1|DYAK
OG0001825	LOC118463584|XP_035786117.1|AALB	LOC6530918|XP_039228589.1|DYAK
OG0001826	LOC118464758|XP_035788270.1|AALB	LOC6529359|XP_002090364.1|DYAK
OG0001827	LOC118467103|XP_035793050.1|AALB	LOC6531696|XP_015051490.1|DYAK
OG0001828	LOC118467531|XP_035793992.1|AALB	LOC6524613|XP_002100470.1|DYAK
OG0001829	LOC118463602|XP_035786157.1|AALB	LOC6530195|XP_002091133.1|DYAK
OG0001830	LOC118465675|XP_035789998.1|AALB	LOC6531758|XP_002092548.1|DYAK
OG0001831	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB	LOC6534266|XP_002094947.1|DYAK
OG0001832	LOC118466066|XP_035790822.1|AALB	LOC6524003|XP_015045421.1|DYAK
OG0001833	LOC118464943|XP_035788623.1|AALB	LOC6531931|XP_002092717.2|DYAK
OG0001834	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB	LOC6537260|XP_002097818.1|DYAK
OG0001848	LOC118465206|XP_035789090.1|AALB	LOC26535568|XP_039233334.1|DYAK
OG0001849	LOC118459869|XP_035779547.1|AALB	LOC6538812|XP_002099325.1|DYAK
OG0001850	LOC118469022|XP_035796362.1|AALB	LOC6523746|XP_039232891.1|DYAK
