Orthogroup	AALB.longest_only	DMEL.longest_only
OG0001234	LOC118458826|XP_035777605.1|AALB	Prosbeta1|NP_652031.2|DMEL
OG0001235	LOC118468919|XP_035796122.1|AALB	nAChRbeta3|NP_525098.1|DMEL
OG0001236	LOC118457340|XP_035774731.1|AALB	Spn77Ba|NP_649205.3|DMEL
OG0001237	LOC118462010|XP_035783840.1|AALB	CG4538|NP_001287413.1|DMEL
OG0001238	LOC118458685|XP_035777293.1|AALB	gro|NP_996298.1|DMEL
OG0001239	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB	NijC|NP_001097762.1|DMEL
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	CG6142|NP_651466.1|DMEL
OG0001241	LOC118458875|XP_035777718.1|AALB	CG8501|NP_610771.2|DMEL
OG0001242	LOC118457790|XP_035775529.1|AALB	Pp4-19C|NP_524803.1|DMEL
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	Fmo-1|NP_611859.1|DMEL
OG0001247	LOC118466018|XP_035790726.1|AALB	p120ctn|NP_001036444.1|DMEL
OG0001248	LOC118465826|XP_035790307.1|AALB	GNBP3|NP_523986.2|DMEL
OG0001249	LOC118463759|XP_035786466.1|AALB	CG1894|NP_651620.1|DMEL, mof|NP_511051.1|DMEL
OG0001257	LOC118469009|XP_035796340.1|AALB	unc-13|NP_001245427.1|DMEL
OG0001258	LOC118458042|XP_035776057.1|AALB	Ctr1B|NP_649790.1|DMEL
OG0001259	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB	Klp3A|NP_525053.1|DMEL
OG0001260	LOC118460936|XP_035781596.1|AALB	CAH7|NP_649979.1|DMEL
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	Ntf-2r|NP_609878.1|DMEL, Ntf-2|NP_608422.1|DMEL
OG0001263	LOC118465872|XP_035790398.1|AALB	CycB3|NP_651303.2|DMEL
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	CG10019|NP_001368961.1|DMEL
OG0001266	LOC118457732|XP_035775418.1|AALB	rad50|NP_001246461.1|DMEL
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	CG7084|NP_651016.1|DMEL
OG0001269	LOC118458301|XP_035776522.1|AALB	wal|NP_476975.1|DMEL
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	CG2926|NP_649554.1|DMEL
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	CG12920|NP_610550.1|DMEL
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	Eh|NP_524386.1|DMEL
OG0001274	LOC118466941|XP_035792733.1|AALB	Cyp305a1|NP_649151.1|DMEL
OG0001276	LOC118467508|XP_035793953.1|AALB	Mul1|NP_647847.1|DMEL
OG0001277	LOC118463487|XP_035785971.1|AALB	Or63a|NP_523895.2|DMEL
OG0001278	LOC118467600|XP_035794181.1|AALB	Prps|NP_729528.2|DMEL
OG0001279	LOC118467611|XP_035794206.1|AALB	RpS17|NP_524002.1|DMEL
OG0001280	LOC118464283|XP_035787451.1|AALB	CG13876|NP_612009.1|DMEL
OG0001281	LOC118464877|XP_035788512.1|AALB	Cpr62Bb|NP_001137869.1|DMEL
OG0001282	LOC118463127|XP_035785377.1|AALB	CG3165|NP_608732.1|DMEL
OG0001283	LOC118463747|XP_035786435.1|AALB	CG8414|NP_611084.2|DMEL
OG0001284	LOC118460504|XP_035780751.1|AALB	Scp1|NP_001263160.1|DMEL
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	Gale|NP_612044.1|DMEL
OG0001286	LOC118457587|XP_035775168.1|AALB	CG31676|NP_652593.3|DMEL
OG0001287	LOC118463595|XP_035786147.1|AALB	CG31344|NP_650433.1|DMEL
OG0001288	LOC118457380|XP_035774808.1|AALB	Pkg21D|NP_477213.1|DMEL
OG0001290	LOC118460506|XP_035780752.1|AALB	Msp300|NP_001188695.1|DMEL
OG0001291	LOC118460352|XP_035780485.1|AALB	Nap1|NP_477128.1|DMEL
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	Pgant9|NP_001097342.1|DMEL
OG0001293	LOC118468502|XP_035795229.1|AALB	mRpL33|NP_524981.2|DMEL
OG0001294	LOC118456945|XP_035774009.1|AALB	Kap-alpha3|NP_731377.1|DMEL
OG0001295	LOC118468446|XP_035795109.1|AALB	CCT6|NP_573066.1|DMEL
OG0001296	LOC118457243|XP_035774518.1|AALB	Ugt50B3|NP_001260710.1|DMEL
OG0001297	LOC118459854|XP_035779518.1|AALB	Saf-B|NP_733041.2|DMEL
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	SIFaR|NP_001163674.1|DMEL
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	Con|NP_001246635.1|DMEL
OG0001300	LOC118459364|XP_035778556.1|AALB	Tctp|NP_650048.1|DMEL
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	CG11236|NP_609075.1|DMEL
OG0001302	LOC118461957|XP_035783751.1|AALB	CG8654|NP_611451.1|DMEL
OG0001303	LOC118458916|XP_035777776.1|AALB	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL
OG0001304	LOC118460328|XP_035780432.1|AALB	RN-tre|NP_652381.1|DMEL
OG0001305	LOC118457357|XP_035774756.1|AALB	CRMP|NP_730954.2|DMEL
OG0001306	LOC118457402|XP_035774859.1|AALB	modSP|NP_536776.2|DMEL
OG0001307	LOC118459515|XP_035778850.1|AALB	Rcc1|NP_523943.1|DMEL
OG0001308	LOC118461312|XP_035782395.1|AALB	CG2924|NP_569994.1|DMEL
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	CG14882|NP_650544.1|DMEL
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	Bx|NP_001259687.1|DMEL
OG0001312	LOC118464188|XP_035787233.1|AALB	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL
OG0001313	LOC118464219|XP_035787284.1|AALB	SMC2|NP_610995.1|DMEL
OG0001314	LOC118463333|XP_035785730.1|AALB	GatC|NP_001027263.1|DMEL
OG0001315	LOC118468527|XP_035795288.1|AALB	CG4325|NP_569969.1|DMEL
OG0001316	LOC118465245|XP_035789159.1|AALB	CG10916|NP_611303.1|DMEL
OG0001326	LOC118461381|XP_035782530.1|AALB	Fer2LCH|NP_001263106.1|DMEL
OG0001328	LOC118464706|XP_035788125.1|AALB	CycD|NP_523355.2|DMEL
OG0001329	LOC118460972|XP_035781678.1|AALB	CG9723|NP_573142.1|DMEL
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	mud|NP_727769.3|DMEL
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	CG14780|NP_569920.2|DMEL
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	CG16700|NP_573191.1|DMEL
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	OtopLb|NP_608758.1|DMEL
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	CDase|NP_651797.1|DMEL
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	Ect3|NP_650142.1|DMEL
OG0001337	LOC118457682|XP_035775340.1|AALB	Ubr1|NP_573184.1|DMEL
OG0001338	LOC118458991|XP_035777882.1|AALB	Sply|NP_652032.1|DMEL
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	Lac|NP_523713.2|DMEL
OG0001340	LOC118458161|XP_035776256.1|AALB	Dbp80|NP_001263168.1|DMEL
OG0001341	LOC118458126|XP_035776201.1|AALB	CG13630|NP_651281.1|DMEL
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	5-HT7|NP_524599.1|DMEL
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	CG12811|NP_649972.1|DMEL
OG0001346	LOC118460211|XP_035780218.1|AALB	CG16734|NP_649872.2|DMEL
OG0001347	LOC118456588|XP_035773378.1|AALB	CG14613|NP_608463.1|DMEL
OG0001348	LOC118467737|XP_035794437.1|AALB	Rai1|NP_996492.1|DMEL
OG0001349	LOC118467457|XP_035793858.1|AALB	CG7120|NP_001246667.1|DMEL
OG0001350	LOC118467767|XP_035794488.1|AALB	CG7560|NP_648462.1|DMEL
OG0001351	LOC118464619|XP_035787957.1|AALB	CG12129|NP_610545.1|DMEL
OG0001352	LOC118466479|XP_035791754.1|AALB	Src42A|NP_610191.2|DMEL
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	CG7272|NP_648768.1|DMEL
OG0001354	LOC118466957|XP_035792751.1|AALB	retn|NP_788434.1|DMEL
OG0001355	LOC118463066|XP_035785216.1|AALB	RpS24|NP_611693.1|DMEL
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	Tpc1|NP_650034.1|DMEL
OG0001357	LOC118465108|XP_035788945.1|AALB	Mcad|NP_648149.1|DMEL
OG0001358	LOC118466506|XP_035791828.1|AALB	ftz-f1|NP_524143.2|DMEL
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	Spn27A|NP_652024.1|DMEL
OG0001360	LOC118462579|XP_035784280.1|AALB	eIF3j|NP_610541.1|DMEL
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	CNMaR|NP_001027122.2|DMEL
OG0001362	LOC118467608|XP_035794202.1|AALB	Ubc4|NP_524010.2|DMEL
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	Vha13|NP_477437.1|DMEL
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	luna|NP_001260879.1|DMEL
OG0001365	LOC118464898|XP_035788551.1|AALB	BI-1|NP_648205.1|DMEL
OG0001367	LOC118467236|XP_035793387.1|AALB	CG33143|NP_001368934.1|DMEL
OG0001368	LOC118464370|XP_035787602.1|AALB	Hydr1|NP_610459.2|DMEL
OG0001369	LOC118463125|XP_035785375.1|AALB	Ndc80|NP_572902.1|DMEL
OG0001370	LOC118463513|XP_035786008.1|AALB	CG3520|NP_611792.1|DMEL
OG0001371	LOC118462782|XP_035784652.1|AALB	CG17684|NP_001015352.3|DMEL
OG0001372	LOC118465741|XP_035790096.1|AALB	Stacl|NP_001260996.1|DMEL
OG0001373	LOC118469078|XP_035796453.1|AALB	DIP-theta|NP_723103.1|DMEL
OG0001374	LOC118460501|XP_035780748.1|AALB	Sps1|NP_725374.1|DMEL
OG0001376	LOC118468385|XP_035795038.1|AALB	Smyd4-3|NP_725048.1|DMEL
OG0001377	LOC118459042|XP_035777956.1|AALB	Snoo|NP_001097115.1|DMEL
OG0001378	LOC118457312|XP_035774691.1|AALB	TTLL3B|NP_609068.2|DMEL
OG0001379	LOC118457594|XP_035775183.1|AALB	drm|NP_001285590.1|DMEL
OG0001380	LOC118460719|XP_035781157.1|AALB	ZnT41F|NP_610185.1|DMEL
OG0001381	LOC118461747|XP_035783354.1|AALB	csul|NP_477184.1|DMEL
OG0001382	LOC118459816|XP_035779454.1|AALB	toc|NP_477153.1|DMEL
OG0001383	LOC118461252|XP_035782261.1|AALB	Tom7|NP_610433.1|DMEL
OG0001384	LOC118456735|XP_035773678.1|AALB	amd|NP_724162.1|DMEL
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	Pka-C1|NP_476977.1|DMEL
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	CG5958|NP_609119.2|DMEL
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	bsk|NP_723541.1|DMEL
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	beat-IV|NP_001262876.1|DMEL
OG0001390	LOC118458124|XP_035776197.1|AALB	Gs1l|NP_477229.3|DMEL
OG0001391	LOC118459337|XP_035778502.1|AALB	AsnRS|NP_609948.1|DMEL
OG0001392	LOC118468995|XP_035796313.1|AALB	CG10803|NP_570064.1|DMEL
OG0001393	LOC118461806|XP_035783445.1|AALB	RpL30|NP_524687.1|DMEL
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	rho-5|NP_995679.1|DMEL
OG0001395	LOC118461065|XP_035781850.1|AALB	Caf1-55|NP_524354.1|DMEL
OG0001396	LOC118461617|XP_035783052.1|AALB	CG12123|NP_572478.1|DMEL
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	dpr4|NP_001014616.2|DMEL
OG0001399	LOC118467164|XP_035793213.1|AALB	Nipped-A|NP_001097192.2|DMEL
OG0001400	LOC118467333|XP_035793580.1|AALB	CG7966|NP_650256.2|DMEL
OG0001401	LOC118465172|XP_035789027.1|AALB	obst-F|NP_649186.1|DMEL
OG0001402	LOC118462786|XP_035784666.1|AALB	CG10516|NP_648819.2|DMEL
OG0001403	LOC118465458|XP_035789641.1|AALB	Oat|NP_649139.1|DMEL
OG0001404	LOC118466099|XP_035790907.1|AALB	bbc|NP_001246300.1|DMEL
OG0001405	LOC118462520|XP_035784158.1|AALB	NtR|NP_651958.2|DMEL
OG0001406	LOC118467314|XP_035793542.1|AALB	Tim8|NP_572713.1|DMEL
OG0001407	LOC118462750|XP_035784606.1|AALB	CG33051|NP_788522.1|DMEL
OG0001408	LOC118459018|XP_035777913.1|AALB	CG8299|NP_611066.1|DMEL
OG0001429	LOC118462353|XP_035784012.1|AALB	PK1-R|NP_001247089.1|DMEL
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	sqd|NP_731825.1|DMEL
OG0001431	LOC118456390|XP_035772976.1|AALB	CG32708|NP_727306.1|DMEL, CG40813|NP_001104071.2|DMEL, CG41562|NP_001104090.1|DMEL, CG10993|NP_572923.1|DMEL
OG0001432	LOC118462553|XP_035784225.1|AALB	ND-75|NP_511083.1|DMEL
OG0001433	LOC118463279|XP_035785648.1|AALB	vret|NP_651092.1|DMEL
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	Rala|NP_525063.1|DMEL
OG0001435	LOC118468680|XP_035795684.1|AALB	Nup50|NP_610355.1|DMEL
OG0001436	LOC118462763|XP_035784623.1|AALB	CG5815|NP_733196.1|DMEL
OG0001437	LOC118467096|XP_035793035.1|AALB	RpS13|NP_476938.1|DMEL
OG0001438	LOC118461615|XP_035783053.1|AALB	CG1523|NP_651635.2|DMEL
OG0001439	LOC118464402|XP_035787653.1|AALB	RpS30|NP_650922.1|DMEL
OG0001442	LOC118460818|XP_035781331.1|AALB	smt3|NP_477411.1|DMEL
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	CG9747|NP_651779.1|DMEL
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	CG31198|NP_732654.1|DMEL
OG0001445	LOC118468537|XP_035795312.1|AALB	Sfxn1-3|NP_730823.2|DMEL
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	CG17119|NP_651116.1|DMEL
OG0001447	LOC118460135|XP_035780092.1|AALB	ClC-a|NP_788639.1|DMEL
OG0001448	LOC118461382|XP_035782531.1|AALB	Fer1HCH|NP_001263104.1|DMEL
OG0001449	LOC118461800|XP_035783436.1|AALB	Got1|NP_725534.1|DMEL
OG0001450	LOC118466662|XP_035792153.1|AALB	Gpdh1|NP_476565.1|DMEL
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	CG12836|NP_001286153.2|DMEL
OG0001452	LOC118467047|XP_035792926.1|AALB	Rgk1|NP_725875.3|DMEL
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	Pdss2|NP_649277.1|DMEL
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	Patr-1|NP_650592.1|DMEL
OG0001455	LOC118462833|XP_035784775.1|AALB	Exn|NP_001189123.1|DMEL
OG0001456	LOC118465294|XP_035789261.1|AALB	CAP|NP_001369075.1|DMEL
OG0001457	LOC118463147|XP_035785415.1|AALB	Cap-G|NP_995827.2|DMEL
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	Dh44-R1|NP_610960.1|DMEL
OG0001459	LOC118462862|XP_035784812.1|AALB	CG33993|NP_001033991.1|DMEL
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	Vps13|NP_610299.2|DMEL
OG0001461	LOC118467643|XP_035794267.1|AALB	Grip84|NP_728264.1|DMEL
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	Hsp83|NP_523899.1|DMEL
OG0001464	LOC118467133|XP_035793136.1|AALB	Vps26|NP_569952.2|DMEL
OG0001465	LOC118464144|XP_035787142.1|AALB	CG12341|NP_610612.1|DMEL
OG0001466	LOC118465793|XP_035790245.1|AALB	CG17036|NP_609584.1|DMEL
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	Osi21|NP_609501.1|DMEL
OG0001468	LOC118463433|XP_035785895.1|AALB	PGRP-LA|NP_996026.1|DMEL
OG0001469	LOC118467373|XP_035793680.1|AALB	ReepB|NP_610936.2|DMEL, CG4960|NP_651429.1|DMEL
OG0001470	LOC118463134|XP_035785386.1|AALB	CG7365|NP_649178.1|DMEL
OG0001471	LOC118465752|XP_035790117.1|AALB	Glut1|NP_612073.2|DMEL
OG0001472	LOC118466349|XP_035791375.1|AALB	Prosbeta6|NP_524115.1|DMEL
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	Or82a|NP_730794.1|DMEL
OG0001474	LOC118464199|XP_035787251.1|AALB	CG3781|NP_572303.4|DMEL
OG0001475	LOC118461063|XP_035781846.1|AALB	PIG-N|NP_610549.1|DMEL
OG0001476	LOC118461681|XP_035783163.1|AALB	Wnt5|NP_476924.1|DMEL
OG0001477	LOC118460502|XP_035780749.1|AALB	ATPsyngamma|NP_524550.1|DMEL
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	crq|NP_787957.1|DMEL
OG0001479	LOC118460847|XP_035781441.1|AALB	CG16824|NP_001097158.1|DMEL, CG13364|NP_652500.1|DMEL
OG0001480	LOC118458422|XP_035776770.1|AALB	ebi|NP_477329.1|DMEL
OG0001481	LOC118460390|XP_035780556.1|AALB	CG31688|NP_610035.4|DMEL
OG0001482	LOC118468347|XP_035795000.1|AALB	cato|NP_477344.1|DMEL
OG0001483	LOC118460969|XP_035781674.1|AALB	lt|NP_001036416.1|DMEL
OG0001484	LOC118468693|XP_035795702.1|AALB	CG2772|NP_608776.1|DMEL
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	NijB|NP_649068.1|DMEL
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	Tg|NP_609174.1|DMEL
OG0001487	LOC118458271|XP_035776477.1|AALB	CG40498|NP_001104342.3|DMEL
OG0001488	LOC118456299|XP_035772830.1|AALB	CG4734|NP_610864.1|DMEL
OG0001489	LOC118459507|XP_035778825.1|AALB	sick|NP_001260606.1|DMEL
OG0001490	LOC118459402|XP_035778604.1|AALB	RpS21|NP_722853.1|DMEL
OG0001491	LOC118458493|XP_035776939.1|AALB	Rab5|NP_523457.1|DMEL
OG0001492	LOC118468433|XP_035795089.1|AALB	kl-2|NP_001015505.5|DMEL, CG9068|NP_611111.1|DMEL
OG0001493	LOC118469002|XP_035796329.1|AALB	Naa20A|NP_001259714.1|DMEL
OG0001494	LOC118461696|XP_035783208.1|AALB	CheA7a|NP_572395.2|DMEL
OG0001495	LOC118468998|XP_035796320.1|AALB	CG42516|NP_001163086.1|DMEL
OG0001496	LOC118461832|XP_035783486.1|AALB	RpS6|NP_511073.1|DMEL
OG0001497	LOC118461801|XP_035783437.1|AALB	VhaAC45|NP_610470.1|DMEL
OG0001500	LOC118456637|XP_035773464.1|AALB	botv|NP_523790.1|DMEL
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	CG18547|NP_650138.1|DMEL
OG0001502	LOC118461259|XP_035782272.1|AALB	CG7639|NP_995838.1|DMEL
OG0001503	LOC118466174|XP_035791054.1|AALB	Gr43a|NP_001286158.1|DMEL
OG0001504	LOC118466794|XP_035792431.1|AALB	CG43736|NP_001259298.1|DMEL
OG0001506	LOC118464164|XP_035787192.1|AALB	Iswi|NP_523719.1|DMEL
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	Fili|NP_001369108.1|DMEL
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	CG9864|NP_611462.1|DMEL
OG0001509	LOC118467501|XP_035793944.1|AALB	stum|NP_611603.3|DMEL
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	ifc|NP_476594.1|DMEL
OG0001511	LOC118462626|XP_035784359.1|AALB	CG9380|NP_001036571.2|DMEL
OG0001512	LOC118467300|XP_035793512.1|AALB	ppk26|NP_648125.3|DMEL
OG0001513	LOC118463792|XP_035786520.1|AALB	nrm|NP_001246890.1|DMEL
OG0001515	LOC118460654|XP_035781010.1|AALB	MED22|NP_569870.1|DMEL
OG0001516	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB	PH4alphaNE2|NP_733378.1|DMEL, CG31524|NP_733379.2|DMEL
OG0001534	LOC118465774|XP_035790226.1|AALB	CG34417|NP_001259282.1|DMEL
OG0001535	LOC118457255|XP_035774538.1|AALB	CG15449|NP_608423.1|DMEL
OG0001536	LOC118457824|XP_035775592.1|AALB	scu|NP_523396.1|DMEL
OG0001537	LOC118462838|XP_035784792.1|AALB	lwr|NP_476978.1|DMEL
OG0001538	LOC118460246|XP_035780308.1|AALB	CG1640|NP_727696.2|DMEL
OG0001539	LOC118463471|XP_035785957.1|AALB	vir|NP_524900.1|DMEL
OG0001540	LOC118460831|XP_035781392.1|AALB	msl-2|NP_523467.1|DMEL
OG0001541	LOC118461438|XP_035782643.1|AALB	CG14457|NP_001014600.1|DMEL
OG0001542	LOC118459326|XP_035778479.1|AALB	Cad86C|NP_001247033.1|DMEL
OG0001545	LOC118463055|XP_035785202.1|AALB	CG32819|NP_728444.1|DMEL, CG32820|NP_728441.1|DMEL, CG17450|NP_728438.2|DMEL
OG0001546	LOC118457273|XP_035774564.1|AALB	GCS2alpha|NP_652145.1|DMEL
OG0001547	LOC118466119|XP_035790955.1|AALB	dnc|NP_726846.1|DMEL
OG0001548	LOC118459929|XP_035779689.1|AALB	Arp2|NP_001259621.1|DMEL
OG0001549	LOC118457891|XP_035775731.1|AALB	Mhc|NP_723999.1|DMEL
OG0001551	LOC118458450|XP_035776826.1|AALB	Nha2|NP_001247251.1|DMEL
OG0001552	LOC118468972|XP_035796242.1|AALB	ATP6AP2|NP_649876.1|DMEL
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	AstA-R1|NP_524700.1|DMEL
OG0001554	LOC118458577|XP_035777126.1|AALB	Skeletor|NP_001247027.1|DMEL
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	CG10621|NP_609920.1|DMEL
OG0001556	LOC118462575|XP_035784271.1|AALB	nopo|NP_611305.1|DMEL
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	Amun|NP_572741.1|DMEL
OG0001558	LOC118460243|XP_035780291.1|AALB	CG16952|NP_001356947.1|DMEL
OG0001559	LOC118468892|XP_035796078.1|AALB	CG6356|NP_651240.1|DMEL
OG0001560	LOC118459595|XP_035779015.1|AALB	dsx|NP_001262353.1|DMEL
OG0001561	LOC118457814|XP_035775568.1|AALB	CREG|NP_524385.2|DMEL
OG0001562	LOC118464784|XP_035788308.1|AALB	Nse1|NP_609063.1|DMEL
OG0001563	LOC118468455|XP_035795128.1|AALB	alpha-Cat|NP_524219.1|DMEL
OG0001564	LOC118458845|XP_035777642.1|AALB	CASK|NP_001262811.1|DMEL
OG0001565	LOC118456664|XP_035773512.1|AALB	grn|NP_001262366.1|DMEL
OG0001566	LOC118460066|XP_035779956.1|AALB	CG4511|NP_650026.1|DMEL
OG0001567	LOC118463265|XP_035785628.1|AALB	CG13202|NP_610675.1|DMEL
OG0001568	LOC118462565|XP_035784248.1|AALB	cv-c|NP_001097786.1|DMEL
OG0001569	LOC118462583|XP_035784283.1|AALB	Adgf-C|NP_650308.3|DMEL
OG0001570	LOC118458696|XP_035777328.1|AALB	CheA87a|NP_650280.1|DMEL
OG0001571	LOC118468784|XP_035795874.1|AALB	dpr19|NP_609392.1|DMEL
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	CG9917|NP_573117.2|DMEL
OG0001573	LOC118463557|XP_035786074.1|AALB	RhoGEF64C|NP_729032.1|DMEL
OG0001574	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB	CG13375|NP_569837.2|DMEL
OG0001575	LOC118465336|XP_035789378.1|AALB	CG6204|NP_651229.2|DMEL
OG0001576	LOC118464403|XP_035787650.1|AALB	CG6693|NP_650052.1|DMEL
OG0001577	LOC118464309|XP_035787493.1|AALB	dgt1|NP_001287595.1|DMEL
OG0001578	LOC118463396|XP_035785834.1|AALB	rswl|NP_611335.1|DMEL
OG0001579	LOC118464271|XP_035787426.1|AALB	CG18809|NP_652669.1|DMEL
OG0001580	LOC118464408|XP_035787657.1|AALB	wde|NP_610608.1|DMEL
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	Cubn|NP_727348.2|DMEL
OG0001582	LOC118464532|XP_035787862.1|AALB	vis|NP_788337.1|DMEL, achi|NP_725183.1|DMEL
OG0001583	LOC118466473|XP_035791747.1|AALB	CG30377|NP_610329.2|DMEL
OG0001584	LOC118465768|XP_035790176.1|AALB	Dci|NP_612065.1|DMEL
OG0001586	LOC118465652|XP_035789959.1|AALB	SMSr|NP_648114.1|DMEL
OG0001587	LOC118466944|XP_035792738.1|AALB	CG10465|NP_610165.1|DMEL
OG0001588	LOC118464405|XP_035787652.1|AALB	CG12107|NP_610314.1|DMEL
OG0001589	LOC118460867|XP_035781491.1|AALB	IntS3|NP_001036437.1|DMEL
OG0001590	LOC118465624|XP_035789915.1|AALB	hts|NP_001097377.2|DMEL
OG0001591	LOC118467389|XP_035793729.1|AALB	Cnx14D|NP_573131.1|DMEL, CG1924|NP_572788.2|DMEL, Cnx99A|NP_001036767.1|DMEL
