Orthogroup	AALB.longest_only	CCAP.longest_only
OG0000975	LOC118461802|XP_035783438.1|AALB	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	CCAP1982_LOCUS4863|CAD6996171.1|CCAP
OG0000977	LOC118468937|XP_035796163.1|AALB	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP
OG0000978	LOC118464760|XP_035788272.1|AALB	CCAP1982_LOCUS4767|CAD6996059.1|CCAP
OG0000979	LOC118459941|XP_035779710.1|AALB	CCAP1982_LOCUS1023|CAD6992145.1|CCAP
OG0000992	LOC118467370|XP_035793679.1|AALB	CCAP1982_LOCUS4021|CAD6995302.1|CCAP
OG0000995	LOC118467882|XP_035794687.1|AALB	CCAP1982_LOCUS22836|CAD7014872.1|CCAP
OG0000996	LOC118464625|XP_035787964.1|AALB	CCAP1982_LOCUS21390|CAD7013320.1|CCAP
OG0000997	LOC118463841|XP_035786637.1|AALB	CCAP1982_LOCUS23125|CAD7015172.1|CCAP, CCAP1982_LOCUS23124|CAD7015171.1|CCAP
OG0000998	LOC118463641|XP_035786269.1|AALB	CCAP1982_LOCUS11164|CAD7002685.1|CCAP, CCAP1982_LOCUS11162|CAD7002682.1|CCAP, CCAP1982_LOCUS11161|CAD7002681.1|CCAP, CCAP1982_LOCUS11159|CAD7002677.1|CCAP
OG0001000	LOC118468586|XP_035795411.1|AALB	CCAP1982_LOCUS7177|CAD6998602.1|CCAP
OG0001001	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB	CCAP1982_LOCUS7241|CAD6998682.1|CCAP
OG0001002	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP
OG0001004	LOC118461508|XP_035782830.1|AALB	CCAP1982_LOCUS519|CAD6991602.1|CCAP
OG0001005	LOC118457323|XP_035774708.1|AALB	CCAP1982_LOCUS13375|CAD7004999.1|CCAP
OG0001006	LOC118466540|XP_035791949.1|AALB	CCAP1982_LOCUS13426|CAD7005058.1|CCAP
OG0001007	LOC118465783|XP_035790210.1|AALB	CCAP1982_LOCUS21101|CAD7013012.1|CCAP
OG0001009	LOC118457397|XP_035774827.1|AALB	CCAP1982_LOCUS8077|CAD6999557.1|CCAP
OG0001019	LOC118465401|XP_035789500.1|AALB	CCAP1982_LOCUS3433|CAD6994698.1|CCAP
OG0001024	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP
OG0001025	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB	CCAP1982_LOCUS14956|CAD7006653.1|CCAP
OG0001026	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB	CCAP1982_LOCUS21674|CAD7013623.1|CCAP
OG0001027	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB	CCAP1982_LOCUS11668|CAD7003208.1|CCAP
OG0001028	LOC118466252|XP_035791197.1|AALB	CCAP1982_LOCUS8649|CAD7000156.1|CCAP
OG0001031	LOC118458005|XP_035775973.1|AALB	CCAP1982_LOCUS6157|CAD6997518.1|CCAP, CCAP1982_LOCUS6156|CAD6997517.1|CCAP, CCAP1982_LOCUS6151|CAD6997512.1|CCAP
OG0001042	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB	CCAP1982_LOCUS1764|CAD6992931.1|CCAP
OG0001045	LOC118460207|XP_035780211.1|AALB	CCAP1982_LOCUS20913|CAD7012813.1|CCAP
OG0001046	LOC118461602|XP_035783012.1|AALB	CCAP1982_LOCUS19960|CAD7011851.1|CCAP
OG0001048	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB	CCAP1982_LOCUS21371|CAD7013300.1|CCAP
OG0001049	LOC118467134|XP_035793137.1|AALB	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP
OG0001050	LOC118466206|XP_035791116.1|AALB	CCAP1982_LOCUS11755|CAD7003293.1|CCAP
OG0001051	LOC118458232|XP_035776394.1|AALB	CCAP1982_LOCUS7727|CAD6999191.1|CCAP
OG0001051	LOC118464584|XP_035787920.1|AALB, LOC118464585|XP_035787921.1|AALB	CCAP1982_LOCUS7728|CAD6999192.1|CCAP
OG0001052	LOC118456651|XP_035773484.1|AALB	CCAP1982_LOCUS5814|CAD6997172.1|CCAP
OG0001054	LOC118458947|XP_035777823.1|AALB	CCAP1982_LOCUS3180|CAD6994429.1|CCAP
OG0001057	LOC118456428|XP_035773077.1|AALB	CCAP1982_LOCUS20701|CAD7012617.1|CCAP
OG0001059	LOC118466592|XP_035792047.1|AALB	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP
OG0001073	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB	CCAP1982_LOCUS2980|CAD6994218.1|CCAP
OG0001074	LOC118465055|XP_035788830.1|AALB	CCAP1982_LOCUS22501|CAD7014499.1|CCAP
OG0001077	LOC118468651|XP_035795571.1|AALB	CCAP1982_LOCUS4172|CAD6995457.1|CCAP
OG0001079	LOC118462980|XP_035785069.1|AALB	CCAP1982_LOCUS12708|CAD7004289.1|CCAP
OG0001080	LOC118466686|XP_035792207.1|AALB	CCAP1982_LOCUS11124|CAD7002641.1|CCAP
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	CCAP1982_LOCUS996|CAD6992112.1|CCAP
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	CCAP1982_LOCUS22051|CAD7014045.1|CCAP
OG0001083	LOC118463887|XP_035786707.1|AALB	CCAP1982_LOCUS14891|CAD7006577.1|CCAP
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	CCAP1982_LOCUS21820|CAD7013799.1|CCAP, CCAP1982_LOCUS21819|CAD7013798.1|CCAP
OG0001085	LOC118463368|XP_035785785.1|AALB	CCAP1982_LOCUS21337|CAD7013266.1|CCAP
OG0001086	LOC118466154|XP_035791022.1|AALB	CCAP1982_LOCUS21090|CAD7013000.1|CCAP
OG0001088	LOC118463537|XP_035786046.1|AALB	CCAP1982_LOCUS12834|CAD7004425.1|CCAP
OG0001089	LOC118463098|XP_035785279.1|AALB	CCAP1982_LOCUS12321|CAD7003891.1|CCAP
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	CCAP1982_LOCUS12515|CAD7004092.1|CCAP
OG0001091	LOC118467703|XP_035794379.1|AALB, LOC118467702|XP_035794378.1|AALB, LOC118464616|XP_035787954.1|AALB, LOC118464294|XP_035787469.1|AALB	CCAP1982_LOCUS11183|CAD7002706.1|CCAP
OG0001092	LOC118458375|XP_035776670.1|AALB	CCAP1982_LOCUS8406|CAD6999896.1|CCAP
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	CCAP1982_LOCUS6585|CAD6997967.1|CCAP, CCAP1982_LOCUS6594|CAD6997977.1|CCAP
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	CCAP1982_LOCUS5633|CAD6996967.1|CCAP
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	CCAP1982_LOCUS8252|CAD6999726.1|CCAP
OG0001097	LOC118468054|XP_035794870.1|AALB	CCAP1982_LOCUS5730|CAD6997077.1|CCAP
OG0001099	LOC118459695|XP_035779229.1|AALB	CCAP1982_LOCUS12524|CAD7004101.1|CCAP
OG0001100	LOC118467040|XP_035792918.1|AALB	CCAP1982_LOCUS908|CAD6992026.1|CCAP
OG0001101	LOC118465160|XP_035789001.1|AALB	CCAP1982_LOCUS20125|CAD7012014.1|CCAP
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	CCAP1982_LOCUS14209|CAD7005867.1|CCAP, CCAP1982_LOCUS14212|CAD7005870.1|CCAP, CCAP1982_LOCUS14202|CAD7005860.1|CCAP
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP
OG0001104	LOC118466871|XP_035792612.1|AALB	CCAP1982_LOCUS20148|CAD7012046.1|CCAP
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP
OG0001107	LOC118462914|XP_035784912.1|AALB	CCAP1982_LOCUS6892|CAD6998283.1|CCAP, CCAP1982_LOCUS10089|CAD7001595.1|CCAP, CCAP1982_LOCUS6377|CAD6997745.1|CCAP
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	CCAP1982_LOCUS4136|CAD6995419.1|CCAP
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	CCAP1982_LOCUS3124|CAD6994371.1|CCAP
OG0001121	LOC118467126|XP_035793101.1|AALB	CCAP1982_LOCUS22189|CAD7014183.1|CCAP
OG0001122	LOC118466831|XP_035792522.1|AALB	CCAP1982_LOCUS12577|CAD7004157.1|CCAP
OG0001124	LOC118465314|XP_035789323.1|AALB	CCAP1982_LOCUS3530|CAD6994799.1|CCAP
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	CCAP1982_LOCUS12956|CAD7004560.1|CCAP
OG0001126	LOC118466913|XP_035792673.1|AALB	CCAP1982_LOCUS12937|CAD7004540.1|CCAP
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	CCAP1982_LOCUS13446|CAD7005083.1|CCAP
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	CCAP1982_LOCUS23086|CAD7015136.1|CCAP
OG0001129	LOC118456467|XP_035773148.1|AALB	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP
OG0001130	LOC118468542|XP_035795318.1|AALB	CCAP1982_LOCUS5744|CAD6997091.1|CCAP
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	CCAP1982_LOCUS10341|CAD7001852.1|CCAP
OG0001133	LOC118459323|XP_035778470.1|AALB	CCAP1982_LOCUS6900|CAD6998291.1|CCAP, CCAP1982_LOCUS6901|CAD6998292.1|CCAP, CCAP1982_LOCUS6888|CAD6998279.1|CCAP, CCAP1982_LOCUS6889|CAD6998280.1|CCAP, CCAP1982_LOCUS6904|CAD6998295.1|CCAP, CCAP1982_LOCUS6899|CAD6998290.1|CCAP
OG0001134	LOC118459711|XP_035779262.1|AALB	CCAP1982_LOCUS20005|CAD7011894.1|CCAP
OG0001135	LOC118458211|XP_035776349.1|AALB	CCAP1982_LOCUS54|CAD6991107.1|CCAP
OG0001135	LOC118458424|XP_035776772.1|AALB	CCAP1982_LOCUS53|CAD6991106.1|CCAP
OG0001136	LOC118461028|XP_035781783.1|AALB	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP
OG0001137	LOC118457518|XP_035775055.1|AALB	CCAP1982_LOCUS5134|CAD6996465.1|CCAP
OG0001138	LOC118464731|XP_035788215.1|AALB	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP
OG0001139	LOC118465857|XP_035790380.1|AALB	CCAP1982_LOCUS14528|CAD7006200.1|CCAP
OG0001153	LOC118465049|XP_035788825.1|AALB	CCAP1982_LOCUS20531|CAD7012450.1|CCAP
OG0001154	LOC118468672|XP_035795648.1|AALB	CCAP1982_LOCUS5972|CAD6997338.1|CCAP
OG0001157	LOC118461514|XP_035782836.1|AALB	CCAP1982_LOCUS4065|CAD6995346.1|CCAP
OG0001158	LOC118458274|XP_035776486.1|AALB	CCAP1982_LOCUS8483|CAD6999978.1|CCAP
OG0001160	LOC118457823|XP_035775591.1|AALB	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP
OG0001162	LOC118458801|XP_035777541.1|AALB	CCAP1982_LOCUS861|CAD6991974.1|CCAP, CCAP1982_LOCUS3527|CAD6994796.1|CCAP
OG0001163	LOC118458840|XP_035777635.1|AALB	CCAP1982_LOCUS1187|CAD6992319.1|CCAP, CCAP1982_LOCUS8994|CAD7000516.1|CCAP, CCAP1982_LOCUS14342|CAD7006007.1|CCAP
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP
OG0001165	LOC118468688|XP_035795695.1|AALB	CCAP1982_LOCUS2339|CAD6993527.1|CCAP
OG0001167	LOC118464622|XP_035787961.1|AALB	CCAP1982_LOCUS23222|CAD7015275.1|CCAP
OG0001168	LOC118465527|XP_035789744.1|AALB	CCAP1982_LOCUS22756|CAD7014785.1|CCAP
OG0001170	LOC118460729|XP_035781178.1|AALB	CCAP1982_LOCUS4015|CAD6995296.1|CCAP, CCAP1982_LOCUS8446|CAD6999937.1|CCAP, CCAP1982_LOCUS4014|CAD6995295.1|CCAP
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	CCAP1982_LOCUS11094|CAD7002610.1|CCAP, CCAP1982_LOCUS11093|CAD7002609.1|CCAP, CCAP1982_LOCUS11087|CAD7002601.1|CCAP
OG0001172	LOC118462641|XP_035784382.1|AALB	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP
OG0001173	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB	CCAP1982_LOCUS137|CAD6991199.1|CCAP
OG0001174	LOC118467301|XP_035793514.1|AALB	CCAP1982_LOCUS13231|CAD7004846.1|CCAP
OG0001175	LOC118461601|XP_035783010.1|AALB	CCAP1982_LOCUS19961|CAD7011852.1|CCAP
OG0001176	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB	CCAP1982_LOCUS7150|CAD6998569.1|CCAP
OG0001177	LOC118461535|XP_035782864.1|AALB	CCAP1982_LOCUS7053|CAD6998455.1|CCAP
OG0001178	LOC118457080|XP_035774261.1|AALB	CCAP1982_LOCUS6924|CAD6998317.1|CCAP
OG0001178	LOC118456756|XP_035773713.1|AALB	CCAP1982_LOCUS22089|CAD7014082.1|CCAP
OG0001179	LOC118458722|XP_035777360.1|AALB	CCAP1982_LOCUS21397|CAD7013328.1|CCAP
OG0001180	LOC118468911|XP_035796109.1|AALB	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP
OG0001181	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP
OG0001182	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB	CCAP1982_LOCUS461|CAD6991542.1|CCAP
OG0001183	LOC118467069|XP_035792999.1|AALB	CCAP1982_LOCUS393|CAD6991469.1|CCAP
OG0001185	LOC118457401|XP_035774834.1|AALB	CCAP1982_LOCUS235|CAD6991306.1|CCAP
OG0001186	LOC118466562|XP_035791999.1|AALB	CCAP1982_LOCUS4357|CAD6995650.1|CCAP
OG0001187	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB	CCAP1982_LOCUS20646|CAD7012561.1|CCAP
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	CCAP1982_LOCUS19467|CAD7011363.1|CCAP
OG0001193	LOC118465058|XP_035788833.1|AALB	CCAP1982_LOCUS1428|CAD6992580.1|CCAP
OG0001195	LOC118467257|XP_035793433.1|AALB	CCAP1982_LOCUS21002|CAD7012903.1|CCAP
OG0001201	LOC118461173|XP_035782076.1|AALB	CCAP1982_LOCUS703|CAD6991799.1|CCAP
OG0001202	LOC118462103|XP_035783994.1|AALB	CCAP1982_LOCUS12204|CAD7003768.1|CCAP
OG0001203	LOC118458443|XP_035776822.1|AALB	CCAP1982_LOCUS9590|CAD7001118.1|CCAP
OG0001203	LOC118459523|XP_035778877.1|AALB	CCAP1982_LOCUS9348|CAD7000874.1|CCAP
OG0001205	LOC118463845|XP_035786643.1|AALB	CCAP1982_LOCUS4555|CAD6995854.1|CCAP
OG0001206	LOC118462907|XP_035784902.1|AALB	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	CCAP1982_LOCUS1957|CAD6993131.1|CCAP, CCAP1982_LOCUS1956|CAD6993130.1|CCAP
OG0001211	LOC118460819|XP_035781332.1|AALB	CCAP1982_LOCUS2793|CAD6994016.1|CCAP, CCAP1982_LOCUS2795|CAD6994018.1|CCAP, CCAP1982_LOCUS2794|CAD6994017.1|CCAP
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	CCAP1982_LOCUS4317|CAD6995611.1|CCAP
OG0001214	LOC118459114|XP_035778071.1|AALB	CCAP1982_LOCUS1460|CAD6992611.1|CCAP
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	CCAP1982_LOCUS2002|CAD6993180.1|CCAP
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	CCAP1982_LOCUS2004|CAD6993182.1|CCAP
OG0001217	LOC118457400|XP_035774830.1|AALB	CCAP1982_LOCUS6159|CAD6997520.1|CCAP
OG0001218	LOC118460730|XP_035781179.1|AALB	CCAP1982_LOCUS3380|CAD6994645.1|CCAP
OG0001220	LOC118467131|XP_035793134.1|AALB	CCAP1982_LOCUS21522|CAD7013457.1|CCAP
OG0001223	LOC118463241|XP_035785600.1|AALB	CCAP1982_LOCUS22608|CAD7014617.1|CCAP
OG0001224	LOC118466057|XP_035790800.1|AALB	CCAP1982_LOCUS20318|CAD7012220.1|CCAP
OG0001225	LOC118465045|XP_035788815.1|AALB	CCAP1982_LOCUS21678|CAD7013628.1|CCAP
OG0001226	LOC118466987|XP_035792797.1|AALB	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP
OG0001227	LOC118458780|XP_035777498.1|AALB	CCAP1982_LOCUS8848|CAD7000368.1|CCAP, CCAP1982_LOCUS8849|CAD7000369.1|CCAP
OG0001229	LOC118457878|XP_035775694.1|AALB	CCAP1982_LOCUS21558|CAD7013498.1|CCAP
OG0001230	LOC118458823|XP_035777600.1|AALB	CCAP1982_LOCUS22839|CAD7014875.1|CCAP
OG0001231	LOC118468340|XP_035794992.1|AALB	CCAP1982_LOCUS5440|CAD6996761.1|CCAP
OG0001232	LOC118459302|XP_035778443.1|AALB	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP
OG0001233	LOC118458684|XP_035777288.1|AALB	CCAP1982_LOCUS8292|CAD6999769.1|CCAP, CCAP1982_LOCUS8291|CAD6999768.1|CCAP
OG0001234	LOC118458826|XP_035777605.1|AALB	CCAP1982_LOCUS19773|CAD7011689.1|CCAP
OG0001235	LOC118468919|XP_035796122.1|AALB	CCAP1982_LOCUS7409|CAD6998860.1|CCAP
OG0001236	LOC118457340|XP_035774731.1|AALB	CCAP1982_LOCUS14234|CAD7005894.1|CCAP
OG0001237	LOC118462010|XP_035783840.1|AALB	CCAP1982_LOCUS96|CAD6991156.1|CCAP
OG0001238	LOC118458685|XP_035777293.1|AALB	CCAP1982_LOCUS5052|CAD6996373.1|CCAP
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	CCAP1982_LOCUS286|CAD6991356.1|CCAP
OG0001241	LOC118458875|XP_035777718.1|AALB	CCAP1982_LOCUS4194|CAD6995478.1|CCAP
OG0001243	LOC118463399|XP_035785839.1|AALB	CCAP1982_LOCUS13382|CAD7005007.1|CCAP
OG0001247	LOC118466018|XP_035790726.1|AALB	CCAP1982_LOCUS21110|CAD7013024.1|CCAP
OG0001257	LOC118469009|XP_035796340.1|AALB	CCAP1982_LOCUS10597|CAD7002109.1|CCAP, CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP
OG0001258	LOC118458042|XP_035776057.1|AALB	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP
OG0001260	LOC118460936|XP_035781596.1|AALB	CCAP1982_LOCUS3092|CAD6994336.1|CCAP
OG0001263	LOC118465872|XP_035790398.1|AALB	CCAP1982_LOCUS1201|CAD6992337.1|CCAP, CCAP1982_LOCUS1202|CAD6992338.1|CCAP
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP
OG0001266	LOC118457732|XP_035775418.1|AALB	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	CCAP1982_LOCUS3717|CAD6994986.1|CCAP
OG0001269	LOC118458301|XP_035776522.1|AALB	CCAP1982_LOCUS20837|CAD7012733.1|CCAP
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	CCAP1982_LOCUS1004|CAD6992122.1|CCAP
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	CCAP1982_LOCUS22619|CAD7014628.1|CCAP
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	CCAP1982_LOCUS3030|CAD6994269.1|CCAP
OG0001274	LOC118466941|XP_035792733.1|AALB	CCAP1982_LOCUS14515|CAD7006186.1|CCAP
OG0001276	LOC118467508|XP_035793953.1|AALB	CCAP1982_LOCUS11502|CAD7003039.1|CCAP
OG0001277	LOC118463487|XP_035785971.1|AALB	CCAP1982_LOCUS13150|CAD7004758.1|CCAP
OG0001278	LOC118467600|XP_035794181.1|AALB	CCAP1982_LOCUS11822|CAD7003363.1|CCAP, CCAP1982_LOCUS5248|CAD6996580.1|CCAP
OG0001279	LOC118467611|XP_035794206.1|AALB	CCAP1982_LOCUS11832|CAD7003373.1|CCAP
OG0001280	LOC118464283|XP_035787451.1|AALB	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP
OG0001281	LOC118464877|XP_035788512.1|AALB	CCAP1982_LOCUS12999|CAD7004604.1|CCAP
OG0001282	LOC118463127|XP_035785377.1|AALB	CCAP1982_LOCUS5546|CAD6996873.1|CCAP
OG0001283	LOC118463747|XP_035786435.1|AALB	CCAP1982_LOCUS22647|CAD7014659.1|CCAP
OG0001284	LOC118460504|XP_035780751.1|AALB	CCAP1982_LOCUS6493|CAD6997874.1|CCAP
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	CCAP1982_LOCUS11810|CAD7003351.1|CCAP
OG0001286	LOC118457587|XP_035775168.1|AALB	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP
OG0001287	LOC118463595|XP_035786147.1|AALB	CCAP1982_LOCUS907|CAD6992023.1|CCAP
OG0001288	LOC118457380|XP_035774808.1|AALB	CCAP1982_LOCUS6082|CAD6997436.1|CCAP
OG0001290	LOC118460506|XP_035780752.1|AALB	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP, CCAP1982_LOCUS8374|CAD6999864.1|CCAP
OG0001291	LOC118460352|XP_035780485.1|AALB	CCAP1982_LOCUS21121|CAD7013037.1|CCAP
OG0001294	LOC118456945|XP_035774009.1|AALB	CCAP1982_LOCUS4430|CAD6995724.1|CCAP
OG0001295	LOC118468446|XP_035795109.1|AALB	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP
OG0001296	LOC118457243|XP_035774518.1|AALB	CCAP1982_LOCUS23289|CAD7015344.1|CCAP, CCAP1982_LOCUS2727|CAD6993942.1|CCAP
OG0001297	LOC118459854|XP_035779518.1|AALB	CCAP1982_LOCUS856|CAD6991969.1|CCAP
