Orthogroup	AALB.longest_only	DVIR.longest_only
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC6634992|XP_002058494.2|DVIR
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC6634511|XP_032296365.1|DVIR, LOC6626275|XP_002050041.1|DVIR
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC6625986|XP_002050064.1|DVIR
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC6625997|XP_032291595.1|DVIR
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC6632261|XP_002055896.1|DVIR
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC6627773|XP_002052835.1|DVIR
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC6634407|XP_002057928.1|DVIR
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC6627597|XP_002052828.2|DVIR
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC6628319|XP_032293983.1|DVIR
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC6627216|XP_032292693.1|DVIR
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC6627304|XP_002051285.2|DVIR
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC6628237|XP_002051807.1|DVIR
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC6623646|XP_032291095.1|DVIR
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC6628345|XP_015028510.1|DVIR
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC26530854|XP_015028867.1|DVIR
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC6627147|XP_002048716.1|DVIR
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC6628302|XP_032293705.1|DVIR
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC6628805|XP_002051228.2|DVIR
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC6628875|XP_002052341.2|DVIR, LOC6628874|XP_002052340.1|DVIR, LOC6628876|XP_002052342.1|DVIR
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC26530471|XP_002059192.2|DVIR, LOC116650129|XP_032289339.1|DVIR
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC6634276|XP_002057693.2|DVIR, LOC6634813|XP_002058139.1|DVIR
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC6631633|XP_002055136.1|DVIR
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC6627251|XP_002050402.1|DVIR
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC6634496|XP_002058234.1|DVIR
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC6625685|XP_002050318.1|DVIR
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC6635366|XP_002058890.1|DVIR
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC116651718|XP_032294565.1|DVIR, LOC6630896|XP_002053125.2|DVIR
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC6626454|XP_015029404.1|DVIR
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC6625422|XP_032292789.1|DVIR
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC6633630|XP_032295937.1|DVIR
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC6625521|XP_002048997.1|DVIR
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	LOC6624736|XP_002049739.1|DVIR
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC6625073|XP_002049086.1|DVIR
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC6626252|XP_032293162.1|DVIR
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC6628916|XP_002051384.1|DVIR
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC6627116|XP_015029652.1|DVIR
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC6622570|XP_002046662.1|DVIR
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC6624512|XP_032291000.1|DVIR
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC6635503|XP_002059043.1|DVIR
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC6633419|XP_002056818.2|DVIR, LOC6633420|XP_015025564.2|DVIR
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC6632158|XP_002055767.1|DVIR
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC6633483|XP_002056992.1|DVIR
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC6627849|XP_002052844.1|DVIR
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC6636137|XP_002059531.1|DVIR
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC6626037|XP_002050804.1|DVIR
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC6628382|XP_002052634.2|DVIR
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC6622387|XP_002047931.1|DVIR
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC6632523|XP_015025960.1|DVIR
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC6633675|XP_002057280.2|DVIR
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC6633293|XP_032296587.1|DVIR
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC6635603|XP_032296130.1|DVIR
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC6632140|XP_015026672.1|DVIR
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC6627927|XP_032294527.1|DVIR
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC6635098|XP_002058360.2|DVIR
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC6632817|XP_002055904.2|DVIR, LOC6636395|XP_002059964.1|DVIR
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC6631643|XP_002055362.1|DVIR
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC6629711|XP_015027366.2|DVIR, LOC26531409|XP_015027896.1|DVIR
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC6627939|XP_002052664.1|DVIR
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC6626809|XP_002050926.1|DVIR
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC6634812|XP_032296285.1|DVIR
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC6636517|XP_002060007.1|DVIR
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC6630035|XP_002054026.1|DVIR
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC6633147|XP_032289549.1|DVIR
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC6630692|XP_002054399.1|DVIR
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC6627453|XP_002052475.1|DVIR
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC6635263|XP_002058739.1|DVIR
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC6634940|XP_032294819.1|DVIR
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC6631006|XP_032291625.1|DVIR
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC6631194|XP_002054839.1|DVIR
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC6626729|XP_032293014.1|DVIR
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC6630739|XP_032294785.1|DVIR
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC6635004|XP_002058517.1|DVIR
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC6632235|XP_002056084.1|DVIR
OG0001571	LOC118468784|XP_035795874.1|AALB	LOC6627384|XP_002052404.2|DVIR
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	LOC6631909|XP_002055590.1|DVIR
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC6636548|XP_032291461.1|DVIR
OG0001574	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB	LOC6631446|XP_032295885.1|DVIR
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC6635056|XP_032295162.1|DVIR, LOC6635055|XP_002058622.1|DVIR
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC6629579|XP_002054871.1|DVIR
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC6635038|XP_015024840.1|DVIR
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC6624886|XP_002050976.2|DVIR
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC6634558|XP_032296467.1|DVIR
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC6626554|XP_015029140.1|DVIR
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC6631895|XP_032295271.1|DVIR
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC6635942|XP_002059294.2|DVIR
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC6635884|XP_032292196.1|DVIR
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC6623401|XP_002047781.1|DVIR
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC6624641|XP_002046648.1|DVIR
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC6626124|XP_002050031.1|DVIR
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC6626346|XP_002050347.1|DVIR
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC6629177|XP_002052372.1|DVIR
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC6625510|XP_032292927.1|DVIR
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC6635029|XP_015024843.1|DVIR
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC6635669|XP_032294680.1|DVIR
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC6627370|XP_032294134.1|DVIR
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC6625393|XP_002050138.2|DVIR
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC26531871|XP_015025417.1|DVIR, LOC6633940|XP_002057610.1|DVIR
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC6629005|XP_032293487.1|DVIR
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC6634131|XP_002057519.1|DVIR
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC6628073|XP_002051438.1|DVIR
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC6628579|XP_032293419.1|DVIR
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC6628167|XP_002051463.1|DVIR
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	LOC6634034|XP_002057771.3|DVIR
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC6633240|XP_002057410.1|DVIR, LOC6629656|XP_002053595.1|DVIR
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC6626807|XP_002050924.1|DVIR
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC6626144|XP_032292508.1|DVIR
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC6627701|XP_002051985.1|DVIR
OG0001608	LOC118461668|XP_035783149.1|AALB	LOC6633945|XP_002057832.1|DVIR
OG0001609	LOC118459320|XP_035778463.1|AALB	LOC6636380|XP_002059909.1|DVIR
OG0001610	LOC118459136|XP_035778107.1|AALB	LOC6634354|XP_002057818.2|DVIR
OG0001611	LOC118461129|XP_035781983.1|AALB	LOC6634650|XP_002058301.3|DVIR, LOC6627980|XP_002052692.2|DVIR
OG0001612	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB	LOC6628384|XP_002052636.1|DVIR
OG0001613	LOC118461249|XP_035782257.1|AALB	LOC6628091|XP_002051151.1|DVIR
OG0001614	LOC118457865|XP_035775657.1|AALB	LOC6625998|XP_032292709.1|DVIR
OG0001615	LOC118461237|XP_035782229.1|AALB	LOC6627742|XP_015028037.1|DVIR
OG0001616	LOC118461189|XP_035782113.1|AALB	LOC6628926|XP_002052349.1|DVIR
OG0001617	LOC118461412|XP_035782588.1|AALB	LOC6628393|XP_015028130.1|DVIR
OG0001618	LOC118460381|XP_035780533.1|AALB	LOC6636275|XP_002059688.3|DVIR
OG0001619	LOC118460610|XP_035780944.1|AALB	LOC6627417|XP_002051090.1|DVIR
OG0001620	LOC118458046|XP_035776059.1|AALB	LOC6633678|XP_002057283.2|DVIR, LOC6633679|XP_002057284.1|DVIR
OG0001621	LOC118456918|XP_035773941.1|AALB	LOC6624982|XP_032292122.1|DVIR
OG0001622	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB	LOC6636031|XP_002059636.1|DVIR
OG0001623	LOC118468373|XP_035795026.1|AALB	LOC6627777|XP_032294236.1|DVIR
OG0001624	LOC118459396|XP_035778599.1|AALB	LOC6634215|XP_002057808.1|DVIR
OG0001625	LOC118459390|XP_035778586.1|AALB	LOC6624951|XP_002049175.2|DVIR, LOC6628782|XP_002051065.1|DVIR
OG0001626	LOC118458763|XP_035777449.1|AALB	LOC6627793|XP_002052681.2|DVIR
OG0001627	LOC118460994|XP_035781708.1|AALB	LOC6630269|XP_002053698.1|DVIR
OG0001628	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB	LOC6630020|XP_032292713.1|DVIR
OG0001630	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB	LOC6635057|XP_002058624.1|DVIR
OG0001631	LOC118468984|XP_035796269.1|AALB	LOC6629460|XP_002054707.1|DVIR
OG0001632	LOC118457791|XP_035775530.1|AALB	LOC6629097|XP_002052442.1|DVIR
OG0001633	LOC118457962|XP_035775888.1|AALB	LOC6632294|XP_002056736.1|DVIR
OG0001634	LOC118458870|XP_035777712.1|AALB	LOC6635246|XP_032296667.1|DVIR
OG0001635	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB	LOC6630863|XP_002053465.1|DVIR
OG0001636	LOC118466678|XP_035792195.1|AALB	LOC6630794|XP_002054652.1|DVIR
OG0001637	LOC118458420|XP_035776766.1|AALB	LOC6629588|XP_002052995.1|DVIR
OG0001638	LOC118461258|XP_035782271.1|AALB	LOC6633428|XP_002057221.2|DVIR
OG0001639	LOC118460172|XP_035780168.1|AALB	LOC6635865|XP_002059339.2|DVIR
OG0001640	LOC118464493|XP_035787814.1|AALB	LOC6630700|XP_015027746.1|DVIR
OG0001641	LOC118466589|XP_035792041.1|AALB	LOC6630119|XP_002053390.1|DVIR
OG0001642	LOC118468523|XP_035795284.1|AALB	LOC6631893|XP_002055494.1|DVIR
OG0001643	LOC118465356|XP_035789422.1|AALB	LOC6628428|XP_032294349.1|DVIR
OG0001644	LOC118464022|XP_035786971.1|AALB	LOC6623223|XP_002047631.2|DVIR
OG0001645	LOC118465180|XP_035789035.1|AALB	LOC6626701|XP_032292740.1|DVIR
OG0001646	LOC118462638|XP_035784378.1|AALB	LOC6625117|XP_002049497.1|DVIR
OG0001647	LOC118464714|XP_035788141.1|AALB	LOC6625419|XP_032292754.1|DVIR
OG0001648	LOC118467012|XP_035792849.1|AALB	LOC6624082|XP_032294396.1|DVIR, LOC116650710|XP_032291056.1|DVIR
OG0001649	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB	LOC6626679|XP_002050874.1|DVIR
OG0001650	LOC118467408|XP_035793776.1|AALB	LOC6626085|XP_032293018.1|DVIR
OG0001651	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB	LOC6626016|XP_002050240.2|DVIR
OG0001652	LOC118464366|XP_035787593.1|AALB	LOC6624475|XP_002048399.1|DVIR
OG0001653	LOC118462773|XP_035784638.1|AALB	LOC6624244|XP_002048656.1|DVIR
OG0001654	LOC118464698|XP_035788113.1|AALB	LOC6625050|XP_002049171.1|DVIR
OG0001655	LOC118465283|XP_035789219.1|AALB	LOC6625107|XP_002049281.2|DVIR
OG0001656	LOC118464262|XP_035787400.1|AALB	LOC6628735|XP_002051072.2|DVIR
OG0001657	LOC118462758|XP_035784617.1|AALB	LOC6623640|XP_002048241.1|DVIR
OG0001658	LOC118465827|XP_035790308.1|AALB	LOC6624681|XP_002047644.1|DVIR
OG0001659	LOC118464695|XP_035788109.1|AALB	LOC6622043|XP_002047961.1|DVIR
OG0001660	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB	LOC6624689|XP_002046642.1|DVIR
OG0001661	LOC118457301|XP_035774667.1|AALB	LOC6629172|XP_002051911.1|DVIR, LOC6632467|XP_002055803.1|DVIR
OG0001679	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB	LOC6636177|XP_002059563.1|DVIR
OG0001680	LOC118466548|XP_035791954.1|AALB	LOC6629747|XP_002053889.1|DVIR, LOC6634612|XP_002058097.3|DVIR
OG0001681	LOC118463419|XP_035785910.1|AALB	LOC6632197|XP_032295509.1|DVIR
OG0001682	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB	LOC6633484|XP_002056993.1|DVIR
OG0001683	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB	LOC6634310|XP_002057560.1|DVIR
OG0001684	LOC118457237|XP_035774515.1|AALB	LOC6636231|XP_002059711.1|DVIR
OG0001685	LOC118457050|XP_035774191.1|AALB	LOC6627830|XP_002051754.1|DVIR
OG0001686	LOC118461740|XP_035783335.1|AALB	LOC6636719|XP_002060192.1|DVIR
OG0001687	LOC118466919|XP_035792734.1|AALB	LOC6634595|XP_002058250.1|DVIR
OG0001688	LOC118462832|XP_035784771.1|AALB	LOC6636043|XP_002059570.1|DVIR
OG0001689	LOC118461744|XP_035783353.1|AALB	LOC6636165|XP_032295804.1|DVIR
OG0001690	LOC118456779|XP_035773748.1|AALB	LOC6622427|XP_002047201.1|DVIR
OG0001691	LOC118460088|XP_035780000.1|AALB	LOC6628425|XP_002051864.1|DVIR
OG0001694	LOC118466924|XP_035792702.1|AALB	LOC6632586|XP_015025869.2|DVIR
OG0001695	LOC118464464|XP_035787759.1|AALB	LOC6629748|XP_002053890.1|DVIR, LOC6636636|XP_002060103.1|DVIR
OG0001696	LOC118462041|XP_035783909.1|AALB	LOC6631252|XP_032288902.1|DVIR
OG0001697	LOC118462003|XP_035783831.1|AALB	LOC6635230|XP_032296693.1|DVIR
OG0001698	LOC118457500|XP_035775034.1|AALB	LOC6634422|XP_032289268.1|DVIR
OG0001699	LOC118459331|XP_035778482.1|AALB	LOC6629707|XP_015027257.1|DVIR
OG0001700	LOC118460598|XP_035780918.1|AALB	LOC6631235|XP_002054664.2|DVIR
OG0001701	LOC118456154|XP_035772562.1|AALB	LOC6635179|XP_032294978.1|DVIR
OG0001702	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB	LOC6633956|XP_002057759.1|DVIR
OG0001703	LOC118458537|XP_035777011.1|AALB	LOC6635096|XP_002058358.2|DVIR
OG0001704	LOC118459050|XP_035777967.1|AALB	LOC6635095|XP_032289349.1|DVIR
OG0001705	LOC118460318|XP_035780423.1|AALB	LOC6626145|XP_015030170.1|DVIR
OG0001706	LOC118457760|XP_035775473.1|AALB	LOC6633908|XP_002057601.1|DVIR
OG0001707	LOC118467331|XP_035793565.1|AALB	LOC6631175|XP_002054305.2|DVIR
OG0001708	LOC118459365|XP_035778557.1|AALB	LOC6634839|XP_002058519.1|DVIR
OG0001709	LOC118461370|XP_035782511.1|AALB	LOC6622167|XP_002047079.1|DVIR
OG0001710	LOC118458839|XP_035777634.1|AALB	LOC6630410|XP_002054198.1|DVIR
OG0001711	LOC118461451|XP_035782673.1|AALB	LOC6630563|XP_015027683.1|DVIR
OG0001712	LOC118460817|XP_035781326.1|AALB	LOC6630773|XP_002054831.1|DVIR
OG0001713	LOC118467444|XP_035793844.1|AALB	LOC6630414|XP_002053289.1|DVIR, LOC6630597|XP_002053288.1|DVIR
OG0001714	LOC118461096|XP_035781897.1|AALB	LOC6633102|XP_002056582.1|DVIR
OG0001715	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB	LOC6632005|XP_032295440.1|DVIR
OG0001716	LOC118462048|XP_035783923.1|AALB	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR
OG0001717	LOC118459801|XP_035779431.1|AALB	LOC6635214|XP_002058402.3|DVIR
OG0001718	LOC118458987|XP_035777875.1|AALB	LOC6632386|XP_032289423.1|DVIR
OG0001719	LOC118461946|XP_035783721.1|AALB	LOC6630924|XP_002054313.2|DVIR
OG0001720	LOC118458202|XP_035776339.1|AALB	LOC26531126|XP_032288916.1|DVIR
OG0001721	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB	LOC26531576|XP_015026293.1|DVIR
OG0001722	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB	LOC6624468|XP_032290389.1|DVIR
OG0001723	LOC118465945|XP_035790565.1|AALB	LOC6636375|XP_002059904.3|DVIR
OG0001724	LOC118462931|XP_035784933.1|AALB	LOC6624772|XP_032291921.1|DVIR
OG0001725	LOC118465302|XP_035789291.1|AALB	LOC6626499|XP_015030158.2|DVIR
OG0001726	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB	LOC6623914|XP_002046289.1|DVIR
OG0001727	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB	LOC6631214|XP_002053957.1|DVIR
OG0001728	LOC118465405|XP_035789517.1|AALB	LOC6635967|XP_002059331.1|DVIR
OG0001729	LOC118463780|XP_035786487.1|AALB	LOC6625208|XP_032292042.1|DVIR
OG0001730	LOC118465198|XP_035789073.1|AALB	LOC6627881|XP_015028332.1|DVIR
OG0001731	LOC118463011|XP_035785137.1|AALB	LOC116650166|XP_032289361.1|DVIR, LOC116650167|XP_032289362.1|DVIR
OG0001732	LOC118466551|XP_035791965.1|AALB	LOC6628972|XP_015028169.1|DVIR
OG0001733	LOC118463168|XP_035785455.1|AALB	LOC6635985|XP_002059303.2|DVIR
OG0001734	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB	LOC6625613|XP_032291913.1|DVIR
OG0001735	LOC118464676|XP_035788087.1|AALB	LOC6624372|XP_032290677.1|DVIR
OG0001736	LOC118464472|XP_035787774.1|AALB	LOC6627203|XP_002050275.1|DVIR
OG0001737	LOC118467076|XP_035793005.1|AALB	LOC6625580|XP_002048841.2|DVIR
OG0001738	LOC118467899|XP_035794711.1|AALB	LOC6623250|XP_002046718.2|DVIR
OG0001739	LOC118467179|XP_035793255.1|AALB	LOC6629241|XP_002052617.1|DVIR
OG0001740	LOC118467871|XP_035794672.1|AALB	LOC6626639|XP_032292025.1|DVIR
OG0001741	LOC118466133|XP_035790977.1|AALB	LOC6629328|XP_002053869.3|DVIR
OG0001742	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB	LOC6625338|XP_015029205.1|DVIR
OG0001743	LOC118463291|XP_035785666.1|AALB	LOC6636853|XP_002060283.1|DVIR
OG0001744	LOC118465954|XP_035790576.1|AALB	LOC6625773|XP_002050475.2|DVIR
OG0001745	LOC118462653|XP_035784405.1|AALB	LOC6626749|XP_032291853.1|DVIR
OG0001746	LOC118467234|XP_035793385.1|AALB	LOC6624110|XP_002047859.1|DVIR
OG0001747	LOC118464679|XP_035788090.1|AALB	LOC6624956|XP_032291897.1|DVIR
OG0001748	LOC118466182|XP_035791066.1|AALB	LOC6623520|XP_015030866.1|DVIR
OG0001749	LOC118462693|XP_035784510.1|AALB	LOC6626419|XP_002050363.2|DVIR
OG0001750	LOC118462689|XP_035784499.1|AALB	LOC6626420|XP_015029230.1|DVIR
OG0001751	LOC118462534|XP_035784182.1|AALB	LOC6622950|XP_032290643.1|DVIR
OG0001752	LOC118467358|XP_035793650.1|AALB	LOC6624699|XP_002047193.1|DVIR
OG0001753	LOC118463634|XP_035786248.1|AALB	LOC6623717|XP_015030902.1|DVIR
OG0001754	LOC118467596|XP_035794166.1|AALB	LOC6626216|XP_002050744.1|DVIR
OG0001755	LOC118466400|XP_035791556.1|AALB	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR
OG0001756	LOC118467243|XP_035793403.1|AALB	LOC6626720|XP_002050670.1|DVIR, LOC6626322|XP_002050699.2|DVIR
OG0001757	LOC118467289|XP_035793496.1|AALB	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR
OG0001758	LOC118467787|XP_035794522.1|AALB	LOC6623466|XP_032290223.1|DVIR
OG0001759	LOC118467683|XP_035794347.1|AALB	LOC6625894|XP_002050115.3|DVIR
OG0001760	LOC118466140|XP_035790985.1|AALB	LOC6635975|XP_002059404.1|DVIR
OG0001761	LOC118467356|XP_035793647.1|AALB	LOC6625683|XP_015029980.1|DVIR
OG0001762	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB	LOC6627905|XP_002051398.2|DVIR
OG0001763	LOC118458029|XP_035776031.1|AALB	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR
OG0001764	LOC118458934|XP_035777805.1|AALB	LOC6633144|XP_002056383.1|DVIR
OG0001765	LOC118459878|XP_035779561.1|AALB	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR
OG0001766	LOC118458956|XP_035777830.1|AALB	LOC6628144|XP_015028676.1|DVIR
OG0001767	LOC118461641|XP_035783104.1|AALB	LOC6627511|XP_002051624.2|DVIR
OG0001768	LOC118461019|XP_035781762.1|AALB	LOC6627599|XP_002052830.1|DVIR
OG0001769	LOC118458855|XP_035777669.1|AALB	LOC6628975|XP_002051367.1|DVIR
OG0001770	LOC118460106|XP_035780034.1|AALB	LOC6628766|XP_032294260.1|DVIR
OG0001771	LOC118460109|XP_035780037.1|AALB	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR
OG0001772	LOC118457976|XP_035775917.1|AALB	LOC6636907|XP_002060363.1|DVIR
OG0001774	LOC118467738|XP_035794441.1|AALB	LOC6626333|XP_002048863.3|DVIR
OG0001776	LOC118456899|XP_035773916.1|AALB	LOC6634350|XP_002057814.1|DVIR
OG0001777	LOC118461661|XP_035783137.1|AALB	LOC6628479|XP_002052560.1|DVIR
OG0001778	LOC118467223|XP_035793371.1|AALB	LOC6627731|XP_032294267.1|DVIR
OG0001779	LOC118467877|XP_035794685.1|AALB	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR
OG0001780	LOC118457366|XP_035774776.1|AALB	LOC6636377|XP_002059906.1|DVIR
OG0001781	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB	LOC6634353|XP_032293416.1|DVIR
OG0001782	LOC118459318|XP_035778456.1|AALB	LOC6634140|XP_002057426.2|DVIR
OG0001783	LOC118457468|XP_035774987.1|AALB	LOC6633985|XP_002057849.1|DVIR
OG0001784	LOC118457600|XP_035775193.1|AALB	LOC6627837|XP_002051727.2|DVIR
OG0001785	LOC118459198|XP_035778252.1|AALB	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR
OG0001786	LOC118457687|XP_035775348.1|AALB	LOC6628627|XP_002052583.1|DVIR
OG0001787	LOC118461166|XP_035782058.1|AALB	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR
OG0001788	LOC118459773|XP_035779377.1|AALB	LOC6625143|XP_002049552.1|DVIR
OG0001789	LOC118459174|XP_035778213.1|AALB	LOC6626595|XP_002049031.1|DVIR
