Orthogroup	AALB.longest_only	ASTE.longest_only
OG0002613	LOC118460241|XP_035780290.1|AALB	LOC118504486|XP_035894898.1|ASTE
OG0002614	LOC118460234|XP_035780269.1|AALB	LOC118504479|XP_035894883.1|ASTE
OG0002615	LOC118457714|XP_035775393.1|AALB	LOC118502832|XP_035891400.1|ASTE
OG0002616	LOC118456417|XP_035773037.1|AALB	LOC118502678|XP_035891075.1|ASTE
OG0002617	LOC118461561|XP_035782915.1|AALB	LOC118506357|XP_035899262.1|ASTE
OG0002618	LOC118468547|XP_035795335.1|AALB	LOC118504683|XP_035895390.1|ASTE
OG0002619	LOC118461725|XP_035783285.1|AALB	LOC118507881|XP_035902985.1|ASTE
OG0002620	LOC118461756|XP_035783376.1|AALB	LOC118505548|XP_035897389.1|ASTE
OG0002621	LOC118468562|XP_035795367.1|AALB	LOC118503372|XP_035892459.1|ASTE
OG0002622	LOC118466776|XP_035792395.1|AALB	LOC118510556|XP_035908431.1|ASTE
OG0002623	LOC118457847|XP_035775627.1|AALB	LOC118503282|XP_035892262.1|ASTE
OG0002624	LOC118457850|XP_035775629.1|AALB	LOC118503286|XP_035892267.1|ASTE
OG0002625	LOC118457583|XP_035775156.1|AALB	LOC118503280|XP_035892251.1|ASTE
OG0002626	LOC118468557|XP_035795351.1|AALB	LOC118506151|XP_035898800.1|ASTE
OG0002627	LOC118459268|XP_035778384.1|AALB	LOC118506889|XP_035900550.1|ASTE
OG0002628	LOC118460455|XP_035780668.1|AALB	LOC118506909|XP_035900595.1|ASTE
OG0002629	LOC118456962|XP_035774036.1|AALB	LOC118506883|XP_035900538.1|ASTE
OG0002630	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB	LOC118505873|XP_035898189.1|ASTE
OG0002631	LOC118461689|XP_035783199.1|AALB	LOC118507894|XP_035903037.1|ASTE
OG0002632	LOC118459624|XP_035779094.1|AALB	LOC118506445|XP_035899474.1|ASTE
OG0002633	LOC118457289|XP_035774644.1|AALB	LOC118505406|XP_035897047.1|ASTE
OG0002634	LOC118457287|XP_035774640.1|AALB	LOC118505401|XP_035897027.1|ASTE
OG0002635	LOC118460150|XP_035780139.1|AALB	LOC118502842|XP_035891424.1|ASTE
OG0002636	LOC118459954|XP_035779733.1|AALB	LOC118507863|XP_035902960.1|ASTE
OG0002637	LOC118458014|XP_035776005.1|AALB	LOC118507836|XP_035902833.1|ASTE
OG0002638	LOC118457956|XP_035775873.1|AALB	LOC118506923|XP_035900613.1|ASTE
OG0002639	LOC118460137|XP_035780115.1|AALB	LOC118504444|XP_035894822.1|ASTE
OG0002640	LOC118460635|XP_035780981.1|AALB	LOC118502399|XP_035890514.1|ASTE
OG0002641	LOC118461491|XP_035782766.1|AALB	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE
OG0002642	LOC118468448|XP_035795117.1|AALB	LOC118505809|XP_035898044.1|ASTE
OG0002643	LOC118468447|XP_035795110.1|AALB	LOC118505808|XP_035898041.1|ASTE
OG0002644	LOC118456236|XP_035772714.1|AALB	LOC118502939|XP_035891583.1|ASTE
OG0002645	LOC118458635|XP_035777217.1|AALB	LOC118502932|XP_035891571.1|ASTE
OG0002646	LOC118457346|XP_035774737.1|AALB	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE
OG0002647	LOC118457347|XP_035774738.1|AALB	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE
OG0002648	LOC118459579|XP_035779000.1|AALB	LOC118504696|XP_035895416.1|ASTE
OG0002649	LOC118458841|XP_035777637.1|AALB	LOC118507512|XP_035901946.1|ASTE
OG0002650	LOC118461478|XP_035782728.1|AALB	LOC118507896|XP_035903044.1|ASTE
OG0002651	LOC118456795|XP_035773775.1|AALB	LOC118508441|XP_035904125.1|ASTE
OG0002652	LOC118457013|XP_035774134.1|AALB	LOC118504418|XP_035894745.1|ASTE
OG0002653	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB	LOC118505142|XP_035896387.1|ASTE
OG0002654	LOC118457913|XP_035775806.1|AALB	LOC118505140|XP_035896385.1|ASTE
OG0002655	LOC118460059|XP_035779935.1|AALB	LOC118505780|XP_035897950.1|ASTE
OG0002656	LOC118457885|XP_035775707.1|AALB	LOC118505436|XP_035897111.1|ASTE
OG0002657	LOC118456355|XP_035772909.1|AALB	LOC118507840|XP_035902856.1|ASTE
OG0002658	LOC118468310|XP_035794941.1|AALB	LOC118503278|XP_035892249.1|ASTE
OG0002659	LOC118461339|XP_035782442.1|AALB	LOC118505691|XP_035897723.1|ASTE
OG0002660	LOC118462569|XP_035784263.1|AALB	LOC118511932|XP_035911506.1|ASTE
OG0002661	LOC118466149|XP_035791008.1|AALB	LOC118511936|XP_035911516.1|ASTE
OG0002662	LOC118467474|XP_035793906.1|AALB	LOC118513093|XP_035914387.1|ASTE
OG0002663	LOC118458578|XP_035777129.1|AALB	LOC118503591|XP_035892937.1|ASTE
OG0002664	LOC118468303|XP_035794932.1|AALB	LOC118503269|XP_035892222.1|ASTE
OG0002665	LOC118465312|XP_035789321.1|AALB	LOC118512094|XP_035911951.1|ASTE
OG0002666	LOC118465298|XP_035789271.1|AALB	LOC118508861|XP_035904512.1|ASTE
OG0002667	LOC118464790|XP_035788314.1|AALB	LOC118511456|XP_035910450.1|ASTE
OG0002668	LOC118462525|XP_035784165.1|AALB	LOC118510197|XP_035907613.1|ASTE
OG0002669	LOC118462528|XP_035784174.1|AALB	LOC118510199|XP_035907624.1|ASTE
OG0002670	LOC118466458|XP_035791703.1|AALB	LOC118513118|XP_035914410.1|ASTE
OG0002671	LOC118465718|XP_035790047.1|AALB	LOC118513129|XP_035914439.1|ASTE
OG0002672	LOC118465097|XP_035788923.1|AALB	LOC118512063|XP_035911819.1|ASTE
OG0002673	LOC118462748|XP_035784605.1|AALB	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE
OG0002674	LOC118463832|XP_035786614.1|AALB	LOC118512202|XP_035912201.1|ASTE
OG0002675	LOC118463149|XP_035785418.1|AALB	LOC118512061|XP_035911814.1|ASTE
OG0002676	LOC118466652|XP_035792131.1|AALB	LOC118512069|XP_035911848.1|ASTE
OG0002677	LOC118465941|XP_035790556.1|AALB	LOC118512067|XP_035911844.1|ASTE
OG0002678	LOC118462973|XP_035785034.1|AALB	LOC118506129|XP_035898756.1|ASTE
OG0002679	LOC118464655|XP_035788019.1|AALB	LOC118509019|XP_035904931.1|ASTE
OG0002680	LOC118460185|XP_035780183.1|AALB	LOC118507658|XP_035902327.1|ASTE
OG0002681	LOC118464206|XP_035787269.1|AALB	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE
OG0002682	LOC118462589|XP_035784295.1|AALB	LOC118509836|XP_035906922.1|ASTE
OG0002683	LOC118461064|XP_035781848.1|AALB	LOC118505831|XP_035898079.1|ASTE
OG0002684	LOC118466302|XP_035791299.1|AALB	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE
OG0002685	LOC118467203|XP_035793310.1|AALB	LOC118513007|XP_035914164.1|ASTE
OG0002686	LOC118467739|XP_035794438.1|AALB	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE
OG0002687	LOC118462807|XP_035784712.1|AALB	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE
OG0002688	LOC118465094|XP_035788897.1|AALB	LOC118514455|XP_035917265.1|ASTE
OG0002689	LOC118467769|XP_035794491.1|AALB	LOC118512206|XP_035912212.1|ASTE
OG0002690	LOC118462812|XP_035784722.1|AALB	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE
OG0002691	LOC118462805|XP_035784701.1|AALB	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE
OG0002692	LOC118462811|XP_035784716.1|AALB	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE
OG0002693	LOC118463509|XP_035786002.1|AALB	LOC118510523|XP_035908361.1|ASTE
OG0002694	LOC118465307|XP_035789300.1|AALB	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE
OG0002695	LOC118464783|XP_035788307.1|AALB	LOC118511565|XP_035910697.1|ASTE
OG0002696	LOC118465340|XP_035789389.1|AALB	LOC118510455|XP_035908180.1|ASTE
OG0002697	LOC118466520|XP_035791905.1|AALB	LOC118509538|XP_035906158.1|ASTE
OG0002698	LOC118462922|XP_035784922.1|AALB	LOC118512738|XP_035913496.1|ASTE
OG0002699	LOC118462926|XP_035784928.1|AALB	LOC118512743|XP_035913523.1|ASTE
OG0002700	LOC118467466|XP_035793872.1|AALB	LOC118513089|XP_035914358.1|ASTE
OG0002701	LOC118467470|XP_035793897.1|AALB	LOC118513091|XP_035914384.1|ASTE
OG0002702	LOC118466956|XP_035792749.1|AALB	LOC118511540|XP_035910628.1|ASTE
OG0002703	LOC118466365|XP_035791444.1|AALB	LOC118509487|XP_035906032.1|ASTE
OG0002704	LOC118465252|XP_035789166.1|AALB	LOC118509492|XP_035906040.1|ASTE
OG0002705	LOC118466433|XP_035791624.1|AALB	LOC118509501|XP_035906052.1|ASTE
OG0002706	LOC118463030|XP_035785165.1|AALB	LOC118509931|XP_035907153.1|ASTE
OG0002707	LOC118463023|XP_035785154.1|AALB	LOC118510066|XP_035907350.1|ASTE
OG0002708	LOC118465063|XP_035788839.1|AALB	LOC118505259|XP_035896711.1|ASTE, LOC118514283|XP_035916918.1|ASTE
OG0002709	LOC118467119|XP_035793081.1|AALB	LOC118509759|XP_035906783.1|ASTE
OG0002710	LOC118467121|XP_035793083.1|AALB	LOC118509786|XP_035906821.1|ASTE
OG0002711	LOC118464249|XP_035787344.1|AALB	LOC118509783|XP_035906816.1|ASTE
OG0002712	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB	LOC118509725|XP_035906712.1|ASTE
OG0002713	LOC118463809|XP_035786578.1|AALB	LOC118509683|XP_035906619.1|ASTE
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC118509653|XP_035906494.1|ASTE
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC118511420|XP_035910393.1|ASTE
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC118511424|XP_035910400.1|ASTE
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC118510345|XP_035907931.1|ASTE
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC118510418|XP_035908080.1|ASTE
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC118510419|XP_035908081.1|ASTE
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC118514212|XP_035916801.1|ASTE
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC118509233|XP_035905434.1|ASTE
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC118510548|XP_035908411.1|ASTE
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC118514223|XP_035916814.1|ASTE
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC118512308|XP_035912444.1|ASTE
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC118512902|XP_035913910.1|ASTE
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC118510379|XP_035908017.1|ASTE
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC118510476|XP_035908237.1|ASTE
OG0002729	LOC118464084|XP_035787041.1|AALB	LOC118510483|XP_035908256.1|ASTE
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC118512916|XP_035913952.1|ASTE
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC118510551|XP_035908417.1|ASTE
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC118511380|XP_035910277.1|ASTE
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC118509458|XP_035905971.1|ASTE
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC118511872|XP_035911365.1|ASTE
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC118511873|XP_035911369.1|ASTE
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC118513482|XP_035915186.1|ASTE
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC118510563|XP_035908440.1|ASTE
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC118510211|XP_035907650.1|ASTE
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC118510213|XP_035907663.1|ASTE
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC118510224|XP_035907682.1|ASTE
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC118514383|XP_035917150.1|ASTE
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC118511387|XP_035910297.1|ASTE
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC118509661|XP_035906518.1|ASTE
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC118513069|XP_035914310.1|ASTE
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC118510347|XP_035907933.1|ASTE
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC118511321|XP_035910136.1|ASTE
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC118511323|XP_035910139.1|ASTE
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC118514337|XP_035917042.1|ASTE
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC118514331|XP_035917031.1|ASTE
OG0002754	LOC118463416|XP_035785862.1|AALB	LOC118509340|XP_035905733.1|ASTE, LOC118508936|XP_035904738.1|ASTE
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC118514350|XP_035917064.1|ASTE
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC118511867|XP_035911360.1|ASTE
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC118512292|XP_035912407.1|ASTE
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC118511379|XP_035910267.1|ASTE
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC118512230|XP_035912247.1|ASTE
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC118512232|XP_035912259.1|ASTE
OG0002761	LOC118465618|XP_035789891.1|AALB	LOC118512276|XP_035912358.1|ASTE
OG0002762	LOC118467749|XP_035794452.1|AALB	LOC118517166|XP_035918952.1|ASTE, LOC118512267|XP_035912340.1|ASTE
OG0002763	LOC118463748|XP_035786436.1|AALB	LOC118512281|XP_035912386.1|ASTE
OG0002764	LOC118466186|XP_035791081.1|AALB	LOC118512264|XP_035912333.1|ASTE
OG0002765	LOC118466183|XP_035791069.1|AALB	LOC118512014|XP_035911682.1|ASTE
OG0002766	LOC118466189|XP_035791088.1|AALB	LOC118512017|XP_035911688.1|ASTE
OG0002767	LOC118467334|XP_035793581.1|AALB	LOC118512807|XP_035913650.1|ASTE
OG0002768	LOC118466920|XP_035792693.1|AALB	LOC118510439|XP_035908120.1|ASTE
OG0002769	LOC118463423|XP_035785876.1|AALB	LOC118509357|XP_035905772.1|ASTE
OG0002770	LOC118463429|XP_035785889.1|AALB	LOC118509358|XP_035905773.1|ASTE
OG0002771	LOC118462502|XP_035784115.1|AALB	LOC118517240|XP_035919107.1|ASTE, LOC118509360|XP_035905775.1|ASTE
OG0002772	LOC118462935|XP_035784946.1|AALB	LOC118513139|XP_035914458.1|ASTE
OG0002773	LOC118464418|XP_035787667.1|AALB	LOC118514197|XP_035916778.1|ASTE
OG0002774	LOC118464819|XP_035788379.1|AALB	LOC118514183|XP_035916760.1|ASTE, LOC118517244|XP_035919112.1|ASTE
OG0002775	LOC118465015|XP_035788761.1|AALB	LOC118509462|XP_035905980.1|ASTE
OG0002776	LOC118463350|XP_035785756.1|AALB	LOC118510352|XP_035907945.1|ASTE
OG0002777	LOC118462559|XP_035784239.1|AALB	LOC118516381|XP_035918126.1|ASTE, LOC118512785|XP_035913592.1|ASTE
OG0002778	LOC118462556|XP_035784230.1|AALB	LOC118512781|XP_035913585.1|ASTE, LOC118516378|XP_035918122.1|ASTE
OG0002779	LOC118463181|XP_035785488.1|AALB	LOC118512864|XP_035913839.1|ASTE
OG0002780	LOC118466608|XP_035792087.1|AALB	LOC118511559|XP_035910684.1|ASTE
OG0002781	LOC118462676|XP_035784468.1|AALB	LOC118508860|XP_035904511.1|ASTE
OG0002782	LOC118463307|XP_035785685.1|AALB	LOC118511354|XP_035910207.1|ASTE, LOC118516342|XP_035918047.1|ASTE
OG0002783	LOC118466205|XP_035791115.1|AALB	LOC118514218|XP_035916807.1|ASTE
OG0002784	LOC118466475|XP_035791751.1|AALB	LOC118509921|XP_035907124.1|ASTE
OG0002785	LOC118467773|XP_035794495.1|AALB	LOC118509408|XP_035905867.1|ASTE
OG0002786	LOC118466724|XP_035792284.1|AALB	LOC118509824|XP_035906881.1|ASTE
OG0002787	LOC118466422|XP_035791595.1|AALB	LOC118509910|XP_035907080.1|ASTE
OG0002788	LOC118466426|XP_035791602.1|AALB	LOC118509914|XP_035907088.1|ASTE
OG0002789	LOC118466421|XP_035791591.1|AALB	LOC118509909|XP_035907074.1|ASTE
OG0002790	LOC118463720|XP_035786405.1|AALB	LOC118510578|XP_035908463.1|ASTE
OG0002791	LOC118465602|XP_035789870.1|AALB	LOC118512786|XP_035913595.1|ASTE, LOC118516386|XP_035918143.1|ASTE
OG0002792	LOC118465609|XP_035789878.1|AALB	LOC118514202|XP_035916784.1|ASTE
OG0002793	LOC118464085|XP_035787042.1|AALB	LOC118511308|XP_035910113.1|ASTE
OG0002794	LOC118467054|XP_035792948.1|AALB	LOC118511386|XP_035910296.1|ASTE
OG0002795	LOC118467598|XP_035794176.1|AALB	LOC118512261|XP_035912321.1|ASTE
OG0002796	LOC118466405|XP_035791566.1|AALB	LOC118513485|XP_035915198.1|ASTE
OG0002797	LOC118467902|XP_035794719.1|AALB	LOC118509393|XP_035905834.1|ASTE
OG0002798	LOC118465048|XP_035788824.1|AALB	LOC118509766|XP_035906793.1|ASTE
OG0002799	LOC118465750|XP_035790113.1|AALB	LOC118509240|XP_035905441.1|ASTE
OG0002800	LOC118466338|XP_035791351.1|AALB	LOC118511821|XP_035911254.1|ASTE
OG0002801	LOC118466192|XP_035791097.1|AALB	LOC118511826|XP_035911263.1|ASTE
OG0002803	LOC118460518|XP_035780786.1|AALB	LOC118514128|XP_035916607.1|ASTE
OG0002804	LOC118467293|XP_035793502.1|AALB	LOC118511837|XP_035911275.1|ASTE
OG0002805	LOC118464671|XP_035788076.1|AALB	LOC118511838|XP_035911276.1|ASTE
OG0002806	LOC118464121|XP_035787103.1|AALB	LOC118511850|XP_035911288.1|ASTE
OG0002807	LOC118465840|XP_035790342.1|AALB	LOC118511516|XP_035910592.1|ASTE
OG0002808	LOC118467679|XP_035794342.1|AALB	LOC118511523|XP_035910604.1|ASTE
OG0002809	LOC118466253|XP_035791198.1|AALB	LOC118511528|XP_035910610.1|ASTE
OG0002810	LOC118466068|XP_035790824.1|AALB	LOC118510448|XP_035908137.1|ASTE
OG0002811	LOC118466069|XP_035790826.1|AALB	LOC118510441|XP_035908132.1|ASTE
OG0002812	LOC118464104|XP_035787082.1|AALB	LOC118510412|XP_035908070.1|ASTE
OG0002814	LOC118466137|XP_035790981.1|AALB	LOC118511340|XP_035910176.1|ASTE
OG0002815	LOC118464422|XP_035787674.1|AALB	LOC118513140|XP_035914459.1|ASTE
OG0002816	LOC118466809|XP_035792488.1|AALB	LOC118516415|XP_035918171.1|ASTE, LOC118509553|XP_035906197.1|ASTE
OG0002817	LOC118466815|XP_035792497.1|AALB	LOC118509560|XP_035906208.1|ASTE, LOC118516417|XP_035918173.1|ASTE
OG0002818	LOC118466810|XP_035792489.1|AALB	LOC118516416|XP_035918172.1|ASTE, LOC118509558|XP_035906206.1|ASTE
OG0002819	LOC118466518|XP_035791904.1|AALB	LOC118511415|XP_035910368.1|ASTE
OG0002820	LOC118463955|XP_035786831.1|AALB	LOC118511413|XP_035910366.1|ASTE
OG0002821	LOC118456698|XP_035773595.1|AALB	LOC118510988|XP_035909395.1|ASTE
OG0002822	LOC118466909|XP_035792666.1|AALB	LOC118511971|XP_035911601.1|ASTE
OG0002823	LOC118462595|XP_035784312.1|AALB	LOC118509726|XP_035906729.1|ASTE
OG0002824	LOC118462594|XP_035784310.1|AALB	LOC118509718|XP_035906700.1|ASTE
OG0002825	LOC118459750|XP_035779333.1|AALB	LOC118517583|XP_035919750.1|ASTE
OG0002826	LOC118464484|XP_035787799.1|AALB	LOC118511384|XP_035910284.1|ASTE
OG0002827	LOC118466600|XP_035792071.1|AALB	LOC118503639|XP_035893034.1|ASTE
OG0002828	LOC118457655|XP_035775291.1|AALB	LOC118510952|XP_035909290.1|ASTE
OG0002829	LOC118464734|XP_035788230.1|AALB	LOC118511945|XP_035911543.1|ASTE
OG0002830	LOC118466789|XP_035792418.1|AALB	LOC118511943|XP_035911537.1|ASTE
OG0002831	LOC118458588|XP_035777144.1|AALB	LOC118506496|XP_035899583.1|ASTE
OG0002832	LOC118461533|XP_035782858.1|AALB	LOC118505045|XP_035896190.1|ASTE
OG0002833	LOC118457555|XP_035775114.1|AALB	LOC118507078|XP_035900953.1|ASTE
OG0002834	LOC118461344|XP_035782450.1|AALB	LOC118511196|XP_035909862.1|ASTE, LOC118517339|XP_035919216.1|ASTE
OG0002835	LOC118460011|XP_035779830.1|AALB	LOC118511188|XP_035909848.1|ASTE
OG0002836	LOC118467387|XP_035793721.1|AALB	LOC118509669|XP_035906550.1|ASTE
OG0002837	LOC118467378|XP_035793695.1|AALB	LOC118509620|XP_035906353.1|ASTE
OG0002838	LOC118459883|XP_035779573.1|AALB	LOC118510962|XP_035909321.1|ASTE
OG0002839	LOC118456883|XP_035773890.1|AALB	LOC118511119|XP_035909744.1|ASTE
OG0002840	LOC118456981|XP_035774078.1|AALB	LOC118511122|XP_035909747.1|ASTE
OG0002841	LOC118468509|XP_035795237.1|AALB	LOC118510083|XP_035907384.1|ASTE
OG0002842	LOC118468788|XP_035795881.1|AALB	LOC118513403|XP_035914986.1|ASTE
OG0002843	LOC118466538|XP_035791945.1|AALB	LOC118507879|XP_035902988.1|ASTE
OG0002844	LOC118457031|XP_035774158.1|AALB	LOC118512698|XP_035913405.1|ASTE
OG0002845	LOC118457371|XP_035774793.1|AALB	LOC118511705|XP_035911017.1|ASTE, LOC118514438|XP_035917233.1|ASTE
OG0002846	LOC118460843|XP_035781426.1|AALB	LOC118513833|XP_035915988.1|ASTE
OG0002847	LOC118462068|XP_035783957.1|AALB	LOC118511709|XP_035911023.1|ASTE
OG0002848	LOC118462064|XP_035783950.1|AALB	LOC118511707|XP_035911019.1|ASTE
OG0002849	LOC118457740|XP_035775444.1|AALB	LOC118513304|XP_035914779.1|ASTE
OG0002850	LOC118461880|XP_035783610.1|AALB	LOC118513476|XP_035915162.1|ASTE
OG0002851	LOC118459530|XP_035778882.1|AALB	LOC118513564|XP_035915385.1|ASTE
OG0002852	LOC118459535|XP_035778888.1|AALB	LOC118513568|XP_035915391.1|ASTE
OG0002853	LOC118457150|XP_035774367.1|AALB	LOC118510617|XP_035908537.1|ASTE
OG0002854	LOC118457106|XP_035774290.1|AALB	LOC118511049|XP_035909541.1|ASTE
OG0002855	LOC118458376|XP_035776671.1|AALB	LOC118509168|XP_035905320.1|ASTE
OG0002856	LOC118459789|XP_035779403.1|AALB	LOC118513908|XP_035916126.1|ASTE
OG0002857	LOC118468939|XP_035796165.1|AALB	LOC118513917|XP_035916161.1|ASTE
OG0002858	LOC118468734|XP_035795769.1|AALB	LOC118513909|XP_035916138.1|ASTE
OG0002859	LOC118468102|XP_035794873.1|AALB	LOC118513527|XP_035915290.1|ASTE
OG0002860	LOC118456833|XP_035773821.1|AALB	LOC118511046|XP_035909537.1|ASTE
OG0002861	LOC118468790|XP_035795891.1|AALB	LOC118513400|XP_035914975.1|ASTE
OG0002862	LOC118459043|XP_035777959.1|AALB	LOC118513937|XP_035916210.1|ASTE
OG0002863	LOC118468738|XP_035795783.1|AALB	LOC118513927|XP_035916188.1|ASTE
OG0002864	LOC118460108|XP_035780036.1|AALB	LOC118513977|XP_035916295.1|ASTE
OG0002865	LOC118460389|XP_035780555.1|AALB	LOC118511109|XP_035909726.1|ASTE
OG0002866	LOC118468630|XP_035795541.1|AALB	LOC118512445|XP_035912802.1|ASTE
OG0002867	LOC118458562|XP_035777098.1|AALB	LOC118513666|XP_035915660.1|ASTE
OG0002868	LOC118460408|XP_035780589.1|AALB	LOC118509328|XP_035905681.1|ASTE
OG0002869	LOC118460697|XP_035781105.1|AALB	LOC118512428|XP_035912777.1|ASTE
OG0002870	LOC118461784|XP_035783405.1|AALB, LOC118461777|XP_035783399.1|AALB, LOC118461779|XP_035783401.1|AALB, LOC118461780|XP_035783402.1|AALB, LOC118461781|XP_035783403.1|AALB, LOC118461778|XP_035783400.1|AALB, LOC118461321|XP_035782418.1|AALB, LOC118461783|XP_035783404.1|AALB	LOC118511172|XP_035909807.1|ASTE, LOC118511171|XP_035909805.1|ASTE, LOC118511166|XP_035909797.1|ASTE, LOC118511170|XP_035909803.1|ASTE, LOC118511168|XP_035909801.1|ASTE, LOC118509978|XP_035907251.1|ASTE, LOC118511167|XP_035909800.1|ASTE
OG0002871	LOC118468540|XP_035795316.1|AALB	LOC118511150|XP_035909771.1|ASTE
OG0002872	LOC118467510|XP_035793960.1|AALB	LOC118509128|XP_035905216.1|ASTE
OG0002873	LOC118459533|XP_035778886.1|AALB	LOC118509135|XP_035905228.1|ASTE
OG0002874	LOC118468513|XP_035795242.1|AALB	LOC118514708|XP_035917674.1|ASTE
OG0002875	LOC118467764|XP_035794489.1|AALB	LOC118517093|XP_035918840.1|ASTE, LOC118513876|XP_035916075.1|ASTE
OG0002877	LOC118459038|XP_035777950.1|AALB	LOC118517202|XP_035919050.1|ASTE, LOC118513921|XP_035916178.1|ASTE
OG0002878	LOC118457633|XP_035775256.1|AALB	LOC118514010|XP_035916373.1|ASTE
OG0002879	LOC118457945|XP_035775852.1|AALB	LOC118513583|XP_035915439.1|ASTE, LOC118515236|XP_035917814.1|ASTE
OG0002880	LOC118457942|XP_035775850.1|AALB	LOC118515232|XP_035917810.1|ASTE, LOC118513579|XP_035915434.1|ASTE
OG0002881	LOC118459532|XP_035778884.1|AALB	LOC118513580|XP_035915436.1|ASTE, LOC118515233|XP_035917811.1|ASTE
OG0002882	LOC118457448|XP_035774937.1|AALB	LOC118513615|XP_035915564.1|ASTE
OG0002883	LOC118461207|XP_035782152.1|AALB	LOC118513410|XP_035915009.1|ASTE
OG0002884	LOC118458085|XP_035776138.1|AALB	LOC118513416|XP_035915020.1|ASTE
OG0002885	LOC118461202|XP_035782147.1|AALB	LOC118509043|XP_035905009.1|ASTE
OG0002886	LOC118468632|XP_035795543.1|AALB	LOC118510082|XP_035907383.1|ASTE
OG0002887	LOC118457692|XP_035775358.1|AALB	LOC118511576|XP_035910714.1|ASTE
OG0002888	LOC118458236|XP_035776398.1|AALB	LOC118510606|XP_035908508.1|ASTE
