Orthogroup	AALB.longest_only	DMAU.longest_only
OG0002330	LOC118460750|XP_035781229.1|AALB	LOC117135234|XP_033151247.1|DMAU
OG0002331	LOC118456462|XP_035773131.1|AALB	LOC117148617|XP_033171996.1|DMAU
OG0002332	LOC118458894|XP_035777742.1|AALB	LOC117140844|XP_033159859.1|DMAU
OG0002333	LOC118458297|XP_035776515.1|AALB	LOC117138652|XP_033156771.1|DMAU
OG0002334	LOC118458560|XP_035777096.1|AALB	LOC117148490|XP_033171764.1|DMAU
OG0002335	LOC118456211|XP_035772674.1|AALB	LOC117138199|XP_033156018.1|DMAU
OG0002336	LOC118460658|XP_035781016.1|AALB	LOC117141775|XP_033161296.1|DMAU
OG0002337	LOC118461048|XP_035781832.1|AALB	LOC117136453|XP_033153263.1|DMAU
OG0002338	LOC118461165|XP_035782056.1|AALB	LOC117148187|XP_033171351.1|DMAU
OG0002339	LOC118461475|XP_035782722.1|AALB	LOC117139204|XP_033157271.1|DMAU
OG0002340	LOC118461474|XP_035782720.1|AALB	LOC117139907|XP_033158514.1|DMAU
OG0002341	LOC118460122|XP_035780054.1|AALB	LOC117137433|XP_033154755.1|DMAU
OG0002342	LOC118459081|XP_035778027.1|AALB	LOC117137768|XP_033155659.1|DMAU
OG0002343	LOC118461707|XP_035783226.1|AALB	LOC117151013|XP_033174114.1|DMAU
OG0002344	LOC118467663|XP_035794309.1|AALB	LOC117135601|XP_033151839.1|DMAU
OG0002345	LOC118460115|XP_035780046.1|AALB	LOC117138268|XP_033156124.1|DMAU
OG0002346	LOC118457666|XP_035775313.1|AALB	LOC117150598|XP_033173446.1|DMAU
OG0002347	LOC118457603|XP_035775202.1|AALB	LOC117136705|XP_033153615.1|DMAU
OG0002348	LOC118468429|XP_035795084.1|AALB	LOC117136916|XP_033153945.1|DMAU
OG0002349	LOC118459299|XP_035778441.1|AALB	LOC117138275|XP_033156133.1|DMAU
OG0002350	LOC118463437|XP_035785904.1|AALB	LOC117138264|XP_033156119.1|DMAU
OG0002351	LOC118459093|XP_035778051.1|AALB	LOC117137955|XP_033155608.1|DMAU
OG0002352	LOC118457750|XP_035775456.1|AALB	LOC117137886|XP_033155507.1|DMAU
OG0002353	LOC118461236|XP_035782228.1|AALB	LOC117137326|XP_033154604.1|DMAU
OG0002354	LOC118460926|XP_035781579.1|AALB	LOC117145910|XP_033167659.1|DMAU
OG0002355	LOC118461968|XP_035783771.1|AALB	LOC117138171|XP_033155944.1|DMAU
OG0002356	LOC118466908|XP_035792668.1|AALB	LOC117140066|XP_033158706.1|DMAU
OG0002357	LOC118466858|XP_035792590.1|AALB	LOC117142500|XP_033162424.1|DMAU
OG0002358	LOC118461531|XP_035782856.1|AALB	LOC117136165|XP_033152801.1|DMAU
OG0002359	LOC118459526|XP_035778876.1|AALB	LOC117147754|XP_033170656.1|DMAU, LOC117147700|XP_033170579.1|DMAU
OG0002360	LOC118458718|XP_035777356.1|AALB	LOC117143165|XP_033163572.1|DMAU
OG0002361	LOC118456206|XP_035772664.1|AALB	LOC117139541|XP_033157807.1|DMAU
OG0002362	LOC118467138|XP_035793152.1|AALB	LOC117140434|XP_033159247.1|DMAU
OG0002363	LOC118458268|XP_035776472.1|AALB	LOC117148381|XP_033171633.1|DMAU
OG0002364	LOC118458266|XP_035776451.1|AALB	LOC117137822|XP_033155401.1|DMAU
OG0002365	LOC118458465|XP_035776877.1|AALB	LOC117143796|XP_033164534.1|DMAU
OG0002366	LOC118459997|XP_035779791.1|AALB	LOC117139700|XP_033158106.1|DMAU
OG0002367	LOC118459833|XP_035779489.1|AALB	LOC117141606|XP_033161016.1|DMAU
OG0002368	LOC118460004|XP_035779816.1|AALB	LOC117135162|XP_033151114.1|DMAU
OG0002369	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB	LOC117147568|XP_033170402.1|DMAU
OG0002370	LOC118460984|XP_035781699.1|AALB	LOC117150525|XP_033173339.1|DMAU
OG0002371	LOC118460985|XP_035781700.1|AALB	LOC117146264|XP_033168134.1|DMAU
OG0002372	LOC118457711|XP_035775387.1|AALB	LOC117150697|XP_033173600.1|DMAU
OG0002373	LOC118462015|XP_035783854.1|AALB	LOC117135205|XP_033151181.1|DMAU
OG0002374	LOC118456445|XP_035773101.1|AALB	LOC117142274|XP_033162043.1|DMAU
OG0002375	LOC118466314|XP_035791318.1|AALB	LOC117142777|XP_033162856.1|DMAU
OG0002376	LOC118460350|XP_035780481.1|AALB	LOC117140820|XP_033159821.1|DMAU
OG0002377	LOC118456556|XP_035773318.1|AALB	LOC117144383|XP_033165407.1|DMAU
OG0002378	LOC118460962|XP_035781631.1|AALB	LOC117142104|XP_033161880.1|DMAU
OG0002379	LOC118461197|XP_035782135.1|AALB	LOC117141491|XP_033160871.1|DMAU
OG0002380	LOC118459636|XP_035779107.1|AALB	LOC117147062|XP_033169712.1|DMAU
OG0002381	LOC118460788|XP_035781285.1|AALB	LOC117138445|XP_033156449.1|DMAU
OG0002382	LOC118460791|XP_035781289.1|AALB	LOC117146594|XP_033168807.1|DMAU
OG0002383	LOC118460797|XP_035781297.1|AALB	LOC117140391|XP_033159149.1|DMAU
OG0002384	LOC118459894|XP_035779594.1|AALB	LOC117146766|XP_033169158.1|DMAU
OG0002386	LOC118461232|XP_035782219.1|AALB	LOC117145512|XP_033167092.1|DMAU
OG0002387	LOC118456943|XP_035773999.1|AALB	LOC117144477|XP_033165544.1|DMAU
OG0002388	LOC118461033|XP_035781807.1|AALB	LOC117142705|XP_033162755.1|DMAU
OG0002389	LOC118457262|XP_035774544.1|AALB	LOC117145535|XP_033167120.1|DMAU
OG0002390	LOC118456611|XP_035773413.1|AALB	LOC117150414|XP_033173172.1|DMAU
OG0002391	LOC118458861|XP_035777685.1|AALB	LOC117137438|XP_033154764.1|DMAU
OG0002392	LOC118457880|XP_035775702.1|AALB	LOC117141322|XP_033160607.1|DMAU
OG0002393	LOC118458618|XP_035777194.1|AALB	LOC117139630|XP_033157979.1|DMAU
OG0002394	LOC118469031|XP_035796379.1|AALB	LOC117142308|XP_033162091.1|DMAU
OG0002395	LOC118461927|XP_035783692.1|AALB	LOC117144465|XP_033165518.1|DMAU
OG0002396	LOC118457109|XP_035774301.1|AALB	LOC117138417|XP_033156405.1|DMAU
OG0002397	LOC118461824|XP_035783473.1|AALB	LOC117137696|XP_033155156.1|DMAU
OG0002398	LOC118459453|XP_035778752.1|AALB	LOC117146953|XP_033169505.1|DMAU
OG0002399	LOC118458284|XP_035776499.1|AALB	LOC117137773|XP_033155286.1|DMAU
OG0002400	LOC118456280|XP_035772786.1|AALB	LOC117136047|XP_033152581.1|DMAU
OG0002401	LOC118468297|XP_035794919.1|AALB	LOC117146322|XP_033168276.1|DMAU
OG0002402	LOC118460542|XP_035780825.1|AALB	LOC117144737|XP_033165976.1|DMAU
OG0002403	LOC118460543|XP_035780826.1|AALB	LOC117145260|XP_033166734.1|DMAU
OG0002404	LOC118457979|XP_035775919.1|AALB	LOC117145996|XP_033167801.1|DMAU
OG0002405	LOC118457615|XP_035775219.1|AALB	LOC117144879|XP_033166181.1|DMAU
OG0002406	LOC118468618|XP_035795521.1|AALB	LOC117140489|XP_033159339.1|DMAU
OG0002408	LOC118461594|XP_035782991.1|AALB	LOC117143065|XP_033163413.1|DMAU
OG0002410	LOC118457203|XP_035774446.1|AALB	LOC117144167|XP_033165093.1|DMAU
OG0002411	LOC118461853|XP_035783539.1|AALB	LOC117143397|XP_033163977.1|DMAU
OG0002412	LOC118461405|XP_035782574.1|AALB	LOC117141953|XP_033161600.1|DMAU
OG0002413	LOC118461318|XP_035782411.1|AALB	LOC117146537|XP_033168703.1|DMAU
OG0002414	LOC118461716|XP_035783267.1|AALB	LOC117141932|XP_033161561.1|DMAU
OG0002415	LOC118468461|XP_035795147.1|AALB	LOC117143530|XP_033164152.1|DMAU
OG0002416	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB	LOC117146247|XP_033168072.1|DMAU
OG0002417	LOC118459010|XP_035777908.1|AALB	LOC117135176|XP_033151132.1|DMAU
OG0002418	LOC118458867|XP_035777710.1|AALB	LOC117139388|XP_033157541.1|DMAU
OG0002419	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB	LOC117147567|XP_033170401.1|DMAU
OG0002420	LOC118460161|XP_035780154.1|AALB	LOC117141967|XP_033161655.1|DMAU
OG0002421	LOC118456354|XP_035772908.1|AALB	LOC117145765|XP_033167422.1|DMAU
OG0002422	LOC118457412|XP_035774876.1|AALB	LOC117143695|XP_033164381.1|DMAU
OG0002423	LOC118460151|XP_035780140.1|AALB	LOC117141946|XP_033161594.1|DMAU
OG0002424	LOC118460491|XP_035780737.1|AALB	LOC117146288|XP_033168185.1|DMAU
OG0002425	LOC118459182|XP_035778230.1|AALB	LOC117146905|XP_033169406.1|DMAU
OG0002426	LOC118468863|XP_035796021.1|AALB	LOC117140523|XP_033159393.1|DMAU
OG0002427	LOC118461260|XP_035782273.1|AALB	LOC117146304|XP_033168234.1|DMAU
OG0002428	LOC118466759|XP_035792367.1|AALB	LOC117148820|XP_033172358.1|DMAU
OG0002429	LOC118458589|XP_035777145.1|AALB	LOC117139709|XP_033158116.1|DMAU
OG0002430	LOC118466378|XP_035791496.1|AALB	LOC117138383|XP_033156343.1|DMAU
OG0002431	LOC118464630|XP_035787969.1|AALB	LOC117138527|XP_033156556.1|DMAU
OG0002432	LOC118456443|XP_035773097.1|AALB	LOC117148848|XP_033172398.1|DMAU
OG0002433	LOC118464298|XP_035787476.1|AALB	LOC117146109|XP_033167985.1|DMAU
OG0002434	LOC118464154|XP_035787174.1|AALB	LOC117143056|XP_033163395.1|DMAU
OG0002436	LOC118463302|XP_035785681.1|AALB	LOC117135825|XP_033152224.1|DMAU
OG0002437	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB	LOC117136420|XP_033153222.1|DMAU
OG0002438	LOC118467021|XP_035792862.1|AALB	LOC117146990|XP_033169552.1|DMAU
OG0002439	LOC118458026|XP_035776025.1|AALB	LOC117135150|XP_033151099.1|DMAU
OG0002440	LOC118463730|XP_035786417.1|AALB	LOC117140022|XP_033158643.1|DMAU
OG0002441	LOC118465670|XP_035789990.1|AALB	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU
OG0002442	LOC118465730|XP_035790085.1|AALB	LOC117137180|XP_033154393.1|DMAU
OG0002443	LOC118466936|XP_035792720.1|AALB	LOC117135552|XP_033151742.1|DMAU
OG0002444	LOC118462872|XP_035784824.1|AALB	LOC117135452|XP_033151527.1|DMAU
OG0002445	LOC118466744|XP_035792322.1|AALB	LOC117135496|XP_033151609.1|DMAU
OG0002446	LOC118465220|XP_035789105.1|AALB	LOC117137944|XP_033155597.1|DMAU
OG0002447	LOC118463947|XP_035786817.1|AALB	LOC117139419|XP_033157589.1|DMAU
OG0002448	LOC118464420|XP_035787671.1|AALB	LOC117136219|XP_033152885.1|DMAU
OG0002449	LOC118464230|XP_035787305.1|AALB	LOC117137906|XP_033155542.1|DMAU
OG0002450	LOC118458328|XP_035776572.1|AALB	LOC117144611|XP_033165794.1|DMAU
OG0002451	LOC118464169|XP_035787201.1|AALB	LOC117137394|XP_033154705.1|DMAU
OG0002452	LOC118463813|XP_035786583.1|AALB	LOC117135980|XP_033152485.1|DMAU
OG0002453	LOC118463812|XP_035786582.1|AALB	LOC117135969|XP_033152466.1|DMAU
OG0002454	LOC118463825|XP_035786601.1|AALB	LOC117139638|XP_033157989.1|DMAU
OG0002455	LOC118466013|XP_035790716.1|AALB	LOC117139637|XP_033157988.1|DMAU
OG0002456	LOC118466060|XP_035790802.1|AALB	LOC117136876|XP_033153870.1|DMAU
OG0002457	LOC118464737|XP_035788235.1|AALB	LOC117136650|XP_033153536.1|DMAU
OG0002458	LOC118457749|XP_035775454.1|AALB	LOC117150446|XP_033173223.1|DMAU
OG0002459	LOC118467100|XP_035793042.1|AALB	LOC117135942|XP_033152413.1|DMAU
OG0002460	LOC118464694|XP_035788107.1|AALB	LOC117137521|XP_033154896.1|DMAU
OG0002461	LOC118465162|XP_035789013.1|AALB	LOC117138571|XP_033156634.1|DMAU
OG0002462	LOC118465021|XP_035788776.1|AALB	LOC117136162|XP_033152775.1|DMAU
OG0002463	LOC118467226|XP_035793370.1|AALB	LOC117136232|XP_033152905.1|DMAU
OG0002464	LOC118467034|XP_035792910.1|AALB	LOC117137182|XP_033154395.1|DMAU
OG0002465	LOC118467032|XP_035792907.1|AALB	LOC117137215|XP_033154462.1|DMAU
OG0002466	LOC118467618|XP_035794215.1|AALB	LOC117146344|XP_033168372.1|DMAU
OG0002467	LOC118464769|XP_035788285.1|AALB	LOC117141462|XP_033160810.1|DMAU
OG0002468	LOC118465937|XP_035790540.1|AALB	LOC117140006|XP_033158611.1|DMAU
OG0002469	LOC118464168|XP_035787199.1|AALB	LOC117144065|XP_033164965.1|DMAU
OG0002470	LOC118464183|XP_035787227.1|AALB	LOC117138201|XP_033156022.1|DMAU
OG0002471	LOC118463363|XP_035785774.1|AALB	LOC117137386|XP_033154691.1|DMAU
OG0002472	LOC118464351|XP_035787565.1|AALB	LOC117137522|XP_033154897.1|DMAU
OG0002473	LOC118464361|XP_035787579.1|AALB	LOC117137044|XP_033154144.1|DMAU
OG0002474	LOC118462552|XP_035784212.1|AALB	LOC117141904|XP_033161501.1|DMAU
OG0002475	LOC118463881|XP_035786694.1|AALB	LOC117142295|XP_033162073.1|DMAU
OG0002476	LOC118464221|XP_035787286.1|AALB	LOC117136008|XP_033152515.1|DMAU
OG0002477	LOC118467251|XP_035793426.1|AALB	LOC117138100|XP_033155848.1|DMAU
OG0002478	LOC118467250|XP_035793421.1|AALB	LOC117136687|XP_033153591.1|DMAU
OG0002479	LOC118466774|XP_035792392.1|AALB	LOC117136375|XP_033153156.1|DMAU
OG0002480	LOC118464983|XP_035788708.1|AALB	LOC117138285|XP_033156147.1|DMAU
OG0002481	LOC118464500|XP_035787828.1|AALB	LOC117146626|XP_033168850.1|DMAU
OG0002482	LOC118463880|XP_035786692.1|AALB	LOC117137010|XP_033154090.1|DMAU
OG0002483	LOC118464941|XP_035788621.1|AALB	LOC117137162|XP_033154364.1|DMAU
OG0002484	LOC118464946|XP_035788628.1|AALB	LOC117137474|XP_033154839.1|DMAU
OG0002485	LOC118463977|XP_035786880.1|AALB	LOC117135898|XP_033152335.1|DMAU
OG0002486	LOC118467959|XP_035794835.1|AALB	LOC117140703|XP_033159659.1|DMAU
OG0002487	LOC118466257|XP_035791204.1|AALB	LOC117136694|XP_033153605.1|DMAU
OG0002488	LOC118464802|XP_035788358.1|AALB	LOC117135675|XP_033151963.1|DMAU
OG0002489	LOC118462685|XP_035784492.1|AALB	LOC117140763|XP_033159735.1|DMAU
OG0002490	LOC118463761|XP_035786468.1|AALB	LOC117136682|XP_033153583.1|DMAU
OG0002491	LOC118466923|XP_035792701.1|AALB	LOC117139150|XP_033157199.1|DMAU
OG0002492	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB	LOC117135667|XP_033151950.1|DMAU
OG0002493	LOC118465985|XP_035790658.1|AALB	LOC117138544|XP_033156593.1|DMAU
OG0002495	LOC118462829|XP_035784753.1|AALB	LOC117137702|XP_033155162.1|DMAU
OG0002496	LOC118464803|XP_035788359.1|AALB	LOC117144039|XP_033164898.1|DMAU
OG0002497	LOC118464813|XP_035788373.1|AALB	LOC117141109|XP_033160322.1|DMAU
OG0002498	LOC118463201|XP_035785529.1|AALB	LOC117141619|XP_033161030.1|DMAU
OG0002508	LOC118459048|XP_035777969.1|AALB	LOC117148800|XP_033172304.1|DMAU
OG0002509	LOC118467981|XP_035794863.1|AALB	LOC117137082|XP_033154201.1|DMAU
OG0002510	LOC118458351|XP_035776599.1|AALB	LOC117147785|XP_033170719.1|DMAU
OG0002511	LOC118467147|XP_035793224.1|AALB	LOC117142906|XP_033163079.1|DMAU
OG0002512	LOC118458417|XP_035776738.1|AALB	LOC117146258|XP_033168103.1|DMAU
OG0002513	LOC118457877|XP_035775697.1|AALB	LOC117143813|XP_033164550.1|DMAU
OG0002514	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB	LOC117140149|XP_033158809.1|DMAU
OG0002516	LOC118460637|XP_035780987.1|AALB	LOC117145119|XP_033166530.1|DMAU
OG0002517	LOC118456694|XP_035773592.1|AALB	LOC117148730|XP_033172178.1|DMAU
OG0002518	LOC118461771|XP_035783397.1|AALB	LOC117145681|XP_033167314.1|DMAU
OG0002519	LOC118462310|XP_035784009.1|AALB	LOC117138618|XP_033156718.1|DMAU
OG0002520	LOC118462336|XP_035784011.1|AALB	LOC117148192|XP_033171353.1|DMAU
OG0002522	LOC118463360|XP_035785770.1|AALB	LOC117143356|XP_033163920.1|DMAU
OG0002523	LOC118464696|XP_035788156.1|AALB	LOC117142923|XP_033163111.1|DMAU
OG0002524	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB	LOC117146915|XP_033169431.1|DMAU
OG0002525	LOC118461653|XP_035783124.1|AALB	LOC117140716|XP_033159673.1|DMAU
OG0002526	LOC118458396|XP_035776699.1|AALB	LOC117143274|XP_033163744.1|DMAU
OG0002528	LOC118456509|XP_035773275.1|AALB	LOC117147925|XP_033170938.1|DMAU
OG0002529	LOC118464640|XP_035787995.1|AALB	LOC117143292|XP_033163778.1|DMAU
OG0002530	LOC118465697|XP_035790021.1|AALB	LOC117147264|XP_033169983.1|DMAU
OG0002531	LOC118468526|XP_035795287.1|AALB	LOC117135154|XP_033151105.1|DMAU
OG0002532	LOC118464240|XP_035787323.1|AALB	LOC117141097|XP_033160304.1|DMAU
OG0002533	LOC118465442|XP_035789589.1|AALB	LOC117146493|XP_033168628.1|DMAU
OG0002534	LOC118457279|XP_035774588.1|AALB	LOC117138362|XP_033156320.1|DMAU
OG0002535	LOC118466074|XP_035790839.1|AALB	LOC117139978|XP_033158572.1|DMAU
OG0002536	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB	LOC117144812|XP_033166079.1|DMAU
OG0002537	LOC118467244|XP_035793409.1|AALB	LOC117136230|XP_033152901.1|DMAU
OG0002539	LOC118465434|XP_035789579.1|AALB	LOC117138058|XP_033155771.1|DMAU
OG0002540	LOC118456270|XP_035772778.1|AALB	LOC117143276|XP_033163746.1|DMAU
OG0002541	LOC118458974|XP_035777860.1|AALB	LOC117147259|XP_033169971.1|DMAU
OG0002542	LOC118461245|XP_035782255.1|AALB	LOC117147399|XP_033170161.1|DMAU
OG0002543	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB	LOC117148128|XP_033171244.1|DMAU
OG0002544	LOC118458190|XP_035776330.1|AALB	LOC117143836|XP_033164578.1|DMAU
OG0002545	LOC118463572|XP_035786106.1|AALB	LOC117146517|XP_033168675.1|DMAU
OG0002547	LOC118468754|XP_035795808.1|AALB	LOC117148546|XP_033171871.1|DMAU
OG0002548	LOC118463908|XP_035786782.1|AALB	LOC117147594|XP_033170434.1|DMAU
OG0002549	LOC118463719|XP_035786443.1|AALB	LOC117146650|XP_033168874.1|DMAU
OG0002550	LOC118459714|XP_035779271.1|AALB	LOC117146752|XP_033169123.1|DMAU
OG0002551	LOC118463635|XP_035786260.1|AALB	LOC117145784|XP_033167454.1|DMAU
OG0002552	LOC118458898|XP_035777750.1|AALB	LOC117135706|XP_033152019.1|DMAU
OG0002553	LOC118458325|XP_035776567.1|AALB	LOC117146492|XP_033168621.1|DMAU
OG0002554	LOC118459206|XP_035778279.1|AALB	LOC117148646|XP_033172038.1|DMAU
OG0002555	LOC118458461|XP_035776874.1|AALB	LOC117148950|XP_033172582.1|DMAU
OG0002556	LOC118468415|XP_035795111.1|AALB	LOC117135158|XP_033151109.1|DMAU
OG0002557	LOC118459862|XP_035779530.1|AALB	LOC117147485|XP_033170274.1|DMAU
OG0002558	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB	LOC117145076|XP_033166484.1|DMAU
OG0002559	LOC118460503|XP_035780794.1|AALB	LOC117139092|XP_033157103.1|DMAU
OG0002560	LOC118462752|XP_035784612.1|AALB	LOC117145238|XP_033166705.1|DMAU
OG0002561	LOC118457115|XP_035774310.1|AALB	LOC117142391|XP_033162224.1|DMAU
OG0002562	LOC118459194|XP_035778292.1|AALB	LOC117148202|XP_033171376.1|DMAU
OG0002565	LOC118458607|XP_035777178.1|AALB	LOC117143906|XP_033164705.1|DMAU
OG0002566	LOC118457951|XP_035775867.1|AALB	LOC117143443|XP_033164042.1|DMAU
OG0002567	LOC118458470|XP_035776896.1|AALB	LOC117148193|XP_033171354.1|DMAU
OG0002568	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB	LOC117145113|XP_033166524.1|DMAU
OG0002569	LOC118466808|XP_035792487.1|AALB	LOC117140318|XP_033159057.1|DMAU
OG0002570	LOC118463264|XP_035785630.1|AALB	LOC117143089|XP_033163457.1|DMAU
OG0002571	LOC118459191|XP_035778243.1|AALB	LOC117143097|XP_033163467.1|DMAU
OG0002572	LOC118465676|XP_035790000.1|AALB	LOC117137131|XP_033154321.1|DMAU
OG0002573	LOC118465039|XP_035788802.1|AALB	LOC117143176|XP_033163581.1|DMAU
OG0002574	LOC118459213|XP_035778286.1|AALB	LOC117143354|XP_033163918.1|DMAU
OG0002575	LOC118460978|XP_035781689.1|AALB	LOC117143304|XP_033163802.1|DMAU
OG0002576	LOC118457903|XP_035775787.1|AALB	LOC117148907|XP_033172508.1|DMAU, LOC117148908|XP_033172509.1|DMAU
OG0002577	LOC118462760|XP_035784619.1|AALB	LOC117141446|XP_033160791.1|DMAU
OG0002578	LOC118463146|XP_035785416.1|AALB	LOC117142691|XP_033162742.1|DMAU
OG0002579	LOC118468470|XP_035795183.1|AALB	LOC117146520|XP_033168680.1|DMAU
OG0002580	LOC118456955|XP_035774025.1|AALB	LOC117137559|XP_033154953.1|DMAU
OG0002581	LOC118463781|XP_035786495.1|AALB	LOC117142211|XP_033161933.1|DMAU
OG0002582	LOC118460196|XP_035780195.1|AALB	LOC117145775|XP_033167442.1|DMAU
OG0002583	LOC118460362|XP_035780502.1|AALB	LOC117145928|XP_033167682.1|DMAU
OG0002584	LOC118459487|XP_035778797.1|AALB	LOC117139783|XP_033158288.1|DMAU
OG0002585	LOC118459494|XP_035778809.1|AALB	LOC117139785|XP_033158290.1|DMAU
OG0002586	LOC118461083|XP_035781869.1|AALB	LOC117143300|XP_033163796.1|DMAU
OG0002587	LOC118461082|XP_035781867.1|AALB	LOC117142868|XP_033163027.1|DMAU
OG0002588	LOC118458842|XP_035777638.1|AALB	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC118456825|XP_035773813.1|AALB	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC118458027|XP_035776026.1|AALB	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC118456419|XP_035773045.1|AALB	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC118460083|XP_035779991.1|AALB	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC118461262|XP_035782277.1|AALB	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC118461076|XP_035781862.1|AALB	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC118457696|XP_035775362.1|AALB	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC118457495|XP_035775023.1|AALB	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC118468263|XP_035794906.1|AALB	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC118468881|XP_035796065.1|AALB	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC118459383|XP_035778578.1|AALB	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC118456247|XP_035772737.1|AALB	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC118460924|XP_035781573.1|AALB	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC118457541|XP_035775087.1|AALB	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC118458877|XP_035777720.1|AALB	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC118457185|XP_035774425.1|AALB	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC118457815|XP_035775569.1|AALB	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC118457828|XP_035775595.1|AALB	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC118460311|XP_035780411.1|AALB	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC118464878|XP_035788513.1|AALB	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC118460663|XP_035781023.1|AALB	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC118461384|XP_035782538.1|AALB	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC118457549|XP_035775108.1|AALB	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC118460241|XP_035780290.1|AALB	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC118460234|XP_035780269.1|AALB	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC118457714|XP_035775393.1|AALB	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC118456417|XP_035773037.1|AALB	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC118461561|XP_035782915.1|AALB	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC118468547|XP_035795335.1|AALB	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC118461725|XP_035783285.1|AALB	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC118461756|XP_035783376.1|AALB	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC118468562|XP_035795367.1|AALB	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC118466776|XP_035792395.1|AALB	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC118457847|XP_035775627.1|AALB	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC118457850|XP_035775629.1|AALB	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC118457583|XP_035775156.1|AALB	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC118468557|XP_035795351.1|AALB	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC118459268|XP_035778384.1|AALB	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC118460455|XP_035780668.1|AALB	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC118456962|XP_035774036.1|AALB	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC118461689|XP_035783199.1|AALB	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC118459624|XP_035779094.1|AALB	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC118457289|XP_035774644.1|AALB	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC118457287|XP_035774640.1|AALB	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC118460150|XP_035780139.1|AALB	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC118459954|XP_035779733.1|AALB	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC118458014|XP_035776005.1|AALB	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC118457956|XP_035775873.1|AALB	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC118460137|XP_035780115.1|AALB	LOC117142795|XP_033162885.1|DMAU
