Orthogroup	AALB.longest_only	DPSE.longest_only
OG0000450	LOC118464184|XP_035787232.1|AALB	LOC4814789|XP_033241509.1|DPSE
OG0000451	LOC118457112|XP_035774304.1|AALB	LOC4815573|XP_033240197.1|DPSE
OG0000451	LOC118465876|XP_035790406.1|AALB	LOC4815439|XP_015041153.1|DPSE
OG0000453	LOC118458770|XP_035777455.1|AALB, LOC118458815|XP_035777578.1|AALB	LOC6897293|XP_033232328.1|DPSE
OG0000454	LOC118465813|XP_035790277.1|AALB	LOC4801918|XP_001358936.5|DPSE, LOC4813982|XP_001354138.3|DPSE
OG0000456	LOC118458660|XP_035777247.1|AALB	LOC6899812|XP_033237282.1|DPSE
OG0000456	LOC118457602|XP_035775201.1|AALB	LOC4816475|XP_033235273.1|DPSE
OG0000457	LOC118457563|XP_035775129.1|AALB	LOC6902400|XP_033235312.1|DPSE
OG0000457	LOC118457897|XP_035775767.1|AALB	LOC6902413|XP_015037006.2|DPSE
OG0000458	LOC118457431|XP_035774909.1|AALB, LOC118457430|XP_035774906.1|AALB, LOC118458307|XP_035776534.1|AALB, LOC118461892|XP_035783639.1|AALB	LOC4816493|XP_033236608.1|DPSE
OG0000460	LOC118457528|XP_035775067.1|AALB	LOC6903205|XP_002132905.2|DPSE, LOC6903204|XP_002132904.3|DPSE
OG0000465	LOC118456410|XP_035773015.1|AALB	LOC6896753|XP_002136960.3|DPSE, LOC4800439|XP_015038727.2|DPSE
OG0000466	LOC118460911|XP_035781556.1|AALB	LOC4814594|XP_033240458.1|DPSE
OG0000466	LOC118466949|XP_035792745.1|AALB	LOC117183175|XP_015035633.1|DPSE
OG0000467	LOC118467127|XP_035793110.1|AALB	LOC4803477|XP_033234756.1|DPSE, LOC4803474|XP_001360192.3|DPSE
OG0000468	LOC118458755|XP_035777438.1|AALB	LOC4801981|XP_001358993.1|DPSE
OG0000468	LOC118467881|XP_035794686.1|AALB	LOC4805418|XP_001361821.2|DPSE
OG0000469	LOC118461268|XP_035782294.1|AALB	LOC6902992|XP_033235476.1|DPSE, LOC6902998|XP_002132720.3|DPSE
OG0000470	LOC118464390|XP_035787629.1|AALB	LOC4812830|XP_001353507.1|DPSE
OG0000470	LOC118464250|XP_035787346.1|AALB	LOC4812027|XP_001352999.3|DPSE
OG0000471	LOC118458777|XP_035777493.1|AALB	LOC4812228|XP_001352754.4|DPSE, LOC4816295|XP_001355971.4|DPSE
OG0000473	LOC118460536|XP_035780820.1|AALB	LOC4815979|XP_001355633.1|DPSE, LOC6901835|XP_002133373.3|DPSE
OG0000474	LOC118459736|XP_035779309.1|AALB	LOC4814191|XP_001354334.2|DPSE, LOC6897209|XP_002137381.2|DPSE, LOC117184096|XP_033236155.1|DPSE
OG0000475	LOC118462073|XP_035783973.1|AALB	LOC6897308|XP_015037357.1|DPSE, LOC4801685|XP_001358734.3|DPSE
OG0000476	LOC118457122|XP_035774328.1|AALB	LOC4800591|XP_001357837.4|DPSE, LOC4800590|XP_001357836.3|DPSE
OG0000477	LOC118458053|XP_035776071.1|AALB, LOC118458157|XP_035776247.1|AALB	LOC4800956|XP_001358136.3|DPSE, LOC4800953|XP_001358135.3|DPSE
OG0000478	LOC118465346|XP_035789395.1|AALB, LOC118465348|XP_035789400.1|AALB	LOC4802188|XP_001359156.1|DPSE
OG0000479	LOC118465496|XP_035789694.1|AALB, LOC118465360|XP_035789425.1|AALB	LOC4800707|XP_001357932.2|DPSE
OG0000480	LOC118461644|XP_035783112.1|AALB	LOC4816379|XP_001355994.1|DPSE, LOC4816589|XP_033236296.1|DPSE
OG0000482	LOC118457534|XP_035775079.1|AALB	LOC4802905|XP_001359731.2|DPSE
OG0000483	LOC118456311|XP_035772843.1|AALB	LOC6897483|XP_002137632.2|DPSE, LOC6897482|XP_002137631.2|DPSE
OG0000484	LOC118457307|XP_035774683.1|AALB	LOC4803254|XP_001360026.2|DPSE, LOC4803255|XP_001360027.1|DPSE
OG0000485	LOC118462932|XP_035784936.1|AALB	LOC4813554|XP_015043370.2|DPSE, LOC4813359|XP_001353982.3|DPSE
OG0000486	LOC118467942|XP_035794804.1|AALB	LOC4804540|XP_015040001.2|DPSE, LOC6898517|XP_015040000.1|DPSE
OG0000489	LOC118463309|XP_035785691.1|AALB	LOC6897394|XP_002137546.2|DPSE, LOC6901327|XP_002134028.2|DPSE
OG0000490	LOC118468731|XP_035795767.1|AALB	LOC6901640|XP_002134309.2|DPSE
OG0000490	LOC118460006|XP_035779825.1|AALB	LOC6901900|XP_002133435.3|DPSE
OG0000491	LOC118459356|XP_035778538.1|AALB	LOC6897132|XP_002137312.3|DPSE, LOC4804892|XP_001361380.2|DPSE
OG0000492	LOC118459831|XP_035779487.1|AALB	LOC4804517|XP_001361068.1|DPSE
OG0000492	LOC118460752|XP_035781233.1|AALB	LOC4816478|XP_001356185.1|DPSE
OG0000493	LOC118466934|XP_035792717.1|AALB	LOC6897037|XP_002137222.1|DPSE, LOC4801087|XP_001358245.1|DPSE
OG0000494	LOC118456835|XP_035773824.1|AALB	LOC4817837|XP_001357351.1|DPSE
OG0000495	LOC118457677|XP_035775327.1|AALB, LOC118458639|XP_035777221.1|AALB	LOC4815884|XP_001355565.2|DPSE, LOC4805723|XP_001362078.2|DPSE
OG0000496	LOC118461862|XP_035783558.1|AALB	LOC4818067|XP_001357224.4|DPSE
OG0000496	LOC118461863|XP_035783564.1|AALB	LOC4816668|XP_001355896.3|DPSE
OG0000497	LOC118460514|XP_035780773.1|AALB	LOC4817718|XP_033236995.1|DPSE
OG0000498	LOC118456312|XP_035772844.1|AALB	LOC6897480|XP_003736681.3|DPSE, LOC4802148|XP_001359125.3|DPSE
OG0000499	LOC118468938|XP_035796164.1|AALB	LOC4804869|XP_001361358.1|DPSE
OG0000500	LOC118465195|XP_035789056.1|AALB, LOC118466561|XP_035791997.1|AALB	LOC6900819|XP_002135178.2|DPSE, LOC4813205|XP_033238702.1|DPSE
OG0000504	LOC118467635|XP_035794252.1|AALB, LOC118467632|XP_035794247.1|AALB, LOC118467633|XP_035794248.1|AALB, LOC118467634|XP_035794251.1|AALB, LOC118467631|XP_035794245.1|AALB	LOC4812375|XP_001352827.2|DPSE
OG0000505	LOC118458049|XP_035776070.1|AALB	LOC4814983|XP_033237360.1|DPSE, LOC6901282|XP_002133983.3|DPSE
OG0000506	LOC118457403|XP_035774860.1|AALB, LOC118458643|XP_035777225.1|AALB	LOC4802115|XP_001359096.4|DPSE
OG0000507	LOC118463549|XP_035786064.1|AALB	LOC4814804|XP_001354869.1|DPSE
OG0000507	LOC118460907|XP_035781550.1|AALB	LOC4814494|XP_001354870.1|DPSE
OG0000508	LOC118463026|XP_035785161.1|AALB	LOC4814140|XP_033239943.1|DPSE
OG0000509	LOC118467137|XP_035793145.1|AALB	LOC6898238|XP_002138304.2|DPSE
OG0000509	LOC118464548|XP_035787879.1|AALB	LOC4803793|XP_033233214.1|DPSE
OG0000510	LOC118466910|XP_035792667.1|AALB	LOC4805292|XP_001361714.2|DPSE, LOC4805289|XP_001361711.3|DPSE
OG0000511	LOC118461163|XP_035782053.1|AALB	LOC4817417|XP_001356535.3|DPSE, LOC6902879|XP_033235822.1|DPSE
OG0000512	LOC118459691|XP_035779220.1|AALB, LOC118459687|XP_035779214.1|AALB	LOC4817038|XP_002132750.2|DPSE, LOC4812141|XP_033241147.1|DPSE
OG0000513	LOC118460302|XP_035780398.1|AALB	LOC4803429|XP_001360144.1|DPSE, LOC4817864|XP_001357241.2|DPSE
OG0000514	LOC118468899|XP_035796089.1|AALB	LOC4816915|XP_001356561.3|DPSE, LOC4816891|XP_033235890.1|DPSE
OG0000515	LOC118462668|XP_035784458.1|AALB, LOC118462669|XP_035784459.1|AALB	LOC4811700|XP_001352282.1|DPSE, LOC4812992|XP_001353265.3|DPSE
OG0000516	LOC118457767|XP_035775484.1|AALB, LOC118457766|XP_035775483.1|AALB	LOC4815755|XP_001355513.3|DPSE, LOC4815593|XP_001355512.4|DPSE
OG0000517	LOC118462787|XP_035784671.1|AALB	LOC4812631|XP_001353025.3|DPSE, LOC6900297|XP_002135619.2|DPSE
OG0000522	LOC118461899|XP_035783649.1|AALB	LOC6902581|XP_002133109.2|DPSE, LOC4802950|XP_001359763.3|DPSE, LOC4815112|XP_001355111.1|DPSE
OG0000523	LOC118457544|XP_035775092.1|AALB	LOC6904085|XP_002136435.2|DPSE
OG0000523	LOC118462262|XP_035784006.1|AALB	LOC6901076|XP_015042262.1|DPSE
OG0000524	LOC118462497|XP_035784108.1|AALB	LOC4800939|XP_001358125.3|DPSE, LOC4801022|XP_015038701.2|DPSE
OG0000525	LOC118467117|XP_035793074.1|AALB	LOC4805177|XP_001361624.2|DPSE, LOC5495504|XP_001361623.2|DPSE
OG0000526	LOC118457845|XP_035775623.1|AALB	LOC4818140|XP_001357255.2|DPSE, LOC4804497|XP_001361053.1|DPSE
OG0000527	LOC118468585|XP_035795410.1|AALB	LOC4817240|XP_001356485.3|DPSE, LOC4816819|XP_015035861.2|DPSE
OG0000528	LOC118461978|XP_035783799.1|AALB, LOC118468633|XP_035795544.1|AALB	LOC6903017|XP_002132739.2|DPSE
OG0000529	LOC118468721|XP_035795744.1|AALB	LOC6902524|XP_002133066.2|DPSE
OG0000530	LOC118460710|XP_035781130.1|AALB	LOC4812787|XP_001354024.4|DPSE
OG0000531	LOC118459665|XP_035779162.1|AALB	LOC117184243|XP_033236764.1|DPSE, LOC4817140|XP_001356655.1|DPSE
OG0000532	LOC118460342|XP_035780461.1|AALB	LOC4803054|XP_001359855.3|DPSE, LOC4803053|XP_001359854.2|DPSE
OG0000533	LOC118463254|XP_035785620.1|AALB	LOC6902320|XP_002133847.3|DPSE
OG0000533	LOC118458530|XP_035777001.1|AALB	LOC4802027|XP_001359027.3|DPSE
OG0000535	LOC118463303|XP_035785682.1|AALB	LOC6898885|XP_002138856.1|DPSE, LOC6898130|XP_002138209.2|DPSE
OG0000536	LOC118465659|XP_035789966.1|AALB, LOC118465658|XP_035789965.1|AALB, LOC118463306|XP_035785684.1|AALB, LOC118463517|XP_035786012.1|AALB	LOC4813683|XP_033238862.1|DPSE
OG0000537	LOC118463772|XP_035786479.1|AALB	LOC6898108|XP_033234955.1|DPSE, LOC6898109|XP_033234956.1|DPSE
OG0000538	LOC118467836|XP_035794621.1|AALB	LOC6898331|XP_002138386.1|DPSE, LOC4805047|XP_001361512.1|DPSE
OG0000539	LOC118465211|XP_035789096.1|AALB	LOC4802207|XP_001359174.1|DPSE, LOC4802210|XP_001359178.1|DPSE
OG0000542	LOC118456326|XP_035772875.1|AALB	LOC4803049|XP_001359850.3|DPSE, LOC6899378|XP_002136151.2|DPSE
OG0000543	LOC118466100|XP_035790912.1|AALB	LOC6896745|XP_002136952.1|DPSE, LOC4804019|XP_001360649.4|DPSE
OG0000544	LOC118463604|XP_035786169.1|AALB	LOC4812104|XP_001352839.3|DPSE, LOC4802993|XP_033232452.1|DPSE
OG0000545	LOC118456992|XP_035774100.1|AALB, LOC118456289|XP_035772796.1|AALB	LOC4801212|XP_001358338.4|DPSE, LOC6897107|XP_002137291.1|DPSE
OG0000546	LOC118456580|XP_035773364.1|AALB	LOC4802856|XP_033240635.1|DPSE, LOC6897824|XP_002137929.2|DPSE, LOC4814743|XP_001354896.1|DPSE
OG0000547	LOC118463001|XP_035785122.1|AALB	LOC4815193|XP_001354693.1|DPSE
OG0000548	LOC118464674|XP_035788085.1|AALB	LOC4813681|XP_001354072.2|DPSE, LOC6900873|XP_002135230.3|DPSE
OG0000549	LOC118463968|XP_035786863.1|AALB	LOC4804535|XP_001361083.2|DPSE
OG0000550	LOC118463476|XP_035785959.1|AALB	LOC4812471|XP_001352502.2|DPSE, LOC26533319|XP_015043637.1|DPSE
OG0000551	LOC118461306|XP_035782389.1|AALB	LOC6901104|XP_033240465.1|DPSE
OG0000552	LOC118457543|XP_035775089.1|AALB	LOC4800417|XP_001357696.3|DPSE, LOC4800418|XP_001357697.5|DPSE
OG0000553	LOC118458233|XP_035776395.1|AALB	LOC4817137|XP_001356356.2|DPSE
OG0000554	LOC118458180|XP_035776301.1|AALB	LOC4800560|XP_001357815.3|DPSE, LOC5495514|XP_001357816.2|DPSE
OG0000555	LOC118457196|XP_035774440.1|AALB	LOC6900978|XP_002134675.1|DPSE, LOC6900977|XP_002134674.1|DPSE, LOC4812517|XP_001352676.2|DPSE
OG0000556	LOC118459673|XP_035779173.1|AALB	LOC6901207|XP_002133908.3|DPSE, LOC6897561|XP_002137706.1|DPSE
OG0000557	LOC118456647|XP_035773478.1|AALB	LOC4802608|XP_001359497.3|DPSE, LOC4802609|XP_001359498.4|DPSE
OG0000558	LOC118468293|XP_035794913.1|AALB	LOC4802332|XP_001359270.2|DPSE, LOC6901821|XP_033239197.1|DPSE, LOC6901823|XP_033239198.1|DPSE
OG0000559	LOC118464460|XP_035787744.1|AALB	LOC4801045|XP_001358209.4|DPSE, LOC4812750|XP_001353161.2|DPSE
OG0000560	LOC118464725|XP_035788198.1|AALB	LOC4803500|XP_001360215.1|DPSE, LOC4803499|XP_001360214.2|DPSE
OG0000561	LOC118465034|XP_035788791.1|AALB	LOC4813498|XP_001353394.3|DPSE, LOC6900472|XP_002134862.2|DPSE
OG0000562	LOC118467143|XP_035793164.1|AALB	LOC4813232|XP_033237684.1|DPSE, LOC4813279|XP_001353925.4|DPSE
OG0000566	LOC118456333|XP_035772887.1|AALB	LOC6897427|XP_002137578.1|DPSE, LOC6900916|XP_002134708.2|DPSE
OG0000567	LOC118460369|XP_035780518.1|AALB	LOC4814933|XP_001354848.1|DPSE
OG0000568	LOC118459614|XP_035779070.1|AALB	LOC6902237|XP_033239367.1|DPSE, LOC4802742|XP_001359605.4|DPSE
OG0000569	LOC118461433|XP_035782635.1|AALB	LOC4801511|XP_001358590.1|DPSE, LOC13036368|XP_033240924.1|DPSE
OG0000570	LOC118460155|XP_035780145.1|AALB	LOC4801716|XP_001358761.2|DPSE, LOC4801717|XP_001358762.3|DPSE
OG0000571	LOC118466148|XP_035791004.1|AALB	LOC13036342|XP_033241136.1|DPSE, LOC6897042|XP_015038775.1|DPSE
OG0000572	LOC118463820|XP_035786593.1|AALB	LOC6897189|XP_002137369.3|DPSE, LOC4801423|XP_001358519.4|DPSE
OG0000573	LOC118466093|XP_035790895.1|AALB	LOC4813694|XP_015043436.2|DPSE, LOC4804525|XP_001361074.2|DPSE
OG0000574	LOC118466277|XP_035791247.1|AALB	LOC6900151|XP_002135490.1|DPSE, LOC4803062|XP_001359863.3|DPSE
OG0000575	LOC118463679|XP_035786334.1|AALB	LOC4813214|XP_001353412.3|DPSE, LOC4813906|XP_001353411.4|DPSE
OG0000576	LOC118468399|XP_035795056.1|AALB	LOC4802933|XP_001359748.5|DPSE
OG0000577	LOC118456890|XP_035773904.1|AALB	LOC4817196|XP_001356666.2|DPSE
OG0000578	LOC118456432|XP_035773082.1|AALB	LOC4816432|XP_001356044.4|DPSE, LOC6898159|XP_015039207.2|DPSE
OG0000579	LOC118468848|XP_035795984.1|AALB	LOC4801638|XP_001358693.1|DPSE, LOC4813308|XP_001353500.1|DPSE
OG0000580	LOC118460585|XP_035780898.1|AALB	LOC4803110|XP_015038295.1|DPSE, LOC4803111|XP_033232517.1|DPSE
OG0000581	LOC118457211|XP_035774472.1|AALB	LOC4803297|XP_015038440.1|DPSE
OG0000582	LOC118464258|XP_035787390.1|AALB	LOC4813894|XP_001353277.4|DPSE, LOC4803660|XP_001360343.1|DPSE
OG0000583	LOC118468813|XP_035795921.1|AALB	LOC26534038|XP_015039506.1|DPSE, LOC4804492|XP_033233386.1|DPSE
OG0000589	LOC118457054|XP_035774200.1|AALB	LOC4815360|XP_001354625.3|DPSE
OG0000590	LOC118456991|XP_035774099.1|AALB	LOC4801237|XP_001358360.1|DPSE
OG0000590	LOC118458904|XP_035777758.1|AALB	LOC4814484|XP_001355168.1|DPSE
OG0000592	LOC118461592|XP_035782989.1|AALB	LOC4803632|XP_001360320.1|DPSE, LOC4803883|XP_001360531.2|DPSE
OG0000593	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB	LOC4800481|XP_015038591.2|DPSE, LOC4811676|XP_001352261.1|DPSE
OG0000594	LOC118459626|XP_035779096.1|AALB	LOC4801166|XP_001358300.1|DPSE, LOC4802611|XP_001359500.4|DPSE
OG0000595	LOC118461907|XP_035783655.1|AALB	LOC6897421|XP_033235936.1|DPSE, LOC6896845|XP_015038810.2|DPSE
OG0000597	LOC118456573|XP_035773348.1|AALB	LOC4800368|XP_001357547.2|DPSE, LOC6896884|XP_002137074.3|DPSE
OG0000598	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB	LOC6897185|XP_002137365.2|DPSE
OG0000599	LOC118459743|XP_035779313.1|AALB, LOC118460049|XP_035779919.1|AALB	LOC4813096|XP_001353665.2|DPSE, LOC4813310|XP_033241091.1|DPSE
OG0000600	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB	LOC6898338|XP_015039563.2|DPSE, LOC26532284|XP_015039562.1|DPSE
OG0000601	LOC118466070|XP_035790827.1|AALB	LOC4817900|XP_001357390.2|DPSE, LOC6902759|XP_033236894.1|DPSE
OG0000602	LOC118458568|XP_035777108.1|AALB	LOC4816513|XP_001356129.2|DPSE, LOC4816712|XP_001356131.2|DPSE
OG0000603	LOC118459242|XP_035778337.1|AALB	LOC6902923|XP_033235662.1|DPSE, LOC4817241|XP_001356615.4|DPSE
OG0000604	LOC118459212|XP_035778285.1|AALB	LOC6902540|XP_002133081.2|DPSE, LOC4816552|XP_001356001.1|DPSE
OG0000605	LOC118461557|XP_035782904.1|AALB, LOC118462737|XP_035784586.1|AALB, LOC118461550|XP_035782894.1|AALB, LOC118461549|XP_035782893.1|AALB	LOC4818195|XP_001357506.3|DPSE
OG0000606	LOC118468876|XP_035796055.1|AALB	LOC117185018|XP_033240344.1|DPSE
OG0000607	LOC118459255|XP_035778356.1|AALB	LOC4802096|XP_001359081.3|DPSE, LOC4803193|XP_001359976.3|DPSE
OG0000608	LOC118468819|XP_035795943.1|AALB	LOC4802179|XP_001359148.2|DPSE, LOC4802184|XP_033233462.1|DPSE
OG0000609	LOC118461320|XP_035782415.1|AALB	LOC6903188|XP_033236193.1|DPSE, LOC6901587|XP_033239096.1|DPSE
OG0000610	LOC118464160|XP_035787187.1|AALB	LOC4813783|XP_001353483.3|DPSE, LOC4805242|XP_001361675.1|DPSE
OG0000611	LOC118467141|XP_035793158.1|AALB	LOC6898992|XP_004444534.3|DPSE, LOC6898249|XP_002138315.3|DPSE
OG0000616	LOC118458181|XP_035776306.1|AALB, LOC118458166|XP_035776267.1|AALB, LOC118463975|XP_035786915.1|AALB	LOC4814421|XP_001354361.3|DPSE
OG0000617	LOC118468774|XP_035795857.1|AALB	LOC4800658|XP_001357891.4|DPSE, LOC4800836|XP_001358040.1|DPSE
OG0000618	LOC118457060|XP_035774210.1|AALB	LOC4812876|XP_015042925.1|DPSE
OG0000619	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB, LOC118467029|XP_035792888.1|AALB	LOC6898218|XP_002138284.2|DPSE
OG0000620	LOC118463555|XP_035786072.1|AALB	LOC6901295|XP_002133996.1|DPSE, LOC6900998|XP_033240629.1|DPSE
OG0000621	LOC118462959|XP_035785006.1|AALB	LOC4801862|XP_001358892.1|DPSE, LOC4815012|XP_001354963.1|DPSE
OG0000622	LOC118463531|XP_035786036.1|AALB	LOC4812350|XP_001352849.2|DPSE, LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC118466550|XP_035791957.1|AALB	LOC4812255|XP_001352457.1|DPSE, LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC118467760|XP_035794481.1|AALB	LOC4804446|XP_001361007.2|DPSE, LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC118463183|XP_035785491.1|AALB	LOC6900084|XP_002135442.3|DPSE, LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC118467393|XP_035793744.1|AALB	LOC117183536|XP_033233519.1|DPSE, LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC118457752|XP_035775461.1|AALB	LOC6900693|XP_002135057.2|DPSE, LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC118469037|XP_035796393.1|AALB	LOC4816521|XP_001356133.3|DPSE, LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC118457228|XP_035774500.1|AALB	LOC4803127|XP_001359921.1|DPSE, LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC118458897|XP_035777746.1|AALB	LOC4816382|XP_001356278.3|DPSE, LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC118456251|XP_035772740.1|AALB	LOC4817346|XP_003736148.2|DPSE, LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC118457296|XP_035774654.1|AALB	LOC4817690|XP_033236034.1|DPSE, LOC6903174|XP_002132874.2|DPSE
OG0000635	LOC118460326|XP_035780430.1|AALB	LOC4805547|XP_001361933.3|DPSE, LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC118458194|XP_035776332.1|AALB	LOC4816727|XP_001356280.3|DPSE, LOC4816383|XP_001356279.1|DPSE
OG0000638	LOC118463452|XP_035785932.1|AALB	LOC4801740|XP_001358783.2|DPSE, LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC118465352|XP_035789408.1|AALB	LOC6900636|XP_015043044.2|DPSE
OG0000646	LOC118456626|XP_035773443.1|AALB	LOC4801783|XP_001358820.3|DPSE, LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC118465633|XP_035789968.1|AALB	LOC4801911|XP_001358930.3|DPSE, LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC118459669|XP_035779169.1|AALB	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC118464708|XP_035788137.1|AALB	LOC6901152|XP_033238861.1|DPSE, LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC118464959|XP_035788652.1|AALB	LOC4801767|XP_001358808.2|DPSE
OG0000651	LOC118460445|XP_035780650.1|AALB	LOC4812007|XP_015043563.2|DPSE, LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC118459384|XP_035778579.1|AALB	LOC26533502|XP_015039224.2|DPSE, LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB	LOC26533820|XP_033238158.1|DPSE, LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC118467469|XP_035793892.1|AALB	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC118463065|XP_035785214.1|AALB	LOC4805460|XP_001361855.1|DPSE, LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC118456929|XP_035773959.1|AALB	LOC4802578|XP_001359473.2|DPSE, LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC118467944|XP_035794810.1|AALB	LOC117184960|XP_033240121.1|DPSE, LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC118459780|XP_035779389.1|AALB	LOC6901354|XP_002134054.1|DPSE, LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC118468708|XP_035795725.1|AALB	LOC4816635|XP_001356148.3|DPSE, LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB	LOC4816947|XP_001356832.4|DPSE, LOC26532247|XP_015036235.1|DPSE, LOC6903067|XP_002132786.3|DPSE
OG0000661	LOC118457247|XP_035774525.1|AALB	LOC4811907|XP_001352685.1|DPSE, LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC118460958|XP_035781626.1|AALB	LOC6900549|XP_002134933.1|DPSE, LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC118459849|XP_035779510.1|AALB	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC118461359|XP_035782488.1|AALB	LOC4803217|XP_001359993.3|DPSE, LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC118460644|XP_035780997.1|AALB	LOC6898073|XP_002138158.2|DPSE, LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC118459008|XP_035777906.1|AALB	LOC6902177|XP_002133708.2|DPSE, LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC118460380|XP_035780530.1|AALB	LOC6897801|XP_002137906.2|DPSE, LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB	LOC4815829|XP_001355515.4|DPSE, LOC4815547|XP_001355516.3|DPSE
OG0000670	LOC118466181|XP_035791065.1|AALB	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC118466952|XP_035792744.1|AALB	LOC6897786|XP_003736824.2|DPSE, LOC4801083|XP_001358242.1|DPSE
OG0000672	LOC118463337|XP_035785745.1|AALB	LOC6901691|XP_002134361.2|DPSE, LOC4815619|XP_033239563.1|DPSE
OG0000673	LOC118466980|XP_035792788.1|AALB	LOC4815456|XP_001355533.3|DPSE, LOC6900246|XP_002135575.2|DPSE
OG0000677	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB	LOC6900408|XP_002134800.1|DPSE, LOC4814535|XP_001354711.3|DPSE
OG0000678	LOC118463047|XP_035785190.1|AALB	LOC4802087|XP_001359074.2|DPSE, LOC4817546|XP_001356955.3|DPSE
OG0000679	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB	LOC4814521|XP_001354807.2|DPSE
OG0000680	LOC118457713|XP_035775395.1|AALB	LOC6901622|XP_015041899.2|DPSE, LOC4814951|XP_001355006.1|DPSE
OG0000681	LOC118465454|XP_035789625.1|AALB	LOC4801877|XP_001358901.4|DPSE, LOC6901871|XP_002133409.1|DPSE
OG0000683	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB	LOC4801778|XP_001358817.2|DPSE
OG0000684	LOC118468548|XP_035795336.1|AALB	LOC4802602|XP_033241815.1|DPSE, LOC6896814|XP_002137017.1|DPSE
OG0000685	LOC118460918|XP_035781564.1|AALB	LOC6901485|XP_002134171.2|DPSE, LOC4800856|XP_001358056.1|DPSE
OG0000686	LOC118466111|XP_035790938.1|AALB	LOC4803411|XP_001360158.2|DPSE, LOC4815149|XP_033239683.1|DPSE
OG0000687	LOC118467740|XP_035794439.1|AALB	LOC4812770|XP_001354049.2|DPSE
OG0000688	LOC118467394|XP_035793749.1|AALB	LOC15382879|XP_004444494.2|DPSE
OG0000689	LOC118465952|XP_035790573.1|AALB	LOC4804083|XP_001360701.1|DPSE, LOC117183725|XP_033234536.1|DPSE
OG0000690	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB	LOC4815452|XP_001355623.3|DPSE
OG0000691	LOC118463499|XP_035785991.1|AALB	LOC4816148|XP_001355812.1|DPSE, LOC4813007|XP_001353487.1|DPSE
OG0000692	LOC118464218|XP_035787283.1|AALB	LOC6900025|XP_002135389.2|DPSE, LOC4812592|XP_001352569.2|DPSE
OG0000693	LOC118468443|XP_035795104.1|AALB	LOC4814989|XP_001354619.1|DPSE, LOC4803065|XP_001359865.1|DPSE
