Orthogroup	DBUS.longest_only	DSUB.longest_only
OG0002489	LOC108598469|XP_017840603.2|DBUS	LOC117895752|XP_034659513.1|DSUB
OG0002490	LOC108595173|XP_017835839.1|DBUS	LOC117891295|XP_034652591.1|DSUB
OG0002492	LOC108596288|XP_017837365.1|DBUS	LOC117890506|XP_034651296.1|DSUB
OG0002493	LOC108595313|XP_017836020.1|DBUS	LOC117891286|XP_034652569.1|DSUB
OG0002494	LOC108602429|XP_033148944.1|DBUS	LOC117896409|XP_034660616.1|DSUB
OG0002495	LOC108597323|XP_017839301.1|DBUS	LOC117891516|XP_034652902.1|DSUB
OG0002496	LOC108602517|XP_017846139.1|DBUS	LOC117896550|XP_034660826.1|DSUB
OG0002497	LOC108598098|XP_017840203.1|DBUS	LOC117894502|XP_034657503.1|DSUB
OG0002498	LOC108599384|XP_017841680.1|DBUS	LOC117893376|XP_034655861.1|DSUB, LOC117903686|XP_034671915.1|DSUB, LOC117894566|XP_034657594.1|DSUB
OG0002499	LOC108598580|XP_017840760.1|DBUS	LOC117892942|XP_034655156.1|DSUB
OG0002500	LOC108594972|XP_017835594.1|DBUS	LOC117899016|XP_034664666.1|DSUB
OG0002501	LOC108602562|XP_017846188.2|DBUS	LOC117900366|XP_034666605.1|DSUB
OG0002502	LOC108595808|XP_017836588.1|DBUS	LOC117889796|XP_034650163.1|DSUB
OG0002504	LOC108598160|XP_017840265.2|DBUS	LOC117894339|XP_034657215.1|DSUB
OG0002505	LOC108596260|XP_017837307.1|DBUS	LOC117892181|XP_034654158.1|DSUB
OG0002508	LOC108607027|XP_033150302.1|DBUS	LOC117903827|XP_034672169.1|DSUB
OG0002509	LOC108595024|XP_017835648.1|DBUS	LOC117892086|XP_034653968.1|DSUB
OG0002510	LOC108605166|XP_017850240.2|DBUS	LOC117898191|XP_034663305.1|DSUB
OG0002511	LOC108604294|XP_017849197.1|DBUS	LOC117899685|XP_034665766.1|DSUB
OG0002512	LOC108607424|XP_017853720.1|DBUS	LOC117902985|XP_034670574.1|DSUB
OG0002513	LOC108603948|XP_017848628.1|DBUS	LOC117896960|XP_034661396.1|DSUB
OG0002514	LOC108600148|XP_017843030.1|DBUS	LOC117895628|XP_034659274.1|DSUB
OG0002516	LOC108602158|XP_017845679.1|DBUS	LOC117899252|XP_034665027.1|DSUB
OG0002517	LOC108606374|XP_033150381.1|DBUS	LOC117902988|XP_034670594.1|DSUB
OG0002518	LOC108602648|XP_017846283.1|DBUS	LOC117898978|XP_034664610.1|DSUB
OG0002519	LOC108597616|XP_017839745.1|DBUS	LOC117891654|XP_034653097.1|DSUB
OG0002520	LOC108606869|XP_017852868.1|DBUS	LOC117903680|XP_034671909.1|DSUB
OG0002522	LOC108602003|XP_017845493.1|DBUS	LOC117896621|XP_034660950.1|DSUB
OG0002523	LOC108603914|XP_017848585.1|DBUS	LOC117896812|XP_034661208.1|DSUB
OG0002524	LOC108605252|XP_017850359.1|DBUS	LOC117891203|XP_034652436.1|DSUB
OG0002525	LOC108598414|XP_017840527.1|DBUS	LOC117894223|XP_034657030.1|DSUB
OG0002526	LOC108603044|XP_017846951.1|DBUS	LOC117896919|XP_034661350.1|DSUB
OG0002528	LOC108605195|XP_017850278.1|DBUS	LOC117902322|XP_034669506.1|DSUB
OG0002529	LOC108604299|XP_017849205.1|DBUS	LOC117899127|XP_034664810.1|DSUB
OG0002530	LOC108607824|XP_017854361.1|DBUS	LOC117900270|XP_034666472.1|DSUB
OG0002531	LOC108608570|XP_017855490.1|DBUS	LOC117901721|XP_034668490.1|DSUB
OG0002532	LOC108601649|XP_017845038.1|DBUS	LOC117897807|XP_034662747.1|DSUB
OG0002533	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS	LOC117900940|XP_034667401.1|DSUB
OG0002534	LOC108595209|XP_017835886.1|DBUS	LOC117890724|XP_034651663.1|DSUB
OG0002535	LOC108598702|XP_017840916.1|DBUS	LOC117894708|XP_034657780.1|DSUB
OG0002536	LOC108602821|XP_017846541.1|DBUS	LOC117896936|XP_034661367.1|DSUB
OG0002537	LOC108595215|XP_017835891.1|DBUS	LOC117889835|XP_034650214.1|DSUB
OG0002539	LOC108595162|XP_017835822.1|DBUS	LOC117892279|XP_034654290.1|DSUB
OG0002540	LOC108604166|XP_017848988.1|DBUS	LOC117898786|XP_034664314.1|DSUB
OG0002541	LOC108607207|XP_017853361.1|DBUS	LOC117899508|XP_034665454.1|DSUB
OG0002542	LOC108607167|XP_017853309.1|DBUS	LOC117898513|XP_034663866.1|DSUB
OG0002543	LOC108605705|XP_017850986.1|DBUS	LOC117892422|XP_034654550.1|DSUB
OG0002544	LOC108604428|XP_017849388.1|DBUS	LOC117899031|XP_034664681.1|DSUB
OG0002545	LOC108606854|XP_017852840.1|DBUS	LOC117903286|XP_034671106.1|DSUB
OG0002547	LOC108605856|XP_017851154.1|DBUS	LOC117899107|XP_034664789.1|DSUB
OG0002548	LOC108605712|XP_017850993.1|DBUS	LOC117889903|XP_034650350.1|DSUB
OG0002549	LOC108606877|XP_017852889.1|DBUS	LOC117895631|XP_034659325.1|DSUB
OG0002550	LOC108606791|XP_017852730.1|DBUS	LOC117903214|XP_034670990.1|DSUB
OG0002551	LOC108604813|XP_017849910.1|DBUS	LOC117897992|XP_034663009.1|DSUB
OG0002552	LOC108597120|XP_017838992.2|DBUS	LOC117902413|XP_034669646.1|DSUB
OG0002553	LOC108607264|XP_017853444.1|DBUS	LOC117901822|XP_034668646.1|DSUB
OG0002554	LOC108607098|XP_017853211.1|DBUS	LOC117890351|XP_034651039.1|DSUB
OG0002555	LOC108605095|XP_017850149.1|DBUS	LOC117903536|XP_034671615.1|DSUB
OG0002556	LOC108608571|XP_017855491.2|DBUS	LOC117901729|XP_034668502.1|DSUB
OG0002557	LOC108606862|XP_017852855.1|DBUS	LOC117903739|XP_034671992.1|DSUB
OG0002558	LOC108603246|XP_017847366.1|DBUS	LOC117898495|XP_034663828.1|DSUB
OG0002559	LOC108600140|XP_017843022.1|DBUS	LOC117897300|XP_034661932.1|DSUB
OG0002560	LOC108601779|XP_017845195.1|DBUS	LOC117897839|XP_034662796.1|DSUB
OG0002561	LOC108604029|XP_017848768.1|DBUS	LOC117897240|XP_034661850.1|DSUB
OG0002562	LOC108605974|XP_017851285.1|DBUS	LOC117901353|XP_034667957.1|DSUB
OG0002563	LOC108604952|XP_017850011.1|DBUS	LOC117903390|XP_034671266.1|DSUB
OG0002564	LOC108604395|XP_017849342.1|DBUS	LOC117897809|XP_034662749.1|DSUB
OG0002565	LOC108604531|XP_017849534.1|DBUS	LOC117898264|XP_034663409.1|DSUB
OG0002566	LOC108604251|XP_017849122.1|DBUS	LOC117899282|XP_034665078.1|DSUB
OG0002567	LOC108606346|XP_017851882.1|DBUS	LOC117903682|XP_034671911.1|DSUB
OG0002568	LOC108605862|XP_017851162.1|DBUS	LOC117899493|XP_034665433.1|DSUB
OG0002569	LOC108598983|XP_017841246.2|DBUS	LOC117894689|XP_034657758.1|DSUB
OG0002570	LOC108603835|XP_017848467.1|DBUS	LOC117897756|XP_034662688.1|DSUB
OG0002571	LOC108603291|XP_017847449.1|DBUS	LOC117896270|XP_034660352.1|DSUB
OG0002572	LOC108595955|XP_017836731.1|DBUS	LOC117892574|XP_034654793.1|DSUB, LOC117890603|XP_034651433.1|DSUB
OG0002573	LOC108604267|XP_017849150.1|DBUS	LOC117897055|XP_034661538.1|DSUB
OG0002574	LOC108601910|XP_017845377.1|DBUS	LOC117896619|XP_034660947.1|DSUB
OG0002575	LOC108603508|XP_017847871.1|DBUS	LOC117896085|XP_034660015.1|DSUB
OG0002576	LOC108605626|XP_017850899.1|DBUS	LOC117897559|XP_034662387.1|DSUB
OG0002577	LOC108599594|XP_017842029.1|DBUS	LOC117894006|XP_034656720.1|DSUB
OG0002578	LOC108594441|XP_017835105.1|DBUS	LOC117902080|XP_034669064.1|DSUB
OG0002579	LOC108607801|XP_017854329.1|DBUS	LOC117901605|XP_034668312.1|DSUB
OG0002580	LOC108595543|XP_017836291.1|DBUS	LOC117890762|XP_034651713.1|DSUB
OG0002581	LOC108603703|XP_017848224.1|DBUS	LOC117898688|XP_034664182.1|DSUB
OG0002582	LOC108603401|XP_017847676.1|DBUS	LOC117899624|XP_034665669.1|DSUB
OG0002583	LOC108603064|XP_017846991.1|DBUS	LOC117898317|XP_034663504.1|DSUB
OG0002584	LOC108600534|XP_017843676.1|DBUS	LOC117895754|XP_034659517.1|DSUB
OG0002585	LOC108600536|XP_017843678.1|DBUS	LOC117895756|XP_034659520.1|DSUB
OG0002586	LOC108603319|XP_017847525.1|DBUS	LOC117898444|XP_034663740.1|DSUB
OG0002587	LOC108601742|XP_017845151.1|DBUS	LOC117897375|XP_034662065.1|DSUB
OG0002588	LOC108603778|XP_017848359.1|DBUS	LOC117898125|XP_034663207.1|DSUB
OG0002589	LOC108604083|XP_017848846.1|DBUS	LOC117896194|XP_034660176.1|DSUB
OG0002590	LOC108607092|XP_017853206.1|DBUS	LOC117894470|XP_034657466.1|DSUB
OG0002591	LOC108603907|XP_017848578.1|DBUS	LOC117896168|XP_034660140.1|DSUB
OG0002592	LOC108604852|XP_017849964.1|DBUS	LOC117898743|XP_034664256.1|DSUB
OG0002593	LOC108603342|XP_017847563.1|DBUS	LOC117896347|XP_034660480.1|DSUB
OG0002594	LOC108603662|XP_033149833.1|DBUS	LOC117899730|XP_034665865.1|DSUB
OG0002595	LOC108603015|XP_017846899.1|DBUS	LOC117898435|XP_034663718.1|DSUB
OG0002596	LOC108604537|XP_017849542.1|DBUS	LOC117897390|XP_034662093.1|DSUB
OG0002597	LOC108604468|XP_017849439.1|DBUS	LOC117898694|XP_034664200.1|DSUB
OG0002598	LOC108603465|XP_033150080.1|DBUS	LOC117895968|XP_034659814.1|DSUB
OG0002599	LOC108604760|XP_017849839.1|DBUS	LOC117897700|XP_034662612.1|DSUB
OG0002600	LOC108597537|XP_017839625.1|DBUS	LOC117891903|XP_034653617.1|DSUB
OG0002601	LOC108602329|XP_017845904.1|DBUS	LOC117896831|XP_034661236.1|DSUB
OG0002602	LOC108604153|XP_017848960.1|DBUS	LOC117896751|XP_034661107.1|DSUB
OG0002603	LOC108603149|XP_017847186.1|DBUS	LOC117898065|XP_034663126.1|DSUB
OG0002604	LOC108604789|XP_017849877.1|DBUS	LOC117898047|XP_034663097.1|DSUB
OG0002605	LOC108604811|XP_017849904.1|DBUS	LOC117899669|XP_034665747.1|DSUB
OG0002606	LOC108603255|XP_017847383.1|DBUS	LOC117897376|XP_034662067.1|DSUB
OG0002607	LOC108601452|XP_017844839.1|DBUS	LOC117897388|XP_034662087.1|DSUB
OG0002608	LOC108603359|XP_017847595.2|DBUS	LOC117898024|XP_034663052.1|DSUB
OG0002609	LOC108596508|XP_017837837.1|DBUS	LOC117892531|XP_034654726.1|DSUB
OG0002610	LOC108603472|XP_017847800.1|DBUS	LOC117895994|XP_034659872.1|DSUB
OG0002611	LOC108603704|XP_017848233.1|DBUS	LOC117897632|XP_034662496.1|DSUB
OG0002612	LOC108602135|XP_017845652.1|DBUS	LOC117899160|XP_034664910.1|DSUB
OG0002613	LOC108603169|XP_017847215.1|DBUS	LOC117897041|XP_034661515.1|DSUB
OG0002614	LOC108603927|XP_017848609.1|DBUS	LOC117897409|XP_034662125.1|DSUB
OG0002615	LOC117134668|XP_033148965.1|DBUS	LOC117893067|XP_034655365.1|DSUB
OG0002616	LOC108604190|XP_017849029.1|DBUS	LOC117898548|XP_034663917.1|DSUB
OG0002617	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS	LOC117899622|XP_034665667.1|DSUB
OG0002618	LOC108603294|XP_017847454.1|DBUS	LOC117896395|XP_034660591.1|DSUB
OG0002619	LOC108603338|XP_017847552.1|DBUS	LOC117896556|XP_034660833.1|DSUB
OG0002620	LOC108604064|XP_017848817.1|DBUS	LOC117897116|XP_034661657.1|DSUB
OG0002621	LOC108604088|XP_017848854.1|DBUS	LOC117897437|XP_034662167.1|DSUB
OG0002622	LOC108598528|XP_017840700.1|DBUS	LOC117893397|XP_034655886.1|DSUB
OG0002623	LOC108601922|XP_017845388.1|DBUS	LOC117898265|XP_034663410.1|DSUB
OG0002624	LOC108604684|XP_017849729.1|DBUS	LOC117899701|XP_034665799.1|DSUB
OG0002625	LOC108603019|XP_017846905.1|DBUS	LOC117899135|XP_034664825.1|DSUB
OG0002626	LOC108605593|XP_017850855.1|DBUS	LOC117898253|XP_034663398.1|DSUB
OG0002627	LOC108603477|XP_017847808.1|DBUS	LOC117897929|XP_034662905.1|DSUB
OG0002628	LOC108603860|XP_017848505.1|DBUS	LOC117897171|XP_034661760.1|DSUB
OG0002629	LOC108603121|XP_033149967.1|DBUS	LOC117898340|XP_034663556.1|DSUB
OG0002630	LOC108604152|XP_033149002.1|DBUS	LOC117899412|XP_034665290.1|DSUB
OG0002631	LOC108601451|XP_017844838.1|DBUS	LOC117896072|XP_034659989.1|DSUB
OG0002632	LOC108604249|XP_017849120.1|DBUS	LOC117897586|XP_034662431.1|DSUB
OG0002633	LOC108603405|XP_017847683.1|DBUS	LOC117897060|XP_034661547.1|DSUB
OG0002634	LOC108604753|XP_017849830.1|DBUS	LOC117899474|XP_034665392.1|DSUB
OG0002635	LOC108604670|XP_017849711.1|DBUS	LOC117896145|XP_034660109.1|DSUB
OG0002636	LOC108604305|XP_017849212.1|DBUS	LOC117896330|XP_034660461.1|DSUB
OG0002637	LOC108608475|XP_033149987.1|DBUS	LOC117900754|XP_034667126.1|DSUB
OG0002638	LOC108601635|XP_017845022.1|DBUS	LOC117898881|XP_034664455.1|DSUB
OG0002639	LOC108604709|XP_017849764.1|DBUS	LOC117898382|XP_034663624.1|DSUB
OG0002640	LOC108602752|XP_017846410.1|DBUS	LOC117896784|XP_034661171.1|DSUB
OG0002641	LOC108602755|XP_017846416.1|DBUS	LOC117898804|XP_034664340.1|DSUB
OG0002642	LOC108602754|XP_017846415.1|DBUS	LOC117898272|XP_034663418.1|DSUB
OG0002643	LOC108602753|XP_017846412.1|DBUS	LOC117898266|XP_034663411.1|DSUB
OG0002644	LOC108602525|XP_017846147.1|DBUS	LOC117896604|XP_034660928.1|DSUB
OG0002645	LOC108604591|XP_017849613.1|DBUS	LOC117898163|XP_034663263.1|DSUB
OG0002646	LOC108603796|XP_017848382.1|DBUS	LOC117896842|XP_034661256.1|DSUB
OG0002647	LOC108602498|XP_017846115.1|DBUS	LOC117899516|XP_034665460.1|DSUB
OG0002648	LOC108603094|XP_017847079.1|DBUS	LOC117896635|XP_034660971.1|DSUB
OG0002649	LOC108602348|XP_017845936.1|DBUS	LOC117899104|XP_034664776.1|DSUB
OG0002650	LOC108604521|XP_017849519.1|DBUS	LOC117899514|XP_034665457.1|DSUB
OG0002651	LOC108603870|XP_017848529.1|DBUS	LOC117896086|XP_034660016.1|DSUB
OG0002652	LOC108602107|XP_017845620.1|DBUS	LOC117899614|XP_034665648.1|DSUB
OG0002653	LOC108603304|XP_017847469.1|DBUS	LOC117896779|XP_034661146.1|DSUB
OG0002654	LOC108603535|XP_017847923.1|DBUS	LOC117896279|XP_034660373.1|DSUB
OG0002655	LOC108603901|XP_017848572.1|DBUS	LOC117899157|XP_034664897.1|DSUB
OG0002656	LOC108603207|XP_017847282.1|DBUS	LOC117896828|XP_034661229.1|DSUB
OG0002657	LOC108604742|XP_017849816.2|DBUS	LOC117896144|XP_034660108.1|DSUB
OG0002658	LOC108603691|XP_017848203.1|DBUS	LOC117896161|XP_034660129.1|DSUB
OG0002660	LOC108607268|XP_017853450.1|DBUS	LOC117903024|XP_034670649.1|DSUB
OG0002661	LOC108603150|XP_017847189.1|DBUS	LOC117897407|XP_034662122.1|DSUB
OG0002662	LOC108597610|XP_017839735.1|DBUS	LOC117892282|XP_034654292.1|DSUB
OG0002663	LOC108604469|XP_033149850.1|DBUS	LOC117899567|XP_034665568.1|DSUB
OG0002664	LOC108608469|XP_017855345.1|DBUS	LOC117900475|XP_034666746.1|DSUB
OG0002665	LOC108596649|XP_017838118.1|DBUS	LOC117892717|XP_034655028.1|DSUB
OG0002666	LOC108596648|XP_017838115.1|DBUS	LOC117892712|XP_034655019.1|DSUB
OG0002667	LOC108597419|XP_017839458.1|DBUS	LOC117891189|XP_034652414.1|DSUB
OG0002668	LOC108600460|XP_017843538.1|DBUS	LOC117893556|XP_034656109.1|DSUB
OG0002669	LOC108598373|XP_017840486.2|DBUS	LOC117900409|XP_034666655.1|DSUB
OG0002670	LOC108598395|XP_017840504.1|DBUS	LOC117894133|XP_034656918.1|DSUB
OG0002671	LOC108600725|XP_017843951.1|DBUS	LOC117894131|XP_034656911.1|DSUB
OG0002672	LOC108596560|XP_017837947.1|DBUS	LOC117892248|XP_034654251.1|DSUB
OG0002673	LOC108596048|XP_017836923.1|DBUS	LOC117889844|XP_034650228.1|DSUB
OG0002674	LOC108597165|XP_017839066.1|DBUS	LOC117891185|XP_034652403.1|DSUB
OG0002675	LOC108600401|XP_033149594.1|DBUS	LOC117893292|XP_034655753.1|DSUB
OG0002676	LOC108597316|XP_017839291.1|DBUS	LOC117891436|XP_034652799.1|DSUB
OG0002677	LOC108597670|XP_017839829.1|DBUS	LOC117892216|XP_034654207.1|DSUB
OG0002678	LOC108597631|XP_017839765.1|DBUS	LOC117890720|XP_034651653.1|DSUB
OG0002679	LOC108596042|XP_017836912.1|DBUS	LOC117889834|XP_034650207.1|DSUB
OG0002680	LOC108605491|XP_017850725.1|DBUS	LOC117903564|XP_034671662.1|DSUB
OG0002681	LOC108597126|XP_017838995.1|DBUS	LOC117891779|XP_034653336.1|DSUB
OG0002682	LOC108600232|XP_017843149.1|DBUS	LOC117895851|XP_034659707.1|DSUB
OG0002683	LOC108603713|XP_017848242.1|DBUS	LOC117898193|XP_034663303.1|DSUB
OG0002684	LOC108607149|XP_017853282.1|DBUS	LOC117897141|XP_034661741.1|DSUB
OG0002685	LOC108597904|XP_033149591.1|DBUS	LOC117895288|XP_034658721.1|DSUB
OG0002686	LOC108600083|XP_017842931.1|DBUS	LOC117895591|XP_034659232.1|DSUB
OG0002687	LOC108600407|XP_033149300.1|DBUS	LOC117895428|XP_034658959.1|DSUB
OG0002688	LOC108599758|XP_017842262.1|DBUS	LOC117893567|XP_034656127.1|DSUB
OG0002689	LOC108606034|XP_017851350.1|DBUS	LOC117903554|XP_034671646.1|DSUB
OG0002690	LOC108598605|XP_017840792.1|DBUS	LOC117894562|XP_034657576.1|DSUB
OG0002691	LOC108595897|XP_017836675.1|DBUS	LOC117890692|XP_034651575.1|DSUB
OG0002692	LOC108595171|XP_017835831.1|DBUS	LOC117892161|XP_034654116.1|DSUB
OG0002693	LOC108599860|XP_017842490.1|DBUS	LOC117895281|XP_034658706.1|DSUB
OG0002694	LOC108596121|XP_017837069.1|DBUS	LOC117892350|XP_034654442.1|DSUB
OG0002695	LOC108599188|XP_017841473.1|DBUS	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB
OG0002696	LOC108599994|XP_017842742.1|DBUS	LOC117893413|XP_034655915.1|DSUB
OG0002697	LOC108600883|XP_033149348.1|DBUS	LOC117894127|XP_034656906.1|DSUB
OG0002698	LOC108600422|XP_017843472.2|DBUS	LOC117895404|XP_034658924.1|DSUB
OG0002699	LOC108600862|XP_017844157.1|DBUS	LOC117893302|XP_034655770.1|DSUB
OG0002700	LOC108599945|XP_017842658.1|DBUS	LOC117895183|XP_034658539.1|DSUB
OG0002701	LOC108596146|XP_017837127.1|DBUS	LOC117891624|XP_034653053.1|DSUB
OG0002702	LOC108597276|XP_017839229.1|DBUS	LOC117892754|XP_034655071.1|DSUB
OG0002704	LOC108596627|XP_017838062.1|DBUS	LOC117889851|XP_034650241.1|DSUB
OG0002705	LOC108600556|XP_017843705.2|DBUS	LOC117893058|XP_034655350.1|DSUB
OG0002706	LOC108594774|XP_017835402.1|DBUS	LOC117890741|XP_034651683.1|DSUB
OG0002707	LOC108600859|XP_017844153.1|DBUS	LOC117892906|XP_034655101.1|DSUB
OG0002709	LOC108595597|XP_017836349.1|DBUS	LOC117892697|XP_034654999.1|DSUB
OG0002710	LOC108595768|XP_017836547.1|DBUS	LOC117892699|XP_034655001.1|DSUB
OG0002711	LOC108595949|XP_017836724.1|DBUS	LOC117890401|XP_034651101.1|DSUB
OG0002712	LOC108597500|XP_017839575.1|DBUS	LOC117890079|XP_034650625.1|DSUB
OG0002713	LOC108597083|XP_017838914.1|DBUS	LOC117889904|XP_034650311.1|DSUB
OG0002714	LOC108597089|XP_017838936.1|DBUS	LOC117891828|XP_034653460.1|DSUB
OG0002715	LOC108606825|XP_017852797.1|DBUS	LOC117894505|XP_034657544.1|DSUB
OG0002716	LOC108596329|XP_017837444.1|DBUS	LOC117891951|XP_034653698.1|DSUB
OG0002717	LOC108601909|XP_017845375.1|DBUS	LOC117897619|XP_034662476.1|DSUB
OG0002718	LOC108598968|XP_017841230.1|DBUS	LOC117894928|XP_034658122.1|DSUB
OG0002719	LOC108604651|XP_017849690.1|DBUS	LOC117899591|XP_034665601.1|DSUB
OG0002720	LOC108598623|XP_017840810.1|DBUS	LOC117893025|XP_034655274.1|DSUB
OG0002721	LOC108601132|XP_017844548.1|DBUS	LOC117902289|XP_034669457.1|DSUB
OG0002722	LOC108595448|XP_017836172.1|DBUS	LOC117891979|XP_034653745.1|DSUB
OG0002724	LOC108604062|XP_017848814.1|DBUS	LOC117897114|XP_034661655.1|DSUB
OG0002725	LOC108600019|XP_017842825.1|DBUS	LOC117893837|XP_034656492.1|DSUB
OG0002726	LOC108599749|XP_017842248.1|DBUS	LOC117895344|XP_034658811.1|DSUB
OG0002727	LOC108600437|XP_017843503.1|DBUS	LOC117893043|XP_034655310.1|DSUB
OG0002728	LOC108596930|XP_017838642.1|DBUS	LOC117890107|XP_034650664.1|DSUB
OG0002729	LOC108600360|XP_017843381.2|DBUS	LOC117892975|XP_034655206.1|DSUB
OG0002730	LOC108597437|XP_017839488.1|DBUS	LOC117891493|XP_034652864.1|DSUB
OG0002731	LOC108600409|XP_017843454.1|DBUS	LOC117892903|XP_034655098.1|DSUB
OG0002732	LOC108597284|XP_017839240.1|DBUS	LOC117890256|XP_034650899.1|DSUB
OG0002733	LOC108594450|XP_017835114.1|DBUS	LOC117890220|XP_034650849.1|DSUB
OG0002734	LOC108596772|XP_017838360.1|DBUS	LOC117889779|XP_034650135.1|DSUB
OG0002735	LOC108596486|XP_017837754.1|DBUS	LOC117891278|XP_034652546.1|DSUB
OG0002736	LOC108597449|XP_017839503.1|DBUS	LOC117891282|XP_034652561.1|DSUB
OG0002737	LOC108600070|XP_017842913.1|DBUS	LOC117895485|XP_034659060.1|DSUB
OG0002738	LOC108599872|XP_017842513.2|DBUS	LOC117893935|XP_034656608.1|DSUB
OG0002739	LOC108601112|XP_017844517.1|DBUS	LOC117894291|XP_034657142.1|DSUB
OG0002740	LOC108601110|XP_017844516.1|DBUS	LOC117894290|XP_034657141.1|DSUB
OG0002741	LOC108596341|XP_017837484.1|DBUS	LOC117890002|XP_034650481.1|DSUB
OG0002742	LOC108596567|XP_017837961.1|DBUS	LOC117892623|XP_034654866.1|DSUB
OG0002743	LOC108599837|XP_017842436.1|DBUS	LOC117894357|XP_034657238.1|DSUB
OG0002744	LOC108600592|XP_017843759.1|DBUS	LOC117893285|XP_034655742.1|DSUB
OG0002745	LOC108600344|XP_017843357.1|DBUS	LOC117895465|XP_034659031.1|DSUB
OG0002746	LOC108595184|XP_017835851.1|DBUS	LOC117890060|XP_034650584.1|DSUB
OG0002747	LOC108604011|XP_017848743.1|DBUS	LOC117896171|XP_034660143.1|DSUB
OG0002748	LOC108597508|XP_017839585.1|DBUS	LOC117892713|XP_034655024.1|DSUB
OG0002749	LOC108596923|XP_017838630.1|DBUS	LOC117890593|XP_034651421.1|DSUB
OG0002750	LOC108597010|XP_017838777.1|DBUS	LOC117890725|XP_034651665.1|DSUB
OG0002751	LOC108597152|XP_017839040.1|DBUS	LOC117890323|XP_034651002.1|DSUB
OG0002752	LOC108597198|XP_017839123.1|DBUS	LOC117890656|XP_034651518.1|DSUB
OG0002753	LOC108596695|XP_017838206.2|DBUS	LOC117890632|XP_034651472.1|DSUB
OG0002754	LOC108600176|XP_033149762.1|DBUS	LOC117893962|XP_034656652.1|DSUB
OG0002755	LOC108595364|XP_017836078.1|DBUS	LOC117891205|XP_034652434.1|DSUB
OG0002756	LOC108600873|XP_017844174.1|DBUS	LOC117893131|XP_034655472.1|DSUB
OG0002757	LOC108599553|XP_033149703.1|DBUS	LOC117894209|XP_034657015.1|DSUB
OG0002758	LOC108597454|XP_017839508.1|DBUS	LOC117890080|XP_034650627.1|DSUB
OG0002759	LOC108595077|XP_017835713.1|DBUS	LOC117891703|XP_034653186.1|DSUB
OG0002760	LOC108596292|XP_017837372.1|DBUS	LOC117891644|XP_034653082.1|DSUB
OG0002761	LOC108595849|XP_017836629.1|DBUS	LOC117891324|XP_034652631.1|DSUB
OG0002762	LOC108596285|XP_017837349.2|DBUS	LOC117890906|XP_034651896.1|DSUB
OG0002763	LOC108598717|XP_017840936.2|DBUS	LOC117894214|XP_034657021.1|DSUB
OG0002764	LOC108600142|XP_017843024.1|DBUS	LOC117893494|XP_034656019.1|DSUB
OG0002765	LOC108597354|XP_017839350.1|DBUS	LOC117892581|XP_034654805.1|DSUB
OG0002766	LOC108595794|XP_017836574.1|DBUS	LOC117892585|XP_034654814.1|DSUB
OG0002767	LOC108596469|XP_017837718.1|DBUS	LOC117891695|XP_034653176.1|DSUB
OG0002768	LOC108596423|XP_017837631.1|DBUS	LOC117892060|XP_034653884.1|DSUB
OG0002769	LOC108595398|XP_017836113.1|DBUS	LOC117890278|XP_034650930.1|DSUB
OG0002770	LOC108597947|XP_017840055.1|DBUS	LOC117901129|XP_034667658.1|DSUB
OG0002771	LOC108600272|XP_017843223.1|DBUS	LOC117894019|XP_034656748.1|DSUB
OG0002772	LOC108601051|XP_017844432.1|DBUS	LOC117895050|XP_034658319.1|DSUB
OG0002773	LOC108595062|XP_017835696.1|DBUS	LOC117891171|XP_034652384.1|DSUB
OG0002774	LOC108595432|XP_017836151.1|DBUS	LOC117891444|XP_034652812.1|DSUB
OG0002775	LOC108601085|XP_017844480.1|DBUS	LOC117893994|XP_034656696.1|DSUB
OG0002776	LOC108601115|XP_017844523.1|DBUS	LOC117895505|XP_034659094.1|DSUB
OG0002777	LOC108600024|XP_017842830.1|DBUS	LOC117892995|XP_034655240.1|DSUB
OG0002778	LOC108600020|XP_017842826.1|DBUS	LOC117892993|XP_034655236.1|DSUB
OG0002779	LOC108598452|XP_017840583.1|DBUS	LOC117893289|XP_034655749.1|DSUB
OG0002780	LOC108601781|XP_017845197.1|DBUS	LOC117897398|XP_034662108.1|DSUB
OG0002781	LOC108596100|XP_017837009.1|DBUS	LOC117891352|XP_034652674.1|DSUB
OG0002782	LOC108600185|XP_017843080.1|DBUS	LOC117894254|XP_034657098.1|DSUB
OG0002783	LOC108599677|XP_017842157.1|DBUS	LOC117893088|XP_034655404.1|DSUB
OG0002784	LOC108597053|XP_017838861.1|DBUS	LOC117891051|XP_034652115.1|DSUB
OG0002785	LOC108600331|XP_017843332.2|DBUS	LOC117893093|XP_034655413.1|DSUB
OG0002786	LOC108600596|XP_017843762.1|DBUS	LOC117893851|XP_034656510.1|DSUB
OG0002787	LOC108599894|XP_017842574.1|DBUS	LOC117893062|XP_034655354.1|DSUB
OG0002788	LOC108599895|XP_017842575.1|DBUS	LOC117893064|XP_034655362.1|DSUB
OG0002789	LOC108600935|XP_017844261.1|DBUS	LOC117893642|XP_034656220.1|DSUB
