Orthogroup	DBUS.longest_only	DVIR.longest_only
OG0000470	LOC108600871|XP_017844171.1|DBUS	LOC6623584|XP_032290408.1|DVIR
OG0000471	LOC108599012|XP_017841278.1|DBUS	LOC6636857|XP_002060287.1|DVIR
OG0000471	LOC108597544|XP_017839642.2|DBUS	LOC6627352|XP_002051963.2|DVIR
OG0000473	LOC108606785|XP_017852707.1|DBUS	LOC6632052|XP_002055249.1|DVIR
OG0000473	LOC108606568|XP_017852275.1|DBUS	LOC6633398|XP_002057208.2|DVIR
OG0000474	LOC108606889|XP_017852903.1|DBUS	LOC6631703|XP_002055351.1|DVIR
OG0000474	LOC108599045|XP_017841314.1|DBUS	LOC6624562|XP_002048563.2|DVIR
OG0000475	LOC108603139|XP_017847164.1|DBUS	LOC6629941|XP_002054369.2|DVIR
OG0000475	LOC108596826|XP_017838432.1|DBUS	LOC26531120|XP_015030288.1|DVIR
OG0000475	LOC108603138|XP_033149782.1|DBUS	LOC26531386|XP_032295277.1|DVIR
OG0000476	LOC108601874|XP_017845333.1|DBUS	LOC6629949|XP_002053007.2|DVIR
OG0000476	LOC108601876|XP_017845334.1|DBUS	LOC6629950|XP_015027269.1|DVIR
OG0000477	LOC108603330|XP_017847543.1|DBUS	LOC6630953|XP_002053943.1|DVIR
OG0000477	LOC108603329|XP_017847541.1|DBUS	LOC6630954|XP_002053944.1|DVIR
OG0000478	LOC108604187|XP_017849026.1|DBUS	LOC6631782|XP_002055709.1|DVIR, LOC6630997|XP_002053499.1|DVIR
OG0000479	LOC108602210|XP_017845746.1|DBUS	LOC6629776|XP_002052990.1|DVIR
OG0000480	LOC108608176|XP_017854923.1|DBUS	LOC6629122|XP_002052114.1|DVIR
OG0000480	LOC108608263|XP_017855045.2|DBUS	LOC6629120|XP_002052112.1|DVIR
OG0000482	LOC108602417|XP_017846021.1|DBUS	LOC6632349|XP_002056711.1|DVIR
OG0000482	LOC108602929|XP_017846761.1|DBUS	LOC6632502|XP_002056520.1|DVIR
OG0000483	LOC108601521|XP_017844910.1|DBUS	LOC6630656|XP_002053312.1|DVIR
OG0000483	LOC108601522|XP_017844911.1|DBUS	LOC6630657|XP_002053313.2|DVIR
OG0000484	LOC108601234|XP_017844622.1|DBUS	LOC6630348|XP_002054597.1|DVIR
OG0000484	LOC108603005|XP_017846888.1|DBUS	LOC6630349|XP_002054598.1|DVIR
OG0000485	LOC108598797|XP_017841030.2|DBUS	LOC6622212|XP_015030467.1|DVIR
OG0000485	LOC108598796|XP_017841029.1|DBUS	LOC6624170|XP_002048365.1|DVIR
OG0000486	LOC108596151|XP_017837135.1|DBUS, LOC108596152|XP_017837136.1|DBUS	LOC116650930|XP_032292028.1|DVIR
OG0000487	LOC108596686|XP_017838191.1|DBUS	LOC26531076|XP_015030278.1|DVIR
OG0000487	LOC108596684|XP_017838190.1|DBUS	LOC26531897|XP_015030376.2|DVIR
OG0000488	LOC108607531|XP_017853901.1|DBUS	LOC6628858|XP_002052077.2|DVIR
OG0000488	LOC108607530|XP_017853900.1|DBUS, LOC108597677|XP_017839842.1|DBUS	LOC6628833|XP_002052074.2|DVIR, LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR
OG0000489	LOC108601233|XP_017844621.1|DBUS	LOC6629365|XP_002054443.1|DVIR
OG0000489	LOC108605120|XP_017850171.1|DBUS	LOC6631808|XP_032295745.1|DVIR
OG0000490	LOC108604935|XP_017849993.2|DBUS	LOC6635583|XP_002058996.3|DVIR
OG0000490	LOC108605671|XP_033150192.1|DBUS	LOC6634698|XP_032296379.1|DVIR
OG0000491	LOC108596506|XP_017837835.1|DBUS	LOC6635812|XP_002059321.1|DVIR
OG0000492	LOC108595995|XP_017836771.1|DBUS	LOC6626120|XP_032292939.1|DVIR
OG0000493	LOC108594289|XP_017834920.1|DBUS	LOC26530680|XP_015028839.1|DVIR, LOC6636766|XP_002060230.1|DVIR, LOC6625196|XP_002048749.1|DVIR
OG0000494	LOC108606028|XP_017851344.1|DBUS	LOC6634515|XP_032296435.1|DVIR, LOC116652283|XP_032296480.1|DVIR
OG0000494	LOC108601934|XP_017845401.1|DBUS	LOC6630857|XP_015027275.1|DVIR
OG0000494	LOC108607321|XP_017853484.2|DBUS	LOC6628513|XP_002051499.1|DVIR
OG0000495	LOC108607252|XP_017853424.1|DBUS	LOC6633236|XP_032288949.1|DVIR
OG0000495	LOC108595134|XP_033148928.1|DBUS	LOC6635917|XP_002059286.1|DVIR
OG0000496	LOC108607804|XP_017854336.2|DBUS	LOC6634241|XP_002057792.1|DVIR
OG0000496	LOC108606710|XP_033150553.1|DBUS	LOC6628882|XP_002051662.1|DVIR
OG0000497	LOC108608244|XP_017855020.1|DBUS	LOC6635648|XP_002059194.2|DVIR
OG0000497	LOC108608243|XP_017855019.1|DBUS	LOC6635649|XP_002059195.2|DVIR
OG0000498	LOC108601527|XP_017844916.1|DBUS	LOC6629340|XP_002053317.2|DVIR
OG0000498	LOC108601529|XP_017844918.1|DBUS	LOC6629342|XP_002053319.3|DVIR
OG0000499	LOC108595373|XP_017836089.1|DBUS	LOC6625342|XP_002050424.2|DVIR
OG0000499	LOC108605782|XP_017851073.1|DBUS	LOC6633407|XP_032288799.1|DVIR
OG0000500	LOC108598631|XP_017840820.1|DBUS	LOC6624707|XP_002048373.1|DVIR
OG0000500	LOC108598855|XP_033149397.1|DBUS	LOC6623877|XP_002048370.2|DVIR
OG0000501	LOC108596166|XP_017837162.1|DBUS, LOC108596167|XP_017837163.1|DBUS	LOC6624804|XP_002049654.2|DVIR
OG0000502	LOC108595426|XP_017836143.1|DBUS	LOC6626559|XP_002049809.1|DVIR
OG0000504	LOC108596168|XP_017837167.1|DBUS, LOC108601108|XP_033149346.1|DBUS	LOC6622641|XP_002047019.1|DVIR
OG0000505	LOC108606873|XP_017852885.1|DBUS	LOC6635516|XP_015024619.1|DVIR
OG0000505	LOC108605502|XP_017850739.1|DBUS	LOC6635573|XP_002058928.1|DVIR
OG0000506	LOC108602955|XP_017846796.1|DBUS	LOC6632313|XP_002055790.1|DVIR
OG0000506	LOC108602956|XP_017846797.1|DBUS	LOC6633108|XP_002055791.2|DVIR
OG0000507	LOC108606223|XP_017851609.1|DBUS	LOC6634405|XP_032289263.1|DVIR
OG0000507	LOC117134647|XP_017851605.1|DBUS	LOC6634406|XP_002057927.1|DVIR
OG0000508	LOC108599042|XP_017841310.1|DBUS	LOC6622632|XP_032291372.1|DVIR
OG0000508	LOC108598122|XP_017840227.1|DBUS	LOC6624655|XP_032291375.1|DVIR
OG0000509	LOC108596839|XP_017838456.1|DBUS	LOC6624850|XP_032292418.1|DVIR
OG0000509	LOC108596688|XP_017838193.1|DBUS	LOC6627103|XP_032292417.1|DVIR
OG0000510	LOC108596336|XP_017837479.1|DBUS	LOC6626757|XP_002050708.1|DVIR
OG0000511	LOC108594496|XP_017835181.1|DBUS	LOC6627928|XP_002051994.1|DVIR
OG0000511	LOC108598453|XP_017840588.2|DBUS	LOC6627929|XP_002051995.1|DVIR
OG0000513	LOC108597032|XP_017838814.1|DBUS	LOC6626707|XP_002050469.1|DVIR
OG0000513	LOC108597626|XP_017839762.2|DBUS	LOC6628067|XP_002051536.1|DVIR
OG0000514	LOC108599549|XP_017841933.2|DBUS	LOC6635747|XP_002059218.3|DVIR
OG0000514	LOC108608448|XP_017855316.1|DBUS	LOC6635746|XP_032294678.1|DVIR
OG0000515	LOC108607415|XP_017853695.1|DBUS	LOC6636204|XP_002059694.1|DVIR
OG0000515	LOC108600368|XP_017843395.1|DBUS	LOC6622056|XP_032290853.1|DVIR
OG0000516	LOC108605975|XP_033150222.1|DBUS	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR
OG0000517	LOC108599512|XP_017841869.2|DBUS	LOC6622665|XP_002047694.1|DVIR
OG0000517	LOC108599510|XP_017841866.1|DBUS	LOC26531561|XP_015031760.1|DVIR
OG0000521	LOC108605597|XP_017850861.1|DBUS	LOC6631329|XP_032295927.1|DVIR
OG0000521	LOC108607174|XP_033150359.1|DBUS	LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC108596722|XP_033149923.1|DBUS	LOC6628112|XP_002052017.3|DVIR
OG0000522	LOC108605160|XP_017850231.1|DBUS	LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC108604389|XP_017849335.1|DBUS	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC108606259|XP_017851704.1|DBUS	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC108603982|XP_017848697.1|DBUS	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC108597586|XP_017839695.1|DBUS	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC108603066|XP_017847004.2|DBUS	LOC6628331|XP_002051203.2|DVIR
OG0000526	LOC108596578|XP_017837991.1|DBUS	LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC108607852|XP_017854421.2|DBUS	LOC6629171|XP_032294634.1|DVIR
OG0000527	LOC108595917|XP_033149916.1|DBUS	LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC108607615|XP_017854017.1|DBUS	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC108598475|XP_017840655.1|DBUS	LOC6627522|XP_002051969.1|DVIR
OG0000529	LOC108606451|XP_017852056.1|DBUS	LOC6627962|XP_002051615.2|DVIR
OG0000529	LOC108606430|XP_017852034.1|DBUS, LOC108606441|XP_017852045.1|DBUS	LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC108598640|XP_017840834.2|DBUS	LOC26531513|XP_015031752.2|DVIR
OG0000530	LOC108599143|XP_033149536.1|DBUS	LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC108600171|XP_017843069.1|DBUS	LOC6627748|XP_002051302.1|DVIR
OG0000531	LOC108607925|XP_017854528.2|DBUS	LOC6627505|XP_002052788.1|DVIR
OG0000532	LOC108602981|XP_017846856.1|DBUS, LOC108602982|XP_017846857.2|DBUS	LOC6631259|XP_002053247.1|DVIR
OG0000532	LOC108602983|XP_017846858.1|DBUS	LOC6631258|XP_002053246.2|DVIR
OG0000533	LOC108606118|XP_017851461.1|DBUS	LOC6631740|XP_032295653.1|DVIR
OG0000533	LOC108604646|XP_017849685.1|DBUS	LOC6633158|XP_002056607.1|DVIR
OG0000534	LOC108606757|XP_017852651.1|DBUS	LOC6633330|XP_032296545.1|DVIR
OG0000534	LOC108601002|XP_033149627.1|DBUS	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR
OG0000535	LOC108595799|XP_017836579.1|DBUS	LOC6625541|XP_002050543.2|DVIR
OG0000535	LOC108595694|XP_017836465.1|DBUS	LOC6627010|XP_015029414.1|DVIR
OG0000536	LOC108600702|XP_017843912.1|DBUS	LOC6623961|XP_032290753.1|DVIR
OG0000537	LOC108595146|XP_017835801.1|DBUS	LOC6624865|XP_002048884.1|DVIR
OG0000538	LOC108597300|XP_017839267.1|DBUS	LOC6627243|XP_032293171.1|DVIR
OG0000538	LOC108595482|XP_017836221.1|DBUS	LOC6626442|XP_002048910.1|DVIR
OG0000539	LOC108602420|XP_017846023.1|DBUS	LOC6630431|XP_002053472.1|DVIR
OG0000539	LOC108602112|XP_017845626.1|DBUS	LOC6630432|XP_002053473.1|DVIR
OG0000540	LOC108602949|XP_017846792.1|DBUS	LOC6628813|XP_002052063.2|DVIR
OG0000541	LOC108597229|XP_017839161.1|DBUS	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR
OG0000542	LOC108602847|XP_017846605.1|DBUS	LOC6629822|XP_002053190.2|DVIR
OG0000542	LOC108607338|XP_017853510.1|DBUS	LOC6636224|XP_002059704.1|DVIR
OG0000543	LOC108602308|XP_017845880.1|DBUS	LOC116650893|XP_032291762.1|DVIR
OG0000543	LOC108597250|XP_017839191.1|DBUS	LOC6625811|XP_032292234.1|DVIR
OG0000544	LOC108598572|XP_017840747.1|DBUS	LOC6623918|XP_002046849.1|DVIR
OG0000544	LOC108601988|XP_017845471.1|DBUS	LOC6629813|XP_015027787.2|DVIR
OG0000545	LOC108604827|XP_017849929.1|DBUS	LOC6630498|XP_002054392.2|DVIR
OG0000545	LOC108601838|XP_017845270.1|DBUS	LOC6630500|XP_032295041.1|DVIR
OG0000546	LOC108601923|XP_017845389.1|DBUS	LOC6630668|XP_002054626.1|DVIR
OG0000546	LOC108606610|XP_017852368.1|DBUS	LOC6631674|XP_002055000.2|DVIR
OG0000547	LOC117134917|XP_033150290.1|DBUS	LOC6632744|XP_002056459.1|DVIR
OG0000548	LOC108599999|XP_017842768.1|DBUS	LOC6623890|XP_002048282.1|DVIR
OG0000548	LOC108598747|XP_017840972.1|DBUS	LOC6623834|XP_002048281.1|DVIR
OG0000549	LOC108597358|XP_017839362.1|DBUS	LOC6625577|XP_032292703.1|DVIR
OG0000550	LOC108600246|XP_017843171.1|DBUS	LOC6628699|XP_002052564.2|DVIR
OG0000550	LOC108599789|XP_017842337.1|DBUS	LOC6627337|XP_015028733.1|DVIR
OG0000551	LOC117134707|XP_033149110.1|DBUS	LOC6626650|XP_032292310.1|DVIR
OG0000552	LOC108604775|XP_017849861.1|DBUS	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR
OG0000552	LOC108604553|XP_017849570.1|DBUS	LOC6633174|XP_002056156.3|DVIR
OG0000553	LOC108607710|XP_017854200.1|DBUS	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR
OG0000554	LOC108603333|XP_017847547.1|DBUS	LOC6630179|XP_002053848.1|DVIR
OG0000554	LOC108603906|XP_017848577.1|DBUS	LOC6635181|XP_015024948.1|DVIR
OG0000555	LOC108598841|XP_017841083.1|DBUS	LOC6622820|XP_002046479.1|DVIR
OG0000555	LOC108600745|XP_017843982.2|DBUS	LOC6636572|XP_002060075.1|DVIR
OG0000556	LOC108606358|XP_017851895.1|DBUS	LOC6632107|XP_002055630.1|DVIR
OG0000556	LOC108601830|XP_017845260.1|DBUS	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR
OG0000557	LOC108602380|XP_017845981.1|DBUS	LOC6632354|XP_002056716.1|DVIR
OG0000557	LOC108601916|XP_017845382.1|DBUS	LOC6632351|XP_002056713.1|DVIR
OG0000558	LOC108603053|XP_017846977.1|DBUS	LOC6630981|XP_032293824.1|DVIR
OG0000558	LOC108606036|XP_017851352.1|DBUS	LOC6634655|XP_002058108.1|DVIR
OG0000559	LOC108601255|XP_033149943.1|DBUS	LOC6629320|XP_015027363.2|DVIR
OG0000559	LOC108598234|XP_017840339.2|DBUS	LOC6623453|XP_002048228.1|DVIR
OG0000560	LOC108596462|XP_017837702.1|DBUS	LOC6626207|XP_002049793.1|DVIR
OG0000560	LOC108596461|XP_017837700.1|DBUS	LOC6626206|XP_002049792.2|DVIR
OG0000561	LOC108598408|XP_017840520.2|DBUS	LOC6624584|XP_032290574.1|DVIR
OG0000561	LOC108599822|XP_017842414.2|DBUS	LOC6624695|XP_002047138.1|DVIR
OG0000562	LOC108600189|XP_017843087.1|DBUS	LOC6623156|XP_002048554.2|DVIR
OG0000562	LOC108600901|XP_017844217.1|DBUS	LOC6623351|XP_032289947.1|DVIR
OG0000563	LOC108598153|XP_017840259.1|DBUS	LOC6622670|XP_002048450.3|DVIR
OG0000563	LOC108600836|XP_017844121.1|DBUS, LOC108599041|XP_017841309.1|DBUS, LOC108599197|XP_017841481.1|DBUS	LOC26531346|XP_032290302.1|DVIR, LOC6622477|XP_002046658.2|DVIR
OG0000563	LOC108599600|XP_017842042.1|DBUS	LOC6624654|XP_032290017.1|DVIR
OG0000564	LOC108599307|XP_017841598.1|DBUS	LOC6624240|XP_002047163.1|DVIR
OG0000564	LOC108599368|XP_017841662.1|DBUS	LOC6624554|XP_002047164.1|DVIR
OG0000566	LOC108603666|XP_017848148.1|DBUS	LOC6632256|XP_032288773.1|DVIR
OG0000566	LOC108601114|XP_017844522.1|DBUS	LOC6623669|XP_002047352.1|DVIR
OG0000567	LOC108605691|XP_017850972.1|DBUS	LOC6636176|XP_002059562.1|DVIR
OG0000567	LOC108605747|XP_017851035.1|DBUS	LOC6636174|XP_002059560.1|DVIR
OG0000568	LOC108607079|XP_033150286.1|DBUS	LOC6631928|XP_002055476.1|DVIR
OG0000568	LOC108604579|XP_017849599.1|DBUS	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR
OG0000569	LOC108603949|XP_017848630.1|DBUS	LOC6630046|XP_002054565.1|DVIR
OG0000569	LOC117134664|XP_033148957.1|DBUS	LOC6635240|XP_002058768.2|DVIR
OG0000570	LOC108601811|XP_017845236.1|DBUS	LOC6630032|XP_002054023.1|DVIR
OG0000570	LOC108601699|XP_017845101.1|DBUS	LOC6630033|XP_002054024.1|DVIR
OG0000571	LOC108603985|XP_017848703.2|DBUS	LOC6631151|XP_032294888.1|DVIR
OG0000571	LOC108604085|XP_017848851.1|DBUS	LOC6631153|XP_032294980.1|DVIR
OG0000572	LOC108602301|XP_033149931.1|DBUS	LOC6632601|XP_002056213.1|DVIR
OG0000572	LOC108602272|XP_017845817.1|DBUS	LOC6632603|XP_015026062.1|DVIR
OG0000573	LOC108600971|XP_017844317.1|DBUS	LOC6636818|XP_032291501.1|DVIR
OG0000573	LOC108596604|XP_017838025.1|DBUS	LOC6635992|XP_002059310.1|DVIR
OG0000574	LOC108599664|XP_017842135.1|DBUS	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR
OG0000574	LOC108603891|XP_017848554.1|DBUS	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR
OG0000575	LOC108600792|XP_017844056.1|DBUS	LOC6622916|XP_002048160.1|DVIR
OG0000575	LOC108598396|XP_017840505.2|DBUS	LOC6622282|XP_032290785.1|DVIR
OG0000576	LOC108602041|XP_017845537.1|DBUS	LOC6632334|XP_002056402.1|DVIR
OG0000577	LOC108594299|XP_017835027.2|DBUS	LOC6628776|XP_002052767.1|DVIR
OG0000577	LOC108608040|XP_017854710.2|DBUS	LOC6635695|XP_002059268.1|DVIR
OG0000578	LOC108594415|XP_017835074.2|DBUS	LOC6628435|XP_002052043.2|DVIR
OG0000578	LOC108596764|XP_017838345.1|DBUS	LOC6627138|XP_015029764.1|DVIR
OG0000579	LOC108602480|XP_017846092.1|DBUS	LOC6629669|XP_002054763.1|DVIR
OG0000579	LOC108600915|XP_017844237.2|DBUS	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR
OG0000580	LOC108601859|XP_017845304.1|DBUS	LOC6630134|XP_032292974.1|DVIR
OG0000580	LOC108602009|XP_017845502.1|DBUS	LOC6630133|XP_002053685.1|DVIR
OG0000581	LOC108602855|XP_017846620.1|DBUS	LOC6632870|XP_015026169.1|DVIR
OG0000581	LOC108606591|XP_017852323.2|DBUS	LOC6631413|XP_002055422.1|DVIR
OG0000582	LOC108598531|XP_017840702.2|DBUS	LOC6624467|XP_002047912.1|DVIR
OG0000582	LOC108597207|XP_017839135.1|DBUS	LOC6625273|XP_015029744.1|DVIR
OG0000583	LOC108595124|XP_017835774.1|DBUS	LOC6625576|XP_002048837.2|DVIR
OG0000583	LOC108596976|XP_017838717.1|DBUS	LOC6626034|XP_002050801.1|DVIR
OG0000584	LOC108603596|XP_017848031.1|DBUS	LOC6627628|XP_002051094.1|DVIR
OG0000584	LOC108605753|XP_017851046.1|DBUS	LOC6627627|XP_002051093.1|DVIR
OG0000585	LOC108599352|XP_017841645.2|DBUS, LOC108599402|XP_017841701.2|DBUS	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR
OG0000586	LOC108597480|XP_017839544.2|DBUS	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR
OG0000589	LOC108606426|XP_017852018.1|DBUS	LOC6631894|XP_002055034.2|DVIR
OG0000590	LOC108602365|XP_017845957.1|DBUS	LOC6630308|XP_002053725.1|DVIR
OG0000590	LOC108605500|XP_017850737.1|DBUS	LOC6634718|XP_002058317.1|DVIR
OG0000592	LOC108595030|XP_017835658.1|DBUS	LOC6626982|XP_002048799.1|DVIR
OG0000592	LOC108595670|XP_017836438.1|DBUS	LOC6624800|XP_002050194.1|DVIR
OG0000593	LOC108601217|XP_017844609.1|DBUS	LOC6628963|XP_002051568.1|DVIR
OG0000593	LOC108597144|XP_017839027.1|DBUS	LOC6624835|XP_002049543.1|DVIR
OG0000594	LOC108603904|XP_017848574.1|DBUS	LOC6634953|XP_002058587.1|DVIR
OG0000594	LOC108602022|XP_017845514.1|DBUS	LOC6632355|XP_002056717.1|DVIR
OG0000595	LOC108603987|XP_017849475.1|DBUS	LOC6630586|XP_032289864.1|DVIR
OG0000595	LOC108602346|XP_017845930.1|DBUS	LOC6630296|XP_015026982.1|DVIR
OG0000596	LOC108606622|XP_017852397.1|DBUS	LOC6635560|XP_002059034.1|DVIR
OG0000596	LOC108602102|XP_017845615.1|DBUS	LOC6629732|XP_002053608.1|DVIR
OG0000597	LOC108601607|XP_033149792.1|DBUS	LOC6630718|XP_002054211.2|DVIR
OG0000597	LOC108601606|XP_017844995.1|DBUS	LOC6630717|XP_002054210.2|DVIR
OG0000598	LOC108601674|XP_017845068.1|DBUS	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR
OG0000599	LOC108598020|XP_033149613.1|DBUS	LOC6623393|XP_032290822.1|DVIR
OG0000599	LOC108598021|XP_017840125.2|DBUS	LOC6623420|XP_032290825.1|DVIR
OG0000600	LOC108595133|XP_017835783.1|DBUS	LOC6626195|XP_015029588.1|DVIR
OG0000600	LOC108597445|XP_017839497.1|DBUS	LOC6626193|XP_032292616.1|DVIR
OG0000601	LOC108607665|XP_017854114.2|DBUS	LOC6627739|XP_032293387.1|DVIR
OG0000601	LOC108607664|XP_017854100.1|DBUS	LOC6629244|XP_002051268.1|DVIR
OG0000602	LOC108600870|XP_017844175.1|DBUS	LOC6634357|XP_002057698.1|DVIR
OG0000602	LOC108602317|XP_017845894.1|DBUS	LOC6634356|XP_002057697.1|DVIR
OG0000603	LOC108607538|XP_017853908.1|DBUS	LOC6627674|XP_015028287.1|DVIR
OG0000604	LOC108606212|XP_017851590.1|DBUS	LOC6635771|XP_002059167.1|DVIR
OG0000604	LOC108600146|XP_033150916.1|DBUS	LOC6628990|XP_002052121.1|DVIR
OG0000605	LOC108600259|XP_017843707.2|DBUS	LOC6628405|XP_002052048.1|DVIR
OG0000607	LOC108603848|XP_017848490.1|DBUS	LOC6630520|XP_002054019.1|DVIR
OG0000607	LOC108604803|XP_017849894.1|DBUS	LOC6631064|XP_002054908.1|DVIR
OG0000608	LOC108601745|XP_017845154.1|DBUS	LOC6630256|XP_002053415.1|DVIR
OG0000608	LOC108604230|XP_033149870.1|DBUS	LOC6630016|XP_032289990.1|DVIR
OG0000609	LOC108596154|XP_017837144.1|DBUS	LOC6627620|XP_032294277.1|DVIR
OG0000610	LOC108598921|XP_017841174.1|DBUS	LOC6622538|XP_002047597.2|DVIR
OG0000610	LOC108595804|XP_017836583.1|DBUS	LOC6626883|XP_002049720.1|DVIR
OG0000611	LOC108596906|XP_017838590.1|DBUS	LOC6626382|XP_002050056.2|DVIR
OG0000611	LOC108597476|XP_017839540.1|DBUS	LOC6626840|XP_002050842.1|DVIR
OG0000612	LOC108598220|XP_033149401.1|DBUS	LOC6622223|XP_032290290.1|DVIR
OG0000614	LOC108606664|XP_017852479.1|DBUS	LOC6632126|XP_015026494.1|DVIR
OG0000615	LOC108605812|XP_017851107.1|DBUS	LOC6635437|XP_002059073.1|DVIR
OG0000615	LOC108602040|XP_017845536.1|DBUS	LOC6630045|XP_002054564.1|DVIR
OG0000616	LOC108606577|XP_017852289.1|DBUS	LOC6635429|XP_032295867.1|DVIR
OG0000617	LOC108603116|XP_017847115.1|DBUS	LOC6632303|XP_002055992.2|DVIR
OG0000617	LOC108602630|XP_017846261.1|DBUS	LOC6630252|XP_002053766.1|DVIR
OG0000618	LOC108604446|XP_017849415.1|DBUS	LOC6630412|XP_032295330.1|DVIR
OG0000618	LOC108598280|XP_017840385.2|DBUS	LOC6624340|XP_002047461.1|DVIR
OG0000619	LOC108595862|XP_017836642.1|DBUS	LOC6626912|XP_002050287.1|DVIR
OG0000620	LOC108600112|XP_017842971.2|DBUS	LOC6623141|XP_032290550.1|DVIR
OG0000621	LOC108603301|XP_017847467.1|DBUS	LOC6630395|XP_002054003.1|DVIR
OG0000621	LOC108606999|XP_017853064.1|DBUS	LOC6634637|XP_002058036.1|DVIR
OG0000622	LOC108601034|XP_017844402.2|DBUS	LOC6623617|XP_002047341.2|DVIR
OG0000622	LOC108601069|XP_017844451.2|DBUS	LOC6623494|XP_002046161.3|DVIR
OG0000623	LOC108598501|XP_017840661.1|DBUS	LOC6622165|XP_002047042.1|DVIR
OG0000623	LOC108598427|XP_017840543.1|DBUS	LOC6622534|XP_002046659.1|DVIR
OG0000624	LOC108595816|XP_017836595.1|DBUS	LOC6625310|XP_002048753.1|DVIR
OG0000625	LOC108599598|XP_017842038.2|DBUS	LOC6624701|XP_032291163.1|DVIR
OG0000625	LOC108599602|XP_017842044.1|DBUS	LOC6624688|XP_002047191.1|DVIR
OG0000626	LOC108595716|XP_033149015.1|DBUS	LOC6625417|XP_002049293.1|DVIR
OG0000626	LOC108597657|XP_017839805.1|DBUS	LOC6636359|XP_032292058.1|DVIR
OG0000627	LOC108600158|XP_017843048.1|DBUS	LOC6623882|XP_032290691.1|DVIR
OG0000627	LOC108606137|XP_017851480.1|DBUS	LOC6633255|XP_002056879.1|DVIR
OG0000628	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS	LOC6628589|XP_002051482.1|DVIR
OG0000628	LOC108600241|XP_017843166.1|DBUS	LOC6636641|XP_032289186.1|DVIR
OG0000629	LOC108604816|XP_017849913.1|DBUS	LOC6630322|XP_002053432.1|DVIR
OG0000629	LOC108608245|XP_017855021.2|DBUS	LOC6627470|XP_002052901.1|DVIR
OG0000630	LOC108594231|XP_017834831.2|DBUS	LOC6633920|XP_002057654.2|DVIR
OG0000630	LOC108594324|XP_017834963.1|DBUS	LOC6633915|XP_002057649.3|DVIR
OG0000631	LOC108608207|XP_017854971.2|DBUS	LOC26531502|XP_015028941.1|DVIR
OG0000631	LOC108608114|XP_017854830.1|DBUS	LOC6628492|XP_002051487.1|DVIR
OG0000632	LOC108608105|XP_017854808.1|DBUS	LOC6627477|XP_002052127.1|DVIR
OG0000632	LOC108602629|XP_017846264.1|DBUS	LOC6628210|XP_032294373.1|DVIR
OG0000634	LOC108596891|XP_017838563.1|DBUS	LOC6626570|XP_015029853.1|DVIR
OG0000635	LOC108594749|XP_017835377.1|DBUS	LOC6625322|XP_002049088.1|DVIR
OG0000635	LOC108605299|XP_017850452.1|DBUS	LOC6634716|XP_002058273.1|DVIR
OG0000636	LOC108607989|XP_017854638.1|DBUS	LOC6633917|XP_002057651.1|DVIR
OG0000636	LOC108607990|XP_017854639.1|DBUS	LOC6633918|XP_002057652.1|DVIR
OG0000637	LOC108604983|XP_017850042.1|DBUS	LOC6633434|XP_032296646.1|DVIR
OG0000637	LOC108604984|XP_033150400.1|DBUS	LOC6633438|XP_032296647.1|DVIR
