Orthogroup	DBUS.longest_only	DERE.longest_only
OG0000218	LOC108607951|XP_033149953.1|DBUS, LOC117135054|XP_033150846.1|DBUS	LOC6542362|XP_001968546.1|DERE
OG0000219	LOC108595679|XP_017836447.1|DBUS	LOC6542203|XP_001970690.1|DERE
OG0000219	LOC108597630|XP_017839764.1|DBUS	LOC6542806|XP_015014719.1|DERE
OG0000219	LOC108595034|XP_017835664.1|DBUS	LOC6541114|XP_001970689.1|DERE
OG0000220	LOC108599185|XP_017841469.1|DBUS	LOC6544974|XP_001971571.1|DERE
OG0000220	LOC108599087|XP_017841365.1|DBUS	LOC6545036|XP_001971568.1|DERE
OG0000220	LOC108599184|XP_017841467.2|DBUS	LOC6545037|XP_001971569.1|DERE
OG0000221	LOC108596710|XP_017838225.1|DBUS	LOC6546627|XP_001975843.1|DERE
OG0000221	LOC108602360|XP_017845949.1|DBUS	LOC6552613|XP_001979893.1|DERE
OG0000221	LOC108596708|XP_017838221.1|DBUS	LOC6546626|XP_026835960.1|DERE
OG0000222	LOC108594413|XP_017853938.2|DBUS	LOC6540807|XP_001969548.1|DERE
OG0000223	LOC108605867|XP_017851168.1|DBUS	LOC6543905|XP_026833408.1|DERE
OG0000223	LOC108600733|XP_017843965.1|DBUS	LOC6544430|XP_026832927.1|DERE
OG0000224	LOC108595234|XP_017835921.1|DBUS	LOC6546933|XP_001974694.1|DERE
OG0000224	LOC108596248|XP_017837289.1|DBUS	LOC6548447|XP_001976665.1|DERE
OG0000225	LOC108601520|XP_017844909.1|DBUS	LOC26526626|XP_015009396.1|DERE
OG0000225	LOC108601519|XP_017844908.1|DBUS	LOC6554836|XP_001981992.2|DERE
OG0000225	LOC108601518|XP_017844907.1|DBUS	LOC6554837|XP_001981993.1|DERE
OG0000226	LOC108598133|XP_033149376.1|DBUS	LOC6546016|XP_001972228.1|DERE
OG0000226	LOC108599636|XP_017842097.1|DBUS	LOC6546018|XP_001972230.1|DERE
OG0000227	LOC108597473|XP_017839536.1|DBUS, LOC108595693|XP_017836464.1|DBUS	LOC6546469|XP_001971750.1|DERE, LOC6546050|XP_001971747.1|DERE, LOC6546051|XP_001971748.1|DERE, LOC6545938|XP_001971738.1|DERE, LOC6545937|XP_001971737.1|DERE, LOC6545936|XP_001971736.1|DERE, LOC6545939|XP_001971739.1|DERE
OG0000228	LOC117134692|XP_033149088.1|DBUS	LOC6544247|XP_001973814.1|DERE
OG0000228	LOC108595683|XP_017836453.1|DBUS	LOC6552389|XP_001978907.1|DERE
OG0000228	LOC108601711|XP_017845119.2|DBUS	LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE
OG0000229	LOC108601281|XP_033149806.1|DBUS	LOC6554637|XP_026837444.1|DERE
OG0000229	LOC108604396|XP_017849343.1|DBUS	LOC6553508|XP_001979354.2|DERE
OG0000230	LOC108596665|XP_017838157.1|DBUS	LOC6548853|XP_026837124.1|DERE
OG0000231	LOC108598134|XP_017840241.1|DBUS	LOC6542474|XP_001969699.3|DERE, LOC6543320|XP_026834758.1|DERE, LOC6542523|XP_001969701.1|DERE, LOC6541869|XP_001969698.1|DERE
OG0000232	LOC108601850|XP_017845285.1|DBUS	LOC6553321|XP_001980165.1|DERE
OG0000232	LOC108597675|XP_017839837.1|DBUS	LOC6543035|XP_001970736.1|DERE
OG0000233	LOC108601436|XP_017844823.1|DBUS	LOC6554467|XP_001981303.1|DERE
OG0000233	LOC108601608|XP_033150001.1|DBUS	LOC6554717|XP_001981079.1|DERE
OG0000233	LOC108604757|XP_017849834.1|DBUS	LOC6554716|XP_026831736.1|DERE
OG0000234	LOC108595950|XP_017836725.1|DBUS	LOC6549556|XP_001975644.2|DERE, LOC6549555|XP_015011668.1|DERE
OG0000234	LOC108594938|XP_017835562.1|DBUS	LOC26526377|XP_015012795.1|DERE
OG0000235	LOC108601263|XP_017844652.1|DBUS	LOC6554425|XP_001981050.1|DERE
OG0000235	LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS	LOC6554565|XP_001981051.1|DERE, LOC6554111|XP_001981052.1|DERE
OG0000236	LOC108607959|XP_017854576.1|DBUS	LOC6541842|XP_001968203.1|DERE
OG0000236	LOC108594464|XP_017835133.1|DBUS	LOC6543172|XP_001968832.1|DERE
OG0000236	LOC117134921|XP_033150316.1|DBUS	LOC6551527|XP_015010884.1|DERE
OG0000237	LOC108597399|XP_017839424.1|DBUS	LOC6542364|XP_026834004.1|DERE
OG0000237	LOC108606551|XP_017852241.1|DBUS	LOC6542622|XP_026834619.1|DERE, LOC6551456|XP_001977247.1|DERE
OG0000238	LOC108595906|XP_033151012.1|DBUS	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE
OG0000238	LOC108595855|XP_033150211.1|DBUS	LOC6548749|XP_001974106.1|DERE
OG0000240	LOC108602004|XP_017845494.1|DBUS	LOC6553892|XP_026839802.1|DERE
OG0000240	LOC108603890|XP_017848553.1|DBUS	LOC6553890|XP_001980463.1|DERE
OG0000240	LOC108604460|XP_017849428.1|DBUS	LOC6553122|XP_026839625.1|DERE
OG0000243	LOC108597980|XP_017840086.1|DBUS, LOC108600509|XP_017843634.1|DBUS, LOC117134776|XP_033149362.1|DBUS, LOC108596002|XP_017836775.1|DBUS	LOC26525982|XP_015010429.1|DERE, LOC6542643|XP_001969245.1|DERE
OG0000244	LOC108604780|XP_017849865.1|DBUS	LOC6552557|XP_001979895.1|DERE, LOC6552614|XP_001979894.1|DERE
OG0000244	LOC108603470|XP_017847798.1|DBUS, LOC108603469|XP_017847797.1|DBUS, LOC108603468|XP_017847796.1|DBUS	LOC6552610|XP_001979890.1|DERE
OG0000246	LOC108594741|XP_017835368.1|DBUS, LOC108594884|XP_017835511.1|DBUS, LOC108594698|XP_017835327.1|DBUS	LOC6548230|XP_026835825.1|DERE
OG0000247	LOC108601322|XP_017844710.1|DBUS, LOC108602035|XP_017845532.1|DBUS	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE
OG0000248	LOC108600497|XP_017843620.2|DBUS	LOC6546282|XP_026833059.1|DERE
OG0000248	LOC108598837|XP_017841079.2|DBUS	LOC6546283|XP_001972907.1|DERE
OG0000248	LOC108595382|XP_017836097.1|DBUS	LOC6548819|XP_001975604.1|DERE
OG0000249	LOC108607548|XP_017853925.1|DBUS	LOC6541894|XP_001970259.1|DERE
OG0000249	LOC108607547|XP_017853924.1|DBUS	LOC6542688|XP_001970260.1|DERE
OG0000249	LOC108607544|XP_017853918.1|DBUS	LOC6541935|XP_001970261.1|DERE
OG0000250	LOC108608188|XP_017854941.2|DBUS	LOC6541190|XP_001969696.1|DERE
OG0000250	LOC108594214|XP_017834810.2|DBUS	LOC6542152|XP_026834041.1|DERE
OG0000250	LOC108594449|XP_017835113.1|DBUS	LOC6542277|XP_001969695.1|DERE
OG0000251	LOC108607126|XP_017853253.1|DBUS	LOC6550350|XP_015010759.1|DERE
OG0000251	LOC108595567|XP_017836317.1|DBUS	LOC6548093|XP_001976599.3|DERE
OG0000251	LOC108599778|XP_017842321.2|DBUS	LOC26526064|XP_015014213.1|DERE
OG0000252	LOC108595016|XP_017835640.1|DBUS	LOC6548156|XP_001975119.1|DERE
OG0000252	LOC108595015|XP_017835639.1|DBUS	LOC6548154|XP_001975117.1|DERE
OG0000252	LOC108595017|XP_017835641.1|DBUS	LOC6548155|XP_001975118.1|DERE
OG0000253	LOC108598953|XP_017841213.2|DBUS	LOC6546575|XP_001974674.1|DERE, LOC6546573|XP_001974672.1|DERE
OG0000253	LOC108606847|XP_017852836.1|DBUS	LOC6547028|XP_001974670.1|DERE, LOC6547029|XP_026836720.1|DERE
OG0000254	LOC108601554|XP_017844942.1|DBUS, LOC108601555|XP_033150150.1|DBUS	LOC6555301|XP_001982322.2|DERE, LOC6555300|XP_001982321.2|DERE, LOC6542168|XP_001969059.2|DERE
OG0000255	Cyp6g1|NP_001352255.1|DBUS	LOC6546887|XP_001975968.2|DERE
OG0000256	LOC108596849|XP_017838468.1|DBUS	LOC6547191|XP_001974738.1|DERE
OG0000256	LOC108595494|XP_017836236.1|DBUS, LOC108595354|XP_017836066.1|DBUS, LOC108595440|XP_017836163.1|DBUS, LOC108597563|XP_017839661.1|DBUS	LOC6547193|XP_001974740.2|DERE
OG0000257	LOC108595574|XP_017836324.1|DBUS, LOC108606343|XP_017851876.1|DBUS	LOC6548009|XP_001976472.1|DERE
OG0000258	LOC108596130|XP_033150974.1|DBUS	LOC6542936|XP_001970658.1|DERE
OG0000258	LOC108596131|XP_017837087.1|DBUS	LOC6542887|XP_001970657.1|DERE
OG0000258	LOC108596132|XP_017837088.1|DBUS	LOC6542697|XP_026835074.1|DERE
OG0000258	LOC108596133|XP_017837089.1|DBUS	LOC6542771|XP_001970656.1|DERE
OG0000259	LOC108595237|XP_017835928.2|DBUS	LOC6542218|XP_001969256.2|DERE, LOC6542200|XP_026834283.1|DERE, LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE
OG0000260	LOC108596208|XP_017837221.1|DBUS	LOC6541331|XP_001970473.1|DERE
OG0000260	LOC108602333|XP_017845912.1|DBUS	LOC6554839|XP_001981995.1|DERE
OG0000260	LOC108596210|XP_017837223.1|DBUS	LOC6543140|XP_026834057.1|DERE
OG0000262	LOC108600926|XP_033149531.1|DBUS	LOC6545073|XP_001972107.1|DERE
OG0000262	LOC108600827|XP_033149501.1|DBUS	LOC6545072|XP_001972106.2|DERE
OG0000262	LOC108596898|XP_017838577.1|DBUS	LOC6546615|XP_001975831.1|DERE
OG0000263	LOC108595634|XP_017836394.1|DBUS	LOC6546686|XP_015011602.2|DERE
OG0000263	LOC108598045|XP_017840149.1|DBUS	LOC6544914|XP_001972091.1|DERE
OG0000264	LOC108606513|XP_017852170.2|DBUS	LOC6549668|XP_026837820.1|DERE
OG0000264	LOC108607069|XP_017853175.1|DBUS	LOC6549667|XP_026837591.1|DERE
OG0000264	LOC108604425|XP_017849379.1|DBUS	LOC6554921|XP_001981126.1|DERE
OG0000265	LOC108600676|XP_017843870.1|DBUS, LOC108600677|XP_017843871.1|DBUS	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE
OG0000266	LOC108597230|XP_017839162.1|DBUS	LOC26526401|XP_015015500.2|DERE, LOC6547023|XP_001974665.1|DERE
OG0000267	LOC108604393|XP_017849340.1|DBUS	LOC6555286|XP_001981202.1|DERE
OG0000267	LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS	LOC6555287|XP_001981203.1|DERE
OG0000269	LOC108604565|XP_017849583.1|DBUS	LOC6554521|XP_001982158.1|DERE
OG0000269	LOC108604432|XP_017849394.1|DBUS	LOC6554845|XP_001982009.2|DERE
OG0000271	LOC108608211|XP_017854975.1|DBUS	LOC6543518|XP_001969499.1|DERE
OG0000271	LOC108597000|XP_033148918.1|DBUS	LOC26526366|XP_026836936.1|DERE
OG0000271	LOC108596713|XP_017838235.1|DBUS	LOC6546770|XP_001975527.1|DERE
OG0000272	LOC108600005|XP_033149738.1|DBUS	LOC6544119|XP_026833800.1|DERE
OG0000272	LOC108607367|XP_017853570.1|DBUS	LOC6555876|XP_026838983.1|DERE
OG0000273	LOC108603603|XP_017848039.1|DBUS	LOC6553579|XP_001979250.1|DERE
OG0000274	LOC108596888|XP_017838558.1|DBUS	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE
OG0000274	LOC108594682|XP_017835312.1|DBUS	LOC6549463|XP_001975770.2|DERE
OG0000277	LOC108601377|XP_017844766.1|DBUS	LOC6553996|XP_026839855.1|DERE, LOC6554391|XP_001982363.1|DERE
OG0000279	LOC108599491|XP_017841827.1|DBUS	LOC6545735|XP_001971629.1|DERE
OG0000279	LOC108599490|XP_017841826.1|DBUS	LOC6545734|XP_001971628.1|DERE
OG0000280	LOC108599614|XP_017842059.1|DBUS	LOC6545331|XP_001973339.1|DERE
OG0000280	LOC108599613|XP_017842058.2|DBUS	LOC6545330|XP_001973338.2|DERE
OG0000280	LOC108599612|XP_017842057.2|DBUS	LOC6545500|XP_001973340.1|DERE
OG0000281	LOC108600830|XP_017844112.1|DBUS	LOC6545448|XP_001972131.1|DERE
OG0000281	LOC108605843|XP_017851140.1|DBUS	LOC6550369|XP_001977866.1|DERE
OG0000281	LOC108605876|XP_017851178.2|DBUS	LOC6550410|XP_026838119.1|DERE
OG0000282	LOC108601120|XP_017844529.1|DBUS	LOC6543563|XP_001971823.1|DERE
OG0000282	LOC108605394|XP_017850553.1|DBUS	LOC6550963|XP_001976992.2|DERE
OG0000283	LOC108595850|XP_017836630.1|DBUS	LOC6546953|XP_001976022.1|DERE
OG0000283	LOC108602940|XP_017846772.1|DBUS	LOC6555061|XP_001981603.1|DERE
OG0000284	LOC108608330|XP_033150746.1|DBUS	LOC6543100|XP_026834275.1|DERE
OG0000284	LOC108601971|XP_017845456.1|DBUS	LOC6542591|XP_026835148.1|DERE
OG0000285	LOC108594943|XP_033150972.1|DBUS	LOC6547109|XP_001974750.1|DERE
OG0000285	LOC117134629|XP_033150973.1|DBUS	LOC6547110|XP_001974751.1|DERE
OG0000286	LOC108603117|XP_017853937.1|DBUS	LOC6540743|XP_001969546.1|DERE
OG0000286	LOC108603513|XP_017853940.2|DBUS	LOC6540770|XP_001969545.2|DERE
OG0000287	LOC108604920|XP_017849979.1|DBUS	LOC6550024|XP_001977490.2|DERE
OG0000287	LOC108606373|XP_017851913.1|DBUS	LOC6550021|XP_001977487.1|DERE
OG0000287	LOC108604919|XP_017849978.1|DBUS	LOC6550022|XP_001977488.1|DERE
OG0000288	LOC108607689|XP_017854157.2|DBUS	LOC6542532|XP_001969605.1|DERE, LOC6542933|XP_001969603.2|DERE, LOC6541580|XP_001969606.1|DERE, LOC6541400|XP_001969607.1|DERE
OG0000289	LOC117134802|XP_033149638.1|DBUS	LOC6543704|XP_026832685.1|DERE
OG0000289	LOC108598318|XP_033149634.1|DBUS	LOC6543739|XP_026833353.1|DERE, LOC6543703|XP_026833505.1|DERE
OG0000292	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS	LOC6546746|XP_001974539.1|DERE
OG0000292	LOC108600482|XP_017843590.2|DBUS	LOC6545379|XP_001972586.1|DERE
OG0000293	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS	LOC6554173|XP_001982115.1|DERE
OG0000293	LOC108608424|XP_017855280.1|DBUS	LOC113564847|XP_026839554.1|DERE
OG0000294	LOC108607718|XP_033150716.1|DBUS	LOC6543266|XP_026834080.1|DERE
OG0000294	LOC108606227|XP_033150271.1|DBUS	LOC6551177|XP_026838820.1|DERE
OG0000295	LOC108595275|XP_017835976.1|DBUS	LOC6549134|XP_026836175.1|DERE
OG0000295	LOC108602244|XP_017845783.1|DBUS	LOC6554588|XP_001981544.3|DERE
OG0000295	LOC108596275|XP_017837334.1|DBUS	LOC113564249|XP_026835841.1|DERE
OG0000295	LOC108604963|XP_017850022.1|DBUS	LOC26526225|XP_015015474.1|DERE
OG0000296	LOC108603060|XP_017846990.1|DBUS	LOC6548586|XP_026838685.1|DERE
OG0000296	LOC108598660|XP_017840861.1|DBUS	LOC6545137|XP_001971003.2|DERE
OG0000296	LOC108605786|XP_017851078.1|DBUS	LOC6550768|XP_001976750.1|DERE
OG0000297	LOC108596173|XP_033149075.1|DBUS	LOC6543276|XP_001970468.1|DERE, LOC6542357|XP_001970467.1|DERE
OG0000298	LOC108607080|XP_017853191.1|DBUS	LOC6550760|XP_026837834.1|DERE
OG0000298	LOC108605913|XP_017851217.1|DBUS	LOC6550759|XP_001976796.1|DERE
OG0000298	LOC108597986|XP_017840089.1|DBUS	LOC6553083|XP_001979078.1|DERE
OG0000299	LOC108604113|XP_017848885.1|DBUS	LOC6552753|XP_026835061.1|DERE
OG0000299	LOC108601680|XP_017845078.2|DBUS	LOC113563703|XP_026839621.1|DERE
OG0000299	LOC108603624|XP_033149913.1|DBUS	LOC6552755|XP_001980293.1|DERE
OG0000300	LOC108598091|XP_017840194.2|DBUS	LOC26526901|XP_015014358.1|DERE
OG0000300	LOC108600809|XP_017844083.1|DBUS	LOC6546348|XP_015013996.1|DERE
OG0000300	LOC108598090|XP_017840193.1|DBUS	LOC6546349|XP_001972896.2|DERE
OG0000301	LOC108607337|XP_017853509.1|DBUS	LOC6555853|XP_001982716.1|DERE
OG0000301	LOC108608553|XP_033150214.1|DBUS	LOC6541875|XP_001970181.1|DERE
OG0000302	LOC108598818|XP_017841053.1|DBUS	LOC6543602|XP_026833828.1|DERE
OG0000302	LOC108598782|XP_017841011.1|DBUS	LOC6543619|XP_001973605.1|DERE
OG0000303	LOC108599341|XP_017841633.1|DBUS	LOC6544449|XP_001972435.1|DERE
OG0000303	LOC108600216|XP_017843130.1|DBUS	LOC26526197|XP_015015466.1|DERE
OG0000304	LOC108601282|XP_017844670.1|DBUS	LOC6554737|XP_001981072.2|DERE
OG0000304	LOC108602405|XP_033150048.1|DBUS	LOC6554739|XP_026831735.1|DERE
OG0000305	LOC108598240|XP_033150647.1|DBUS	LOC6544562|XP_001973096.1|DERE
OG0000305	LOC108598239|XP_033150646.1|DBUS	LOC6544559|XP_001973093.3|DERE
OG0000306	LOC108595190|XP_017835861.1|DBUS	LOC6547877|XP_001976353.1|DERE
OG0000306	LOC108594493|XP_017835176.2|DBUS	LOC6547932|XP_001976357.1|DERE
OG0000306	LOC108606953|XP_017852998.1|DBUS	LOC6551523|XP_001977166.2|DERE
OG0000307	LOC108603248|XP_017847376.1|DBUS	LOC6551965|XP_015010252.1|DERE
OG0000307	LOC108603812|XP_017848404.1|DBUS	LOC6554356|XP_026832001.1|DERE
OG0000308	LOC108603663|XP_017848149.1|DBUS	LOC26526555|XP_015015529.1|DERE
OG0000309	LOC108604840|XP_017849948.1|DBUS	LOC6551970|XP_001980655.2|DERE, LOC6551975|XP_001980660.1|DERE, LOC6551974|XP_001980659.1|DERE
OG0000310	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS	LOC6550871|XP_026837987.1|DERE
OG0000311	LOC108602230|XP_017845767.1|DBUS	LOC6554796|XP_001982227.2|DERE, LOC6553652|XP_001979386.3|DERE
OG0000311	LOC108607070|XP_017853177.1|DBUS	LOC6549783|XP_026837464.1|DERE
OG0000312	LOC108600028|XP_017842837.1|DBUS	LOC6543375|XP_001969294.2|DERE
OG0000312	LOC108608384|XP_017855224.1|DBUS	LOC6542907|XP_026835001.1|DERE
OG0000313	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS	LOC6541763|XP_001969218.1|DERE
OG0000313	LOC108607508|XP_017853861.1|DBUS	LOC6540890|XP_001969558.1|DERE
OG0000314	LOC108596465|XP_017837715.1|DBUS, LOC108594353|XP_017834997.1|DBUS	LOC6540991|XP_026834226.1|DERE
OG0000315	LOC108597635|XP_033149461.1|DBUS	LOC6541717|XP_001968640.3|DERE, LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE
OG0000316	LOC108595882|XP_017836662.1|DBUS, LOC108597318|XP_017839297.2|DBUS, LOC117134670|XP_033148969.1|DBUS, LOC108595890|XP_017836669.1|DBUS, LOC117134689|XP_033149081.1|DBUS	LOC6547237|XP_001974755.1|DERE
OG0000316	LOC117134711|XP_033149136.1|DBUS, LOC117134710|XP_033149135.1|DBUS, LOC108595718|XP_017836489.2|DBUS, LOC108597321|XP_017839300.2|DBUS, LOC108595623|XP_017836377.2|DBUS, LOC108597320|XP_017839299.2|DBUS, LOC117134694|XP_033149090.1|DBUS, LOC108595843|XP_017836622.1|DBUS, LOC108597319|XP_017839298.1|DBUS	LOC6547236|XP_001974754.1|DERE
OG0000317	LOC108602857|XP_017846622.1|DBUS	LOC6554238|XP_001982147.2|DERE, LOC26526820|XP_015009409.1|DERE
OG0000319	LOC108603761|XP_017848329.1|DBUS, LOC108603760|XP_017848328.1|DBUS, LOC108601783|XP_017845199.1|DBUS	LOC6551810|XP_001980579.1|DERE, LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE
OG0000320	LOC108601634|XP_017845021.1|DBUS	LOC6551773|XP_001980642.2|DERE
OG0000321	LOC108607372|XP_033149546.1|DBUS	LOC6540944|XP_001969805.1|DERE
OG0000322	LOC108606751|XP_017852640.1|DBUS	LOC6555729|XP_026838878.1|DERE
OG0000322	LOC108605276|XP_017850398.1|DBUS	LOC6551711|XP_026837676.1|DERE
OG0000323	LOC108607579|XP_017853964.1|DBUS	LOC6543162|XP_001969586.2|DERE
OG0000323	LOC108602072|XP_017845581.1|DBUS	LOC6554971|XP_026839682.1|DERE
OG0000324	LOC108597753|XP_017839951.1|DBUS	LOC6549548|XP_001975754.1|DERE
OG0000325	LOC108598987|XP_017841252.1|DBUS	LOC6544993|XP_001973285.1|DERE
OG0000325	LOC108598979|XP_017841243.1|DBUS	LOC6544995|XP_001973287.1|DERE
OG0000327	LOC108595544|XP_017836292.1|DBUS	LOC6541825|XP_001970616.1|DERE
OG0000327	LOC108595981|XP_017836756.2|DBUS	LOC6541106|XP_001970617.1|DERE
OG0000328	LOC108598078|XP_017840181.1|DBUS	LOC6546182|XP_001972275.1|DERE
OG0000329	LOC108598888|XP_017841138.1|DBUS	LOC6542862|XP_001969209.1|DERE
OG0000330	LOC108607654|XP_017854085.2|DBUS, LOC108607414|XP_017853732.1|DBUS	LOC6554630|XP_001981352.1|DERE, LOC6550469|XP_001977731.1|DERE
OG0000331	LOC108594354|XP_017835000.1|DBUS	LOC6542639|XP_026834567.1|DERE
OG0000332	LOC108598925|XP_017841179.2|DBUS	LOC6543380|XP_001969483.1|DERE
OG0000332	LOC108605737|XP_017851021.1|DBUS	LOC6550374|XP_001977855.1|DERE
OG0000333	LOC108598445|XP_017840570.1|DBUS	LOC6546503|XP_001972269.1|DERE
OG0000333	LOC108598673|XP_017840880.1|DBUS	LOC6546464|XP_001971336.1|DERE
OG0000334	LOC108597189|XP_017839106.1|DBUS	LOC6550690|XP_001978015.1|DERE
OG0000334	LOC108597203|XP_017839130.1|DBUS	LOC6548002|XP_001975281.1|DERE
OG0000335	LOC108607652|XP_017854083.2|DBUS	LOC6549308|XP_001974230.1|DERE
OG0000335	LOC108601633|XP_017845024.1|DBUS	LOC6549307|XP_001974229.1|DERE
OG0000336	LOC108604766|XP_017849849.1|DBUS	LOC6554017|XP_026839688.1|DERE
OG0000336	LOC108604771|XP_017849852.1|DBUS	LOC6554824|XP_001981805.1|DERE
OG0000336	LOC108604495|XP_033150696.1|DBUS	LOC6554823|XP_001981804.2|DERE
OG0000337	LOC108599610|XP_017842055.1|DBUS	LOC6545329|XP_001973337.1|DERE
OG0000337	LOC108604452|XP_017849421.1|DBUS	LOC6555516|XP_001982674.1|DERE
OG0000338	LOC108599643|XP_017842107.1|DBUS	LOC6545423|XP_026833396.1|DERE
OG0000338	LOC108597075|XP_017838899.1|DBUS	LOC6541880|XP_015015371.1|DERE
OG0000339	LOC108599718|XP_017842204.1|DBUS	LOC6544746|XP_001973208.1|DERE, LOC6544747|XP_001973209.1|DERE
OG0000340	LOC108597634|XP_017839768.1|DBUS	LOC6546748|XP_026836935.1|DERE
OG0000342	LOC108606674|XP_017852497.1|DBUS	LOC6550507|XP_001977972.1|DERE
OG0000342	LOC108595602|XP_017836354.1|DBUS	LOC6548071|XP_026836299.1|DERE
OG0000343	LOC108601719|XP_017845126.1|DBUS	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE
OG0000344	LOC108597541|XP_017839635.1|DBUS	LOC6546557|XP_001974571.1|DERE
OG0000344	LOC108604139|XP_017848937.1|DBUS	LOC6554188|XP_026831512.1|DERE
OG0000345	LOC108595458|XP_017836188.1|DBUS	LOC6542450|XP_001970556.1|DERE
OG0000345	LOC108596549|XP_017837935.1|DBUS	LOC6549529|XP_015012480.2|DERE
OG0000346	LOC108594855|XP_017835481.2|DBUS, LOC108597134|XP_017839011.2|DBUS	LOC6548932|XP_001975532.1|DERE, LOC6548931|XP_001975531.1|DERE
OG0000347	LOC108600944|XP_017844276.1|DBUS	LOC6544677|XP_001972013.1|DERE
OG0000348	LOC108594488|XP_017835155.1|DBUS	LOC6543484|XP_001968698.3|DERE
OG0000349	LOC108598235|XP_017840342.2|DBUS	LOC6549117|XP_001974189.1|DERE
OG0000350	LOC108599443|XP_033149598.1|DBUS	LOC6544378|XP_001972467.2|DERE, LOC6544377|XP_001972466.1|DERE
OG0000350	LOC108602939|XP_017846771.1|DBUS	LOC6555043|XP_026837186.1|DERE
OG0000351	LOC108594969|XP_033150922.1|DBUS	LOC6548288|XP_001975114.1|DERE
OG0000351	LOC108594692|XP_033150921.1|DBUS	LOC6548287|XP_001975113.1|DERE
OG0000353	LOC108604479|XP_017849455.1|DBUS	LOC6552898|XP_001980981.1|DERE
OG0000353	LOC108608513|XP_017855403.1|DBUS	LOC6540677|XP_001968873.2|DERE
OG0000354	LOC108606290|XP_017851768.1|DBUS	LOC6541026|XP_001968386.1|DERE
OG0000354	LOC108606282|XP_017851755.1|DBUS	LOC6541906|XP_026835080.1|DERE
OG0000355	LOC108597175|XP_017839080.1|DBUS	LOC6542516|XP_001970521.1|DERE
OG0000355	LOC108596800|XP_017838395.1|DBUS, LOC108596820|XP_017838426.2|DBUS	LOC6542864|XP_001970797.2|DERE
OG0000358	LOC108601709|XP_017845114.1|DBUS	LOC6553771|XP_001979438.1|DERE, LOC6553718|XP_001979429.1|DERE, LOC6553715|XP_001979426.1|DERE
OG0000360	LOC108602007|XP_017845498.1|DBUS	LOC6554985|XP_001981828.2|DERE, LOC6554987|XP_001981830.1|DERE, LOC6554988|XP_001981831.2|DERE, LOC6554986|XP_001981829.2|DERE
OG0000361	LOC108594475|XP_017835150.1|DBUS	LOC6552329|XP_001979788.2|DERE, LOC6553077|XP_001979072.1|DERE
OG0000361	LOC108594497|XP_017835182.2|DBUS	LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE
OG0000362	LOC108607393|XP_017853648.1|DBUS	LOC6555885|XP_001982687.1|DERE
OG0000362	LOC108600958|XP_017844298.1|DBUS	LOC6544260|XP_026832810.1|DERE
OG0000363	LOC108602883|XP_017846674.1|DBUS	LOC6554700|XP_015008975.1|DERE
OG0000363	LOC108600098|XP_033149720.1|DBUS	LOC6543693|XP_026832427.1|DERE
OG0000364	LOC108598379|XP_033149590.1|DBUS	LOC6546537|XP_026832434.1|DERE
OG0000365	LOC108597350|XP_017839346.1|DBUS	LOC6547737|XP_001974951.1|DERE
OG0000365	LOC108608395|XP_017855239.1|DBUS	LOC6543411|XP_001969897.2|DERE
OG0000366	LOC108606347|XP_033150382.1|DBUS	LOC6551424|XP_026838791.1|DERE
OG0000366	LOC108604826|XP_017849927.1|DBUS	LOC6554311|XP_026831436.1|DERE
OG0000367	LOC108600654|XP_017843840.1|DBUS	LOC6546079|XP_026833637.1|DERE
OG0000367	LOC108596916|XP_017838614.1|DBUS	LOC6547428|XP_001974807.2|DERE
OG0000368	LOC108598397|XP_017840506.2|DBUS	LOC6544726|XP_015013197.1|DERE
OG0000368	LOC108598405|XP_017840516.1|DBUS	LOC6544727|XP_001972411.1|DERE
OG0000370	LOC108596306|XP_017837395.1|DBUS, LOC108596305|XP_017837393.1|DBUS	LOC6544994|XP_001973286.1|DERE
OG0000370	LOC108598805|XP_017841037.1|DBUS, LOC108595840|XP_017836620.1|DBUS	LOC113564307|XP_026836569.1|DERE
