Orthogroup	DBUS.longest_only	DBIA.longest_only
OG0000974	LOC108598367|XP_017840477.1|DBUS	LOC108034728|XP_016965156.1|DBIA
OG0000975	LOC108602406|XP_017846007.1|DBUS, LOC108602407|XP_017846009.1|DBUS, LOC108604090|XP_017848860.1|DBUS	LOC108024728|XP_016950310.1|DBIA
OG0000976	LOC117134631|XP_017847712.1|DBUS	LOC108031403|XP_016960276.1|DBIA
OG0000977	LOC108604845|XP_017849954.2|DBUS	LOC108032003|XP_016961288.1|DBIA
OG0000978	LOC108603456|XP_017847776.1|DBUS	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA
OG0000979	LOC108595039|XP_017835667.1|DBUS	LOC108026659|XP_016953187.1|DBIA
OG0000980	LOC108601286|XP_017844675.1|DBUS	LOC108025193|XP_016950991.1|DBIA
OG0000980	LOC108602367|XP_017845959.1|DBUS	LOC108030947|XP_016959635.1|DBIA
OG0000981	LOC108597617|XP_017839750.1|DBUS	LOC108033460|XP_016963284.1|DBIA
OG0000982	LOC108604436|XP_017849400.1|DBUS	LOC108025034|XP_016950778.1|DBIA, LOC108031626|XP_016960720.1|DBIA, LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA
OG0000984	LOC108601176|XP_033149573.1|DBUS	LOC108025983|XP_016952165.1|DBIA
OG0000985	LOC108597491|XP_017839560.1|DBUS	LOC108022061|XP_016946395.1|DBIA
OG0000988	LOC108603653|XP_017848161.2|DBUS	LOC108034136|XP_016964414.1|DBIA
OG0000990	LOC108607168|XP_017853310.1|DBUS	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC108606644|XP_017852432.1|DBUS	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC108602198|XP_017845736.1|DBUS	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC108604790|XP_017849878.1|DBUS	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC108605561|XP_017850815.1|DBUS	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC108605916|XP_017851221.1|DBUS	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC108606580|XP_017852295.1|DBUS, LOC108595540|XP_017836284.1|DBUS	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC108594679|XP_017835309.2|DBUS	LOC108036898|XP_016968767.1|DBIA
OG0000998	LOC108600670|XP_017843856.1|DBUS	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC108606776|XP_017852685.1|DBUS	LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC117135038|XP_033150756.1|DBUS	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC108597086|XP_017838928.1|DBUS	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC108602791|XP_017846491.1|DBUS	LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC108605425|XP_017850589.1|DBUS	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC108598703|XP_017840917.1|DBUS	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC108607353|XP_017853535.1|DBUS, LOC108599792|XP_017842340.1|DBUS	LOC108028678|XP_016956107.1|DBIA
OG0001008	LOC108605191|XP_017850272.1|DBUS	LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC108602090|XP_017845603.1|DBUS	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001011	LOC108606303|XP_017851782.2|DBUS	LOC108023905|XP_016949078.1|DBIA
OG0001011	LOC108604533|XP_017849541.1|DBUS	LOC108033538|XP_016963371.1|DBIA
OG0001012	LOC108605837|XP_017851133.2|DBUS	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA
OG0001013	LOC108599055|XP_017841324.2|DBUS	LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC108599110|XP_017841388.1|DBUS	LOC108035368|XP_016966456.1|DBIA
OG0001015	LOC108607262|XP_017853439.1|DBUS	LOC108027598|XP_016954606.1|DBIA
OG0001015	LOC108607261|XP_017853438.1|DBUS	LOC108027629|XP_016954640.1|DBIA
OG0001016	LOC108605497|XP_017850735.1|DBUS, LOC108600396|XP_017843433.1|DBUS, LOC108598199|XP_017840304.1|DBUS, LOC108605982|XP_017851294.1|DBUS	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA
OG0001017	LOC108596852|XP_017838479.1|DBUS	LOC108036378|XP_016967968.1|DBIA
OG0001019	LOC108602930|XP_017846762.1|DBUS	LOC108025031|XP_016950776.1|DBIA
OG0001020	LOC108605796|XP_017851088.1|DBUS	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC108607998|XP_017854648.1|DBUS	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC117134924|XP_033150319.1|DBUS	LOC108031309|XP_016960043.1|DBIA, LOC108025890|XP_016952057.1|DBIA
OG0001024	LOC108604103|XP_017848872.1|DBUS	LOC108025335|XP_016951253.1|DBIA
OG0001025	LOC108598015|XP_017840119.1|DBUS, LOC108598017|XP_017840120.1|DBUS, LOC108598018|XP_033149507.1|DBUS, LOC108598656|XP_017840856.1|DBUS	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC108600168|XP_017843062.1|DBUS, LOC108594903|XP_017835530.1|DBUS	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC108600201|XP_017843104.1|DBUS	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC108604114|XP_017848890.1|DBUS	LOC108029018|XP_016956552.1|DBIA
OG0001031	LOC108607683|XP_017854129.1|DBUS	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC108608220|XP_017854987.2|DBUS	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC108594834|XP_017835460.1|DBUS	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC108598184|XP_017840288.2|DBUS	LOC108035141|XP_016966071.1|DBIA
OG0001035	LOC108605623|XP_017850894.1|DBUS	LOC108027135|XP_016953845.1|DBIA
OG0001035	LOC108605622|XP_017850893.1|DBUS	LOC108027124|XP_016953834.1|DBIA
OG0001036	LOC108606830|XP_017852804.1|DBUS	LOC108032429|XP_016961740.1|DBIA
OG0001036	LOC108602248|XP_017845787.1|DBUS	LOC108023603|XP_016948702.1|DBIA
OG0001037	LOC108598646|XP_017840837.2|DBUS	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA, LOC108028152|XP_016955298.1|DBIA
OG0001038	LOC108604497|XP_017849482.1|DBUS	LOC108031880|XP_016961133.1|DBIA, LOC108031879|XP_016961131.1|DBIA
OG0001039	LOC117134865|XP_033150050.1|DBUS	LOC108024345|XP_016949735.1|DBIA
OG0001042	LOC108601652|XP_017845041.1|DBUS	LOC108025420|XP_016951392.1|DBIA
OG0001043	LOC108605170|XP_017850244.1|DBUS	LOC108024013|XP_016949261.1|DBIA
OG0001044	LOC108594671|XP_017835301.1|DBUS	LOC108036671|XP_016968442.1|DBIA
OG0001045	LOC108597686|XP_017839850.1|DBUS	LOC108030415|XP_016958789.1|DBIA
OG0001046	LOC108595821|XP_017836601.1|DBUS	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA
OG0001047	LOC108596391|XP_017837558.1|DBUS	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC108595004|XP_017835628.1|DBUS	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC108600752|XP_017843995.1|DBUS	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC108606837|XP_017852819.1|DBUS, LOC108600638|XP_017843819.1|DBUS	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC108607720|XP_017854225.2|DBUS	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC108607995|XP_017854645.2|DBUS	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC108607181|XP_017853326.1|DBUS, LOC108600249|XP_017843906.2|DBUS	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC108604574|XP_017849594.1|DBUS	LOC108032190|XP_016961535.1|DBIA
OG0001055	LOC108603607|XP_017848042.1|DBUS, LOC108604006|XP_017848734.1|DBUS	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA
OG0001056	LOC108605667|XP_017850947.1|DBUS	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC108600029|XP_017842839.1|DBUS	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC108606604|XP_017852353.1|DBUS	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC108599123|XP_017841400.2|DBUS	LOC108028015|XP_016955133.1|DBIA
OG0001060	LOC108601684|XP_017845082.1|DBUS	LOC108023353|XP_016948191.1|DBIA
OG0001061	LOC108602610|XP_017846236.1|DBUS	LOC108030991|XP_016959681.1|DBIA, LOC108030992|XP_016959682.1|DBIA
OG0001062	LOC108602231|XP_017845768.1|DBUS	LOC108027373|XP_016954289.1|DBIA
OG0001062	LOC108604577|XP_017849597.1|DBUS	LOC108027107|XP_016953814.1|DBIA
OG0001063	LOC108604992|XP_017850048.1|DBUS	LOC108027983|XP_016955136.1|DBIA
OG0001064	LOC108605092|XP_017850146.2|DBUS	LOC108024290|XP_016949679.1|DBIA
OG0001065	LOC108595179|XP_033149244.1|DBUS, LOC108595470|XP_017836203.1|DBUS	LOC108024315|XP_016949708.1|DBIA
OG0001067	LOC108602048|XP_017845553.2|DBUS	LOC108032720|XP_016962190.1|DBIA
OG0001067	LOC108602058|XP_017845565.2|DBUS	LOC108032722|XP_016962192.1|DBIA
OG0001068	LOC108601030|XP_017844570.2|DBUS	LOC108034399|XP_016964770.1|DBIA, LOC108034434|XP_016964808.1|DBIA
OG0001069	LOC108596017|XP_017836839.1|DBUS, LOC108596529|XP_017837904.2|DBUS	LOC108022274|XP_016946621.1|DBIA
OG0001070	LOC108602548|XP_017846169.1|DBUS	LOC108027109|XP_016953816.1|DBIA, LOC108027121|XP_016953826.1|DBIA
OG0001072	LOC108599242|XP_017841528.2|DBUS	LOC108034627|XP_016965054.1|DBIA
OG0001073	LOC108604201|XP_033149922.1|DBUS	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC108595378|XP_017836094.1|DBUS	LOC108029777|XP_016957776.1|DBIA
OG0001075	LOC108601025|XP_017844390.1|DBUS	LOC108034966|XP_016965764.1|DBIA
OG0001077	LOC108601650|XP_017845039.1|DBUS	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC108605494|XP_033150288.1|DBUS	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC108600250|XP_017843175.1|DBUS	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC108600145|XP_017843028.1|DBUS	LOC108029088|XP_016956669.1|DBIA
OG0001081	LOC108595457|XP_017836187.1|DBUS, LOC108595079|XP_017835719.1|DBUS	LOC108031538|XP_016960564.1|DBIA
OG0001082	LOC108597660|XP_017839808.1|DBUS	LOC108022875|XP_016947557.1|DBIA
OG0001083	LOC108599964|XP_017842706.1|DBUS	LOC108035478|XP_016966617.1|DBIA
OG0001084	LOC108597324|XP_017839304.1|DBUS	LOC108030069|XP_016958159.1|DBIA
OG0001086	LOC108597096|XP_017838950.1|DBUS	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC108608044|XP_033149145.1|DBUS	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA
OG0001088	LOC108597920|XP_017840026.2|DBUS	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC108598487|XP_033149373.1|DBUS	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC108599013|XP_017841280.1|DBUS	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC108600319|XP_017843314.1|DBUS	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC108599730|XP_017842224.1|DBUS	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC108601054|XP_033150057.1|DBUS	LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC108598464|XP_017840597.1|DBUS	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC108607817|XP_017854353.1|DBUS	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC108596759|XP_017838333.1|DBUS	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA
OG0001099	LOC108598330|XP_017840435.2|DBUS, LOC108600151|XP_017843035.1|DBUS	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC108601762|XP_017845175.1|DBUS	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC108596769|XP_017838350.1|DBUS	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC108598214|XP_033149403.1|DBUS	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC108602193|XP_017845730.1|DBUS	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC108596952|XP_017838679.1|DBUS	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC108605239|XP_017850341.1|DBUS	LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC108607389|XP_017853631.1|DBUS	LOC108024899|XP_016950537.1|DBIA
OG0001108	LOC108601517|XP_017844906.1|DBUS	LOC108025971|XP_016952153.1|DBIA, LOC108026061|XP_016952245.1|DBIA
OG0001110	LOC108599149|XP_017841426.1|DBUS	LOC108030843|XP_016959467.1|DBIA
OG0001111	LOC108595418|XP_017836133.1|DBUS	LOC108026555|XP_016952995.1|DBIA, LOC108026508|XP_016952942.1|DBIA, LOC108026509|XP_016952944.1|DBIA
OG0001112	LOC108595780|XP_017836561.1|DBUS	LOC108022227|XP_016946574.1|DBIA
OG0001113	LOC108608482|XP_017855366.1|DBUS	LOC108032719|XP_016962189.1|DBIA
OG0001113	LOC108604755|XP_017849835.1|DBUS	LOC108032721|XP_016962191.1|DBIA
OG0001114	LOC108598353|XP_017840463.1|DBUS	LOC108033470|XP_016963295.1|DBIA, LOC108033462|XP_016963287.1|DBIA
OG0001115	LOC108601074|XP_017844461.2|DBUS	LOC108034347|XP_016964721.1|DBIA, LOC108033429|XP_016963241.1|DBIA, LOC108034346|XP_016964718.1|DBIA
OG0001116	LOC108596496|XP_017837811.1|DBUS	LOC108022539|XP_016947006.1|DBIA
OG0001118	LOC108606121|XP_017851463.1|DBUS	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC117134713|XP_033149138.1|DBUS	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA
OG0001120	LOC108602369|XP_017845960.1|DBUS	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC108598440|XP_017840562.2|DBUS	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC108603667|XP_017848151.1|DBUS	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC108601789|XP_017845212.1|DBUS	LOC108032185|XP_016961529.1|DBIA
OG0001126	LOC108599515|XP_033149288.1|DBUS	LOC108028240|XP_016955393.1|DBIA
OG0001127	LOC108598165|XP_017840271.2|DBUS	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC108597779|XP_017839983.1|DBUS	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC108608259|XP_033150727.1|DBUS	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC108602684|XP_017846354.2|DBUS	LOC108035315|XP_016966382.1|DBIA
OG0001131	LOC108607382|XP_033150543.1|DBUS	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC108596929|XP_033150025.1|DBUS	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC108597562|XP_017839660.1|DBUS	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC108602839|XP_017846579.1|DBUS	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC108601257|XP_033149797.1|DBUS	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC108601265|XP_017844654.1|DBUS	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC108600147|XP_017843029.1|DBUS	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC117134797|XP_033149599.1|DBUS, LOC108598162|XP_017840268.2|DBUS	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001140	LOC108603554|XP_017847962.1|DBUS	LOC108032014|XP_016961307.1|DBIA, LOC108033752|XP_016964233.1|DBIA
OG0001141	LOC108601445|XP_017844831.2|DBUS	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA
OG0001142	LOC108602194|XP_017845732.1|DBUS	LOC108031045|XP_016959735.1|DBIA
OG0001143	LOC108607857|XP_017854430.1|DBUS	LOC108029070|XP_016956631.1|DBIA
OG0001144	LOC108594995|XP_017835617.1|DBUS	LOC108031230|XP_016959954.1|DBIA, LOC108036512|XP_016968205.1|DBIA
OG0001145	LOC108597580|XP_017835624.1|DBUS	LOC108036186|XP_016967666.1|DBIA
OG0001146	LOC108606585|XP_033150301.1|DBUS	LOC108032398|XP_016961707.1|DBIA, LOC108023930|XP_016949104.1|DBIA
OG0001147	LOC108595810|XP_017836590.1|DBUS	LOC108028128|XP_016955270.1|DBIA, LOC108027974|XP_016955088.1|DBIA
OG0001148	LOC108605277|XP_017850415.1|DBUS	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA
OG0001149	LOC108598985|XP_017841249.1|DBUS	LOC108028005|XP_016955122.1|DBIA, LOC108028719|XP_016956166.1|DBIA
OG0001150	LOC108595859|XP_017836638.1|DBUS	LOC108026727|XP_016953327.1|DBIA, LOC108026581|XP_016953023.1|DBIA
OG0001151	LOC108602335|XP_017845913.1|DBUS	LOC108032188|XP_016961533.1|DBIA, LOC108032187|XP_016961532.1|DBIA, LOC108032194|XP_016961538.1|DBIA
OG0001152	LOC108604592|XP_017849614.2|DBUS	LOC108027458|XP_016954402.1|DBIA, LOC108029372|XP_016957089.1|DBIA, LOC108027075|XP_016953778.1|DBIA
OG0001153	LOC108597662|XP_017839816.1|DBUS	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC108607513|XP_017853868.1|DBUS	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC108606509|XP_017852168.1|DBUS	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC108603075|XP_033149778.1|DBUS	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC108607471|XP_017853798.1|DBUS	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC108602985|XP_017846860.1|DBUS	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC108600008|XP_017842800.1|DBUS, LOC108603258|XP_017847395.1|DBUS	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC108602836|XP_017846574.1|DBUS	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC108604725|XP_017849793.1|DBUS	LOC108024735|XP_016950320.1|DBIA
OG0001163	LOC108604245|XP_017849109.1|DBUS	LOC108031575|XP_016960622.1|DBIA
OG0001164	LOC108602513|XP_017846132.1|DBUS	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC108596973|XP_017838715.1|DBUS, LOC108594929|XP_017835554.1|DBUS, LOC108594928|XP_017835553.1|DBUS	LOC108022478|XP_016946918.1|DBIA
OG0001166	LOC108599428|XP_017841728.1|DBUS	LOC108034502|XP_016964909.1|DBIA, LOC108034501|XP_016964895.1|DBIA
OG0001167	LOC108594649|XP_033149226.1|DBUS	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC108597682|XP_017839845.1|DBUS	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC108606895|XP_017852911.1|DBUS	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC108604581|XP_017849601.1|DBUS	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC108599800|XP_017842362.2|DBUS, LOC117134805|XP_033149666.1|DBUS	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC108594993|XP_017835615.1|DBUS	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC108604048|XP_017848799.1|DBUS	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC108599682|XP_017842163.1|DBUS	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC108597518|XP_017839601.1|DBUS	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC108594810|XP_017835437.1|DBUS	LOC108036220|XP_016967701.1|DBIA
OG0001177	LOC108607904|XP_017854500.2|DBUS	LOC108033344|XP_016963136.1|DBIA
OG0001178	LOC108595785|XP_017836566.1|DBUS	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC108596995|XP_017838754.1|DBUS	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC108607350|XP_017853525.1|DBUS	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC108598483|XP_017840627.2|DBUS	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC108604519|XP_017849513.1|DBUS	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC108607166|XP_017853306.1|DBUS, LOC108599378|XP_017841673.1|DBUS	LOC108026249|XP_016952581.1|DBIA
OG0001184	LOC108603657|XP_017848123.1|DBUS	LOC108024793|XP_016950404.1|DBIA
OG0001185	LOC108602843|XP_017846588.1|DBUS	LOC108031371|XP_016960179.1|DBIA
OG0001187	LOC108596885|XP_017838555.1|DBUS	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC108597720|XP_017839900.1|DBUS	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC108595252|XP_017835945.1|DBUS	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC108605723|XP_017851005.1|DBUS	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC108607785|XP_017854312.2|DBUS	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC108594290|XP_017834921.1|DBUS	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC108603201|XP_017847272.1|DBUS	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC108605290|XP_017850428.1|DBUS	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC108595419|XP_017836136.1|DBUS	LOC108029787|XP_016957786.1|DBIA
OG0001196	LOC108605039|XP_017850096.1|DBUS	LOC108030953|XP_016959641.1|DBIA, LOC108025850|XP_016952003.1|DBIA
OG0001197	LOC108603676|XP_017848169.1|DBUS	LOC108024368|XP_016949761.1|DBIA, LOC108032256|XP_016961609.1|DBIA
OG0001198	LOC108601552|XP_017844940.1|DBUS	LOC108032238|XP_016961591.1|DBIA
OG0001200	LOC108600284|XP_017843244.1|DBUS	LOC108033621|XP_016963483.1|DBIA
OG0001201	LOC108601769|XP_017845183.2|DBUS	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC108606385|XP_017851939.1|DBUS	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC108607376|XP_017853587.2|DBUS	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC108608408|XP_017855255.1|DBUS	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC108603447|XP_017847766.1|DBUS	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC108603740|XP_017848286.1|DBUS	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC108607697|XP_017854173.1|DBUS, LOC108606110|XP_017851446.1|DBUS	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC108605036|XP_033150283.1|DBUS	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC108602178|XP_017845705.1|DBUS	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC108605558|XP_017850811.1|DBUS	LOC108025896|XP_016952067.1|DBIA
OG0001212	LOC108606983|XP_017853046.1|DBUS	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC108601439|XP_017844826.1|DBUS	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC108604087|XP_017848853.1|DBUS	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC108604517|XP_017849510.1|DBUS	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC108603459|XP_017847780.2|DBUS	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC108606647|XP_017852489.1|DBUS	LOC108023210|XP_016948004.1|DBIA
OG0001218	LOC117134634|XP_017849602.2|DBUS, LOC108604582|XP_033149880.1|DBUS	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC108595516|XP_017836259.1|DBUS	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC108597106|XP_017838967.1|DBUS	LOC108022848|XP_016947509.1|DBIA
OG0001222	LOC108601681|XP_017845079.1|DBUS	LOC108024795|XP_016950402.1|DBIA
OG0001223	LOC108597162|XP_017839061.1|DBUS, LOC108608549|XP_017835136.2|DBUS	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC108596317|XP_017837416.1|DBUS	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC108596829|XP_017838436.1|DBUS	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC108596552|XP_017837938.1|DBUS	LOC108022587|XP_016947103.1|DBIA
OG0001227	LOC108598083|XP_017840189.1|DBUS	LOC108033453|XP_016963276.1|DBIA, LOC108033240|XP_016962995.1|DBIA
OG0001228	LOC108605308|XP_017850467.1|DBUS	LOC108032986|XP_016962553.1|DBIA
OG0001229	LOC117135021|XP_033150711.1|DBUS	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA
OG0001230	LOC108597056|XP_017838866.1|DBUS	LOC108036481|XP_016968151.1|DBIA
OG0001231	LOC108594362|XP_017835011.2|DBUS	LOC108030491|XP_016958866.1|DBIA
OG0001232	LOC108608432|XP_017855290.1|DBUS, LOC108607818|XP_017854354.1|DBUS	LOC108036703|XP_016968486.1|DBIA
OG0001233	LOC108596776|XP_017838368.1|DBUS	LOC108033321|XP_016963089.1|DBIA
OG0001234	LOC108606797|XP_017852746.1|DBUS, LOC108597414|XP_017839453.1|DBUS, LOC108596837|XP_017838451.1|DBUS	LOC108036538|XP_016968251.1|DBIA
OG0001235	LOC108608161|XP_017854904.1|DBUS	LOC108029136|XP_016956748.1|DBIA
OG0001236	LOC108599669|XP_017842139.1|DBUS	LOC108028394|XP_016955696.1|DBIA
OG0001237	LOC108603451|XP_017847771.1|DBUS	LOC108031349|XP_016960103.1|DBIA
OG0001238	LOC108604437|XP_017849401.1|DBUS	LOC108025285|XP_016951151.1|DBIA
OG0001239	LOC108602332|XP_017845909.1|DBUS	LOC108031735|XP_016960906.1|DBIA
OG0001240	LOC108601712|XP_017845116.1|DBUS	LOC108025555|XP_016951578.1|DBIA
OG0001242	LOC108606915|XP_017852945.1|DBUS	LOC108025769|XP_016951855.1|DBIA
OG0001243	LOC108599721|XP_017842207.1|DBUS	LOC108030861|XP_016959493.1|DBIA
OG0001244	LOC108603406|XP_017847685.1|DBUS	LOC108024371|XP_016949763.1|DBIA
OG0001245	LOC108601562|XP_017844950.1|DBUS	LOC108031044|XP_016959734.1|DBIA
