Orthogroup	DBUS.longest_only	DSER.longest_only
OG0002617	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS	LOC110187930|XP_020813100.1|DSER
OG0002618	LOC108603294|XP_017847454.1|DBUS	LOC110190398|XP_020816514.1|DSER
OG0002619	LOC108603338|XP_017847552.1|DBUS	LOC110188210|XP_020813498.1|DSER
OG0002620	LOC108604064|XP_017848817.1|DBUS	LOC110188181|XP_020813417.1|DSER
OG0002621	LOC108604088|XP_017848854.1|DBUS	LOC110177302|XP_020799626.1|DSER
OG0002622	LOC108598528|XP_017840700.1|DBUS	LOC110190587|XP_020816839.1|DSER
OG0002623	LOC108601922|XP_017845388.1|DBUS	LOC110186866|XP_020811818.1|DSER
OG0002624	LOC108604684|XP_017849729.1|DBUS	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER
OG0002625	LOC108603019|XP_017846905.1|DBUS	LOC110190901|XP_020817218.1|DSER
OG0002626	LOC108605593|XP_017850855.1|DBUS	LOC110184285|XP_020808426.1|DSER
OG0002627	LOC108603477|XP_017847808.1|DBUS	LOC110188624|XP_020814049.1|DSER
OG0002628	LOC108603860|XP_017848505.1|DBUS	LOC110190947|XP_020817280.1|DSER
OG0002629	LOC108603121|XP_033149967.1|DBUS	LOC110177402|XP_020799765.1|DSER
OG0002630	LOC108604152|XP_033149002.1|DBUS	LOC110191948|XP_020818626.1|DSER
OG0002631	LOC108601451|XP_017844838.1|DBUS	LOC110187664|XP_020812741.1|DSER
OG0002632	LOC108604249|XP_017849120.1|DBUS	LOC110186590|XP_020811471.1|DSER
OG0002633	LOC108603405|XP_017847683.1|DBUS	LOC110187836|XP_020812974.1|DSER
OG0002634	LOC108604753|XP_017849830.1|DBUS	LOC110186924|XP_020811909.1|DSER
OG0002635	LOC108604670|XP_017849711.1|DBUS	LOC110188218|XP_020813518.1|DSER
OG0002636	LOC108604305|XP_017849212.1|DBUS	LOC110188069|XP_020813278.1|DSER
OG0002637	LOC108608475|XP_033149987.1|DBUS	LOC110184997|XP_020809308.1|DSER
OG0002638	LOC108601635|XP_017845022.1|DBUS	LOC110176530|XP_020798569.1|DSER
OG0002639	LOC108604709|XP_017849764.1|DBUS	LOC110188668|XP_020814122.1|DSER
OG0002640	LOC108602752|XP_017846410.1|DBUS	LOC110191404|XP_020817921.1|DSER
OG0002641	LOC108602755|XP_017846416.1|DBUS	LOC110191287|XP_020817753.1|DSER
OG0002642	LOC108602754|XP_017846415.1|DBUS	LOC110191100|XP_020817505.1|DSER
OG0002643	LOC108602753|XP_017846412.1|DBUS	LOC110176573|XP_020798641.1|DSER
OG0002644	LOC108602525|XP_017846147.1|DBUS	LOC110176598|XP_020798675.1|DSER
OG0002645	LOC108604591|XP_017849613.1|DBUS	LOC110176594|XP_020798669.1|DSER
OG0002646	LOC108603796|XP_017848382.1|DBUS	LOC110184480|XP_020808690.1|DSER
OG0002647	LOC108602498|XP_017846115.1|DBUS	LOC110184449|XP_020808651.1|DSER
OG0002648	LOC108603094|XP_017847079.1|DBUS	LOC110184290|XP_020808437.1|DSER
OG0002649	LOC108602348|XP_017845936.1|DBUS	LOC110191155|XP_020817571.1|DSER
OG0002650	LOC108604521|XP_017849519.1|DBUS	LOC110184441|XP_020808641.1|DSER
OG0002651	LOC108603870|XP_017848529.1|DBUS	LOC110176570|XP_020798624.1|DSER
OG0002652	LOC108602107|XP_017845620.1|DBUS	LOC110177190|XP_020799444.1|DSER
OG0002653	LOC108603304|XP_017847469.1|DBUS	LOC110186383|XP_020811194.1|DSER
OG0002654	LOC108603535|XP_017847923.1|DBUS	LOC110187007|XP_020812028.1|DSER
OG0002655	LOC108603901|XP_017848572.1|DBUS	LOC110188233|XP_020813546.1|DSER
OG0002656	LOC108603207|XP_017847282.1|DBUS	LOC110184113|XP_020808171.1|DSER
OG0002657	LOC108604742|XP_017849816.2|DBUS	LOC110188217|XP_020813517.1|DSER
OG0002658	LOC108603691|XP_017848203.1|DBUS	LOC110186615|XP_020811508.1|DSER
OG0002660	LOC108607268|XP_017853450.1|DBUS	LOC110191985|XP_020818675.1|DSER
OG0002661	LOC108603150|XP_017847189.1|DBUS	LOC110176533|XP_020798572.1|DSER
OG0002662	LOC108597610|XP_017839735.1|DBUS	LOC110189253|XP_020814920.1|DSER
OG0002663	LOC108604469|XP_033149850.1|DBUS	LOC110187712|XP_020812808.1|DSER
OG0002664	LOC108608469|XP_017855345.1|DBUS	LOC110178117|XP_020800793.1|DSER
OG0002665	LOC108596649|XP_017838118.1|DBUS	LOC110176911|XP_020799060.1|DSER
OG0002666	LOC108596648|XP_017838115.1|DBUS	LOC110182415|XP_020806114.1|DSER
OG0002667	LOC108597419|XP_017839458.1|DBUS	LOC110177998|XP_020800658.1|DSER
OG0002668	LOC108600460|XP_017843538.1|DBUS	LOC110177626|XP_020800094.1|DSER
OG0002669	LOC108598373|XP_017840486.2|DBUS	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER
OG0002670	LOC108598395|XP_017840504.1|DBUS	LOC110189122|XP_020814756.1|DSER
OG0002671	LOC108600725|XP_017843951.1|DBUS	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER
OG0002672	LOC108596560|XP_017837947.1|DBUS	LOC110181131|XP_020804461.1|DSER
OG0002673	LOC108596048|XP_017836923.1|DBUS	LOC110191659|XP_020818216.1|DSER
OG0002674	LOC108597165|XP_017839066.1|DBUS	LOC110177997|XP_020800655.1|DSER
OG0002675	LOC108600401|XP_033149594.1|DBUS	LOC110190466|XP_020816634.1|DSER
OG0002676	LOC108597316|XP_017839291.1|DBUS	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER
OG0002677	LOC108597670|XP_017839829.1|DBUS	LOC110189467|XP_020815204.1|DSER
OG0002678	LOC108597631|XP_017839765.1|DBUS	LOC110179357|XP_020802529.1|DSER
OG0002679	LOC108596042|XP_017836912.1|DBUS	LOC110191681|XP_020818252.1|DSER
OG0002680	LOC108605491|XP_017850725.1|DBUS	LOC110183535|XP_020807494.1|DSER
OG0002681	LOC108597126|XP_017838995.1|DBUS	LOC110179230|XP_020802339.1|DSER
OG0002682	LOC108600232|XP_017843149.1|DBUS	LOC110189969|XP_020815917.1|DSER
OG0002683	LOC108603713|XP_017848242.1|DBUS	LOC110177254|XP_020799564.1|DSER
OG0002684	LOC108607149|XP_017853282.1|DBUS	LOC110191959|XP_020818636.1|DSER
OG0002685	LOC108597904|XP_033149591.1|DBUS	LOC110178646|XP_020801496.1|DSER
OG0002686	LOC108600083|XP_017842931.1|DBUS	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER
OG0002687	LOC108600407|XP_033149300.1|DBUS	LOC110189975|XP_020815923.1|DSER
OG0002688	LOC108599758|XP_017842262.1|DBUS	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER
OG0002689	LOC108606034|XP_017851350.1|DBUS	LOC110181511|XP_020804944.1|DSER
OG0002690	LOC108598605|XP_017840792.1|DBUS	LOC110189987|XP_020815935.1|DSER
OG0002691	LOC108595897|XP_017836675.1|DBUS	LOC110179503|XP_020802742.1|DSER
OG0002692	LOC108595171|XP_017835831.1|DBUS	LOC110191548|XP_020818081.1|DSER
OG0002693	LOC108599860|XP_017842490.1|DBUS	LOC110177606|XP_020800063.1|DSER
OG0002694	LOC108596121|XP_017837069.1|DBUS	LOC110178295|XP_020801042.1|DSER
OG0002695	LOC108599188|XP_017841473.1|DBUS	LOC110176224|XP_020798165.1|DSER
OG0002696	LOC108599994|XP_017842742.1|DBUS	LOC110177542|XP_020799970.1|DSER
OG0002697	LOC108600883|XP_033149348.1|DBUS	LOC110189092|XP_020814723.1|DSER
OG0002698	LOC108600422|XP_017843472.2|DBUS	LOC110182773|XP_020806552.1|DSER
OG0002699	LOC108600862|XP_017844157.1|DBUS	LOC110190584|XP_020816836.1|DSER
OG0002700	LOC108599945|XP_017842658.1|DBUS	LOC110190762|XP_020817051.1|DSER
OG0002701	LOC108596146|XP_017837127.1|DBUS	LOC110178447|XP_020801241.1|DSER
OG0002702	LOC108597276|XP_017839229.1|DBUS	LOC110176963|XP_020799128.1|DSER
OG0002704	LOC108596627|XP_017838062.1|DBUS	LOC110177799|XP_020800347.1|DSER
OG0002705	LOC108600556|XP_017843705.2|DBUS	LOC110178780|XP_020801685.1|DSER
OG0002706	LOC108594774|XP_017835402.1|DBUS	LOC110179307|XP_020802452.1|DSER
OG0002707	LOC108600859|XP_017844153.1|DBUS	LOC110178711|XP_020801570.1|DSER
OG0002709	LOC108595597|XP_017836349.1|DBUS	LOC110188973|XP_020814580.1|DSER
OG0002710	LOC108595768|XP_017836547.1|DBUS	LOC110179225|XP_020802321.1|DSER
OG0002711	LOC108595949|XP_017836724.1|DBUS	LOC110179242|XP_020802354.1|DSER
OG0002712	LOC108597500|XP_017839575.1|DBUS	LOC110177908|XP_020800538.1|DSER
OG0002713	LOC108597083|XP_017838914.1|DBUS	LOC110178109|XP_020800786.1|DSER
OG0002714	LOC108597089|XP_017838936.1|DBUS	LOC110185015|XP_020809364.1|DSER
OG0002715	LOC108606825|XP_017852797.1|DBUS	LOC110179075|XP_020802114.1|DSER
OG0002716	LOC108596329|XP_017837444.1|DBUS	LOC110184103|XP_020808153.1|DSER
OG0002717	LOC108601909|XP_017845375.1|DBUS	LOC110177155|XP_020799396.1|DSER
OG0002718	LOC108598968|XP_017841230.1|DBUS	LOC110191185|XP_020817612.1|DSER
OG0002719	LOC108604651|XP_017849690.1|DBUS	LOC110186608|XP_020811499.1|DSER
OG0002720	LOC108598623|XP_017840810.1|DBUS	LOC110189050|XP_020814676.1|DSER
OG0002721	LOC108601132|XP_017844548.1|DBUS	LOC110181442|XP_020804845.1|DSER
OG0002722	LOC108595448|XP_017836172.1|DBUS	LOC110182210|XP_020805899.1|DSER
OG0002724	LOC108604062|XP_017848814.1|DBUS	LOC110188170|XP_020813405.1|DSER
OG0002725	LOC108600019|XP_017842825.1|DBUS	LOC110190106|XP_020816073.1|DSER
OG0002726	LOC108599749|XP_017842248.1|DBUS	LOC110188879|XP_020814453.1|DSER
OG0002727	LOC108600437|XP_017843503.1|DBUS	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER
OG0002728	LOC108596930|XP_017838642.1|DBUS	LOC110181871|XP_020805458.1|DSER
OG0002729	LOC108600360|XP_017843381.2|DBUS	LOC110178585|XP_020801422.1|DSER
OG0002730	LOC108597437|XP_017839488.1|DBUS	LOC110189254|XP_020814921.1|DSER
OG0002731	LOC108600409|XP_017843454.1|DBUS	LOC110179419|XP_020802607.1|DSER
OG0002732	LOC108597284|XP_017839240.1|DBUS	LOC110177812|XP_020800361.1|DSER
OG0002733	LOC108594450|XP_017835114.1|DBUS	LOC110191126|XP_020817538.1|DSER
OG0002734	LOC108596772|XP_017838360.1|DBUS	LOC110189830|XP_020815686.1|DSER
OG0002735	LOC108596486|XP_017837754.1|DBUS	LOC110178336|XP_020801105.1|DSER
OG0002736	LOC108597449|XP_017839503.1|DBUS	LOC110178262|XP_020800986.1|DSER
OG0002737	LOC108600070|XP_017842913.1|DBUS	LOC110190656|XP_020816915.1|DSER
OG0002738	LOC108599872|XP_017842513.2|DBUS	LOC110183655|XP_020807642.1|DSER
OG0002739	LOC108601112|XP_017844517.1|DBUS	LOC110189893|XP_020815805.1|DSER
OG0002740	LOC108601110|XP_017844516.1|DBUS	LOC110189892|XP_020815804.1|DSER
OG0002741	LOC108596341|XP_017837484.1|DBUS	LOC110179206|XP_020802284.1|DSER
OG0002742	LOC108596567|XP_017837961.1|DBUS	LOC110191509|XP_020818036.1|DSER
OG0002743	LOC108599837|XP_017842436.1|DBUS	LOC110188876|XP_020814449.1|DSER, LOC110188875|XP_020814448.1|DSER
OG0002744	LOC108600592|XP_017843759.1|DBUS	LOC110189907|XP_020815831.1|DSER
OG0002745	LOC108600344|XP_017843357.1|DBUS	LOC110177550|XP_020799979.1|DSER
OG0002746	LOC108595184|XP_017835851.1|DBUS	LOC110188920|XP_020814501.1|DSER
OG0002747	LOC108604011|XP_017848743.1|DBUS	LOC110187709|XP_020812803.1|DSER
OG0002748	LOC108597508|XP_017839585.1|DBUS	LOC110179280|XP_020802431.1|DSER
OG0002749	LOC108596923|XP_017838630.1|DBUS	LOC110179361|XP_020802538.1|DSER
OG0002750	LOC108597010|XP_017838777.1|DBUS	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER
OG0002751	LOC108597152|XP_017839040.1|DBUS	LOC110182896|XP_020806707.1|DSER
OG0002752	LOC108597198|XP_017839123.1|DBUS	LOC110177078|XP_020799254.1|DSER
OG0002753	LOC108596695|XP_017838206.2|DBUS	LOC110182758|XP_020806531.1|DSER
OG0002754	LOC108600176|XP_033149762.1|DBUS	LOC110178774|XP_020801676.1|DSER
OG0002755	LOC108595364|XP_017836078.1|DBUS	LOC110179442|XP_020802648.1|DSER, LOC110189381|XP_020815089.1|DSER
OG0002756	LOC108600873|XP_017844174.1|DBUS	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER
OG0002757	LOC108599553|XP_033149703.1|DBUS	LOC110190572|XP_020816808.1|DSER
OG0002758	LOC108597454|XP_017839508.1|DBUS	LOC110177903|XP_020800530.1|DSER
OG0002759	LOC108595077|XP_017835713.1|DBUS	LOC110188117|XP_020813357.1|DSER
OG0002760	LOC108596292|XP_017837372.1|DBUS	LOC110184069|XP_020808108.1|DSER
OG0002761	LOC108595849|XP_017836629.1|DBUS	LOC110184095|XP_020808139.1|DSER
OG0002762	LOC108596285|XP_017837349.2|DBUS	LOC110189514|XP_020815297.1|DSER
OG0002763	LOC108598717|XP_017840936.2|DBUS	LOC110190491|XP_020816666.1|DSER
OG0002764	LOC108600142|XP_017843024.1|DBUS	LOC110185187|XP_020809563.1|DSER
OG0002765	LOC108597354|XP_017839350.1|DBUS	LOC110180052|XP_020803332.1|DSER
OG0002766	LOC108595794|XP_017836574.1|DBUS	LOC110180054|XP_020803335.1|DSER
OG0002767	LOC108596469|XP_017837718.1|DBUS	LOC110190925|XP_020817247.1|DSER
OG0002768	LOC108596423|XP_017837631.1|DBUS	LOC110191501|XP_020818026.1|DSER
OG0002769	LOC108595398|XP_017836113.1|DBUS	LOC110180015|XP_020803270.1|DSER
OG0002770	LOC108597947|XP_017840055.1|DBUS	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER
OG0002771	LOC108600272|XP_017843223.1|DBUS	LOC110190505|XP_020816682.1|DSER
OG0002772	LOC108601051|XP_017844432.1|DBUS	LOC110190476|XP_020816645.1|DSER
OG0002773	LOC108595062|XP_017835696.1|DBUS	LOC110188988|XP_020814596.1|DSER, LOC110176383|XP_020798373.1|DSER
OG0002774	LOC108595432|XP_017836151.1|DBUS	LOC110189595|XP_020815385.1|DSER
OG0002775	LOC108601085|XP_017844480.1|DBUS	LOC110190162|XP_020816157.1|DSER
OG0002776	LOC108601115|XP_017844523.1|DBUS	LOC110190494|XP_020816668.1|DSER
OG0002777	LOC108600024|XP_017842830.1|DBUS	LOC110183606|XP_020807581.1|DSER
OG0002778	LOC108600020|XP_017842826.1|DBUS	LOC110183604|XP_020807579.1|DSER
OG0002779	LOC108598452|XP_017840583.1|DBUS	LOC110190815|XP_020817125.1|DSER
OG0002780	LOC108601781|XP_017845197.1|DBUS	LOC110177160|XP_020799404.1|DSER
OG0002781	LOC108596100|XP_017837009.1|DBUS	LOC110189377|XP_020815083.1|DSER
OG0002782	LOC108600185|XP_017843080.1|DBUS	LOC110190407|XP_020816532.1|DSER
OG0002783	LOC108599677|XP_017842157.1|DBUS	LOC110184240|XP_020808355.1|DSER, LOC110177560|XP_020799992.1|DSER
OG0002784	LOC108597053|XP_017838861.1|DBUS	LOC110178510|XP_020801319.1|DSER
OG0002785	LOC108600331|XP_017843332.2|DBUS	LOC110188512|XP_020813926.1|DSER
OG0002786	LOC108600596|XP_017843762.1|DBUS	LOC110183590|XP_020807561.1|DSER
OG0002787	LOC108599894|XP_017842574.1|DBUS	LOC110178764|XP_020801661.1|DSER
OG0002788	LOC108599895|XP_017842575.1|DBUS	LOC110178765|XP_020801662.1|DSER
OG0002789	LOC108600935|XP_017844261.1|DBUS	LOC110190156|XP_020816151.1|DSER
OG0002790	LOC108600664|XP_017843849.1|DBUS	LOC110178677|XP_020801538.1|DSER
OG0002791	LOC108600221|XP_017843133.1|DBUS	LOC110185239|XP_020809634.1|DSER
OG0002792	LOC108596899|XP_017838578.1|DBUS	LOC110189286|XP_020814970.1|DSER
OG0002793	LOC108600219|XP_017843131.1|DBUS	LOC110190767|XP_020817056.1|DSER
OG0002794	LOC108600116|XP_017842979.2|DBUS	LOC110176225|XP_020798166.1|DSER
OG0002795	LOC108600957|XP_017844295.2|DBUS	LOC110184709|XP_020808985.1|DSER
OG0002796	LOC108600968|XP_017844314.1|DBUS	LOC110190483|XP_020816654.1|DSER
OG0002797	LOC108600666|XP_017843851.1|DBUS	LOC110178602|XP_020801446.1|DSER
OG0002798	LOC108607819|XP_017854356.1|DBUS	LOC110187506|XP_020812558.1|DSER
OG0002799	LOC108598022|XP_033149710.1|DBUS	LOC110178618|XP_020801462.1|DSER
OG0002800	LOC108600196|XP_033149323.1|DBUS	LOC110183566|XP_020807531.1|DSER
OG0002801	LOC108601272|XP_033150092.1|DBUS, LOC108596635|XP_017838085.1|DBUS	LOC110182804|XP_020806600.1|DSER
OG0002802	LOC108594976|XP_017835597.1|DBUS	LOC110178263|XP_020800991.1|DSER
OG0002803	LOC108607454|XP_017853780.1|DBUS	LOC110176882|XP_020799018.1|DSER
OG0002804	LOC108595040|XP_017835668.1|DBUS	LOC110179841|XP_020803111.1|DSER
OG0002805	LOC108597734|XP_017839917.1|DBUS	LOC110176912|XP_020799061.1|DSER
OG0002806	LOC108600222|XP_017843134.1|DBUS	LOC110185240|XP_020809635.1|DSER
OG0002807	LOC108596245|XP_017837285.1|DBUS	LOC110181043|XP_020804379.1|DSER, LOC110179914|XP_020803175.1|DSER, LOC110176369|XP_020798354.1|DSER
OG0002808	LOC108596723|XP_017838254.1|DBUS	LOC110191615|XP_020818163.1|DSER
OG0002809	LOC108599137|XP_017841415.1|DBUS	LOC110176215|XP_020798150.1|DSER
OG0002810	LOC108597902|XP_033149270.1|DBUS	LOC110178591|XP_020801431.1|DSER
OG0002811	LOC108601086|XP_017844481.1|DBUS	LOC110178897|XP_020801832.1|DSER
OG0002812	LOC108596088|XP_017836994.1|DBUS	LOC110189249|XP_020814912.1|DSER
OG0002813	LOC108595068|XP_017835702.1|DBUS	LOC110178442|XP_020801233.1|DSER
OG0002814	LOC108596349|XP_017837496.1|DBUS	LOC110189650|XP_020815455.1|DSER
OG0002815	LOC108594761|XP_017835389.1|DBUS	LOC110180029|XP_020803295.1|DSER
OG0002816	LOC108595104|XP_017835754.1|DBUS	LOC110178477|XP_020801278.1|DSER
OG0002817	LOC108595393|XP_017836108.1|DBUS	LOC110189530|XP_020815320.1|DSER
OG0002818	LOC108595255|XP_017835951.1|DBUS	LOC110178000|XP_020800660.1|DSER
OG0002819	LOC108598276|XP_033149582.1|DBUS	LOC110183693|XP_020807691.1|DSER
OG0002820	LOC108600402|XP_017843443.1|DBUS	LOC110185273|XP_020809679.1|DSER
OG0002821	LOC108600723|XP_017843950.1|DBUS	LOC110177479|XP_020799881.1|DSER
OG0002822	LOC108596335|XP_017837478.1|DBUS	LOC110189408|XP_020815123.1|DSER
OG0002823	LOC108597396|XP_017839422.1|DBUS	LOC110191584|XP_020818128.1|DSER
OG0002824	LOC108595298|XP_017836000.1|DBUS	LOC110176841|XP_020798956.1|DSER
OG0002825	LOC108599646|XP_017842110.1|DBUS	LOC110190329|XP_020816383.1|DSER
OG0002826	LOC108597401|XP_017839434.1|DBUS	LOC110178493|XP_020801300.1|DSER
OG0002827	LOC108607404|XP_017853674.1|DBUS	LOC110185408|XP_020809874.1|DSER
OG0002828	LOC108596257|XP_017837302.1|DBUS	LOC110179368|XP_020802542.1|DSER
OG0002829	LOC108595045|XP_017835675.1|DBUS	LOC110180010|XP_020803261.1|DSER
OG0002830	LOC108596192|XP_017837195.1|DBUS	LOC110189748|XP_020815611.1|DSER
OG0002831	LOC108607875|XP_017854464.1|DBUS	LOC110182743|XP_020806503.1|DSER
OG0002832	LOC117135056|XP_033150873.1|DBUS, LOC108607825|XP_017854362.2|DBUS	LOC110183891|XP_020807895.1|DSER
OG0002833	LOC108597642|XP_017839779.1|DBUS	LOC110184097|XP_020808142.1|DSER
OG0002834	LOC108596884|XP_017838553.1|DBUS	LOC110191522|XP_020818050.1|DSER
OG0002835	LOC108597365|XP_017839379.1|DBUS	LOC110180035|XP_020803302.1|DSER
OG0002836	LOC108596441|XP_017837663.1|DBUS	LOC110191704|XP_020818279.1|DSER, LOC110188977|XP_020814585.1|DSER
OG0002837	LOC108595927|XP_017836704.1|DBUS	LOC110191589|XP_020818133.1|DSER
OG0002839	LOC108597309|XP_017839277.1|DBUS	LOC110191728|XP_020818310.1|DSER
OG0002840	LOC108594249|XP_017834859.2|DBUS	LOC110183024|XP_020806870.1|DSER, LOC110180606|XP_020803951.1|DSER
OG0002841	LOC108608018|XP_017854684.1|DBUS	LOC110176862|XP_020798995.1|DSER
OG0002842	LOC108596286|XP_017837362.2|DBUS	LOC110185587|XP_020810178.1|DSER
OG0002843	LOC108595059|XP_017835691.1|DBUS	LOC110191583|XP_020818124.1|DSER
OG0002844	LOC108598415|XP_017840528.1|DBUS	LOC110176219|XP_020798155.1|DSER
OG0002845	LOC108602514|XP_017846138.1|DBUS	LOC110182337|XP_020806028.1|DSER
OG0002846	LOC108596786|XP_017838380.1|DBUS	LOC110182942|XP_020806784.1|DSER
OG0002847	LOC108599518|XP_017841882.1|DBUS	LOC110182333|XP_020806023.1|DSER
OG0002848	LOC108608438|XP_017855303.1|DBUS	LOC110178091|XP_020800754.1|DSER
OG0002849	LOC108608210|XP_017854974.1|DBUS	LOC110185851|XP_020810518.1|DSER
OG0002850	LOC108596521|XP_017837874.1|DBUS	LOC110185659|XP_020810277.1|DSER
OG0002851	LOC108594326|XP_017834965.1|DBUS	LOC110183389|XP_020807315.1|DSER
OG0002852	LOC108595073|XP_017835709.1|DBUS	LOC110179312|XP_020802457.1|DSER
OG0002853	LOC108607565|XP_017853945.1|DBUS	LOC110185653|XP_020810269.1|DSER
OG0002854	LOC108608098|XP_033149387.1|DBUS	LOC110176817|XP_020798918.1|DSER
OG0002855	LOC108608387|XP_017855229.1|DBUS	LOC110185677|XP_020810303.1|DSER
OG0002856	LOC108607767|XP_017854284.2|DBUS	LOC110185544|XP_020810109.1|DSER
OG0002857	LOC108596026|XP_033150747.1|DBUS	LOC110185036|XP_020809346.1|DSER
OG0002858	LOC108607892|XP_017854487.2|DBUS	LOC110187381|XP_020812428.1|DSER, LOC110177660|XP_020800132.1|DSER
OG0002859	LOC108608262|XP_017855044.2|DBUS	LOC110182340|XP_020806037.1|DSER
OG0002860	LOC108608260|XP_017855040.2|DBUS	LOC110186021|XP_020810715.1|DSER
OG0002861	LOC108607588|XP_017853977.1|DBUS	LOC110183486|XP_020807425.1|DSER
OG0002862	LOC108594332|XP_017834974.2|DBUS	LOC110186104|XP_020810807.1|DSER
OG0002863	LOC108600002|XP_017854840.2|DBUS	LOC110177044|XP_020799220.1|DSER
OG0002864	LOC108599993|XP_017854839.1|DBUS	LOC110176899|XP_020799045.1|DSER
OG0002865	LOC108595555|XP_017836304.1|DBUS	LOC110189461|XP_020815195.1|DSER
OG0002866	LOC108600621|XP_017843794.1|DBUS	LOC110189083|XP_020814713.1|DSER
OG0002867	LOC108596159|XP_017837156.2|DBUS	LOC110185862|XP_020810529.1|DSER
OG0002868	LOC108608338|XP_033150703.1|DBUS	LOC110178435|XP_020801230.1|DSER, LOC110182274|XP_020805951.1|DSER
OG0002869	LOC108594421|XP_017835082.1|DBUS	LOC110182284|XP_020805961.1|DSER, LOC110178433|XP_020801227.1|DSER
OG0002872	LOC108607705|XP_033150877.1|DBUS	LOC110177874|XP_020800490.1|DSER
OG0002873	LOC108602592|XP_017846221.1|DBUS	LOC110178704|XP_020801564.1|DSER
OG0002874	LOC108594230|XP_017834830.2|DBUS	LOC110178323|XP_020801092.1|DSER
OG0002875	LOC108603579|XP_017848007.2|DBUS	LOC110185720|XP_020810358.1|DSER
OG0002876	LOC108606989|XP_017853052.1|DBUS	LOC110176118|XP_020798014.1|DSER
OG0002877	LOC108608465|XP_017855342.2|DBUS	LOC110179882|XP_020803142.1|DSER, LOC110187499|XP_020812551.1|DSER
OG0002878	LOC108607576|XP_017853962.2|DBUS	LOC110178184|XP_020800876.1|DSER
OG0002879	LOC108600037|XP_017842867.1|DBUS	LOC110183707|XP_020807712.1|DSER
OG0002880	LOC108604924|XP_017849982.1|DBUS	LOC110179487|XP_020802720.1|DSER
OG0002881	LOC108608162|XP_017854905.1|DBUS	LOC110178125|XP_020800806.1|DSER
OG0002882	LOC108595530|XP_017836273.1|DBUS	LOC110176960|XP_020799129.1|DSER
OG0002883	LOC108608352|XP_017855186.1|DBUS	LOC110187502|XP_020812554.1|DSER
OG0002884	LOC108600137|XP_017843021.1|DBUS	LOC110182325|XP_020806016.1|DSER
OG0002885	LOC108599540|XP_017841914.1|DBUS	LOC110185318|XP_020809742.1|DSER
OG0002886	LOC108608006|XP_017854658.2|DBUS	LOC110182230|XP_020805914.1|DSER, LOC110181291|XP_020804671.1|DSER
OG0002887	LOC108596522|XP_017837895.1|DBUS	LOC110181292|XP_020804672.1|DSER
OG0002888	LOC108608456|XP_017855324.1|DBUS	LOC110186039|XP_020810735.1|DSER
OG0002889	LOC108599913|XP_017842600.1|DBUS	LOC110189068|XP_020814697.1|DSER
OG0002890	LOC108601464|XP_017844855.2|DBUS	LOC110178702|XP_020801561.1|DSER, LOC110181338|XP_020804715.1|DSER, LOC110181395|XP_020804789.1|DSER
OG0002891	LOC108594212|XP_017834808.2|DBUS	LOC110187343|XP_020812390.1|DSER
OG0002892	LOC108607347|XP_033149385.1|DBUS	LOC110183963|XP_020807978.1|DSER, LOC110179938|XP_020803195.1|DSER
OG0002893	LOC108608556|XP_017855468.2|DBUS	LOC110179927|XP_020803184.1|DSER
OG0002894	LOC108598434|XP_017840552.1|DBUS	LOC110190679|XP_020816944.1|DSER
OG0002895	LOC108596293|XP_017837373.1|DBUS	LOC110184070|XP_020808109.1|DSER
OG0002896	LOC108608523|XP_017855419.1|DBUS	LOC110185054|XP_020809380.1|DSER
OG0002897	LOC117135044|XP_033150784.1|DBUS	LOC110181466|XP_020804873.1|DSER
OG0002898	LOC108606188|XP_033150773.1|DBUS	LOC110176869|XP_020799004.1|DSER
OG0002899	LOC108607620|XP_033150849.1|DBUS	LOC110178206|XP_020800901.1|DSER
OG0002900	LOC108607618|XP_017854022.1|DBUS	LOC110178115|XP_020800788.1|DSER
OG0002901	LOC108607447|XP_033150839.1|DBUS	LOC110177043|XP_020799219.1|DSER
OG0002902	LOC108607449|XP_017853775.2|DBUS	LOC110176845|XP_020798965.1|DSER
OG0002903	LOC108607660|XP_033149073.1|DBUS	LOC110185553|XP_020810130.1|DSER
OG0002904	LOC108598152|XP_033150666.1|DBUS	LOC110177468|XP_020799865.1|DSER
OG0002905	LOC108598192|XP_017840300.1|DBUS	LOC110185550|XP_020810127.1|DSER
OG0002906	LOC108605217|XP_017850318.1|DBUS	LOC110180589|XP_020803940.1|DSER
OG0002907	LOC108607691|XP_017854156.1|DBUS	LOC110182735|XP_020806495.1|DSER, LOC110180588|XP_020803939.1|DSER
