Orthogroup	DBUS.longest_only	SLEB.longest_only
OG0002542	LOC108607167|XP_017853309.1|DBUS	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC108605705|XP_017850986.1|DBUS	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC108604428|XP_017849388.1|DBUS	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC108606854|XP_017852840.1|DBUS	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC108605856|XP_017851154.1|DBUS	LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC108605712|XP_017850993.1|DBUS	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC108606877|XP_017852889.1|DBUS	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC108606791|XP_017852730.1|DBUS	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC108604813|XP_017849910.1|DBUS	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC108597120|XP_017838992.2|DBUS	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC108607264|XP_017853444.1|DBUS	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC108607098|XP_017853211.1|DBUS	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC108605095|XP_017850149.1|DBUS	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC108608571|XP_017855491.2|DBUS	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC108606862|XP_017852855.1|DBUS	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC108603246|XP_017847366.1|DBUS	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC108600140|XP_017843022.1|DBUS	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC108601779|XP_017845195.1|DBUS	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC108604029|XP_017848768.1|DBUS	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC108605974|XP_017851285.1|DBUS	LOC115627250|XP_030378736.1|SLEB
OG0002563	LOC108604952|XP_017850011.1|DBUS	LOC115627248|XP_030378733.1|SLEB
OG0002564	LOC108604395|XP_017849342.1|DBUS	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC108604531|XP_017849534.1|DBUS	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC108604251|XP_017849122.1|DBUS	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC108606346|XP_017851882.1|DBUS	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC108605862|XP_017851162.1|DBUS	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC108598983|XP_017841246.2|DBUS	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC108603835|XP_017848467.1|DBUS	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC108603291|XP_017847449.1|DBUS	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC108595955|XP_017836731.1|DBUS	LOC115634285|XP_030387798.1|SLEB
OG0002573	LOC108604267|XP_017849150.1|DBUS	LOC115621416|XP_030370925.1|SLEB
OG0002574	LOC108601910|XP_017845377.1|DBUS	LOC115620657|XP_030369867.1|SLEB
OG0002575	LOC108603508|XP_017847871.1|DBUS	LOC115623620|XP_030373902.1|SLEB
OG0002576	LOC108605626|XP_017850899.1|DBUS	LOC115627182|XP_030378643.1|SLEB
OG0002577	LOC108599594|XP_017842029.1|DBUS	LOC115632339|XP_030385303.1|SLEB
OG0002578	LOC108594441|XP_017835105.1|DBUS	LOC115630596|XP_030383075.1|SLEB
OG0002579	LOC108607801|XP_017854329.1|DBUS	LOC115631872|XP_030384580.1|SLEB
OG0002580	LOC108595543|XP_017836291.1|DBUS	LOC115633807|XP_030387151.1|SLEB
OG0002581	LOC108603703|XP_017848224.1|DBUS	LOC115621016|XP_030370396.1|SLEB
OG0002582	LOC108603401|XP_017847676.1|DBUS	LOC115628093|XP_030379930.1|SLEB
OG0002583	LOC108603064|XP_017846991.1|DBUS	LOC115621615|XP_030371170.1|SLEB
OG0002584	LOC108600534|XP_017843676.1|DBUS	LOC115633037|XP_030386245.1|SLEB
OG0002585	LOC108600536|XP_017843678.1|DBUS	LOC115634021|XP_030387413.1|SLEB
OG0002586	LOC108603319|XP_017847525.1|DBUS	LOC115620328|XP_030369382.1|SLEB
OG0002587	LOC108601742|XP_017845151.1|DBUS	LOC115620684|XP_030369913.1|SLEB
OG0002588	LOC108603778|XP_017848359.1|DBUS	LOC115620442|XP_030369530.1|SLEB
OG0002589	LOC108604083|XP_017848846.1|DBUS	LOC115620623|XP_030369810.1|SLEB
OG0002590	LOC108607092|XP_017853206.1|DBUS	LOC115627630|XP_030379226.1|SLEB
OG0002591	LOC108603907|XP_017848578.1|DBUS	LOC115620668|XP_030369884.1|SLEB
OG0002592	LOC108604852|XP_017849964.1|DBUS	LOC115621610|XP_030371163.1|SLEB
OG0002593	LOC108603342|XP_017847563.1|DBUS	LOC115621178|XP_030370602.1|SLEB
OG0002594	LOC108603662|XP_033149833.1|DBUS	LOC115620759|XP_030370016.1|SLEB
OG0002595	LOC108603015|XP_017846899.1|DBUS	LOC115620212|XP_030369209.1|SLEB
OG0002596	LOC108604537|XP_017849542.1|DBUS	LOC115621124|XP_030370530.1|SLEB
OG0002597	LOC108604468|XP_017849439.1|DBUS	LOC115620726|XP_030369966.1|SLEB
OG0002598	LOC108603465|XP_033150080.1|DBUS	LOC115620194|XP_030369185.1|SLEB
OG0002599	LOC108604760|XP_017849839.1|DBUS	LOC115628083|XP_030379920.1|SLEB
OG0002600	LOC108597537|XP_017839625.1|DBUS	LOC115620345|XP_030369409.1|SLEB
OG0002601	LOC108602329|XP_017845904.1|DBUS	LOC115623876|XP_030374284.1|SLEB
OG0002602	LOC108604153|XP_017848960.1|DBUS	LOC115621853|XP_030371525.1|SLEB
OG0002603	LOC108603149|XP_017847186.1|DBUS	LOC115621625|XP_030371181.1|SLEB
OG0002604	LOC108604789|XP_017849877.1|DBUS	LOC115621781|XP_030371396.1|SLEB
OG0002605	LOC108604811|XP_017849904.1|DBUS	LOC115620690|XP_030369919.1|SLEB
OG0002606	LOC108603255|XP_017847383.1|DBUS	LOC115621484|XP_030371005.1|SLEB
OG0002607	LOC108601452|XP_017844839.1|DBUS	LOC115621488|XP_030371014.1|SLEB
OG0002608	LOC108603359|XP_017847595.2|DBUS	LOC115625145|XP_030375926.1|SLEB
OG0002609	LOC108596508|XP_017837837.1|DBUS	LOC115632020|XP_030384827.1|SLEB
OG0002610	LOC108603472|XP_017847800.1|DBUS	LOC115623660|XP_030373978.1|SLEB
OG0002611	LOC108603704|XP_017848233.1|DBUS	LOC115625517|XP_030376441.1|SLEB
OG0002612	LOC108602135|XP_017845652.1|DBUS	LOC115629635|XP_030381996.1|SLEB, LOC115620887|XP_030370229.1|SLEB
OG0002613	LOC108603169|XP_017847215.1|DBUS	LOC115620505|XP_030369620.1|SLEB
OG0002614	LOC108603927|XP_017848609.1|DBUS	LOC115621173|XP_030370597.1|SLEB
OG0002615	LOC117134668|XP_033148965.1|DBUS	LOC115633443|XP_030386756.1|SLEB
OG0002616	LOC108604190|XP_017849029.1|DBUS	LOC115620844|XP_030370143.1|SLEB
OG0002617	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS	LOC115628078|XP_030379912.1|SLEB
OG0002618	LOC108603294|XP_017847454.1|DBUS	LOC115621963|XP_030371671.1|SLEB
OG0002619	LOC108603338|XP_017847552.1|DBUS	LOC115625432|XP_030376334.1|SLEB
OG0002620	LOC108604064|XP_017848817.1|DBUS	LOC115625616|XP_030376613.1|SLEB
OG0002621	LOC108604088|XP_017848854.1|DBUS	LOC115620703|XP_030369936.1|SLEB
OG0002622	LOC108598528|XP_017840700.1|DBUS	LOC115632182|XP_030385076.1|SLEB
OG0002623	LOC108601922|XP_017845388.1|DBUS	LOC115620823|XP_030370113.1|SLEB
OG0002624	LOC108604683|XP_017849727.1|DBUS	LOC115621538|XP_030371064.1|SLEB
OG0002624	LOC108604684|XP_017849729.1|DBUS	LOC115621141|XP_030370558.1|SLEB
OG0002625	LOC108603019|XP_017846905.1|DBUS	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC108605593|XP_017850855.1|DBUS	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC108603477|XP_017847808.1|DBUS	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC108603860|XP_017848505.1|DBUS	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC108603121|XP_033149967.1|DBUS	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC108604152|XP_033149002.1|DBUS	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC108601451|XP_017844838.1|DBUS	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC108604249|XP_017849120.1|DBUS	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC108603405|XP_017847683.1|DBUS	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC108604753|XP_017849830.1|DBUS	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC108604670|XP_017849711.1|DBUS	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC108604305|XP_017849212.1|DBUS	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC108608475|XP_033149987.1|DBUS	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC108601635|XP_017845022.1|DBUS	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC108604709|XP_017849764.1|DBUS	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC108602752|XP_017846410.1|DBUS	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC108602755|XP_017846416.1|DBUS	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC108602754|XP_017846415.1|DBUS	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC108602753|XP_017846412.1|DBUS	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC108602525|XP_017846147.1|DBUS	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC108604591|XP_017849613.1|DBUS	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC108603796|XP_017848382.1|DBUS	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC108602498|XP_017846115.1|DBUS	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC108603094|XP_017847079.1|DBUS	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC108602348|XP_017845936.1|DBUS	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC108604521|XP_017849519.1|DBUS	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC108603870|XP_017848529.1|DBUS	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC108602107|XP_017845620.1|DBUS	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC108603304|XP_017847469.1|DBUS	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC108603535|XP_017847923.1|DBUS	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC108603901|XP_017848572.1|DBUS	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC108603207|XP_017847282.1|DBUS	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC108604742|XP_017849816.2|DBUS	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC108603691|XP_017848203.1|DBUS	LOC115620761|XP_030370021.1|SLEB
OG0002660	LOC108607268|XP_017853450.1|DBUS	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC108603150|XP_017847189.1|DBUS	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC108597610|XP_017839735.1|DBUS	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC108604469|XP_033149850.1|DBUS	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC108608469|XP_017855345.1|DBUS	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC108596649|XP_017838118.1|DBUS	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC108596648|XP_017838115.1|DBUS	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC108597419|XP_017839458.1|DBUS	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC108600460|XP_017843538.1|DBUS	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC108598373|XP_017840486.2|DBUS	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC108598395|XP_017840504.1|DBUS	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC108600725|XP_017843951.1|DBUS	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC108596560|XP_017837947.1|DBUS	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC108596048|XP_017836923.1|DBUS	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC108597165|XP_017839066.1|DBUS	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC108600401|XP_033149594.1|DBUS	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC108597316|XP_017839291.1|DBUS	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC108597670|XP_017839829.1|DBUS	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC108597631|XP_017839765.1|DBUS	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC108596042|XP_017836912.1|DBUS	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC108605491|XP_017850725.1|DBUS	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC108597126|XP_017838995.1|DBUS	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC108600232|XP_017843149.1|DBUS	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC108603713|XP_017848242.1|DBUS	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC108607149|XP_017853282.1|DBUS	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC108597904|XP_033149591.1|DBUS	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC108600083|XP_017842931.1|DBUS	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC108600407|XP_033149300.1|DBUS	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC108599758|XP_017842262.1|DBUS	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC108606034|XP_017851350.1|DBUS	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC108598605|XP_017840792.1|DBUS	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC108595897|XP_017836675.1|DBUS	LOC115634307|XP_030387823.1|SLEB
OG0002692	LOC108595171|XP_017835831.1|DBUS	LOC115626768|XP_030378089.1|SLEB
OG0002693	LOC108599860|XP_017842490.1|DBUS	LOC115628385|XP_030380329.1|SLEB, LOC115628335|XP_030380259.1|SLEB
OG0002694	LOC108596121|XP_017837069.1|DBUS	LOC115620081|XP_030369123.1|SLEB
OG0002695	LOC108599188|XP_017841473.1|DBUS	LOC115624977|XP_030375692.1|SLEB
OG0002696	LOC108599994|XP_017842742.1|DBUS	LOC115628238|XP_030380111.1|SLEB
OG0002697	LOC108600883|XP_033149348.1|DBUS	LOC115632381|XP_030385370.1|SLEB
OG0002698	LOC108600422|XP_017843472.2|DBUS	LOC115632252|XP_030385178.1|SLEB
OG0002699	LOC108600862|XP_017844157.1|DBUS	LOC115622904|XP_030372887.1|SLEB
OG0002700	LOC108599945|XP_017842658.1|DBUS	LOC115623063|XP_030373102.1|SLEB
OG0002701	LOC108596146|XP_017837127.1|DBUS	LOC115626011|XP_030377122.1|SLEB
OG0002702	LOC108597276|XP_017839229.1|DBUS	LOC115630170|XP_030382613.1|SLEB
OG0002704	LOC108596627|XP_017838062.1|DBUS	LOC115620077|XP_030369102.1|SLEB
OG0002705	LOC108600556|XP_017843705.2|DBUS	LOC115622911|XP_030372894.1|SLEB
OG0002706	LOC108594774|XP_017835402.1|DBUS	LOC115627011|XP_030378395.1|SLEB
OG0002707	LOC108600859|XP_017844153.1|DBUS	LOC115624553|XP_030375138.1|SLEB
OG0002709	LOC108595597|XP_017836349.1|DBUS	LOC115624634|XP_030375256.1|SLEB
OG0002710	LOC108595768|XP_017836547.1|DBUS	LOC115624649|XP_030375290.1|SLEB
OG0002711	LOC108595949|XP_017836724.1|DBUS	LOC115634671|XP_030388390.1|SLEB
OG0002712	LOC108597500|XP_017839575.1|DBUS	LOC115621305|XP_030370782.1|SLEB
OG0002713	LOC108597083|XP_017838914.1|DBUS	LOC115633673|XP_030386980.1|SLEB
OG0002714	LOC108597089|XP_017838936.1|DBUS	LOC115620055|XP_030369048.1|SLEB
OG0002715	LOC108606825|XP_017852797.1|DBUS	LOC115627225|XP_030378708.1|SLEB
OG0002716	LOC108596329|XP_017837444.1|DBUS	LOC115634323|XP_030387841.1|SLEB
OG0002717	LOC108601909|XP_017845375.1|DBUS	LOC115625205|XP_030376032.1|SLEB
OG0002718	LOC108598968|XP_017841230.1|DBUS	LOC115622368|XP_030372145.1|SLEB
OG0002719	LOC108604651|XP_017849690.1|DBUS	LOC115624025|XP_030374461.1|SLEB
OG0002720	LOC108598623|XP_017840810.1|DBUS	LOC115622341|XP_030372113.1|SLEB
OG0002721	LOC108601132|XP_017844548.1|DBUS	LOC115626153|XP_030377278.1|SLEB
OG0002722	LOC108595448|XP_017836172.1|DBUS	LOC115633779|XP_030387116.1|SLEB
OG0002724	LOC108604062|XP_017848814.1|DBUS	LOC115625615|XP_030376612.1|SLEB
OG0002725	LOC108600019|XP_017842825.1|DBUS	LOC115631325|XP_030383909.1|SLEB
OG0002726	LOC108599749|XP_017842248.1|DBUS	LOC115622540|XP_030372364.1|SLEB
OG0002727	LOC108600437|XP_017843503.1|DBUS	LOC115632848|XP_030385966.1|SLEB
OG0002728	LOC108596930|XP_017838642.1|DBUS	LOC115634600|XP_030388309.1|SLEB
OG0002729	LOC108600360|XP_017843381.2|DBUS	LOC115623176|XP_030373254.1|SLEB
OG0002730	LOC108597437|XP_017839488.1|DBUS	LOC115620620|XP_030369808.1|SLEB
OG0002731	LOC108600409|XP_017843454.1|DBUS	LOC115628244|XP_030380120.1|SLEB
OG0002732	LOC108597284|XP_017839240.1|DBUS	LOC115625841|XP_030376907.1|SLEB
OG0002733	LOC108594450|XP_017835114.1|DBUS	LOC115633829|XP_030387177.1|SLEB
OG0002734	LOC108596772|XP_017838360.1|DBUS	LOC115634579|XP_030388271.1|SLEB
OG0002735	LOC108596486|XP_017837754.1|DBUS	LOC115628509|XP_030380519.1|SLEB
OG0002736	LOC108597449|XP_017839503.1|DBUS	LOC115634547|XP_030388220.1|SLEB
OG0002737	LOC108600070|XP_017842913.1|DBUS	LOC115622914|XP_030372898.1|SLEB
OG0002738	LOC108599872|XP_017842513.2|DBUS	LOC115628309|XP_030380223.1|SLEB
OG0002739	LOC108601112|XP_017844517.1|DBUS	LOC115624718|XP_030375401.1|SLEB
OG0002740	LOC108601110|XP_017844516.1|DBUS	LOC115624717|XP_030375400.1|SLEB
OG0002741	LOC108596341|XP_017837484.1|DBUS	LOC115623499|XP_030373740.1|SLEB
OG0002742	LOC108596567|XP_017837961.1|DBUS	LOC115624237|XP_030374720.1|SLEB
OG0002743	LOC108599837|XP_017842436.1|DBUS	LOC115622360|XP_030372135.1|SLEB, LOC115622361|XP_030372136.1|SLEB
OG0002744	LOC108600592|XP_017843759.1|DBUS	LOC115623242|XP_030373360.1|SLEB
OG0002745	LOC108600344|XP_017843357.1|DBUS	LOC115632581|XP_030385662.1|SLEB
OG0002746	LOC108595184|XP_017835851.1|DBUS	LOC115632894|XP_030386049.1|SLEB
OG0002747	LOC108604011|XP_017848743.1|DBUS	LOC115620764|XP_030370024.1|SLEB
OG0002748	LOC108597508|XP_017839585.1|DBUS	LOC115620023|XP_030368987.1|SLEB
OG0002749	LOC108596923|XP_017838630.1|DBUS	LOC115633116|XP_030386405.1|SLEB
OG0002750	LOC108597010|XP_017838777.1|DBUS	LOC115633641|XP_030386941.1|SLEB
OG0002751	LOC108597152|XP_017839040.1|DBUS	LOC115620014|XP_030368975.1|SLEB
OG0002752	LOC108597198|XP_017839123.1|DBUS	LOC115628625|XP_030380672.1|SLEB
OG0002753	LOC108596695|XP_017838206.2|DBUS	LOC115634719|XP_030388463.1|SLEB
OG0002754	LOC108600176|XP_033149762.1|DBUS	LOC115623155|XP_030373224.1|SLEB
OG0002755	LOC108595364|XP_017836078.1|DBUS	LOC115629006|XP_030381158.1|SLEB
OG0002756	LOC108600873|XP_017844174.1|DBUS	LOC115633049|XP_030386254.1|SLEB
OG0002757	LOC108599553|XP_033149703.1|DBUS	LOC115632891|XP_030386033.1|SLEB, LOC115632754|XP_030385861.1|SLEB
OG0002758	LOC108597454|XP_017839508.1|DBUS	LOC115631234|XP_030383806.1|SLEB
OG0002759	LOC108595077|XP_017835713.1|DBUS	LOC115631035|XP_030383522.1|SLEB
OG0002760	LOC108596292|XP_017837372.1|DBUS	LOC115629252|XP_030381533.1|SLEB
OG0002761	LOC108595849|XP_017836629.1|DBUS	LOC115634429|XP_030387995.1|SLEB
OG0002762	LOC108596285|XP_017837349.2|DBUS	LOC115623837|XP_030374243.1|SLEB
OG0002763	LOC108598717|XP_017840936.2|DBUS	LOC115632395|XP_030385385.1|SLEB
OG0002764	LOC108600142|XP_017843024.1|DBUS	LOC115632116|XP_030384974.1|SLEB
OG0002765	LOC108597354|XP_017839350.1|DBUS	LOC115629741|XP_030382139.1|SLEB
OG0002766	LOC108595794|XP_017836574.1|DBUS	LOC115634475|XP_030388067.1|SLEB
OG0002767	LOC108596469|XP_017837718.1|DBUS	LOC115620468|XP_030369600.1|SLEB
OG0002768	LOC108596423|XP_017837631.1|DBUS	LOC115625073|XP_030375825.1|SLEB
OG0002769	LOC108595398|XP_017836113.1|DBUS	LOC115634277|XP_030387770.1|SLEB
OG0002770	LOC108597947|XP_017840055.1|DBUS	LOC115631660|XP_030384335.1|SLEB
OG0002771	LOC108600272|XP_017843223.1|DBUS	LOC115632703|XP_030385800.1|SLEB
OG0002772	LOC108601051|XP_017844432.1|DBUS	LOC115632175|XP_030385067.1|SLEB
OG0002773	LOC108595062|XP_017835696.1|DBUS	LOC115634018|XP_030387404.1|SLEB
OG0002774	LOC108595432|XP_017836151.1|DBUS	LOC115633984|XP_030387365.1|SLEB
OG0002775	LOC108601085|XP_017844480.1|DBUS	LOC115632788|XP_030385900.1|SLEB
OG0002776	LOC108601115|XP_017844523.1|DBUS	LOC115622607|XP_030372465.1|SLEB
OG0002777	LOC108600024|XP_017842830.1|DBUS	LOC115632562|XP_030385639.1|SLEB
OG0002778	LOC108600020|XP_017842826.1|DBUS	LOC115632432|XP_030385435.1|SLEB
OG0002779	LOC108598452|XP_017840583.1|DBUS	LOC115622448|XP_030372249.1|SLEB
OG0002780	LOC108601781|XP_017845197.1|DBUS	LOC115625338|XP_030376223.1|SLEB
OG0002781	LOC108596100|XP_017837009.1|DBUS	LOC115624822|XP_030375530.1|SLEB
OG0002782	LOC108600185|XP_017843080.1|DBUS	LOC115623440|XP_030373651.1|SLEB
OG0002783	LOC108599677|XP_017842157.1|DBUS	LOC115633042|XP_030386246.1|SLEB
OG0002784	LOC108597053|XP_017838861.1|DBUS	LOC115634435|XP_030388002.1|SLEB
OG0002785	LOC108600331|XP_017843332.2|DBUS	LOC115621060|XP_030370463.1|SLEB
OG0002786	LOC108600596|XP_017843762.1|DBUS	LOC115632489|XP_030385526.1|SLEB
OG0002787	LOC108599894|XP_017842574.1|DBUS	LOC115622602|XP_030372461.1|SLEB
OG0002788	LOC108599895|XP_017842575.1|DBUS	LOC115622603|XP_030372462.1|SLEB
OG0002789	LOC108600935|XP_017844261.1|DBUS	LOC115622690|XP_030372575.1|SLEB
OG0002790	LOC108600664|XP_017843849.1|DBUS	LOC115622126|XP_030371838.1|SLEB
OG0002791	LOC108600221|XP_017843133.1|DBUS	LOC115625546|XP_030376489.1|SLEB
OG0002792	LOC108596899|XP_017838578.1|DBUS	LOC115634804|XP_030388574.1|SLEB
OG0002793	LOC108600219|XP_017843131.1|DBUS	LOC115633019|XP_030386203.1|SLEB
OG0002794	LOC108600116|XP_017842979.2|DBUS	LOC115624971|XP_030375681.1|SLEB
OG0002795	LOC108600957|XP_017844295.2|DBUS	LOC115632250|XP_030385173.1|SLEB
OG0002796	LOC108600968|XP_017844314.1|DBUS	LOC115622686|XP_030372571.1|SLEB
OG0002797	LOC108600666|XP_017843851.1|DBUS	LOC115622128|XP_030371841.1|SLEB
OG0002798	LOC108607819|XP_017854356.1|DBUS	LOC115630562|XP_030383036.1|SLEB
OG0002799	LOC108598022|XP_033149710.1|DBUS	LOC115623078|XP_030373138.1|SLEB
OG0002800	LOC108600196|XP_033149323.1|DBUS	LOC115632298|XP_030385257.1|SLEB
OG0002801	LOC108601272|XP_033150092.1|DBUS, LOC108596635|XP_017838085.1|DBUS	LOC115626430|XP_030377667.1|SLEB
OG0002802	LOC108594976|XP_017835597.1|DBUS	LOC115633569|XP_030386887.1|SLEB
OG0002803	LOC108607454|XP_017853780.1|DBUS	LOC115631586|XP_030384246.1|SLEB
OG0002804	LOC108595040|XP_017835668.1|DBUS	LOC115622681|XP_030372565.1|SLEB
OG0002805	LOC108597734|XP_017839917.1|DBUS	LOC115634735|XP_030388481.1|SLEB
OG0002806	LOC108600222|XP_017843134.1|DBUS	LOC115633809|XP_030387154.1|SLEB
OG0002807	LOC108596245|XP_017837285.1|DBUS	LOC115628788|XP_030380865.1|SLEB
OG0002808	LOC108596723|XP_017838254.1|DBUS	LOC115620022|XP_030368986.1|SLEB
OG0002809	LOC108599137|XP_017841415.1|DBUS	LOC115632914|XP_030386064.1|SLEB, LOC115626912|XP_030378283.1|SLEB
OG0002810	LOC108597902|XP_033149270.1|DBUS	LOC115633047|XP_030386251.1|SLEB
OG0002811	LOC108601086|XP_017844481.1|DBUS	LOC115622202|XP_030371957.1|SLEB
OG0002812	LOC108596088|XP_017836994.1|DBUS	LOC115623212|XP_030373341.1|SLEB
OG0002813	LOC108595068|XP_017835702.1|DBUS	LOC115621320|XP_030370802.1|SLEB
OG0002814	LOC108596349|XP_017837496.1|DBUS	LOC115634305|XP_030387819.1|SLEB
OG0002815	LOC108594761|XP_017835389.1|DBUS	LOC115632317|XP_030385284.1|SLEB
OG0002816	LOC108595104|XP_017835754.1|DBUS	LOC115628919|XP_030381044.1|SLEB
OG0002817	LOC108595393|XP_017836108.1|DBUS	LOC115630305|XP_030382706.1|SLEB
OG0002818	LOC108595255|XP_017835951.1|DBUS	LOC115629344|XP_030381656.1|SLEB
OG0002819	LOC108598276|XP_033149582.1|DBUS	LOC115622130|XP_030371843.1|SLEB
OG0002820	LOC108600402|XP_017843443.1|DBUS	LOC115622347|XP_030372120.1|SLEB
OG0002821	LOC108600723|XP_017843950.1|DBUS	LOC115624673|XP_030375330.1|SLEB
OG0002822	LOC108596335|XP_017837478.1|DBUS	LOC115629519|XP_030381861.1|SLEB
OG0002823	LOC108597396|XP_017839422.1|DBUS	LOC115627549|XP_030379127.1|SLEB
OG0002824	LOC108595298|XP_017836000.1|DBUS	LOC115629571|XP_030381926.1|SLEB
OG0002825	LOC108599646|XP_017842110.1|DBUS	LOC115622136|XP_030371854.1|SLEB
OG0002826	LOC108597401|XP_017839434.1|DBUS	LOC115619991|XP_030368924.1|SLEB
OG0002827	LOC108607404|XP_017853674.1|DBUS	LOC115627747|XP_030379385.1|SLEB
OG0002828	LOC108596257|XP_017837302.1|DBUS	LOC115623590|XP_030373855.1|SLEB
OG0002829	LOC108595045|XP_017835675.1|DBUS	LOC115622613|XP_030372477.1|SLEB
OG0002830	LOC108596192|XP_017837195.1|DBUS	LOC115622781|XP_030372703.1|SLEB
OG0002831	LOC108607875|XP_017854464.1|DBUS	LOC115628617|XP_030380661.1|SLEB
