Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0001466	LOC108608363|XP_017855201.2|DBUS	CG17036|NP_609584.1|DMEL
OG0001467	LOC108608001|XP_017854655.1|DBUS	Osi21|NP_609501.1|DMEL
OG0001468	LOC108598570|XP_017840744.2|DBUS	PGRP-LA|NP_996026.1|DMEL
OG0001469	LOC108596337|XP_017837480.1|DBUS	ReepB|NP_610936.2|DMEL, CG4960|NP_651429.1|DMEL
OG0001470	LOC108598839|XP_017841082.2|DBUS	CG7365|NP_649178.1|DMEL
OG0001471	LOC108598023|XP_033149452.1|DBUS	Glut1|NP_612073.2|DMEL
OG0001472	LOC108598977|XP_017841240.1|DBUS	Prosbeta6|NP_524115.1|DMEL
OG0001473	LOC108602693|XP_017846321.1|DBUS	Or82a|NP_730794.1|DMEL
OG0001474	LOC108604911|XP_017849970.1|DBUS	CG3781|NP_572303.4|DMEL
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	PIG-N|NP_610549.1|DMEL
OG0001476	LOC117135033|XP_033150751.1|DBUS	Wnt5|NP_476924.1|DMEL
OG0001477	LOC108604328|XP_017849243.1|DBUS	ATPsyngamma|NP_524550.1|DMEL
OG0001478	LOC108607716|XP_017854207.1|DBUS	crq|NP_787957.1|DMEL
OG0001479	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS	CG16824|NP_001097158.1|DMEL, CG13364|NP_652500.1|DMEL
OG0001480	LOC108594429|XP_017835092.1|DBUS	ebi|NP_477329.1|DMEL
OG0001481	LOC108607492|XP_017853828.1|DBUS	CG31688|NP_610035.4|DMEL
OG0001482	LOC108594933|XP_017835556.1|DBUS	cato|NP_477344.1|DMEL
OG0001483	LOC108608142|XP_017854873.1|DBUS	lt|NP_001036416.1|DMEL
OG0001484	LOC108598984|XP_033149607.1|DBUS	CG2772|NP_608776.1|DMEL
OG0001485	LOC108598086|XP_017840188.1|DBUS	NijB|NP_649068.1|DMEL
OG0001486	LOC108594491|XP_017835173.1|DBUS	Tg|NP_609174.1|DMEL
OG0001487	LOC108603795|XP_017848385.2|DBUS	CG40498|NP_001104342.3|DMEL
OG0001488	LOC108595450|XP_017836179.1|DBUS	CG4734|NP_610864.1|DMEL
OG0001489	LOC108595698|XP_017836473.1|DBUS	sick|NP_001260606.1|DMEL
OG0001490	LOC108602378|XP_017845976.1|DBUS	RpS21|NP_722853.1|DMEL
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	Rab5|NP_523457.1|DMEL
OG0001492	LOC108606108|XP_017851448.1|DBUS	kl-2|NP_001015505.5|DMEL, CG9068|NP_611111.1|DMEL
OG0001493	LOC108605234|XP_017850336.1|DBUS	Naa20A|NP_001259714.1|DMEL
OG0001494	LOC108606052|XP_017851389.1|DBUS	CheA7a|NP_572395.2|DMEL
OG0001495	LOC108597506|XP_017839583.1|DBUS	CG42516|NP_001163086.1|DMEL
OG0001496	LOC108605591|XP_017850853.1|DBUS	RpS6|NP_511073.1|DMEL
OG0001497	LOC108596990|XP_017838748.1|DBUS	VhaAC45|NP_610470.1|DMEL
OG0001498	LOC108604026|XP_033149874.1|DBUS	rn|NP_001262343.1|DMEL
OG0001500	LOC108595141|XP_017835795.1|DBUS	botv|NP_523790.1|DMEL
OG0001501	LOC108598980|XP_017841244.2|DBUS	CG18547|NP_650138.1|DMEL
OG0001502	LOC108597221|XP_017839153.1|DBUS	CG7639|NP_995838.1|DMEL
OG0001503	LOC108594685|XP_017835315.1|DBUS	Gr43a|NP_001286158.1|DMEL
OG0001504	LOC108606484|XP_017852112.1|DBUS	CG43736|NP_001259298.1|DMEL
OG0001505	LOC108596015|XP_033149200.1|DBUS	mbl|NP_001261046.1|DMEL
OG0001506	LOC108597639|XP_017839775.1|DBUS	Iswi|NP_523719.1|DMEL
OG0001507	LOC108595005|XP_017835629.1|DBUS	Fili|NP_001369108.1|DMEL
OG0001508	LOC108595466|XP_017836200.1|DBUS	CG9864|NP_611462.1|DMEL
OG0001509	LOC108594921|XP_017835545.1|DBUS	stum|NP_611603.3|DMEL
OG0001510	LOC108608138|XP_017854864.1|DBUS	ifc|NP_476594.1|DMEL
OG0001511	LOC108597145|XP_017839028.1|DBUS	CG9380|NP_001036571.2|DMEL
OG0001512	LOC108600835|XP_017844119.1|DBUS	ppk26|NP_648125.3|DMEL
OG0001513	LOC108598229|XP_033149754.1|DBUS	nrm|NP_001246890.1|DMEL
OG0001515	LOC108606768|XP_017852669.1|DBUS	MED22|NP_569870.1|DMEL
OG0001517	LOC108601751|XP_017845164.1|DBUS	CG12883|NP_651579.1|DMEL
OG0001518	LOC108605740|XP_017851027.1|DBUS	spirit|NP_572492.1|DMEL
OG0001520	LOC108602350|XP_017845939.1|DBUS	CG14676|NP_649600.1|DMEL, CG34287|NP_001097693.1|DMEL
OG0001521	LOC108607650|XP_033150801.1|DBUS	Tep4|NP_001260590.1|DMEL
OG0001522	LOC108608415|XP_017855263.2|DBUS	Nepl8|NP_609795.2|DMEL, Nepl6|NP_609023.3|DMEL
OG0001524	LOC108594661|XP_017835292.1|DBUS	Ir48b|NP_610697.1|DMEL
OG0001525	LOC108603586|XP_017848016.1|DBUS	CG32755|NP_727055.1|DMEL
OG0001526	LOC108606055|XP_017851390.1|DBUS	CG1840|NP_572764.1|DMEL, SelG|NP_572763.3|DMEL
OG0001527	LOC108607266|XP_033150240.1|DBUS	CG45061|NP_001285063.1|DMEL, CG45060|NP_001285062.1|DMEL
OG0001528	LOC108604346|XP_017849263.1|DBUS	mthl11|NP_731479.3|DMEL
OG0001529	LOC108605745|XP_017851031.1|DBUS	CG12691|NP_572157.1|DMEL
OG0001530	LOC108604692|XP_017849742.1|DBUS	aust|NP_609278.1|DMEL
OG0001531	LOC108595523|XP_017836267.1|DBUS	CG15109|NP_611394.3|DMEL
OG0001534	LOC108605294|XP_017850433.1|DBUS	CG34417|NP_001259282.1|DMEL
OG0001535	LOC108606925|XP_017852961.1|DBUS	CG15449|NP_608423.1|DMEL
OG0001536	LOC108605736|XP_017851020.1|DBUS	scu|NP_523396.1|DMEL
OG0001537	LOC108600395|XP_017843437.1|DBUS	lwr|NP_476978.1|DMEL
OG0001538	LOC108606341|XP_017851874.1|DBUS	CG1640|NP_727696.2|DMEL
OG0001539	LOC108597052|XP_017838860.1|DBUS	vir|NP_524900.1|DMEL
OG0001540	LOC108594259|XP_017834873.1|DBUS	msl-2|NP_523467.1|DMEL
OG0001541	LOC108599413|XP_017841713.1|DBUS	CG14457|NP_001014600.1|DMEL
OG0001542	LOC108604323|XP_017849237.1|DBUS	Cad86C|NP_001247033.1|DMEL
OG0001543	LOC108605541|XP_017850782.1|DBUS	r|NP_523377.1|DMEL
OG0001544	LOC108604973|XP_017850032.2|DBUS	CG43689|NP_001259230.1|DMEL
OG0001545	LOC108605664|XP_017850940.1|DBUS	CG32819|NP_728444.1|DMEL, CG32820|NP_728441.1|DMEL, CG17450|NP_728438.2|DMEL
OG0001546	LOC108607110|XP_017853228.1|DBUS	GCS2alpha|NP_652145.1|DMEL
OG0001548	LOC108607175|XP_017853318.1|DBUS	Arp2|NP_001259621.1|DMEL
OG0001549	LOC108606567|XP_017852509.1|DBUS	Mhc|NP_723999.1|DMEL
OG0001550	LOC108601741|XP_017845150.1|DBUS	CG3999|NP_649989.1|DMEL
OG0001551	LOC108603464|XP_017847791.1|DBUS	Nha2|NP_001247251.1|DMEL
OG0001552	LOC108603924|XP_017848607.1|DBUS	ATP6AP2|NP_649876.1|DMEL
OG0001553	LOC108605093|XP_033150208.1|DBUS	AstA-R1|NP_524700.1|DMEL
OG0001554	LOC108601588|XP_017844977.1|DBUS	Skeletor|NP_001247027.1|DMEL
OG0001556	LOC108595646|XP_017836410.1|DBUS	nopo|NP_611305.1|DMEL
OG0001557	LOC108605208|XP_017850300.1|DBUS	Amun|NP_572741.1|DMEL
OG0001558	LOC108606946|XP_017852991.1|DBUS	CG16952|NP_001356947.1|DMEL
OG0001559	LOC108601659|XP_017845048.1|DBUS	CG6356|NP_651240.1|DMEL
OG0001560	LOC108603381|XP_017847641.1|DBUS	dsx|NP_001262353.1|DMEL
OG0001561	LOC108601657|XP_017845045.1|DBUS	CREG|NP_524385.2|DMEL
OG0001562	LOC108607833|XP_017854382.1|DBUS	Nse1|NP_609063.1|DMEL
OG0001563	LOC108603397|XP_017847669.1|DBUS	alpha-Cat|NP_524219.1|DMEL
OG0001564	LOC108603070|XP_017847022.1|DBUS	CASK|NP_001262811.1|DMEL
OG0001565	LOC108601975|XP_017845457.1|DBUS	grn|NP_001262366.1|DMEL
OG0001566	LOC108603322|XP_017847527.1|DBUS	CG4511|NP_650026.1|DMEL
OG0001567	LOC108597624|XP_017839756.1|DBUS	CG13202|NP_610675.1|DMEL
OG0001568	LOC108603213|XP_017847294.1|DBUS	cv-c|NP_001097786.1|DMEL
OG0001569	LOC108604661|XP_017849702.1|DBUS	Adgf-C|NP_650308.3|DMEL
OG0001570	LOC108603209|XP_017847285.1|DBUS	CheA87a|NP_650280.1|DMEL
OG0001571	LOC117134991|XP_033150591.1|DBUS	dpr19|NP_609392.1|DMEL
OG0001572	LOC108605519|XP_017850757.1|DBUS	CG9917|NP_573117.2|DMEL
OG0001573	LOC108600374|XP_017843401.1|DBUS	RhoGEF64C|NP_729032.1|DMEL
OG0001574	LOC108606973|XP_017853030.1|DBUS	CG13375|NP_569837.2|DMEL
OG0001575	LOC108601867|XP_017845314.1|DBUS	CG6204|NP_651229.2|DMEL
OG0001576	LOC108604658|XP_017849697.1|DBUS	CG6693|NP_650052.1|DMEL
OG0001577	LOC108602988|XP_017846867.1|DBUS	dgt1|NP_001287595.1|DMEL
OG0001578	LOC108597751|XP_017839948.1|DBUS	rswl|NP_611335.1|DMEL
OG0001579	LOC108606802|XP_017852760.1|DBUS	CG18809|NP_652669.1|DMEL
OG0001580	LOC108597463|XP_017839524.1|DBUS	wde|NP_610608.1|DMEL
OG0001581	LOC108605040|XP_033150281.1|DBUS	Cubn|NP_727348.2|DMEL
OG0001582	LOC108596584|XP_017837998.1|DBUS	vis|NP_788337.1|DMEL, achi|NP_725183.1|DMEL
OG0001583	LOC108596789|XP_017838381.1|DBUS	CG30377|NP_610329.2|DMEL
OG0001584	LOC108598370|XP_017840481.1|DBUS	Dci|NP_612065.1|DMEL
OG0001585	LOC108605203|XP_017850292.1|DBUS	bif|NP_001259457.1|DMEL
OG0001586	LOC108599942|XP_017842655.1|DBUS	SMSr|NP_648114.1|DMEL
OG0001587	LOC108596516|XP_017837847.1|DBUS	CG10465|NP_610165.1|DMEL
OG0001588	LOC108595400|XP_017836115.1|DBUS	CG12107|NP_610314.1|DMEL
OG0001589	LOC108608342|XP_017855175.1|DBUS	IntS3|NP_001036437.1|DMEL
OG0001590	LOC108596608|XP_017838028.1|DBUS	hts|NP_001097377.2|DMEL
OG0001591	LOC108604407|XP_017849362.1|DBUS	Cnx14D|NP_573131.1|DMEL, CG1924|NP_572788.2|DMEL, Cnx99A|NP_001036767.1|DMEL
OG0001592	LOC108607582|XP_033149779.1|DBUS	bun|NP_001036357.2|DMEL
OG0001593	LOC108608052|XP_033149776.1|DBUS	Oatp33Ea|NP_001260417.1|DMEL
OG0001594	LOC108598529|XP_033149934.1|DBUS	dpy|NP_001260032.1|DMEL
OG0001595	LOC108597084|XP_017838919.1|DBUS	Drip|NP_001260893.1|DMEL
OG0001596	LOC108594341|XP_033150519.1|DBUS	ref_2_P|NP_476700.1|DMEL
OG0001598	LOC108608123|XP_033150862.1|DBUS	wb|NP_723870.1|DMEL
OG0001599	LOC108608452|XP_017855321.1|DBUS	nrv1|NP_477167.1|DMEL
OG0001600	LOC108607930|XP_033150043.1|DBUS	side-II|NP_001014485.3|DMEL
OG0001601	LOC108608443|XP_017855308.1|DBUS	Pfdn1|NP_608992.1|DMEL
OG0001602	LOC108598647|XP_017840847.2|DBUS	FucTB|NP_609288.4|DMEL
OG0001603	LOC108595529|XP_033150151.1|DBUS	gcm|NP_477108.1|DMEL
OG0001604	LOC108605171|XP_033150421.1|DBUS	PpV|NP_511061.1|DMEL
OG0001605	LOC108595155|XP_017835814.1|DBUS	Lnpk|NP_610395.1|DMEL
OG0001606	LOC117135005|XP_033150673.1|DBUS	RpL38|NP_001036440.1|DMEL
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	Prosbeta4|NP_609804.1|DMEL
OG0001608	LOC108594459|XP_017835126.1|DBUS	Lamp1|NP_610111.3|DMEL
OG0001609	LOC108594756|XP_033149083.1|DBUS	Hr51|NP_611032.2|DMEL
OG0001610	LOC108601882|XP_017845349.2|DBUS	vls|NP_610019.2|DMEL
OG0001611	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS	Pomp|NP_610057.1|DMEL
OG0001612	LOC108607975|XP_017854617.1|DBUS	CG14277|NP_609200.1|DMEL
OG0001613	LOC108599269|XP_017841558.1|DBUS	KdelR|NP_477296.1|DMEL
OG0001614	LOC108595403|XP_017836118.1|DBUS	Np|NP_610437.2|DMEL
OG0001615	LOC108607651|XP_033150804.1|DBUS	CG17715|NP_001036410.1|DMEL
OG0001616	LOC108594444|XP_017835108.1|DBUS	Qtzl|NP_723706.1|DMEL, Nfs1|NP_609533.1|DMEL
OG0001617	LOC108608231|XP_033150433.1|DBUS	CdGAPr|NP_610002.1|DMEL
OG0001618	LOC108607318|XP_017853478.1|DBUS	CG5367|NP_609387.1|DMEL
OG0001619	LOC108608075|XP_017854760.1|DBUS	alien|NP_523517.1|DMEL
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	Nxt1|NP_611833.1|DMEL
OG0001621	LOC108594737|XP_017835364.1|DBUS	CG8401|NP_725520.3|DMEL
OG0001622	LOC108606468|XP_017852080.1|DBUS	AP-1gamma|NP_788891.2|DMEL
OG0001623	LOC108607926|XP_017854529.1|DBUS	MED15|NP_608528.1|DMEL
OG0001624	LOC108601953|XP_017845431.2|DBUS	KFase|NP_609036.1|DMEL
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	eEF2|NP_525105.2|DMEL
OG0001626	LOC108598881|XP_017841133.1|DBUS	RpL36A|NP_609179.2|DMEL
OG0001627	LOC108602377|XP_017845971.1|DBUS	Zip88E|NP_650440.2|DMEL
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	ppk15|NP_001097937.1|DMEL
OG0001629	LOC108604795|XP_033150695.1|DBUS	Parp|NP_001104452.1|DMEL
OG0001630	LOC108601721|XP_017845127.1|DBUS	jnj|NP_651228.1|DMEL
OG0001631	LOC108603976|XP_017848689.1|DBUS	5-HT2A|NP_730859.1|DMEL
OG0001632	LOC108599423|XP_017841727.1|DBUS	RpS2|NP_476874.1|DMEL
OG0001633	LOC108601663|XP_017845053.1|DBUS	fabp|NP_001027179.1|DMEL
OG0001634	LOC108604042|XP_017848794.1|DBUS	CG41099|NP_001015359.1|DMEL
OG0001635	LOC108601833|XP_017845263.1|DBUS	CCAP-R|NP_001368957.1|DMEL
OG0001636	LOC108602479|XP_017846091.1|DBUS	CG31248|NP_649696.1|DMEL
OG0001637	LOC108603171|XP_017847217.1|DBUS	Srr|NP_649886.1|DMEL
OG0001638	LOC108605427|XP_017850592.1|DBUS	CG3071|NP_569993.1|DMEL
OG0001639	LOC108597589|XP_017839697.1|DBUS	BubR1|NP_477382.1|DMEL
OG0001640	LOC108601889|XP_017845353.1|DBUS	CG1943|NP_649691.1|DMEL
OG0001641	LOC108604603|XP_017849629.1|DBUS	COX5A|NP_477217.1|DMEL
OG0001642	LOC108607280|XP_017853464.1|DBUS	CG10958|NP_572445.1|DMEL
OG0001644	LOC108598986|XP_017841242.1|DBUS	Poc1|NP_001261799.1|DMEL
OG0001645	LOC108597279|XP_017839739.2|DBUS	CG13502|NP_611637.1|DMEL
OG0001646	LOC108596763|XP_017838338.1|DBUS	GstS1|NP_001261040.1|DMEL
OG0001648	LOC108598225|XP_033149650.1|DBUS	bbg|NP_648705.2|DMEL
OG0001649	LOC108597011|XP_017838778.1|DBUS	beta4GalNAcTA|NP_610946.1|DMEL
OG0001650	LOC108597465|XP_033149113.1|DBUS	Tab2|NP_611408.2|DMEL
OG0001652	LOC108598856|XP_017841103.1|DBUS	CG5567|NP_649015.2|DMEL
OG0001653	LOC108600712|XP_017843934.2|DBUS	Als2|NP_649347.1|DMEL
OG0001654	LOC108597043|XP_017838829.1|DBUS	Dcr-2|NP_523778.2|DMEL
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	CG1827|NP_610504.4|DMEL
OG0001656	LOC108594268|XP_017834887.1|DBUS	CG2975|NP_608719.1|DMEL
OG0001657	LOC108598776|XP_017841006.1|DBUS	CG7841|NP_648770.1|DMEL
OG0001658	LOC108600377|XP_017843406.1|DBUS	CycA|NP_524030.2|DMEL
OG0001659	LOC108601095|XP_017844495.1|DBUS	CG10089|NP_648654.1|DMEL
OG0001660	LOC108599525|XP_017841888.1|DBUS	CG12104|NP_647629.1|DMEL
OG0001661	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS	CG6567|NP_001097742.1|DMEL
OG0001662	LOC108600452|XP_017843528.2|DBUS	CG7387|NP_648186.3|DMEL
OG0001663	LOC108601669|XP_017845060.1|DBUS	CG31157|NP_001097769.2|DMEL
OG0001664	LOC108597237|XP_017839175.1|DBUS	cer|NP_611420.1|DMEL
OG0001666	LOC108607616|XP_017854018.1|DBUS	CG15406|NP_608761.2|DMEL
OG0001667	LOC108595170|XP_017835830.1|DBUS	thr|NP_725731.2|DMEL
OG0001668	LOC108600255|XP_017843182.1|DBUS	CG6602|NP_648020.1|DMEL
OG0001669	LOC108598366|XP_017840476.1|DBUS	Gr64c|NP_523913.2|DMEL, Gr64d|NP_001027105.2|DMEL
OG0001670	LOC108596238|XP_017837269.1|DBUS	CG14589|NP_001260721.1|DMEL
OG0001671	LOC108605443|XP_017850618.1|DBUS	CG17601|NP_608471.1|DMEL
OG0001672	LOC108596307|XP_017837399.1|DBUS	CG14500|NP_611309.1|DMEL
OG0001673	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS	CG42363|NP_001137730.1|DMEL, CG42362|NP_001137731.1|DMEL
OG0001674	LOC108604259|XP_017849142.1|DBUS	Tim17a1|NP_650180.1|DMEL, Tim17a2|NP_649524.1|DMEL
OG0001675	LOC108604265|XP_017849148.1|DBUS	CG17770|NP_651432.1|DMEL, CG5024|NP_651431.1|DMEL
OG0001676	LOC117134719|XP_033149193.1|DBUS	CG43710|NP_001261105.1|DMEL, CG44666|NP_001356965.1|DMEL, CG43711|NP_001261106.1|DMEL
OG0001678	LOC108605382|XP_017850540.2|DBUS	CG43658|NP_001259643.1|DMEL
OG0001679	LOC108607235|XP_017853402.1|DBUS	CG5966|NP_572286.1|DMEL
OG0001680	LOC108603549|XP_017847957.2|DBUS	NELF-B|NP_572402.1|DMEL
OG0001681	LOC108605564|XP_017850820.1|DBUS	CG3106|NP_572577.1|DMEL
OG0001682	LOC108605792|XP_017851083.1|DBUS	CG7206|NP_996499.1|DMEL
OG0001683	LOC108608492|XP_033150739.1|DBUS	CG13384|NP_723383.1|DMEL
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	bip2|NP_651923.2|DMEL
OG0001685	LOC108598394|XP_017840507.1|DBUS	CG17328|NP_609786.2|DMEL
OG0001686	LOC108606446|XP_017852049.1|DBUS	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL
OG0001687	LOC108606192|XP_017851540.1|DBUS	l_1_sc|NP_476623.1|DMEL
OG0001688	LOC108605961|XP_017851269.1|DBUS	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL
OG0001689	LOC108606882|XP_017852896.1|DBUS	CG15221|NP_001096957.1|DMEL
OG0001690	LOC108598701|XP_017840914.1|DBUS	mad2|NP_647991.1|DMEL
OG0001691	LOC108604832|XP_017849395.1|DBUS	TwdlE|NP_609157.3|DMEL
OG0001692	LOC108602339|XP_017845917.1|DBUS	Octalpha2R|NP_001262715.1|DMEL
OG0001693	LOC108605236|XP_017850338.1|DBUS	RpS15Aa|NP_524709.1|DMEL
OG0001693	LOC108601029|XP_017844400.1|DBUS	RpS15Ab|NP_610616.1|DMEL
OG0001694	LOC108601403|XP_017844791.1|DBUS	qin|NP_650735.3|DMEL
OG0001695	LOC108596366|XP_017837524.1|DBUS	Eip55E|NP_611352.1|DMEL
OG0001696	LOC108603568|XP_017847974.1|DBUS	Syn|NP_731459.2|DMEL
OG0001697	LOC108601702|XP_017845104.1|DBUS	CG31109|NP_733073.1|DMEL
OG0001698	LOC108606782|XP_017852695.1|DBUS	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL
OG0001699	LOC108601587|XP_033149883.1|DBUS	hth|NP_476576.1|DMEL
OG0001700	LOC108602583|XP_017846208.1|DBUS	CG9427|NP_649919.1|DMEL
OG0001701	LOC108603787|XP_017848372.1|DBUS	side-III|NP_001036681.1|DMEL
OG0001702	LOC108599142|XP_017841422.1|DBUS	CG5846|NP_609333.1|DMEL
OG0001703	LOC108601834|XP_017845265.1|DBUS	CG34375|NP_001163693.1|DMEL
OG0001704	LOC108602492|XP_017846109.1|DBUS	CG6688|NP_651110.1|DMEL
OG0001705	LOC108601706|XP_017845109.1|DBUS	Atg16|NP_001138124.2|DMEL
OG0001706	LOC108594344|XP_017834987.1|DBUS	hrm|NP_610174.1|DMEL
OG0001707	LOC108604223|XP_017849076.1|DBUS	orb|NP_524460.2|DMEL
OG0001708	LOC108604664|XP_017849704.1|DBUS	primo-1|NP_001027186.1|DMEL
OG0001709	LOC108600543|XP_017843688.1|DBUS	Claspin|NP_728981.1|DMEL
OG0001710	LOC108604447|XP_017849416.1|DBUS	CG6656|NP_650991.1|DMEL
OG0001711	LOC108603056|XP_017846979.1|DBUS	lqfR|NP_732736.2|DMEL
OG0001712	LOC108601636|XP_017845023.1|DBUS	Rab7|NP_524472.1|DMEL
OG0001713	LOC108603453|XP_017847773.1|DBUS	CG5214|NP_650064.1|DMEL
OG0001714	LOC108602696|XP_017846323.1|DBUS	cno|NP_524232.2|DMEL
OG0001715	LOC108606271|XP_017851737.1|DBUS	RSG7|NP_523380.2|DMEL
OG0001716	LOC108607220|XP_017853381.1|DBUS	alpha-PheRS|NP_572448.1|DMEL
OG0001717	LOC108603506|XP_017847868.1|DBUS	Vps13B|NP_651753.2|DMEL
OG0001718	LOC108604320|XP_017849232.1|DBUS	wake|NP_001287469.1|DMEL
OG0001719	LOC108604181|XP_017849012.1|DBUS	pnt|NP_524461.2|DMEL
OG0001720	LOC108603970|XP_017848668.1|DBUS	CG14692|NP_650019.6|DMEL
OG0001721	LOC108604470|XP_017849444.1|DBUS	ato|NP_731223.1|DMEL
OG0001722	LOC108600510|XP_017843635.1|DBUS	Diap1|NP_524101.2|DMEL
OG0001723	LOC108596370|XP_017837526.1|DBUS	Cndp2|NP_610181.2|DMEL
OG0001724	LOC108596442|XP_033149174.1|DBUS	Sdc|NP_001163238.2|DMEL
OG0001725	LOC108596936|XP_017838653.1|DBUS	Pfk|NP_001246234.1|DMEL
OG0001726	LOC108600169|XP_017843063.1|DBUS	CG11456|NP_649265.1|DMEL
OG0001727	LOC108604621|XP_017849657.1|DBUS	CG33110|NP_788716.1|DMEL
OG0001728	LOC108596065|XP_017836949.1|DBUS	ERp60|NP_725084.2|DMEL
OG0001729	LOC108596502|XP_017837822.2|DBUS	zip|NP_523860.2|DMEL
OG0001730	LOC108608476|XP_017855357.2|DBUS	PLCXD|NP_609541.1|DMEL
OG0001731	LOC108596083|XP_017836989.1|DBUS	Ack-like|NP_001260935.1|DMEL
OG0001732	LOC108594426|XP_017835089.1|DBUS	B9d2|NP_001188704.1|DMEL
OG0001733	LOC108596102|XP_017837011.1|DBUS	CG30392|NP_611572.2|DMEL
OG0001734	LOC108595096|XP_017835736.1|DBUS	CNT2|NP_610446.1|DMEL
OG0001735	LOC108598802|XP_017841034.1|DBUS	CG5664|NP_649314.2|DMEL
OG0001736	LOC108597215|XP_017839146.1|DBUS	CG15093|NP_611373.1|DMEL
OG0001737	LOC108596962|XP_017838698.1|DBUS	CG30183|NP_611819.2|DMEL
OG0001738	LOC108598792|XP_017841025.1|DBUS	CG6479|NP_648968.2|DMEL
OG0001739	LOC108594238|XP_017834838.1|DBUS	CG14464|NP_001036466.2|DMEL
OG0001740	LOC108596149|XP_017837132.1|DBUS	Ice1|NP_611786.1|DMEL
OG0001741	LOC108601693|XP_017845092.2|DBUS	awd|NP_476761.3|DMEL
OG0001742	LOC108595326|XP_017836035.1|DBUS	Ccs|NP_001163108.1|DMEL
OG0001743	LOC108599854|XP_017842470.2|DBUS	CG8001|NP_647657.1|DMEL
OG0001744	LOC108596411|XP_017837594.1|DBUS	l_2_01289|NP_001163065.1|DMEL
OG0001745	LOC108596303|XP_017837387.1|DBUS	CG42260|NP_001356969.1|DMEL
OG0001746	LOC108600750|XP_017843991.1|DBUS	CG8003|NP_648406.1|DMEL
OG0001747	LOC108596693|XP_017838202.1|DBUS	grh|NP_476845.2|DMEL
OG0001748	LOC108601106|XP_033149587.1|DBUS	mfr|NP_001137919.1|DMEL
OG0001749	LOC108596282|XP_017837343.2|DBUS	SIFa|NP_001246496.1|DMEL
OG0001750	LOC108596274|XP_017837332.1|DBUS	Start1|NP_001246495.1|DMEL
OG0001751	LOC108599586|XP_017842018.2|DBUS	blot|NP_524125.2|DMEL
OG0001752	LOC108599601|XP_017842043.1|DBUS	CG13288|NP_001261455.1|DMEL
OG0001753	LOC108600769|XP_033149515.1|DBUS	CG42324|NP_647819.3|DMEL
OG0001754	LOC108596900|XP_017838579.1|DBUS	muskelin|NP_610801.1|DMEL
OG0001755	LOC108599926|XP_017842624.1|DBUS	CG32264|NP_728897.1|DMEL
OG0001756	LOC108596914|XP_017838610.1|DBUS	Rho1|NP_477098.1|DMEL
OG0001757	LOC108596659|XP_017838135.1|DBUS	imd|NP_573394.1|DMEL
OG0001758	LOC108598627|XP_033149518.1|DBUS	bru3|NP_001369050.1|DMEL
OG0001759	LOC108596301|XP_017837385.1|DBUS	Mtap|NP_001261049.1|DMEL
OG0001760	LOC108595483|XP_017836223.2|DBUS	Rad51D|NP_610466.2|DMEL
OG0001761	LOC108596989|XP_017838744.1|DBUS	MFS16|NP_726048.1|DMEL
OG0001762	LOC108594257|XP_017834870.1|DBUS	AkhR|NP_995639.1|DMEL
OG0001763	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS	Nha1|NP_723224.2|DMEL
OG0001764	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS	Dhfr|NP_001036720.1|DMEL
OG0001765	LOC108596070|XP_017836972.1|DBUS	brp|NP_001246228.1|DMEL
OG0001766	LOC108608318|XP_017855135.1|DBUS	CG17834|NP_609242.2|DMEL
OG0001767	LOC108602236|XP_017845777.2|DBUS	CG34393|NP_608753.2|DMEL
OG0001768	LOC108598724|XP_017840945.1|DBUS	RpLP1|NP_476630.1|DMEL
