Orthogroup	DBUS.longest_only	DSUP.longest_only
OG0001260	LOC108602021|XP_017845513.1|DBUS	LOC119560515|XP_037729918.1|DSUP
OG0001261	LOC108606683|XP_017852521.1|DBUS	LOC119556009|XP_037723704.1|DSUP
OG0001262	LOC108600788|XP_017844051.1|DBUS	LOC119552656|XP_037718288.1|DSUP
OG0001263	LOC108601766|XP_017845178.1|DBUS	LOC119562902|XP_037731956.1|DSUP
OG0001264	LOC108597055|XP_033149101.1|DBUS	LOC119547259|XP_037709966.1|DSUP
OG0001265	LOC108604975|XP_033150396.1|DBUS	LOC119556657|XP_037724927.1|DSUP
OG0001266	LOC108596175|XP_017837172.1|DBUS	LOC119551094|XP_037716201.1|DSUP
OG0001267	LOC108601765|XP_017845177.1|DBUS	LOC119560443|XP_037729815.1|DSUP
OG0001268	LOC108602532|XP_017846154.1|DBUS	LOC119552175|XP_037717938.1|DSUP
OG0001269	LOC108595406|XP_017836120.1|DBUS	LOC119549170|XP_037712897.1|DSUP
OG0001270	LOC108601438|XP_017844825.1|DBUS	LOC119560691|XP_037730197.1|DSUP
OG0001271	LOC108594795|XP_017835423.1|DBUS	LOC119550516|XP_037715153.1|DSUP
OG0001272	LOC108600930|XP_017844256.1|DBUS	LOC119553294|XP_037719537.1|DSUP
OG0001273	LOC108602463|XP_017846075.1|DBUS	LOC119559845|XP_037728877.1|DSUP
OG0001274	LOC108600386|XP_017843421.1|DBUS	LOC119553327|XP_037719586.1|DSUP
OG0001275	LOC108606693|XP_017852545.1|DBUS	LOC119556566|XP_037724790.1|DSUP
OG0001276	LOC108600634|XP_017843810.2|DBUS	LOC119553759|XP_037720292.1|DSUP, LOC119554393|XP_037721202.1|DSUP
OG0001277	LOC108597937|XP_017840041.1|DBUS	LOC119553677|XP_037720149.1|DSUP
OG0001278	LOC108599917|XP_017842605.1|DBUS	LOC119555287|XP_037722524.1|DSUP
OG0001279	LOC108598816|XP_017841051.1|DBUS	LOC119554312|XP_037721100.1|DSUP
OG0001280	LOC108599487|XP_017841823.1|DBUS	LOC119555277|XP_037722509.1|DSUP
OG0001281	LOC108598658|XP_017840858.2|DBUS	LOC119553741|XP_037720266.1|DSUP
OG0001283	LOC108596913|XP_017838609.1|DBUS	LOC119552056|XP_037717743.1|DSUP
OG0001284	LOC108598471|XP_017840611.1|DBUS	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP
OG0001285	LOC108600524|XP_017843657.1|DBUS	LOC119554067|XP_037720737.1|DSUP
OG0001286	LOC108606511|XP_017852173.1|DBUS	LOC119547974|XP_037710953.1|DSUP
OG0001287	LOC108604119|XP_017848894.1|DBUS	LOC119563345|XP_037732620.1|DSUP
OG0001288	LOC108594254|XP_033149443.1|DBUS	LOC119547333|XP_037710071.1|DSUP
OG0001289	LOC108608164|XP_017854908.2|DBUS, LOC108602456|XP_017846071.2|DBUS	LOC119547687|XP_037710579.1|DSUP
OG0001290	LOC108596112|XP_033149204.1|DBUS	LOC119548883|XP_037712443.1|DSUP
OG0001291	LOC108595003|XP_017835627.1|DBUS	LOC119549961|XP_037714280.1|DSUP
OG0001292	LOC108596770|XP_017838355.1|DBUS	LOC119549082|XP_037712724.1|DSUP
OG0001293	LOC108606164|XP_017851505.1|DBUS, LOC108607182|XP_017853328.1|DBUS	LOC119557253|XP_037725865.1|DSUP
OG0001294	LOC108603876|XP_017848536.1|DBUS, LOC108605674|XP_033150258.1|DBUS	LOC119563394|XP_037732680.1|DSUP
OG0001295	LOC108605580|XP_017850839.1|DBUS	LOC119557546|XP_037726248.1|DSUP
OG0001295	LOC108595376|XP_033150953.1|DBUS	LOC119550601|XP_037715344.1|DSUP
OG0001296	LOC108598546|XP_017840719.1|DBUS	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP
OG0001297	LOC108601954|XP_033149942.1|DBUS	LOC119550693|XP_037715490.1|DSUP
OG0001298	LOC108601613|XP_033149866.1|DBUS	LOC119560877|XP_037730480.1|DSUP
OG0001299	LOC108600786|XP_017844047.1|DBUS	LOC119553235|XP_037719431.1|DSUP
OG0001300	LOC108602803|XP_017846514.1|DBUS	LOC119563143|XP_037732328.1|DSUP
OG0001301	LOC108601913|XP_017845383.1|DBUS	LOC119546140|XP_037708174.1|DSUP
OG0001302	LOC108596526|XP_017837902.1|DBUS	LOC119551265|XP_037716451.1|DSUP
OG0001303	LOC108603668|XP_017848153.1|DBUS	LOC119545844|XP_037707738.1|DSUP
OG0001304	LOC108597256|XP_017839200.1|DBUS	LOC119549848|XP_037714069.1|DSUP
OG0001305	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS	LOC119560692|XP_037730198.1|DSUP
OG0001306	LOC108602831|XP_017846561.1|DBUS	LOC119563155|XP_037732342.1|DSUP
OG0001307	LOC108599599|XP_017842040.1|DBUS	LOC119555377|XP_037722648.1|DSUP
OG0001308	LOC108605431|XP_017850596.1|DBUS	LOC119556279|XP_037724257.1|DSUP
OG0001309	LOC108603532|XP_017847918.1|DBUS	LOC119563087|XP_037732245.1|DSUP
OG0001310	LOC108607187|XP_017853333.1|DBUS	LOC119557283|XP_037725899.1|DSUP
OG0001311	LOC108606279|XP_017851749.1|DBUS	LOC119557011|XP_037725473.1|DSUP
OG0001312	LOC108597919|XP_017840025.2|DBUS	LOC119554414|XP_037721231.1|DSUP
OG0001313	LOC108596779|XP_017838367.1|DBUS	LOC119550037|XP_037714401.1|DSUP
OG0001314	LOC108608411|XP_017855259.1|DBUS	LOC119546871|XP_037709405.1|DSUP
OG0001315	LOC108605012|XP_017850068.1|DBUS, LOC108606132|XP_017851474.1|DBUS	LOC119556977|XP_037725423.1|DSUP
OG0001316	LOC108595061|XP_017835695.1|DBUS	LOC119549521|XP_037713564.1|DSUP, LOC119549929|XP_037714199.1|DSUP
OG0001317	LOC108596866|XP_033149230.1|DBUS	LOC119546577|XP_037708901.1|DSUP
OG0001318	LOC117135004|XP_033150672.1|DBUS, LOC117135091|XP_033150928.1|DBUS, LOC117134983|XP_033150558.1|DBUS, LOC108594719|XP_033150932.1|DBUS, LOC117135094|XP_033150934.1|DBUS, LOC117134863|XP_033150026.1|DBUS, LOC117134990|XP_033150590.1|DBUS, LOC117134996|XP_033150601.1|DBUS	LOC119546361|XP_037708516.1|DSUP
OG0001319	LOC108598462|XP_017840599.1|DBUS	LOC119546687|XP_037709092.1|DSUP, LOC119546688|XP_037709093.1|DSUP
OG0001320	LOC108595218|XP_017835895.1|DBUS	LOC119549119|XP_037712801.1|DSUP
OG0001322	LOC108602442|XP_017846053.1|DBUS	LOC119563238|XP_037732472.1|DSUP, LOC119560752|XP_037730297.1|DSUP
OG0001323	LOC108596010|XP_017836848.1|DBUS	LOC119547934|XP_037710909.1|DSUP, LOC119547598|XP_037710446.1|DSUP
OG0001324	LOC108608551|XP_017855459.1|DBUS	LOC119547465|XP_037710278.1|DSUP
OG0001325	LOC108602303|XP_017845874.1|DBUS	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP, LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP
OG0001326	LOC108602768|XP_017846430.1|DBUS	LOC119549110|XP_037712789.1|DSUP
OG0001328	LOC108605706|XP_017850987.1|DBUS	LOC119557638|XP_037726400.1|DSUP
OG0001329	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS	LOC119557309|XP_037725949.1|DSUP
OG0001330	LOC108606755|XP_017852647.2|DBUS	LOC119558313|XP_037727646.1|DSUP
OG0001331	LOC108606035|XP_017851351.1|DBUS	LOC119557248|XP_037725862.1|DSUP
OG0001332	LOC108606355|XP_017851893.1|DBUS	LOC119557604|XP_037726335.1|DSUP
OG0001333	LOC108605555|XP_017850804.1|DBUS	LOC119548480|XP_037711679.1|DSUP
OG0001334	LOC108604723|XP_017849790.1|DBUS	LOC119556508|XP_037724703.1|DSUP
OG0001335	LOC108603850|XP_017848492.1|DBUS	LOC119558505|XP_037727940.1|DSUP
OG0001337	LOC108606596|XP_017852332.1|DBUS	LOC119557147|XP_037725659.1|DSUP
OG0001338	LOC108595193|XP_017835866.1|DBUS	LOC119552185|XP_037717958.1|DSUP
OG0001339	LOC108596553|XP_017837939.1|DBUS	LOC119549735|XP_037713905.1|DSUP, LOC119551318|XP_037716542.1|DSUP
OG0001340	LOC108598625|XP_017840813.1|DBUS	LOC119561792|XP_037731199.1|DSUP
OG0001341	LOC108601888|XP_017845352.1|DBUS	LOC119563288|XP_037732543.1|DSUP
OG0001342	LOC108603694|XP_017848208.1|DBUS	LOC119563418|XP_037732716.1|DSUP
OG0001343	LOC108601461|XP_017844848.1|DBUS	LOC119560937|XP_037730601.1|DSUP, LOC119560938|XP_037730602.1|DSUP
OG0001344	LOC108604331|XP_017849246.1|DBUS	LOC119562448|XP_037731564.1|DSUP
OG0001345	LOC108604561|XP_017849579.1|DBUS	LOC119560465|XP_037729853.1|DSUP
OG0001346	LOC108603922|XP_017848603.1|DBUS	LOC119563230|XP_037732463.1|DSUP
OG0001347	LOC108605756|XP_017851047.1|DBUS	LOC119557743|XP_037726557.1|DSUP
OG0001348	LOC108606593|XP_017852328.1|DBUS	LOC119555807|XP_037723354.1|DSUP
OG0001349	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS	LOC119552779|XP_037718518.1|DSUP
OG0001350	LOC108598568|XP_017840741.1|DBUS	LOC119555171|XP_037722350.1|DSUP
OG0001351	LOC108596489|XP_017837765.1|DBUS	LOC119550544|XP_037715202.1|DSUP, LOC119550066|XP_037714458.1|DSUP
OG0001352	LOC108596956|XP_017838686.1|DBUS	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP
OG0001353	LOC108598863|XP_017841109.1|DBUS	LOC119554207|XP_037720937.1|DSUP
OG0001354	LOC108597548|XP_017839645.1|DBUS	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP
OG0001355	LOC108608201|XP_017854964.1|DBUS	LOC119549953|XP_037714265.1|DSUP
OG0001356	LOC108603481|XP_017847818.1|DBUS	LOC119545786|XP_037707590.1|DSUP
OG0001357	LOC108599937|XP_017842647.1|DBUS	LOC119553082|XP_037719159.1|DSUP
OG0001358	LOC108601013|XP_033149737.1|DBUS	LOC119555505|XP_037722851.1|DSUP
OG0001359	LOC108607831|XP_017854379.1|DBUS	LOC119548053|XP_037711063.1|DSUP
OG0001360	LOC108597645|XP_017839783.1|DBUS	LOC119550027|XP_037714378.1|DSUP
OG0001361	LOC108598068|XP_017840171.2|DBUS	LOC119553103|XP_037719200.1|DSUP
OG0001362	LOC108598904|XP_017841156.1|DBUS	LOC119555291|XP_037722535.1|DSUP
OG0001363	LOC108603230|XP_017847334.1|DBUS	LOC119560945|XP_037730611.1|DSUP
OG0001364	LOC108594659|XP_033150978.1|DBUS	LOC119550703|XP_037715506.1|DSUP
OG0001365	LOC108598726|XP_017840944.1|DBUS	LOC119552832|XP_037718615.1|DSUP
OG0001366	LOC108598007|XP_017840111.1|DBUS	LOC119552893|XP_037718736.1|DSUP
OG0001367	LOC108597360|XP_017839366.1|DBUS	LOC119549182|XP_037712920.1|DSUP
OG0001368	LOC108596324|XP_017837435.1|DBUS	LOC119550167|XP_037714630.1|DSUP, LOC119550161|XP_037714620.1|DSUP
OG0001369	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS	LOC119557448|XP_037726141.1|DSUP, LOC119556755|XP_037725105.1|DSUP
OG0001370	LOC108597523|XP_033149017.1|DBUS	LOC119549036|XP_037712647.1|DSUP
OG0001372	LOC117134648|XP_033150995.1|DBUS, LOC108596137|XP_033150994.1|DBUS	LOC119549941|XP_037714251.1|DSUP
OG0001373	LOC108594271|XP_017834892.1|DBUS	LOC119548312|XP_037711416.1|DSUP
OG0001374	LOC108597148|XP_017839031.1|DBUS	LOC119551721|XP_037717150.1|DSUP
OG0001375	LOC108603073|XP_017847040.1|DBUS	LOC119560413|XP_037729776.1|DSUP
OG0001376	LOC108595300|XP_017836003.1|DBUS	LOC119552021|XP_037717686.1|DSUP
OG0001377	LOC108608145|XP_033149788.1|DBUS	LOC119546178|XP_037708229.1|DSUP
OG0001378	LOC108594229|XP_017834829.1|DBUS	LOC119546918|XP_037709475.1|DSUP
OG0001379	LOC108598264|XP_017840372.1|DBUS	LOC119548001|XP_037710988.1|DSUP
OG0001380	LOC108595043|XP_017835672.1|DBUS	LOC119559143|XP_037728133.1|DSUP, LOC119559153|XP_037728151.1|DSUP
OG0001381	LOC108595321|XP_017836030.1|DBUS	LOC119549051|XP_037712673.1|DSUP
OG0001382	LOC108607844|XP_017854400.1|DBUS	LOC119548673|XP_037712040.1|DSUP
OG0001383	LOC108595829|XP_017836609.1|DBUS	LOC119550522|XP_037715160.1|DSUP
OG0001384	LOC108598577|XP_017840755.1|DBUS	LOC119548600|XP_037711884.1|DSUP, LOC119548597|XP_037711881.1|DSUP
OG0001385	LOC108608450|XP_017855317.1|DBUS	LOC119546162|XP_037708209.1|DSUP
OG0001387	LOC108598246|XP_017840353.1|DBUS	LOC119548180|XP_037711222.1|DSUP
OG0001389	LOC108604784|XP_017849871.1|DBUS	LOC119563272|XP_037732522.1|DSUP
OG0001391	LOC108598536|XP_017840708.1|DBUS	LOC119547480|XP_037710293.1|DSUP
OG0001392	LOC108605779|XP_017851071.1|DBUS	LOC119556605|XP_037724846.1|DSUP
OG0001393	LOC108605858|XP_017851158.1|DBUS	LOC119546571|XP_037708892.1|DSUP
OG0001394	LOC108607399|XP_017853663.1|DBUS	LOC119547700|XP_037710602.1|DSUP
OG0001395	LOC108604118|XP_017848892.1|DBUS	LOC119560179|XP_037729471.1|DSUP
OG0001396	LOC108606696|XP_017852554.1|DBUS	LOC119556634|XP_037724888.1|DSUP
OG0001397	LOC108604774|XP_017849860.1|DBUS	LOC119563138|XP_037732323.1|DSUP
OG0001398	LOC108607125|XP_017853250.1|DBUS	LOC119558395|XP_037727850.1|DSUP
OG0001399	LOC108596987|XP_017838741.1|DBUS	LOC119559607|XP_037728548.1|DSUP
OG0001400	LOC108601668|XP_017845058.1|DBUS	LOC119562986|XP_037732092.1|DSUP
OG0001401	LOC108598163|XP_017840269.2|DBUS	LOC119553731|XP_037720247.1|DSUP
OG0001402	LOC108599508|XP_017841864.2|DBUS	LOC119555472|XP_037722806.1|DSUP, LOC119555462|XP_037722796.1|DSUP
OG0001403	LOC108598770|XP_017841000.1|DBUS	LOC119554938|XP_037721975.1|DSUP
OG0001404	LOC108596388|XP_017837551.1|DBUS	LOC119549017|XP_037712589.1|DSUP
OG0001405	LOC108595288|XP_017836318.1|DBUS	LOC119551134|XP_037716252.1|DSUP
OG0001406	LOC108605766|XP_017851058.1|DBUS	LOC119556079|XP_037723859.1|DSUP
OG0001407	LOC108599593|XP_017842028.1|DBUS	LOC119555297|XP_037722541.1|DSUP
OG0001408	LOC108594829|XP_017835456.1|DBUS	LOC119550043|XP_037714424.1|DSUP
OG0001411	LOC108602089|XP_017845602.1|DBUS	LOC119560586|XP_037730040.1|DSUP
OG0001412	LOC108608298|XP_017855113.1|DBUS	LOC119546053|XP_037708045.1|DSUP, LOC119547293|XP_037710009.1|DSUP
OG0001413	LOC108594880|XP_033150919.1|DBUS	LOC119551129|XP_037716241.1|DSUP, LOC119550766|XP_037715619.1|DSUP
OG0001414	LOC117134724|XP_033149227.1|DBUS	LOC119551624|XP_037716975.1|DSUP
OG0001415	LOC108594961|XP_017835584.1|DBUS	LOC119549650|XP_037713763.1|DSUP
OG0001416	LOC108608066|XP_017854745.2|DBUS	LOC119548431|XP_037711603.1|DSUP
OG0001416	LOC108598574|XP_017840750.1|DBUS	LOC119555347|XP_037722613.1|DSUP
OG0001418	LOC108598592|XP_017840774.2|DBUS	LOC119553899|XP_037720497.1|DSUP, LOC119553289|XP_037719528.1|DSUP
OG0001419	LOC108605387|XP_017850549.1|DBUS	LOC119546375|XP_037708535.1|DSUP, LOC119547515|XP_037710336.1|DSUP
OG0001420	LOC108605789|XP_017851081.2|DBUS, LOC108599333|XP_017841626.1|DBUS	LOC119563108|XP_037732279.1|DSUP
OG0001421	LOC108600667|XP_017843855.2|DBUS	LOC119548585|XP_037711846.1|DSUP, LOC119546058|XP_037708054.1|DSUP, LOC119546425|XP_037708621.1|DSUP
OG0001422	LOC108600965|XP_017844309.1|DBUS	LOC119555345|XP_037722611.1|DSUP
OG0001423	LOC108595872|XP_017836653.1|DBUS, LOC108602144|XP_017845666.1|DBUS	LOC119554548|XP_037721442.1|DSUP
OG0001426	LOC108608426|XP_017855283.1|DBUS	LOC119548530|XP_037711752.1|DSUP
OG0001426	LOC108606009|XP_017851322.1|DBUS	LOC119555812|XP_037723358.1|DSUP
OG0001427	LOC108596209|XP_017837222.1|DBUS	LOC119551811|XP_037717300.1|DSUP, LOC119547357|XP_037710102.1|DSUP
OG0001429	LOC108604066|XP_017848819.1|DBUS	LOC119559983|XP_037729169.1|DSUP
OG0001430	LOC108603079|XP_017847056.1|DBUS	LOC119559866|XP_037728902.1|DSUP
OG0001431	LOC108606357|XP_017851894.1|DBUS	LOC119556661|XP_037724937.1|DSUP, LOC119556061|XP_037723796.1|DSUP
OG0001432	LOC108607127|XP_017853254.1|DBUS	LOC119558189|XP_037727396.1|DSUP
OG0001433	LOC108602309|XP_017845881.1|DBUS	LOC119549033|XP_037712648.1|DSUP
OG0001434	LOC108605749|XP_017851037.1|DBUS	LOC119557942|XP_037726888.1|DSUP
OG0001435	LOC108597036|XP_017838818.1|DBUS	LOC119549241|XP_037713067.1|DSUP
OG0001436	LOC108605711|XP_017850992.1|DBUS	LOC119557524|XP_037726225.1|DSUP
OG0001437	LOC108607997|XP_017854647.1|DBUS	LOC119546569|XP_037708889.1|DSUP
OG0001438	LOC108601828|XP_017845258.1|DBUS	LOC119548441|XP_037711632.1|DSUP
OG0001439	LOC108602275|XP_017845821.1|DBUS	LOC119563005|XP_037732122.1|DSUP
OG0001440	LOC108606032|XP_017851349.1|DBUS	LOC119557887|XP_037726818.1|DSUP
OG0001442	LOC108602126|XP_017845645.1|DBUS	LOC119546787|XP_037709272.1|DSUP
OG0001443	LOC108603880|XP_017848541.1|DBUS	LOC119550919|XP_037715863.1|DSUP
OG0001444	LOC108604586|XP_017849606.1|DBUS	LOC119560748|XP_037730293.1|DSUP, LOC119559263|XP_037728262.1|DSUP
OG0001445	LOC108604055|XP_017848806.1|DBUS	LOC119560809|XP_037730370.1|DSUP
OG0001446	LOC108602389|XP_017845990.1|DBUS	LOC119557719|XP_037726532.1|DSUP
OG0001447	LOC108603658|XP_017848124.1|DBUS	LOC119555489|XP_037722830.1|DSUP
OG0001448	LOC108602767|XP_017846428.1|DBUS	LOC119549123|XP_037712818.1|DSUP
OG0001449	LOC108595985|XP_017836762.1|DBUS	LOC119548997|XP_037712531.1|DSUP
OG0001450	LOC108608538|XP_033150726.1|DBUS	LOC119561544|XP_037731121.1|DSUP
OG0001451	LOC108597063|XP_017838876.1|DBUS	LOC119551046|XP_037716084.1|DSUP
OG0001452	LOC108595903|XP_033149142.1|DBUS	LOC119549876|XP_037714105.1|DSUP
OG0001453	LOC108600341|XP_017843353.2|DBUS	LOC119554241|XP_037721004.1|DSUP
OG0001454	LOC108604341|XP_017849257.1|DBUS	LOC119559279|XP_037728274.1|DSUP, LOC119556014|XP_037723714.1|DSUP
OG0001455	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS	LOC119555325|XP_037722580.1|DSUP
OG0001456	LOC108596118|XP_017837051.2|DBUS	LOC119551941|XP_037717560.1|DSUP
OG0001457	LOC108596084|XP_017836991.1|DBUS	LOC119549335|XP_037713244.1|DSUP
OG0001458	LOC108595459|XP_017836189.1|DBUS	LOC119551741|XP_037717170.1|DSUP
OG0001459	LOC108598886|XP_017841136.1|DBUS	LOC119554998|XP_037722065.1|DSUP
OG0001460	LOC108596263|XP_017837308.1|DBUS	LOC119551473|XP_037716760.1|DSUP
OG0001462	LOC108599471|XP_017841799.2|DBUS	LOC119552693|XP_037718348.1|DSUP
OG0001463	LOC108602703|XP_017846344.1|DBUS	LOC119562355|XP_037731450.1|DSUP
OG0001464	LOC108599562|XP_017841947.1|DBUS	LOC119556024|XP_037723732.1|DSUP
OG0001465	LOC108597304|XP_017839272.1|DBUS	LOC119551797|XP_037717272.1|DSUP
OG0001466	LOC108608363|XP_017855201.2|DBUS	LOC119546850|XP_037709376.1|DSUP
OG0001467	LOC108608001|XP_017854655.1|DBUS	LOC119548553|XP_037711778.1|DSUP
OG0001468	LOC108598570|XP_017840744.2|DBUS	LOC119552636|XP_037718253.1|DSUP
OG0001469	LOC108596337|XP_017837480.1|DBUS	LOC119551513|XP_037716822.1|DSUP
OG0001470	LOC108598839|XP_017841082.2|DBUS	LOC119554630|XP_037721553.1|DSUP
OG0001471	LOC108598023|XP_033149452.1|DBUS	LOC119555410|XP_037722696.1|DSUP
OG0001472	LOC108598977|XP_017841240.1|DBUS	LOC119552932|XP_037718804.1|DSUP
OG0001473	LOC108602693|XP_017846321.1|DBUS	LOC119560640|XP_037730120.1|DSUP
OG0001474	LOC108604911|XP_017849970.1|DBUS	LOC119557077|XP_037725558.1|DSUP
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	LOC119551606|XP_037716940.1|DSUP, LOC119562712|XP_037731828.1|DSUP
OG0001476	LOC117135033|XP_033150751.1|DBUS	LOC119556085|XP_037723864.1|DSUP
OG0001477	LOC108604328|XP_017849243.1|DBUS	LOC119545640|XP_037707280.1|DSUP
OG0001478	LOC108607716|XP_017854207.1|DBUS	LOC119548528|XP_037711749.1|DSUP
OG0001479	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS	LOC119556707|XP_037725031.1|DSUP
OG0001480	LOC108594429|XP_017835092.1|DBUS	LOC119546946|XP_037709514.1|DSUP
OG0001481	LOC108607492|XP_017853828.1|DBUS	LOC119548729|XP_037712161.1|DSUP
OG0001482	LOC108594933|XP_017835556.1|DBUS	LOC119551711|XP_037717113.1|DSUP
OG0001483	LOC108608142|XP_017854873.1|DBUS	LOC119559697|XP_037728683.1|DSUP
OG0001484	LOC108598984|XP_033149607.1|DBUS	LOC119547061|XP_037709671.1|DSUP
OG0001485	LOC108598086|XP_017840188.1|DBUS	LOC119554455|XP_037721295.1|DSUP
OG0001486	LOC108594491|XP_017835173.1|DBUS	LOC119546089|XP_037708097.1|DSUP, LOC119548517|XP_037711735.1|DSUP, LOC119547719|XP_037710621.1|DSUP
OG0001487	LOC108603795|XP_017848385.2|DBUS	LOC119562550|XP_037731680.1|DSUP
OG0001488	LOC108595450|XP_017836179.1|DBUS	LOC119550471|XP_037715088.1|DSUP
OG0001489	LOC108595698|XP_017836473.1|DBUS	LOC119547588|XP_037710424.1|DSUP
OG0001490	LOC108602378|XP_017845976.1|DBUS	LOC119546873|XP_037709407.1|DSUP
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	LOC119548384|XP_037711533.1|DSUP
OG0001492	LOC108606108|XP_017851448.1|DBUS	LOC119547200|XP_037709872.1|DSUP
OG0001493	LOC108605234|XP_017850336.1|DBUS	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP
OG0001494	LOC108606052|XP_017851389.1|DBUS	LOC119557372|XP_037726044.1|DSUP
OG0001495	LOC108597506|XP_017839583.1|DBUS	LOC119549245|XP_037713072.1|DSUP
OG0001496	LOC108605591|XP_017850853.1|DBUS	LOC119557683|XP_037726482.1|DSUP
OG0001497	LOC108596990|XP_017838748.1|DBUS	LOC119551570|XP_037716898.1|DSUP
OG0001498	LOC108604026|XP_033149874.1|DBUS	LOC119560430|XP_037729795.1|DSUP
OG0001500	LOC108595141|XP_017835795.1|DBUS	LOC119549409|XP_037713399.1|DSUP
OG0001501	LOC108598980|XP_017841244.2|DBUS	LOC119552623|XP_037718222.1|DSUP
OG0001502	LOC108597221|XP_017839153.1|DBUS	LOC119549856|XP_037714080.1|DSUP
OG0001503	LOC108594685|XP_017835315.1|DBUS	LOC119549552|XP_037713630.1|DSUP
OG0001504	LOC108606484|XP_017852112.1|DBUS	LOC119558184|XP_037727379.1|DSUP
OG0001505	LOC108596015|XP_033149200.1|DBUS	LOC119549356|XP_037713273.1|DSUP
OG0001506	LOC108597639|XP_017839775.1|DBUS	LOC119550212|XP_037714695.1|DSUP
OG0001507	LOC108595005|XP_017835629.1|DBUS	LOC119549000|XP_037712535.1|DSUP
OG0001508	LOC108595466|XP_017836200.1|DBUS	LOC119550713|XP_037715520.1|DSUP
OG0001509	LOC108594921|XP_017835545.1|DBUS	LOC119550199|XP_037714671.1|DSUP
OG0001510	LOC108608138|XP_017854864.1|DBUS	LOC119562476|XP_037731599.1|DSUP
OG0001511	LOC108597145|XP_017839028.1|DBUS	LOC119551616|XP_037716957.1|DSUP
OG0001512	LOC108600835|XP_017844119.1|DBUS	LOC119553430|XP_037719741.1|DSUP
OG0001515	LOC108606768|XP_017852669.1|DBUS	LOC119557919|XP_037726855.1|DSUP
OG0001517	LOC108601751|XP_017845164.1|DBUS	LOC119562901|XP_037731954.1|DSUP
OG0001518	LOC108605740|XP_017851027.1|DBUS	LOC119557552|XP_037726262.1|DSUP
OG0001520	LOC108602350|XP_017845939.1|DBUS	LOC119560563|XP_037730008.1|DSUP, LOC119561041|XP_037730798.1|DSUP
OG0001521	LOC108607650|XP_033150801.1|DBUS	LOC119546214|XP_037708278.1|DSUP
OG0001522	LOC108608415|XP_017855263.2|DBUS	LOC119546158|XP_037708196.1|DSUP, LOC119547084|XP_037709711.1|DSUP, LOC119556569|XP_037724795.1|DSUP, LOC119556639|XP_037724896.1|DSUP, LOC119556638|XP_037724895.1|DSUP
OG0001524	LOC108594661|XP_017835292.1|DBUS	LOC119549756|XP_037713928.1|DSUP
OG0001525	LOC108603586|XP_017848016.1|DBUS	LOC119556966|XP_037725403.1|DSUP
OG0001526	LOC108606055|XP_017851390.1|DBUS	LOC119557948|XP_037726896.1|DSUP, LOC119556780|XP_037725142.1|DSUP
OG0001527	LOC108607266|XP_033150240.1|DBUS	LOC119557043|XP_037725517.1|DSUP
OG0001528	LOC108604346|XP_017849263.1|DBUS	LOC119562180|XP_037731330.1|DSUP
OG0001529	LOC108605745|XP_017851031.1|DBUS	LOC119557408|XP_037726084.1|DSUP
OG0001530	LOC108604692|XP_017849742.1|DBUS	LOC119548443|XP_037711630.1|DSUP
OG0001531	LOC108595523|XP_017836267.1|DBUS	LOC119550581|XP_037715303.1|DSUP
OG0001534	LOC108605294|XP_017850433.1|DBUS	LOC119558159|XP_037727349.1|DSUP
OG0001535	LOC108606925|XP_017852961.1|DBUS	LOC119556008|XP_037723701.1|DSUP
OG0001536	LOC108605736|XP_017851020.1|DBUS	LOC119557785|XP_037726612.1|DSUP
OG0001537	LOC108600395|XP_017843437.1|DBUS	LOC119548457|XP_037711651.1|DSUP
OG0001538	LOC108606341|XP_017851874.1|DBUS	LOC119556416|XP_037724539.1|DSUP
OG0001539	LOC108597052|XP_017838860.1|DBUS	LOC119550793|XP_037715653.1|DSUP
OG0001540	LOC108594259|XP_017834873.1|DBUS	LOC119546071|XP_037708070.1|DSUP
OG0001541	LOC108599413|XP_017841713.1|DBUS	LOC119554256|XP_037721022.1|DSUP
