Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0001302	LOC108596526|XP_017837902.1|DBUS	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP
OG0001303	LOC108603668|XP_017848153.1|DBUS	CCAP1982_LOCUS3529|CAD6994798.1|CCAP
OG0001304	LOC108597256|XP_017839200.1|DBUS	CCAP1982_LOCUS20156|CAD7012054.1|CCAP
OG0001305	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS	CCAP1982_LOCUS228|CAD6991299.1|CCAP
OG0001306	LOC108602831|XP_017846561.1|DBUS	CCAP1982_LOCUS4381|CAD6995674.1|CCAP
OG0001307	LOC108599599|XP_017842040.1|DBUS	CCAP1982_LOCUS10909|CAD7002418.1|CCAP
OG0001309	LOC108603532|XP_017847918.1|DBUS	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP
OG0001312	LOC108597919|XP_017840025.2|DBUS	CCAP1982_LOCUS12830|CAD7004421.1|CCAP
OG0001313	LOC108596779|XP_017838367.1|DBUS	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP
OG0001314	LOC108608411|XP_017855259.1|DBUS	CCAP1982_LOCUS5817|CAD6997175.1|CCAP
OG0001316	LOC108595061|XP_017835695.1|DBUS	CCAP1982_LOCUS22757|CAD7014787.1|CCAP
OG0001317	LOC108596866|XP_033149230.1|DBUS	CCAP1982_LOCUS7889|CAD6999362.1|CCAP, CCAP1982_LOCUS7890|CAD6999363.1|CCAP
OG0001319	LOC108598462|XP_017840599.1|DBUS	CCAP1982_LOCUS6593|CAD6997976.1|CCAP
OG0001320	LOC108595218|XP_017835895.1|DBUS	CCAP1982_LOCUS20037|CAD7011925.1|CCAP
OG0001326	LOC108602768|XP_017846430.1|DBUS	CCAP1982_LOCUS1119|CAD6992249.1|CCAP
OG0001334	LOC108604723|XP_017849790.1|DBUS	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP
OG0001335	LOC108603850|XP_017848492.1|DBUS	CCAP1982_LOCUS5161|CAD6996492.1|CCAP
OG0001339	LOC108596553|XP_017837939.1|DBUS	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP
OG0001341	LOC108601888|XP_017845352.1|DBUS	CCAP1982_LOCUS3260|CAD6994516.1|CCAP
OG0001342	LOC108603694|XP_017848208.1|DBUS	CCAP1982_LOCUS2024|CAD6993204.1|CCAP
OG0001344	LOC108604331|XP_017849246.1|DBUS	CCAP1982_LOCUS2156|CAD6993338.1|CCAP
OG0001345	LOC108604561|XP_017849579.1|DBUS	CCAP1982_LOCUS1741|CAD6992908.1|CCAP
OG0001348	LOC108606593|XP_017852328.1|DBUS	CCAP1982_LOCUS22946|CAD7014988.1|CCAP
OG0001349	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS	CCAP1982_LOCUS14892|CAD7006578.1|CCAP
OG0001351	LOC108596489|XP_017837765.1|DBUS	CCAP1982_LOCUS21830|CAD7013810.1|CCAP
OG0001352	LOC108596956|XP_017838686.1|DBUS	CCAP1982_LOCUS21313|CAD7013242.1|CCAP
OG0001354	LOC108597548|XP_017839645.1|DBUS	CCAP1982_LOCUS23423|CAD7015484.1|CCAP
OG0001355	LOC108608201|XP_017854964.1|DBUS	CCAP1982_LOCUS21737|CAD7013696.1|CCAP
OG0001356	LOC108603481|XP_017847818.1|DBUS	CCAP1982_LOCUS404|CAD6991479.1|CCAP
OG0001357	LOC108599937|XP_017842647.1|DBUS	CCAP1982_LOCUS12062|CAD7003622.1|CCAP
OG0001358	LOC108601013|XP_033149737.1|DBUS	CCAP1982_LOCUS14516|CAD7006187.1|CCAP
OG0001359	LOC108607831|XP_017854379.1|DBUS	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP
OG0001360	LOC108597645|XP_017839783.1|DBUS	CCAP1982_LOCUS21902|CAD7013888.1|CCAP
OG0001361	LOC108598068|XP_017840171.2|DBUS	CCAP1982_LOCUS11412|CAD7002948.1|CCAP
OG0001362	LOC108598904|XP_017841156.1|DBUS	CCAP1982_LOCUS11823|CAD7003364.1|CCAP
OG0001363	LOC108603230|XP_017847334.1|DBUS	CCAP1982_LOCUS87|CAD6991145.1|CCAP
OG0001364	LOC108594659|XP_033150978.1|DBUS	CCAP1982_LOCUS21222|CAD7013151.1|CCAP
OG0001365	LOC108598726|XP_017840944.1|DBUS	CCAP1982_LOCUS11263|CAD7002793.1|CCAP
OG0001366	LOC108598007|XP_017840111.1|DBUS	CCAP1982_LOCUS12991|CAD7004596.1|CCAP
OG0001367	LOC108597360|XP_017839366.1|DBUS	CCAP1982_LOCUS23136|CAD7015185.1|CCAP
OG0001368	LOC108596324|XP_017837435.1|DBUS	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP
OG0001370	LOC108597523|XP_033149017.1|DBUS	CCAP1982_LOCUS22021|CAD7014015.1|CCAP
OG0001371	LOC108607473|XP_017853801.2|DBUS	CCAP1982_LOCUS5717|CAD6997064.1|CCAP
OG0001372	LOC108596137|XP_033150994.1|DBUS	CCAP1982_LOCUS21855|CAD7013835.1|CCAP
OG0001373	LOC108594271|XP_017834892.1|DBUS	CCAP1982_LOCUS7766|CAD6999234.1|CCAP
OG0001374	LOC108597148|XP_017839031.1|DBUS	CCAP1982_LOCUS7146|CAD6998564.1|CCAP
OG0001375	LOC108603073|XP_017847040.1|DBUS	CCAP1982_LOCUS675|CAD6991768.1|CCAP
OG0001376	LOC108595300|XP_017836003.1|DBUS	CCAP1982_LOCUS22471|CAD7014475.1|CCAP
OG0001377	LOC108608145|XP_033149788.1|DBUS	CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP
OG0001378	LOC108594229|XP_017834829.1|DBUS	CCAP1982_LOCUS6408|CAD6997783.1|CCAP
OG0001379	LOC108598264|XP_017840372.1|DBUS	CCAP1982_LOCUS6710|CAD6998096.1|CCAP
OG0001380	LOC108595043|XP_017835672.1|DBUS	CCAP1982_LOCUS21334|CAD7013263.1|CCAP
OG0001381	LOC108595321|XP_017836030.1|DBUS	CCAP1982_LOCUS21553|CAD7013493.1|CCAP
OG0001382	LOC108607844|XP_017854400.1|DBUS	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP
OG0001384	LOC108598577|XP_017840755.1|DBUS	CCAP1982_LOCUS5835|CAD6997196.1|CCAP
OG0001385	LOC108608450|XP_017855317.1|DBUS	CCAP1982_LOCUS5650|CAD6996988.1|CCAP
OG0001386	LOC108607815|XP_017854355.2|DBUS	CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP
OG0001387	LOC108598246|XP_017840353.1|DBUS	CCAP1982_LOCUS8048|CAD6999526.1|CCAP
OG0001389	LOC108604784|XP_017849871.1|DBUS	CCAP1982_LOCUS1903|CAD6993073.1|CCAP
OG0001390	LOC108594356|XP_017835003.1|DBUS	CCAP1982_LOCUS7880|CAD6999353.1|CCAP
OG0001391	LOC108598536|XP_017840708.1|DBUS	CCAP1982_LOCUS5828|CAD6997188.1|CCAP
OG0001392	LOC108605779|XP_017851071.1|DBUS	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP
OG0001394	LOC108607399|XP_017853663.1|DBUS	CCAP1982_LOCUS19538|CAD7011438.1|CCAP
OG0001395	LOC108604118|XP_017848892.1|DBUS	CCAP1982_LOCUS388|CAD6991463.1|CCAP
OG0001397	LOC108604774|XP_017849860.1|DBUS	CCAP1982_LOCUS4998|CAD6996319.1|CCAP
OG0001399	LOC108596987|XP_017838741.1|DBUS	CCAP1982_LOCUS21132|CAD7013050.1|CCAP
OG0001400	LOC108601668|XP_017845058.1|DBUS	CCAP1982_LOCUS6142|CAD6997503.1|CCAP
OG0001401	LOC108598163|XP_017840269.2|DBUS	CCAP1982_LOCUS13471|CAD7005109.1|CCAP
OG0001402	LOC108599508|XP_017841864.2|DBUS	CCAP1982_LOCUS14088|CAD7005737.1|CCAP
OG0001403	LOC108598770|XP_017841000.1|DBUS	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP
OG0001404	LOC108596388|XP_017837551.1|DBUS	CCAP1982_LOCUS20365|CAD7012269.1|CCAP
OG0001405	LOC108595288|XP_017836318.1|DBUS	CCAP1982_LOCUS20893|CAD7012792.1|CCAP
OG0001407	LOC108599593|XP_017842028.1|DBUS	CCAP1982_LOCUS12032|CAD7003583.1|CCAP
OG0001408	LOC108594829|XP_017835456.1|DBUS	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP
OG0001411	LOC108602089|XP_017845602.1|DBUS	CCAP1982_LOCUS2759|CAD6993975.1|CCAP
OG0001412	LOC108608298|XP_017855113.1|DBUS	CCAP1982_LOCUS8110|CAD6999586.1|CCAP
OG0001413	LOC108594880|XP_033150919.1|DBUS	CCAP1982_LOCUS23079|CAD7015129.1|CCAP, CCAP1982_LOCUS23077|CAD7015127.1|CCAP, CCAP1982_LOCUS23078|CAD7015128.1|CCAP
OG0001415	LOC108594961|XP_017835584.1|DBUS	CCAP1982_LOCUS20024|CAD7011913.1|CCAP
OG0001416	LOC108608066|XP_017854745.2|DBUS, LOC108598574|XP_017840750.1|DBUS	CCAP1982_LOCUS20705|CAD7012621.1|CCAP
OG0001417	LOC108607114|XP_017853236.1|DBUS	CCAP1982_LOCUS21009|CAD7012910.1|CCAP, CCAP1982_LOCUS21010|CAD7012911.1|CCAP, CCAP1982_LOCUS21011|CAD7012912.1|CCAP
OG0001418	LOC108598592|XP_017840774.2|DBUS	CCAP1982_LOCUS11084|CAD7002598.1|CCAP
OG0001429	LOC108604066|XP_017848819.1|DBUS	CCAP1982_LOCUS1446|CAD6992597.1|CCAP
OG0001430	LOC108603079|XP_017847056.1|DBUS	CCAP1982_LOCUS1915|CAD6993088.1|CCAP
OG0001437	LOC108607997|XP_017854647.1|DBUS	CCAP1982_LOCUS1003|CAD6992121.1|CCAP
OG0001438	LOC108601828|XP_017845258.1|DBUS	CCAP1982_LOCUS1198|CAD6992334.1|CCAP
OG0001439	LOC108602275|XP_017845821.1|DBUS	CCAP1982_LOCUS2418|CAD6993608.1|CCAP
OG0001443	LOC108603880|XP_017848541.1|DBUS	CCAP1982_LOCUS1087|CAD6992217.1|CCAP
OG0001444	LOC108604586|XP_017849606.1|DBUS	CCAP1982_LOCUS3898|CAD6995177.1|CCAP
OG0001445	LOC108604055|XP_017848806.1|DBUS	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP
OG0001446	LOC108602389|XP_017845990.1|DBUS	CCAP1982_LOCUS2757|CAD6993972.1|CCAP
OG0001447	LOC108603658|XP_017848124.1|DBUS	CCAP1982_LOCUS61|CAD6991115.1|CCAP
OG0001448	LOC108602767|XP_017846428.1|DBUS	CCAP1982_LOCUS1118|CAD6992248.1|CCAP
OG0001449	LOC108595985|XP_017836762.1|DBUS, LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS	CCAP1982_LOCUS12143|CAD7003706.1|CCAP
OG0001450	LOC108603908|XP_017848581.1|DBUS, LOC108608538|XP_033150726.1|DBUS	CCAP1982_LOCUS1353|CAD6992503.1|CCAP
OG0001451	LOC108597063|XP_017838876.1|DBUS	CCAP1982_LOCUS21472|CAD7013410.1|CCAP
OG0001452	LOC108595903|XP_033149142.1|DBUS	CCAP1982_LOCUS22575|CAD7014576.1|CCAP
OG0001453	LOC108600341|XP_017843353.2|DBUS	CCAP1982_LOCUS12525|CAD7004102.1|CCAP
OG0001454	LOC108604341|XP_017849257.1|DBUS	CCAP1982_LOCUS4208|CAD6995495.1|CCAP
OG0001455	LOC108598054|XP_033149295.1|DBUS	CCAP1982_LOCUS14933|CAD7006626.1|CCAP
OG0001456	LOC108596118|XP_017837051.2|DBUS	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP, CCAP1982_LOCUS23231|CAD7015284.1|CCAP
OG0001457	LOC108596084|XP_017836991.1|DBUS	CCAP1982_LOCUS23313|CAD7015368.1|CCAP
OG0001458	LOC108595459|XP_017836189.1|DBUS	CCAP1982_LOCUS21991|CAD7013982.1|CCAP
OG0001459	LOC108598886|XP_017841136.1|DBUS	CCAP1982_LOCUS12616|CAD7004197.1|CCAP, CCAP1982_LOCUS12627|CAD7004208.1|CCAP
OG0001460	LOC108596263|XP_017837308.1|DBUS	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP
OG0001462	LOC108599471|XP_017841799.2|DBUS	CCAP1982_LOCUS12226|CAD7003792.1|CCAP
OG0001463	LOC108602703|XP_017846344.1|DBUS	CCAP1982_LOCUS4832|CAD6996139.1|CCAP
OG0001465	LOC108597304|XP_017839272.1|DBUS	CCAP1982_LOCUS23292|CAD7015347.1|CCAP
OG0001466	LOC108608363|XP_017855201.2|DBUS	CCAP1982_LOCUS8263|CAD6999737.1|CCAP
OG0001467	LOC108608001|XP_017854655.1|DBUS	CCAP1982_LOCUS8527|CAD7000023.1|CCAP
OG0001468	LOC108598570|XP_017840744.2|DBUS	CCAP1982_LOCUS12076|CAD7003637.1|CCAP, CCAP1982_LOCUS1503|CAD6992658.1|CCAP
OG0001469	LOC108596337|XP_017837480.1|DBUS	CCAP1982_LOCUS21877|CAD7013858.1|CCAP
OG0001470	LOC108598839|XP_017841082.2|DBUS	CCAP1982_LOCUS14046|CAD7005694.1|CCAP
OG0001471	LOC108598023|XP_033149452.1|DBUS	CCAP1982_LOCUS10998|CAD7002509.1|CCAP, CCAP1982_LOCUS10995|CAD7002506.1|CCAP, CCAP1982_LOCUS11000|CAD7002511.1|CCAP
OG0001472	LOC117134908|XP_033150248.1|DBUS, LOC108598977|XP_017841240.1|DBUS	CCAP1982_LOCUS12411|CAD7003989.1|CCAP
OG0001473	LOC108602693|XP_017846321.1|DBUS	CCAP1982_LOCUS2309|CAD6993496.1|CCAP
OG0001474	LOC108604911|XP_017849970.1|DBUS, LOC108595261|XP_017835961.1|DBUS	CCAP1982_LOCUS22192|CAD7014186.1|CCAP
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	CCAP1982_LOCUS21622|CAD7013566.1|CCAP
OG0001476	LOC117135007|XP_033150676.1|DBUS	CCAP1982_LOCUS23003|CAD7015046.1|CCAP
OG0001476	LOC117135033|XP_033150751.1|DBUS	CCAP1982_LOCUS23001|CAD7015044.1|CCAP
OG0001478	LOC108607716|XP_017854207.1|DBUS	CCAP1982_LOCUS6943|CAD6998341.1|CCAP
OG0001480	LOC108594429|XP_017835092.1|DBUS	CCAP1982_LOCUS7499|CAD6998952.1|CCAP
OG0001481	LOC108607492|XP_017853828.1|DBUS	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP
OG0001482	LOC108594933|XP_017835556.1|DBUS	CCAP1982_LOCUS22940|CAD7014980.1|CCAP
OG0001483	LOC108608142|XP_017854873.1|DBUS	CCAP1982_LOCUS5446|CAD6996770.1|CCAP
OG0001484	LOC108598984|XP_033149607.1|DBUS	CCAP1982_LOCUS2927|CAD6994161.1|CCAP
OG0001485	LOC108598086|XP_017840188.1|DBUS	CCAP1982_LOCUS13494|CAD7005132.1|CCAP
OG0001486	LOC108594491|XP_017835173.1|DBUS	CCAP1982_LOCUS8832|CAD7000350.1|CCAP
OG0001487	LOC108603795|XP_017848385.2|DBUS	CCAP1982_LOCUS5886|CAD6997253.1|CCAP
OG0001488	LOC108595450|XP_017836179.1|DBUS	CCAP1982_LOCUS22517|CAD7014516.1|CCAP
OG0001490	LOC108602378|XP_017845976.1|DBUS	CCAP1982_LOCUS6385|CAD6997753.1|CCAP
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP
OG0001495	LOC108597506|XP_017839583.1|DBUS	CCAP1982_LOCUS22388|CAD7014394.1|CCAP
OG0001497	LOC108596990|XP_017838748.1|DBUS	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP
OG0001498	LOC108604026|XP_033149874.1|DBUS	CCAP1982_LOCUS4395|CAD6995688.1|CCAP
OG0001500	LOC108595141|XP_017835795.1|DBUS	CCAP1982_LOCUS21162|CAD7013087.1|CCAP
OG0001501	LOC108598980|XP_017841244.2|DBUS	CCAP1982_LOCUS4853|CAD6996161.1|CCAP, CCAP1982_LOCUS384|CAD6991459.1|CCAP
OG0001502	LOC108597221|XP_017839153.1|DBUS	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP
OG0001503	LOC108594685|XP_017835315.1|DBUS	CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP
OG0001505	LOC108596015|XP_033149200.1|DBUS	CCAP1982_LOCUS15016|CAD7006717.1|CCAP
OG0001506	LOC108597639|XP_017839775.1|DBUS	CCAP1982_LOCUS20292|CAD7012190.1|CCAP
OG0001507	LOC108595005|XP_017835629.1|DBUS	CCAP1982_LOCUS15035|CAD7006736.1|CCAP
OG0001508	LOC108595466|XP_017836200.1|DBUS	CCAP1982_LOCUS19705|CAD7011617.1|CCAP
OG0001509	LOC108594921|XP_017835545.1|DBUS	CCAP1982_LOCUS21064|CAD7012973.1|CCAP
OG0001510	LOC108608138|XP_017854864.1|DBUS	CCAP1982_LOCUS5603|CAD6996933.1|CCAP
OG0001512	LOC108600835|XP_017844119.1|DBUS	CCAP1982_LOCUS12364|CAD7003942.1|CCAP
OG0001513	LOC108598229|XP_033149754.1|DBUS	CCAP1982_LOCUS14665|CAD7006343.1|CCAP
OG0001517	LOC108601751|XP_017845164.1|DBUS	CCAP1982_LOCUS2393|CAD6993582.1|CCAP
OG0001518	LOC108605740|XP_017851027.1|DBUS	CCAP1982_LOCUS2328|CAD6993515.1|CCAP, CCAP1982_LOCUS2327|CAD6993514.1|CCAP
OG0001519	LOC108601678|XP_017845076.1|DBUS	CCAP1982_LOCUS4702|CAD6995996.1|CCAP
OG0001521	LOC108607650|XP_033150801.1|DBUS	CCAP1982_LOCUS6137|CAD6997495.1|CCAP, CCAP1982_LOCUS6136|CAD6997494.1|CCAP
OG0001524	LOC108594660|XP_017835291.1|DBUS, LOC108594661|XP_017835292.1|DBUS	CCAP1982_LOCUS20848|CAD7012744.1|CCAP
OG0001537	LOC108600395|XP_017843437.1|DBUS	CCAP1982_LOCUS7541|CAD6998994.1|CCAP
OG0001539	LOC108597052|XP_017838860.1|DBUS	CCAP1982_LOCUS22236|CAD7014233.1|CCAP
OG0001540	LOC108594259|XP_017834873.1|DBUS	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP
OG0001541	LOC108599413|XP_017841713.1|DBUS	CCAP1982_LOCUS13746|CAD7005386.1|CCAP
OG0001542	LOC108604323|XP_017849237.1|DBUS	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP
OG0001549	LOC108606567|XP_017852509.1|DBUS	CCAP1982_LOCUS7896|CAD6999369.1|CCAP
OG0001550	LOC108601741|XP_017845150.1|DBUS	CCAP1982_LOCUS2172|CAD6993354.1|CCAP
OG0001551	LOC108603464|XP_017847791.1|DBUS	CCAP1982_LOCUS3146|CAD6994394.1|CCAP
OG0001552	LOC108603924|XP_017848607.1|DBUS, LOC108594732|XP_017835358.1|DBUS	CCAP1982_LOCUS3882|CAD6995161.1|CCAP
OG0001554	LOC108603527|XP_017847910.1|DBUS, LOC108601588|XP_017844977.1|DBUS	CCAP1982_LOCUS1047|CAD6992172.1|CCAP
OG0001556	LOC108595646|XP_017836410.1|DBUS	CCAP1982_LOCUS21904|CAD7013890.1|CCAP
OG0001559	LOC108601659|XP_017845048.1|DBUS	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP
OG0001560	LOC108603381|XP_017847641.1|DBUS	CCAP1982_LOCUS4333|CAD6995627.1|CCAP
OG0001561	LOC108601657|XP_017845045.1|DBUS	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP
OG0001562	LOC108607833|XP_017854382.1|DBUS	CCAP1982_LOCUS1189|CAD6992322.1|CCAP
OG0001563	LOC108603397|XP_017847669.1|DBUS	CCAP1982_LOCUS20081|CAD7011970.1|CCAP
OG0001564	LOC108603070|XP_017847022.1|DBUS	CCAP1982_LOCUS2912|CAD6994146.1|CCAP
OG0001565	LOC108601975|XP_017845457.1|DBUS	CCAP1982_LOCUS2206|CAD6993390.1|CCAP, CCAP1982_LOCUS2201|CAD6993385.1|CCAP
OG0001566	LOC108603322|XP_017847527.1|DBUS	CCAP1982_LOCUS2933|CAD6994168.1|CCAP
OG0001567	LOC108597624|XP_017839756.1|DBUS	CCAP1982_LOCUS20683|CAD7012598.1|CCAP
OG0001568	LOC108603213|XP_017847294.1|DBUS	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP
OG0001569	LOC108604661|XP_017849702.1|DBUS	CCAP1982_LOCUS1296|CAD6992434.1|CCAP
OG0001570	LOC108603209|XP_017847285.1|DBUS	CCAP1982_LOCUS2355|CAD6993543.1|CCAP
OG0001571	LOC117134991|XP_033150591.1|DBUS	CCAP1982_LOCUS5652|CAD6996990.1|CCAP
OG0001573	LOC108600374|XP_017843401.1|DBUS	CCAP1982_LOCUS11587|CAD7003125.1|CCAP
OG0001575	LOC108601867|XP_017845314.1|DBUS	CCAP1982_LOCUS3773|CAD6995046.1|CCAP
OG0001576	LOC108604658|XP_017849697.1|DBUS	CCAP1982_LOCUS117|CAD6991178.1|CCAP
OG0001577	LOC108602988|XP_017846867.1|DBUS	CCAP1982_LOCUS9052|CAD7000578.1|CCAP
OG0001580	LOC108597463|XP_017839524.1|DBUS	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP, CCAP1982_LOCUS23297|CAD7015352.1|CCAP
OG0001582	LOC108596584|XP_017837998.1|DBUS	CCAP1982_LOCUS22748|CAD7014775.1|CCAP
OG0001583	LOC108596789|XP_017838381.1|DBUS	CCAP1982_LOCUS22705|CAD7014727.1|CCAP
OG0001583	LOC117135087|XP_033150915.1|DBUS	CCAP1982_LOCUS22707|CAD7014729.1|CCAP
OG0001584	LOC108598370|XP_017840481.1|DBUS	CCAP1982_LOCUS10967|CAD7002478.1|CCAP
OG0001586	LOC108599942|XP_017842655.1|DBUS	CCAP1982_LOCUS11853|CAD7003396.1|CCAP
OG0001587	LOC108596516|XP_017837847.1|DBUS	CCAP1982_LOCUS23022|CAD7015066.1|CCAP
OG0001588	LOC108595400|XP_017836115.1|DBUS	CCAP1982_LOCUS21201|CAD7013129.1|CCAP
OG0001589	LOC108608342|XP_017855175.1|DBUS	CCAP1982_LOCUS5882|CAD6997249.1|CCAP
OG0001590	LOC108596608|XP_017838028.1|DBUS	CCAP1982_LOCUS20139|CAD7012036.1|CCAP
OG0001592	LOC108607582|XP_033149779.1|DBUS	CCAP1982_LOCUS8353|CAD6999841.1|CCAP
OG0001593	LOC108608052|XP_033149776.1|DBUS	CCAP1982_LOCUS8340|CAD6999829.1|CCAP
OG0001594	LOC108594245|XP_017834852.1|DBUS	CCAP1982_LOCUS8197|CAD6999667.1|CCAP
OG0001594	LOC108598529|XP_033149934.1|DBUS	CCAP1982_LOCUS8198|CAD6999668.1|CCAP
OG0001595	LOC108597084|XP_017838919.1|DBUS	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP
OG0001596	LOC108594341|XP_033150519.1|DBUS	CCAP1982_LOCUS6097|CAD6997451.1|CCAP
OG0001598	LOC108608123|XP_033150862.1|DBUS	CCAP1982_LOCUS6566|CAD6997949.1|CCAP, CCAP1982_LOCUS6570|CAD6997953.1|CCAP
OG0001599	LOC108608452|XP_017855321.1|DBUS	CCAP1982_LOCUS6415|CAD6997790.1|CCAP
OG0001601	LOC108608443|XP_017855308.1|DBUS	CCAP1982_LOCUS9239|CAD7000764.1|CCAP
OG0001603	LOC108595529|XP_033150151.1|DBUS	CCAP1982_LOCUS5630|CAD6996964.1|CCAP
OG0001605	LOC108595155|XP_017835814.1|DBUS	CCAP1982_LOCUS22126|CAD7014120.1|CCAP
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	CCAP1982_LOCUS7005|CAD6998405.1|CCAP
OG0001608	LOC108594459|XP_017835126.1|DBUS	CCAP1982_LOCUS5486|CAD6996813.1|CCAP
OG0001609	LOC108594756|XP_033149083.1|DBUS	CCAP1982_LOCUS7242|CAD6998684.1|CCAP
OG0001610	LOC108601882|XP_017845349.2|DBUS	CCAP1982_LOCUS5695|CAD6997037.1|CCAP
OG0001612	LOC108607975|XP_017854617.1|DBUS	CCAP1982_LOCUS8268|CAD6999742.1|CCAP
OG0001613	LOC108599269|XP_017841558.1|DBUS	CCAP1982_LOCUS5623|CAD6996956.1|CCAP
OG0001614	LOC108595403|XP_017836118.1|DBUS	CCAP1982_LOCUS22551|CAD7014550.1|CCAP
OG0001615	LOC108607651|XP_033150804.1|DBUS	CCAP1982_LOCUS6168|CAD6997529.1|CCAP
OG0001616	LOC108594444|XP_017835108.1|DBUS	CCAP1982_LOCUS7604|CAD6999057.1|CCAP
OG0001617	LOC108608231|XP_033150433.1|DBUS	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP
OG0001619	LOC108608075|XP_017854760.1|DBUS	CCAP1982_LOCUS5387|CAD6996703.1|CCAP
