Orthogroup	DBUS.longest_only	DEUG.longest_only
OG0001434	LOC108605749|XP_017851037.1|DBUS	LOC108118294|XP_017086391.1|DEUG
OG0001435	LOC108597036|XP_017838818.1|DBUS	LOC108109001|XP_017072757.1|DEUG
OG0001436	LOC108605711|XP_017850992.1|DBUS	LOC108105511|XP_017067625.1|DEUG
OG0001437	LOC108607997|XP_017854647.1|DBUS	LOC108106071|XP_017068418.1|DEUG
OG0001438	LOC108601828|XP_017845258.1|DBUS	LOC108116022|XP_017083198.1|DEUG
OG0001439	LOC108602275|XP_017845821.1|DBUS	LOC108110247|XP_017074724.1|DEUG
OG0001440	LOC108606032|XP_017851349.1|DBUS	LOC108102934|XP_017063685.1|DEUG
OG0001442	LOC108602126|XP_017845645.1|DBUS	LOC108106983|XP_017069808.1|DEUG
OG0001443	LOC108603880|XP_017848541.1|DBUS	LOC108111370|XP_017076291.1|DEUG
OG0001444	LOC108604586|XP_017849606.1|DBUS	LOC108109557|XP_017073618.1|DEUG
OG0001445	LOC108604055|XP_017848806.1|DBUS	LOC108114976|XP_017081688.1|DEUG
OG0001446	LOC108602389|XP_017845990.1|DBUS	LOC108115682|XP_017082740.1|DEUG
OG0001447	LOC108603658|XP_017848124.1|DBUS	LOC108116454|XP_017083862.1|DEUG
OG0001448	LOC108602767|XP_017846428.1|DBUS	LOC108111429|XP_017076381.1|DEUG
OG0001449	LOC108595985|XP_017836762.1|DBUS	LOC108113217|XP_017079242.1|DEUG
OG0001450	LOC108608538|XP_033150726.1|DBUS	LOC108102502|XP_017063014.1|DEUG
OG0001451	LOC108597063|XP_017838876.1|DBUS	LOC108112442|XP_017077775.1|DEUG
OG0001452	LOC108595903|XP_033149142.1|DBUS	LOC108112935|XP_017078817.1|DEUG, LOC108112134|XP_017077372.1|DEUG
OG0001453	LOC108600341|XP_017843353.2|DBUS	LOC108114562|XP_017081101.1|DEUG
OG0001454	LOC108604341|XP_017849257.1|DBUS	LOC108117252|XP_017085091.1|DEUG
OG0001455	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS	LOC108114442|XP_017080924.1|DEUG
OG0001456	LOC108596118|XP_017837051.2|DBUS	LOC108106523|XP_017069120.1|DEUG, LOC108104835|XP_017066627.1|DEUG
OG0001457	LOC108596084|XP_017836991.1|DBUS	LOC108112558|XP_017077993.1|DEUG
OG0001458	LOC108595459|XP_017836189.1|DBUS	LOC108106271|XP_017068725.1|DEUG
OG0001459	LOC108598886|XP_017841136.1|DBUS	LOC108108127|XP_017071537.1|DEUG
OG0001460	LOC108596263|XP_017837308.1|DBUS	LOC108112589|XP_017078120.1|DEUG
OG0001462	LOC108599471|XP_017841799.2|DBUS	LOC108107935|XP_017071252.1|DEUG
OG0001463	LOC108602703|XP_017846344.1|DBUS	LOC108113607|XP_017079753.1|DEUG
OG0001464	LOC108599562|XP_017841947.1|DBUS	LOC108104390|XP_017065918.1|DEUG
OG0001465	LOC108597304|XP_017839272.1|DBUS	LOC108113250|XP_017079286.1|DEUG
OG0001466	LOC108608363|XP_017855201.2|DBUS	LOC108104105|XP_017065493.1|DEUG
OG0001467	LOC108608001|XP_017854655.1|DBUS	LOC108111655|XP_017076678.1|DEUG
OG0001468	LOC108598570|XP_017840744.2|DBUS	LOC108117402|XP_017085298.1|DEUG, LOC108108266|XP_017071713.1|DEUG
OG0001469	LOC108596337|XP_017837480.1|DBUS	LOC108106461|XP_017069015.1|DEUG
OG0001470	LOC108598839|XP_017841082.2|DBUS	LOC108113951|XP_017080152.1|DEUG
OG0001471	LOC108598023|XP_033149452.1|DBUS	LOC108104676|XP_017066356.1|DEUG
OG0001472	LOC108598977|XP_017841240.1|DBUS	LOC108114375|XP_017080816.1|DEUG
OG0001473	LOC108602693|XP_017846321.1|DBUS	LOC108114945|XP_017081618.1|DEUG
OG0001474	LOC108604911|XP_017849970.1|DBUS	LOC108103250|XP_017064142.1|DEUG
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	LOC108104840|XP_017066637.1|DEUG
OG0001476	LOC117135033|XP_033150751.1|DBUS	LOC108109968|XP_017074274.1|DEUG
OG0001477	LOC108604328|XP_017849243.1|DBUS	LOC108111421|XP_017076368.1|DEUG
OG0001478	LOC108607716|XP_017854207.1|DBUS	LOC108110747|XP_017075444.1|DEUG
OG0001479	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS	LOC108105508|XP_017067621.1|DEUG
OG0001480	LOC108594429|XP_017835092.1|DBUS	LOC108111005|XP_017075805.1|DEUG
OG0001481	LOC108607492|XP_017853828.1|DBUS	LOC108115472|XP_017082421.1|DEUG
OG0001482	LOC108594933|XP_017835556.1|DBUS	LOC108112429|XP_017077761.1|DEUG
OG0001483	LOC108608142|XP_017854873.1|DBUS	LOC108118309|XP_017086410.1|DEUG
OG0001484	LOC108598984|XP_033149607.1|DBUS	LOC108110438|XP_017074994.1|DEUG
OG0001485	LOC108598086|XP_017840188.1|DBUS	LOC108108622|XP_017072210.1|DEUG
OG0001486	LOC108594491|XP_017835173.1|DBUS	LOC108106067|XP_017068414.1|DEUG, LOC108106192|XP_017068605.1|DEUG
OG0001487	LOC108603795|XP_017848385.2|DBUS	LOC108117613|XP_017085628.1|DEUG
OG0001488	LOC108595450|XP_017836179.1|DBUS	LOC108111911|XP_017077039.1|DEUG
OG0001489	LOC108595698|XP_017836473.1|DBUS	LOC108114815|XP_017081422.1|DEUG
OG0001490	LOC108602378|XP_017845976.1|DBUS	LOC108110765|XP_017075469.1|DEUG
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	LOC108110661|XP_017075263.1|DEUG
OG0001492	LOC108606108|XP_017851448.1|DBUS	LOC108106908|XP_017069648.1|DEUG
OG0001493	LOC108605234|XP_017850336.1|DBUS	LOC108105079|XP_017066992.1|DEUG
OG0001494	LOC108606052|XP_017851389.1|DBUS	LOC108104980|XP_017066842.1|DEUG
OG0001495	LOC108597506|XP_017839583.1|DBUS	LOC108109010|XP_017072771.1|DEUG
OG0001496	LOC108605591|XP_017850853.1|DBUS	LOC108117428|XP_017085331.1|DEUG
OG0001497	LOC108596990|XP_017838748.1|DBUS	LOC108104608|XP_017066271.1|DEUG
OG0001498	LOC108604026|XP_033149874.1|DBUS	LOC108116219|XP_017083497.1|DEUG, LOC108115046|XP_017081783.1|DEUG
OG0001500	LOC108595141|XP_017835795.1|DBUS	LOC108111990|XP_017077207.1|DEUG
OG0001501	LOC108598980|XP_017841244.2|DBUS	LOC108111721|XP_017076762.1|DEUG
OG0001502	LOC108597221|XP_017839153.1|DBUS	LOC108106386|XP_017068881.1|DEUG
OG0001503	LOC108594685|XP_017835315.1|DBUS	LOC108113198|XP_017079214.1|DEUG
OG0001504	LOC108606484|XP_017852112.1|DBUS	LOC108103685|XP_017064763.1|DEUG
OG0001505	LOC108596015|XP_033149200.1|DBUS	LOC108112171|XP_017077437.1|DEUG
OG0001506	LOC108597639|XP_017839775.1|DBUS	LOC108112842|XP_017078643.1|DEUG
OG0001507	LOC108595005|XP_017835629.1|DBUS	LOC108112703|XP_017078413.1|DEUG
OG0001508	LOC108595466|XP_017836200.1|DBUS	LOC108108897|XP_017072608.1|DEUG
OG0001509	LOC108594921|XP_017835545.1|DBUS	LOC108112358|XP_017077675.1|DEUG
OG0001510	LOC108608138|XP_017854864.1|DBUS	LOC108113428|XP_017079476.1|DEUG
OG0001511	LOC108597145|XP_017839028.1|DBUS	LOC108107451|XP_017070487.1|DEUG
OG0001512	LOC108600835|XP_017844119.1|DBUS	LOC108102712|XP_017063341.1|DEUG
OG0001515	LOC108606768|XP_017852669.1|DBUS	LOC108105464|XP_017067553.1|DEUG
OG0001517	LOC108601751|XP_017845164.1|DBUS	LOC108115879|XP_017083008.1|DEUG
OG0001518	LOC108605740|XP_017851027.1|DBUS	LOC108118090|XP_017086132.1|DEUG
OG0001520	LOC108602350|XP_017845939.1|DBUS	LOC108115321|XP_017082217.1|DEUG, LOC108115322|XP_017082218.1|DEUG
OG0001521	LOC108607650|XP_033150801.1|DBUS	LOC108106984|XP_017069809.1|DEUG
OG0001522	LOC108608415|XP_017855263.2|DBUS	LOC108110560|XP_017075140.1|DEUG, LOC108107587|XP_017070638.1|DEUG, LOC108118397|XP_017086562.1|DEUG, LOC108102467|XP_017062965.1|DEUG
OG0001524	LOC108594661|XP_017835292.1|DBUS	LOC108106324|XP_017068784.1|DEUG
OG0001526	LOC108606055|XP_017851390.1|DBUS	LOC108102951|XP_017063718.1|DEUG, LOC108102952|XP_017063719.1|DEUG
OG0001527	LOC108607266|XP_033150240.1|DBUS	LOC108103185|XP_017064061.1|DEUG, LOC108103186|XP_017064062.1|DEUG
OG0001528	LOC108604346|XP_017849263.1|DBUS	LOC108113727|XP_017079901.1|DEUG, LOC108113726|XP_017079899.1|DEUG
OG0001529	LOC108605745|XP_017851031.1|DBUS	LOC108103538|XP_017064556.1|DEUG
OG0001530	LOC108604692|XP_017849742.1|DBUS	LOC108108527|XP_017072091.1|DEUG
OG0001531	LOC108595523|XP_017836267.1|DBUS	LOC108111912|XP_017077040.1|DEUG
OG0001534	LOC108605294|XP_017850433.1|DBUS	LOC108109721|XP_017073843.1|DEUG
OG0001535	LOC108606925|XP_017852961.1|DBUS	LOC108114768|XP_017081404.1|DEUG
OG0001536	LOC108605736|XP_017851020.1|DBUS	LOC108117475|XP_017085391.1|DEUG
OG0001537	LOC108600395|XP_017843437.1|DBUS	LOC108110732|XP_017075411.1|DEUG
OG0001538	LOC108606341|XP_017851874.1|DBUS	LOC108118357|XP_017086512.1|DEUG
OG0001539	LOC108597052|XP_017838860.1|DBUS	LOC108109037|XP_017072824.1|DEUG
OG0001540	LOC108594259|XP_017834873.1|DBUS	LOC108110751|XP_017075449.1|DEUG
OG0001541	LOC108599413|XP_017841713.1|DBUS	LOC108116752|XP_017084258.1|DEUG
OG0001542	LOC108604323|XP_017849237.1|DBUS	LOC108116444|XP_017083843.1|DEUG
OG0001543	LOC108605541|XP_017850782.1|DBUS	LOC108103966|XP_017065229.1|DEUG
OG0001544	LOC108604973|XP_017850032.2|DBUS	LOC108110387|XP_017074922.1|DEUG
OG0001545	LOC108605664|XP_017850940.1|DBUS	LOC108105910|XP_017068173.1|DEUG
OG0001546	LOC108607110|XP_017853228.1|DBUS	LOC108117711|XP_017085755.1|DEUG
OG0001548	LOC108607175|XP_017853318.1|DBUS	LOC108103930|XP_017065171.1|DEUG
OG0001549	LOC108606567|XP_017852509.1|DBUS	LOC108118432|XP_017086622.1|DEUG
OG0001550	LOC108601741|XP_017845150.1|DBUS	LOC108117482|XP_017085442.1|DEUG
OG0001551	LOC108603464|XP_017847791.1|DBUS	LOC108115702|XP_017082761.1|DEUG
OG0001552	LOC108603924|XP_017848607.1|DBUS	LOC108112850|XP_017078661.1|DEUG
OG0001553	LOC108605093|XP_033150208.1|DBUS	LOC108118289|XP_017086379.1|DEUG
OG0001554	LOC108601588|XP_017844977.1|DBUS	LOC108116453|XP_017083859.1|DEUG
OG0001556	LOC108595646|XP_017836410.1|DBUS	LOC108113255|XP_017079292.1|DEUG
OG0001557	LOC108605208|XP_017850300.1|DBUS	LOC108109976|XP_017074286.1|DEUG
OG0001558	LOC108606946|XP_017852991.1|DBUS	LOC108115202|XP_017082016.1|DEUG
OG0001559	LOC108601659|XP_017845048.1|DBUS	LOC108116674|XP_017084160.1|DEUG
OG0001560	LOC108603381|XP_017847641.1|DBUS	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG
OG0001561	LOC108601657|XP_017845045.1|DBUS	LOC108111595|XP_017076605.1|DEUG
OG0001562	LOC108607833|XP_017854382.1|DBUS	LOC108106933|XP_017069687.1|DEUG
OG0001563	LOC108603397|XP_017847669.1|DBUS	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG, LOC108112068|XP_017077306.1|DEUG
OG0001564	LOC108603070|XP_017847022.1|DBUS	LOC108109464|XP_017073468.1|DEUG
OG0001565	LOC108601975|XP_017845457.1|DBUS	LOC108109501|XP_017073529.1|DEUG
OG0001566	LOC108603322|XP_017847527.1|DBUS	LOC108116462|XP_017083881.1|DEUG
OG0001567	LOC108597624|XP_017839756.1|DBUS	LOC108106763|XP_017069492.1|DEUG
OG0001568	LOC108603213|XP_017847294.1|DBUS	LOC108111664|XP_017076684.1|DEUG
OG0001569	LOC108604661|XP_017849702.1|DBUS	LOC108116990|XP_017084644.1|DEUG
OG0001570	LOC108603209|XP_017847285.1|DBUS	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG
OG0001571	LOC117134991|XP_033150591.1|DBUS	LOC108111237|XP_017076129.1|DEUG
OG0001572	LOC108605519|XP_017850757.1|DBUS	LOC108103023|XP_017063839.1|DEUG
OG0001573	LOC108600374|XP_017843401.1|DBUS	LOC108107794|XP_017070994.1|DEUG
OG0001574	LOC108606973|XP_017853030.1|DBUS	LOC108105518|XP_017067633.1|DEUG
OG0001575	LOC108601867|XP_017845314.1|DBUS	LOC108116586|XP_017084018.1|DEUG
OG0001576	LOC108604658|XP_017849697.1|DBUS	LOC108116471|XP_017083891.1|DEUG
OG0001577	LOC108602988|XP_017846867.1|DBUS	LOC108111401|XP_017076327.1|DEUG
OG0001578	LOC108597751|XP_017839948.1|DBUS	LOC108113281|XP_017079319.1|DEUG
OG0001579	LOC108606802|XP_017852760.1|DBUS	LOC108105030|XP_017066916.1|DEUG
OG0001580	LOC108597463|XP_017839524.1|DBUS	LOC108112976|XP_017078873.1|DEUG
OG0001581	LOC108605040|XP_033150281.1|DBUS	LOC108103148|XP_017064010.1|DEUG
OG0001582	LOC108596584|XP_017837998.1|DBUS	LOC108106648|XP_017069352.1|DEUG
OG0001583	LOC108596789|XP_017838381.1|DBUS	LOC108113043|XP_017078961.1|DEUG
OG0001584	LOC108598370|XP_017840481.1|DBUS	LOC108104625|XP_017066289.1|DEUG
OG0001585	LOC108605203|XP_017850292.1|DBUS	LOC108109956|XP_017074259.1|DEUG
OG0001586	LOC108599942|XP_017842655.1|DBUS	LOC108102727|XP_017063355.1|DEUG
OG0001587	LOC108596516|XP_017837847.1|DBUS	LOC108104158|XP_017065548.1|DEUG
OG0001588	LOC108595400|XP_017836115.1|DBUS	LOC108112693|XP_017078383.1|DEUG
OG0001589	LOC108608342|XP_017855175.1|DBUS	LOC108102330|XP_017062619.1|DEUG, LOC108111897|XP_017077022.1|DEUG
OG0001590	LOC108596608|XP_017838028.1|DBUS	LOC108109047|XP_017072848.1|DEUG
OG0001591	LOC108604407|XP_017849362.1|DBUS	LOC108116067|XP_017083268.1|DEUG
OG0001592	LOC108607582|XP_033149779.1|DBUS	LOC108104042|XP_017065365.1|DEUG
OG0001593	LOC108608052|XP_033149776.1|DBUS	LOC108104144|XP_017065534.1|DEUG
OG0001594	LOC108598529|XP_033149934.1|DBUS	LOC108102534|XP_017063080.1|DEUG
OG0001595	LOC108597084|XP_017838919.1|DBUS	LOC108106676|XP_017069395.1|DEUG
OG0001596	LOC108594341|XP_033150519.1|DBUS	LOC108106987|XP_017069813.1|DEUG
OG0001598	LOC108608123|XP_033150862.1|DBUS	LOC108105822|XP_017068052.1|DEUG
OG0001599	LOC108608452|XP_017855321.1|DBUS	LOC108107049|XP_017069900.1|DEUG
OG0001600	LOC108607930|XP_033150043.1|DBUS	LOC108105824|XP_017068056.1|DEUG
OG0001601	LOC108608443|XP_017855308.1|DBUS	LOC108113451|XP_017079514.1|DEUG
OG0001602	LOC108598647|XP_017840847.2|DBUS	LOC108108267|XP_017071718.1|DEUG
OG0001603	LOC108595529|XP_033150151.1|DBUS	LOC108111243|XP_017076135.1|DEUG
OG0001604	LOC108605171|XP_033150421.1|DBUS	LOC108103244|XP_017064135.1|DEUG
OG0001605	LOC108595155|XP_017835814.1|DBUS	LOC108104609|XP_017066272.1|DEUG
OG0001606	LOC117135005|XP_033150673.1|DBUS	LOC108111828|XP_017076923.1|DEUG
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	LOC108118445|XP_017086642.1|DEUG
OG0001608	LOC108594459|XP_017835126.1|DBUS	LOC108114858|XP_017081492.1|DEUG
OG0001609	LOC108594756|XP_033149083.1|DBUS	LOC108112258|XP_017077569.1|DEUG
OG0001610	LOC108601882|XP_017845349.2|DBUS	LOC108114861|XP_017081499.1|DEUG
OG0001611	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS	LOC108115519|XP_017082509.1|DEUG
OG0001612	LOC108607975|XP_017854617.1|DBUS	LOC108106084|XP_017068431.1|DEUG
OG0001613	LOC108599269|XP_017841558.1|DBUS	LOC108110823|XP_017075547.1|DEUG
OG0001614	LOC108595403|XP_017836118.1|DBUS	LOC108104596|XP_017066248.1|DEUG
OG0001615	LOC108607651|XP_033150804.1|DBUS	LOC108113883|XP_017080079.1|DEUG, LOC108113291|XP_017079333.1|DEUG
OG0001616	LOC108594444|XP_017835108.1|DBUS	LOC108110842|XP_017075613.1|DEUG, LOC108104111|XP_017065500.1|DEUG
OG0001617	LOC108608231|XP_033150433.1|DBUS	LOC108114839|XP_017081470.1|DEUG
OG0001618	LOC108607318|XP_017853478.1|DBUS	LOC108110894|XP_017075641.1|DEUG
OG0001619	LOC108608075|XP_017854760.1|DBUS	LOC108111219|XP_017076108.1|DEUG
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	LOC108107483|XP_017070518.1|DEUG
OG0001621	LOC108594737|XP_017835364.1|DBUS	LOC108112414|XP_017077745.1|DEUG
OG0001622	LOC108606468|XP_017852080.1|DBUS	LOC108103152|XP_017064015.1|DEUG
OG0001623	LOC108607926|XP_017854529.1|DBUS	LOC108110962|XP_017075751.1|DEUG
OG0001624	LOC108601953|XP_017845431.2|DBUS	LOC108106991|XP_017069818.1|DEUG
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	LOC108114843|XP_017081478.1|DEUG
OG0001626	LOC108598881|XP_017841133.1|DBUS	LOC108106147|XP_017068535.1|DEUG
OG0001627	LOC108602377|XP_017845971.1|DBUS	LOC108105615|XP_017067785.1|DEUG
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	LOC108113555|XP_017079637.1|DEUG
OG0001629	LOC108604795|XP_033150695.1|DBUS	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG
OG0001630	LOC108601721|XP_017845127.1|DBUS	LOC108116712|XP_017084222.1|DEUG
OG0001631	LOC108603976|XP_017848689.1|DBUS	LOC108114925|XP_017081601.1|DEUG
OG0001632	LOC108599423|XP_017841727.1|DBUS	LOC108110694|XP_017075314.1|DEUG
OG0001633	LOC108601663|XP_017845053.1|DBUS	LOC108116440|XP_017083837.1|DEUG
OG0001634	LOC108604042|XP_017848794.1|DBUS	LOC108118499|XP_017086724.1|DEUG
OG0001635	LOC108601833|XP_017845263.1|DBUS	LOC108113642|XP_017079801.1|DEUG
OG0001636	LOC108602479|XP_017846091.1|DBUS	LOC108116192|XP_017083423.1|DEUG
OG0001637	LOC108603171|XP_017847217.1|DBUS	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG
OG0001638	LOC108605427|XP_017850592.1|DBUS	LOC108103303|XP_017064215.1|DEUG
OG0001639	LOC108597589|XP_017839697.1|DBUS	LOC108110359|XP_017074887.1|DEUG
OG0001640	LOC108601889|XP_017845353.1|DBUS	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG
OG0001641	LOC108604603|XP_017849629.1|DBUS	LOC108116434|XP_017083822.1|DEUG
OG0001642	LOC108607280|XP_017853464.1|DBUS	LOC108103441|XP_017064411.1|DEUG
OG0001644	LOC108598986|XP_017841242.1|DBUS	LOC108113833|XP_017080030.1|DEUG
OG0001645	LOC108597279|XP_017839739.2|DBUS	LOC108112313|XP_017077628.1|DEUG
OG0001646	LOC108596763|XP_017838338.1|DBUS	LOC108112480|XP_017077828.1|DEUG
OG0001647	LOC108595225|XP_017835902.2|DBUS	LOC108112570|XP_017078026.1|DEUG
OG0001648	LOC108598225|XP_033149650.1|DBUS	LOC108105948|XP_017068233.1|DEUG
OG0001649	LOC108597011|XP_017838778.1|DBUS	LOC108106514|XP_017069097.1|DEUG
OG0001650	LOC108597465|XP_033149113.1|DBUS	LOC108111961|XP_017077151.1|DEUG
OG0001652	LOC108598856|XP_017841103.1|DBUS	LOC108108613|XP_017072201.1|DEUG
OG0001653	LOC108600712|XP_017843934.2|DBUS	LOC108108763|XP_017072419.1|DEUG
OG0001654	LOC108597043|XP_017838829.1|DBUS	LOC108112780|XP_017078544.1|DEUG
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	LOC108104814|XP_017066587.1|DEUG
OG0001656	LOC108594268|XP_017834887.1|DBUS	LOC108111175|XP_017076044.1|DEUG
OG0001657	LOC108598776|XP_017841006.1|DBUS	LOC108118224|XP_017086291.1|DEUG
OG0001658	LOC108600377|XP_017843406.1|DBUS	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG
OG0001659	LOC108601095|XP_017844495.1|DBUS	LOC108104017|XP_017065336.1|DEUG
OG0001660	LOC108599525|XP_017841888.1|DBUS	LOC108102810|XP_017063476.1|DEUG
OG0001661	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS	LOC108116461|XP_017083880.1|DEUG
OG0001662	LOC108600452|XP_017843528.2|DBUS	LOC108109886|XP_017074177.1|DEUG
OG0001663	LOC108601669|XP_017845060.1|DBUS	LOC108115800|XP_017082914.1|DEUG, LOC108116904|XP_017084506.1|DEUG
OG0001664	LOC108597237|XP_017839175.1|DBUS	LOC108109181|XP_017073099.1|DEUG
OG0001666	LOC108607616|XP_017854018.1|DBUS	LOC108111037|XP_017075855.1|DEUG
OG0001667	LOC108595170|XP_017835830.1|DBUS	LOC108112918|XP_017078794.1|DEUG
OG0001668	LOC108600255|XP_017843182.1|DBUS	LOC108108077|XP_017071448.1|DEUG
OG0001669	LOC108598366|XP_017840476.1|DBUS	LOC108107665|XP_017070742.1|DEUG, LOC108107705|XP_017070800.1|DEUG
OG0001670	LOC108596238|XP_017837269.1|DBUS	LOC108110129|XP_017074524.1|DEUG, LOC108110346|XP_017074868.1|DEUG
OG0001671	LOC108605443|XP_017850618.1|DBUS	LOC108102391|XP_017062822.1|DEUG
OG0001672	LOC108596307|XP_017837399.1|DBUS	LOC108112254|XP_017077565.1|DEUG
OG0001673	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS	LOC108113277|XP_017079315.1|DEUG, LOC108112957|XP_017078846.1|DEUG
OG0001674	LOC108604259|XP_017849142.1|DBUS	LOC108111734|XP_017076777.1|DEUG, LOC108114983|XP_017081703.1|DEUG
OG0001675	LOC108604265|XP_017849148.1|DBUS	LOC108113654|XP_017079814.1|DEUG, LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG
OG0001676	LOC117134719|XP_033149193.1|DBUS	LOC108108866|XP_017072573.1|DEUG, LOC108108868|XP_017072575.1|DEUG, LOC108108867|XP_017072574.1|DEUG
OG0001678	LOC108605382|XP_017850540.2|DBUS	LOC108105335|XP_017067317.1|DEUG
OG0001679	LOC108607235|XP_017853402.1|DBUS	LOC108103267|XP_017064167.1|DEUG
OG0001680	LOC108603549|XP_017847957.2|DBUS	LOC108104974|XP_017066833.1|DEUG
OG0001681	LOC108605564|XP_017850820.1|DBUS	LOC108103194|XP_017064071.1|DEUG
OG0001682	LOC108605792|XP_017851083.1|DBUS	LOC108117632|XP_017085649.1|DEUG
OG0001683	LOC108608492|XP_033150739.1|DBUS	LOC108106170|XP_017068575.1|DEUG
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	LOC108102367|XP_017062771.1|DEUG
OG0001685	LOC108598394|XP_017840507.1|DBUS	LOC108103138|XP_017064037.1|DEUG
OG0001686	LOC108606446|XP_017852049.1|DBUS	LOC108106055|XP_017068402.1|DEUG
OG0001687	LOC108606192|XP_017851540.1|DBUS	LOC108105415|XP_017067452.1|DEUG
OG0001688	LOC108605961|XP_017851269.1|DBUS	LOC108103235|XP_017064124.1|DEUG
OG0001689	LOC108606882|XP_017852896.1|DBUS	LOC108109987|XP_017074311.1|DEUG
OG0001690	LOC108598701|XP_017840914.1|DBUS	LOC108107750|XP_017070903.1|DEUG
OG0001691	LOC108604832|XP_017849395.1|DBUS	LOC108106855|XP_017069587.1|DEUG
OG0001692	LOC108602339|XP_017845917.1|DBUS	LOC108117179|XP_017084957.1|DEUG
OG0001693	LOC108605236|XP_017850338.1|DBUS	LOC108118390|XP_017086553.1|DEUG
OG0001694	LOC108601403|XP_017844791.1|DBUS	LOC108116806|XP_017084342.1|DEUG
OG0001695	LOC108596366|XP_017837524.1|DBUS	LOC108113365|XP_017079422.1|DEUG
OG0001696	LOC108603568|XP_017847974.1|DBUS	LOC108117489|XP_017085454.1|DEUG
OG0001697	LOC108601702|XP_017845104.1|DBUS	LOC108113703|XP_017079869.1|DEUG
OG0001698	LOC108606782|XP_017852695.1|DBUS	LOC108105052|XP_017066945.1|DEUG
OG0001699	LOC108601587|XP_033149883.1|DBUS	LOC108113722|XP_017079893.1|DEUG
OG0001700	LOC108602583|XP_017846208.1|DBUS	LOC108109722|XP_017073854.1|DEUG
OG0001701	LOC108603787|XP_017848372.1|DBUS	LOC108115352|XP_017082262.1|DEUG
OG0001702	LOC108599142|XP_017841422.1|DBUS	LOC108110774|XP_017075480.1|DEUG
OG0001703	LOC108601834|XP_017845265.1|DBUS	LOC108115577|XP_017082576.1|DEUG
OG0001704	LOC108602492|XP_017846109.1|DBUS	LOC108115579|XP_017082579.1|DEUG
OG0001705	LOC108601706|XP_017845109.1|DBUS	LOC108111407|XP_017076346.1|DEUG
OG0001706	LOC108594344|XP_017834987.1|DBUS	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC108604223|XP_017849076.1|DBUS	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC108604664|XP_017849704.1|DBUS	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC108600543|XP_017843688.1|DBUS	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC108604447|XP_017849416.1|DBUS	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC108603056|XP_017846979.1|DBUS	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC108601636|XP_017845023.1|DBUS	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC108603453|XP_017847773.1|DBUS	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC108602696|XP_017846323.1|DBUS	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC108606271|XP_017851737.1|DBUS	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC108607220|XP_017853381.1|DBUS	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC108603506|XP_017847868.1|DBUS	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC108604320|XP_017849232.1|DBUS	LOC108115650|XP_017082693.1|DEUG, LOC108115567|XP_017082563.1|DEUG
OG0001719	LOC108604181|XP_017849012.1|DBUS	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC108603970|XP_017848668.1|DBUS	LOC108116244|XP_017083524.1|DEUG
