Orthogroup	DBUS.longest_only	DSUZ.longest_only
OG0002115	LOC108596138|XP_017837095.1|DBUS	LOC108017947|XP_016940666.1|DSUZ, LOC108017948|XP_016940667.1|DSUZ
OG0002117	LOC108607160|XP_017853299.1|DBUS	LOC108008965|XP_016928389.1|DSUZ
OG0002118	LOC108602354|XP_017845942.1|DBUS	LOC108007317|XP_036677431.1|DSUZ
OG0002119	LOC108603016|XP_017846901.1|DBUS	LOC108006607|XP_036673216.1|DSUZ
OG0002120	LOC108607374|XP_017853584.1|DBUS	LOC108020428|XP_016944229.1|DSUZ
OG0002121	LOC108604405|XP_017849356.1|DBUS	LOC108014782|XP_016936464.1|DSUZ
OG0002123	LOC108607448|XP_017853774.2|DBUS	LOC108015212|XP_016937040.1|DSUZ
OG0002124	LOC108605570|XP_017850826.1|DBUS	LOC108010417|XP_036675971.1|DSUZ
OG0002125	LOC108597375|XP_017839396.1|DBUS	LOC108009618|XP_016929592.1|DSUZ
OG0002126	LOC108598783|XP_017841013.2|DBUS	LOC108012475|XP_016933358.1|DSUZ
OG0002127	LOC108607051|XP_017853151.1|DBUS	LOC108016907|XP_016939311.1|DSUZ
OG0002128	LOC108606278|XP_017851747.1|DBUS, LOC108596321|XP_017837432.1|DBUS	LOC108010448|XP_016930797.1|DSUZ
OG0002129	LOC108603945|XP_017848626.1|DBUS	LOC108014440|XP_036672899.1|DSUZ
OG0002130	LOC108606483|XP_017852111.1|DBUS	LOC108016721|XP_016938938.1|DSUZ
OG0002131	LOC108603106|XP_017847099.1|DBUS	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ
OG0002132	LOC108594263|XP_017834878.2|DBUS	LOC108021285|XP_016945413.1|DSUZ
OG0002133	LOC108605212|XP_017850308.1|DBUS	LOC108005407|XP_016924159.1|DSUZ
OG0002134	LOC108605887|XP_017851191.1|DBUS	LOC108016903|XP_016939308.1|DSUZ
OG0002135	LOC108606573|XP_017852282.1|DBUS	LOC108019071|XP_036675855.1|DSUZ
OG0002136	LOC108604283|XP_017849175.1|DBUS	LOC108015496|XP_036675292.1|DSUZ
OG0002137	LOC108601788|XP_017845208.1|DBUS	LOC108007461|XP_016926617.1|DSUZ
OG0002138	LOC108605665|XP_017850941.1|DBUS	LOC108016598|XP_016938775.1|DSUZ
OG0002139	LOC108606962|XP_017853010.1|DBUS	LOC108019043|XP_016942156.1|DSUZ
OG0002140	LOC108606469|XP_017852086.1|DBUS	LOC108016626|XP_036676458.1|DSUZ
OG0002141	LOC108597516|XP_017839598.1|DBUS	LOC108011462|XP_016932097.1|DSUZ
OG0002142	LOC108604580|XP_017849600.1|DBUS	LOC108011603|XP_016932262.1|DSUZ
OG0002143	LOC108594295|XP_017834976.2|DBUS	LOC108021261|XP_016945372.1|DSUZ
OG0002144	LOC108607392|XP_017853644.1|DBUS	LOC108020416|XP_016944208.1|DSUZ
OG0002145	LOC108601942|XP_017845411.1|DBUS	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ
OG0002146	LOC108603716|XP_017848246.1|DBUS	LOC108011640|XP_016932317.1|DSUZ
OG0002147	LOC108605328|XP_033150296.1|DBUS	LOC108018857|XP_036675804.1|DSUZ
OG0002148	LOC108599114|XP_017841393.1|DBUS	LOC108007073|XP_036671956.1|DSUZ
OG0002149	LOC108607406|XP_017853678.1|DBUS	LOC108020406|XP_016944187.1|DSUZ
OG0002150	LOC108607190|XP_017853338.1|DBUS	LOC108005403|XP_016924156.1|DSUZ
OG0002151	LOC108599958|XP_017842701.1|DBUS	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ
OG0002152	LOC108604266|XP_017849149.1|DBUS	LOC108017514|XP_016940071.2|DSUZ
OG0002153	LOC108601505|XP_017844894.1|DBUS	LOC108014308|XP_036674364.1|DSUZ
OG0002154	LOC108606482|XP_017852107.1|DBUS	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ
OG0002155	LOC108602644|XP_017846278.1|DBUS	LOC108018268|XP_016941278.2|DSUZ
OG0002156	LOC108600549|XP_017843697.1|DBUS	LOC108007694|XP_016926918.1|DSUZ
OG0002157	LOC108601566|XP_017844954.1|DBUS	LOC108018464|XP_036673902.1|DSUZ
OG0002158	LOC108597294|XP_017839261.1|DBUS	LOC108018177|XP_016941165.1|DSUZ
OG0002159	LOC108596147|XP_017837129.1|DBUS	LOC108009632|XP_016929611.1|DSUZ
OG0002160	LOC108604843|XP_017849952.1|DBUS	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ
OG0002161	LOC108602549|XP_017846173.1|DBUS	LOC108020118|XP_016943707.2|DSUZ
OG0002162	LOC108604471|XP_017849445.1|DBUS	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ
OG0002163	LOC108606813|XP_017852775.1|DBUS, LOC108600919|XP_017844241.2|DBUS	LOC108011154|XP_016931729.1|DSUZ
OG0002164	LOC108603770|XP_017848346.1|DBUS	LOC108012109|XP_036674464.1|DSUZ
OG0002165	LOC108601843|XP_017845279.1|DBUS	LOC108013555|XP_016934959.1|DSUZ
OG0002166	LOC108599577|XP_017843683.1|DBUS	LOC108011979|XP_016932729.1|DSUZ
OG0002167	LOC108595581|XP_017836332.1|DBUS	LOC108017840|XP_016940483.1|DSUZ
OG0002168	LOC108596917|XP_017838617.1|DBUS	LOC108009879|XP_016930075.1|DSUZ
OG0002169	LOC108599395|XP_017841693.1|DBUS	LOC108013613|XP_016935043.1|DSUZ
OG0002170	LOC108607387|XP_017853625.1|DBUS	LOC108020410|XP_016944195.1|DSUZ
OG0002171	LOC108603157|XP_017847202.1|DBUS	LOC108015777|XP_016937819.1|DSUZ
OG0002172	LOC108602192|XP_017845729.1|DBUS	LOC108011013|XP_016931528.2|DSUZ
OG0002173	LOC108598362|XP_017840475.1|DBUS	LOC108021060|XP_016945056.1|DSUZ
OG0002174	LOC108602155|XP_017845677.1|DBUS	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ
OG0002175	LOC108602157|XP_017845678.1|DBUS	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ
OG0002176	LOC108604046|XP_017848797.1|DBUS	LOC108014140|XP_016935659.2|DSUZ
OG0002177	LOC108604741|XP_017849813.1|DBUS	LOC108015681|XP_016937687.1|DSUZ
OG0002178	LOC108602970|XP_017846841.1|DBUS	LOC108016153|XP_036675260.1|DSUZ
OG0002179	LOC108601898|XP_017845364.2|DBUS	LOC108011004|XP_036673407.1|DSUZ
OG0002180	LOC108603618|XP_017848056.1|DBUS	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ
OG0002181	LOC108606947|XP_017852993.1|DBUS	LOC108014992|XP_016936703.1|DSUZ
OG0002182	LOC108603256|XP_017847384.1|DBUS	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ
OG0002183	LOC108595213|XP_017835889.1|DBUS	LOC108008622|XP_016927992.1|DSUZ
OG0002184	LOC108604061|XP_017848813.1|DBUS	LOC108015940|XP_016938012.2|DSUZ
OG0002185	LOC108603726|XP_017848257.1|DBUS	LOC108006412|XP_036673302.1|DSUZ
OG0002186	LOC108602769|XP_017846434.1|DBUS	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ
OG0002187	LOC108604227|XP_017849081.1|DBUS	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ
OG0002188	LOC108596080|XP_017836986.1|DBUS	LOC108010100|XP_016930410.1|DSUZ
OG0002189	LOC117135100|XP_033150991.1|DBUS	LOC108007065|XP_016926158.1|DSUZ
OG0002190	LOC108602627|XP_017846255.1|DBUS	LOC108012018|XP_036673217.1|DSUZ
OG0002191	LOC108599950|XP_017842687.2|DBUS	LOC108012839|XP_016933795.1|DSUZ
OG0002192	LOC108598672|XP_017840878.2|DBUS	LOC108007746|XP_016926990.1|DSUZ
OG0002193	LOC108602179|XP_017845708.1|DBUS	LOC108020569|XP_016944421.1|DSUZ
OG0002194	LOC108603981|XP_017848696.1|DBUS	LOC108019523|XP_036673412.1|DSUZ
OG0002195	LOC108604800|XP_017849889.1|DBUS	LOC108015757|XP_016937783.2|DSUZ
OG0002196	LOC108602494|XP_017846110.1|DBUS	LOC108010922|XP_016931411.2|DSUZ
OG0002197	LOC108598704|XP_017840918.1|DBUS	LOC108013495|XP_016934867.1|DSUZ
OG0002198	LOC108603576|XP_033150123.1|DBUS	LOC108016087|XP_036675064.1|DSUZ
OG0002199	LOC108601919|XP_017845386.1|DBUS	LOC108006084|XP_016925019.2|DSUZ
OG0002200	LOC108604390|XP_017849337.1|DBUS	LOC108019117|XP_016942331.1|DSUZ
OG0002202	LOC108602750|XP_017846406.1|DBUS	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ
OG0002203	LOC108603839|XP_017848474.1|DBUS	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ
OG0002204	LOC108603017|XP_017846902.1|DBUS	LOC108006617|XP_036673212.1|DSUZ
OG0002205	LOC108602737|XP_017846378.1|DBUS	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ
OG0002206	LOC108602176|XP_017845702.1|DBUS	LOC108005979|XP_036673139.1|DSUZ
OG0002207	LOC108604660|XP_017849701.2|DBUS	LOC108008083|XP_036673542.1|DSUZ
OG0002208	LOC108603306|XP_017847476.1|DBUS	LOC108014756|XP_036673496.1|DSUZ
OG0002209	LOC108605670|XP_017850951.1|DBUS	LOC108015323|XP_016937211.1|DSUZ
OG0002210	LOC108603040|XP_017846947.1|DBUS	LOC108014357|XP_016935933.1|DSUZ
OG0002211	LOC108603206|XP_017847280.1|DBUS	LOC108018303|XP_036674748.1|DSUZ
OG0002212	LOC108602997|XP_017846881.1|DBUS	LOC108014139|XP_036672788.1|DSUZ
OG0002213	LOC108606120|XP_033150360.1|DBUS, LOC108603368|XP_017847620.1|DBUS	LOC108015981|XP_016938057.1|DSUZ
OG0002215	LOC108603279|XP_033150047.1|DBUS	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ
OG0002216	LOC108596455|XP_017837691.1|DBUS	LOC108014309|XP_036674153.1|DSUZ
OG0002217	LOC108603461|XP_017847783.1|DBUS	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ
OG0002218	LOC108606960|XP_017853009.1|DBUS	LOC108005363|XP_016924103.1|DSUZ
OG0002219	LOC108604765|XP_017849848.1|DBUS	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ
OG0002220	LOC108601387|XP_017844776.1|DBUS	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ
OG0002221	LOC108598063|XP_033149585.1|DBUS	LOC108013479|XP_016934851.1|DSUZ
OG0002222	LOC108595387|XP_017836102.1|DBUS	LOC108009535|XP_016929459.1|DSUZ
OG0002223	LOC108596239|XP_017837276.1|DBUS	LOC108009094|XP_036668933.1|DSUZ
OG0002224	LOC108596318|XP_017837424.1|DBUS	LOC108017926|XP_016940589.1|DSUZ
OG0002225	LOC108600897|XP_017844210.1|DBUS	LOC108005912|XP_036671642.1|DSUZ
OG0002226	LOC108596252|XP_017837294.1|DBUS	LOC108017794|XP_016940427.1|DSUZ
OG0002227	LOC108596494|XP_033149116.1|DBUS	LOC108008193|XP_036669651.1|DSUZ
OG0002228	LOC108597535|XP_017839624.1|DBUS, LOC108605881|XP_017851186.2|DBUS	LOC108019568|XP_036669913.1|DSUZ
OG0002229	LOC108597171|XP_017839074.1|DBUS	LOC108009266|XP_016928959.1|DSUZ
OG0002230	LOC108597390|XP_017839413.1|DBUS	LOC108019819|XP_016943322.1|DSUZ
OG0002231	LOC108597713|XP_017839891.1|DBUS	LOC108018146|XP_016941099.2|DSUZ
OG0002232	LOC108597132|XP_017839006.1|DBUS	LOC108009591|XP_016929552.1|DSUZ
OG0002233	LOC108600814|XP_017844089.1|DBUS	LOC108011746|XP_036670948.1|DSUZ
OG0002235	LOC108596646|XP_017838110.1|DBUS	LOC108009391|XP_036669266.1|DSUZ
OG0002236	LOC108596047|XP_017836922.1|DBUS	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ
OG0002237	LOC108596076|XP_017836978.1|DBUS	LOC108010099|XP_016930409.1|DSUZ
OG0002238	LOC108596892|XP_017838566.1|DBUS	LOC108018141|XP_016941088.1|DSUZ
OG0002239	LOC108596947|XP_017838675.1|DBUS	LOC108019597|XP_016942928.1|DSUZ
OG0002240	LOC108596447|XP_017837680.1|DBUS	LOC108009427|XP_016929246.1|DSUZ
OG0002241	LOC108600708|XP_017843927.1|DBUS	LOC108012592|XP_016933500.1|DSUZ
OG0002242	LOC108600924|XP_017844245.2|DBUS	LOC108012346|XP_016933184.1|DSUZ
OG0002243	LOC108603300|XP_017847466.1|DBUS	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ
OG0002244	LOC108600572|XP_017843730.2|DBUS	LOC108014096|XP_016935604.2|DSUZ
OG0002245	LOC108599828|XP_017842424.1|DBUS	LOC108006862|XP_036670915.1|DSUZ
OG0002246	LOC108597526|XP_017839612.1|DBUS	LOC108018144|XP_016941093.1|DSUZ
OG0002247	LOC108597335|XP_017839321.1|DBUS	LOC108009881|XP_016930076.1|DSUZ
OG0002248	LOC108600577|XP_017843735.2|DBUS	LOC108020054|XP_036671887.1|DSUZ
OG0002249	LOC108598563|XP_017840736.1|DBUS	LOC108012727|XP_016933648.1|DSUZ
OG0002250	LOC108594857|XP_017835485.1|DBUS	LOC108008188|XP_036669598.1|DSUZ
OG0002251	LOC108594793|XP_033148901.1|DBUS	LOC108008500|XP_016927853.1|DSUZ
OG0002252	LOC108597349|XP_017839345.1|DBUS	LOC108010077|XP_016930381.1|DSUZ
OG0002253	LOC108597637|XP_017839770.1|DBUS	LOC108010133|XP_016930450.1|DSUZ
OG0002254	LOC108602655|XP_017846290.1|DBUS	LOC108011530|XP_036673949.1|DSUZ
OG0002255	LOC108606742|XP_017852629.1|DBUS	LOC108015186|XP_016936989.1|DSUZ
OG0002256	LOC108596980|XP_017838725.1|DBUS	LOC108009651|XP_016929654.1|DSUZ
OG0002257	LOC108597752|XP_017839950.1|DBUS	LOC108009456|XP_016929312.1|DSUZ
OG0002258	LOC108600398|XP_017843435.1|DBUS	LOC108013284|XP_016934546.1|DSUZ
OG0002259	LOC108606369|XP_017851906.1|DBUS	LOC108019131|XP_016942360.1|DSUZ
OG0002260	LOC108600387|XP_017843422.1|DBUS	LOC108005865|XP_016924732.1|DSUZ
OG0002261	LOC108598994|XP_017841258.1|DBUS	LOC108010659|XP_016931046.1|DSUZ
OG0002262	LOC108596029|XP_017836881.1|DBUS	LOC108009754|XP_016929856.1|DSUZ
OG0002263	LOC108600256|XP_017843183.1|DBUS	LOC108007488|XP_036671773.1|DSUZ
OG0002264	LOC108595084|XP_017835724.1|DBUS	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ
OG0002265	LOC108598928|XP_017843961.1|DBUS	LOC108012636|XP_036672098.1|DSUZ
OG0002266	LOC117134994|XP_033150599.1|DBUS, LOC117134995|XP_033150600.1|DBUS	LOC108005557|XP_016924341.1|DSUZ
OG0002267	LOC108601089|XP_033149589.1|DBUS	LOC108013609|XP_016935040.1|DSUZ
OG0002268	LOC108598844|XP_017841087.1|DBUS	LOC108013393|XP_016934733.1|DSUZ
OG0002269	LOC108597393|XP_017839418.1|DBUS	LOC108017699|XP_036669849.1|DSUZ
OG0002270	LOC108597202|XP_017839129.1|DBUS	LOC108009823|XP_016929996.1|DSUZ
OG0002271	LOC108599179|XP_017841456.1|DBUS	LOC108013421|XP_016934773.1|DSUZ
OG0002272	LOC108598172|XP_033149555.1|DBUS	LOC108013526|XP_016934911.1|DSUZ
OG0002273	LOC108599877|XP_017842522.1|DBUS	LOC108011881|XP_036672208.1|DSUZ
OG0002274	LOC108598341|XP_033149723.1|DBUS	LOC108017609|XP_036671388.1|DSUZ, LOC108007761|XP_036678184.1|DSUZ
OG0002275	LOC108601019|XP_017844382.1|DBUS	LOC108013426|XP_016934780.1|DSUZ
OG0002276	LOC108599841|XP_017842450.2|DBUS	LOC108012830|XP_016933779.2|DSUZ
OG0002277	LOC108598739|XP_033150626.1|DBUS	LOC108012817|XP_016933745.1|DSUZ
OG0002278	LOC108597888|XP_017839995.1|DBUS	LOC108012232|XP_036671952.1|DSUZ
OG0002279	LOC108600073|XP_017842918.1|DBUS	LOC108012445|XP_016933304.1|DSUZ
OG0002280	LOC108600141|XP_017843023.2|DBUS	LOC108006686|XP_036671917.1|DSUZ
OG0002281	LOC108600021|XP_017842828.1|DBUS	LOC108006665|XP_036670808.1|DSUZ
OG0002282	LOC108599639|XP_017842100.1|DBUS	LOC108007163|XP_016926270.1|DSUZ
OG0002283	LOC117134718|XP_033149189.1|DBUS	LOC108008759|XP_016928146.1|DSUZ
OG0002284	LOC108595577|XP_017836327.1|DBUS	LOC108019807|XP_016943304.1|DSUZ
OG0002285	LOC108605938|XP_017851248.1|DBUS	LOC108021830|XP_016946124.1|DSUZ
OG0002286	LOC108597606|XP_017839732.1|DBUS	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ
OG0002287	LOC108597429|XP_017839473.1|DBUS	LOC108009969|XP_016930220.1|DSUZ
OG0002288	LOC108599178|XP_017841454.1|DBUS	LOC108013055|XP_016934162.1|DSUZ
OG0002289	LOC108598865|XP_017841112.1|DBUS	LOC108012912|XP_016933922.1|DSUZ
OG0002290	LOC117135025|XP_033150725.1|DBUS	LOC108007729|XP_016926968.1|DSUZ
OG0002291	LOC108595545|XP_033149021.1|DBUS	LOC108018041|XP_016940917.1|DSUZ
OG0002292	LOC108597312|XP_017839287.1|DBUS	LOC108018152|XP_016941104.1|DSUZ
OG0002293	LOC108596515|XP_017837846.1|DBUS	LOC108011186|XP_016931766.1|DSUZ
OG0002294	LOC108604456|XP_017849425.1|DBUS	LOC108006488|XP_016925501.2|DSUZ
OG0002295	LOC108607702|XP_017854182.1|DBUS	LOC108018762|XP_016941834.1|DSUZ
OG0002296	LOC108607595|XP_017851272.2|DBUS	LOC108018708|XP_016941773.1|DSUZ
OG0002297	LOC108603180|XP_017847227.1|DBUS	LOC108004908|XP_036674030.1|DSUZ
OG0002298	LOC108596773|XP_017838361.1|DBUS	LOC108008387|XP_016927721.1|DSUZ
OG0002299	LOC108595725|XP_017836496.1|DBUS	LOC108008634|XP_016928004.1|DSUZ
OG0002300	LOC108600064|XP_017842909.1|DBUS	LOC108006324|XP_016925317.1|DSUZ
OG0002301	LOC108607442|XP_017853762.2|DBUS	LOC108021186|XP_016945261.1|DSUZ
OG0002302	LOC108608099|XP_017854794.1|DBUS	LOC108021114|XP_016945149.1|DSUZ
OG0002303	LOC108605492|XP_017850726.1|DBUS	LOC108004661|XP_016923124.1|DSUZ
OG0002304	LOC108594417|XP_017835075.2|DBUS	LOC108021639|XP_016945936.1|DSUZ
OG0002305	LOC108601003|XP_017844357.1|DBUS	LOC108005905|XP_016924796.1|DSUZ
OG0002306	LOC108594502|XP_017835190.2|DBUS	LOC108021405|XP_016945598.1|DSUZ
OG0002307	LOC108604272|XP_033149867.1|DBUS	LOC108020973|XP_016944910.1|DSUZ
OG0002308	LOC108608092|XP_033149028.1|DBUS	LOC108020882|XP_016944770.1|DSUZ
OG0002309	LOC108603479|XP_017847820.1|DBUS	LOC108016498|XP_016938657.1|DSUZ
OG0002310	LOC108594511|XP_033150958.1|DBUS	LOC108007289|XP_016926421.1|DSUZ
OG0002311	LOC108607860|XP_017854432.1|DBUS	LOC108014712|XP_036672957.1|DSUZ
OG0002312	LOC108594527|XP_017835219.2|DBUS	LOC108021538|XP_016945793.1|DSUZ
OG0002314	LOC108595384|XP_017836098.1|DBUS	LOC108019657|XP_016943033.1|DSUZ
OG0002315	LOC108596794|XP_033150903.1|DBUS	LOC108008404|XP_016927737.1|DSUZ
OG0002316	LOC108602477|XP_017846093.1|DBUS	LOC108008930|XP_016928334.1|DSUZ
OG0002317	LOC108600900|XP_017844214.1|DBUS	LOC108013361|XP_016934671.1|DSUZ
OG0002318	LOC108607814|XP_017854351.1|DBUS	LOC108021504|XP_016945746.1|DSUZ
OG0002319	LOC108607599|XP_017853991.1|DBUS	LOC108005771|XP_016924592.1|DSUZ
OG0002320	LOC108597643|XP_017839781.1|DBUS	LOC108009382|XP_016929179.1|DSUZ
OG0002321	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS	LOC108008443|XP_016927784.1|DSUZ
OG0002322	LOC108608478|XP_017855359.1|DBUS	LOC108021683|XP_016945994.1|DSUZ
OG0002323	LOC108607505|XP_017853857.1|DBUS	LOC108005119|XP_016923785.1|DSUZ
OG0002324	LOC108601005|XP_017844360.1|DBUS	LOC108011053|XP_036671185.1|DSUZ
OG0002325	LOC108600301|XP_017843275.1|DBUS	LOC108014097|XP_016935606.1|DSUZ
OG0002326	LOC108600663|XP_017843848.1|DBUS	LOC108014101|XP_016935615.1|DSUZ
OG0002327	LOC108603572|XP_017847979.1|DBUS	LOC108006022|XP_036674274.1|DSUZ
OG0002328	LOC108596495|XP_017837810.1|DBUS	LOC108005856|XP_016924725.1|DSUZ
OG0002329	LOC108607632|XP_017854045.1|DBUS	LOC108006880|XP_016925955.1|DSUZ
OG0002330	LOC108607637|XP_017854049.1|DBUS	LOC108006057|XP_016924993.1|DSUZ
OG0002331	LOC108606419|XP_017852004.1|DBUS	LOC108011219|XP_016931802.1|DSUZ
OG0002332	LOC108600051|XP_017842887.1|DBUS	LOC108012368|XP_016933211.1|DSUZ
OG0002333	LOC108595684|XP_017836454.1|DBUS	LOC108009475|XP_016929344.1|DSUZ
OG0002334	LOC108596792|XP_017838388.1|DBUS	LOC108005689|XP_016924505.1|DSUZ
OG0002335	LOC108595361|XP_017836074.1|DBUS	LOC108018244|XP_016941259.1|DSUZ
OG0002336	LOC108600317|XP_017843304.1|DBUS	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ
OG0002337	LOC108596348|XP_017837492.1|DBUS	LOC108009071|XP_016928573.1|DSUZ
OG0002338	LOC108594452|XP_017835116.1|DBUS	LOC108020985|XP_016944932.1|DSUZ
OG0002339	LOC108608445|XP_017855310.1|DBUS	LOC108020099|XP_016943692.1|DSUZ
OG0002340	LOC108598668|XP_033150831.1|DBUS	LOC108019665|XP_016943082.2|DSUZ
OG0002341	LOC108595340|XP_017836050.1|DBUS	LOC108008375|XP_016927704.1|DSUZ
OG0002342	LOC108608147|XP_017854881.2|DBUS	LOC108018924|XP_036669333.1|DSUZ
OG0002343	LOC108607937|XP_017854543.2|DBUS	LOC108019307|XP_016942620.2|DSUZ
OG0002344	LOC108599497|XP_017841849.1|DBUS	LOC108006529|XP_036677565.1|DSUZ
OG0002345	LOC108596352|XP_017837499.1|DBUS	LOC108019605|XP_016942972.1|DSUZ
OG0002346	LOC108594219|XP_017834817.2|DBUS	LOC108021593|XP_016945872.1|DSUZ
OG0002347	LOC108597495|XP_017839568.1|DBUS	LOC108010069|XP_016930372.1|DSUZ
OG0002348	LOC108607888|XP_017854481.1|DBUS	LOC108020987|XP_016944934.1|DSUZ
OG0002349	LOC108596354|XP_017837505.1|DBUS	LOC108019816|XP_016943319.1|DSUZ
OG0002350	LOC108596351|XP_017837497.1|DBUS	LOC108019813|XP_016943313.1|DSUZ
OG0002351	LOC108595185|XP_017835853.1|DBUS	LOC108009832|XP_016930011.1|DSUZ
OG0002352	LOC108597611|XP_017839737.1|DBUS	LOC108018247|XP_016941263.1|DSUZ
OG0002353	LOC108594262|XP_033150353.1|DBUS	LOC108014507|XP_016936135.1|DSUZ
OG0002354	LOC108608242|XP_017855018.2|DBUS	LOC108019146|XP_016942384.1|DSUZ
OG0002355	LOC108594342|XP_033150584.1|DBUS	LOC108008007|XP_016927277.1|DSUZ
OG0002356	LOC108608288|XP_017855096.1|DBUS	LOC108021351|XP_016945523.1|DSUZ
OG0002357	LOC108604314|XP_017849225.1|DBUS	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ
OG0002358	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS	LOC108018085|XP_016940980.1|DSUZ
OG0002359	LOC108606824|XP_017852796.1|DBUS	LOC108018892|XP_036675759.1|DSUZ
OG0002360	LOC108607431|XP_017853736.2|DBUS	LOC108018331|XP_016941365.1|DSUZ
OG0002361	LOC108600877|XP_017844180.1|DBUS	LOC108005562|XP_016924347.2|DSUZ
OG0002362	LOC108607704|XP_017854187.2|DBUS	LOC108015014|XP_036678595.1|DSUZ
OG0002363	LOC108607434|XP_017853754.1|DBUS	LOC108021462|XP_016945684.1|DSUZ
OG0002364	LOC108607432|XP_017853737.1|DBUS	LOC108015745|XP_016937773.1|DSUZ
OG0002365	LOC108601622|XP_017845013.1|DBUS	LOC108006227|XP_016925158.1|DSUZ
OG0002366	LOC108607789|XP_017854317.1|DBUS	LOC108009436|XP_016929266.1|DSUZ
OG0002367	LOC108607572|XP_017853952.1|DBUS	LOC108021432|XP_016945637.1|DSUZ
OG0002368	LOC108594432|XP_017835095.1|DBUS	LOC108014608|XP_016936261.1|DSUZ
OG0002370	LOC108600274|XP_033150066.1|DBUS	LOC108009163|XP_016928769.2|DSUZ
OG0002371	LOC108596123|XP_017837503.2|DBUS	LOC108018683|XP_016941748.2|DSUZ
OG0002372	LOC108607604|XP_017853997.2|DBUS	LOC108020739|XP_016944607.1|DSUZ
OG0002373	LOC108596741|XP_017838300.1|DBUS	LOC108014671|XP_016936330.1|DSUZ
OG0002374	LOC108602165|XP_017845687.1|DBUS	LOC108014579|XP_036673371.1|DSUZ
OG0002375	LOC108604776|XP_017849862.2|DBUS	LOC108016095|XP_016938182.2|DSUZ
OG0002376	LOC108608413|XP_017855261.1|DBUS	LOC108011706|XP_016932409.1|DSUZ
OG0002377	LOC108603645|XP_017848098.1|DBUS	LOC108016265|XP_036675171.1|DSUZ
OG0002378	LOC108600914|XP_017844235.1|DBUS	LOC108011266|XP_016931863.1|DSUZ
OG0002379	LOC108598136|XP_017840246.1|DBUS	LOC108021687|XP_016946004.1|DSUZ
OG0002380	LOC108606412|XP_017851985.1|DBUS	LOC108004565|XP_016922990.2|DSUZ
OG0002381	LOC108595360|XP_017836073.1|DBUS	LOC108008470|XP_016927815.1|DSUZ
OG0002382	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS	LOC108015274|XP_016937128.1|DSUZ
OG0002383	LOC108601084|XP_017844475.1|DBUS	LOC108013450|XP_016934815.1|DSUZ
OG0002384	LOC108605052|XP_017850109.1|DBUS	LOC108016748|XP_036676311.1|DSUZ
OG0002385	LOC108607331|XP_033150536.1|DBUS	LOC108020387|XP_016944140.1|DSUZ
OG0002386	LOC108601538|XP_033149927.1|DBUS	LOC108015569|XP_036672606.1|DSUZ
OG0002387	LOC108603651|XP_017848108.1|DBUS	LOC108011028|XP_016931550.2|DSUZ
OG0002388	LOC108604343|XP_017849259.1|DBUS	LOC108004924|XP_016923509.2|DSUZ
OG0002389	LOC108601760|XP_017845173.1|DBUS	LOC108015832|XP_016937889.1|DSUZ
