Orthogroup	DBUS.longest_only	DMAU.longest_only
OG0000283	LOC108602940|XP_017846772.1|DBUS	LOC117143238|XP_033163679.1|DMAU
OG0000284	LOC108608330|XP_033150746.1|DBUS	LOC117144382|XP_033165409.1|DMAU
OG0000284	LOC108601971|XP_017845456.1|DBUS	LOC117140394|XP_033159156.1|DMAU
OG0000285	LOC108594943|XP_033150972.1|DBUS	LOC117136662|XP_033153554.1|DMAU
OG0000285	LOC117134629|XP_033150973.1|DBUS	LOC117136663|XP_033153555.1|DMAU
OG0000286	LOC108603117|XP_017853937.1|DBUS	LOC117135607|XP_033151862.1|DMAU
OG0000286	LOC108603513|XP_017853940.2|DBUS	LOC117135636|XP_033151906.1|DMAU
OG0000287	LOC108604920|XP_017849979.1|DBUS	LOC117147719|XP_033170611.1|DMAU
OG0000287	LOC108606373|XP_017851913.1|DBUS	LOC117147723|XP_033170613.1|DMAU
OG0000287	LOC108604919|XP_017849978.1|DBUS	LOC117147724|XP_033170614.1|DMAU
OG0000288	LOC108607689|XP_017854157.2|DBUS	LOC117150939|XP_033173998.1|DMAU, LOC117150937|XP_033173996.1|DMAU, LOC117150941|XP_033174001.1|DMAU, LOC117150942|XP_033174002.1|DMAU
OG0000289	LOC117134802|XP_033149638.1|DBUS	LOC117139913|XP_033158486.1|DMAU
OG0000289	LOC108598318|XP_033149634.1|DBUS	LOC117139699|XP_033158103.1|DMAU, LOC117140089|XP_033158737.1|DMAU
OG0000292	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS	LOC117137490|XP_033154860.1|DMAU
OG0000292	LOC108600482|XP_017843590.2|DBUS	LOC117141907|XP_033161512.1|DMAU
OG0000293	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS	LOC117144821|XP_033166094.1|DMAU
OG0000293	LOC108608424|XP_017855280.1|DBUS	LOC117144932|XP_033166276.1|DMAU
OG0000294	LOC108607718|XP_033150716.1|DBUS	LOC117143280|XP_033163753.1|DMAU
OG0000294	LOC108606227|XP_033150271.1|DBUS	LOC117146675|XP_033168914.1|DMAU
OG0000295	LOC108595275|XP_017835976.1|DBUS	LOC117137937|XP_033155586.1|DMAU
OG0000295	LOC108604963|XP_017850022.1|DBUS	LOC117136569|XP_033153416.1|DMAU
OG0000296	LOC108603060|XP_017846990.1|DBUS	LOC117143997|XP_033164839.1|DMAU
OG0000296	LOC108598660|XP_017840861.1|DBUS	LOC117141636|XP_033161081.1|DMAU
OG0000296	LOC108605786|XP_017851078.1|DBUS	LOC117146827|XP_033169271.1|DMAU
OG0000297	LOC108596173|XP_033149075.1|DBUS	LOC117137861|XP_033155467.1|DMAU, LOC117137860|XP_033155466.1|DMAU
OG0000298	LOC108607080|XP_017853191.1|DBUS	LOC117148766|XP_033172254.1|DMAU
OG0000298	LOC108605913|XP_017851217.1|DBUS	LOC117148768|XP_033172257.1|DMAU
OG0000298	LOC108597986|XP_017840089.1|DBUS	LOC117148059|XP_033171141.1|DMAU, LOC117140327|XP_033159068.1|DMAU
OG0000299	LOC108604113|XP_017848885.1|DBUS	LOC117142890|XP_033163055.1|DMAU
OG0000299	LOC108601680|XP_017845078.2|DBUS	LOC117144562|XP_033165698.1|DMAU
OG0000299	LOC108603624|XP_033149913.1|DBUS	LOC117144561|XP_033165697.1|DMAU
OG0000300	LOC108598091|XP_017840194.2|DBUS	LOC117140762|XP_033159734.1|DMAU
OG0000300	LOC108600809|XP_017844083.1|DBUS	LOC117141229|XP_033160480.1|DMAU
OG0000300	LOC108598090|XP_017840193.1|DBUS	LOC117140395|XP_033159153.1|DMAU
OG0000301	LOC108607337|XP_017853509.1|DBUS	LOC117146312|XP_033168252.1|DMAU
OG0000301	LOC108608553|XP_033150214.1|DBUS	LOC117140862|XP_033159892.1|DMAU
OG0000302	LOC108598818|XP_017841053.1|DBUS	LOC117139325|XP_033157461.1|DMAU
OG0000302	LOC108598782|XP_017841011.1|DBUS	LOC117139326|XP_033157464.1|DMAU
OG0000303	LOC108599341|XP_017841633.1|DBUS	LOC117139138|XP_033157180.1|DMAU
OG0000303	LOC108600216|XP_017843130.1|DBUS	LOC117145523|XP_033167109.1|DMAU
OG0000304	LOC108601282|XP_017844670.1|DBUS	LOC117146079|XP_033167916.1|DMAU
OG0000304	LOC108602405|XP_033150048.1|DBUS	LOC117146082|XP_033167921.1|DMAU
OG0000305	LOC108598240|XP_033150647.1|DBUS	LOC117140393|XP_033159152.1|DMAU
OG0000305	LOC108598239|XP_033150646.1|DBUS	LOC117141048|XP_033160220.1|DMAU
OG0000306	LOC108595190|XP_017835861.1|DBUS	LOC117138031|XP_033155730.1|DMAU
OG0000306	LOC108594493|XP_017835176.2|DBUS	LOC117137996|XP_033155674.1|DMAU
OG0000306	LOC108606953|XP_017852998.1|DBUS	LOC117146961|XP_033169515.1|DMAU
OG0000307	LOC108603248|XP_017847376.1|DBUS	LOC117144000|XP_033164837.1|DMAU
OG0000307	LOC108603812|XP_017848404.1|DBUS	LOC117145978|XP_033167774.1|DMAU
OG0000308	LOC108603663|XP_017848149.1|DBUS	LOC117135123|XP_033151035.1|DMAU
OG0000309	LOC108604840|XP_017849948.1|DBUS	LOC117145692|XP_033167325.1|DMAU, LOC117144607|XP_033165791.1|DMAU, LOC117144608|XP_033165792.1|DMAU
OG0000310	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS	LOC117146780|XP_033169195.1|DMAU
OG0000311	LOC108602230|XP_017845767.1|DBUS	LOC117143608|XP_033164251.1|DMAU, LOC117144057|XP_033164955.1|DMAU
OG0000311	LOC108607070|XP_017853177.1|DBUS	LOC117146440|XP_033168544.1|DMAU
OG0000312	LOC108600028|XP_017842837.1|DBUS	LOC117143754|XP_033164462.1|DMAU
OG0000312	LOC108608384|XP_017855224.1|DBUS	LOC117150985|XP_033174074.1|DMAU
OG0000313	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS	LOC117150963|XP_033174034.1|DMAU
OG0000313	LOC108607508|XP_017853861.1|DBUS	LOC117140270|XP_033158991.1|DMAU
OG0000314	LOC108596465|XP_017837715.1|DBUS, LOC108594353|XP_017834997.1|DBUS	LOC117136776|XP_033153719.1|DMAU
OG0000315	LOC108597635|XP_033149461.1|DBUS	LOC117141614|XP_033161069.1|DMAU, LOC117135296|XP_033151361.1|DMAU, LOC117137977|XP_033155641.1|DMAU, LOC117141366|XP_033160700.1|DMAU
OG0000316	LOC108595882|XP_017836662.1|DBUS, LOC108597318|XP_017839297.2|DBUS, LOC117134670|XP_033148969.1|DBUS, LOC108595890|XP_017836669.1|DBUS, LOC117134689|XP_033149081.1|DBUS	LOC117136701|XP_033153610.1|DMAU
OG0000316	LOC117134711|XP_033149136.1|DBUS, LOC117134710|XP_033149135.1|DBUS, LOC108595718|XP_017836489.2|DBUS, LOC108597321|XP_017839300.2|DBUS, LOC108595623|XP_017836377.2|DBUS, LOC108597320|XP_017839299.2|DBUS, LOC117134694|XP_033149090.1|DBUS, LOC108595843|XP_017836622.1|DBUS, LOC108597319|XP_017839298.1|DBUS	LOC117136602|XP_033153476.1|DMAU
OG0000317	LOC108602857|XP_017846622.1|DBUS	LOC117144093|XP_033165000.1|DMAU, LOC117144095|XP_033165001.1|DMAU
OG0000319	LOC108603761|XP_017848329.1|DBUS, LOC108603760|XP_017848328.1|DBUS, LOC108601783|XP_017845199.1|DBUS	LOC117145405|XP_033166935.1|DMAU, LOC117145406|XP_033166936.1|DMAU, LOC117143138|XP_033163521.1|DMAU, LOC117145407|XP_033166938.1|DMAU, LOC117145409|XP_033166940.1|DMAU
OG0000320	LOC108601634|XP_017845021.1|DBUS	LOC117146064|XP_033167894.1|DMAU
OG0000321	LOC108607372|XP_033149546.1|DBUS	LOC117150876|XP_033173899.1|DMAU
OG0000322	LOC108606751|XP_017852640.1|DBUS	LOC117148406|XP_033171666.1|DMAU
OG0000322	LOC108605276|XP_017850398.1|DBUS	LOC117148239|XP_033171434.1|DMAU
OG0000323	LOC108607579|XP_017853964.1|DBUS	LOC117151086|XP_033174225.1|DMAU
OG0000323	LOC108602072|XP_017845581.1|DBUS	LOC117144845|XP_033166132.1|DMAU
OG0000324	LOC108597753|XP_017839951.1|DBUS	LOC117135669|XP_033151954.1|DMAU
OG0000325	LOC108598987|XP_017841252.1|DBUS	LOC117141457|XP_033160803.1|DMAU, LOC117141692|XP_033161191.1|DMAU
OG0000325	LOC108598979|XP_017841243.1|DBUS	LOC117139323|XP_033157459.1|DMAU, LOC117141458|XP_033160804.1|DMAU
OG0000327	LOC108595544|XP_017836292.1|DBUS	LOC117137188|XP_033154402.1|DMAU
OG0000327	LOC108595981|XP_017836756.2|DBUS	LOC117138582|XP_033156652.1|DMAU
OG0000328	LOC108598078|XP_017840181.1|DBUS	LOC117141747|XP_033161261.1|DMAU
OG0000329	LOC108598888|XP_017841138.1|DBUS	LOC117135121|XP_033151032.1|DMAU
OG0000330	LOC108607654|XP_017854085.2|DBUS, LOC108607414|XP_017853732.1|DBUS	LOC117144896|XP_033166212.1|DMAU, LOC117146107|XP_033167980.1|DMAU, LOC117147731|XP_033170621.1|DMAU
OG0000331	LOC108594354|XP_017835000.1|DBUS	LOC117151030|XP_033174135.1|DMAU
OG0000332	LOC108598925|XP_017841179.2|DBUS	LOC117151038|XP_033174142.1|DMAU
OG0000332	LOC108605737|XP_017851021.1|DBUS	LOC117148194|XP_033171355.1|DMAU
OG0000333	LOC108598445|XP_017840570.1|DBUS	LOC117140012|XP_033158617.1|DMAU
OG0000333	LOC108598673|XP_017840880.1|DBUS	LOC117139519|XP_033157771.1|DMAU
OG0000334	LOC108597189|XP_017839106.1|DBUS	LOC117147693|XP_033170572.1|DMAU
OG0000334	LOC108597203|XP_017839130.1|DBUS	LOC117137240|XP_033154492.1|DMAU
OG0000335	LOC108607652|XP_017854083.2|DBUS	LOC117148702|XP_033172140.1|DMAU
OG0000335	LOC108601633|XP_017845024.1|DBUS	LOC117138063|XP_033155781.1|DMAU
OG0000336	LOC108604766|XP_017849849.1|DBUS	LOC117143010|XP_033163266.1|DMAU
OG0000336	LOC108604771|XP_017849852.1|DBUS	LOC117144674|XP_033165886.1|DMAU
OG0000336	LOC108604495|XP_033150696.1|DBUS	LOC117142847|XP_033162971.1|DMAU
OG0000337	LOC108599610|XP_017842055.1|DBUS	LOC117139357|XP_033157500.1|DMAU
OG0000337	LOC108604452|XP_017849421.1|DBUS	LOC117147299|XP_033170037.1|DMAU
OG0000338	LOC108599643|XP_017842107.1|DBUS	LOC117140552|XP_033159439.1|DMAU
OG0000338	LOC108597075|XP_017838899.1|DBUS	LOC117136216|XP_033152879.1|DMAU
OG0000339	LOC108599718|XP_017842204.1|DBUS	LOC117141059|XP_033160239.1|DMAU, LOC117141112|XP_033160326.1|DMAU
OG0000340	LOC108597634|XP_017839768.1|DBUS	LOC117138107|XP_033155860.1|DMAU
OG0000342	LOC108606674|XP_017852497.1|DBUS	LOC117148123|XP_033171236.1|DMAU
OG0000342	LOC108595602|XP_017836354.1|DBUS	LOC117138068|XP_033155783.1|DMAU
OG0000343	LOC108601719|XP_017845126.1|DBUS	LOC117142443|XP_033162297.1|DMAU
OG0000344	LOC108597541|XP_017839635.1|DBUS	LOC117137354|XP_033154643.1|DMAU
OG0000344	LOC108604139|XP_017848937.1|DBUS	LOC117144988|XP_033166350.1|DMAU
OG0000345	LOC108595458|XP_017836188.1|DBUS	LOC117138458|XP_033156476.1|DMAU
OG0000345	LOC108596549|XP_017837935.1|DBUS	LOC117136576|XP_033153432.1|DMAU
OG0000346	LOC108594855|XP_017835481.2|DBUS, LOC108597134|XP_017839011.2|DBUS	LOC117136427|XP_033153231.1|DMAU, LOC117138492|XP_033156513.1|DMAU, LOC117135470|XP_033151574.1|DMAU
OG0000347	LOC108600944|XP_017844276.1|DBUS	LOC117140628|XP_033159539.1|DMAU
OG0000348	LOC108594488|XP_017835155.1|DBUS	LOC117150235|XP_033172922.1|DMAU
OG0000349	LOC108598235|XP_017840342.2|DBUS	LOC117146571|XP_033168765.1|DMAU
OG0000350	LOC108599443|XP_033149598.1|DBUS	LOC117139109|XP_033157137.1|DMAU, LOC117139120|XP_033157157.1|DMAU
OG0000350	LOC108602939|XP_017846771.1|DBUS	LOC117143227|XP_033163667.1|DMAU
OG0000351	LOC108594969|XP_033150922.1|DBUS	LOC117137254|XP_033154508.1|DMAU
OG0000351	LOC108594692|XP_033150921.1|DBUS	LOC117137255|XP_033154509.1|DMAU
OG0000353	LOC108604479|XP_017849455.1|DBUS	LOC117144195|XP_033165135.1|DMAU
OG0000353	LOC108608513|XP_017855403.1|DBUS	LOC117139997|XP_033158603.1|DMAU
OG0000354	LOC108606290|XP_017851768.1|DBUS	LOC117151053|XP_033174163.1|DMAU
OG0000354	LOC108606282|XP_017851755.1|DBUS	LOC117151054|XP_033174164.1|DMAU
OG0000355	LOC108597175|XP_017839080.1|DBUS	LOC117136247|XP_033152942.1|DMAU
OG0000355	LOC108596800|XP_017838395.1|DBUS, LOC108596820|XP_017838426.2|DBUS	LOC117137948|XP_033155601.1|DMAU
OG0000358	LOC108601709|XP_017845114.1|DBUS	LOC117144634|XP_033165819.1|DMAU, LOC117144445|XP_033165490.1|DMAU, LOC117145894|XP_033167635.1|DMAU
OG0000360	LOC108602007|XP_017845498.1|DBUS	LOC117145156|XP_033166589.1|DMAU, LOC117145291|XP_033166773.1|DMAU, LOC117145157|XP_033166590.1|DMAU, LOC117145290|XP_033166772.1|DMAU
OG0000361	LOC108594475|XP_017835150.1|DBUS	LOC117145629|XP_033167239.1|DMAU, LOC117144243|XP_033165211.1|DMAU
OG0000361	LOC108594497|XP_017835182.2|DBUS	LOC117150643|XP_033173509.1|DMAU
OG0000362	LOC108607393|XP_017853648.1|DBUS	LOC117146296|XP_033168204.1|DMAU
OG0000362	LOC108600958|XP_017844298.1|DBUS	LOC117140896|XP_033159941.1|DMAU
OG0000363	LOC108602883|XP_017846674.1|DBUS	LOC117142309|XP_033162093.1|DMAU
OG0000363	LOC108600098|XP_033149720.1|DBUS	LOC117141065|XP_033160245.1|DMAU
OG0000364	LOC108598379|XP_033149590.1|DBUS	LOC117140861|XP_033159889.1|DMAU
OG0000365	LOC108597350|XP_017839346.1|DBUS	LOC117137420|XP_033154741.1|DMAU
OG0000365	LOC108608395|XP_017855239.1|DBUS	LOC117150582|XP_033173427.1|DMAU
OG0000366	LOC108606347|XP_033150382.1|DBUS	LOC117148016|XP_033171072.1|DMAU
OG0000366	LOC108604826|XP_017849927.1|DBUS	LOC117143296|XP_033163783.1|DMAU
OG0000367	LOC108600654|XP_017843840.1|DBUS	LOC117141869|XP_033161445.1|DMAU
OG0000367	LOC108596916|XP_017838614.1|DBUS	LOC117135437|XP_033151497.1|DMAU
OG0000368	LOC108598397|XP_017840506.2|DBUS	LOC117140727|XP_033159687.1|DMAU
OG0000368	LOC108598405|XP_017840516.1|DBUS	LOC117140728|XP_033159690.1|DMAU
OG0000370	LOC108596306|XP_017837395.1|DBUS, LOC108596305|XP_017837393.1|DBUS	LOC117141693|XP_033161192.1|DMAU, LOC117141459|XP_033160805.1|DMAU
OG0000370	LOC108598805|XP_017841037.1|DBUS, LOC108595840|XP_017836620.1|DBUS	LOC117136870|XP_033153863.1|DMAU
OG0000371	LOC108605366|XP_017850524.1|DBUS	LOC117148019|XP_033171075.1|DMAU
OG0000371	LOC108601374|XP_017844763.1|DBUS	LOC117142665|XP_033162688.1|DMAU
OG0000372	LOC108599767|XP_017842284.1|DBUS, LOC108607628|XP_017854041.1|DBUS	LOC117147863|XP_033170832.1|DMAU, LOC117139567|XP_033157858.1|DMAU
OG0000372	LOC108608132|XP_017854853.1|DBUS	LOC117143251|XP_033163702.1|DMAU, LOC117143243|XP_033163695.1|DMAU, LOC117137652|XP_033155082.1|DMAU, LOC117143235|XP_033163680.1|DMAU
OG0000373	LOC108598666|XP_017840868.1|DBUS	LOC117136617|XP_033153495.1|DMAU
OG0000374	LOC108598254|XP_017840358.2|DBUS	LOC117140705|XP_033159662.1|DMAU
OG0000375	LOC108597891|XP_017839999.2|DBUS, LOC108599556|XP_017841939.2|DBUS	LOC117141030|XP_033160202.1|DMAU, LOC117141031|XP_033160203.1|DMAU, LOC117141032|XP_033160205.1|DMAU
OG0000377	LOC108605533|XP_017850774.1|DBUS	LOC117147519|XP_033170325.1|DMAU
OG0000378	LOC108596230|XP_017837257.1|DBUS	LOC117137244|XP_033154496.1|DMAU
OG0000378	LOC108606919|XP_017852949.1|DBUS	LOC117147414|XP_033170182.1|DMAU
OG0000379	LOC108596783|XP_017838373.1|DBUS	LOC117136805|XP_033153761.1|DMAU, LOC117138017|XP_033155712.1|DMAU, LOC117136046|XP_033152580.1|DMAU
OG0000380	LOC108598737|XP_017840959.1|DBUS	LOC117141209|XP_033160454.1|DMAU
OG0000381	LOC108596902|XP_033150618.1|DBUS	LOC117145847|XP_033167556.1|DMAU
OG0000382	LOC108598924|XP_017841177.1|DBUS	LOC117140561|XP_033159449.1|DMAU
OG0000383	LOC108607215|XP_017853376.1|DBUS	LOC117137604|XP_033155017.1|DMAU
OG0000383	LOC108607896|XP_017854492.1|DBUS	LOC117139332|XP_033157508.1|DMAU
OG0000384	LOC108594998|XP_017835619.1|DBUS	LOC117137164|XP_033154367.1|DMAU
OG0000384	LOC108594994|XP_017835616.1|DBUS	LOC117136525|XP_033153361.1|DMAU
OG0000385	LOC108605629|XP_017850901.1|DBUS	LOC117148926|XP_033172536.1|DMAU
OG0000385	LOC108607176|XP_017853320.1|DBUS, LOC108607918|XP_017854520.2|DBUS, LOC108607919|XP_017854521.2|DBUS	LOC117148924|XP_033172532.1|DMAU
OG0000386	LOC108598918|XP_033149510.1|DBUS	LOC117141579|XP_033160982.1|DMAU
OG0000386	LOC108604745|XP_017849820.1|DBUS	LOC117146106|XP_033167979.1|DMAU
OG0000388	LOC108598995|XP_017841260.1|DBUS	LOC117140645|XP_033159576.1|DMAU, LOC117140644|XP_033159575.1|DMAU, LOC117141512|XP_033160893.1|DMAU
OG0000389	LOC108604501|XP_017849486.1|DBUS	LOC117139679|XP_033158050.1|DMAU
OG0000389	LOC108600795|XP_033149530.1|DBUS	LOC117141060|XP_033160240.1|DMAU
OG0000390	LOC108608398|XP_017855244.1|DBUS	LOC117150059|XP_033172824.1|DMAU
OG0000391	LOC108597558|XP_017839655.1|DBUS	LOC117136906|XP_033153914.1|DMAU
OG0000391	LOC108597593|XP_017839703.1|DBUS	LOC117137712|XP_033155176.1|DMAU
OG0000392	LOC108599415|XP_017841719.1|DBUS	LOC117148251|XP_033171449.1|DMAU
OG0000392	LOC108608050|XP_017854720.1|DBUS	LOC117147849|XP_033170818.1|DMAU
OG0000393	LOC108607828|XP_017854370.1|DBUS	LOC117150771|XP_033173698.1|DMAU
OG0000393	LOC108607843|XP_017854397.1|DBUS	LOC117150774|XP_033173709.1|DMAU
OG0000394	LOC117134893|XP_033150163.1|DBUS	LOC117146635|XP_033168858.1|DMAU
OG0000394	LOC108606185|XP_017851523.1|DBUS	LOC117146634|XP_033168857.1|DMAU
OG0000395	LOC108599448|XP_017841768.1|DBUS	LOC117139284|XP_033157405.1|DMAU
OG0000396	LOC108608552|XP_017855460.2|DBUS	LOC117140878|XP_033159915.1|DMAU, LOC117140870|XP_033159904.1|DMAU, LOC117150695|XP_033173598.1|DMAU
OG0000398	LOC108596309|XP_017837402.1|DBUS	LOC117136872|XP_033153865.1|DMAU
OG0000399	LOC108601880|XP_017845342.1|DBUS	LOC117144592|XP_033165761.1|DMAU
OG0000399	LOC108604528|XP_017849529.1|DBUS	LOC117135543|XP_033151726.1|DMAU
OG0000400	LOC108605281|XP_017850418.1|DBUS	LOC117148249|XP_033171443.1|DMAU
OG0000400	LOC108597988|XP_017840093.1|DBUS, LOC108597987|XP_017840092.1|DBUS, LOC108601644|XP_017845036.2|DBUS, LOC108600888|XP_017844199.2|DBUS, LOC108606376|XP_017851920.1|DBUS	LOC117150802|XP_033173751.1|DMAU, LOC117148733|XP_033172189.1|DMAU
OG0000401	LOC108606634|XP_017852416.1|DBUS	LOC117139493|XP_033157709.1|DMAU, LOC117148197|XP_033171362.1|DMAU
OG0000402	LOC108607251|XP_017853423.1|DBUS	LOC117147445|XP_033170218.1|DMAU
OG0000403	LOC108603125|XP_017847132.1|DBUS	LOC117145752|XP_033167407.1|DMAU
OG0000403	LOC108597123|XP_017838991.1|DBUS	LOC117138494|XP_033156515.1|DMAU
OG0000404	LOC117134621|XP_033149902.1|DBUS	LOC117144364|XP_033165374.1|DMAU
OG0000405	LOC108605590|XP_017850850.1|DBUS	LOC117148044|XP_033171114.1|DMAU
OG0000405	LOC108604844|XP_017849953.1|DBUS	LOC117142697|XP_033162745.1|DMAU
OG0000406	LOC108600280|XP_017843237.1|DBUS	LOC117142040|XP_033161801.1|DMAU
OG0000406	LOC108597246|XP_017839185.1|DBUS	LOC117136298|XP_033153034.1|DMAU
OG0000407	LOC108598388|XP_017840490.1|DBUS	LOC117142052|XP_033161818.1|DMAU
OG0000407	LOC108600062|XP_017842902.1|DBUS	LOC117142051|XP_033161816.1|DMAU
OG0000408	LOC108603695|XP_033150816.1|DBUS, LOC117134937|XP_033150368.1|DBUS, LOC117134997|XP_033150616.1|DBUS	LOC117144214|XP_033165156.1|DMAU
OG0000408	LOC108603640|XP_017848095.1|DBUS	LOC117143592|XP_033164270.1|DMAU
OG0000409	LOC108595278|XP_017835980.1|DBUS	LOC117138102|XP_033155850.1|DMAU
OG0000409	LOC108595198|XP_017835874.1|DBUS	LOC117138151|XP_033155919.1|DMAU
OG0000410	LOC108607800|XP_017854328.1|DBUS	LOC117141240|XP_033160498.1|DMAU, LOC117141248|XP_033160510.1|DMAU, LOC117150818|XP_033173769.1|DMAU
OG0000411	LOC108603090|XP_017847070.1|DBUS	LOC117142222|XP_033161953.1|DMAU
OG0000411	LOC108607910|XP_017854513.1|DBUS	LOC117150490|XP_033173284.1|DMAU
OG0000412	LOC108595083|XP_017835723.1|DBUS	LOC117138390|XP_033156353.1|DMAU
OG0000412	LOC108598417|XP_017840533.2|DBUS	LOC117140663|XP_033159599.1|DMAU
OG0000413	LOC108601252|XP_017844641.1|DBUS	LOC117144429|XP_033165465.1|DMAU
OG0000413	LOC108601340|XP_017844728.1|DBUS	LOC117144332|XP_033165335.1|DMAU
OG0000414	LOC108597667|XP_017839826.1|DBUS	LOC117136469|XP_033153292.1|DMAU
OG0000415	LOC108596401|XP_017837574.1|DBUS	LOC117135959|XP_033152444.1|DMAU
OG0000415	LOC108596402|XP_017837576.1|DBUS	LOC117135799|XP_033152185.1|DMAU
OG0000416	LOC108606941|XP_017852982.1|DBUS	LOC117147248|XP_033169956.1|DMAU
OG0000416	LOC108606670|XP_017852491.1|DBUS	LOC117148098|XP_033171204.1|DMAU
OG0000417	LOC108602147|XP_017845668.1|DBUS	LOC117144878|XP_033166179.1|DMAU
OG0000417	LOC108602278|XP_017845824.1|DBUS	LOC117144455|XP_033165502.1|DMAU
OG0000418	LOC108605818|XP_017851112.1|DBUS	LOC117147313|XP_033170051.1|DMAU
OG0000418	LOC108605612|XP_017850879.1|DBUS	LOC117148450|XP_033171715.1|DMAU
OG0000419	LOC108596816|XP_017838420.1|DBUS	LOC117138447|XP_033156452.1|DMAU
OG0000419	LOC117134914|XP_033150275.1|DBUS	LOC117147168|XP_033169844.1|DMAU, LOC117148541|XP_033171864.1|DMAU, LOC117148400|XP_033171655.1|DMAU
OG0000419	LOC108595601|XP_017836353.1|DBUS	LOC117150170|XP_033172854.1|DMAU, LOC117150061|XP_033172809.1|DMAU, LOC117150054|XP_033172806.1|DMAU, LOC117150000|XP_033172777.1|DMAU, LOC117150172|XP_033172856.1|DMAU
OG0000421	LOC108607237|XP_033150963.1|DBUS	LOC117147720|XP_033170649.1|DMAU
OG0000421	LOC108607592|XP_017853983.2|DBUS	LOC117140425|XP_033159234.1|DMAU
OG0000422	LOC108603801|XP_017848388.1|DBUS	LOC117140476|XP_033159316.1|DMAU
OG0000423	LOC108596957|XP_017838692.1|DBUS	LOC117136755|XP_033153682.1|DMAU
OG0000423	LOC108597031|XP_017838809.1|DBUS	LOC117137006|XP_033154083.1|DMAU
OG0000424	LOC108597683|XP_017839846.1|DBUS	LOC117142297|XP_033162075.1|DMAU
OG0000424	LOC108597457|XP_017839513.1|DBUS	LOC117136907|XP_033153920.1|DMAU
OG0000425	LOC108596313|XP_033149114.1|DBUS	LOC117137834|XP_033155414.1|DMAU
OG0000425	LOC108595119|XP_017835770.1|DBUS	LOC117137593|XP_033154995.1|DMAU
OG0000426	LOC108596540|XP_033149027.1|DBUS, LOC108596537|XP_017837915.1|DBUS, LOC108596539|XP_017837916.2|DBUS	LOC117136494|XP_033153329.1|DMAU, LOC117136493|XP_033153328.1|DMAU, LOC117137847|XP_033155440.1|DMAU, LOC117136492|XP_033153327.1|DMAU
OG0000428	LOC108600418|XP_017843469.1|DBUS	LOC117140786|XP_033159771.1|DMAU, LOC117140785|XP_033159768.1|DMAU
OG0000428	LOC108600419|XP_017843470.2|DBUS	LOC117140783|XP_033159760.1|DMAU
OG0000429	LOC117134709|XP_033149127.1|DBUS	LOC117137269|XP_033154523.1|DMAU
OG0000429	LOC108596605|XP_017838026.1|DBUS	LOC117136669|XP_033153562.1|DMAU
OG0000430	LOC108602465|XP_017846078.1|DBUS	LOC117143654|XP_033164324.1|DMAU, LOC117143655|XP_033164326.1|DMAU
OG0000430	LOC108602430|XP_017846037.1|DBUS	LOC117144640|XP_033165827.1|DMAU
OG0000433	LOC108606800|XP_017852752.1|DBUS	LOC117146931|XP_033169466.1|DMAU
OG0000433	LOC108599596|XP_017842035.1|DBUS	LOC117141363|XP_033160660.1|DMAU
OG0000434	LOC108603339|XP_017847560.1|DBUS	LOC117143438|XP_033164036.1|DMAU
OG0000435	LOC108605027|XP_017850084.1|DBUS	LOC117147122|XP_033169779.1|DMAU
OG0000437	LOC108597712|XP_017839895.1|DBUS	LOC117142367|XP_033162187.1|DMAU
OG0000437	LOC108594335|XP_017834978.1|DBUS	LOC117147961|XP_033171000.1|DMAU
OG0000438	LOC108601968|XP_017845445.1|DBUS	LOC117139335|XP_033157473.1|DMAU, LOC117142772|XP_033162850.1|DMAU
OG0000439	LOC108594507|XP_033150665.1|DBUS	LOC117145708|XP_033167347.1|DMAU
OG0000439	LOC108598194|XP_017840298.2|DBUS	LOC117139834|XP_033158367.1|DMAU
OG0000440	LOC108597650|XP_017839794.1|DBUS, LOC108597649|XP_017839793.1|DBUS	LOC117135994|XP_033152500.1|DMAU
OG0000440	LOC108595640|XP_017836400.1|DBUS	LOC117137028|XP_033154125.1|DMAU
OG0000441	LOC108595815|XP_017836594.1|DBUS	LOC117136952|XP_033153992.1|DMAU
OG0000441	LOC108595711|XP_017836482.1|DBUS	LOC117138615|XP_033156714.1|DMAU
OG0000442	LOC108606690|XP_017852535.2|DBUS	LOC117139451|XP_033157650.1|DMAU
OG0000443	LOC108598826|XP_017841067.1|DBUS	LOC117139922|XP_033158496.1|DMAU
OG0000443	LOC108598965|XP_017841225.1|DBUS	LOC117139921|XP_033158494.1|DMAU
OG0000444	LOC108594808|XP_017835439.1|DBUS	LOC117146051|XP_033167885.1|DMAU
OG0000444	LOC108594820|XP_017835450.1|DBUS	LOC117135328|XP_033151419.1|DMAU
OG0000446	LOC108601956|XP_017845430.2|DBUS	LOC117146748|XP_033169115.1|DMAU
OG0000446	LOC108596488|XP_033149121.1|DBUS	LOC117135562|XP_033151759.1|DMAU
OG0000447	LOC108600461|XP_017843544.2|DBUS	LOC117140464|XP_033159299.1|DMAU
