Orthogroup	DBUS.longest_only	DNOV.longest_only
OG0000601	LOC108607664|XP_017854100.1|DBUS	LOC115759310|XP_030556076.1|DNOV
OG0000602	LOC108600870|XP_017844175.1|DBUS	LOC115763385|XP_030561785.1|DNOV
OG0000602	LOC108602317|XP_017845894.1|DBUS	LOC115763395|XP_030561798.1|DNOV
OG0000603	LOC108607538|XP_017853908.1|DBUS	LOC115758767|XP_030555389.1|DNOV
OG0000604	LOC108606212|XP_017851590.1|DBUS	LOC115765575|XP_030565084.1|DNOV
OG0000604	LOC108600146|XP_033150916.1|DBUS	LOC115763492|XP_030561943.1|DNOV
OG0000605	LOC108600259|XP_017843707.2|DBUS	LOC115758622|XP_030555215.1|DNOV
OG0000607	LOC108603848|XP_017848490.1|DBUS	LOC115771972|XP_030573752.1|DNOV
OG0000607	LOC108604803|XP_017849894.1|DBUS	LOC115764740|XP_030563816.1|DNOV
OG0000608	LOC108601745|XP_017845154.1|DBUS	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV
OG0000608	LOC108604230|XP_033149870.1|DBUS	LOC115770592|XP_030571782.1|DNOV
OG0000609	LOC108596154|XP_017837144.1|DBUS	LOC115758773|XP_030555398.1|DNOV
OG0000610	LOC108598921|XP_017841174.1|DBUS	LOC115771517|XP_030573112.1|DNOV
OG0000610	LOC108595804|XP_017836583.1|DBUS	LOC115759603|XP_030556437.1|DNOV
OG0000611	LOC108596906|XP_017838590.1|DBUS	LOC115763834|XP_030562457.1|DNOV
OG0000611	LOC108597476|XP_017839540.1|DBUS	LOC115761023|XP_030558497.1|DNOV
OG0000612	LOC108598220|XP_033149401.1|DBUS	LOC115768752|XP_030569303.1|DNOV
OG0000614	LOC108606664|XP_017852479.1|DBUS	LOC115764261|XP_030563041.1|DNOV
OG0000615	LOC108605812|XP_017851107.1|DBUS	LOC115767103|XP_030567110.1|DNOV
OG0000615	LOC108602040|XP_017845536.1|DBUS	LOC115759514|XP_030556318.1|DNOV
OG0000616	LOC108606577|XP_017852289.1|DBUS	LOC115767085|XP_030567092.1|DNOV
OG0000617	LOC108603116|XP_017847115.1|DBUS	LOC115764853|XP_030563982.1|DNOV
OG0000617	LOC108602630|XP_017846261.1|DBUS	LOC115761587|XP_030559238.1|DNOV
OG0000618	LOC108604446|XP_017849415.1|DBUS	LOC115771748|XP_030573454.1|DNOV
OG0000618	LOC108598280|XP_017840385.2|DBUS	LOC115769684|XP_030570462.1|DNOV
OG0000619	LOC108595862|XP_017836642.1|DBUS	LOC115771528|XP_030573129.1|DNOV
OG0000620	LOC108600112|XP_017842971.2|DBUS	LOC115769605|XP_030570356.1|DNOV
OG0000621	LOC108603301|XP_017847467.1|DBUS	LOC115757747|XP_030554001.1|DNOV
OG0000621	LOC108606999|XP_017853064.1|DBUS	LOC115767786|XP_030567974.1|DNOV
OG0000622	LOC108601034|XP_017844402.2|DBUS	LOC115769599|XP_030570348.1|DNOV
OG0000622	LOC108601069|XP_017844451.2|DBUS	LOC115762639|XP_030560802.1|DNOV
OG0000623	LOC108598501|XP_017840661.1|DBUS	LOC115769962|XP_030570868.1|DNOV
OG0000623	LOC108598427|XP_017840543.1|DBUS	LOC115770846|XP_030572146.1|DNOV
OG0000624	LOC108595816|XP_017836595.1|DBUS	LOC115760780|XP_030558130.1|DNOV
OG0000625	LOC108599598|XP_017842038.2|DBUS	LOC115769323|XP_030569919.1|DNOV
OG0000625	LOC108599602|XP_017842044.1|DBUS	LOC115769831|XP_030570665.1|DNOV
OG0000626	LOC108595716|XP_033149015.1|DBUS	LOC115758212|XP_030554623.1|DNOV
OG0000626	LOC108597657|XP_017839805.1|DBUS	LOC115762154|XP_030560126.1|DNOV
OG0000627	LOC108600158|XP_017843048.1|DBUS	LOC115769818|XP_030570646.1|DNOV
OG0000627	LOC108606137|XP_017851480.1|DBUS	LOC115768585|XP_030569091.1|DNOV
OG0000628	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS	LOC115758606|XP_030555193.1|DNOV
OG0000628	LOC108600241|XP_017843166.1|DBUS	LOC115763927|XP_030562578.1|DNOV
OG0000629	LOC108604816|XP_017849913.1|DBUS	LOC115770565|XP_030571737.1|DNOV
OG0000629	LOC108608245|XP_017855021.2|DBUS	LOC115765848|XP_030565434.1|DNOV
OG0000630	LOC108594231|XP_017834831.2|DBUS	LOC115763504|XP_030561961.1|DNOV
OG0000630	LOC108594324|XP_017834963.1|DBUS	LOC115763485|XP_030561930.1|DNOV
OG0000631	LOC108608114|XP_017854830.1|DBUS	LOC115759001|XP_030555665.1|DNOV
OG0000632	LOC108608105|XP_017854808.1|DBUS	LOC115763534|XP_030562009.1|DNOV
OG0000632	LOC108602629|XP_017846264.1|DBUS	LOC115765855|XP_030565444.1|DNOV
OG0000634	LOC108596891|XP_017838563.1|DBUS	LOC115771370|XP_030572917.1|DNOV
OG0000635	LOC108594749|XP_017835377.1|DBUS	LOC115766554|XP_030566392.1|DNOV
OG0000635	LOC108605299|XP_017850452.1|DBUS	LOC115768292|XP_030568696.1|DNOV
OG0000636	LOC108607989|XP_017854638.1|DBUS	LOC115763543|XP_030562019.1|DNOV
OG0000636	LOC108607990|XP_017854639.1|DBUS	LOC115763397|XP_030561800.1|DNOV
OG0000637	LOC108604983|XP_017850042.1|DBUS	LOC115768912|XP_030569501.1|DNOV
OG0000637	LOC108604984|XP_033150400.1|DBUS	LOC115768688|XP_030569234.1|DNOV
OG0000638	LOC108605235|XP_017850337.1|DBUS	LOC115769000|XP_030569570.1|DNOV
OG0000639	LOC108599939|XP_017842649.1|DBUS	LOC115770014|XP_030570925.1|DNOV
OG0000642	LOC108603754|XP_017848321.1|DBUS	LOC115761891|XP_030559756.1|DNOV
OG0000642	LOC108607516|XP_017853876.2|DBUS	LOC115763418|XP_030561835.1|DNOV
OG0000643	LOC108601275|XP_017844664.2|DBUS	LOC115764835|XP_030563944.1|DNOV
OG0000644	LOC108601045|XP_017844425.1|DBUS	LOC115769555|XP_030570268.1|DNOV
OG0000645	LOC108607496|XP_017853831.1|DBUS	LOC115760115|XP_030557169.1|DNOV
OG0000645	LOC108607499|XP_017853835.1|DBUS, LOC108607498|XP_017853834.1|DBUS	LOC115760112|XP_030557165.1|DNOV, LOC115760114|XP_030557168.1|DNOV
OG0000646	LOC108604786|XP_017849875.1|DBUS	LOC115764060|XP_030562767.1|DNOV
OG0000646	LOC108602835|XP_017846573.1|DBUS	LOC115772117|XP_030573950.1|DNOV
OG0000647	LOC108601417|XP_017844805.1|DBUS	LOC115764010|XP_030562694.1|DNOV
OG0000647	LOC108607226|XP_017853390.1|DBUS	LOC115765430|XP_030564835.1|DNOV
OG0000648	LOC108605656|XP_017850931.2|DBUS	LOC115767228|XP_030567285.1|DNOV
OG0000648	LOC108605926|XP_017851234.2|DBUS	LOC115767239|XP_030567300.1|DNOV
OG0000649	LOC108605610|XP_017850877.1|DBUS	LOC115768703|XP_030569252.1|DNOV
OG0000649	LOC108606908|XP_017852934.1|DBUS	LOC115768709|XP_030569257.1|DNOV
OG0000650	LOC108607416|XP_017853696.1|DBUS	LOC115766763|XP_030566617.1|DNOV
OG0000651	LOC108600435|XP_017843498.2|DBUS	LOC115769937|XP_030570839.1|DNOV
OG0000651	LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS	LOC115770493|XP_030571642.1|DNOV
OG0000652	LOC108595618|XP_017836373.1|DBUS	LOC115760696|XP_030558021.1|DNOV
OG0000652	LOC108605777|XP_017851069.1|DBUS	LOC115768610|XP_030569125.1|DNOV
OG0000654	LOC108599520|XP_017841880.1|DBUS	LOC115771191|XP_030572645.1|DNOV
OG0000654	LOC108599660|XP_017843215.2|DBUS	LOC115769884|XP_030570749.1|DNOV
OG0000655	LOC108597572|XP_017839672.1|DBUS	LOC115762138|XP_030560109.1|DNOV
OG0000655	LOC108607755|XP_017854270.1|DBUS	LOC115765880|XP_030565480.1|DNOV
OG0000656	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS	LOC115770642|XP_030571853.1|DNOV
OG0000656	LOC108604546|XP_017849558.1|DBUS	LOC115770906|XP_030572206.1|DNOV
OG0000657	LOC108599245|XP_017841531.1|DBUS	LOC115762627|XP_030560789.1|DNOV
OG0000657	LOC108608016|XP_017854679.1|DBUS	LOC115759823|XP_030556774.1|DNOV
OG0000658	LOC108607060|XP_017853162.1|DBUS	LOC115766487|XP_030566309.1|DNOV
OG0000658	LOC108604640|XP_017849679.1|DBUS	LOC115764653|XP_030563695.1|DNOV
OG0000659	LOC108608130|XP_017854851.1|DBUS	LOC115763450|XP_030561879.1|DNOV
OG0000660	LOC108607626|XP_017854033.1|DBUS	LOC115759751|XP_030556653.1|DNOV
OG0000661	LOC108600717|XP_017843942.1|DBUS	LOC115762829|XP_030561055.1|DNOV
OG0000661	LOC108597398|XP_017839428.1|DBUS	LOC115768557|XP_030569026.1|DNOV
OG0000662	LOC108598489|XP_017840633.1|DBUS	LOC115767147|XP_030567176.1|DNOV
OG0000662	LOC108605825|XP_017851119.1|DBUS	LOC115767098|XP_030567106.1|DNOV
OG0000663	LOC108597613|XP_017839740.1|DBUS	LOC115762215|XP_030560208.1|DNOV
OG0000664	LOC108608087|XP_017854778.1|DBUS	LOC115759057|XP_030555742.1|DNOV
OG0000664	LOC108606723|XP_017852595.1|DBUS	LOC115765328|XP_030564690.1|DNOV
OG0000665	LOC108604240|XP_017849102.1|DBUS	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV
OG0000666	LOC108597472|XP_017839535.2|DBUS	LOC115766534|XP_030566361.1|DNOV
OG0000666	LOC108606449|XP_017852052.1|DBUS	LOC115771368|XP_030572912.1|DNOV
OG0000667	LOC108606338|XP_017851870.1|DBUS	LOC115764289|XP_030563081.1|DNOV
OG0000667	LOC108604078|XP_017848837.1|DBUS	LOC115766095|XP_030565764.1|DNOV
OG0000668	LOC108601703|XP_017845105.1|DBUS	LOC115760399|XP_030557560.1|DNOV
OG0000668	LOC108602757|XP_017846418.1|DBUS	LOC115764155|XP_030562891.1|DNOV
OG0000669	LOC108605774|XP_017851066.1|DBUS	LOC115766893|XP_030566825.1|DNOV
OG0000669	LOC117134958|XP_033150492.1|DBUS	LOC115766894|XP_030566826.1|DNOV
OG0000670	LOC108605811|XP_017851106.1|DBUS	LOC115766471|XP_030566275.1|DNOV
OG0000671	LOC108604017|XP_017848750.1|DBUS	LOC115771970|XP_030573742.1|DNOV
OG0000671	LOC108603152|XP_017847193.1|DBUS	LOC115771617|XP_030573255.1|DNOV
OG0000672	LOC108605641|XP_017850912.2|DBUS	LOC115765272|XP_030564622.1|DNOV
OG0000672	LOC108605985|XP_017851296.1|DBUS	LOC115768896|XP_030569471.1|DNOV
OG0000673	LOC108605232|XP_017850334.1|DBUS	LOC115768789|XP_030569346.1|DNOV
OG0000673	LOC108600408|XP_017843453.2|DBUS	LOC115769449|XP_030570122.1|DNOV
OG0000675	LOC108605018|XP_017850073.1|DBUS, LOC108605094|XP_017850148.1|DBUS	LOC115768135|XP_030568490.1|DNOV
OG0000675	LOC108605827|XP_017851121.1|DBUS	LOC115768141|XP_030568496.1|DNOV
OG0000675	LOC108605708|XP_017850988.1|DBUS	LOC115768140|XP_030568495.1|DNOV
OG0000677	LOC108599268|XP_017841554.2|DBUS	LOC115770176|XP_030571196.1|DNOV
OG0000677	LOC108605531|XP_017850771.1|DBUS	LOC115771314|XP_030572829.1|DNOV
OG0000678	LOC108604300|XP_017849206.1|DBUS	LOC115764881|XP_030564019.1|DNOV
OG0000678	LOC108602381|XP_033149881.1|DBUS	LOC115765970|XP_030565583.1|DNOV
OG0000679	LOC108607029|XP_017853108.1|DBUS	LOC115767864|XP_030568082.1|DNOV
OG0000680	LOC108605264|XP_017850380.1|DBUS	LOC115766465|XP_030566261.1|DNOV
OG0000680	LOC108605260|XP_017850373.1|DBUS	LOC115766438|XP_030566225.1|DNOV
OG0000681	LOC108604726|XP_017849795.1|DBUS	LOC115764053|XP_030562760.1|DNOV
OG0000681	LOC108607265|XP_017853447.1|DBUS	LOC115767781|XP_030567970.1|DNOV
OG0000683	LOC108601724|XP_017845132.1|DBUS	LOC115763968|XP_030562627.1|DNOV
OG0000684	LOC108601961|XP_017845437.1|DBUS	LOC115763839|XP_030562459.1|DNOV
OG0000684	LOC108604666|XP_017849707.1|DBUS	LOC115772099|XP_030573921.1|DNOV
OG0000685	LOC108606072|XP_017851407.1|DBUS	LOC115767313|XP_030567413.1|DNOV
OG0000685	LOC108603221|XP_017847309.1|DBUS	LOC115764142|XP_030562875.1|DNOV
OG0000686	LOC108596894|XP_017838571.1|DBUS	LOC115760216|XP_030557331.1|DNOV
OG0000686	LOC108605804|XP_017851099.1|DBUS	LOC115768061|XP_030568363.1|DNOV
OG0000687	LOC108595667|XP_017836436.1|DBUS	LOC115766596|XP_030566443.1|DNOV
OG0000687	LOC108600086|XP_017842934.2|DBUS	LOC115769955|XP_030570860.1|DNOV
OG0000688	LOC108596233|XP_017837261.1|DBUS	LOC115761097|XP_030558580.1|DNOV
OG0000689	LOC108595342|XP_017836052.1|DBUS	LOC115760819|XP_030558197.1|DNOV
OG0000689	LOC108595341|XP_017836051.1|DBUS	LOC115760818|XP_030558195.1|DNOV
OG0000690	LOC108606903|XP_017852925.1|DBUS	LOC115768204|XP_030568576.1|DNOV
OG0000691	LOC108607878|XP_017854469.1|DBUS	LOC115763300|XP_030561651.1|DNOV
OG0000691	LOC108600202|XP_017843107.1|DBUS	LOC115770032|XP_030570954.1|DNOV
OG0000692	LOC108598103|XP_033149345.1|DBUS	LOC115762628|XP_030560790.1|DNOV
OG0000693	LOC108607018|XP_017853092.1|DBUS	LOC115767186|XP_030567237.1|DNOV
OG0000693	LOC108604498|XP_017849483.1|DBUS	LOC115763814|XP_030562426.1|DNOV
OG0000694	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS	LOC115768344|XP_030568767.1|DNOV
OG0000694	LOC108599031|XP_017841301.1|DBUS	LOC115766656|XP_030566480.1|DNOV
OG0000695	LOC108608419|XP_017855270.1|DBUS	LOC115759106|XP_030555805.1|DNOV
OG0000695	LOC117134642|XP_033150758.1|DBUS	LOC115759338|XP_030556117.1|DNOV
OG0000696	LOC108608084|XP_017854776.2|DBUS	LOC115760003|XP_030557021.1|DNOV
OG0000697	LOC108606322|XP_017851825.1|DBUS	LOC115764346|XP_030563164.1|DNOV
OG0000697	LOC108608212|XP_017854976.1|DBUS	LOC115758904|XP_030555561.1|DNOV
OG0000698	LOC108601773|XP_017845192.1|DBUS	LOC115768551|XP_030569021.1|DNOV
OG0000698	LOC108601849|XP_017845289.1|DBUS	LOC115768548|XP_030569018.1|DNOV
OG0000699	LOC108597459|XP_017839539.1|DBUS	LOC115760027|XP_030557049.1|DNOV
OG0000699	LOC108601350|XP_017844737.2|DBUS	LOC115768643|XP_030569175.1|DNOV
OG0000700	LOC108606313|XP_033149889.1|DBUS	LOC115765977|XP_030565595.1|DNOV
OG0000700	LOC108595140|XP_017838733.2|DBUS	LOC115759040|XP_030555722.1|DNOV
OG0000701	LOC108594713|XP_017835341.1|DBUS	LOC115760727|XP_030558061.1|DNOV
OG0000701	LOC108605117|XP_017850169.1|DBUS	LOC115766304|XP_030566041.1|DNOV
OG0000702	LOC108602860|XP_017846630.1|DBUS	LOC115763795|XP_030562386.1|DNOV
OG0000702	LOC108602859|XP_017846625.2|DBUS	LOC115763797|XP_030562393.1|DNOV
OG0000703	LOC108594540|XP_033149358.1|DBUS	LOC115763301|XP_030561652.1|DNOV
OG0000703	LOC108596323|XP_017837434.1|DBUS	LOC115760513|XP_030557734.1|DNOV
OG0000704	LOC108606312|XP_033150380.1|DBUS	LOC115765441|XP_030564867.1|DNOV
OG0000704	LOC108601735|XP_017845145.1|DBUS	LOC115772027|XP_030573817.1|DNOV
OG0000705	LOC108600139|XP_017843019.1|DBUS	LOC115769975|XP_030570893.1|DNOV
OG0000706	LOC108594528|XP_017835221.1|DBUS	LOC115767718|XP_030567883.1|DNOV
OG0000706	LOC108605421|XP_017850582.1|DBUS	LOC115767989|XP_030568250.1|DNOV
OG0000707	LOC108595525|XP_017836269.1|DBUS	LOC115766613|XP_030566464.1|DNOV
OG0000707	LOC108607234|XP_017853401.1|DBUS	LOC115765239|XP_030564556.1|DNOV
OG0000708	LOC108606833|XP_017852807.1|DBUS	LOC115768226|XP_030568613.1|DNOV
OG0000708	LOC108605072|XP_033150299.1|DBUS	LOC115768754|XP_030569301.1|DNOV
OG0000709	LOC108602133|XP_017845650.1|DBUS	LOC115772080|XP_030573893.1|DNOV
OG0000709	LOC108606906|XP_017852930.1|DBUS	LOC115765127|XP_030564382.1|DNOV
OG0000710	LOC108602729|XP_017846370.1|DBUS	LOC115761269|XP_030558842.1|DNOV
OG0000711	LOC108598725|XP_017840943.1|DBUS	LOC115770356|XP_030571454.1|DNOV
OG0000711	LOC108606706|XP_033150306.1|DBUS	LOC115766879|XP_030566804.1|DNOV
OG0000712	LOC108601532|XP_033149929.1|DBUS	LOC115763821|XP_030562431.1|DNOV
OG0000712	LOC108604378|XP_017849321.1|DBUS	LOC115763808|XP_030562412.1|DNOV
OG0000713	LOC108602569|XP_017846194.1|DBUS	LOC115764013|XP_030562700.1|DNOV
OG0000714	LOC108605721|XP_017851003.1|DBUS	LOC115767258|XP_030567334.1|DNOV
OG0000714	LOC108600087|XP_017842935.1|DBUS	LOC115766920|XP_030566864.1|DNOV
OG0000715	LOC108599416|XP_017841716.1|DBUS	LOC115767911|XP_030568145.1|DNOV
OG0000716	LOC108606880|XP_017852893.1|DBUS	LOC115766904|XP_030566842.1|DNOV
OG0000716	LOC108600643|XP_017843826.1|DBUS	LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC108598032|XP_017840136.1|DBUS	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC108607379|XP_017853596.1|DBUS	LOC115767954|XP_030568199.1|DNOV
OG0000718	LOC108607332|XP_017853492.1|DBUS	LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC108601032|XP_017844399.1|DBUS	LOC115769501|XP_030570181.1|DNOV
OG0000719	LOC108598084|XP_017840186.1|DBUS	LOC115770340|XP_030571437.1|DNOV
OG0000720	LOC108602762|XP_017846424.1|DBUS	LOC115761607|XP_030559269.1|DNOV
OG0000721	LOC108605434|XP_017850604.2|DBUS	LOC115767978|XP_030568237.1|DNOV
OG0000721	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV
OG0000723	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS	LOC115760820|XP_030558199.1|DNOV
OG0000724	LOC108606112|XP_017851454.1|DBUS	LOC115765413|XP_030564817.1|DNOV
OG0000724	LOC108603965|XP_017848655.1|DBUS	LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC108604848|XP_033150559.1|DBUS	LOC115761420|XP_030559040.1|DNOV
OG0000726	LOC108604703|XP_017849752.1|DBUS	LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC117134862|XP_033150022.1|DBUS	LOC115759495|XP_030556294.1|DNOV
OG0000727	LOC108603002|XP_033150021.1|DBUS	LOC115759528|XP_030556337.1|DNOV
OG0000727	LOC108603009|XP_017846893.1|DBUS	LOC115759529|XP_030556339.1|DNOV
OG0000728	LOC108606091|XP_017851425.1|DBUS	LOC115764296|XP_030563089.1|DNOV
OG0000728	LOC108603174|XP_017847221.1|DBUS	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC108601413|XP_017844801.1|DBUS	LOC115761639|XP_030559332.1|DNOV
OG0000729	LOC108604192|XP_017849033.1|DBUS	LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC108599332|XP_017841625.1|DBUS	LOC115769489|XP_030570171.1|DNOV
OG0000730	LOC108608005|XP_017854657.1|DBUS	LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC108598000|XP_017840105.1|DBUS	LOC115766954|XP_030566901.1|DNOV
OG0000731	LOC108594856|XP_017835482.1|DBUS	LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC108601070|XP_017844453.1|DBUS	LOC115771111|XP_030572531.1|DNOV
OG0000732	LOC108598913|XP_017841165.1|DBUS	LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC108602357|XP_017845946.1|DBUS	LOC115764230|XP_030563007.1|DNOV
OG0000733	LOC108600294|XP_017843264.1|DBUS	LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC108600322|XP_017843313.1|DBUS	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC108605681|XP_017850961.1|DBUS	LOC115768279|XP_030568676.1|DNOV
OG0000735	LOC108598620|XP_017840811.1|DBUS	LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC108608002|XP_033150560.1|DBUS	LOC115759738|XP_030556630.1|DNOV
OG0000736	LOC108607797|XP_033150589.1|DBUS	LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC108597745|XP_017839939.1|DBUS	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC108594304|XP_033150139.1|DBUS	LOC115758638|XP_030555234.1|DNOV
OG0000738	LOC108603854|XP_017848500.1|DBUS	LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC108602057|XP_017845560.1|DBUS	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC108604435|XP_017849398.1|DBUS	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC108606241|XP_017851678.1|DBUS	LOC115760133|XP_030557192.1|DNOV
OG0000741	LOC108606904|XP_017852926.1|DBUS	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC108607177|XP_017853322.1|DBUS	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC108607136|XP_017853262.1|DBUS	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC108600090|XP_033149697.1|DBUS	LOC115769862|XP_030570720.1|DNOV
OG0000743	LOC108594740|XP_017835367.1|DBUS	LOC115766565|XP_030566405.1|DNOV
OG0000744	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC108595681|XP_017836449.1|DBUS	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC108597153|XP_017839043.1|DBUS	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC108598784|XP_033149463.1|DBUS	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC108598982|XP_033149517.1|DBUS	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC108603014|XP_017846903.2|DBUS	LOC115759171|XP_030555903.1|DNOV
OG0000750	LOC108594805|XP_017835433.1|DBUS	LOC115760681|XP_030558007.1|DNOV
OG0000751	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS	LOC115762100|XP_030560061.1|DNOV
OG0000751	LOC108596177|XP_017837174.1|DBUS	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000753	LOC108599193|XP_017841478.1|DBUS	LOC115762833|XP_030561060.1|DNOV
OG0000754	LOC108607139|XP_017853265.1|DBUS	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC108606967|XP_017853018.1|DBUS	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC108603743|XP_017848296.1|DBUS	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC108601391|XP_017844779.1|DBUS	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC108594276|XP_017834899.1|DBUS	LOC115760002|XP_030557020.1|DNOV
OG0000757	LOC108599063|XP_017841332.1|DBUS	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC108598573|XP_017840748.1|DBUS	LOC115762607|XP_030560763.1|DNOV
OG0000759	LOC108598516|XP_017840683.1|DBUS	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC108600790|XP_017844054.2|DBUS	LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC108596523|XP_017837897.1|DBUS	LOC115764035|XP_030562748.1|DNOV
OG0000761	LOC108594312|XP_017834945.1|DBUS	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC108608239|XP_017855014.1|DBUS	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC108602368|XP_017839991.1|DBUS	LOC115758576|XP_030555153.1|DNOV
OG0000762	LOC108602287|XP_033149581.1|DBUS	LOC115758625|XP_030555219.1|DNOV
OG0000763	LOC108595940|XP_033149901.1|DBUS	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC108602226|XP_017845765.1|DBUS	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC108605383|XP_033150390.1|DBUS	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC108599274|XP_017841559.1|DBUS	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC108605509|XP_017850747.1|DBUS	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC108607586|XP_033150640.1|DBUS	LOC115763247|XP_030561585.1|DNOV
OG0000766	LOC108606619|XP_017852390.1|DBUS	LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC108603448|XP_033150088.1|DBUS	LOC115759491|XP_030556289.1|DNOV
OG0000767	LOC108599723|XP_017842209.1|DBUS	LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC108598553|XP_017840725.1|DBUS	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC108602143|XP_017845665.1|DBUS	LOC115761515|XP_030559144.1|DNOV
OG0000769	LOC108604998|XP_017850053.1|DBUS	LOC115765262|XP_030564601.1|DNOV
OG0000770	LOC108597166|XP_017839069.1|DBUS	LOC115760772|XP_030558120.1|DNOV
OG0000771	LOC108598894|XP_017841144.1|DBUS	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC108596327|XP_017837442.1|DBUS	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000773	LOC108598949|XP_017841207.1|DBUS	LOC115770430|XP_030571559.1|DNOV
OG0000774	LOC108596726|XP_017838257.1|DBUS	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC108596595|XP_017838013.1|DBUS	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC108597074|XP_017838895.1|DBUS	LOC115765055|XP_030564300.1|DNOV
OG0000778	LOC117134680|XP_033149029.1|DBUS	LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC108605163|XP_017850235.1|DBUS	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC108606777|XP_017852686.1|DBUS	LOC115768601|XP_030569112.1|DNOV
OG0000781	LOC108598664|XP_017840866.1|DBUS	LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC108599254|XP_017841540.2|DBUS	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC108605397|XP_017850556.1|DBUS	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC108602146|XP_017845667.1|DBUS	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC108605216|XP_017850314.1|DBUS	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC108599076|XP_017841353.1|DBUS	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC108606990|XP_017853053.1|DBUS	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC108602404|XP_017846005.1|DBUS	LOC115764812|XP_030563918.1|DNOV
