Orthogroup	DBUS.longest_only	DPSE.longest_only
OG0002127	LOC108607051|XP_017853151.1|DBUS	LOC4815635|XP_001355727.4|DPSE
OG0002128	LOC108606278|XP_017851747.1|DBUS, LOC108596321|XP_017837432.1|DBUS	LOC4814333|XP_015042207.1|DPSE
OG0002129	LOC108603945|XP_017848626.1|DBUS	LOC4801975|XP_001358988.3|DPSE
OG0002130	LOC108606483|XP_017852111.1|DBUS	LOC6902080|XP_002133611.1|DPSE
OG0002131	LOC108603106|XP_017847099.1|DBUS	LOC6897032|XP_002137217.2|DPSE
OG0002132	LOC108594263|XP_017834878.2|DBUS	LOC4817486|XP_001356299.1|DPSE
OG0002133	LOC108605212|XP_017850308.1|DBUS	LOC4814561|XP_001354907.2|DPSE
OG0002134	LOC108605887|XP_017851191.1|DBUS	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE
OG0002135	LOC108606573|XP_017852282.1|DBUS	LOC6902161|XP_033239930.1|DPSE
OG0002136	LOC108604283|XP_017849175.1|DBUS	LOC4800281|XP_001357613.3|DPSE
OG0002137	LOC108601788|XP_017845208.1|DBUS	LOC4801749|XP_001358791.1|DPSE
OG0002138	LOC108605665|XP_017850941.1|DBUS	LOC4815083|XP_001354826.1|DPSE
OG0002139	LOC108606962|XP_017853010.1|DBUS	LOC4814738|XP_015042117.1|DPSE, LOC6902465|XP_033235713.1|DPSE
OG0002140	LOC108606469|XP_017852086.1|DBUS	LOC4815343|XP_001354929.3|DPSE
OG0002141	LOC108597516|XP_017839598.1|DBUS	LOC4811789|XP_001352357.2|DPSE
OG0002142	LOC108604580|XP_017849600.1|DBUS	LOC4802741|XP_033240251.1|DPSE
OG0002143	LOC108594295|XP_017834976.2|DBUS	LOC4817608|XP_001357010.4|DPSE
OG0002144	LOC108607392|XP_017853644.1|DBUS	LOC6899834|XP_002135701.2|DPSE
OG0002145	LOC108601942|XP_017845411.1|DBUS	LOC4803061|XP_001359862.2|DPSE
OG0002146	LOC108603716|XP_017848246.1|DBUS	LOC4802739|XP_001359602.1|DPSE
OG0002147	LOC108605328|XP_033150296.1|DBUS	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE
OG0002148	LOC108599114|XP_017841393.1|DBUS	LOC4812425|XP_001352856.4|DPSE
OG0002149	LOC108607406|XP_017853678.1|DBUS	LOC6899879|XP_033237088.1|DPSE
OG0002150	LOC108607190|XP_017853338.1|DBUS	LOC4815585|XP_033238603.1|DPSE
OG0002151	LOC108599958|XP_017842701.1|DBUS	LOC4818094|XP_001357397.3|DPSE
OG0002152	LOC108604266|XP_017849149.1|DBUS	LOC4801445|XP_033232376.1|DPSE
OG0002153	LOC108601505|XP_017844894.1|DBUS	LOC4800500|XP_001357766.3|DPSE
OG0002154	LOC108606482|XP_017852107.1|DBUS	LOC4816033|XP_033238438.1|DPSE
OG0002155	LOC108602644|XP_017846278.1|DBUS	LOC4800316|XP_001357592.2|DPSE
OG0002156	LOC108600549|XP_017843697.1|DBUS	LOC6900452|XP_015042780.1|DPSE
OG0002157	LOC108601565|XP_033149795.1|DBUS, LOC108601566|XP_017844954.1|DBUS	LOC4801392|XP_033235075.1|DPSE
OG0002158	LOC108597294|XP_017839261.1|DBUS	LOC4804443|XP_001361004.1|DPSE
OG0002159	LOC108596147|XP_017837129.1|DBUS	LOC4804489|XP_001361045.1|DPSE
OG0002160	LOC108604843|XP_017849952.1|DBUS	LOC4800645|XP_001357880.4|DPSE
OG0002161	LOC108602549|XP_017846173.1|DBUS	LOC4801839|XP_001358872.1|DPSE
OG0002162	LOC108604471|XP_017849445.1|DBUS	LOC4801044|XP_033241706.1|DPSE
OG0002163	LOC108606813|XP_017852775.1|DBUS, LOC108600919|XP_017844241.2|DBUS	LOC4814236|XP_033239157.1|DPSE
OG0002164	LOC108603770|XP_017848346.1|DBUS	LOC4802423|XP_001359345.2|DPSE
OG0002165	LOC108601843|XP_017845279.1|DBUS	LOC6897406|XP_002137558.2|DPSE
OG0002166	LOC108599577|XP_017843683.1|DBUS	LOC4816674|XP_001355901.2|DPSE
OG0002167	LOC108595581|XP_017836332.1|DBUS	LOC4804608|XP_033234241.1|DPSE
OG0002168	LOC108596917|XP_017838617.1|DBUS	LOC4803504|XP_001360218.3|DPSE
OG0002169	LOC108599395|XP_017841693.1|DBUS	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE
OG0002170	LOC108607387|XP_017853625.1|DBUS	LOC4811779|XP_033237304.1|DPSE
OG0002171	LOC108603157|XP_017847202.1|DBUS	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE
OG0002172	LOC108602192|XP_017845729.1|DBUS	LOC4801169|XP_001358303.2|DPSE
OG0002173	LOC108598362|XP_017840475.1|DBUS	LOC4817918|XP_001357234.1|DPSE
OG0002174	LOC108602155|XP_017845677.1|DBUS	LOC4801078|XP_001358237.4|DPSE
OG0002175	LOC108602157|XP_017845678.1|DBUS	LOC4801077|XP_001358236.1|DPSE
OG0002176	LOC108604046|XP_017848797.1|DBUS	LOC4800512|XP_001357777.1|DPSE
OG0002177	LOC108604741|XP_017849813.1|DBUS	LOC4800799|XP_001358010.1|DPSE
OG0002178	LOC108602970|XP_017846841.1|DBUS	LOC4801147|XP_001358285.4|DPSE
OG0002179	LOC108601898|XP_017845364.2|DBUS	LOC4811816|XP_001352379.4|DPSE
OG0002180	LOC108603618|XP_017848056.1|DBUS	LOC6896726|XP_003736237.2|DPSE
OG0002181	LOC108606947|XP_017852993.1|DBUS	LOC4815591|XP_001355661.1|DPSE
OG0002182	LOC108603256|XP_017847384.1|DBUS	LOC4801292|XP_015037133.2|DPSE
OG0002183	LOC108595213|XP_017835889.1|DBUS	LOC4804612|XP_001361145.5|DPSE
OG0002184	LOC108604061|XP_017848813.1|DBUS	LOC4801630|XP_001358686.2|DPSE
OG0002185	LOC108603726|XP_017848257.1|DBUS	LOC4800694|XP_015038652.1|DPSE
OG0002186	LOC108602769|XP_017846434.1|DBUS	LOC4818010|XP_001357198.2|DPSE
OG0002187	LOC108604227|XP_017849081.1|DBUS	LOC4801658|XP_001358710.1|DPSE
OG0002188	LOC108596080|XP_017836986.1|DBUS	LOC4804306|XP_001360886.2|DPSE
OG0002189	LOC117135100|XP_033150991.1|DBUS	LOC26533533|XP_015044546.2|DPSE
OG0002190	LOC108602627|XP_017846255.1|DBUS	LOC4801742|XP_033241804.1|DPSE
OG0002191	LOC108599950|XP_017842687.2|DBUS	LOC4812387|XP_001353010.2|DPSE
OG0002192	LOC108598672|XP_017840878.2|DBUS	LOC4813628|XP_001353989.3|DPSE
OG0002193	LOC108602179|XP_017845708.1|DBUS	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE
OG0002194	LOC108603981|XP_017848696.1|DBUS	LOC4801190|XP_001358320.3|DPSE
OG0002195	LOC108604800|XP_017849889.1|DBUS	LOC4801769|XP_001358810.4|DPSE
OG0002196	LOC108602494|XP_017846110.1|DBUS	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE
OG0002197	LOC108598704|XP_017840918.1|DBUS	LOC6899959|XP_002135327.2|DPSE
OG0002198	LOC108603576|XP_033150123.1|DBUS	LOC6897882|XP_015038215.2|DPSE
OG0002199	LOC108601919|XP_017845386.1|DBUS	LOC4801711|XP_001358758.3|DPSE
OG0002200	LOC108604390|XP_017849337.1|DBUS	LOC4816067|XP_001355617.2|DPSE
OG0002202	LOC108602750|XP_017846406.1|DBUS	LOC4801308|XP_015037148.2|DPSE
OG0002203	LOC108603839|XP_017848474.1|DBUS	LOC4801723|XP_033240169.1|DPSE
OG0002204	LOC108603017|XP_017846902.1|DBUS	LOC4801369|XP_001358476.2|DPSE
OG0002205	LOC108602737|XP_017846378.1|DBUS	LOC4801281|XP_001358401.3|DPSE
OG0002206	LOC108602176|XP_017845702.1|DBUS	LOC4801534|XP_003736536.3|DPSE
OG0002207	LOC108604660|XP_017849701.2|DBUS	LOC4801871|XP_033238940.1|DPSE
OG0002208	LOC108603306|XP_017847476.1|DBUS	LOC6897140|XP_002137320.2|DPSE
OG0002209	LOC108605670|XP_017850951.1|DBUS	LOC4815563|XP_001355390.1|DPSE
OG0002210	LOC108603040|XP_017846947.1|DBUS	LOC6897389|XP_003736628.2|DPSE
OG0002211	LOC108603206|XP_017847280.1|DBUS	LOC4801272|XP_001358392.2|DPSE
OG0002212	LOC108602997|XP_017846881.1|DBUS	LOC4800516|XP_001357781.1|DPSE
OG0002213	LOC108606120|XP_033150360.1|DBUS, LOC108603368|XP_017847620.1|DBUS	LOC4802274|XP_001359226.1|DPSE
OG0002214	LOC108602664|XP_017846300.1|DBUS	LOC6896974|XP_033232526.1|DPSE
OG0002215	LOC108603279|XP_033150047.1|DBUS	LOC6897024|XP_002137209.4|DPSE
OG0002216	LOC108596455|XP_017837691.1|DBUS	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE
OG0002217	LOC108603461|XP_017847783.1|DBUS	LOC4801361|XP_001358468.2|DPSE
OG0002218	LOC108606960|XP_017853009.1|DBUS	LOC4816021|XP_001355279.2|DPSE
OG0002219	LOC108604765|XP_017849848.1|DBUS	LOC4801991|XP_001359002.3|DPSE
OG0002220	LOC108601387|XP_017844776.1|DBUS	LOC4801992|XP_033233457.1|DPSE
OG0002221	LOC108598063|XP_033149585.1|DBUS	LOC4812746|XP_001353124.4|DPSE
OG0002222	LOC108595387|XP_017836102.1|DBUS	LOC4805451|XP_001361850.5|DPSE
OG0002223	LOC108596239|XP_017837276.1|DBUS	LOC4803802|XP_033234347.1|DPSE
OG0002224	LOC108596318|XP_017837424.1|DBUS	LOC4804900|XP_033234157.1|DPSE
OG0002225	LOC108600897|XP_017844210.1|DBUS	LOC6899990|XP_002135356.3|DPSE
OG0002226	LOC108596252|XP_017837294.1|DBUS	LOC4803424|XP_001360139.1|DPSE
OG0002227	LOC108596494|XP_033149116.1|DBUS	LOC4804232|XP_033234573.1|DPSE
OG0002228	LOC108597535|XP_017839624.1|DBUS, LOC108605881|XP_017851186.2|DBUS	LOC4803580|XP_001360284.2|DPSE
OG0002229	LOC108597171|XP_017839074.1|DBUS	LOC6898965|XP_002138925.3|DPSE
OG0002230	LOC108597390|XP_017839413.1|DBUS	LOC4804755|XP_004444285.2|DPSE
OG0002231	LOC108597713|XP_017839891.1|DBUS	LOC4803485|XP_001360203.4|DPSE
OG0002232	LOC108597132|XP_017839006.1|DBUS	LOC4805512|XP_001361903.2|DPSE
OG0002233	LOC108600814|XP_017844089.1|DBUS	LOC6900478|XP_002134868.3|DPSE
OG0002235	LOC108596646|XP_017838110.1|DBUS	LOC4805212|XP_033234659.1|DPSE
OG0002236	LOC108596047|XP_017836922.1|DBUS	LOC4804289|XP_001360870.3|DPSE
OG0002237	LOC108596076|XP_017836978.1|DBUS	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC108596892|XP_017838566.1|DBUS	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC108596947|XP_017838675.1|DBUS	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC108596447|XP_017837680.1|DBUS	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC108600708|XP_017843927.1|DBUS	LOC4812220|XP_001352612.3|DPSE
OG0002242	LOC108600924|XP_017844245.2|DBUS	LOC4813950|XP_001354110.3|DPSE
OG0002243	LOC108603300|XP_017847466.1|DBUS	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC108600572|XP_017843730.2|DBUS	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC108599828|XP_017842424.1|DBUS	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC108597526|XP_017839612.1|DBUS	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC108597335|XP_017839321.1|DBUS	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC108600577|XP_017843735.2|DBUS	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC108598563|XP_017840736.1|DBUS	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC108594857|XP_017835485.1|DBUS	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC108594793|XP_033148901.1|DBUS	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC108597349|XP_017839345.1|DBUS	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC108597637|XP_017839770.1|DBUS	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC108602655|XP_017846290.1|DBUS	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC108606742|XP_017852629.1|DBUS	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC108596980|XP_017838725.1|DBUS	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC108597752|XP_017839950.1|DBUS	LOC4804745|XP_001361257.2|DPSE
OG0002258	LOC108600398|XP_017843435.1|DBUS	LOC4814040|XP_001354185.2|DPSE
OG0002259	LOC108606369|XP_017851906.1|DBUS	LOC117184417|XP_033237535.1|DPSE
OG0002260	LOC108600387|XP_017843422.1|DBUS	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC108598994|XP_017841258.1|DBUS	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE
OG0002262	LOC108596029|XP_017836881.1|DBUS	LOC6898797|XP_033233521.1|DPSE
OG0002263	LOC108600256|XP_017843183.1|DBUS	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC108595084|XP_017835724.1|DBUS	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC108598928|XP_017843961.1|DBUS	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC117134994|XP_033150599.1|DBUS, LOC117134995|XP_033150600.1|DBUS	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC108601089|XP_033149589.1|DBUS	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC108598844|XP_017841087.1|DBUS	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC108597393|XP_017839418.1|DBUS	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC108597202|XP_017839129.1|DBUS	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC108599179|XP_017841456.1|DBUS	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC108598172|XP_033149555.1|DBUS	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC108599877|XP_017842522.1|DBUS	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC108598341|XP_033149723.1|DBUS	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC108601019|XP_017844382.1|DBUS	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC108599841|XP_017842450.2|DBUS	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC108598739|XP_033150626.1|DBUS	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC108597888|XP_017839995.1|DBUS	LOC4812879|XP_001353753.3|DPSE
OG0002279	LOC108600073|XP_017842918.1|DBUS	LOC4814189|XP_001354315.1|DPSE
OG0002280	LOC108600141|XP_017843023.2|DBUS	LOC6900150|XP_033237540.1|DPSE
OG0002281	LOC108600021|XP_017842828.1|DBUS	LOC4812172|XP_001352825.3|DPSE
OG0002282	LOC108599639|XP_017842100.1|DBUS	LOC4812505|XP_001352483.2|DPSE
OG0002283	LOC117134718|XP_033149189.1|DBUS	LOC4804467|XP_001361026.3|DPSE
OG0002284	LOC108595577|XP_017836327.1|DBUS	LOC4804037|XP_001360665.2|DPSE
OG0002285	LOC108605938|XP_017851248.1|DBUS	LOC4814837|XP_001355139.1|DPSE
OG0002286	LOC108597606|XP_017839732.1|DBUS	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC108597429|XP_017839473.1|DBUS	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC108599178|XP_017841454.1|DBUS	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC108598865|XP_017841112.1|DBUS	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC117135025|XP_033150725.1|DBUS	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC108595545|XP_033149021.1|DBUS	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC108597312|XP_017839287.1|DBUS	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC108596515|XP_017837846.1|DBUS	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC108604456|XP_017849425.1|DBUS	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC108607702|XP_017854182.1|DBUS	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC108607595|XP_017851272.2|DBUS	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC108603180|XP_017847227.1|DBUS	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC108596773|XP_017838361.1|DBUS	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC108595725|XP_017836496.1|DBUS	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC108600064|XP_017842909.1|DBUS	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC108607442|XP_017853762.2|DBUS	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC108608099|XP_017854794.1|DBUS	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC108605492|XP_017850726.1|DBUS	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC108594417|XP_017835075.2|DBUS	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC108601003|XP_017844357.1|DBUS	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC108594502|XP_017835190.2|DBUS	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC108604272|XP_033149867.1|DBUS	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC108608092|XP_033149028.1|DBUS	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC108603479|XP_017847820.1|DBUS	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC108594511|XP_033150958.1|DBUS	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC108607860|XP_017854432.1|DBUS	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC108594527|XP_017835219.2|DBUS	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC108596616|XP_017838048.1|DBUS	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC108595384|XP_017836098.1|DBUS	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC108596794|XP_033150903.1|DBUS	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC108602477|XP_017846093.1|DBUS	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC108600900|XP_017844214.1|DBUS	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC108607814|XP_017854351.1|DBUS	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC108607599|XP_017853991.1|DBUS	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC108597643|XP_017839781.1|DBUS	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC108608478|XP_017855359.1|DBUS	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC108607505|XP_017853857.1|DBUS	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC108601005|XP_017844360.1|DBUS	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC108600301|XP_017843275.1|DBUS	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC108600663|XP_017843848.1|DBUS	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC108603572|XP_017847979.1|DBUS	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC108596495|XP_017837810.1|DBUS	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC108607632|XP_017854045.1|DBUS	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC108607637|XP_017854049.1|DBUS	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC108606419|XP_017852004.1|DBUS	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC108600051|XP_017842887.1|DBUS	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC108595684|XP_017836454.1|DBUS	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC108596792|XP_017838388.1|DBUS	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC108595361|XP_017836074.1|DBUS	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC108600317|XP_017843304.1|DBUS	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC108596348|XP_017837492.1|DBUS	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC108594452|XP_017835116.1|DBUS	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC108608445|XP_017855310.1|DBUS	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC108598668|XP_033150831.1|DBUS	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC108595340|XP_017836050.1|DBUS	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC108608147|XP_017854881.2|DBUS	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC108607937|XP_017854543.2|DBUS	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC108599497|XP_017841849.1|DBUS	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC108596352|XP_017837499.1|DBUS	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC108594219|XP_017834817.2|DBUS	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC108597495|XP_017839568.1|DBUS	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC108607888|XP_017854481.1|DBUS	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC108596354|XP_017837505.1|DBUS	LOC4805002|XP_003736961.3|DPSE
OG0002350	LOC108596351|XP_017837497.1|DBUS	LOC4805001|XP_033234249.1|DPSE
OG0002351	LOC108595185|XP_017835853.1|DBUS	LOC4804275|XP_001360856.3|DPSE
OG0002352	LOC108597611|XP_017839737.1|DBUS	LOC4805198|XP_001361643.2|DPSE
OG0002353	LOC108594262|XP_033150353.1|DBUS	LOC6903361|XP_002132242.2|DPSE
OG0002354	LOC108608242|XP_017855018.2|DBUS	LOC6902362|XP_002133308.1|DPSE
OG0002355	LOC108594342|XP_033150584.1|DBUS	LOC6902745|XP_002133259.2|DPSE
OG0002356	LOC108608288|XP_017855096.1|DBUS	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE
OG0002357	LOC108604314|XP_017849225.1|DBUS	LOC4801730|XP_001358773.2|DPSE
OG0002358	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE
OG0002359	LOC108606824|XP_017852796.1|DBUS	LOC4815909|XP_001355722.1|DPSE
OG0002360	LOC108607431|XP_017853736.2|DBUS	LOC4817280|XP_001356860.1|DPSE
OG0002361	LOC108600877|XP_017844180.1|DBUS	LOC6900843|XP_033237624.1|DPSE
OG0002362	LOC108607704|XP_017854187.2|DBUS	LOC4817195|XP_015035828.2|DPSE
OG0002363	LOC108607434|XP_017853754.1|DBUS	LOC4817299|XP_001356402.1|DPSE
OG0002364	LOC108607432|XP_017853737.1|DBUS	LOC4817033|XP_015035785.2|DPSE
OG0002365	LOC108601622|XP_017845013.1|DBUS	LOC6902796|XP_015035780.2|DPSE
OG0002366	LOC108607789|XP_017854317.1|DBUS	LOC4817444|XP_001356728.3|DPSE
OG0002367	LOC108607572|XP_017853952.1|DBUS	LOC4817078|XP_015036059.2|DPSE
OG0002368	LOC108594432|XP_017835095.1|DBUS	LOC4818128|XP_001357192.1|DPSE
OG0002370	LOC108600274|XP_033150066.1|DBUS	LOC6902704|XP_002133218.2|DPSE
OG0002371	LOC108596123|XP_017837503.2|DBUS	LOC4816330|XP_015036804.1|DPSE
OG0002372	LOC108607604|XP_017853997.2|DBUS	LOC4817792|XP_001357109.4|DPSE
OG0002373	LOC108596741|XP_017838300.1|DBUS	LOC4817344|XP_001356547.1|DPSE
OG0002374	LOC108602165|XP_017845687.1|DBUS	LOC6897161|XP_003736489.2|DPSE
OG0002375	LOC108604776|XP_017849862.2|DBUS	LOC4802018|XP_001359021.1|DPSE
OG0002376	LOC108608413|XP_017855261.1|DBUS	LOC4816111|XP_001355773.1|DPSE
OG0002377	LOC108603645|XP_017848098.1|DBUS	LOC4802440|XP_001359359.2|DPSE
OG0002378	LOC108600914|XP_017844235.1|DBUS	LOC4813788|XP_001353501.1|DPSE
OG0002379	LOC108598136|XP_017840246.1|DBUS	LOC4817489|XP_001356908.3|DPSE
OG0002380	LOC108606412|XP_017851985.1|DBUS	LOC4814921|XP_001355096.1|DPSE
OG0002381	LOC108595360|XP_017836073.1|DBUS	LOC4805350|XP_001361764.1|DPSE
OG0002382	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS	LOC4815218|XP_033240934.1|DPSE
OG0002383	LOC108601084|XP_017844475.1|DBUS	LOC4812321|XP_001352753.2|DPSE
OG0002384	LOC108605052|XP_017850109.1|DBUS	LOC6901166|XP_002133867.3|DPSE
OG0002385	LOC108607331|XP_033150536.1|DBUS	LOC4811846|XP_015044280.1|DPSE
OG0002386	LOC108601538|XP_033149927.1|DBUS	LOC4802901|XP_001359728.3|DPSE
OG0002387	LOC108603651|XP_017848108.1|DBUS	LOC4801234|XP_015037102.2|DPSE
OG0002388	LOC108604343|XP_017849259.1|DBUS	LOC4803095|XP_001359893.3|DPSE
OG0002389	LOC108601760|XP_017845173.1|DBUS	LOC6899197|XP_002136327.3|DPSE, LOC4800421|XP_001357699.1|DPSE
OG0002390	LOC108600370|XP_017843399.2|DBUS	LOC4816772|XP_001356055.3|DPSE
OG0002391	LOC108597024|XP_017838794.1|DBUS	LOC4805399|XP_001361804.2|DPSE
OG0002392	LOC108598459|XP_017840593.1|DBUS	LOC4811994|XP_001352669.3|DPSE
OG0002393	LOC108599990|XP_017842738.2|DBUS	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE
OG0002394	LOC108602882|XP_017846672.1|DBUS	LOC4802422|XP_001359342.2|DPSE
OG0002395	LOC108604408|XP_017849364.1|DBUS	LOC6897931|XP_033236597.1|DPSE
OG0002396	LOC108596697|XP_017838209.1|DBUS	LOC4803356|XP_001360110.3|DPSE
OG0002397	LOC108595260|XP_017835960.1|DBUS	LOC4803333|XP_001357518.1|DPSE
OG0002398	LOC108607031|XP_017853110.1|DBUS	LOC4815335|XP_001354928.3|DPSE
OG0002399	LOC108597039|XP_017838823.1|DBUS	LOC4805672|XP_001362032.2|DPSE
OG0002400	LOC108595196|XP_017835869.1|DBUS	LOC4803936|XP_001360576.3|DPSE
OG0002401	LOC108607354|XP_017853536.1|DBUS	LOC117184353|XP_033237266.1|DPSE
OG0002402	LOC108604374|XP_017849313.1|DBUS	LOC6897836|XP_002137941.2|DPSE
OG0002403	LOC108601700|XP_017845103.1|DBUS	LOC6897835|XP_033232643.1|DPSE
OG0002404	LOC108603950|XP_017848632.1|DBUS	LOC4802777|XP_001359637.2|DPSE
OG0002405	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS	LOC4802446|XP_001359364.3|DPSE
