Orthogroup	DBUS.longest_only	DHYD.longest_only
OG0000298	LOC108605913|XP_017851217.1|DBUS	LOC111598314|XP_023169282.1|DHYD
OG0000298	LOC108597986|XP_017840089.1|DBUS	LOC111598724|XP_023169883.2|DHYD
OG0000299	LOC108604113|XP_017848885.1|DBUS	LOC111605539|XP_030079657.1|DHYD
OG0000299	LOC108601680|XP_017845078.2|DBUS	LOC111601613|XP_030079663.1|DHYD
OG0000299	LOC108603624|XP_033149913.1|DBUS	LOC111603243|XP_023176518.2|DHYD
OG0000300	LOC108598091|XP_017840194.2|DBUS	LOC111597335|XP_030081654.1|DHYD
OG0000300	LOC108598090|XP_017840193.1|DBUS	LOC111597336|XP_023167748.2|DHYD
OG0000301	LOC108607337|XP_017853509.1|DBUS	LOC111599784|XP_023171324.2|DHYD
OG0000301	LOC108608553|XP_033150214.1|DBUS	LOC111599140|XP_023170471.1|DHYD
OG0000302	LOC108598818|XP_017841053.1|DBUS	LOC111601700|XP_023174184.1|DHYD
OG0000302	LOC108598782|XP_017841011.1|DBUS	LOC111601699|XP_023174183.1|DHYD
OG0000303	LOC108599341|XP_017841633.1|DBUS	LOC111592808|XP_023160987.1|DHYD
OG0000303	LOC108600216|XP_017843130.1|DBUS	LOC111602461|XP_023175289.1|DHYD
OG0000304	LOC108606815|XP_017852782.1|DBUS	LOC111605026|XP_023179125.2|DHYD
OG0000304	LOC108601282|XP_017844670.1|DBUS	LOC111594571|XP_023163697.2|DHYD
OG0000304	LOC108602405|XP_033150048.1|DBUS	LOC111594524|XP_023163622.1|DHYD
OG0000305	LOC108598240|XP_033150647.1|DBUS	LOC111595115|XP_023164451.1|DHYD
OG0000305	LOC108598239|XP_033150646.1|DBUS	LOC111595038|XP_023164332.2|DHYD
OG0000306	LOC108595190|XP_017835861.1|DBUS	LOC111592694|XP_023160835.2|DHYD
OG0000306	LOC108594493|XP_017835176.2|DBUS	LOC111598995|XP_023170268.1|DHYD
OG0000306	LOC108606953|XP_017852998.1|DBUS	LOC111597371|XP_023167796.1|DHYD
OG0000307	LOC108603248|XP_017847376.1|DBUS	LOC111601299|XP_023173583.2|DHYD
OG0000307	LOC108603812|XP_017848404.1|DBUS	LOC111603477|XP_023176834.1|DHYD
OG0000308	LOC108603663|XP_017848149.1|DBUS	LOC111594292|XP_023163301.1|DHYD
OG0000309	LOC108604840|XP_017849948.1|DBUS	LOC115483692|XP_030081585.1|DHYD, LOC115483691|XP_030081584.1|DHYD, LOC115483695|XP_030081604.1|DHYD, LOC115483693|XP_030081586.1|DHYD, LOC115483690|XP_030081583.1|DHYD, LOC111597185|XP_030081605.1|DHYD
OG0000309	LOC108596144|XP_017837126.1|DBUS	LOC111601359|XP_023173660.1|DHYD
OG0000310	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS	LOC111604130|XP_023177814.2|DHYD
OG0000311	LOC108602230|XP_017845767.1|DBUS	LOC111595678|XP_023165282.2|DHYD
OG0000311	LOC108607070|XP_017853177.1|DBUS	LOC111593077|XP_023161432.1|DHYD
OG0000312	LOC108600028|XP_017842837.1|DBUS	LOC111600363|XP_023172207.2|DHYD
OG0000312	LOC108608384|XP_017855224.1|DBUS	LOC111601668|XP_023174130.2|DHYD
OG0000313	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS	LOC111603917|XP_023177510.2|DHYD
OG0000313	LOC108607508|XP_017853861.1|DBUS	LOC111600323|XP_023172153.2|DHYD
OG0000314	LOC108596465|XP_017837715.1|DBUS	LOC111599113|XP_030080290.1|DHYD
OG0000314	LOC108594353|XP_017834997.1|DBUS	LOC111599168|XP_023170516.2|DHYD
OG0000315	LOC108597635|XP_033149461.1|DBUS	LOC111602178|XP_030079199.1|DHYD
OG0000316	LOC108595882|XP_017836662.1|DBUS, LOC108597318|XP_017839297.2|DBUS, LOC117134670|XP_033148969.1|DBUS, LOC108595890|XP_017836669.1|DBUS, LOC117134689|XP_033149081.1|DBUS	LOC111592420|XP_023160363.2|DHYD
OG0000316	LOC117134711|XP_033149136.1|DBUS, LOC117134710|XP_033149135.1|DBUS, LOC108595718|XP_017836489.2|DBUS, LOC108597321|XP_017839300.2|DBUS, LOC108595623|XP_017836377.2|DBUS, LOC108597320|XP_017839299.2|DBUS, LOC117134694|XP_033149090.1|DBUS, LOC108595843|XP_017836622.1|DBUS, LOC108597319|XP_017839298.1|DBUS	LOC111592422|XP_023160365.2|DHYD, LOC111592424|XP_023160367.2|DHYD, LOC111592423|XP_023160366.1|DHYD
OG0000317	LOC108602857|XP_017846622.1|DBUS	LOC111599995|XP_023171662.1|DHYD, LOC111594810|XP_023164041.2|DHYD, LOC111594824|XP_023164057.1|DHYD
OG0000319	LOC108603761|XP_017848329.1|DBUS, LOC108603760|XP_017848328.1|DBUS	LOC111601303|XP_030081597.1|DHYD, LOC111601369|XP_023173675.1|DHYD, LOC115483689|XP_030081582.1|DHYD, LOC115483694|XP_030081593.1|DHYD
OG0000319	LOC108601783|XP_017845199.1|DBUS	LOC115482807|XP_030078802.1|DHYD
OG0000320	LOC108601634|XP_017845021.1|DBUS	LOC111601294|XP_023173573.1|DHYD
OG0000321	LOC108607372|XP_033149546.1|DBUS	LOC111603779|XP_023177288.1|DHYD
OG0000322	LOC108606751|XP_017852640.1|DBUS	LOC111605147|XP_023179297.2|DHYD
OG0000322	LOC108605276|XP_017850398.1|DBUS	LOC111592998|XP_023161272.1|DHYD
OG0000323	LOC108607579|XP_017853964.1|DBUS	LOC111594644|XP_023163806.1|DHYD
OG0000323	LOC108602072|XP_017845581.1|DBUS	LOC111596502|XP_023166531.1|DHYD
OG0000324	LOC108597753|XP_017839951.1|DBUS	LOC111599680|XP_023171153.2|DHYD
OG0000325	LOC108598987|XP_017841252.1|DBUS	LOC111592280|XP_023160149.2|DHYD
OG0000325	LOC108598979|XP_017841243.1|DBUS	LOC111592279|XP_023160148.2|DHYD
OG0000327	LOC108595544|XP_017836292.1|DBUS	LOC111595616|XP_023165190.1|DHYD
OG0000327	LOC108595981|XP_017836756.2|DBUS	LOC111604135|XP_023177821.2|DHYD
OG0000328	LOC108598078|XP_017840181.1|DBUS	LOC111597581|XP_023168148.2|DHYD
OG0000329	LOC108598888|XP_017841138.1|DBUS	LOC111599828|XP_023171389.2|DHYD
OG0000330	LOC108607654|XP_017854085.2|DBUS, LOC108607414|XP_017853732.1|DBUS	LOC111596787|XP_023166911.1|DHYD, LOC111596776|XP_023166900.2|DHYD, LOC111596767|XP_023166887.2|DHYD
OG0000330	LOC108601503|XP_017844891.1|DBUS	LOC111592692|XP_023160827.1|DHYD
OG0000331	LOC108594354|XP_017835000.1|DBUS	LOC111594951|XP_023164216.2|DHYD
OG0000332	LOC108598925|XP_017841179.2|DBUS	LOC111593643|XP_023162289.2|DHYD
OG0000332	LOC108605737|XP_017851021.1|DBUS	LOC111598247|XP_023169179.2|DHYD
OG0000333	LOC108598445|XP_017840570.1|DBUS	LOC111597590|XP_023168156.1|DHYD
OG0000334	LOC108597189|XP_017839106.1|DBUS	LOC111597049|XP_023167335.1|DHYD
OG0000334	LOC108597203|XP_017839130.1|DBUS	LOC111592156|XP_023159974.1|DHYD
OG0000335	LOC108607652|XP_017854083.2|DBUS	LOC111598927|XP_023170170.1|DHYD
OG0000335	LOC108601633|XP_017845024.1|DBUS	LOC111600476|XP_023172359.2|DHYD
OG0000336	LOC108604766|XP_017849849.1|DBUS	LOC111592042|XP_023159806.2|DHYD
OG0000336	LOC108604771|XP_017849852.1|DBUS	LOC111604870|XP_023178874.1|DHYD
OG0000336	LOC108604495|XP_033150696.1|DBUS	LOC111604868|XP_023178871.2|DHYD
OG0000337	LOC108599610|XP_017842055.1|DBUS	LOC111605083|XP_023179187.2|DHYD
OG0000337	LOC108604452|XP_017849421.1|DBUS	LOC111605075|XP_023179177.2|DHYD
OG0000338	LOC108599643|XP_017842107.1|DBUS	LOC111595291|XP_023164714.1|DHYD
OG0000338	LOC108597075|XP_017838899.1|DBUS	LOC111599560|XP_023171035.1|DHYD
OG0000339	LOC108599718|XP_017842204.1|DBUS	LOC111604664|XP_023178592.1|DHYD, LOC111604713|XP_023178653.2|DHYD
OG0000340	LOC108597634|XP_017839768.1|DBUS	LOC111597031|XP_023167314.2|DHYD
OG0000342	LOC108606674|XP_017852497.1|DBUS	LOC111598837|XP_023170043.1|DHYD
OG0000342	LOC108595602|XP_017836354.1|DBUS	LOC111594655|XP_023163823.1|DHYD, LOC111594318|XP_023163329.1|DHYD
OG0000343	LOC108601719|XP_017845126.1|DBUS	LOC111595711|XP_030081562.1|DHYD, LOC111595720|XP_030081560.1|DHYD
OG0000343	LOC108601887|XP_017845351.1|DBUS	LOC111602607|XP_023175535.2|DHYD
OG0000344	LOC108597541|XP_017839635.1|DBUS	LOC111595618|XP_030081313.1|DHYD
OG0000344	LOC108604139|XP_017848937.1|DBUS	LOC111596415|XP_023166395.2|DHYD
OG0000345	LOC108595458|XP_017836188.1|DBUS	LOC111599885|XP_023171473.1|DHYD
OG0000345	LOC108596549|XP_017837935.1|DBUS	LOC111592178|XP_030081925.1|DHYD
OG0000346	LOC108594855|XP_017835481.2|DBUS, LOC108597134|XP_017839011.2|DBUS	LOC111600912|XP_023173042.2|DHYD
OG0000347	LOC108605168|XP_017850243.1|DBUS	LOC111602051|XP_023174730.1|DHYD
OG0000347	LOC108600944|XP_017844276.1|DBUS	LOC111597750|XP_023168367.1|DHYD
OG0000348	LOC108594488|XP_017835155.1|DBUS	LOC111596095|XP_030080399.1|DHYD
OG0000349	LOC108598235|XP_017840342.2|DBUS	LOC111596325|XP_023166258.1|DHYD
OG0000350	LOC108599443|XP_033149598.1|DBUS	LOC111599265|XP_030081622.1|DHYD, LOC111599232|XP_023170598.2|DHYD
OG0000350	LOC108602939|XP_017846771.1|DBUS	LOC111598919|XP_023170157.2|DHYD
OG0000351	LOC108594969|XP_033150922.1|DBUS	LOC111601216|XP_023173479.2|DHYD
OG0000351	LOC108594692|XP_033150921.1|DBUS	LOC111601213|XP_023173474.2|DHYD
OG0000353	LOC108604479|XP_017849455.1|DBUS	LOC111602736|XP_023175756.1|DHYD
OG0000353	LOC108608513|XP_017855403.1|DBUS	LOC111602343|XP_023175121.1|DHYD
OG0000354	LOC108606290|XP_017851768.1|DBUS	LOC111595578|XP_023165152.2|DHYD
OG0000354	LOC108606282|XP_017851755.1|DBUS	LOC111595580|XP_023165154.1|DHYD
OG0000355	LOC108597175|XP_017839080.1|DBUS	LOC111593307|XP_023161766.2|DHYD
OG0000355	LOC108596800|XP_017838395.1|DBUS	LOC111597722|XP_030080937.1|DHYD
OG0000355	LOC108596820|XP_017838426.2|DBUS	LOC111597723|XP_023168332.2|DHYD
OG0000356	LOC108595549|XP_033150140.1|DBUS	LOC111605585|XP_023179956.2|DHYD
OG0000358	LOC108601709|XP_017845114.1|DBUS	LOC111595980|XP_023165733.1|DHYD, LOC115483336|XP_030080669.1|DHYD, LOC111595034|XP_023164328.1|DHYD
OG0000360	LOC108602007|XP_017845498.1|DBUS	LOC111597503|XP_023168036.1|DHYD
OG0000361	LOC108594475|XP_017835150.1|DBUS	LOC111593143|XP_023161511.1|DHYD
OG0000361	LOC108594497|XP_017835182.2|DBUS	LOC111593142|XP_023161509.2|DHYD
OG0000362	LOC108607393|XP_017853648.1|DBUS	LOC111595892|XP_023165594.1|DHYD
OG0000362	LOC108600958|XP_017844298.1|DBUS	LOC111592868|XP_023161082.1|DHYD
OG0000363	LOC108602883|XP_017846674.1|DBUS	LOC111602995|XP_023176163.1|DHYD
OG0000363	LOC108600098|XP_033149720.1|DBUS	LOC111602934|XP_023176052.2|DHYD
OG0000364	LOC108598379|XP_033149590.1|DBUS	LOC111603056|XP_030081833.1|DHYD, LOC115483467|XP_030081409.1|DHYD
OG0000364	LOC108599780|XP_017842324.1|DBUS	LOC111596139|XP_023165990.2|DHYD
OG0000365	LOC108597350|XP_017839346.1|DBUS	LOC111602135|XP_030081067.1|DHYD
OG0000365	LOC108608395|XP_017855239.1|DBUS	LOC111595928|XP_023165654.2|DHYD
OG0000366	LOC108606347|XP_033150382.1|DBUS	LOC111600179|XP_030079361.1|DHYD
OG0000366	LOC108604826|XP_017849927.1|DBUS	LOC111604235|XP_023177980.1|DHYD
OG0000367	LOC108600654|XP_017843840.1|DBUS	LOC111598741|XP_023169904.1|DHYD
OG0000367	LOC108596916|XP_017838614.1|DBUS	LOC111600010|XP_023171681.1|DHYD
OG0000368	LOC108598397|XP_017840506.2|DBUS	LOC111592768|XP_023160937.2|DHYD
OG0000368	LOC108598405|XP_017840516.1|DBUS	LOC111592790|XP_023160965.1|DHYD
OG0000370	LOC108596306|XP_017837395.1|DBUS	LOC111604375|XP_023178217.2|DHYD
OG0000370	LOC108598805|XP_017841037.1|DBUS, LOC108595840|XP_017836620.1|DBUS	LOC111603682|XP_023177133.2|DHYD
OG0000371	LOC108605366|XP_017850524.1|DBUS	LOC111602071|XP_023174763.1|DHYD
OG0000372	LOC108599767|XP_017842284.1|DBUS, LOC108607628|XP_017854041.1|DBUS, LOC108608132|XP_017854853.1|DBUS	LOC111602361|XP_030079071.1|DHYD, LOC111602359|XP_023175136.2|DHYD
OG0000373	LOC108601807|XP_017845232.1|DBUS	LOC115483353|XP_030080813.1|DHYD
OG0000373	LOC108598666|XP_017840868.1|DBUS	LOC111601807|XP_023174370.1|DHYD
OG0000374	LOC108598254|XP_017840358.2|DBUS	LOC111605076|XP_023179178.2|DHYD
OG0000375	LOC108597891|XP_017839999.2|DBUS	LOC111603725|XP_023177205.1|DHYD, LOC111603726|XP_023177206.2|DHYD, LOC111603724|XP_023177204.1|DHYD, LOC111603674|XP_023177121.2|DHYD
OG0000376	LOC108605794|XP_017851085.1|DBUS, LOC108605866|XP_017851166.1|DBUS	LOC111594319|XP_023163330.1|DHYD, LOC111602839|XP_023175919.1|DHYD
OG0000377	LOC108605533|XP_017850774.1|DBUS	LOC111596775|XP_023166893.1|DHYD
OG0000378	LOC108596230|XP_017837257.1|DBUS	LOC111605353|XP_023179598.1|DHYD
OG0000378	LOC108606919|XP_017852949.1|DBUS	LOC111602421|XP_030079880.1|DHYD
OG0000379	LOC108596783|XP_017838373.1|DBUS	LOC111595315|XP_023164738.2|DHYD
OG0000380	LOC117134612|XP_033149004.1|DBUS	LOC111595459|XP_030078559.1|DHYD, LOC111595474|XP_023165008.2|DHYD
OG0000380	LOC108598737|XP_017840959.1|DBUS	LOC111592299|XP_023160171.1|DHYD
OG0000381	LOC108596902|XP_033150618.1|DBUS	LOC111597214|XP_023167552.1|DHYD, LOC111597207|XP_023167542.2|DHYD
OG0000382	LOC108598924|XP_017841177.1|DBUS	LOC111599796|XP_023171340.2|DHYD
OG0000383	LOC108607215|XP_017853376.1|DBUS	LOC111595497|XP_023165035.1|DHYD
OG0000383	LOC108607896|XP_017854492.1|DBUS	LOC111601181|XP_023173427.2|DHYD
OG0000384	LOC108594998|XP_017835619.1|DBUS	LOC111605411|XP_023179682.2|DHYD
OG0000384	LOC108594994|XP_017835616.1|DBUS	LOC115483808|XP_030082003.1|DHYD
OG0000385	LOC108605629|XP_017850901.1|DBUS	LOC111605364|XP_023179615.2|DHYD
OG0000385	LOC108607176|XP_017853320.1|DBUS, LOC108607918|XP_017854520.2|DBUS, LOC108607919|XP_017854521.2|DBUS	LOC111605383|XP_023179644.2|DHYD
OG0000386	LOC108598918|XP_033149510.1|DBUS	LOC111599579|XP_030079646.1|DHYD
OG0000386	LOC108604745|XP_017849820.1|DBUS	LOC111604264|XP_023178028.1|DHYD
OG0000388	LOC108598995|XP_017841260.1|DBUS	LOC115482933|XP_030079132.1|DHYD, LOC115483358|XP_030080899.1|DHYD, LOC111596142|XP_023165993.1|DHYD
OG0000389	LOC108604501|XP_017849486.1|DBUS	LOC111598512|XP_023169553.2|DHYD
OG0000389	LOC108600795|XP_033149530.1|DBUS	LOC111600463|XP_023172336.1|DHYD
OG0000390	LOC108608398|XP_017855244.1|DBUS	LOC111592645|XP_023160759.1|DHYD
OG0000391	LOC108597558|XP_017839655.1|DBUS	LOC111602348|XP_023175128.1|DHYD
OG0000391	LOC108597593|XP_017839703.1|DBUS	LOC111592405|XP_023160348.2|DHYD
OG0000392	LOC108599415|XP_017841719.1|DBUS	LOC111599085|XP_023170389.2|DHYD
OG0000392	LOC108608050|XP_017854720.1|DBUS	LOC111599109|XP_023170430.2|DHYD
OG0000393	LOC108607828|XP_017854370.1|DBUS	LOC111594226|XP_023163194.2|DHYD
OG0000393	LOC108607843|XP_017854397.1|DBUS	LOC111594195|XP_023163159.2|DHYD
OG0000394	LOC117134893|XP_033150163.1|DBUS	LOC111597264|XP_023167645.1|DHYD
OG0000394	LOC108606185|XP_017851523.1|DBUS	LOC111597352|XP_023167767.1|DHYD
OG0000395	LOC108599448|XP_017841768.1|DBUS	LOC111599225|XP_023170590.2|DHYD
OG0000396	LOC108608552|XP_017855460.2|DBUS	LOC111599139|XP_023170470.2|DHYD
OG0000397	LOC108596638|XP_017838090.1|DBUS	LOC115483453|XP_030081365.1|DHYD, LOC111604161|XP_030081366.1|DHYD
OG0000398	LOC108596309|XP_017837402.1|DBUS	LOC111604414|XP_023178241.2|DHYD
OG0000398	LOC108596308|XP_017837400.1|DBUS	LOC111595755|XP_023165396.1|DHYD
OG0000399	LOC108601880|XP_017845342.1|DBUS	LOC111596181|XP_023166053.2|DHYD
OG0000399	LOC108604528|XP_017849529.1|DBUS	LOC111596173|XP_023166039.1|DHYD
OG0000400	LOC108605281|XP_017850418.1|DBUS	LOC111598815|XP_023170008.1|DHYD
OG0000401	LOC108606634|XP_017852416.1|DBUS	LOC111595351|XP_023164790.2|DHYD
OG0000403	LOC108603164|XP_017847210.1|DBUS	LOC111596107|XP_030080300.1|DHYD
OG0000403	LOC108603125|XP_017847132.1|DBUS	LOC111594818|XP_023164047.1|DHYD
OG0000403	LOC108597123|XP_017838991.1|DBUS	LOC111603800|XP_023177317.2|DHYD
OG0000404	LOC117134621|XP_033149902.1|DBUS	LOC111603266|XP_023176545.2|DHYD
OG0000405	LOC108605590|XP_017850850.1|DBUS	LOC111598152|XP_023169003.1|DHYD
OG0000405	LOC108604844|XP_017849953.1|DBUS	LOC111605436|XP_023179720.1|DHYD
OG0000406	LOC108600280|XP_017843237.1|DBUS	LOC111602933|XP_023176050.1|DHYD
OG0000406	LOC108597246|XP_017839185.1|DBUS	LOC111605231|XP_023179433.1|DHYD
OG0000407	LOC108598388|XP_017840490.1|DBUS	LOC111592977|XP_023161240.1|DHYD
OG0000407	LOC108600062|XP_017842902.1|DBUS	LOC111592949|XP_023161194.2|DHYD
OG0000408	LOC108603695|XP_033150816.1|DBUS, LOC117134937|XP_033150368.1|DBUS	LOC111600417|XP_023172265.1|DHYD
OG0000408	LOC117134997|XP_033150616.1|DBUS	LOC111600418|XP_023172267.1|DHYD
OG0000408	LOC108603640|XP_017848095.1|DBUS	LOC111602217|XP_023174961.2|DHYD
OG0000409	LOC108595278|XP_017835980.1|DBUS	LOC111600540|XP_023172448.2|DHYD
OG0000409	LOC108595198|XP_017835874.1|DBUS	LOC111593093|XP_023161462.1|DHYD
OG0000409	LOC108595067|XP_017835701.1|DBUS	LOC111599936|XP_023171551.2|DHYD
OG0000410	LOC108607800|XP_017854328.1|DBUS	LOC111594204|XP_023163170.2|DHYD
OG0000411	LOC108603090|XP_017847070.1|DBUS	LOC111601476|XP_023173830.2|DHYD
OG0000411	LOC108607910|XP_017854513.1|DBUS	LOC111600445|XP_023172308.1|DHYD
OG0000412	LOC108595083|XP_017835723.1|DBUS	LOC111597002|XP_023167271.2|DHYD
OG0000412	LOC108598417|XP_017840533.2|DBUS	LOC111599776|XP_023171306.1|DHYD
OG0000413	LOC108601252|XP_017844641.1|DBUS	LOC111604879|XP_023178884.2|DHYD
OG0000413	LOC108601340|XP_017844728.1|DBUS	LOC111598617|XP_023169719.2|DHYD
OG0000414	LOC108597667|XP_017839826.1|DBUS	LOC111592102|XP_023159896.2|DHYD
OG0000415	LOC108596401|XP_017837574.1|DBUS	LOC111601221|XP_023173484.1|DHYD
OG0000415	LOC108596402|XP_017837576.1|DBUS	LOC111601251|XP_023173518.1|DHYD
OG0000416	LOC108606941|XP_017852982.1|DBUS	LOC111591973|XP_023159688.2|DHYD
OG0000416	LOC108606670|XP_017852491.1|DBUS	LOC111596632|XP_023166688.1|DHYD
OG0000417	LOC108602147|XP_017845668.1|DBUS	LOC111598521|XP_023169571.2|DHYD
OG0000417	LOC108602278|XP_017845824.1|DBUS	LOC111597394|XP_023167838.2|DHYD
OG0000418	LOC108605818|XP_017851112.1|DBUS	LOC111596736|XP_023166835.2|DHYD
OG0000418	LOC108605612|XP_017850879.1|DBUS	LOC111603112|XP_023176349.1|DHYD
OG0000419	LOC108596816|XP_017838420.1|DBUS	LOC111597727|XP_023168337.2|DHYD
OG0000419	LOC117134914|XP_033150275.1|DBUS	LOC111605322|XP_023179559.2|DHYD
OG0000419	LOC108595601|XP_017836353.1|DBUS	LOC111597670|XP_023168262.2|DHYD
OG0000421	LOC108607237|XP_033150963.1|DBUS	LOC115483291|XP_030080494.1|DHYD, LOC111598933|XP_023170175.1|DHYD
OG0000421	LOC108607592|XP_017853983.2|DBUS	LOC111595197|XP_030079195.1|DHYD
OG0000422	LOC108603801|XP_017848388.1|DBUS	LOC111598659|XP_030080615.1|DHYD
OG0000423	LOC108596957|XP_017838692.1|DBUS	LOC111594333|XP_023163346.1|DHYD
OG0000423	LOC108597031|XP_017838809.1|DBUS	LOC111594334|XP_023163347.2|DHYD
OG0000424	LOC108597683|XP_017839846.1|DBUS	LOC111594326|XP_023163337.2|DHYD
OG0000424	LOC108597457|XP_017839513.1|DBUS	LOC111594329|XP_023163340.2|DHYD
OG0000425	LOC108596313|XP_033149114.1|DBUS	LOC111594405|XP_023163450.2|DHYD
OG0000425	LOC108595119|XP_017835770.1|DBUS	LOC115483812|XP_030082012.1|DHYD, LOC111597041|XP_023167323.1|DHYD
OG0000426	LOC108596540|XP_033149027.1|DBUS, LOC108596537|XP_017837915.1|DBUS, LOC108596539|XP_017837916.2|DBUS	LOC111599243|XP_023170614.1|DHYD
OG0000428	LOC108600418|XP_017843469.1|DBUS	LOC111592976|XP_030079483.1|DHYD
OG0000428	LOC108600419|XP_017843470.2|DBUS	LOC111592963|XP_023161221.2|DHYD
OG0000429	LOC117134709|XP_033149127.1|DBUS	LOC111592139|XP_023159951.2|DHYD
OG0000429	LOC108596605|XP_017838026.1|DBUS	LOC111592140|XP_023159954.2|DHYD
OG0000430	LOC108602465|XP_017846078.1|DBUS	LOC111602016|XP_023174681.2|DHYD
OG0000430	LOC108602430|XP_017846037.1|DBUS	LOC111601327|XP_023173624.1|DHYD
OG0000433	LOC108606800|XP_017852752.1|DBUS	LOC111602397|XP_023175180.2|DHYD
OG0000433	LOC108599596|XP_017842035.1|DBUS	LOC111594844|XP_023164078.2|DHYD
OG0000434	LOC108603339|XP_017847560.1|DBUS	LOC111593230|XP_023161649.2|DHYD
OG0000434	LOC108596629|XP_017838065.1|DBUS	LOC111600885|XP_023172991.2|DHYD, LOC111600884|XP_023172990.2|DHYD
OG0000435	LOC108605027|XP_017850084.1|DBUS	LOC111596567|XP_030079553.1|DHYD
OG0000437	LOC108597712|XP_017839895.1|DBUS	LOC111592673|XP_023160808.1|DHYD
OG0000437	LOC108594335|XP_017834978.1|DBUS	LOC111600934|XP_023173074.1|DHYD
OG0000438	LOC108601968|XP_017845445.1|DBUS	LOC111594574|XP_023163700.1|DHYD
OG0000439	LOC108594507|XP_033150665.1|DBUS	LOC111600365|XP_023172210.2|DHYD
OG0000439	LOC108598194|XP_017840298.2|DBUS	LOC111600925|XP_023173057.2|DHYD
OG0000440	LOC108597650|XP_017839794.1|DBUS, LOC108597649|XP_017839793.1|DBUS	LOC111595258|XP_023164672.2|DHYD, LOC111595260|XP_023164674.2|DHYD, LOC111597981|XP_023168725.2|DHYD
OG0000440	LOC108595640|XP_017836400.1|DBUS	LOC111593894|XP_023162730.1|DHYD
OG0000441	LOC108595815|XP_017836594.1|DBUS	LOC111593558|XP_023162182.1|DHYD
OG0000441	LOC108595711|XP_017836482.1|DBUS	LOC111593559|XP_023162183.2|DHYD
OG0000442	LOC108599457|XP_017841782.2|DBUS	LOC111596862|XP_030081148.1|DHYD
OG0000443	LOC108598826|XP_017841067.1|DBUS	LOC111598768|XP_023169950.1|DHYD
OG0000443	LOC108598965|XP_017841225.1|DBUS	LOC111598767|XP_023169949.2|DHYD
OG0000444	LOC108594808|XP_017835439.1|DBUS	LOC111599487|XP_023170922.2|DHYD
OG0000444	LOC108594820|XP_017835450.1|DBUS	LOC111599490|XP_023170924.2|DHYD
OG0000446	LOC108601956|XP_017845430.2|DBUS	LOC115482969|XP_030079380.1|DHYD, LOC111604590|XP_030078624.1|DHYD
OG0000447	LOC108600461|XP_017843544.2|DBUS	LOC111592859|XP_023161072.2|DHYD
OG0000448	LOC108601744|XP_017845153.2|DBUS	LOC111597881|XP_023168576.2|DHYD
OG0000448	LOC108601626|XP_033150119.1|DBUS	LOC111597883|XP_023168583.2|DHYD
OG0000449	LOC108600043|XP_017842877.1|DBUS	LOC111601066|XP_023173257.2|DHYD
OG0000449	LOC108596492|XP_017837795.1|DBUS	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD
OG0000450	LOC108605329|XP_033150295.1|DBUS	LOC111595982|XP_030080038.1|DHYD
OG0000450	LOC108606942|XP_017852983.1|DBUS	LOC111596583|XP_023166624.1|DHYD
OG0000451	LOC108606406|XP_017851980.1|DBUS	LOC111600827|XP_023172938.1|DHYD
OG0000451	LOC108606405|XP_017851979.1|DBUS	LOC111600661|XP_023172700.1|DHYD
OG0000453	LOC108602064|XP_017845573.2|DBUS	LOC111602749|XP_023175769.1|DHYD
OG0000453	LOC108602263|XP_017845806.1|DBUS	LOC111602787|XP_023175828.2|DHYD
OG0000454	LOC108607945|XP_017854550.1|DBUS, LOC108607946|XP_017854551.2|DBUS, LOC108597283|XP_033149976.1|DBUS	LOC111592640|XP_023160753.2|DHYD
OG0000455	LOC108597002|XP_017838767.1|DBUS	LOC111593569|XP_030081351.1|DHYD
OG0000455	LOC108596901|XP_017838580.1|DBUS	LOC111593547|XP_023162168.2|DHYD
OG0000456	LOC108608258|XP_033150053.1|DBUS	LOC111600346|XP_023172181.2|DHYD
OG0000457	LOC108598909|XP_033150733.1|DBUS	LOC111593779|XP_023162564.2|DHYD
OG0000457	LOC108607636|XP_033149578.1|DBUS	LOC111602307|XP_030079070.1|DHYD
OG0000458	LOC108607022|XP_033149992.1|DBUS	LOC111595812|XP_023165471.2|DHYD
OG0000460	LOC108608333|XP_017855163.1|DBUS	LOC111595833|XP_023165509.1|DHYD
OG0000462	LOC108603008|XP_017846892.1|DBUS	LOC111596211|XP_023166092.1|DHYD
OG0000462	LOC108603007|XP_017846890.1|DBUS	LOC111596209|XP_023166090.2|DHYD
OG0000463	LOC108601515|XP_017844903.1|DBUS	LOC111601429|XP_023173773.2|DHYD
OG0000463	LOC108601481|XP_033150130.1|DBUS, LOC108595813|XP_017836596.2|DBUS	LOC111605582|XP_023179954.2|DHYD
OG0000464	LOC108606232|XP_017851656.1|DBUS	LOC111595575|XP_023165142.2|DHYD
OG0000465	LOC108605063|XP_017850119.1|DBUS	LOC111593699|XP_023162412.2|DHYD
OG0000465	LOC108602829|XP_017846552.1|DBUS	LOC111593687|XP_023162351.2|DHYD
OG0000466	LOC108606045|XP_017851382.1|DBUS	LOC111601829|XP_023174424.1|DHYD
OG0000466	LOC108594401|XP_017835057.1|DBUS	LOC111595994|XP_023165759.1|DHYD
