Orthogroup	DBUS.longest_only	BCOP.longest_only
OG0001305	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS	LOC119078132|XP_037041498.1|BCOP
OG0001306	LOC108602831|XP_017846561.1|DBUS	LOC119069549|XP_037029523.1|BCOP
OG0001307	LOC108599599|XP_017842040.1|DBUS	LOC119074401|XP_037036417.1|BCOP
OG0001309	LOC108603532|XP_017847918.1|DBUS	LOC119077885|XP_037041144.1|BCOP
OG0001310	LOC108607187|XP_017853333.1|DBUS	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP
OG0001311	LOC108606279|XP_017851749.1|DBUS	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP
OG0001313	LOC108596779|XP_017838367.1|DBUS	LOC119072484|XP_037033612.1|BCOP
OG0001315	LOC108605012|XP_017850068.1|DBUS, LOC108606132|XP_017851474.1|DBUS	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP
OG0001326	LOC108602768|XP_017846430.1|DBUS	LOC119068673|XP_037028250.1|BCOP
OG0001328	LOC108605706|XP_017850987.1|DBUS	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP
OG0001329	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS	LOC119067609|XP_037026597.1|BCOP
OG0001330	LOC108606755|XP_017852647.2|DBUS	LOC119082152|XP_037047448.1|BCOP
OG0001331	LOC108606035|XP_017851351.1|DBUS	LOC119069973|XP_037030111.1|BCOP
OG0001332	LOC108606355|XP_017851893.1|DBUS	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP
OG0001333	LOC108605555|XP_017850804.1|DBUS	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP
OG0001334	LOC108604723|XP_017849790.1|DBUS	LOC119067734|XP_037026742.1|BCOP
OG0001335	LOC108603850|XP_017848492.1|DBUS	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP
OG0001337	LOC108606596|XP_017852332.1|DBUS	LOC119067232|XP_037025981.1|BCOP
OG0001338	LOC108595193|XP_017835866.1|DBUS	LOC119085777|XP_037052168.1|BCOP
OG0001339	LOC108596553|XP_017837939.1|DBUS	LOC119068739|XP_037028335.1|BCOP, LOC119079641|XP_037043560.1|BCOP
OG0001340	LOC108598625|XP_017840813.1|DBUS	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP
OG0001341	LOC108601888|XP_017845352.1|DBUS	LOC119067839|XP_037026909.1|BCOP
OG0001343	LOC108601461|XP_017844848.1|DBUS	LOC119068821|XP_037028489.1|BCOP, LOC119068819|XP_037028488.1|BCOP
OG0001344	LOC108604331|XP_017849246.1|DBUS	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP
OG0001345	LOC108604561|XP_017849579.1|DBUS	LOC119068712|XP_037028296.1|BCOP
OG0001346	LOC108603922|XP_017848603.1|DBUS	LOC119070059|XP_037030247.1|BCOP
OG0001347	LOC108605756|XP_017851047.1|DBUS	LOC119068588|XP_037028129.1|BCOP
OG0001348	LOC108606593|XP_017852328.1|DBUS	LOC119081782|XP_037046887.1|BCOP
OG0001349	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS	LOC119076108|XP_037038668.1|BCOP
OG0001350	LOC108598568|XP_017840741.1|DBUS	LOC119069222|XP_037029139.1|BCOP
OG0001351	LOC108596489|XP_017837765.1|DBUS	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP
OG0001352	LOC108596956|XP_017838686.1|DBUS	LOC119073437|XP_037034814.1|BCOP
OG0001353	LOC108598863|XP_017841109.1|DBUS	LOC119067652|XP_037026648.1|BCOP
OG0001354	LOC108597548|XP_017839645.1|DBUS	LOC119075131|XP_037037410.1|BCOP, LOC119084554|XP_037050464.1|BCOP, LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP
OG0001355	LOC108608201|XP_017854964.1|DBUS	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP
OG0001356	LOC108603481|XP_017847818.1|DBUS	LOC119079525|XP_037043401.1|BCOP
OG0001357	LOC108599937|XP_017842647.1|DBUS	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP
OG0001358	LOC108601013|XP_033149737.1|DBUS	LOC119080184|XP_037044309.1|BCOP, LOC119083376|XP_037048985.1|BCOP
OG0001359	LOC108607831|XP_017854379.1|DBUS	LOC119076426|XP_037039066.1|BCOP
OG0001360	LOC108597645|XP_017839783.1|DBUS	LOC119074489|XP_037036534.1|BCOP
OG0001361	LOC108598068|XP_017840171.2|DBUS	LOC119076931|XP_037039861.1|BCOP
OG0001362	LOC108598904|XP_017841156.1|DBUS	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP
OG0001363	LOC108603230|XP_017847334.1|DBUS	LOC119076875|XP_037039779.1|BCOP, LOC119080901|XP_037045380.1|BCOP
OG0001364	LOC108594659|XP_033150978.1|DBUS	LOC119073335|XP_037034624.1|BCOP
OG0001365	LOC108598726|XP_017840944.1|DBUS	LOC119084893|XP_037050938.1|BCOP
OG0001366	LOC108598007|XP_017840111.1|DBUS	LOC119082924|XP_037048474.1|BCOP
OG0001367	LOC108597360|XP_017839366.1|DBUS	LOC119078008|XP_037041291.1|BCOP
OG0001368	LOC108596324|XP_017837435.1|DBUS	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP
OG0001369	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP
OG0001370	LOC108597523|XP_033149017.1|DBUS	LOC119079586|XP_037043471.1|BCOP
OG0001371	LOC108607473|XP_017853801.2|DBUS	LOC119072744|XP_037033922.1|BCOP
OG0001372	LOC117134648|XP_033150995.1|DBUS, LOC108596137|XP_033150994.1|DBUS	LOC119081890|XP_037047013.1|BCOP, LOC119073081|XP_037034289.1|BCOP
OG0001373	LOC108594271|XP_017834892.1|DBUS	LOC119071460|XP_037032211.1|BCOP
OG0001374	LOC108597148|XP_017839031.1|DBUS	LOC119081445|XP_037046274.1|BCOP
OG0001375	LOC108603073|XP_017847040.1|DBUS	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP
OG0001376	LOC108595300|XP_017836003.1|DBUS	LOC119073483|XP_037034883.1|BCOP
OG0001377	LOC108608145|XP_033149788.1|DBUS	LOC119085360|XP_037051633.1|BCOP
OG0001378	LOC108594229|XP_017834829.1|DBUS	LOC119073535|XP_037034971.1|BCOP
OG0001380	LOC108595043|XP_017835672.1|DBUS	LOC119081665|XP_037046643.1|BCOP
OG0001381	LOC108595321|XP_017836030.1|DBUS	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP
OG0001382	LOC108607844|XP_017854400.1|DBUS	LOC119076360|XP_037038954.1|BCOP
OG0001383	LOC108595829|XP_017836609.1|DBUS	LOC119078241|XP_037041605.1|BCOP
OG0001384	LOC108598577|XP_017840755.1|DBUS	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP
OG0001385	LOC108608450|XP_017855317.1|DBUS	LOC119082316|XP_037047712.1|BCOP
OG0001386	LOC108607815|XP_017854355.2|DBUS	LOC119081244|XP_037045865.1|BCOP, LOC119082514|XP_037047921.1|BCOP, LOC119081242|XP_037045862.1|BCOP, LOC119081592|XP_037046522.1|BCOP, LOC119070351|XP_037030533.1|BCOP
OG0001387	LOC108598246|XP_017840353.1|DBUS	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP
OG0001389	LOC108604784|XP_017849871.1|DBUS	LOC119070229|XP_037030392.1|BCOP
OG0001390	LOC108594356|XP_017835003.1|DBUS	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP
OG0001391	LOC108598536|XP_017840708.1|DBUS	LOC119066428|XP_037024846.1|BCOP
OG0001392	LOC108605779|XP_017851071.1|DBUS	LOC119074919|XP_037037205.1|BCOP
OG0001393	LOC108605858|XP_017851158.1|DBUS	LOC119076493|XP_037039173.1|BCOP
OG0001394	LOC108607399|XP_017853663.1|DBUS	LOC119075488|XP_037037849.1|BCOP
OG0001395	LOC108604118|XP_017848892.1|DBUS	LOC119074955|XP_037037239.1|BCOP
OG0001396	LOC108606696|XP_017852554.1|DBUS	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP
OG0001397	LOC108604774|XP_017849860.1|DBUS	LOC119084135|XP_037049881.1|BCOP
OG0001398	LOC108607125|XP_017853250.1|DBUS	LOC119073267|XP_037034539.1|BCOP
OG0001399	LOC108596987|XP_017838741.1|DBUS	LOC119066910|XP_037025505.1|BCOP
OG0001400	LOC108601668|XP_017845058.1|DBUS	LOC119075955|XP_037038417.1|BCOP
OG0001401	LOC108598163|XP_017840269.2|DBUS	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP, LOC119070024|XP_037030205.1|BCOP
OG0001402	LOC108599508|XP_017841864.2|DBUS	LOC119078307|XP_037041703.1|BCOP
OG0001403	LOC108598770|XP_017841000.1|DBUS	LOC119072446|XP_037033558.1|BCOP
OG0001404	LOC108596388|XP_017837551.1|DBUS	LOC119075529|XP_037037893.1|BCOP
OG0001405	LOC108595288|XP_017836318.1|DBUS	LOC119071739|XP_037032666.1|BCOP
OG0001406	LOC108605766|XP_017851058.1|DBUS	LOC119071455|XP_037032202.1|BCOP
OG0001407	LOC108599593|XP_017842028.1|DBUS	LOC119072463|XP_037033582.1|BCOP
OG0001411	LOC108602089|XP_017845602.1|DBUS	LOC119083601|XP_037049232.1|BCOP, LOC119077377|XP_037040463.1|BCOP, LOC119083602|XP_037049233.1|BCOP, LOC119070386|XP_037030600.1|BCOP, LOC119074488|XP_037036531.1|BCOP
OG0001429	LOC108604066|XP_017848819.1|DBUS	LOC119069720|XP_037029741.1|BCOP, LOC119069004|XP_037028776.1|BCOP
OG0001430	LOC108603079|XP_017847056.1|DBUS	LOC119069695|XP_037029719.1|BCOP
OG0001431	LOC108606357|XP_017851894.1|DBUS	LOC119068849|XP_037028560.1|BCOP
OG0001432	LOC108607127|XP_017853254.1|DBUS	LOC119068544|XP_037028058.1|BCOP
OG0001433	LOC108602309|XP_017845881.1|DBUS	LOC119085603|XP_037051921.1|BCOP, LOC119085621|XP_037051939.1|BCOP
OG0001434	LOC108605749|XP_017851037.1|DBUS	LOC119067814|XP_037026864.1|BCOP
OG0001435	LOC108597036|XP_017838818.1|DBUS	LOC119070281|XP_037030442.1|BCOP
OG0001436	LOC108605711|XP_017850992.1|DBUS	LOC119070372|XP_037030568.1|BCOP
OG0001437	LOC108607997|XP_017854647.1|DBUS	LOC119077714|XP_037040888.1|BCOP
OG0001438	LOC108601828|XP_017845258.1|DBUS	LOC119070579|XP_037030882.1|BCOP
OG0001439	LOC108602275|XP_017845821.1|DBUS	LOC119068124|XP_037027476.1|BCOP
OG0001440	LOC108606032|XP_017851349.1|DBUS	LOC119070767|XP_037031143.1|BCOP
OG0001442	LOC108602126|XP_017845645.1|DBUS, LOC108605991|XP_017851301.1|DBUS	LOC119085588|XP_037051900.1|BCOP
OG0001443	LOC108603880|XP_017848541.1|DBUS	LOC119068350|XP_037027809.1|BCOP
OG0001444	LOC108604586|XP_017849606.1|DBUS	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP
OG0001445	LOC108604055|XP_017848806.1|DBUS	LOC119066291|XP_037024561.1|BCOP
OG0001446	LOC108602389|XP_017845990.1|DBUS	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP
OG0001447	LOC108603658|XP_017848124.1|DBUS	LOC119067041|XP_037025676.1|BCOP
OG0001448	LOC108602767|XP_017846428.1|DBUS	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP
OG0001449	LOC108595985|XP_017836762.1|DBUS, LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS	LOC119067787|XP_037026829.1|BCOP
OG0001450	LOC108603908|XP_017848581.1|DBUS, LOC108608538|XP_033150726.1|DBUS	LOC119068156|XP_037027525.1|BCOP
OG0001451	LOC108597063|XP_017838876.1|DBUS	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP
OG0001452	LOC108595903|XP_033149142.1|DBUS	LOC119084935|XP_037050969.1|BCOP
OG0001453	LOC108600341|XP_017843353.2|DBUS	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP
OG0001454	LOC108604341|XP_017849257.1|DBUS	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP
OG0001455	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS	LOC119077311|XP_037040372.1|BCOP
OG0001456	LOC108596118|XP_017837051.2|DBUS	LOC119083642|XP_037049278.1|BCOP
OG0001457	LOC108596084|XP_017836991.1|DBUS	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP
OG0001458	LOC108595459|XP_017836189.1|DBUS	LOC119079434|XP_037043242.1|BCOP
OG0001459	LOC108598886|XP_017841136.1|DBUS	LOC119081762|XP_037046850.1|BCOP
OG0001460	LOC108596263|XP_017837308.1|DBUS	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP
OG0001461	LOC108607733|XP_033150766.1|DBUS	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP
OG0001462	LOC108599471|XP_017841799.2|DBUS	LOC119080004|XP_037044071.1|BCOP
OG0001463	LOC108602703|XP_017846344.1|DBUS	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP
OG0001464	LOC108605426|XP_017850591.1|DBUS, LOC108599562|XP_017841947.1|DBUS	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP
OG0001465	LOC108597304|XP_017839272.1|DBUS	LOC119081152|XP_037045800.1|BCOP
OG0001466	LOC108608363|XP_017855201.2|DBUS	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP
OG0001467	LOC108608001|XP_017854655.1|DBUS	LOC119085874|XP_037052278.1|BCOP
OG0001468	LOC108598570|XP_017840744.2|DBUS	LOC119080863|XP_037045335.1|BCOP
OG0001469	LOC108596337|XP_017837480.1|DBUS	LOC119081330|XP_037046012.1|BCOP
OG0001470	LOC108598839|XP_017841082.2|DBUS	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP
OG0001471	LOC108598023|XP_033149452.1|DBUS	LOC119075238|XP_037037529.1|BCOP
OG0001472	LOC117134908|XP_033150248.1|DBUS, LOC108598977|XP_017841240.1|DBUS	LOC119073631|XP_037035117.1|BCOP
OG0001473	LOC108602693|XP_017846321.1|DBUS	LOC119068774|XP_037028428.1|BCOP
OG0001474	LOC108604911|XP_017849970.1|DBUS, LOC108595261|XP_017835961.1|DBUS	LOC119083216|XP_037048778.1|BCOP
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	LOC119085938|XP_037052386.1|BCOP
OG0001476	LOC117135007|XP_033150676.1|DBUS, LOC117135033|XP_033150751.1|DBUS	LOC119073252|XP_037034502.1|BCOP
OG0001477	LOC108604328|XP_017849243.1|DBUS	LOC119080073|XP_037044187.1|BCOP
OG0001478	LOC108607716|XP_017854207.1|DBUS	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP
OG0001480	LOC108594429|XP_017835092.1|DBUS	LOC119079619|XP_037043510.1|BCOP
OG0001481	LOC108607495|XP_017853830.1|DBUS, LOC108607492|XP_017853828.1|DBUS	LOC119085854|XP_037052259.1|BCOP
OG0001482	LOC108594933|XP_017835556.1|DBUS	LOC119078892|XP_037042517.1|BCOP
OG0001483	LOC108608142|XP_017854873.1|DBUS	LOC119069194|XP_037029036.1|BCOP
OG0001485	LOC108598086|XP_017840188.1|DBUS	LOC119066875|XP_037025444.1|BCOP
OG0001486	LOC108594491|XP_017835173.1|DBUS	LOC119075372|XP_037037693.1|BCOP
OG0001487	LOC108603795|XP_017848385.2|DBUS	LOC119071292|XP_037032057.1|BCOP
OG0001488	LOC108595450|XP_017836179.1|DBUS	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP
OG0001489	LOC108607674|XP_033149970.1|DBUS, LOC108595698|XP_017836473.1|DBUS	LOC119082548|XP_037047954.1|BCOP
OG0001490	LOC108602378|XP_017845976.1|DBUS	LOC119082084|XP_037047339.1|BCOP
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	LOC119078712|XP_037042279.1|BCOP
OG0001493	LOC108595160|XP_017835821.2|DBUS, LOC108605234|XP_017850336.1|DBUS	LOC119075234|XP_037037521.1|BCOP
OG0001494	LOC108606052|XP_017851389.1|DBUS	LOC119077643|XP_037040759.1|BCOP
OG0001495	LOC108597506|XP_017839583.1|DBUS	LOC119074897|XP_037037139.1|BCOP
OG0001496	LOC108605591|XP_017850853.1|DBUS	LOC119074211|XP_037036147.1|BCOP
OG0001497	LOC108596990|XP_017838748.1|DBUS	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP
OG0001498	LOC108604026|XP_033149874.1|DBUS	LOC119074573|XP_037036695.1|BCOP
OG0001500	LOC108595141|XP_017835795.1|DBUS	LOC119068893|XP_037028658.1|BCOP
OG0001501	LOC108598980|XP_017841244.2|DBUS	LOC119080610|XP_037044907.1|BCOP
OG0001502	LOC108597221|XP_017839153.1|DBUS	LOC119079851|XP_037043814.1|BCOP
OG0001503	LOC108594685|XP_017835315.1|DBUS	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP
OG0001504	LOC108606484|XP_017852112.1|DBUS	LOC119072387|XP_037033490.1|BCOP
OG0001505	LOC108596015|XP_033149200.1|DBUS	LOC119082674|XP_037048147.1|BCOP
OG0001506	LOC108597639|XP_017839775.1|DBUS	LOC119079020|XP_037042692.1|BCOP
OG0001507	LOC108595005|XP_017835629.1|DBUS	LOC119071742|XP_037032669.1|BCOP
OG0001508	LOC108595466|XP_017836200.1|DBUS	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP
OG0001509	LOC108594921|XP_017835545.1|DBUS	LOC119083247|XP_037048804.1|BCOP
OG0001510	LOC108608138|XP_017854864.1|DBUS	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP
OG0001511	LOC108597145|XP_017839028.1|DBUS	LOC119066136|XP_037024322.1|BCOP
OG0001512	LOC108600835|XP_017844119.1|DBUS	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP
OG0001513	LOC108598229|XP_033149754.1|DBUS	LOC119071130|XP_037031699.1|BCOP
OG0001515	LOC108606768|XP_017852669.1|DBUS	LOC119076873|XP_037039777.1|BCOP
OG0001517	LOC108601751|XP_017845164.1|DBUS	LOC119085002|XP_037051073.1|BCOP
OG0001518	LOC108605740|XP_017851027.1|DBUS	LOC119067207|XP_037025945.1|BCOP
OG0001534	LOC108605294|XP_017850433.1|DBUS	LOC119069790|XP_037029827.1|BCOP
OG0001535	LOC108606925|XP_017852961.1|DBUS	LOC119081291|XP_037045952.1|BCOP
OG0001536	LOC108605736|XP_017851020.1|DBUS	LOC119083641|XP_037049277.1|BCOP
OG0001537	LOC108600395|XP_017843437.1|DBUS	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP
OG0001538	LOC108606341|XP_017851874.1|DBUS	LOC119084761|XP_037050722.1|BCOP
OG0001539	LOC108597052|XP_017838860.1|DBUS	LOC119080435|XP_037044693.1|BCOP
OG0001540	LOC108594259|XP_017834873.1|DBUS	LOC119077061|XP_037040084.1|BCOP
OG0001541	LOC108599413|XP_017841713.1|DBUS	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP
OG0001542	LOC108604323|XP_017849237.1|DBUS	LOC119083755|XP_037049434.1|BCOP
OG0001543	LOC108605541|XP_017850782.1|DBUS	LOC119067212|XP_037025951.1|BCOP
OG0001544	LOC108604973|XP_017850032.2|DBUS	LOC119068022|XP_037027277.1|BCOP
OG0001545	LOC108605664|XP_017850940.1|DBUS	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP
OG0001546	LOC108607110|XP_017853228.1|DBUS	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP
OG0001547	LOC108606231|XP_017851645.1|DBUS	LOC119067177|XP_037025885.1|BCOP
OG0001548	LOC108607175|XP_017853318.1|DBUS	LOC119067604|XP_037026594.1|BCOP
OG0001549	LOC108606567|XP_017852509.1|DBUS	LOC119078658|XP_037042167.1|BCOP
OG0001550	LOC108601741|XP_017845150.1|DBUS	LOC119067024|XP_037025651.1|BCOP
OG0001551	LOC108603464|XP_017847791.1|DBUS	LOC119068659|XP_037028230.1|BCOP
OG0001552	LOC108603924|XP_017848607.1|DBUS, LOC108594732|XP_017835358.1|DBUS	LOC119069945|XP_037030067.1|BCOP
OG0001553	LOC108605093|XP_033150208.1|DBUS	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP
OG0001554	LOC108603527|XP_017847910.1|DBUS, LOC108601588|XP_017844977.1|DBUS	LOC119068534|XP_037028040.1|BCOP
OG0001556	LOC108595646|XP_017836410.1|DBUS, LOC108597742|XP_017839934.1|DBUS	LOC119069503|XP_037029472.1|BCOP
OG0001557	LOC108605208|XP_017850300.1|DBUS	LOC119077131|XP_037040206.1|BCOP
OG0001558	LOC108606946|XP_017852991.1|DBUS	LOC119085650|XP_037051990.1|BCOP
OG0001559	LOC108601659|XP_017845048.1|DBUS	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP
OG0001560	LOC108603381|XP_017847641.1|DBUS	LOC119070423|XP_037030655.1|BCOP
OG0001561	LOC108601657|XP_017845045.1|DBUS	LOC119078770|XP_037042373.1|BCOP
OG0001562	LOC108607833|XP_017854382.1|DBUS	LOC119073818|XP_037035490.1|BCOP
OG0001563	LOC108603397|XP_017847669.1|DBUS	LOC119067500|XP_037026402.1|BCOP
OG0001564	LOC108603070|XP_017847022.1|DBUS	LOC119067239|XP_037025996.1|BCOP
OG0001565	LOC108601975|XP_017845457.1|DBUS	LOC119067360|XP_037026166.1|BCOP
OG0001566	LOC108603322|XP_017847527.1|DBUS	LOC119067590|XP_037026583.1|BCOP
OG0001567	LOC108597624|XP_017839756.1|DBUS	LOC119085861|XP_037052270.1|BCOP
OG0001568	LOC108603213|XP_017847294.1|DBUS	LOC119069780|XP_037029810.1|BCOP
OG0001570	LOC108603209|XP_017847285.1|DBUS	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP
OG0001571	LOC117134991|XP_033150591.1|DBUS	LOC119066962|XP_037025589.1|BCOP
OG0001572	LOC108605519|XP_017850757.1|DBUS	LOC119073400|XP_037034725.1|BCOP
OG0001573	LOC108600374|XP_017843401.1|DBUS	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP
OG0001574	LOC108606973|XP_017853030.1|DBUS	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP
OG0001575	LOC108601867|XP_017845314.1|DBUS	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP
OG0001576	LOC108604658|XP_017849697.1|DBUS	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP
OG0001577	LOC108602988|XP_017846867.1|DBUS	LOC119076585|XP_037039324.1|BCOP
OG0001578	LOC108597751|XP_017839948.1|DBUS	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP
OG0001579	LOC108606802|XP_017852760.1|DBUS	LOC119083540|XP_037049158.1|BCOP
OG0001580	LOC108597463|XP_017839524.1|DBUS	LOC119080394|XP_037044608.1|BCOP
OG0001581	LOC108605040|XP_033150281.1|DBUS	LOC119081125|XP_037045764.1|BCOP
OG0001582	LOC108596584|XP_017837998.1|DBUS	LOC119073350|XP_037034640.1|BCOP
OG0001584	LOC108598370|XP_017840481.1|DBUS	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP
OG0001585	LOC108605203|XP_017850292.1|DBUS	LOC119067960|XP_037027182.1|BCOP
OG0001586	LOC108599942|XP_017842655.1|DBUS	LOC119081213|XP_037045828.1|BCOP
OG0001587	LOC108596516|XP_017837847.1|DBUS	LOC119071784|XP_037032739.1|BCOP
OG0001588	LOC108595400|XP_017836115.1|DBUS	LOC119073902|XP_037035686.1|BCOP
OG0001589	LOC108608342|XP_017855175.1|DBUS	LOC119072887|XP_037034105.1|BCOP
OG0001590	LOC108596609|XP_017838038.1|DBUS, LOC108596608|XP_017838028.1|DBUS	LOC119071876|XP_037032846.1|BCOP
OG0001591	LOC108604407|XP_017849362.1|DBUS	LOC119082064|XP_037047296.1|BCOP
OG0001592	LOC108607582|XP_033149779.1|DBUS	LOC119066743|XP_037025260.1|BCOP
OG0001593	LOC108608052|XP_033149776.1|DBUS	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP
OG0001594	LOC108594245|XP_017834852.1|DBUS	LOC119066469|XP_037024870.1|BCOP
OG0001595	LOC108597084|XP_017838919.1|DBUS	LOC119073618|XP_037035090.1|BCOP
OG0001596	LOC108594341|XP_033150519.1|DBUS	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP
OG0001598	LOC108608123|XP_033150862.1|DBUS	LOC119081944|XP_037047103.1|BCOP
