Orthogroup	DBUS.longest_only	DSAN.longest_only
OG0000645	LOC108607496|XP_017853831.1|DBUS	LOC120450304|XP_039489182.1|DSAN
OG0000645	LOC108607499|XP_017853835.1|DBUS, LOC108607498|XP_017853834.1|DBUS	LOC120453263|XP_039493823.1|DSAN
OG0000646	LOC108604786|XP_017849875.1|DBUS	LOC120451966|XP_039491925.1|DSAN
OG0000646	LOC108602835|XP_017846573.1|DBUS	LOC120450876|XP_039490037.1|DSAN
OG0000647	LOC108601417|XP_017844805.1|DBUS	LOC120454193|XP_039495218.1|DSAN
OG0000647	LOC108607226|XP_017853390.1|DBUS	LOC120455325|XP_039497335.1|DSAN
OG0000648	LOC108605656|XP_017850931.2|DBUS	LOC120457042|XP_039500144.1|DSAN
OG0000648	LOC108605926|XP_017851234.2|DBUS	LOC120455742|XP_039498098.1|DSAN
OG0000649	LOC108605610|XP_017850877.1|DBUS	LOC120455181|XP_039497051.1|DSAN
OG0000649	LOC108606908|XP_017852934.1|DBUS	LOC120455180|XP_039497048.1|DSAN
OG0000650	LOC108603167|XP_017847213.1|DBUS	LOC120451331|XP_039490843.1|DSAN
OG0000650	LOC108607416|XP_017853696.1|DBUS	LOC120454824|XP_039496222.1|DSAN
OG0000651	LOC108600435|XP_017843498.2|DBUS	LOC120450344|XP_039489253.1|DSAN
OG0000651	LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS	LOC120450498|XP_039489478.1|DSAN
OG0000652	LOC108595618|XP_017836373.1|DBUS	LOC120458370|XP_039501927.1|DSAN
OG0000652	LOC108605777|XP_017851069.1|DBUS	LOC120456932|XP_039500004.1|DSAN
OG0000654	LOC108599520|XP_017841880.1|DBUS	LOC120450411|XP_039489348.1|DSAN
OG0000654	LOC108599660|XP_017843215.2|DBUS	LOC120450105|XP_039488834.1|DSAN
OG0000655	LOC108597572|XP_017839672.1|DBUS	LOC120444469|XP_039480079.1|DSAN
OG0000655	LOC108607755|XP_017854270.1|DBUS	LOC120443836|XP_039479127.1|DSAN
OG0000656	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS	LOC120451785|XP_039491669.1|DSAN
OG0000656	LOC108604546|XP_017849558.1|DBUS	LOC120451786|XP_039491671.1|DSAN
OG0000657	LOC108599245|XP_017841531.1|DBUS	LOC120449330|XP_039487664.1|DSAN
OG0000657	LOC108608016|XP_017854679.1|DBUS	LOC120446297|XP_039483139.1|DSAN
OG0000658	LOC108607060|XP_017853162.1|DBUS	LOC120456400|XP_039499163.1|DSAN
OG0000658	LOC108604640|XP_017849679.1|DBUS	LOC120451552|XP_039491285.1|DSAN
OG0000659	LOC108608130|XP_017854851.1|DBUS	LOC120445541|XP_039481946.1|DSAN
OG0000660	LOC108607626|XP_017854033.1|DBUS	LOC120458163|XP_039501653.1|DSAN
OG0000661	LOC108600717|XP_017843942.1|DBUS	LOC120450274|XP_039489124.1|DSAN
OG0000661	LOC108597398|XP_017839428.1|DBUS	LOC120453800|XP_039494611.1|DSAN
OG0000662	LOC108598489|XP_017840633.1|DBUS	LOC120450625|XP_039489706.1|DSAN
OG0000662	LOC108605825|XP_017851119.1|DBUS	LOC120451091|XP_039490415.1|DSAN
OG0000663	LOC108597613|XP_017839740.1|DBUS	LOC120445154|XP_039481261.1|DSAN
OG0000664	LOC108608087|XP_017854778.1|DBUS	LOC120453886|XP_039494737.1|DSAN
OG0000664	LOC108606723|XP_017852595.1|DBUS	LOC120455363|XP_039497404.1|DSAN
OG0000665	LOC108604240|XP_017849102.1|DBUS	LOC120454654|XP_039496090.1|DSAN
OG0000666	LOC108597472|XP_017839535.2|DBUS	LOC120444718|XP_039480530.1|DSAN
OG0000666	LOC108606449|XP_017852052.1|DBUS	LOC120454980|XP_039496706.1|DSAN
OG0000667	LOC108606338|XP_017851870.1|DBUS	LOC120457002|XP_039500090.1|DSAN
OG0000667	LOC108604078|XP_017848837.1|DBUS	LOC120454381|XP_039495553.1|DSAN
OG0000668	LOC108601703|XP_017845105.1|DBUS	LOC120447464|XP_039484787.1|DSAN
OG0000668	LOC108602757|XP_017846418.1|DBUS	LOC120454262|XP_039495343.1|DSAN
OG0000669	LOC108605774|XP_017851066.1|DBUS	LOC120455826|XP_039498225.1|DSAN
OG0000669	LOC117134958|XP_033150492.1|DBUS	LOC120455825|XP_039498224.1|DSAN
OG0000670	LOC108605811|XP_017851106.1|DBUS	LOC120447050|XP_039484360.1|DSAN, LOC120455057|XP_039496845.1|DSAN
OG0000671	LOC108604017|XP_017848750.1|DBUS	LOC120451856|XP_039491783.1|DSAN
OG0000671	LOC108603152|XP_017847193.1|DBUS	LOC120453960|XP_039494843.1|DSAN
OG0000672	LOC108605641|XP_017850912.2|DBUS	LOC120456969|XP_039500049.1|DSAN
OG0000672	LOC108605985|XP_017851296.1|DBUS	LOC120455084|XP_039496883.1|DSAN
OG0000673	LOC108605232|XP_017850334.1|DBUS	LOC120457291|XP_039500680.1|DSAN
OG0000673	LOC108600408|XP_017843453.2|DBUS	LOC120448420|XP_039486353.1|DSAN
OG0000675	LOC108605827|XP_017851121.1|DBUS	LOC120456273|XP_039498942.1|DSAN
OG0000677	LOC108599268|XP_017841554.2|DBUS	LOC120450477|XP_039489455.1|DSAN
OG0000677	LOC108605531|XP_017850771.1|DBUS	LOC120456261|XP_039498918.1|DSAN
OG0000678	LOC108604300|XP_017849206.1|DBUS	LOC120451872|XP_039491813.1|DSAN
OG0000678	LOC108602381|XP_033149881.1|DBUS	LOC120458138|XP_039501616.1|DSAN
OG0000679	LOC108607029|XP_017853108.1|DBUS	LOC120456931|XP_039500003.1|DSAN
OG0000680	LOC108605264|XP_017850380.1|DBUS	LOC120455793|XP_039498184.1|DSAN
OG0000680	LOC108605260|XP_017850373.1|DBUS	LOC120456865|XP_039499889.1|DSAN
OG0000681	LOC108604726|XP_017849795.1|DBUS	LOC120452262|XP_039492326.1|DSAN
OG0000681	LOC108607265|XP_017853447.1|DBUS	LOC120456003|XP_039498495.1|DSAN
OG0000683	LOC108601724|XP_017845132.1|DBUS	LOC120454361|XP_039495520.1|DSAN
OG0000684	LOC108601961|XP_017845437.1|DBUS	LOC120453683|XP_039494434.1|DSAN
OG0000684	LOC108604666|XP_017849707.1|DBUS	LOC120451566|XP_039491310.1|DSAN
OG0000685	LOC108606072|XP_017851407.1|DBUS	LOC120455779|XP_039498170.1|DSAN
OG0000685	LOC108603221|XP_017847309.1|DBUS	LOC120450973|XP_039490198.1|DSAN
OG0000686	LOC108596894|XP_017838571.1|DBUS	LOC120458110|XP_039501574.1|DSAN
OG0000686	LOC108605804|XP_017851099.1|DBUS	LOC120456828|XP_039499810.1|DSAN
OG0000687	LOC108595667|XP_017836436.1|DBUS	LOC120446241|XP_039483046.1|DSAN
OG0000687	LOC108600086|XP_017842934.2|DBUS	LOC120447842|XP_039485382.1|DSAN
OG0000688	LOC108596233|XP_017837261.1|DBUS	LOC120445255|XP_039481476.1|DSAN
OG0000689	LOC108595342|XP_017836052.1|DBUS	LOC120458555|XP_039502171.1|DSAN
OG0000689	LOC108595341|XP_017836051.1|DBUS	LOC120458554|XP_039502170.1|DSAN
OG0000690	LOC108606903|XP_017852925.1|DBUS	LOC120456693|XP_039499593.1|DSAN
OG0000691	LOC108607878|XP_017854469.1|DBUS	LOC120458570|XP_039502202.1|DSAN
OG0000691	LOC108600202|XP_017843107.1|DBUS	LOC120448619|XP_039486665.1|DSAN
OG0000692	LOC108598103|XP_033149345.1|DBUS	LOC120447815|XP_039485324.1|DSAN
OG0000693	LOC108607018|XP_017853092.1|DBUS	LOC120456351|XP_039499071.1|DSAN
OG0000693	LOC108604498|XP_017849483.1|DBUS	LOC120451508|XP_039491198.1|DSAN
OG0000694	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS	LOC120456327|XP_039499027.1|DSAN
OG0000694	LOC108599031|XP_017841301.1|DBUS	LOC120449661|XP_039488192.1|DSAN
OG0000695	LOC108608419|XP_017855270.1|DBUS	LOC120457964|XP_039501403.1|DSAN
OG0000695	LOC117134642|XP_033150758.1|DBUS	LOC120456656|XP_039499524.1|DSAN
OG0000696	LOC108608084|XP_017854776.2|DBUS	LOC120449745|XP_039488314.1|DSAN
OG0000697	LOC108606322|XP_017851825.1|DBUS	LOC120457330|XP_039500772.1|DSAN
OG0000697	LOC108608212|XP_017854976.1|DBUS	LOC120458583|XP_039502216.1|DSAN
OG0000698	LOC108601773|XP_017845192.1|DBUS	LOC120458870|XP_039502636.1|DSAN
OG0000698	LOC108601849|XP_017845289.1|DBUS	LOC120458807|XP_039502537.1|DSAN
OG0000699	LOC108597459|XP_017839539.1|DBUS	LOC120454037|XP_039494967.1|DSAN
OG0000699	LOC108601350|XP_017844737.2|DBUS	LOC120454023|XP_039494946.1|DSAN
OG0000700	LOC108606313|XP_033149889.1|DBUS	LOC120457293|XP_039500688.1|DSAN
OG0000700	LOC108595140|XP_017838733.2|DBUS	LOC120458189|XP_039501691.1|DSAN
OG0000701	LOC108594713|XP_017835341.1|DBUS	LOC120445978|XP_039482644.1|DSAN
OG0000701	LOC108605117|XP_017850169.1|DBUS	LOC120456994|XP_039500080.1|DSAN
OG0000702	LOC108602860|XP_017846630.1|DBUS	LOC120452386|XP_039492535.1|DSAN
OG0000702	LOC108602859|XP_017846625.2|DBUS	LOC120452384|XP_039492511.1|DSAN
OG0000703	LOC108594540|XP_033149358.1|DBUS	LOC120446160|XP_039482929.1|DSAN
OG0000703	LOC108596323|XP_017837434.1|DBUS	LOC120447202|XP_039484628.1|DSAN
OG0000704	LOC108606312|XP_033150380.1|DBUS	LOC120456663|XP_039499530.1|DSAN
OG0000704	LOC108601735|XP_017845145.1|DBUS	LOC120453638|XP_039494365.1|DSAN
OG0000705	LOC108600139|XP_017843019.1|DBUS	LOC120447907|XP_039485490.1|DSAN
OG0000706	LOC108594528|XP_017835221.1|DBUS	LOC120446469|XP_039483406.1|DSAN
OG0000706	LOC108605421|XP_017850582.1|DBUS	LOC120457407|XP_039500938.1|DSAN
OG0000707	LOC108595525|XP_017836269.1|DBUS	LOC120446827|XP_039483942.1|DSAN
OG0000707	LOC108607234|XP_017853401.1|DBUS	LOC120455251|XP_039497182.1|DSAN
OG0000708	LOC108606833|XP_017852807.1|DBUS	LOC120455177|XP_039497042.1|DSAN
OG0000708	LOC108605072|XP_033150299.1|DBUS	LOC120457366|XP_039500830.1|DSAN
OG0000709	LOC108602133|XP_017845650.1|DBUS	LOC120452929|XP_039493332.1|DSAN
OG0000709	LOC108606906|XP_017852930.1|DBUS	LOC120457187|XP_039500464.1|DSAN
OG0000710	LOC108602729|XP_017846370.1|DBUS	LOC120451962|XP_039491920.1|DSAN
OG0000711	LOC108598725|XP_017840943.1|DBUS	LOC120449857|XP_039488450.1|DSAN
OG0000711	LOC108606706|XP_033150306.1|DBUS	LOC120455765|XP_039498152.1|DSAN
OG0000712	LOC108601532|XP_033149929.1|DBUS	LOC120454438|XP_039495667.1|DSAN
OG0000712	LOC108604378|XP_017849321.1|DBUS	LOC120454436|XP_039495666.1|DSAN
OG0000713	LOC108602569|XP_017846194.1|DBUS	LOC120451767|XP_039491631.1|DSAN
OG0000714	LOC108605721|XP_017851003.1|DBUS	LOC120457381|XP_039500858.1|DSAN
OG0000714	LOC108600087|XP_017842935.1|DBUS	LOC120450128|XP_039488887.1|DSAN
OG0000715	LOC108599416|XP_017841716.1|DBUS	LOC120448312|XP_039486193.1|DSAN
OG0000716	LOC108606880|XP_017852893.1|DBUS	LOC120456891|XP_039499923.1|DSAN
OG0000716	LOC108600643|XP_017843826.1|DBUS	LOC120448924|XP_039487089.1|DSAN
OG0000717	LOC108598032|XP_017840136.1|DBUS	LOC120450008|XP_039488659.1|DSAN
OG0000718	LOC108607379|XP_017853596.1|DBUS	LOC120454846|XP_039496283.1|DSAN
OG0000718	LOC108607332|XP_017853492.1|DBUS	LOC120454904|XP_039496514.1|DSAN
OG0000719	LOC108601032|XP_017844399.1|DBUS	LOC120449995|XP_039488639.1|DSAN
OG0000719	LOC108598084|XP_017840186.1|DBUS	LOC120448583|XP_039486592.1|DSAN
OG0000720	LOC108602762|XP_017846424.1|DBUS	LOC120452650|XP_039492902.1|DSAN, LOC120451165|XP_039490535.1|DSAN
OG0000721	LOC108600136|XP_017843057.1|DBUS	LOC120458299|XP_039501832.1|DSAN
OG0000721	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS	LOC120458300|XP_039501833.1|DSAN
OG0000723	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS	LOC120445346|XP_039481617.1|DSAN, LOC120445185|XP_039481333.1|DSAN
OG0000724	LOC108606112|XP_017851454.1|DBUS	LOC120455183|XP_039497052.1|DSAN
OG0000724	LOC108603965|XP_017848655.1|DBUS	LOC120452933|XP_039493348.1|DSAN
OG0000726	LOC108604848|XP_033150559.1|DBUS	LOC120452320|XP_039492408.1|DSAN
OG0000726	LOC108604703|XP_017849752.1|DBUS	LOC120452321|XP_039492409.1|DSAN
OG0000727	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS	LOC120452856|XP_039493231.1|DSAN
OG0000727	LOC108603009|XP_017846893.1|DBUS	LOC120453659|XP_039494386.1|DSAN
OG0000728	LOC108606091|XP_017851425.1|DBUS	LOC120456309|XP_039498996.1|DSAN
OG0000728	LOC108603174|XP_017847221.1|DBUS	LOC120453771|XP_039494542.1|DSAN
OG0000729	LOC108601413|XP_017844801.1|DBUS	LOC120451289|XP_039490774.1|DSAN
OG0000729	LOC108604192|XP_017849033.1|DBUS	LOC120453437|XP_039494079.1|DSAN
OG0000730	LOC108599332|XP_017841625.1|DBUS	LOC120457188|XP_039500467.1|DSAN
OG0000730	LOC108608005|XP_017854657.1|DBUS	LOC120446969|XP_039484176.1|DSAN
OG0000731	LOC108598000|XP_017840105.1|DBUS	LOC120449379|XP_039487747.1|DSAN
OG0000731	LOC108594856|XP_017835482.1|DBUS	LOC120446487|XP_039483426.1|DSAN
OG0000732	LOC108601070|XP_017844453.1|DBUS	LOC120448613|XP_039486658.1|DSAN
OG0000732	LOC108598913|XP_017841165.1|DBUS	LOC120448612|XP_039486657.1|DSAN
OG0000733	LOC108602357|XP_017845946.1|DBUS	LOC120452722|XP_039493020.1|DSAN
OG0000733	LOC108600294|XP_017843264.1|DBUS	LOC120448293|XP_039486165.1|DSAN
OG0000734	LOC108606261|XP_017851712.1|DBUS	LOC120456995|XP_039500081.1|DSAN
OG0000734	LOC108600322|XP_017843313.1|DBUS	LOC120450499|XP_039489480.1|DSAN
OG0000735	LOC108605681|XP_017850961.1|DBUS	LOC120456631|XP_039499488.1|DSAN
OG0000735	LOC108598620|XP_017840811.1|DBUS	LOC120447158|XP_039484547.1|DSAN
OG0000736	LOC108608002|XP_033150560.1|DBUS	LOC120444109|XP_039479571.1|DSAN
OG0000736	LOC108607797|XP_033150589.1|DBUS	LOC120444110|XP_039479573.1|DSAN
OG0000737	LOC108597745|XP_017839939.1|DBUS	LOC120444809|XP_039480695.1|DSAN
OG0000738	LOC108594304|XP_033150139.1|DBUS	LOC120446122|XP_039482884.1|DSAN
OG0000738	LOC108603854|XP_017848500.1|DBUS	LOC120453163|XP_039493660.1|DSAN
OG0000739	LOC108604641|XP_033149989.1|DBUS	LOC120451554|XP_039491288.1|DSAN
OG0000739	LOC108602057|XP_017845560.1|DBUS	LOC120451553|XP_039491287.1|DSAN
OG0000740	LOC108604435|XP_017849398.1|DBUS	LOC120451164|XP_039490534.1|DSAN
OG0000741	LOC108606904|XP_017852926.1|DBUS	LOC120455249|XP_039497179.1|DSAN, LOC120452622|XP_039492862.1|DSAN
OG0000742	LOC108607177|XP_017853322.1|DBUS	LOC120456342|XP_039499055.1|DSAN
OG0000742	LOC108607136|XP_017853262.1|DBUS	LOC120456343|XP_039499059.1|DSAN
OG0000743	LOC108600090|XP_033149697.1|DBUS	LOC120450399|XP_039489328.1|DSAN
OG0000743	LOC108594740|XP_017835367.1|DBUS	LOC120446654|XP_039483659.1|DSAN
OG0000744	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS	LOC120445341|XP_039481611.1|DSAN
OG0000745	LOC108595681|XP_017836449.1|DBUS	LOC120445279|XP_039481513.1|DSAN
OG0000745	LOC108597017|XP_017838787.1|DBUS	LOC120445394|XP_039481739.1|DSAN
OG0000746	LOC108597153|XP_017839043.1|DBUS	LOC120450433|XP_039489380.1|DSAN, LOC120458786|XP_039502501.1|DSAN
OG0000747	LOC108598784|XP_033149463.1|DBUS	LOC120449095|XP_039487337.1|DSAN
OG0000747	LOC108598982|XP_033149517.1|DBUS	LOC120449682|XP_039488227.1|DSAN
OG0000748	LOC108603014|XP_017846903.2|DBUS	LOC120451182|XP_039490563.1|DSAN
OG0000750	LOC108594805|XP_017835433.1|DBUS	LOC120446196|XP_039482979.1|DSAN
OG0000751	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS	LOC120445685|XP_039482175.1|DSAN
OG0000751	LOC108596177|XP_017837174.1|DBUS	LOC120445004|XP_039480985.1|DSAN
OG0000753	LOC108599193|XP_017841478.1|DBUS	LOC120448620|XP_039486666.1|DSAN
OG0000754	LOC108607139|XP_017853265.1|DBUS	LOC120455549|XP_039497823.1|DSAN
OG0000754	LOC108606967|XP_017853018.1|DBUS	LOC120456428|XP_039499194.1|DSAN
OG0000755	LOC108603743|XP_017848296.1|DBUS	LOC120451610|XP_039491377.1|DSAN
OG0000755	LOC108601391|XP_017844779.1|DBUS	LOC120451629|XP_039491420.1|DSAN
OG0000756	LOC108602601|XP_017846227.1|DBUS	LOC120452282|XP_039492347.1|DSAN
OG0000757	LOC108599063|XP_017841332.1|DBUS	LOC120449687|XP_039488237.1|DSAN
OG0000758	LOC108598573|XP_017840748.1|DBUS	LOC120448308|XP_039486186.1|DSAN
OG0000759	LOC108598516|XP_017840683.1|DBUS	LOC120449421|XP_039487813.1|DSAN
OG0000759	LOC108600790|XP_017844054.2|DBUS	LOC120449390|XP_039487765.1|DSAN
OG0000760	LOC108596523|XP_017837897.1|DBUS	LOC120446267|XP_039483079.1|DSAN
OG0000761	LOC108594312|XP_017834945.1|DBUS	LOC120458100|XP_039501561.1|DSAN
OG0000761	LOC108608239|XP_017855014.1|DBUS	LOC120447786|XP_039485279.1|DSAN
OG0000762	LOC108602368|XP_017839991.1|DBUS	LOC120443783|XP_039479046.1|DSAN
OG0000762	LOC108602287|XP_033149581.1|DBUS	LOC120452096|XP_039492108.1|DSAN
OG0000763	LOC108595940|XP_033149901.1|DBUS	LOC120457814|XP_039501245.1|DSAN
OG0000763	LOC108602226|XP_017845765.1|DBUS	LOC120457815|XP_039501246.1|DSAN
OG0000764	LOC108605383|XP_033150390.1|DBUS	LOC120455673|XP_039498009.1|DSAN
OG0000765	LOC108599274|XP_017841559.1|DBUS	LOC120448567|XP_039486557.1|DSAN
OG0000765	LOC108605509|XP_017850747.1|DBUS	LOC120455465|XP_039497620.1|DSAN
OG0000766	LOC108607586|XP_033150640.1|DBUS	LOC120451292|XP_039490783.1|DSAN
OG0000766	LOC108606619|XP_017852390.1|DBUS	LOC120456772|XP_039499703.1|DSAN
OG0000767	LOC108603448|XP_033150088.1|DBUS	LOC120454112|XP_039495075.1|DSAN
OG0000767	LOC108599723|XP_017842209.1|DBUS	LOC120449383|XP_039487752.1|DSAN
OG0000768	LOC108598553|XP_017840725.1|DBUS	LOC120449035|XP_039487252.1|DSAN
OG0000769	LOC108602143|XP_017845665.1|DBUS	LOC120453946|XP_039494825.1|DSAN
OG0000769	LOC108604998|XP_017850053.1|DBUS	LOC120456317|XP_039499005.1|DSAN
OG0000770	LOC108595522|XP_017836266.1|DBUS	LOC120443993|XP_039479405.1|DSAN
OG0000771	LOC108598894|XP_017841144.1|DBUS	LOC120450626|XP_039489708.1|DSAN
OG0000772	LOC108596327|XP_017837442.1|DBUS	LOC120445453|XP_039481832.1|DSAN, LOC120447203|XP_039484631.1|DSAN
OG0000773	LOC108598949|XP_017841207.1|DBUS	LOC120455093|XP_039496901.1|DSAN
OG0000774	LOC108596726|XP_017838257.1|DBUS	LOC120444426|XP_039479994.1|DSAN, LOC120444427|XP_039480000.1|DSAN, LOC120444424|XP_039479993.1|DSAN
OG0000775	LOC108596595|XP_017838013.1|DBUS	LOC120447149|XP_039484530.1|DSAN
OG0000775	LOC108597074|XP_017838895.1|DBUS	LOC120445689|XP_039482182.1|DSAN
OG0000778	LOC108595294|XP_033149758.1|DBUS	LOC120450456|XP_039489410.1|DSAN
OG0000779	LOC108605163|XP_017850235.1|DBUS	LOC120455935|XP_039498398.1|DSAN
OG0000780	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS	LOC120447226|XP_039484684.1|DSAN
OG0000781	LOC108606777|XP_017852686.1|DBUS	LOC120455404|XP_039497475.1|DSAN
OG0000781	LOC108598664|XP_017840866.1|DBUS	LOC120449594|XP_039488093.1|DSAN
OG0000782	LOC108599254|XP_017841540.2|DBUS	LOC120447554|XP_039484940.1|DSAN
OG0000782	LOC108605397|XP_017850556.1|DBUS	LOC120456517|XP_039499319.1|DSAN
OG0000783	LOC108605216|XP_017850314.1|DBUS	LOC120457419|XP_039500951.1|DSAN
OG0000784	LOC108599076|XP_017841353.1|DBUS	LOC120448569|XP_039486563.1|DSAN
OG0000784	LOC108606990|XP_017853053.1|DBUS	LOC120456359|XP_039499089.1|DSAN
OG0000785	LOC108602404|XP_017846005.1|DBUS	LOC120451561|XP_039491298.1|DSAN, LOC120452243|XP_039492304.1|DSAN
OG0000786	LOC108603078|XP_017847053.1|DBUS	LOC120451725|XP_039491565.1|DSAN
OG0000787	LOC108599738|XP_017842235.2|DBUS	LOC120450218|XP_039489026.1|DSAN
OG0000788	LOC108599944|XP_017842657.1|DBUS	LOC120446414|XP_039483307.1|DSAN, LOC120447944|XP_039485556.1|DSAN
OG0000789	LOC108598935|XP_033150820.1|DBUS	LOC120444123|XP_039479611.1|DSAN
OG0000789	LOC108605911|XP_033150821.1|DBUS	LOC120458655|XP_039502320.1|DSAN
OG0000790	LOC108603631|XP_017848082.2|DBUS	LOC120443927|XP_039479304.1|DSAN
OG0000790	LOC108600703|XP_017843919.2|DBUS	LOC120443926|XP_039479303.1|DSAN
OG0000791	LOC108603674|XP_017848163.1|DBUS	LOC120451390|XP_039490987.1|DSAN
OG0000792	LOC108602758|XP_017846423.1|DBUS	LOC120458644|XP_039502307.1|DSAN
OG0000793	LOC108603824|XP_017848443.1|DBUS	LOC120450868|XP_039490025.1|DSAN, LOC120455917|XP_039498360.1|DSAN
OG0000794	LOC108606255|XP_017851693.1|DBUS	LOC120458949|XP_039502749.1|DSAN, LOC120455208|XP_039497100.1|DSAN
OG0000795	LOC108605524|XP_017850764.1|DBUS	LOC120456266|XP_039498925.1|DSAN
OG0000795	LOC108602324|XP_017845898.1|DBUS	LOC120451950|XP_039491905.1|DSAN
OG0000796	LOC108605214|XP_017850312.1|DBUS	LOC120457242|XP_039500561.1|DSAN
OG0000797	LOC108602984|XP_017846859.1|DBUS	LOC120450781|XP_039489874.1|DSAN
OG0000798	LOC108596632|XP_017838072.1|DBUS	LOC120447178|XP_039484574.1|DSAN
OG0000798	LOC108596631|XP_017838066.1|DBUS	LOC120447177|XP_039484570.1|DSAN
OG0000799	LOC108605153|XP_017850215.1|DBUS	LOC120456459|XP_039499240.1|DSAN
OG0000800	LOC108598952|XP_017841212.1|DBUS, LOC108599083|XP_017841360.1|DBUS, LOC108599173|XP_017841449.1|DBUS	LOC120447811|XP_039485321.1|DSAN
OG0000801	LOC108595331|XP_017836040.1|DBUS	LOC120444270|XP_039479718.1|DSAN
OG0000802	LOC108605914|XP_017851218.1|DBUS	LOC120456940|XP_039500013.1|DSAN, LOC120455607|XP_039497922.1|DSAN
OG0000803	LOC108594237|XP_017834837.1|DBUS	LOC120455820|XP_039498222.1|DSAN
OG0000803	LOC108601161|XP_017844582.1|DBUS	LOC120448514|XP_039486482.1|DSAN
OG0000804	LOC108597699|XP_017839870.1|DBUS	LOC120444647|XP_039480407.1|DSAN
OG0000804	LOC108602373|XP_017845967.1|DBUS, LOC108602321|XP_017845895.1|DBUS	LOC120451707|XP_039491541.1|DSAN
OG0000805	LOC108595071|XP_017835707.1|DBUS	LOC120446543|XP_039483492.1|DSAN
OG0000805	LOC108597502|XP_017839580.2|DBUS	LOC120446578|XP_039483534.1|DSAN
OG0000806	LOC108608335|XP_017855164.1|DBUS	LOC120456731|XP_039499657.1|DSAN
OG0000810	LOC108597383|XP_017839405.1|DBUS	LOC120457617|XP_039501061.1|DSAN
OG0000811	LOC117134683|XP_033149033.1|DBUS, LOC108596242|XP_017837279.1|DBUS	LOC120444327|XP_039479813.1|DSAN
OG0000812	LOC108606922|XP_017852953.1|DBUS	LOC120455352|XP_039497379.1|DSAN
OG0000813	LOC108595242|XP_017835930.1|DBUS	LOC120445997|XP_039482664.1|DSAN
OG0000814	LOC108595202|XP_017835881.1|DBUS	LOC120445121|XP_039481202.1|DSAN
OG0000815	LOC108597314|XP_017839294.1|DBUS	LOC120458043|XP_039501486.1|DSAN
OG0000816	LOC108605477|XP_017850657.1|DBUS	LOC120456056|XP_039498572.1|DSAN
OG0000816	LOC108602728|XP_017846369.1|DBUS	LOC120450930|XP_039490130.1|DSAN
OG0000817	LOC108602336|XP_017845914.1|DBUS	LOC120453171|XP_039493665.1|DSAN
OG0000817	LOC108602694|XP_017846322.1|DBUS	LOC120453172|XP_039493666.1|DSAN
OG0000818	LOC108606224|XP_017851610.1|DBUS	LOC120456248|XP_039498903.1|DSAN
OG0000818	LOC108594503|XP_017835191.2|DBUS	LOC120457839|XP_039501313.1|DSAN
OG0000819	LOC108605390|XP_017850548.1|DBUS	LOC120455813|XP_039498207.1|DSAN
OG0000819	LOC108605739|XP_017851025.1|DBUS	LOC120456883|XP_039499914.1|DSAN
OG0000820	LOC108606022|XP_033150350.1|DBUS	LOC120455095|XP_039496906.1|DSAN
OG0000820	LOC108596157|XP_017837151.1|DBUS	LOC120446226|XP_039483027.1|DSAN
OG0000821	LOC108602502|XP_017846119.1|DBUS	LOC120452061|XP_039492058.1|DSAN
OG0000821	LOC108595485|XP_017836225.2|DBUS	LOC120446324|XP_039483174.1|DSAN
OG0000822	LOC108595580|XP_017836334.2|DBUS	LOC120455573|XP_039497878.1|DSAN
OG0000823	LOC108602561|XP_017846185.1|DBUS	LOC120452150|XP_039492173.1|DSAN, LOC120452149|XP_039492172.1|DSAN, LOC120452151|XP_039492174.1|DSAN
OG0000825	LOC108598285|XP_017840389.1|DBUS, LOC108598286|XP_017840390.1|DBUS	LOC120447781|XP_039485269.1|DSAN
OG0000825	LOC108606356|XP_017851897.1|DBUS	LOC120449965|XP_039488607.1|DSAN
OG0000826	LOC108596300|XP_017837384.1|DBUS	LOC120446185|XP_039482961.1|DSAN
OG0000828	LOC108602542|XP_017846164.1|DBUS	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN
OG0000830	LOC108605498|XP_017850731.1|DBUS	LOC120456576|XP_039499398.1|DSAN
OG0000831	LOC108597507|XP_017839584.1|DBUS	LOC120448994|XP_039487194.1|DSAN
OG0000832	LOC108596836|XP_017838450.1|DBUS	LOC120444575|XP_039480270.1|DSAN
OG0000833	LOC108598071|XP_033149434.1|DBUS	LOC120450279|XP_039489129.1|DSAN
OG0000834	LOC108604297|XP_017849203.1|DBUS, LOC108604298|XP_017849204.1|DBUS	LOC120452176|XP_039492218.1|DSAN
