Orthogroup	DBUS.longest_only	DGUA.longest_only
OG0002715	LOC108606825|XP_017852797.1|DBUS	LOC117580651|XP_034123140.1|DGUA
OG0002716	LOC108596329|XP_017837444.1|DBUS	LOC117582441|XP_034126043.1|DGUA
OG0002717	LOC108601909|XP_017845375.1|DBUS	LOC117586300|XP_034132147.1|DGUA
OG0002718	LOC108598968|XP_017841230.1|DBUS	LOC117589052|XP_034136572.1|DGUA
OG0002719	LOC108604651|XP_017849690.1|DBUS	LOC117586678|XP_034132821.1|DGUA
OG0002720	LOC108598623|XP_017840810.1|DBUS	LOC117588851|XP_034136241.1|DGUA
OG0002721	LOC108601132|XP_017844548.1|DBUS	LOC117588002|XP_034134914.1|DGUA
OG0002722	LOC108595448|XP_017836172.1|DBUS	LOC117578784|XP_034120386.1|DGUA
OG0002724	LOC108604062|XP_017848814.1|DBUS	LOC117583439|XP_034127631.1|DGUA
OG0002725	LOC108600019|XP_017842825.1|DBUS	LOC117580141|XP_034122333.1|DGUA
OG0002726	LOC108599749|XP_017842248.1|DBUS	LOC117589162|XP_034136756.1|DGUA
OG0002727	LOC108600437|XP_017843503.1|DBUS	LOC117589203|XP_034136829.1|DGUA
OG0002728	LOC108596930|XP_017838642.1|DBUS	LOC117578896|XP_034120590.1|DGUA
OG0002729	LOC108600360|XP_017843381.2|DBUS	LOC117587090|XP_034133451.1|DGUA
OG0002730	LOC108597437|XP_017839488.1|DBUS	LOC117588291|XP_034135401.1|DGUA
OG0002731	LOC108600409|XP_017843454.1|DBUS	LOC117587477|XP_034134096.1|DGUA
OG0002732	LOC108597284|XP_017839240.1|DBUS	LOC117592667|XP_034142518.1|DGUA
OG0002733	LOC108594450|XP_017835114.1|DBUS	LOC117578770|XP_034120366.1|DGUA
OG0002734	LOC108596772|XP_017838360.1|DBUS	LOC117591331|XP_034140441.1|DGUA
OG0002735	LOC108596486|XP_017837754.1|DBUS	LOC117586310|XP_034132176.1|DGUA
OG0002736	LOC108597449|XP_017839503.1|DBUS	LOC117578656|XP_034120165.1|DGUA
OG0002737	LOC108600070|XP_017842913.1|DBUS	LOC117579259|XP_034120937.1|DGUA
OG0002738	LOC108599872|XP_017842513.2|DBUS	LOC117587374|XP_034133914.1|DGUA
OG0002739	LOC108601112|XP_017844517.1|DBUS	LOC117589029|XP_034136548.1|DGUA
OG0002740	LOC108601110|XP_017844516.1|DBUS	LOC117589028|XP_034136547.1|DGUA
OG0002741	LOC108596341|XP_017837484.1|DBUS	LOC117590031|XP_034138259.1|DGUA
OG0002742	LOC108596567|XP_017837961.1|DBUS	LOC117578422|XP_034119774.1|DGUA
OG0002743	LOC108599837|XP_017842436.1|DBUS	LOC117589132|XP_034136709.1|DGUA
OG0002744	LOC108600592|XP_017843759.1|DBUS	LOC117586851|XP_034133036.1|DGUA
OG0002745	LOC108600344|XP_017843357.1|DBUS	LOC117587290|XP_034133768.1|DGUA
OG0002746	LOC108595184|XP_017835851.1|DBUS	LOC117579174|XP_034120832.1|DGUA
OG0002747	LOC108604011|XP_017848743.1|DBUS	LOC117583336|XP_034127488.1|DGUA
OG0002748	LOC108597508|XP_017839585.1|DBUS	LOC117592364|XP_034141953.1|DGUA
OG0002750	LOC108597010|XP_017838777.1|DBUS	LOC117592123|XP_034141559.1|DGUA
OG0002751	LOC108597152|XP_017839040.1|DBUS	LOC117578551|XP_034120018.1|DGUA
OG0002752	LOC108597198|XP_017839123.1|DBUS	LOC117591048|XP_034140038.1|DGUA
OG0002753	LOC108596695|XP_017838206.2|DBUS	LOC117590366|XP_034138847.1|DGUA
OG0002754	LOC108600176|XP_033149762.1|DBUS	LOC117589231|XP_034136879.1|DGUA
OG0002755	LOC108595364|XP_017836078.1|DBUS	LOC117585632|XP_034131111.1|DGUA
OG0002756	LOC108600873|XP_017844174.1|DBUS	LOC117586825|XP_034132996.1|DGUA
OG0002757	LOC108599553|XP_033149703.1|DBUS	LOC117580017|XP_034122114.1|DGUA
OG0002758	LOC108597454|XP_017839508.1|DBUS	LOC117591960|XP_034141281.1|DGUA
OG0002759	LOC108595077|XP_017835713.1|DBUS	LOC117592576|XP_034142352.1|DGUA
OG0002760	LOC108596292|XP_017837372.1|DBUS	LOC117584424|XP_034129214.1|DGUA
OG0002761	LOC108595849|XP_017836629.1|DBUS	LOC117590360|XP_034138795.1|DGUA
OG0002762	LOC108596285|XP_017837349.2|DBUS	LOC117587525|XP_034134220.1|DGUA
OG0002763	LOC108598717|XP_017840936.2|DBUS	LOC117580031|XP_034122149.1|DGUA
OG0002764	LOC108600142|XP_017843024.1|DBUS	LOC117586999|XP_034133291.1|DGUA
OG0002765	LOC108597354|XP_017839350.1|DBUS	LOC117582359|XP_034125909.1|DGUA
OG0002766	LOC108595794|XP_017836574.1|DBUS	LOC117590848|XP_034139740.1|DGUA
OG0002767	LOC108596469|XP_017837718.1|DBUS	LOC117592569|XP_034142344.1|DGUA
OG0002768	LOC108596423|XP_017837631.1|DBUS	LOC117592564|XP_034142334.1|DGUA
OG0002769	LOC108595398|XP_017836113.1|DBUS	LOC117592142|XP_034141588.1|DGUA
OG0002770	LOC108597947|XP_017840055.1|DBUS	LOC117584122|XP_034128764.1|DGUA
OG0002771	LOC108600272|XP_017843223.1|DBUS	LOC117579510|XP_034121308.1|DGUA
OG0002772	LOC108601051|XP_017844432.1|DBUS	LOC117579161|XP_034120810.1|DGUA
OG0002773	LOC108595062|XP_017835696.1|DBUS	LOC117587927|XP_034134808.1|DGUA
OG0002774	LOC108595432|XP_017836151.1|DBUS	LOC117591895|XP_034141170.1|DGUA
OG0002775	LOC108601085|XP_017844480.1|DBUS	LOC117589443|XP_034137273.1|DGUA
OG0002776	LOC108601115|XP_017844523.1|DBUS	LOC117579263|XP_034120947.1|DGUA
OG0002777	LOC108600024|XP_017842830.1|DBUS	LOC117589227|XP_034136870.1|DGUA
OG0002778	LOC108600020|XP_017842826.1|DBUS	LOC117589223|XP_034136863.1|DGUA
OG0002779	LOC108598452|XP_017840583.1|DBUS	LOC117580300|XP_034122679.1|DGUA
OG0002780	LOC108601781|XP_017845197.1|DBUS	LOC117586409|XP_034132336.1|DGUA
OG0002781	LOC108596100|XP_017837009.1|DBUS	LOC117591801|XP_034141001.1|DGUA
OG0002782	LOC108600185|XP_017843080.1|DBUS	LOC117579877|XP_034121890.1|DGUA
OG0002783	LOC108599677|XP_017842157.1|DBUS	LOC117589050|XP_034136569.1|DGUA
OG0002784	LOC108597053|XP_017838861.1|DBUS	LOC117578732|XP_034120286.1|DGUA
OG0002785	LOC108600331|XP_017843332.2|DBUS	LOC117579104|XP_034120721.1|DGUA
OG0002786	LOC108600596|XP_017843762.1|DBUS	LOC117589124|XP_034136697.1|DGUA
OG0002787	LOC108599894|XP_017842574.1|DBUS	LOC117587511|XP_034134195.1|DGUA
OG0002788	LOC108599895|XP_017842575.1|DBUS	LOC117587513|XP_034134201.1|DGUA
OG0002789	LOC108600935|XP_017844261.1|DBUS	LOC117586844|XP_034133027.1|DGUA
OG0002790	LOC108600664|XP_017843849.1|DBUS	LOC117587471|XP_034134092.1|DGUA
OG0002791	LOC108600221|XP_017843133.1|DBUS	LOC117579042|XP_034120629.1|DGUA
OG0002792	LOC108596899|XP_017838578.1|DBUS	LOC117578703|XP_034120241.1|DGUA
OG0002793	LOC108600219|XP_017843131.1|DBUS	LOC117580103|XP_034122258.1|DGUA
OG0002794	LOC108600116|XP_017842979.2|DBUS	LOC117586890|XP_034133114.1|DGUA
OG0002795	LOC108600957|XP_017844295.2|DBUS	LOC117587333|XP_034133859.1|DGUA
OG0002796	LOC108600968|XP_017844314.1|DBUS	LOC117580429|XP_034122876.1|DGUA
OG0002797	LOC108600666|XP_017843851.1|DBUS	LOC117586842|XP_034133024.1|DGUA
OG0002798	LOC108607819|XP_017854356.1|DBUS	LOC117582052|XP_034125487.1|DGUA
OG0002799	LOC108598022|XP_033149710.1|DBUS	LOC117587189|XP_034133600.1|DGUA
OG0002800	LOC108600196|XP_033149323.1|DBUS	LOC117589109|XP_034136654.1|DGUA
OG0002801	LOC108601272|XP_033150092.1|DBUS, LOC108596635|XP_017838085.1|DBUS	LOC117578645|XP_034120151.1|DGUA
OG0002802	LOC108594976|XP_017835597.1|DBUS	LOC117578883|XP_034120568.1|DGUA
OG0002803	LOC108607454|XP_017853780.1|DBUS	LOC117582044|XP_034125477.1|DGUA
OG0002804	LOC108595040|XP_017835668.1|DBUS	LOC117592321|XP_034141891.1|DGUA
OG0002805	LOC108597734|XP_017839917.1|DBUS	LOC117580288|XP_034122657.1|DGUA
OG0002806	LOC108600222|XP_017843134.1|DBUS	LOC117585072|XP_034130228.1|DGUA, LOC117579043|XP_034120630.1|DGUA
OG0002807	LOC108596245|XP_017837285.1|DBUS	LOC117579945|XP_034122000.1|DGUA
OG0002808	LOC108596723|XP_017838254.1|DBUS	LOC117591250|XP_034140328.1|DGUA
OG0002809	LOC108599137|XP_017841415.1|DBUS	LOC117589416|XP_034137236.1|DGUA
OG0002810	LOC108597902|XP_033149270.1|DBUS	LOC117589341|XP_034137086.1|DGUA
OG0002811	LOC108601086|XP_017844481.1|DBUS	LOC117580467|XP_034122934.1|DGUA
OG0002812	LOC108596088|XP_017836994.1|DBUS	LOC117585629|XP_034131097.1|DGUA
OG0002813	LOC108595068|XP_017835702.1|DBUS	LOC117579334|XP_034121054.1|DGUA
OG0002814	LOC108596349|XP_017837496.1|DBUS	LOC117584748|XP_034129769.1|DGUA
OG0002815	LOC108594761|XP_017835389.1|DBUS	LOC117590810|XP_034139671.1|DGUA
OG0002816	LOC108595104|XP_017835754.1|DBUS	LOC117592570|XP_034142348.1|DGUA
OG0002817	LOC108595393|XP_017836108.1|DBUS	LOC117591935|XP_034141235.1|DGUA
OG0002818	LOC108595255|XP_017835951.1|DBUS	LOC117592428|XP_034142070.1|DGUA
OG0002819	LOC108598276|XP_033149582.1|DBUS	LOC117589206|XP_034136831.1|DGUA
OG0002820	LOC108600402|XP_017843443.1|DBUS	LOC117589218|XP_034136855.1|DGUA
OG0002821	LOC108600723|XP_017843950.1|DBUS	LOC117587315|XP_034133834.1|DGUA
OG0002822	LOC108596335|XP_017837478.1|DBUS	LOC117591786|XP_034140982.1|DGUA, LOC117592545|XP_034142307.1|DGUA, LOC117592546|XP_034142309.1|DGUA, LOC117592541|XP_034142304.1|DGUA
OG0002823	LOC108597396|XP_017839422.1|DBUS	LOC117580702|XP_034123242.1|DGUA
OG0002824	LOC108595298|XP_017836000.1|DBUS	LOC117591097|XP_034140092.1|DGUA
OG0002825	LOC108599646|XP_017842110.1|DBUS	LOC117580496|XP_034122975.1|DGUA
OG0002826	LOC108597401|XP_017839434.1|DBUS	LOC117578734|XP_034120288.1|DGUA
OG0002827	LOC108607404|XP_017853674.1|DBUS	LOC117590594|XP_034139245.1|DGUA
OG0002828	LOC108596257|XP_017837302.1|DBUS	LOC117581819|XP_034125157.1|DGUA
OG0002829	LOC108595045|XP_017835675.1|DBUS	LOC117591653|XP_034140868.1|DGUA, LOC117592509|XP_034142248.1|DGUA
OG0002830	LOC108596192|XP_017837195.1|DBUS	LOC117592523|XP_034142265.1|DGUA
OG0002831	LOC108607875|XP_017854464.1|DBUS	LOC117588017|XP_034134939.1|DGUA
OG0002832	LOC117135056|XP_033150873.1|DBUS, LOC108607825|XP_017854362.2|DBUS	LOC117584755|XP_034129740.1|DGUA
OG0002833	LOC108597642|XP_017839779.1|DBUS	LOC117592201|XP_034141702.1|DGUA
OG0002834	LOC108596884|XP_017838553.1|DBUS	LOC117588054|XP_034135039.1|DGUA
OG0002835	LOC108597365|XP_017839379.1|DBUS	LOC117583659|XP_034128015.1|DGUA
OG0002836	LOC108596441|XP_017837663.1|DBUS	LOC117583713|XP_034128099.1|DGUA
OG0002837	LOC108595927|XP_017836704.1|DBUS	LOC117592393|XP_034142001.1|DGUA
OG0002839	LOC108597309|XP_017839277.1|DBUS	LOC117592369|XP_034141959.1|DGUA
OG0002840	LOC108594249|XP_017834859.2|DBUS	LOC117583900|XP_034128463.1|DGUA
OG0002841	LOC108608018|XP_017854684.1|DBUS	LOC117582433|XP_034126027.1|DGUA
OG0002842	LOC108596286|XP_017837362.2|DBUS	LOC117584214|XP_034128874.1|DGUA
OG0002843	LOC108595059|XP_017835691.1|DBUS	LOC117587394|XP_034133942.1|DGUA
OG0002844	LOC108598415|XP_017840528.1|DBUS	LOC117591260|XP_034140337.1|DGUA
OG0002845	LOC108602514|XP_017846138.1|DBUS	LOC117584771|XP_034129764.1|DGUA
OG0002846	LOC108596786|XP_017838380.1|DBUS	LOC117582381|XP_034125948.1|DGUA
OG0002847	LOC108599518|XP_017841882.1|DBUS	LOC117584769|XP_034129762.1|DGUA
OG0002848	LOC108608438|XP_017855303.1|DBUS	LOC117582464|XP_034126081.1|DGUA
OG0002849	LOC108608210|XP_017854974.1|DBUS	LOC117588094|XP_034135056.1|DGUA
OG0002850	LOC108596521|XP_017837874.1|DBUS	LOC117588209|XP_034135237.1|DGUA
OG0002851	LOC108594326|XP_017834965.1|DBUS	LOC117584279|XP_034128987.1|DGUA
OG0002852	LOC108595073|XP_017835709.1|DBUS	LOC117592255|XP_034141785.1|DGUA
OG0002853	LOC108607565|XP_017853945.1|DBUS	LOC117584610|XP_034129516.1|DGUA
OG0002854	LOC108608098|XP_033149387.1|DBUS	LOC117581810|XP_034125142.1|DGUA
OG0002855	LOC108608387|XP_017855229.1|DBUS	LOC117584866|XP_034129906.1|DGUA
OG0002856	LOC108607767|XP_017854284.2|DBUS	LOC117587520|XP_034134205.1|DGUA
OG0002857	LOC108596026|XP_033150747.1|DBUS	LOC117591137|XP_034140139.1|DGUA
OG0002858	LOC108607892|XP_017854487.2|DBUS	LOC117582410|XP_034125990.1|DGUA
OG0002859	LOC108608262|XP_017855044.2|DBUS	LOC117583872|XP_034128409.1|DGUA
OG0002860	LOC108608260|XP_017855040.2|DBUS	LOC117588180|XP_034135190.1|DGUA
OG0002861	LOC108607588|XP_017853977.1|DBUS	LOC117584224|XP_034128896.1|DGUA
OG0002862	LOC108594332|XP_017834974.2|DBUS	LOC117582078|XP_034125528.1|DGUA
OG0002863	LOC108600002|XP_017854840.2|DBUS	LOC117582594|XP_034126344.1|DGUA
OG0002864	LOC108599993|XP_017854839.1|DBUS	LOC117582597|XP_034126347.1|DGUA
OG0002865	LOC108595555|XP_017836304.1|DBUS	LOC117590736|XP_034139540.1|DGUA
OG0002866	LOC108600621|XP_017843794.1|DBUS	LOC117589308|XP_034136997.1|DGUA
OG0002867	LOC108596159|XP_017837156.2|DBUS	LOC117587989|XP_034134893.1|DGUA
OG0002868	LOC108608338|XP_033150703.1|DBUS	LOC117582350|XP_034125892.1|DGUA
OG0002869	LOC108594421|XP_017835082.1|DBUS	LOC117582358|XP_034125905.1|DGUA
OG0002872	LOC108607705|XP_033150877.1|DBUS	LOC117587704|XP_034134492.1|DGUA
OG0002873	LOC108602592|XP_017846221.1|DBUS	LOC117588034|XP_034134972.1|DGUA
OG0002874	LOC108594230|XP_017834830.2|DBUS	LOC117588127|XP_034135097.1|DGUA
OG0002875	LOC108603579|XP_017848007.2|DBUS	LOC117584119|XP_034128761.1|DGUA
OG0002876	LOC108606989|XP_017853052.1|DBUS	LOC117591439|XP_034140597.1|DGUA
OG0002877	LOC108608465|XP_017855342.2|DBUS	LOC117582298|XP_034125828.1|DGUA
OG0002878	LOC108607576|XP_017853962.2|DBUS	LOC117581990|XP_034125376.1|DGUA
OG0002879	LOC108600037|XP_017842867.1|DBUS	LOC117580276|XP_034122620.1|DGUA
OG0002880	LOC108604924|XP_017849982.1|DBUS	LOC117590744|XP_034139545.1|DGUA
OG0002881	LOC108608162|XP_017854905.1|DBUS	LOC117581971|XP_034125348.1|DGUA
OG0002882	LOC108595530|XP_017836273.1|DBUS	LOC117591392|XP_034140532.1|DGUA
OG0002883	LOC108608352|XP_017855186.1|DBUS	LOC117582387|XP_034125952.1|DGUA
OG0002884	LOC108600137|XP_017843021.1|DBUS	LOC117584227|XP_034128900.1|DGUA
OG0002885	LOC108599540|XP_017841914.1|DBUS	LOC117579049|XP_034120636.1|DGUA
OG0002886	LOC108608006|XP_017854658.2|DBUS	LOC117582622|XP_034126386.1|DGUA
OG0002887	LOC108596522|XP_017837895.1|DBUS	LOC117582623|XP_034126387.1|DGUA
OG0002888	LOC108608456|XP_017855324.1|DBUS	LOC117588155|XP_034135145.1|DGUA
OG0002889	LOC108599913|XP_017842600.1|DBUS	LOC117589439|XP_034137270.1|DGUA
OG0002890	LOC108601464|XP_017844855.2|DBUS	LOC117588033|XP_034134971.1|DGUA
OG0002891	LOC108594212|XP_017834808.2|DBUS	LOC117587524|XP_034134216.1|DGUA
OG0002892	LOC108607347|XP_033149385.1|DBUS	LOC117582494|XP_034126157.1|DGUA
OG0002893	LOC108608556|XP_017855468.2|DBUS	LOC117584004|XP_034128624.1|DGUA
OG0002894	LOC108598434|XP_017840552.1|DBUS	LOC117580393|XP_034122823.1|DGUA
OG0002895	LOC108596293|XP_017837373.1|DBUS	LOC117578611|XP_034120102.1|DGUA
OG0002896	LOC108608523|XP_017855419.1|DBUS	LOC117587801|XP_034134640.1|DGUA
OG0002897	LOC117135044|XP_033150784.1|DBUS	LOC117584369|XP_034129097.1|DGUA
OG0002898	LOC108606188|XP_033150773.1|DBUS	LOC117582645|XP_034126430.1|DGUA
OG0002899	LOC108607620|XP_033150849.1|DBUS	LOC117581826|XP_034125161.1|DGUA
OG0002900	LOC108607618|XP_017854022.1|DBUS	LOC117581739|XP_034125022.1|DGUA
OG0002901	LOC108607447|XP_033150839.1|DBUS	LOC117581815|XP_034125150.1|DGUA
OG0002902	LOC108607449|XP_017853775.2|DBUS	LOC117581816|XP_034125151.1|DGUA
OG0002903	LOC108607660|XP_033149073.1|DBUS	LOC117583879|XP_034128422.1|DGUA
OG0002904	LOC108598152|XP_033150666.1|DBUS	LOC117587306|XP_034133792.1|DGUA
OG0002905	LOC108598192|XP_017840300.1|DBUS	LOC117584064|XP_034128697.1|DGUA
OG0002906	LOC108605217|XP_017850318.1|DBUS	LOC117588152|XP_034135140.1|DGUA
OG0002907	LOC108607691|XP_017854156.1|DBUS	LOC117587562|XP_034134271.1|DGUA
OG0002908	LOC108595033|XP_017835662.2|DBUS	LOC117592561|XP_034142327.1|DGUA
OG0002909	LOC108596476|XP_017837726.1|DBUS	LOC117592656|XP_034142491.1|DGUA
OG0002910	LOC108607429|XP_017853733.2|DBUS	LOC117582548|XP_034126251.1|DGUA
OG0002911	LOC108595191|XP_017835862.1|DBUS	LOC117592208|XP_034141711.1|DGUA
OG0002912	LOC108605189|XP_017850269.1|DBUS	LOC117581025|XP_034123744.1|DGUA
OG0002913	LOC108597592|XP_017839702.1|DBUS	LOC117592131|XP_034141568.1|DGUA
OG0002914	LOC108608128|XP_017854847.1|DBUS	LOC117582091|XP_034125544.1|DGUA
OG0002915	LOC108597371|XP_017852083.2|DBUS	LOC117581791|XP_034125113.1|DGUA
OG0002916	LOC108601921|XP_033149977.1|DBUS	LOC117582443|XP_034126044.1|DGUA
OG0002917	LOC108595445|XP_017836167.1|DBUS	LOC117578812|XP_034120456.1|DGUA
OG0002918	LOC108595375|XP_017836091.1|DBUS	LOC117590091|XP_034138327.1|DGUA
OG0002919	LOC108596811|XP_017838415.1|DBUS	LOC117580366|XP_034122789.1|DGUA
OG0002920	LOC108594323|XP_017834962.1|DBUS	LOC117584673|XP_034129593.1|DGUA
OG0002921	LOC108601701|XP_017845107.1|DBUS	LOC117584779|XP_034129775.1|DGUA
OG0002922	LOC108607425|XP_017853725.1|DBUS	LOC117581920|XP_034125281.1|DGUA
OG0002923	LOC108607410|XP_017853688.1|DBUS	LOC117582547|XP_034126248.1|DGUA
OG0002924	LOC108607420|XP_017853711.1|DBUS	LOC117581919|XP_034125280.1|DGUA
OG0002925	LOC108596246|XP_017837286.1|DBUS	LOC117586628|XP_034132741.1|DGUA
OG0002926	LOC108608471|XP_017855349.1|DBUS	LOC117584681|XP_034129602.1|DGUA
OG0002927	LOC108607938|XP_017854544.1|DBUS	LOC117583946|XP_034128535.1|DGUA
OG0002929	LOC108607962|XP_017854578.1|DBUS	LOC117582342|XP_034125884.1|DGUA
OG0002930	LOC108605586|XP_017850849.1|DBUS	LOC117583857|XP_034128359.1|DGUA
OG0002931	LOC108606753|XP_017852646.1|DBUS	LOC117584858|XP_034129890.1|DGUA
OG0002932	LOC108597370|XP_017839385.1|DBUS	LOC117592462|XP_034142180.1|DGUA
OG0002933	LOC108594677|XP_033149155.1|DBUS	LOC117592419|XP_034142051.1|DGUA
OG0002934	LOC108595541|XP_017836285.1|DBUS	LOC117581516|XP_034124702.1|DGUA
OG0002935	LOC108608336|XP_033149930.1|DBUS	LOC117584380|XP_034129120.1|DGUA
OG0002936	LOC108595851|XP_017836631.1|DBUS	LOC117592401|XP_034142010.1|DGUA
OG0002937	LOC108595901|XP_017836681.1|DBUS	LOC117580051|XP_034122183.1|DGUA
OG0002938	LOC108603685|XP_017848189.1|DBUS	LOC117582229|XP_034125731.1|DGUA
OG0002939	LOC117134666|XP_033148960.1|DBUS, LOC108596872|XP_017838539.1|DBUS	LOC117591883|XP_034141156.1|DGUA
OG0002940	LOC108601955|XP_017845429.1|DBUS	LOC117586056|XP_034131791.1|DGUA
OG0002941	LOC108597071|XP_017838894.2|DBUS	LOC117587581|XP_034134306.1|DGUA
OG0002942	LOC108600785|XP_017844049.1|DBUS	LOC117584078|XP_034128715.1|DGUA
OG0002943	LOC117134636|XP_033150717.1|DBUS	LOC117587636|XP_034134395.1|DGUA
OG0002944	LOC108608321|XP_033150719.1|DBUS	LOC117587648|XP_034134426.1|DGUA
OG0002945	LOC108607901|XP_017854497.1|DBUS	LOC117582470|XP_034126092.1|DGUA
OG0002946	LOC108594959|XP_017835582.1|DBUS	LOC117578572|XP_034120041.1|DGUA
OG0002947	LOC108594524|XP_033149513.1|DBUS	LOC117591450|XP_034140609.1|DGUA, LOC117591511|XP_034140695.1|DGUA
OG0002948	LOC108600564|XP_017843716.2|DBUS	LOC117587318|XP_034133840.1|DGUA
OG0002949	LOC108600831|XP_017844113.1|DBUS	LOC117580376|XP_034122799.1|DGUA
OG0002950	LOC108602959|XP_017846863.2|DBUS	LOC117583907|XP_034128475.1|DGUA
OG0002951	LOC108601857|XP_033150565.1|DBUS	LOC117584733|XP_034129694.1|DGUA
OG0002952	LOC108607952|XP_017854566.1|DBUS	LOC117583942|XP_034128531.1|DGUA
OG0002953	LOC108608296|XP_033150680.1|DBUS	LOC117584253|XP_034128947.1|DGUA
OG0002954	LOC108608568|XP_033150205.1|DBUS	LOC117587574|XP_034134292.1|DGUA
OG0002955	LOC108597051|XP_017838859.1|DBUS	LOC117591907|XP_034141189.1|DGUA
OG0002956	LOC108594681|XP_017835311.1|DBUS	LOC117592016|XP_034141361.1|DGUA
OG0002957	LOC108597317|XP_017839295.1|DBUS, LOC108596250|XP_017837291.1|DBUS	LOC117592325|XP_034141895.1|DGUA
OG0002958	LOC108607490|XP_017853826.1|DBUS	LOC117584083|XP_034128722.1|DGUA
OG0002959	LOC108594243|XP_017834846.1|DBUS	LOC117584082|XP_034128721.1|DGUA
OG0002960	LOC108598671|XP_017840877.1|DBUS	LOC117587379|XP_034133921.1|DGUA
OG0002961	LOC108597147|XP_017839030.1|DBUS	LOC117592116|XP_034141545.1|DGUA
OG0002962	LOC108607523|XP_017853889.1|DBUS	LOC117587640|XP_034134416.1|DGUA
OG0002963	LOC108608217|XP_017854982.2|DBUS	LOC117584707|XP_034129639.1|DGUA
OG0002964	LOC108596438|XP_017837658.1|DBUS	LOC117583666|XP_034128028.1|DGUA
OG0002965	LOC108608219|XP_017854986.2|DBUS	LOC117584732|XP_034129693.1|DGUA
OG0002966	LOC108607553|XP_017853933.2|DBUS	LOC117588136|XP_034135118.1|DGUA
OG0002967	LOC108597348|XP_017839344.1|DBUS, LOC108598800|XP_017841032.1|DBUS	LOC117588909|XP_034136356.1|DGUA
OG0002968	LOC108598801|XP_017841033.1|DBUS	LOC117588910|XP_034136358.1|DGUA
OG0002969	LOC108606393|XP_017851974.1|DBUS	LOC117582583|XP_034126320.1|DGUA
OG0002970	LOC108605801|XP_017851130.2|DBUS	LOC117584128|XP_034128772.1|DGUA
OG0002971	LOC108608185|XP_017854939.1|DBUS	LOC117587960|XP_034134854.1|DGUA
OG0002972	LOC108602000|XP_017845489.1|DBUS	LOC117590185|XP_034138485.1|DGUA
OG0002973	LOC108597156|XP_017839052.1|DBUS	LOC117592460|XP_034142177.1|DGUA
OG0002974	LOC108600525|XP_017843658.1|DBUS	LOC117588898|XP_034136338.1|DGUA
OG0002975	LOC108608153|XP_033149462.1|DBUS	LOC117582327|XP_034125865.1|DGUA
OG0002976	LOC108605850|XP_017851149.1|DBUS	LOC117581664|XP_034124938.1|DGUA
OG0002977	LOC108596463|XP_033149030.1|DBUS	LOC117592626|XP_034142453.1|DGUA
OG0002978	LOC108595517|XP_017836260.1|DBUS	LOC117588314|XP_034135397.1|DGUA
OG0002979	LOC108606005|XP_017851317.2|DBUS, LOC108597211|XP_017839138.1|DBUS	LOC117583763|XP_034128205.1|DGUA
OG0002980	LOC108607936|XP_017854541.1|DBUS	LOC117584804|XP_034129814.1|DGUA
OG0002981	LOC108607578|XP_033150813.1|DBUS	LOC117583922|XP_034128492.1|DGUA
OG0002982	LOC108598213|XP_017840321.1|DBUS	LOC117584326|XP_034129045.1|DGUA
OG0002983	LOC108599892|XP_017842570.2|DBUS	LOC117587473|XP_034134093.1|DGUA
OG0002984	LOC108598120|XP_017840225.1|DBUS	LOC117587205|XP_034133639.1|DGUA
OG0002985	LOC108607322|XP_033150532.1|DBUS	LOC117590621|XP_034139314.1|DGUA
OG0002986	LOC108605507|XP_017850744.1|DBUS, LOC108608218|XP_017854985.1|DBUS	LOC117584491|XP_034129310.1|DGUA
OG0002987	LOC108594517|XP_033150786.1|DBUS	LOC117584349|XP_034129072.1|DGUA
OG0002988	LOC108604334|XP_017849653.2|DBUS	LOC117581727|XP_034124998.1|DGUA
OG0002989	LOC108600739|XP_017843973.1|DBUS	LOC117579907|XP_034121934.1|DGUA
OG0002990	LOC108597305|XP_033149938.1|DBUS	LOC117581954|XP_034125328.1|DGUA
OG0002991	LOC108596183|XP_017837183.1|DBUS	LOC117588541|XP_034135813.1|DGUA
OG0002992	LOC108608177|XP_033150644.1|DBUS	LOC117582055|XP_034125490.1|DGUA
OG0002993	LOC108598684|XP_017840896.1|DBUS	LOC117579333|XP_034121050.1|DGUA
OG0002994	LOC108594520|XP_017835213.1|DBUS	LOC117582221|XP_034125720.1|DGUA
OG0002995	LOC108608277|XP_017855074.1|DBUS	LOC117582383|XP_034125946.1|DGUA
OG0002996	LOC108601957|XP_017845432.1|DBUS	LOC117586075|XP_034131821.1|DGUA
OG0002997	LOC108605495|XP_017850729.1|DBUS	LOC117590824|XP_034139685.1|DGUA
OG0002998	LOC108606856|XP_017852842.1|DBUS	LOC117590867|XP_034139778.1|DGUA
OG0002999	LOC108599207|XP_017841491.2|DBUS	LOC117579321|XP_034121026.1|DGUA
OG0003000	LOC108602100|XP_017845613.1|DBUS	LOC117586407|XP_034132334.1|DGUA
OG0003001	LOC108597738|XP_017839923.1|DBUS	LOC117592102|XP_034141514.1|DGUA
OG0003002	LOC108600618|XP_017843791.2|DBUS	LOC117587406|XP_034133954.1|DGUA
OG0003003	LOC108596535|XP_017837913.1|DBUS	LOC117591820|XP_034141048.1|DGUA
OG0003004	LOC108604985|XP_017850044.1|DBUS	LOC117590705|XP_034139494.1|DGUA
