Orthogroup	DBUS.longest_only	AALB.longest_only
OG0002271	LOC108599179|XP_017841456.1|DBUS	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC108598172|XP_033149555.1|DBUS	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC108599877|XP_017842522.1|DBUS	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC108598341|XP_033149723.1|DBUS	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC108601019|XP_017844382.1|DBUS	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC108599841|XP_017842450.2|DBUS	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC108598739|XP_033150626.1|DBUS	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC108597888|XP_017839995.1|DBUS	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC108600073|XP_017842918.1|DBUS	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC108600141|XP_017843023.2|DBUS	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC108600021|XP_017842828.1|DBUS	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC108599639|XP_017842100.1|DBUS	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC117134718|XP_033149189.1|DBUS	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC108595577|XP_017836327.1|DBUS	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC108605938|XP_017851248.1|DBUS	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC108597606|XP_017839732.1|DBUS	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC108597429|XP_017839473.1|DBUS	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC108599178|XP_017841454.1|DBUS	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC108598865|XP_017841112.1|DBUS	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC108594425|XP_017835088.2|DBUS, LOC117135025|XP_033150725.1|DBUS	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC108595545|XP_033149021.1|DBUS	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC108597312|XP_017839287.1|DBUS	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC108596515|XP_017837846.1|DBUS	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC108604456|XP_017849425.1|DBUS	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC108607702|XP_017854182.1|DBUS	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC108607595|XP_017851272.2|DBUS	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC108603180|XP_017847227.1|DBUS	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC108596773|XP_017838361.1|DBUS	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC108595725|XP_017836496.1|DBUS	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC108600064|XP_017842909.1|DBUS	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC108607442|XP_017853762.2|DBUS	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC108608099|XP_017854794.1|DBUS	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC108605492|XP_017850726.1|DBUS	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC108594417|XP_017835075.2|DBUS	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC108601003|XP_017844357.1|DBUS	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC108594502|XP_017835190.2|DBUS	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC108604272|XP_033149867.1|DBUS	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC108608092|XP_033149028.1|DBUS	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC108603479|XP_017847820.1|DBUS	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC108594511|XP_033150958.1|DBUS	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC108607860|XP_017854432.1|DBUS	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC108594527|XP_017835219.2|DBUS	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC108596616|XP_017838048.1|DBUS	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC108595384|XP_017836098.1|DBUS	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC108596794|XP_033150903.1|DBUS	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC108602477|XP_017846093.1|DBUS	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC108600900|XP_017844214.1|DBUS	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC108607814|XP_017854351.1|DBUS	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC108607599|XP_017853991.1|DBUS	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC108597643|XP_017839781.1|DBUS	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC108608478|XP_017855359.1|DBUS	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC108607505|XP_017853857.1|DBUS	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC108601005|XP_017844360.1|DBUS	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC108600301|XP_017843275.1|DBUS	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC108600663|XP_017843848.1|DBUS	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC108603572|XP_017847979.1|DBUS	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC108596495|XP_017837810.1|DBUS	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC108607634|XP_017854047.1|DBUS, LOC108607632|XP_017854045.1|DBUS	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC108607637|XP_017854049.1|DBUS	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC108606419|XP_017852004.1|DBUS	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC108600051|XP_017842887.1|DBUS	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC108595684|XP_017836454.1|DBUS	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC108596792|XP_017838388.1|DBUS	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC108595361|XP_017836074.1|DBUS	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC108600317|XP_017843304.1|DBUS	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC108596348|XP_017837492.1|DBUS	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC108594452|XP_017835116.1|DBUS	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC108608445|XP_017855310.1|DBUS	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC108598668|XP_033150831.1|DBUS	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC108595340|XP_017836050.1|DBUS	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC108608147|XP_017854881.2|DBUS	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC108607937|XP_017854543.2|DBUS	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC108599497|XP_017841849.1|DBUS	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC108596352|XP_017837499.1|DBUS	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC108594219|XP_017834817.2|DBUS	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC108597495|XP_017839568.1|DBUS	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC108607888|XP_017854481.1|DBUS	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC108596354|XP_017837505.1|DBUS	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC108596351|XP_017837497.1|DBUS	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC108595185|XP_017835853.1|DBUS	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC108597611|XP_017839737.1|DBUS	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC108594262|XP_033150353.1|DBUS	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC108608242|XP_017855018.2|DBUS	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC108594342|XP_033150584.1|DBUS	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC108608288|XP_017855096.1|DBUS	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC108604314|XP_017849225.1|DBUS	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC108606824|XP_017852796.1|DBUS	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC108607431|XP_017853736.2|DBUS	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC108600877|XP_017844180.1|DBUS	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC108607704|XP_017854187.2|DBUS	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC108607434|XP_017853754.1|DBUS	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC108607432|XP_017853737.1|DBUS	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC108601622|XP_017845013.1|DBUS	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC108607789|XP_017854317.1|DBUS	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC108607572|XP_017853952.1|DBUS	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC108594432|XP_017835095.1|DBUS	LOC118460004|XP_035779816.1|AALB
OG0002370	LOC108600274|XP_033150066.1|DBUS	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC108596123|XP_017837503.2|DBUS	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC108607604|XP_017853997.2|DBUS	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC108596741|XP_017838300.1|DBUS	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC108602165|XP_017845687.1|DBUS	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC108604776|XP_017849862.2|DBUS	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC108608413|XP_017855261.1|DBUS	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC108603645|XP_017848098.1|DBUS	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC108600914|XP_017844235.1|DBUS	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC108598136|XP_017840246.1|DBUS	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC108606412|XP_017851985.1|DBUS	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC108595360|XP_017836073.1|DBUS	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC108601084|XP_017844475.1|DBUS	LOC118460797|XP_035781297.1|AALB
OG0002386	LOC108601538|XP_033149927.1|DBUS	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC108603651|XP_017848108.1|DBUS	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC108604343|XP_017849259.1|DBUS	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC108601760|XP_017845173.1|DBUS	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC108600370|XP_017843399.2|DBUS	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC108597024|XP_017838794.1|DBUS	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC108598459|XP_017840593.1|DBUS	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC108599990|XP_017842738.2|DBUS	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC108602882|XP_017846672.1|DBUS	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC108604408|XP_017849364.1|DBUS	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC108596697|XP_017838209.1|DBUS	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC108595260|XP_017835960.1|DBUS	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC108607031|XP_017853110.1|DBUS	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC108597039|XP_017838823.1|DBUS	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC108595196|XP_017835869.1|DBUS	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC108607354|XP_017853536.1|DBUS	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC108604374|XP_017849313.1|DBUS	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC108601700|XP_017845103.1|DBUS	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC108603950|XP_017848632.1|DBUS	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC108600211|XP_017843116.1|DBUS	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC108603680|XP_017848172.1|DBUS	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC108604019|XP_017848754.1|DBUS	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC108602851|XP_017846609.1|DBUS, LOC108601732|XP_017845142.1|DBUS	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC117134712|XP_033149137.1|DBUS	LOC118461405|XP_035782574.1|AALB
OG0002414	LOC108605165|XP_017850238.1|DBUS	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC108603682|XP_017848178.2|DBUS	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC117134790|XP_033149538.1|DBUS	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC108594348|XP_017834991.1|DBUS	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC108603977|XP_017848692.1|DBUS	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC108607191|XP_017853339.1|DBUS	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC108599641|XP_017842103.1|DBUS	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC108601524|XP_017844912.2|DBUS	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC108602807|XP_017846524.1|DBUS	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC108605592|XP_017850854.1|DBUS, LOC108601162|XP_017844583.1|DBUS	LOC118460151|XP_035780140.1|AALB
OG0002425	LOC108607112|XP_017853230.1|DBUS	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC108598357|XP_017840464.1|DBUS	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC108607351|XP_017853532.1|DBUS	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC108606649|XP_017852451.2|DBUS	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC108600198|XP_017843097.2|DBUS	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC108597714|XP_017839892.1|DBUS	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC108595094|XP_017835735.1|DBUS	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC108605692|XP_017850973.1|DBUS	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC108603941|XP_017848624.1|DBUS	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC108597515|XP_017839597.1|DBUS	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC108597257|XP_017839203.1|DBUS	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC108596226|XP_017837243.1|DBUS	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC108605342|XP_033150251.1|DBUS	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC108608357|XP_017855193.1|DBUS	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC108598425|XP_017840540.1|DBUS	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC108596750|XP_017838314.2|DBUS	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC108597440|XP_017839492.1|DBUS	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC108596959|XP_017838693.1|DBUS	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC108597095|XP_017838949.2|DBUS	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC108596429|XP_017837642.1|DBUS	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC108596889|XP_017838559.1|DBUS	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC108598491|XP_033149389.1|DBUS	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC108595690|XP_017836460.1|DBUS	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC108595334|XP_017836042.1|DBUS	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC108603099|XP_017847084.1|DBUS	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC108595473|XP_017836212.2|DBUS	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC108595057|XP_017835689.1|DBUS	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC108596198|XP_017837203.1|DBUS	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC108599923|XP_017842619.1|DBUS	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC108599921|XP_017842616.1|DBUS	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC108594845|XP_033148954.1|DBUS	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC108597494|XP_017839566.1|DBUS	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC108608346|XP_017855182.2|DBUS	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC108597139|XP_017839019.1|DBUS	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC108596591|XP_017838009.1|DBUS	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC108597775|XP_017839979.1|DBUS	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC108596867|XP_017838512.2|DBUS	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC108596078|XP_017836982.1|DBUS	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC108597468|XP_017839530.1|DBUS	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC108595231|XP_017835918.2|DBUS	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC108607340|XP_017853512.1|DBUS	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC108601092|XP_017844491.2|DBUS	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC108598435|XP_017840555.2|DBUS	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC108604014|XP_017848745.1|DBUS	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC108597301|XP_017839269.1|DBUS	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC108594988|XP_017835609.1|DBUS	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC108597540|XP_017839629.1|DBUS	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC108595211|XP_017835888.1|DBUS	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC108600406|XP_017843447.2|DBUS	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC117134857|XP_033149994.1|DBUS	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC108595404|XP_017836119.1|DBUS	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC108595238|XP_017835925.1|DBUS	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC108595413|XP_017836130.1|DBUS	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC108596097|XP_017837005.1|DBUS	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC108596547|XP_017837928.1|DBUS	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC108606508|XP_017852167.1|DBUS	LOC118464500|XP_035787828.1|AALB
OG0002483	LOC108596566|XP_017837958.1|DBUS	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC108595520|XP_017836263.1|DBUS	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC108596938|XP_017838660.1|DBUS	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC108599249|XP_017841534.2|DBUS	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC108608293|XP_033149337.1|DBUS	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC108595135|XP_017835787.1|DBUS	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC108598469|XP_017840603.2|DBUS	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC108595173|XP_017835839.1|DBUS	LOC118463761|XP_035786468.1|AALB
OG0002492	LOC108596288|XP_017837365.1|DBUS	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC108595313|XP_017836020.1|DBUS	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC108597323|XP_017839301.1|DBUS	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC108602517|XP_017846139.1|DBUS	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC108598098|XP_017840203.1|DBUS	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC108599384|XP_017841680.1|DBUS	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC108607027|XP_033150302.1|DBUS	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC108595024|XP_017835648.1|DBUS	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC108605166|XP_017850240.2|DBUS	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC108604294|XP_017849197.1|DBUS	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC108607424|XP_017853720.1|DBUS	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC108603948|XP_017848628.1|DBUS	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC108600148|XP_017843030.1|DBUS	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002516	LOC108602158|XP_017845679.1|DBUS	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC108606374|XP_033150381.1|DBUS	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC108602648|XP_017846283.1|DBUS	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC108597616|XP_017839745.1|DBUS	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC108606869|XP_017852868.1|DBUS	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC108602003|XP_017845493.1|DBUS	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC108603914|XP_017848585.1|DBUS	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC108605252|XP_017850359.1|DBUS	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC108598414|XP_017840527.1|DBUS	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC108603044|XP_017846951.1|DBUS	LOC118458396|XP_035776699.1|AALB
OG0002527	LOC108603656|XP_017848120.1|DBUS	LOC118469047|XP_035796409.1|AALB
OG0002528	LOC108605195|XP_017850278.1|DBUS	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC108604299|XP_017849205.1|DBUS	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC108607824|XP_017854361.1|DBUS	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC108608570|XP_017855490.1|DBUS	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC108601649|XP_017845038.1|DBUS	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC108595209|XP_017835886.1|DBUS	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC108598702|XP_017840916.1|DBUS	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC108602821|XP_017846541.1|DBUS	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC108595215|XP_017835891.1|DBUS	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC108595162|XP_017835822.1|DBUS	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC108604166|XP_017848988.1|DBUS	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC108607207|XP_017853361.1|DBUS	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC108607167|XP_017853309.1|DBUS	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC108605705|XP_017850986.1|DBUS	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC108604428|XP_017849388.1|DBUS	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC108606854|XP_017852840.1|DBUS	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC108605856|XP_017851154.1|DBUS	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC108605712|XP_017850993.1|DBUS	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC108606877|XP_017852889.1|DBUS	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC108606791|XP_017852730.1|DBUS	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC108604813|XP_017849910.1|DBUS	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC108597120|XP_017838992.2|DBUS	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC108607264|XP_017853444.1|DBUS	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC108607098|XP_017853211.1|DBUS	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC108605095|XP_017850149.1|DBUS	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC108608571|XP_017855491.2|DBUS	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC108606862|XP_017852855.1|DBUS	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC108603246|XP_017847366.1|DBUS	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC108600140|XP_017843022.1|DBUS	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC108601779|XP_017845195.1|DBUS	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC108604029|XP_017848768.1|DBUS	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC108605974|XP_017851285.1|DBUS	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC108604531|XP_017849534.1|DBUS	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC108604251|XP_017849122.1|DBUS	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC108606346|XP_017851882.1|DBUS	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC108605862|XP_017851162.1|DBUS	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC108598983|XP_017841246.2|DBUS	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC108603835|XP_017848467.1|DBUS	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC108603291|XP_017847449.1|DBUS	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC108595955|XP_017836731.1|DBUS	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC108604267|XP_017849150.1|DBUS	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC108601910|XP_017845377.1|DBUS	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC108603508|XP_017847871.1|DBUS	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC108605626|XP_017850899.1|DBUS	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC108599594|XP_017842029.1|DBUS	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC108594441|XP_017835105.1|DBUS	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC108607801|XP_017854329.1|DBUS	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC108595543|XP_017836291.1|DBUS	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC108603703|XP_017848224.1|DBUS	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC108603401|XP_017847676.1|DBUS	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC108603064|XP_017846991.1|DBUS	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC108600534|XP_017843676.1|DBUS	LOC118459487|XP_035778797.1|AALB
